"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  146 Begusarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"129"	"118"	"184"	"53"	"3"	"218"	"58"	"9"	"2"	"2"	"2"	"7"	"8"	"32"	"10"	"7"	"5"	"60"	"10"	"6"	"8"	"684"	"0"	"684"	"0"
"130"	"119"	"92"	"55"	"10"	"221"	"98"	"9"	"6"	"5"	"2"	"10"	"7"	"62"	"2"	"2"	"4"	"10"	"3"	"1"	"3"	"602"	"0"	"602"	"0"
"131"	"120"	"96"	"25"	"4"	"102"	"28"	"1"	"4"	"1"	"2"	"2"	"2"	"24"	"4"	"0"	"1"	"5"	"6"	"0"	"1"	"308"	"0"	"308"	"0"
"132"	"121"	"82"	"63"	"4"	"91"	"68"	"2"	"2"	"0"	"0"	"0"	"1"	"22"	"0"	"2"	"3"	"11"	"1"	"0"	"0"	"352"	"0"	"352"	"0"
"133"	"122"	"136"	"49"	"5"	"147"	"35"	"3"	"6"	"0"	"2"	"3"	"3"	"18"	"3"	"0"	"3"	"4"	"3"	"1"	"1"	"422"	"0"	"422"	"0"
"134"	"123"	"121"	"12"	"75"	"116"	"111"	"5"	"2"	"0"	"1"	"3"	"11"	"25"	"4"	"3"	"8"	"14"	"12"	"5"	"7"	"535"	"0"	"535"	"0"
"135"	"124"	"147"	"6"	"12"	"117"	"257"	"3"	"1"	"0"	"9"	"5"	"5"	"40"	"4"	"2"	"5"	"23"	"25"	"12"	"14"	"687"	"0"	"687"	"0"
"136"	"125"	"32"	"5"	"8"	"438"	"49"	"5"	"2"	"0"	"1"	"3"	"5"	"12"	"6"	"2"	"2"	"13"	"3"	"3"	"2"	"591"	"0"	"591"	"0"
"137"	"126"	"36"	"31"	"6"	"220"	"54"	"2"	"2"	"6"	"2"	"4"	"3"	"90"	"12"	"2"	"5"	"12"	"6"	"1"	"1"	"495"	"0"	"495"	"0"
"138"	"127"	"469"	"44"	"3"	"123"	"8"	"4"	"1"	"0"	"1"	"2"	"6"	"16"	"3"	"3"	"2"	"5"	"6"	"1"	"3"	"700"	"0"	"700"	"0"
"139"	"128"	"24"	"74"	"7"	"159"	"28"	"2"	"2"	"2"	"0"	"3"	"2"	"24"	"1"	"0"	"2"	"13"	"3"	"1"	"2"	"349"	"0"	"349"	"0"
"140"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"141"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"142"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"143"	"129"	"33"	"107"	"3"	"34"	"19"	"3"	"0"	"1"	"4"	"1"	"0"	"12"	"4"	"3"	"1"	"5"	"4"	"3"	"2"	"239"	"0"	"239"	"0"
"144"	"130"	"66"	"146"	"17"	"59"	"35"	"3"	"2"	"5"	"3"	"2"	"4"	"31"	"2"	"8"	"2"	"8"	"14"	"5"	"8"	"420"	"0"	"420"	"0"
"145"	"131"	"30"	"12"	"1"	"212"	"15"	"3"	"0"	"0"	"0"	"0"	"2"	"6"	"15"	"0"	"8"	"17"	"0"	"1"	"0"	"322"	"0"	"322"	"0"
"146"	"132"	"37"	"12"	"6"	"242"	"11"	"2"	"0"	"1"	"2"	"2"	"2"	"8"	"5"	"1"	"6"	"5"	"3"	"2"	"2"	"349"	"0"	"349"	"0"
"147"	"133"	"122"	"4"	"9"	"150"	"13"	"5"	"0"	"4"	"3"	"4"	"1"	"4"	"4"	"4"	"4"	"28"	"2"	"4"	"0"	"365"	"0"	"365"	"0"
"148"	"134"	"31"	"4"	"2"	"266"	"6"	"3"	"0"	"0"	"1"	"2"	"0"	"17"	"6"	"2"	"5"	"14"	"2"	"1"	"0"	"362"	"0"	"362"	"0"
"149"	"135"	"68"	"8"	"3"	"434"	"48"	"8"	"2"	"1"	"0"	"1"	"7"	"12"	"11"	"5"	"1"	"15"	"10"	"8"	"4"	"646"	"0"	"646"	"0"
"150"	"136"	"50"	"3"	"5"	"319"	"22"	"1"	"1"	"2"	"4"	"0"	"6"	"8"	"23"	"3"	"8"	"37"	"4"	"4"	"3"	"503"	"0"	"503"	"0"
"151"	"137"	"20"	"42"	"5"	"326"	"75"	"0"	"1"	"1"	"6"	"0"	"1"	"11"	"14"	"5"	"6"	"15"	"8"	"10"	"8"	"554"	"0"	"554"	"0"
"152"	"138"	"157"	"16"	"1"	"180"	"42"	"4"	"2"	"1"	"2"	"3"	"6"	"33"	"3"	"1"	"5"	"21"	"5"	"0"	"0"	"482"	"0"	"482"	"0"
"153"	"139"	"63"	"173"	"3"	"149"	"57"	"2"	"1"	"2"	"1"	"5"	"1"	"51"	"2"	"2"	"2"	"14"	"17"	"10"	"1"	"556"	"0"	"556"	"0"
"154"	"140"	"6"	"68"	"2"	"10"	"15"	"1"	"0"	"1"	"1"	"0"	"2"	"14"	"1"	"0"	"1"	"1"	"2"	"3"	"0"	"128"	"0"	"128"	"0"
"155"	"141"	"59"	"77"	"2"	"52"	"74"	"2"	"3"	"0"	"2"	"2"	"5"	"43"	"1"	"4"	"8"	"13"	"4"	"2"	"3"	"356"	"0"	"356"	"0"
"156"	"142"	"19"	"12"	"1"	"66"	"120"	"7"	"2"	"0"	"1"	"0"	"0"	"32"	"3"	"2"	"2"	"5"	"2"	"0"	"0"	"274"	"0"	"274"	"0"
"157"	"143"	"75"	"43"	"1"	"181"	"74"	"3"	"5"	"1"	"1"	"1"	"7"	"6"	"2"	"2"	"2"	"13"	"3"	"1"	"1"	"422"	"0"	"422"	"0"
"158"	"144"	"100"	"7"	"0"	"75"	"23"	"0"	"0"	"1"	"1"	"1"	"3"	"2"	"5"	"3"	"3"	"29"	"6"	"0"	"3"	"262"	"0"	"262"	"0"
"159"	"145"	"70"	"44"	"11"	"61"	"65"	"3"	"2"	"3"	"3"	"4"	"5"	"23"	"9"	"5"	"12"	"31"	"2"	"1"	"2"	"356"	"0"	"356"	"0"
"160"	"146"	"21"	"107"	"4"	"96"	"43"	"2"	"1"	"0"	"5"	"1"	"3"	"63"	"4"	"2"	"13"	"5"	"5"	"0"	"1"	"376"	"0"	"376"	"0"
"161"	"147"	"84"	"22"	"2"	"139"	"73"	"4"	"1"	"0"	"1"	"1"	"9"	"6"	"11"	"2"	"4"	"15"	"3"	"2"	"3"	"382"	"0"	"382"	"0"
"162"	"148"	"20"	"5"	"1"	"37"	"16"	"0"	"1"	"2"	"3"	"0"	"1"	"14"	"0"	"0"	"2"	"8"	"1"	"0"	"2"	"113"	"0"	"113"	"0"
"163"	"149"	"117"	"20"	"2"	"122"	"48"	"3"	"0"	"1"	"1"	"1"	"7"	"11"	"4"	"2"	"5"	"43"	"10"	"4"	"1"	"402"	"0"	"402"	"0"
"164"	"150"	"113"	"53"	"1"	"138"	"69"	"7"	"3"	"2"	"3"	"1"	"8"	"50"	"2"	"2"	"4"	"9"	"6"	"9"	"3"	"483"	"0"	"483"	"0"
"165"	"151"	"47"	"68"	"3"	"270"	"47"	"5"	"6"	"1"	"1"	"4"	"1"	"106"	"11"	"3"	"1"	"26"	"3"	"2"	"7"	"612"	"0"	"612"	"0"
"166"	"152"	"93"	"46"	"1"	"179"	"34"	"6"	"1"	"1"	"0"	"1"	"2"	"15"	"2"	"3"	"3"	"7"	"7"	"7"	"6"	"414"	"0"	"414"	"0"
"167"	"153"	"55"	"25"	"5"	"344"	"55"	"4"	"45"	"3"	"4"	"2"	"3"	"12"	"21"	"3"	"8"	"12"	"3"	"1"	"1"	"606"	"0"	"606"	"0"
"168"	"154"	"45"	"55"	"4"	"379"	"83"	"0"	"18"	"5"	"2"	"2"	"9"	"6"	"7"	"2"	"3"	"3"	"12"	"5"	"1"	"641"	"0"	"641"	"0"
"169"	"155"	"14"	"30"	"2"	"181"	"41"	"2"	"8"	"0"	"0"	"0"	"0"	"18"	"0"	"2"	"2"	"3"	"0"	"4"	"0"	"307"	"0"	"307"	"0"
"170"	"156"	"92"	"19"	"0"	"151"	"163"	"3"	"23"	"2"	"0"	"5"	"3"	"18"	"1"	"2"	"1"	"4"	"1"	"1"	"1"	"490"	"0"	"490"	"0"
"171"	"157"	"24"	"60"	"1"	"315"	"99"	"1"	"1"	"0"	"1"	"0"	"3"	"12"	"5"	"5"	"2"	"9"	"0"	"1"	"2"	"541"	"0"	"541"	"0"
"172"	"158"	"21"	"57"	"2"	"279"	"52"	"0"	"2"	"0"	"1"	"0"	"1"	"21"	"4"	"1"	"6"	"12"	"0"	"1"	"0"	"460"	"0"	"460"	"0"
"173"	"159"	"46"	"42"	"5"	"284"	"134"	"3"	"0"	"1"	"1"	"0"	"2"	"62"	"4"	"3"	"3"	"6"	"2"	"2"	"2"	"602"	"0"	"602"	"0"
"174"	"160"	"38"	"42"	"2"	"213"	"84"	"0"	"1"	"1"	"0"	"3"	"3"	"23"	"1"	"0"	"13"	"2"	"1"	"0"	"0"	"427"	"0"	"427"	"0"
"175"	"161"	"5"	"36"	"0"	"172"	"122"	"2"	"1"	"2"	"0"	"1"	"0"	"23"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"366"	"0"	"366"	"0"
"176"	"162"	"48"	"42"	"0"	"244"	"143"	"3"	"0"	"0"	"4"	"2"	"1"	"21"	"0"	"0"	"2"	"6"	"0"	"1"	"0"	"517"	"0"	"517"	"0"
"177"	"163"	"283"	"58"	"4"	"175"	"44"	"3"	"1"	"0"	"1"	"2"	"1"	"6"	"0"	"0"	"5"	"9"	"2"	"1"	"0"	"595"	"0"	"595"	"0"
"178"	"164"	"186"	"60"	"3"	"324"	"29"	"1"	"1"	"0"	"1"	"2"	"5"	"26"	"0"	"3"	"7"	"17"	"6"	"2"	"3"	"676"	"0"	"676"	"0"
"179"	"165"	"10"	"50"	"0"	"177"	"40"	"1"	"2"	"0"	"1"	"0"	"1"	"11"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"297"	"0"	"297"	"0"
"180"	"166"	"18"	"38"	"0"	"167"	"42"	"1"	"1"	"0"	"0"	"1"	"0"	"24"	"0"	"1"	"2"	"2"	"0"	"2"	"0"	"299"	"0"	"299"	"0"
"181"	"167"	"261"	"18"	"1"	"91"	"24"	"0"	"0"	"0"	"0"	"5"	"1"	"16"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"423"	"0"	"423"	"0"
"182"	"168"	"18"	"41"	"0"	"237"	"55"	"1"	"1"	"0"	"0"	"0"	"0"	"19"	"1"	"0"	"1"	"4"	"1"	"7"	"2"	"388"	"0"	"388"	"0"
"183"	"169"	"63"	"58"	"7"	"372"	"139"	"4"	"0"	"0"	"1"	"0"	"2"	"23"	"1"	"0"	"1"	"2"	"4"	"7"	"3"	"687"	"0"	"687"	"0"
"184"	"170"	"15"	"49"	"4"	"251"	"72"	"0"	"0"	"0"	"2"	"0"	"0"	"21"	"1"	"1"	"3"	"3"	"3"	"1"	"2"	"428"	"0"	"428"	"0"
"185"	"171"	"92"	"37"	"3"	"243"	"64"	"2"	"3"	"0"	"2"	"1"	"2"	"9"	"2"	"0"	"0"	"2"	"3"	"3"	"0"	"468"	"0"	"468"	"0"
"186"	"172"	"13"	"48"	"3"	"273"	"149"	"1"	"0"	"1"	"1"	"1"	"2"	"43"	"6"	"4"	"0"	"8"	"4"	"2"	"1"	"560"	"0"	"560"	"0"
"187"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"188"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"189"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"190"	"173"	"84"	"11"	"0"	"55"	"35"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"3"	"3"	"18"	"4"	"0"	"0"	"219"	"0"	"219"	"0"
"191"	"174"	"35"	"61"	"1"	"302"	"187"	"5"	"0"	"0"	"0"	"3"	"6"	"36"	"5"	"6"	"6"	"14"	"7"	"7"	"5"	"686"	"0"	"686"	"0"
"192"	"175"	"36"	"93"	"8"	"175"	"218"	"4"	"2"	"2"	"2"	"1"	"3"	"27"	"4"	"1"	"3"	"12"	"0"	"2"	"2"	"595"	"0"	"595"	"0"
"193"	"176"	"78"	"43"	"3"	"263"	"127"	"2"	"1"	"0"	"2"	"4"	"0"	"31"	"1"	"2"	"1"	"6"	"4"	"1"	"0"	"569"	"0"	"569"	"0"
"194"	"177"	"116"	"61"	"0"	"251"	"46"	"3"	"1"	"3"	"1"	"2"	"0"	"16"	"2"	"5"	"1"	"11"	"4"	"3"	"1"	"527"	"0"	"527"	"0"
"195"	"178"	"108"	"54"	"3"	"220"	"43"	"2"	"1"	"0"	"0"	"2"	"0"	"6"	"1"	"0"	"0"	"3"	"3"	"1"	"0"	"447"	"0"	"447"	"0"
"196"	"179"	"31"	"111"	"1"	"283"	"27"	"1"	"0"	"0"	"0"	"0"	"1"	"30"	"0"	"1"	"1"	"7"	"1"	"2"	"1"	"498"	"0"	"498"	"0"
"197"	"180"	"31"	"48"	"4"	"267"	"55"	"2"	"0"	"0"	"0"	"2"	"2"	"48"	"0"	"2"	"1"	"7"	"0"	"0"	"1"	"470"	"0"	"470"	"0"
"198"	"181"	"365"	"39"	"4"	"64"	"13"	"6"	"1"	"1"	"9"	"0"	"3"	"4"	"0"	"2"	"50"	"16"	"7"	"1"	"1"	"586"	"0"	"586"	"0"
"199"	"182"	"145"	"70"	"7"	"128"	"41"	"0"	"0"	"0"	"1"	"2"	"1"	"72"	"2"	"3"	"4"	"6"	"9"	"4"	"3"	"498"	"0"	"498"	"0"
"200"	"183"	"27"	"41"	"3"	"289"	"115"	"1"	"2"	"0"	"0"	"2"	"0"	"45"	"4"	"0"	"3"	"3"	"3"	"2"	"0"	"540"	"0"	"540"	"0"
"201"	"184"	"21"	"41"	"1"	"164"	"123"	"1"	"0"	"0"	"1"	"0"	"0"	"47"	"0"	"0"	"0"	"3"	"1"	"3"	"1"	"407"	"0"	"407"	"0"
"202"	"185"	"28"	"30"	"2"	"153"	"52"	"0"	"0"	"0"	"0"	"1"	"0"	"10"	"1"	"1"	"0"	"3"	"3"	"1"	"0"	"285"	"0"	"285"	"0"
"203"	"186"	"27"	"61"	"0"	"116"	"82"	"0"	"0"	"0"	"0"	"0"	"0"	"11"	"1"	"2"	"2"	"3"	"0"	"0"	"0"	"305"	"0"	"305"	"0"
"204"	"187"	"100"	"30"	"5"	"368"	"59"	"6"	"2"	"3"	"0"	"6"	"3"	"46"	"1"	"2"	"3"	"11"	"3"	"4"	"1"	"653"	"0"	"653"	"0"
"205"	"188"	"66"	"34"	"6"	"365"	"40"	"3"	"1"	"4"	"2"	"5"	"4"	"49"	"7"	"3"	"8"	"19"	"8"	"9"	"6"	"639"	"0"	"639"	"0"
"206"	"189"	"44"	"132"	"2"	"248"	"112"	"3"	"1"	"0"	"3"	"1"	"1"	"58"	"4"	"4"	"1"	"9"	"1"	"2"	"1"	"627"	"0"	"627"	"0"
"207"	"190"	"41"	"65"	"2"	"425"	"39"	"1"	"2"	"1"	"0"	"0"	"2"	"40"	"2"	"0"	"2"	"6"	"2"	"2"	"0"	"632"	"0"	"632"	"0"
"208"	"191"	"13"	"113"	"3"	"275"	"105"	"3"	"2"	"9"	"0"	"2"	"1"	"56"	"5"	"0"	"1"	"2"	"1"	"1"	"4"	"596"	"0"	"596"	"0"
"209"	"192"	"11"	"59"	"1"	"233"	"144"	"2"	"2"	"0"	"2"	"0"	"1"	"39"	"19"	"0"	"1"	"2"	"0"	"0"	"1"	"517"	"0"	"517"	"0"
"210"	"193"	"8"	"42"	"2"	"105"	"56"	"0"	"0"	"0"	"0"	"1"	"0"	"21"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"241"	"0"	"241"	"0"
"211"	"194"	"96"	"82"	"3"	"213"	"34"	"2"	"0"	"2"	"0"	"0"	"1"	"16"	"2"	"0"	"2"	"6"	"4"	"3"	"1"	"467"	"0"	"467"	"0"
"212"	"195"	"46"	"81"	"3"	"289"	"46"	"1"	"0"	"1"	"0"	"1"	"2"	"15"	"3"	"0"	"0"	"5"	"2"	"4"	"3"	"502"	"0"	"502"	"0"
"213"	"196"	"11"	"102"	"0"	"328"	"39"	"6"	"0"	"0"	"0"	"2"	"2"	"41"	"6"	"3"	"3"	"3"	"1"	"1"	"1"	"549"	"0"	"549"	"0"
"214"	"197"	"3"	"27"	"1"	"161"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"207"	"0"	"207"	"0"
"215"	"198"	"16"	"98"	"7"	"399"	"179"	"8"	"2"	"0"	"3"	"1"	"8"	"67"	"6"	"2"	"6"	"17"	"2"	"5"	"5"	"831"	"0"	"831"	"0"
"216"	"199"	"24"	"77"	"5"	"401"	"149"	"4"	"6"	"1"	"1"	"1"	"3"	"39"	"2"	"5"	"1"	"6"	"3"	"3"	"0"	"731"	"0"	"731"	"0"
"217"	"200"	"26"	"34"	"2"	"252"	"159"	"7"	"0"	"2"	"1"	"3"	"4"	"11"	"3"	"0"	"2"	"8"	"2"	"6"	"4"	"526"	"0"	"526"	"0"
"218"	"201"	"29"	"40"	"0"	"72"	"79"	"4"	"1"	"1"	"0"	"2"	"1"	"16"	"1"	"1"	"1"	"3"	"3"	"4"	"1"	"259"	"0"	"259"	"0"
"219"	"202"	"15"	"69"	"56"	"183"	"80"	"3"	"1"	"1"	"1"	"5"	"1"	"70"	"4"	"3"	"2"	"3"	"4"	"3"	"3"	"507"	"0"	"507"	"0"
"220"	"203"	"132"	"114"	"5"	"216"	"76"	"1"	"1"	"3"	"0"	"2"	"4"	"108"	"6"	"3"	"11"	"30"	"6"	"3"	"5"	"726"	"0"	"726"	"0"
"221"	"204"	"68"	"87"	"31"	"136"	"178"	"7"	"8"	"2"	"2"	"4"	"2"	"168"	"7"	"7"	"9"	"8"	"1"	"0"	"4"	"729"	"0"	"729"	"0"
"222"	"205"	"11"	"54"	"1"	"294"	"47"	"1"	"3"	"0"	"0"	"0"	"0"	"26"	"1"	"0"	"1"	"3"	"1"	"3"	"3"	"449"	"0"	"449"	"0"
"223"	"206"	"26"	"71"	"2"	"327"	"56"	"4"	"0"	"2"	"1"	"2"	"1"	"41"	"3"	"2"	"2"	"3"	"0"	"0"	"1"	"544"	"0"	"544"	"0"
"224"	"207"	"16"	"53"	"1"	"437"	"50"	"1"	"3"	"0"	"0"	"1"	"0"	"45"	"3"	"1"	"2"	"3"	"5"	"3"	"3"	"627"	"0"	"627"	"0"
"225"	"208"	"46"	"45"	"5"	"320"	"145"	"0"	"3"	"1"	"1"	"5"	"1"	"40"	"3"	"3"	"2"	"5"	"1"	"0"	"1"	"627"	"0"	"627"	"0"
"226"	"209"	"48"	"78"	"3"	"232"	"55"	"4"	"1"	"1"	"1"	"0"	"2"	"22"	"5"	"1"	"4"	"5"	"5"	"5"	"5"	"477"	"0"	"477"	"0"
"227"	"210"	"70"	"41"	"2"	"333"	"40"	"7"	"2"	"0"	"0"	"4"	"0"	"22"	"6"	"1"	"1"	"9"	"3"	"2"	"2"	"545"	"0"	"545"	"0"
"228"	"Total Votes Polled"	"14638"	"11927"	"961"	"35408"	"23299"	"1075"	"609"	"346"	"381"	"618"	"779"	"9366"	"969"	"542"	"889"	"2738"	"890"	"573"	"519"	"106527"	"0"	"106527"	"0"
"229"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"230"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"231"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"232"	"Place :          Bazar Samitee Begusarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"Date :            16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"24- Begusarai Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
