"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"159"	"32"	"196"	"115"	"136"	"60"	""	"9"	"2"	"2"	"161"	"5"	"4"	"0"	"2"	"2"	"2"	"0"	"3"	"7"	"3"	"398"
"160"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"169"	"32"	"196"	"116"	"123"	"72"	""	"4"	"5"	"4"	"157"	"8"	"3"	"2"	"4"	"1"	"5"	"6"	"8"	"15"	"13"	"430"
"170"	"32"	"196"	"117"	"246"	"38"	""	"7"	"5"	"8"	"157"	"11"	"3"	"5"	"4"	"1"	"4"	"4"	"5"	"21"	"12"	"531"
"171"	"32"	"196"	"118"	"196"	"35"	""	"9"	"5"	"2"	"181"	"12"	"3"	"0"	"2"	"1"	"4"	"1"	"4"	"19"	"10"	"484"
"172"	"32"	"196"	"119"	"160"	"9"	""	"12"	"25"	"3"	"124"	"2"	"4"	"1"	"1"	"3"	"5"	"3"	"6"	"12"	"7"	"377"
"173"	"32"	"196"	"120"	"18"	"6"	""	"6"	"3"	"6"	"272"	"4"	"3"	"2"	"4"	"3"	"2"	"1"	"0"	"8"	"3"	"341"
"174"	"32"	"196"	"121"	"78"	"29"	""	"12"	"31"	"0"	"65"	"2"	"1"	"2"	"3"	"0"	"1"	"1"	"0"	"14"	"0"	"239"
"175"	"32"	"196"	"122"	"222"	"16"	""	"5"	"3"	"2"	"51"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"7"	"2"	"318"
"176"	"32"	"196"	"123"	"80"	"53"	""	"1"	"1"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"
"177"	"32"	"196"	"124"	"103"	"96"	""	"6"	"15"	"1"	"6"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"2"	"235"
"178"	"32"	"196"	"125"	"5"	"36"	""	"6"	"1"	"2"	"231"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"290"
"179"	"32"	"196"	"126"	"96"	"93"	""	"23"	"12"	"2"	"114"	"7"	"4"	"1"	"10"	"4"	"4"	"3"	"6"	"25"	"19"	"423"
"180"	"32"	"196"	"127"	"38"	"297"	""	"8"	"7"	"3"	"91"	"3"	"4"	"2"	"3"	"1"	"1"	"5"	"4"	"14"	"5"	"486"
"181"	"32"	"196"	"128"	"39"	"56"	""	"3"	"4"	"0"	"103"	"1"	"1"	"2"	"2"	"0"	"2"	"0"	"0"	"5"	"3"	"221"
"182"	"32"	"196"	"129"	"19"	"123"	""	"11"	"6"	"1"	"119"	"4"	"2"	"0"	"1"	"2"	"1"	"0"	"2"	"4"	"5"	"300"
"183"	"32"	"196"	"130"	"124"	"62"	""	"69"	"14"	"5"	"154"	"3"	"4"	"3"	"1"	"1"	"0"	"0"	"1"	"8"	"2"	"451"
"184"	"32"	"196"	"131"	"138"	"52"	""	"2"	"6"	"2"	"193"	"8"	"8"	"2"	"2"	"8"	"8"	"4"	"3"	"17"	"15"	"468"
"185"	"32"	"196"	"132"	"154"	"13"	""	"0"	"9"	"1"	"80"	"3"	"1"	"0"	"6"	"12"	"6"	"4"	"4"	"12"	"16"	"321"
"186"	"32"	"196"	"133"	"182"	"41"	""	"3"	"5"	"3"	"92"	"3"	"3"	"1"	"3"	"3"	"5"	"1"	"8"	"14"	"12"	"379"
"187"	"32"	"196"	"134"	"61"	"136"	""	"10"	"5"	"2"	"164"	"5"	"7"	"2"	"1"	"5"	"2"	"6"	"2"	"18"	"7"	"433"
"188"	"32"	"196"	"135"	"50"	"145"	""	"16"	"3"	"2"	"24"	"0"	"1"	"1"	"5"	"0"	"0"	"1"	"3"	"13"	"7"	"271"
"189"	"32"	"196"	"136"	"176"	"83"	""	"6"	"4"	"2"	"169"	"4"	"3"	"0"	"1"	"1"	"2"	"1"	"0"	"20"	"6"	"478"
"190"	"32"	"196"	"137"	"79"	"18"	""	"39"	"5"	"0"	"93"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"8"	"5"	"251"
"191"	"32"	"196"	"138"	"229"	"174"	""	"25"	"6"	"0"	"4"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"6"	"5"	"453"
"192"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"201"	"32"	"196"	"139"	"94"	"35"	""	"7"	"4"	"4"	"80"	"2"	"0"	"1"	"1"	"2"	"2"	"1"	"0"	"7"	"7"	"247"
"202"	"32"	"196"	"140"	"34"	"160"	""	"20"	"2"	"1"	"13"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"4"	"4"	"243"
"203"	"32"	"196"	"141"	"48"	"53"	""	"3"	"4"	"1"	"50"	"2"	"1"	"1"	"1"	"1"	"4"	"3"	"3"	"9"	"3"	"187"
"204"	"32"	"196"	"142"	"103"	"11"	""	"5"	"10"	"0"	"35"	"1"	"0"	"1"	"0"	"3"	"0"	"3"	"1"	"1"	"2"	"176"
"205"	"32"	"196"	"143"	"21"	"42"	""	"8"	"16"	"2"	"26"	"0"	"1"	"1"	"2"	"0"	"6"	"72"	"6"	"6"	"3"	"212"
"206"	"32"	"196"	"144"	"59"	"40"	""	"1"	"4"	"1"	"74"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"4"	"2"	"191"
"207"	"32"	"196"	"145"	"87"	"22"	""	"7"	"1"	"0"	"90"	"2"	"3"	"2"	"2"	"2"	"2"	"2"	"1"	"8"	"6"	"237"
"208"	"32"	"196"	"146"	"43"	"104"	""	"19"	"10"	"2"	"67"	"2"	"2"	"1"	"2"	"5"	"1"	"2"	"2"	"18"	"10"	"290"
"209"	"32"	"196"	"147"	"108"	"22"	""	"1"	"4"	"0"	"88"	"1"	"1"	"0"	"0"	"4"	"1"	"1"	"1"	"5"	"1"	"238"
"210"	"32"	"196"	"148"	"42"	"5"	""	"0"	"1"	"2"	"299"	"4"	"2"	"0"	"3"	"11"	"1"	"1"	"1"	"13"	"8"	"393"
"211"	"32"	"196"	"149"	"15"	"134"	""	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"155"
"212"	"32"	"196"	"150"	"91"	"172"	""	"15"	"9"	"0"	"32"	"3"	"0"	"2"	"3"	"1"	"1"	"1"	"2"	"13"	"14"	"359"
"213"	"32"	"196"	"151"	"247"	"57"	""	"57"	"7"	"5"	"86"	"6"	"0"	"0"	"1"	"0"	"5"	"5"	"3"	"19"	"8"	"506"
"214"	"32"	"196"	"152"	"80"	"15"	""	"2"	"1"	"0"	"200"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"3"	"309"
"215"	"32"	"196"	"153"	"140"	"64"	""	"8"	"3"	"0"	"110"	"4"	"1"	"2"	"1"	"2"	"3"	"3"	"3"	"11"	"24"	"379"
"216"	"32"	"196"	"154"	"24"	"199"	""	"6"	"0"	"2"	"14"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"6"	"3"	"261"
"217"	"32"	"196"	"155"	"112"	"136"	""	"42"	"5"	"4"	"190"	"10"	"8"	"5"	"7"	"8"	"2"	"0"	"7"	"23"	"20"	"579"
"218"	"32"	"196"	"156"	"160"	"45"	""	"3"	"6"	"2"	"60"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"8"	"3"	"293"
"219"	"32"	"196"	"157"	"49"	"167"	""	"51"	"6"	"3"	"219"	"6"	"2"	"1"	"2"	"6"	"1"	"2"	"3"	"13"	"10"	"541"
"220"	"32"	"196"	"158"	"49"	"79"	""	"4"	"9"	"1"	"122"	"5"	"3"	"2"	"1"	"1"	"1"	"1"	"2"	"4"	"3"	"287"
"221"	"32"	"196"	"159"	"62"	"41"	""	"1"	"2"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"127"
"222"	"32"	"196"	"160"	"133"	"65"	""	"20"	"16"	"0"	"89"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"8"	"3"	"339"
"223"	"32"	"196"	"161"	"90"	"184"	""	"2"	"1"	"2"	"46"	"0"	"1"	"0"	"3"	"0"	"1"	"2"	"0"	"20"	"6"	"358"
"224"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"233"	"32"	"196"	"162"	"79"	"81"	""	"7"	"3"	"3"	"388"	"1"	"6"	"2"	"3"	"7"	"6"	"1"	"5"	"11"	"4"	"607"
"234"	"32"	"196"	"163"	"178"	"35"	""	"1"	"1"	"0"	"20"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"5"	"247"
"235"	"32"	"196"	"164"	"216"	"45"	""	"1"	"1"	"0"	"25"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"6"	"302"
"236"	"32"	"196"	"165"	"163"	"14"	""	"1"	"2"	"3"	"199"	"6"	"5"	"3"	"4"	"3"	"1"	"1"	"5"	"11"	"8"	"429"
"237"	"32"	"196"	"166"	"63"	"24"	""	"8"	"4"	"0"	"72"	"3"	"1"	"0"	"3"	"3"	"1"	"0"	"1"	"3"	"2"	"188"
"238"	"32"	"196"	"167"	"13"	"227"	""	"6"	"1"	"1"	"75"	"0"	"5"	"0"	"0"	"0"	"1"	"1"	"4"	"18"	"3"	"355"
"239"	"32"	"196"	"168"	"226"	"71"	""	"2"	"2"	"3"	"40"	"0"	"6"	"2"	"2"	"3"	"2"	"2"	"0"	"11"	"9"	"381"
"240"	"32"	"196"	"169"	"244"	"5"	""	"3"	"0"	"2"	"99"	"6"	"4"	"2"	"2"	"6"	"1"	"1"	"2"	"6"	"5"	"388"
"241"	"32"	"196"	"170"	"196"	"54"	""	"11"	"3"	"3"	"51"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"8"	"3"	"331"
"242"	"32"	"196"	"171"	"108"	"44"	""	"1"	"2"	"4"	"345"	"8"	"1"	"1"	"4"	"6"	"6"	"0"	"2"	"28"	"14"	"574"
"243"	"32"	"196"	"172"	"149"	"90"	""	"6"	"3"	"1"	"204"	"6"	"6"	"3"	"4"	"8"	"3"	"3"	"7"	"24"	"18"	"535"
"244"	"32"	"196"	"173"	"178"	"110"	""	"5"	"9"	"1"	"93"	"1"	"3"	"0"	"4"	"0"	"0"	"3"	"2"	"9"	"3"	"421"
"245"	"32"	"196"	"174"	"32"	"3"	""	"2"	"5"	"0"	"127"	"4"	"0"	"1"	"2"	"0"	"1"	"1"	"2"	"3"	"5"	"188"
"246"	"32"	"196"	"175"	"28"	"79"	""	"2"	"1"	"0"	"62"	"0"	"3"	"0"	"0"	"2"	"0"	"1"	"2"	"7"	"3"	"190"
"247"	"32"	"196"	"176"	"163"	"20"	""	"5"	"0"	"0"	"53"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"248"
"248"	"32"	"196"	"177"	"32"	"147"	""	"5"	"1"	"2"	"181"	"2"	"4"	"0"	"1"	"2"	"1"	"0"	"3"	"11"	"1"	"393"
"249"	"32"	"196"	"178"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"250"	"32"	"196"	"179"	"220"	"47"	""	"5"	"6"	"3"	"183"	"2"	"3"	"4"	"2"	"2"	"1"	"1"	"0"	"13"	"3"	"495"
"251"	"32"	"196"	"180"	"19"	"30"	""	"8"	"3"	"0"	"70"	"2"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"4"	"0"	"140"
"252"	"32"	"196"	"181"	"199"	"21"	""	"5"	"5"	"0"	"101"	"7"	"1"	"2"	"4"	"3"	"3"	"2"	"3"	"12"	"12"	"380"
"253"	"32"	"196"	"182"	"74"	"155"	""	"5"	"13"	"2"	"120"	"3"	"7"	"0"	"1"	"0"	"0"	"0"	"1"	"9"	"3"	"393"
"254"	"32"	"196"	"183"	"125"	"2"	""	"1"	"0"	"3"	"109"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"10"	"9"	"263"
"255"	"32"	"196"	"184"	"87"	"33"	""	"1"	"0"	"2"	"133"	"3"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"9"	"3"	"277"
"256"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"265"	"32"	"196"	"185"	"142"	"16"	""	"2"	"1"	"5"	"302"	"12"	"10"	"6"	"7"	"30"	"10"	"5"	"4"	"13"	"45"	"610"
"266"	"32"	"196"	"186"	"242"	"32"	""	"1"	"0"	"0"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"301"
"267"	"32"	"196"	"187"	"232"	"16"	""	"0"	"2"	"5"	"161"	"4"	"4"	"4"	"1"	"3"	"4"	"3"	"4"	"7"	"6"	"456"
"268"	"32"	"196"	"188"	"79"	"53"	""	"0"	"3"	"4"	"90"	"4"	"1"	"3"	"4"	"6"	"1"	"7"	"1"	"7"	"9"	"272"
"269"	"32"	"196"	"189"	"117"	"6"	""	"0"	"0"	"0"	"52"	"1"	"0"	"2"	"2"	"1"	"0"	"1"	"1"	"2"	"6"	"191"
"270"	"32"	"196"	"190"	"154"	"10"	""	"0"	"12"	"1"	"113"	"7"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"8"	"0"	"313"
"271"	"32"	"196"	"191"	"173"	"6"	""	"3"	"4"	"4"	"104"	"2"	"3"	"3"	"2"	"5"	"3"	"5"	"4"	"6"	"12"	"339"
"272"	"32"	"196"	"192"	"133"	"220"	""	"0"	"9"	"2"	"141"	"5"	"3"	"0"	"1"	"3"	"0"	"1"	"1"	"8"	"10"	"537"
"273"	"32"	"196"	"193"	"155"	"78"	""	"3"	"11"	"7"	"238"	"5"	"5"	"2"	"6"	"5"	"1"	"2"	"7"	"24"	"14"	"563"
"274"	"32"	"196"	"194"	"185"	"63"	""	"5"	"1"	"1"	"142"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"401"
"275"	"32"	"196"	"195"	"183"	"13"	""	"1"	"1"	"5"	"77"	"2"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"4"	"5"	"296"
"276"	"32"	"196"	"196"	"114"	"10"	""	"2"	"4"	"8"	"226"	"8"	"1"	"1"	"6"	"8"	"1"	"1"	"3"	"9"	"11"	"413"
"277"	"32"	"196"	"197"	"114"	"9"	""	"2"	"4"	"0"	"56"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"8"	"2"	"201"
"278"	"32"	"196"	"198"	"164"	"148"	""	"2"	"3"	"5"	"58"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"6"	"4"	"396"
"279"	"32"	"196"	"199"	"54"	"78"	""	"1"	"1"	"0"	"79"	"3"	"4"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"225"
"280"	"32"	"196"	"200"	"225"	"19"	""	"3"	"8"	"3"	"148"	"13"	"3"	"1"	"0"	"3"	"4"	"1"	"3"	"9"	"11"	"454"
"281"	"32"	"196"	"201"	"127"	"89"	""	"2"	"2"	"3"	"139"	"2"	"6"	"0"	"1"	"2"	"0"	"2"	"2"	"8"	"7"	"392"
"282"	"32"	"196"	"202"	"190"	"11"	""	"3"	"2"	"6"	"331"	"16"	"8"	"2"	"11"	"37"	"7"	"1"	"1"	"11"	"33"	"670"
"283"	"32"	"196"	"203"	"109"	"42"	""	"1"	"1"	"0"	"55"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"1"	"216"
"284"	"32"	"196"	"204"	"60"	"132"	""	"6"	"4"	"1"	"148"	"3"	"1"	"1"	"2"	"3"	"1"	"0"	"1"	"9"	"6"	"378"
"285"	"32"	"196"	"205"	"206"	"32"	""	"7"	"0"	"3"	"167"	"1"	"5"	"1"	"3"	"2"	"1"	"4"	"1"	"25"	"17"	"475"
"286"	"32"	"196"	"206"	"251"	"21"	""	"6"	"2"	"1"	"88"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"3"	"2"	"380"
"287"	"32"	"196"	"207"	"168"	"44"	""	"1"	"5"	"2"	"196"	"6"	"0"	"0"	"3"	"5"	"3"	"1"	"1"	"11"	"3"	"449"
"288"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"297"	"32"	"196"	"208"	"114"	"80"	""	"3"	"0"	"4"	"226"	"0"	"3"	"2"	"1"	"9"	"3"	"1"	"4"	"6"	"6"	"462"
"298"	"32"	"196"	"209"	"79"	"41"	""	"6"	"5"	"3"	"51"	"6"	"3"	"1"	"0"	"2"	"1"	"0"	"2"	"8"	"8"	"216"
"299"	"32"	"196"	"210"	"42"	"65"	""	"9"	"5"	"1"	"54"	"2"	"4"	"1"	"0"	"2"	"1"	"1"	"2"	"5"	"6"	"200"
"300"	"32"	"196"	"211"	"60"	"12"	""	"1"	"0"	"1"	"297"	"8"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"4"	"4"	"391"
"301"	"32"	"196"	"212"	"97"	"191"	""	"9"	"13"	"4"	"190"	"7"	"4"	"1"	"6"	"4"	"10"	"2"	"11"	"20"	"22"	"591"
"302"	"32"	"196"	"213"	"205"	"24"	""	"1"	"3"	"4"	"121"	"7"	"7"	"2"	"7"	"3"	"1"	"7"	"5"	"24"	"22"	"443"
"303"	"32"	"196"	"214"	"106"	"35"	""	"0"	"11"	"2"	"106"	"0"	"2"	"1"	"2"	"3"	"0"	"1"	"3"	"2"	"5"	"279"
"304"	"32"	"196"	"215"	"181"	"75"	""	"2"	"21"	"0"	"21"	"1"	"4"	"2"	"1"	"0"	"4"	"3"	"0"	"7"	"6"	"328"
"305"	"32"	"196"	"216"	"126"	"118"	""	"4"	"17"	"1"	"52"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"6"	"4"	"332"
"306"	"32"	"196"	"217"	"103"	"28"	""	"18"	"1"	"0"	"37"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"6"	"2"	"201"
"307"	"32"	"196"	"218"	"98"	"107"	""	"6"	"4"	"1"	"53"	"4"	"1"	"2"	"3"	"2"	"1"	"1"	"5"	"10"	"10"	"308"
"308"	"32"	"196"	"219"	"77"	"7"	""	"5"	"1"	"2"	"175"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"3"	"3"	"279"
"309"	"32"	"196"	"220"	"171"	"4"	""	"2"	"1"	"2"	"64"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"4"	"6"	"260"
"310"	"32"	"196"	"221"	"167"	"175"	""	"58"	"5"	"0"	"15"	"0"	"4"	"1"	"0"	"1"	"0"	"1"	"1"	"5"	"3"	"436"
"311"	"32"	"196"	"222"	"13"	"239"	""	"1"	"0"	"0"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"270"
"312"	"32"	"196"	"223"	"293"	"27"	""	"12"	"5"	"1"	"112"	"3"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"5"	"3"	"466"
"313"	"32"	"196"	"224"	"88"	"7"	""	"14"	"13"	"3"	"141"	"3"	"2"	"0"	"2"	"4"	"1"	"2"	"1"	"4"	"7"	"292"
"314"	"32"	"196"	"225"	"98"	"29"	""	"9"	"10"	"4"	"265"	"9"	"2"	"2"	"1"	"3"	"0"	"1"	"2"	"11"	"2"	"448"
"315"	"32"	"196"	"226"	"42"	"55"	""	"2"	"13"	"1"	"82"	"1"	"2"	"0"	"4"	"4"	"1"	"2"	"3"	"8"	"5"	"225"
"316"	"32"	"196"	"227"	"96"	"34"	""	"3"	"5"	"2"	"111"	"5"	"1"	"1"	"2"	"0"	"5"	"2"	"0"	"9"	"6"	"282"
"317"	"32"	"196"	"228"	"29"	"58"	""	"9"	"4"	"4"	"143"	"1"	"1"	"2"	"2"	"4"	"2"	"0"	"1"	"7"	"3"	"270"
"318"	"32"	"196"	"229"	"52"	"97"	""	"5"	"7"	"3"	"226"	"1"	"3"	"1"	"1"	"5"	"4"	"3"	"3"	"11"	"5"	"427"
