"Candidate.Name.U.2192..Booth.No.U.2193."	"No.of.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"Total.valid.votes"	"No..of.reject.ed.votes"	"Total"	"No..of.Ten.dere.d.vote.s"
"133"	"126"	"9"	"34"	"321"	"47"	"2"	"5"	"10"	"2"	"5"	"2"	"3"	"1"	"4"	"9"	"7"	"7"	"1"	"2"	"471"	"0"	"471"	"0"
"134"	"127"	"10"	"166"	"62"	"106"	"0"	"3"	"0"	"0"	"3"	"0"	"1"	"1"	"4"	"2"	"1"	"5"	"0"	"7"	"371"	"0"	"371"	"0"
"135"	"128"	"6"	"10"	"85"	"217"	"11"	"3"	"3"	"3"	"0"	"2"	"2"	"2"	"7"	"8"	"2"	"17"	"1"	"0"	"379"	"0"	"379"	"0"
"136"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of reject ed votes"	"Total"	"No. of Ten dere d vote s"
"137"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"138"	"129"	"4"	"5"	"199"	"110"	"4"	"3"	"0"	"2"	"3"	"1"	"0"	"4"	"2"	"2"	"1"	"2"	"1"	"1"	"344"	"0"	"344"	"0"
"139"	"130"	"6"	"5"	"108"	"359"	"12"	"6"	"4"	"2"	"3"	"1"	"0"	"7"	"7"	"4"	"7"	"10"	"2"	"0"	"543"	"0"	"543"	"0"
"140"	"131"	"7"	"34"	"99"	"295"	"0"	"1"	"27"	"1"	"1"	"0"	"3"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"473"	"0"	"473"	"0"
"141"	"132"	"44"	"20"	"122"	"247"	"5"	"7"	"5"	"6"	"8"	"3"	"9"	"8"	"6"	"6"	"11"	"43"	"6"	"7"	"563"	"0"	"563"	"0"
"142"	"133"	"12"	"64"	"279"	"18"	"5"	"4"	"2"	"1"	"4"	"5"	"3"	"1"	"4"	"4"	"4"	"16"	"1"	"4"	"431"	"0"	"431"	"0"
"143"	"134"	"6"	"19"	"158"	"194"	"8"	"2"	"1"	"2"	"1"	"0"	"2"	"2"	"3"	"3"	"8"	"12"	"0"	"1"	"422"	"0"	"422"	"0"
"144"	"135"	"13"	"127"	"160"	"73"	"4"	"0"	"13"	"3"	"7"	"1"	"7"	"1"	"2"	"8"	"5"	"17"	"1"	"1"	"443"	"0"	"443"	"0"
"145"	"136"	"5"	"214"	"80"	"7"	"2"	"6"	"7"	"3"	"7"	"4"	"3"	"3"	"1"	"10"	"16"	"29"	"3"	"3"	"403"	"0"	"403"	"0"
"146"	"137"	"10"	"8"	"226"	"172"	"3"	"5"	"64"	"6"	"12"	"6"	"3"	"3"	"4"	"2"	"5"	"13"	"11"	"8"	"561"	"0"	"561"	"0"
"147"	"138"	"4"	"26"	"118"	"33"	"2"	"5"	"30"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"3"	"0"	"0"	"231"	"0"	"231"	"0"
"148"	"139"	"15"	"11"	"383"	"83"	"2"	"7"	"25"	"11"	"12"	"6"	"2"	"8"	"5"	"6"	"9"	"9"	"6"	"11"	"611"	"0"	"611"	"0"
"149"	"140"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"150"	"141"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"151"	"142"	"0"	"4"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"11"	"0"	"11"	"0"
"152"	"143"	"32"	"216"	"190"	"40"	"7"	"4"	"23"	"7"	"14"	"4"	"4"	"5"	"5"	"8"	"10"	"43"	"10"	"13"	"635"	"0"	"635"	"0"
"153"	"144"	"6"	"117"	"332"	"7"	"1"	"5"	"8"	"4"	"10"	"5"	"7"	"0"	"2"	"11"	"7"	"22"	"1"	"8"	"553"	"0"	"553"	"0"
"154"	"145"	"4"	"9"	"210"	"17"	"1"	"1"	"3"	"1"	"3"	"0"	"1"	"2"	"0"	"3"	"1"	"11"	"1"	"0"	"268"	"0"	"268"	"0"
"155"	"146"	"1"	"18"	"84"	"334"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"5"	"3"	"5"	"457"	"0"	"457"	"0"
"156"	"147"	"8"	"61"	"134"	"206"	"9"	"5"	"28"	"1"	"4"	"4"	"0"	"2"	"6"	"10"	"8"	"20"	"0"	"0"	"506"	"0"	"506"	"0"
"157"	"148"	"5"	"62"	"296"	"46"	"2"	"3"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"426"	"0"	"426"	"0"
"158"	"149"	"6"	"15"	"114"	"253"	"4"	"2"	"6"	"2"	"1"	"1"	"1"	"2"	"1"	"3"	"2"	"7"	"0"	"1"	"421"	"0"	"421"	"0"
"159"	"150"	"1"	"52"	"263"	"60"	"3"	"7"	"4"	"1"	"5"	"1"	"2"	"6"	"1"	"3"	"2"	"8"	"2"	"1"	"422"	"0"	"422"	"0"
"160"	"151"	"19"	"30"	"202"	"59"	"5"	"4"	"11"	"4"	"6"	"3"	"6"	"9"	"9"	"15"	"8"	"32"	"5"	"5"	"432"	"0"	"432"	"0"
"161"	"152"	"5"	"11"	"243"	"4"	"3"	"5"	"4"	"0"	"1"	"3"	"0"	"2"	"6"	"9"	"6"	"9"	"2"	"8"	"321"	"0"	"321"	"0"
"162"	"153"	"15"	"39"	"85"	"334"	"3"	"2"	"16"	"2"	"6"	"6"	"10"	"2"	"4"	"1"	"7"	"16"	"19"	"14"	"581"	"0"	"581"	"0"
"163"	"154"	"29"	"34"	"137"	"283"	"6"	"2"	"21"	"2"	"8"	"2"	"1"	"5"	"1"	"4"	"1"	"12"	"59"	"71"	"678"	"0"	"678"	"0"
"164"	"155"	"3"	"3"	"115"	"21"	"1"	"3"	"10"	"0"	"2"	"1"	"0"	"1"	"3"	"1"	"1"	"4"	"0"	"2"	"171"	"0"	"171"	"0"
"165"	"156"	"7"	"23"	"146"	"325"	"7"	"11"	"4"	"6"	"4"	"2"	"0"	"1"	"4"	"0"	"17"	"8"	"0"	"0"	"565"	"0"	"565"	"0"
"166"	"157"	"20"	"52"	"75"	"457"	"6"	"3"	"6"	"0"	"1"	"1"	"3"	"1"	"3"	"1"	"3"	"1"	"0"	"3"	"636"	"0"	"636"	"0"
"167"	"158"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"168"	"159"	"1"	"35"	"256"	"17"	"2"	"2"	"2"	"1"	"0"	"1"	"2"	"1"	"3"	"1"	"1"	"7"	"5"	"5"	"342"	"0"	"342"	"0"
"169"	"160"	"2"	"16"	"349"	"14"	"3"	"2"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"3"	"4"	"16"	"4"	"4"	"421"	"0"	"421"	"0"
"170"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of reject ed votes"	"Total"	"No. of Ten dere d vote s"
"171"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"172"	"161"	"29"	"88"	"281"	"115"	"4"	"6"	"15"	"5"	"8"	"3"	"2"	"2"	"1"	"3"	"6"	"12"	"0"	"3"	"583"	"0"	"583"	"0"
"173"	"162"	"54"	"53"	"216"	"261"	"11"	"6"	"25"	"5"	"6"	"3"	"7"	"7"	"11"	"5"	"14"	"22"	"5"	"13"	"724"	"0"	"724"	"0"
"174"	"163"	"5"	"93"	"186"	"317"	"13"	"4"	"29"	"3"	"5"	"3"	"7"	"5"	"13"	"7"	"8"	"17"	"0"	"0"	"715"	"0"	"715"	"0"
"175"	"164"	"7"	"179"	"174"	"9"	"2"	"3"	"11"	"3"	"4"	"1"	"2"	"4"	"3"	"5"	"3"	"18"	"2"	"6"	"436"	"0"	"436"	"0"
"176"	"165"	"9"	"129"	"320"	"16"	"2"	"6"	"46"	"2"	"10"	"8"	"0"	"3"	"5"	"15"	"7"	"14"	"1"	"5"	"598"	"0"	"598"	"0"
"177"	"166"	"14"	"110"	"211"	"74"	"7"	"3"	"35"	"2"	"5"	"1"	"1"	"0"	"0"	"2"	"3"	"8"	"8"	"27"	"511"	"0"	"511"	"0"
"178"	"167"	"2"	"30"	"371"	"4"	"3"	"1"	"27"	"1"	"0"	"0"	"3"	"2"	"2"	"10"	"0"	"8"	"1"	"12"	"477"	"0"	"477"	"0"
"179"	"168"	"5"	"69"	"364"	"6"	"3"	"3"	"3"	"0"	"3"	"0"	"1"	"3"	"1"	"1"	"3"	"7"	"2"	"8"	"482"	"0"	"482"	"0"
"180"	"169"	"2"	"34"	"260"	"7"	"1"	"5"	"152"	"1"	"4"	"3"	"1"	"1"	"2"	"4"	"4"	"11"	"3"	"2"	"497"	"0"	"497"	"0"
"181"	"170"	"4"	"49"	"309"	"6"	"2"	"3"	"31"	"2"	"2"	"4"	"1"	"0"	"3"	"4"	"4"	"8"	"0"	"1"	"433"	"0"	"433"	"0"
"182"	"171"	"1"	"18"	"593"	"15"	"2"	"0"	"63"	"2"	"0"	"0"	"1"	"1"	"1"	"8"	"2"	"12"	"1"	"7"	"727"	"0"	"727"	"0"
"183"	"172"	"4"	"33"	"212"	"7"	"3"	"0"	"24"	"1"	"2"	"4"	"0"	"0"	"1"	"2"	"1"	"3"	"1"	"2"	"300"	"0"	"300"	"0"
"184"	"173"	"5"	"17"	"358"	"8"	"0"	"2"	"56"	"7"	"3"	"7"	"2"	"3"	"3"	"5"	"0"	"10"	"1"	"9"	"496"	"0"	"496"	"0"
"185"	"174"	"12"	"114"	"359"	"55"	"0"	"3"	"21"	"3"	"5"	"3"	"0"	"1"	"6"	"6"	"11"	"15"	"5"	"2"	"621"	"0"	"621"	"0"
"186"	"175"	"16"	"16"	"396"	"74"	"7"	"2"	"16"	"3"	"4"	"0"	"3"	"4"	"4"	"5"	"5"	"15"	"5"	"3"	"578"	"0"	"578"	"0"
"187"	"176"	"9"	"58"	"497"	"13"	"3"	"1"	"39"	"3"	"7"	"4"	"3"	"2"	"8"	"6"	"4"	"28"	"1"	"1"	"687"	"0"	"687"	"0"
"188"	"177"	"28"	"53"	"359"	"169"	"9"	"6"	"19"	"1"	"4"	"3"	"3"	"5"	"5"	"8"	"3"	"11"	"3"	"9"	"698"	"0"	"698"	"0"
"189"	"178"	"21"	"46"	"203"	"188"	"4"	"0"	"24"	"3"	"4"	"1"	"6"	"6"	"5"	"4"	"3"	"23"	"7"	"8"	"556"	"0"	"556"	"0"
"190"	"179"	"10"	"37"	"385"	"201"	"5"	"2"	"16"	"1"	"6"	"0"	"1"	"5"	"2"	"3"	"2"	"13"	"0"	"3"	"692"	"0"	"692"	"0"
"191"	"180"	"49"	"85"	"413"	"101"	"12"	"6"	"10"	"4"	"9"	"2"	"2"	"0"	"0"	"3"	"3"	"11"	"6"	"7"	"723"	"0"	"723"	"0"
"192"	"181"	"34"	"90"	"425"	"68"	"3"	"9"	"28"	"6"	"10"	"5"	"2"	"1"	"2"	"3"	"4"	"2"	"0"	"1"	"693"	"0"	"693"	"0"
"193"	"182"	"7"	"26"	"340"	"19"	"3"	"1"	"2"	"0"	"5"	"3"	"1"	"4"	"5"	"6"	"8"	"21"	"1"	"13"	"465"	"0"	"465"	"0"
"194"	"183"	"11"	"19"	"260"	"95"	"1"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"404"	"0"	"404"	"0"
"195"	"184"	"7"	"27"	"215"	"76"	"4"	"2"	"6"	"2"	"9"	"6"	"5"	"2"	"1"	"4"	"3"	"8"	"0"	"4"	"381"	"0"	"381"	"0"
"196"	"185"	"15"	"83"	"443"	"164"	"4"	"3"	"4"	"2"	"2"	"6"	"0"	"3"	"5"	"5"	"2"	"14"	"11"	"20"	"786"	"0"	"786"	"0"
"197"	"186"	"6"	"126"	"140"	"42"	"3"	"5"	"8"	"1"	"4"	"5"	"0"	"2"	"0"	"3"	"3"	"5"	"3"	"4"	"360"	"0"	"360"	"0"
"198"	"187"	"33"	"39"	"241"	"155"	"7"	"1"	"6"	"6"	"4"	"3"	"1"	"1"	"2"	"4"	"8"	"23"	"5"	"12"	"551"	"0"	"551"	"0"
"199"	"188"	"7"	"12"	"123"	"161"	"6"	"1"	"9"	"5"	"9"	"3"	"1"	"2"	"4"	"4"	"2"	"16"	"4"	"8"	"377"	"0"	"377"	"0"
"200"	"189"	"26"	"52"	"328"	"196"	"5"	"2"	"10"	"9"	"4"	"4"	"9"	"8"	"2"	"4"	"3"	"7"	"27"	"4"	"700"	"0"	"700"	"0"
"201"	"190"	"9"	"10"	"248"	"65"	"4"	"2"	"9"	"1"	"0"	"1"	"0"	"3"	"0"	"3"	"2"	"8"	"1"	"7"	"373"	"0"	"373"	"0"
"202"	"191"	"16"	"46"	"226"	"73"	"4"	"7"	"28"	"3"	"4"	"4"	"2"	"5"	"5"	"5"	"6"	"22"	"3"	"4"	"463"	"0"	"463"	"0"
"203"	"192"	"5"	"74"	"89"	"14"	"2"	"0"	"22"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"214"	"0"	"214"	"0"
"204"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of reject ed votes"	"Total"	"No. of Ten dere d vote s"
"205"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"206"	"193"	"3"	"36"	"202"	"59"	"2"	"3"	"24"	"4"	"13"	"2"	"2"	"0"	"4"	"1"	"4"	"5"	"0"	"2"	"366"	"0"	"366"	"0"
"207"	"194"	"3"	"136"	"212"	"7"	"2"	"2"	"7"	"1"	"5"	"1"	"1"	"0"	"0"	"1"	"5"	"3"	"0"	"3"	"389"	"0"	"389"	"0"
"208"	"195"	"30"	"55"	"347"	"21"	"0"	"3"	"26"	"0"	"1"	"3"	"0"	"4"	"2"	"7"	"2"	"7"	"3"	"3"	"514"	"0"	"514"	"0"
"209"	"196"	"6"	"60"	"372"	"15"	"2"	"3"	"17"	"1"	"3"	"2"	"1"	"0"	"2"	"6"	"1"	"13"	"4"	"13"	"521"	"0"	"521"	"0"
"210"	"197"	"4"	"99"	"341"	"15"	"3"	"1"	"1"	"1"	"8"	"2"	"2"	"0"	"1"	"4"	"4"	"10"	"1"	"7"	"504"	"0"	"504"	"0"
"211"	"198"	"9"	"10"	"341"	"104"	"4"	"1"	"8"	"2"	"2"	"1"	"4"	"2"	"4"	"2"	"3"	"7"	"2"	"2"	"508"	"0"	"508"	"0"
"212"	"199"	"24"	"29"	"313"	"18"	"2"	"3"	"6"	"1"	"3"	"8"	"1"	"0"	"5"	"2"	"1"	"23"	"7"	"15"	"461"	"0"	"461"	"0"
"213"	"200"	"24"	"117"	"304"	"20"	"1"	"3"	"3"	"3"	"3"	"5"	"4"	"3"	"7"	"5"	"5"	"10"	"8"	"13"	"538"	"0"	"538"	"0"
"214"	"201"	"17"	"8"	"507"	"41"	"4"	"8"	"35"	"4"	"5"	"5"	"0"	"3"	"4"	"9"	"4"	"16"	"8"	"8"	"686"	"0"	"686"	"0"
"215"	"202"	"14"	"72"	"158"	"154"	"2"	"3"	"6"	"1"	"11"	"2"	"3"	"8"	"6"	"2"	"1"	"14"	"7"	"15"	"479"	"0"	"479"	"0"
"216"	"203"	"17"	"55"	"292"	"9"	"3"	"4"	"151"	"7"	"2"	"3"	"2"	"3"	"4"	"8"	"6"	"21"	"4"	"2"	"593"	"0"	"593"	"0"
"217"	"204"	"8"	"51"	"225"	"51"	"5"	"6"	"38"	"4"	"6"	"5"	"1"	"0"	"1"	"2"	"1"	"9"	"0"	"0"	"413"	"0"	"413"	"0"
"218"	"205"	"2"	"55"	"136"	"16"	"3"	"2"	"8"	"1"	"2"	"1"	"0"	"1"	"2"	"0"	"2"	"6"	"1"	"1"	"239"	"0"	"239"	"0"
"219"	"206"	"40"	"100"	"33"	"2"	"0"	"0"	"34"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"5"	"222"	"0"	"222"	"0"
"220"	"207"	"2"	"31"	"68"	"117"	"4"	"5"	"36"	"3"	"7"	"2"	"1"	"3"	"4"	"5"	"2"	"12"	"1"	"1"	"304"	"0"	"304"	"0"
"221"	"208"	"7"	"94"	"87"	"23"	"2"	"1"	"30"	"0"	"2"	"3"	"0"	"1"	"2"	"4"	"3"	"10"	"1"	"2"	"272"	"0"	"272"	"0"
"222"	"209"	"6"	"66"	"176"	"25"	"1"	"2"	"3"	"1"	"3"	"1"	"1"	"2"	"0"	"2"	"1"	"7"	"2"	"2"	"301"	"0"	"301"	"0"
"223"	"210"	"29"	"86"	"107"	"159"	"8"	"1"	"8"	"1"	"1"	"0"	"5"	"2"	"7"	"3"	"11"	"15"	"1"	"3"	"447"	"0"	"447"	"0"
"224"	"211"	"44"	"51"	"329"	"14"	"0"	"4"	"3"	"2"	"3"	"2"	"2"	"2"	"3"	"4"	"2"	"9"	"1"	"2"	"477"	"0"	"477"	"0"
"225"	"212"	"4"	"6"	"172"	"48"	"1"	"2"	"19"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"6"	"1"	"4"	"267"	"0"	"267"	"0"
"226"	"213"	"1"	"10"	"178"	"98"	"4"	"4"	"4"	"3"	"4"	"2"	"1"	"2"	"2"	"1"	"1"	"7"	"0"	"3"	"325"	"0"	"325"	"0"
"227"	"214"	"29"	"455"	"7"	"4"	"5"	"1"	"14"	"6"	"13"	"2"	"0"	"2"	"3"	"3"	"5"	"5"	"19"	"9"	"582"	"0"	"582"	"0"
"228"	"215"	"1"	"517"	"18"	"6"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"544"	"0"	"544"	"0"
"229"	"216"	"15"	"255"	"41"	"4"	"1"	"1"	"1"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"1"	"5"	"5"	"3"	"338"	"0"	"338"	"0"
"230"	"217"	"3"	"38"	"179"	"9"	"3"	"1"	"1"	"1"	"4"	"2"	"1"	"0"	"1"	"3"	"5"	"21"	"2"	"4"	"278"	"0"	"278"	"0"
"231"	"218"	"20"	"48"	"392"	"120"	"8"	"8"	"14"	"7"	"19"	"8"	"6"	"8"	"10"	"23"	"18"	"36"	"5"	"13"	"763"	"0"	"763"	"0"
"232"	"219"	"16"	"30"	"286"	"28"	"2"	"7"	"54"	"5"	"3"	"5"	"9"	"6"	"8"	"10"	"3"	"23"	"4"	"9"	"508"	"0"	"508"	"0"
"233"	"220"	"6"	"424"	"90"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"530"	"0"	"530"	"0"
"234"	"221"	"19"	"302"	"22"	"13"	"0"	"0"	"2"	"4"	"6"	"0"	"1"	"1"	"1"	"1"	"8"	"13"	"3"	"2"	"398"	"0"	"398"	"0"
"235"	"222"	"23"	"229"	"23"	"68"	"4"	"5"	"40"	"6"	"14"	"4"	"2"	"2"	"4"	"4"	"8"	"14"	"6"	"4"	"460"	"0"	"460"	"0"
"236"	"223"	"1"	"25"	"264"	"15"	"0"	"2"	"10"	"0"	"1"	"2"	"4"	"2"	"1"	"1"	"0"	"4"	"1"	"1"	"334"	"0"	"334"	"0"
"237"	"224"	"13"	"15"	"305"	"34"	"8"	"2"	"18"	"6"	"6"	"4"	"7"	"9"	"6"	"8"	"4"	"23"	"6"	"13"	"487"	"0"	"487"	"0"
"238"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of reject ed votes"	"Total"	"No. of Ten dere d vote s"
"239"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"240"	"225"	"18"	"147"	"302"	"8"	"1"	"2"	"5"	"2"	"4"	"5"	"2"	"3"	"2"	"8"	"2"	"7"	"2"	"5"	"525"	"0"	"525"	"0"
"241"	"226"	"10"	"6"	"262"	"166"	"6"	"3"	"4"	"5"	"8"	"2"	"2"	"3"	"7"	"7"	"6"	"14"	"1"	"4"	"516"	"0"	"516"	"0"
"242"	"227"	"15"	"69"	"198"	"228"	"12"	"6"	"42"	"2"	"2"	"3"	"1"	"6"	"7"	"3"	"2"	"44"	"4"	"9"	"653"	"0"	"653"	"0"
"243"	"228"	"12"	"4"	"240"	"29"	"3"	"2"	"7"	"1"	"1"	"4"	"0"	"1"	"4"	"3"	"2"	"10"	"8"	"39"	"370"	"0"	"370"	"0"
"244"	"229"	"11"	"26"	"196"	"351"	"4"	"6"	"2"	"2"	"5"	"3"	"1"	"6"	"3"	"8"	"5"	"9"	"1"	"3"	"642"	"0"	"642"	"0"
"245"	"230"	"14"	"134"	"187"	"54"	"4"	"3"	"3"	"2"	"5"	"4"	"2"	"1"	"0"	"6"	"7"	"13"	"3"	"1"	"443"	"0"	"443"	"0"
"246"	"231"	"14"	"59"	"520"	"31"	"0"	"4"	"4"	"2"	"6"	"3"	"5"	"4"	"5"	"19"	"6"	"13"	"3"	"19"	"717"	"0"	"717"	"0"
"247"	"232"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"248"	"Total"	"2934"	"20105"	"52248"	"18167"	"820"	"692"	"4613"	"523"	"905"	"541"	"427"	"480"	"672"	"1010"	"1049"	"2462"	"760"	"1399"	"109807"	"0"	"109807"	"0"
