"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"114"	"12"	"82"	"0"	"13"	"0"	"56"	"8"	"0"	"0"	"0"	"1"	"324"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"408"	"0"	"408"	"0"
"115"	"13"	"83"	"1"	"135"	"1"	"4"	"4"	"4"	"2"	"2"	"6"	"191"	"4"	"5"	"0"	"3"	"1"	"1"	"10"	"1"	"0"	"1"	"7"	"383"	"0"	"383"	"0"
"116"	"14"	"84"	"6"	"29"	"1"	"1"	"1"	"3"	"21"	"63"	"4"	"71"	"96"	"7"	"2"	"3"	"13"	"8"	"8"	"1"	"0"	"0"	"5"	"343"	"0"	"343"	"0"
"117"	""	"ROUND- 6"	"68"	"1072"	"30"	"213"	"30"	"27"	"41"	"108"	"23"	"4116"	"269"	"116"	"11"	"23"	"49"	"46"	"189"	"14"	"5"	"7"	"65"	"6522"	"0"	"6522"	"0"
"118"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"122"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"123"	"1"	"85"	"0"	"5"	"0"	"4"	"1"	"0"	"2"	"2"	"1"	"435"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"453"	"0"	"453"	"0"
"124"	"2"	"86"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"4"	"0"	"475"	"0"	"7"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"497"	"0"	"497"	"0"
"125"	"3"	"87"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"607"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"615"	"0"	"615"	"0"
"126"	"4"	"88"	"3"	"15"	"1"	"16"	"5"	"2"	"9"	"2"	"1"	"310"	"7"	"0"	"0"	"0"	"2"	"1"	"8"	"0"	"0"	"0"	"3"	"385"	"0"	"385"	"0"
"127"	"5"	"89"	"0"	"19"	"1"	"21"	"4"	"2"	"1"	"2"	"1"	"192"	"10"	"0"	"1"	"1"	"5"	"2"	"2"	"2"	"0"	"0"	"2"	"268"	"0"	"268"	"0"
"128"	"6"	"90"	"7"	"32"	"2"	"5"	"1"	"1"	"2"	"2"	"2"	"168"	"21"	"1"	"1"	"0"	"2"	"3"	"5"	"1"	"0"	"3"	"2"	"261"	"0"	"261"	"0"
"129"	"7"	"91"	"3"	"43"	"1"	"95"	"4"	"0"	"0"	"3"	"0"	"195"	"3"	"3"	"1"	"0"	"3"	"1"	"3"	"0"	"0"	"1"	"1"	"360"	"0"	"360"	"0"
"130"	"8"	"92"	"1"	"22"	"0"	"44"	"7"	"2"	"1"	"2"	"5"	"322"	"5"	"37"	"5"	"12"	"1"	"2"	"5"	"1"	"1"	"3"	"4"	"482"	"0"	"482"	"0"
"131"	"9"	"93"	"0"	"29"	"2"	"34"	"5"	"1"	"2"	"4"	"0"	"297"	"4"	"42"	"3"	"5"	"2"	"1"	"9"	"0"	"3"	"1"	"1"	"445"	"0"	"445"	"0"
"132"	"10"	"94"	"5"	"31"	"1"	"238"	"4"	"2"	"0"	"0"	"0"	"103"	"17"	"4"	"4"	"1"	"4"	"3"	"19"	"0"	"1"	"1"	"3"	"441"	"0"	"441"	"0"
"133"	"11"	"95"	"6"	"3"	"2"	"118"	"4"	"6"	"1"	"4"	"3"	"23"	"4"	"14"	"6"	"5"	"5"	"16"	"25"	"2"	"3"	"1"	"5"	"256"	"0"	"256"	"0"
"134"	"12"	"96"	"35"	"91"	"4"	"64"	"16"	"4"	"2"	"6"	"5"	"165"	"7"	"10"	"3"	"3"	"0"	"9"	"4"	"3"	"0"	"1"	"2"	"434"	"0"	"434"	"0"
"135"	"13"	"97"	"2"	"34"	"1"	"8"	"1"	"1"	"1"	"0"	"2"	"29"	"0"	"13"	"1"	"4"	"1"	"6"	"92"	"4"	"3"	"0"	"7"	"210"	"0"	"210"	"0"
"136"	"14"	"98"	"8"	"7"	"5"	"2"	"4"	"4"	"8"	"6"	"5"	"120"	"5"	"6"	"2"	"1"	"2"	"19"	"2"	"0"	"0"	"0"	"13"	"219"	"0"	"219"	"0"
"137"	""	"ROUND- 7"	"70"	"335"	"21"	"650"	"56"	"25"	"30"	"39"	"26"	"3441"	"84"	"137"	"28"	"32"	"30"	"66"	"174"	"13"	"11"	"11"	"47"	"5326"	"0"	"5326"	"0"
"138"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"142"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"143"	"1"	"99"	"0"	"3"	"0"	"2"	"8"	"0"	"1"	"1"	"0"	"303"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"321"	"0"	"321"	"0"
"144"	"2"	"100"	"10"	"37"	"1"	"19"	"5"	"14"	"2"	"13"	"3"	"107"	"113"	"8"	"4"	"4"	"8"	"20"	"10"	"0"	"0"	"0"	"6"	"384"	"0"	"384"	"0"
"145"	"3"	"101"	"4"	"48"	"26"	"32"	"3"	"8"	"2"	"18"	"1"	"40"	"153"	"6"	"5"	"4"	"5"	"59"	"41"	"2"	"0"	"4"	"4"	"465"	"0"	"465"	"0"
"146"	"4"	"102"	"11"	"41"	"14"	"45"	"9"	"6"	"2"	"16"	"2"	"14"	"165"	"11"	"1"	"3"	"1"	"8"	"30"	"7"	"3"	"3"	"10"	"402"	"0"	"402"	"0"
"147"	"5"	"103"	"14"	"32"	"3"	"67"	"9"	"5"	"3"	"3"	"3"	"123"	"3"	"6"	"12"	"5"	"1"	"12"	"14"	"1"	"4"	"3"	"4"	"327"	"0"	"327"	"0"
"148"	"6"	"104"	"7"	"1"	"3"	"55"	"4"	"3"	"1"	"1"	"1"	"56"	"7"	"5"	"2"	"0"	"4"	"7"	"19"	"2"	"0"	"1"	"4"	"183"	"0"	"183"	"0"
"149"	"7"	"105"	"19"	"23"	"3"	"7"	"1"	"1"	"4"	"2"	"3"	"114"	"1"	"1"	"0"	"1"	"1"	"2"	"6"	"0"	"0"	"1"	"1"	"191"	"0"	"191"	"0"
"150"	"8"	"106"	"58"	"122"	"73"	"21"	"0"	"4"	"2"	"9"	"1"	"16"	"38"	"5"	"5"	"2"	"1"	"12"	"35"	"1"	"3"	"1"	"3"	"412"	"0"	"412"	"0"
"151"	"9"	"107"	"0"	"19"	"0"	"13"	"4"	"0"	"0"	"1"	"1"	"579"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"621"	"0"	"621"	"0"
"152"	"10"	"108"	"15"	"25"	"1"	"79"	"6"	"4"	"0"	"3"	"1"	"20"	"5"	"4"	"9"	"2"	"1"	"4"	"48"	"3"	"2"	"3"	"8"	"243"	"0"	"243"	"0"
"153"	"11"	"109"	"16"	"135"	"8"	"45"	"20"	"9"	"2"	"10"	"7"	"185"	"10"	"6"	"4"	"5"	"5"	"9"	"50"	"5"	"1"	"1"	"6"	"539"	"0"	"539"	"0"
"154"	"12"	"110"	"20"	"46"	"0"	"12"	"3"	"4"	"1"	"4"	"2"	"1"	"34"	"3"	"5"	"2"	"4"	"7"	"7"	"1"	"1"	"0"	"1"	"158"	"0"	"158"	"0"
"155"	"13"	"111"	"9"	"111"	"28"	"13"	"8"	"10"	"4"	"5"	"5"	"4"	"117"	"10"	"7"	"7"	"13"	"29"	"17"	"7"	"3"	"3"	"13"	"423"	"0"	"423"	"0"
"156"	"14"	"112"	"32"	"90"	"23"	"143"	"8"	"18"	"8"	"16"	"1"	"71"	"74"	"13"	"7"	"2"	"3"	"6"	"74"	"6"	"5"	"2"	"5"	"607"	"0"	"607"	"0"
"157"	""	"ROUND- 8"	"215"	"733"	"183"	"553"	"88"	"86"	"32"	"102"	"31"	"1633"	"724"	"78"	"61"	"37"	"47"	"176"	"352"	"35"	"22"	"23"	"65"	"5276"	"0"	"5276"	"0"
"158"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"162"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"163"	"1"	"113"	"26"	"13"	"9"	"42"	"7"	"10"	"1"	"4"	"9"	"9"	"48"	"19"	"7"	"8"	"2"	"21"	"87"	"9"	"2"	"3"	"14"	"350"	"0"	"350"	"0"
"164"	"2"	"114"	"8"	"126"	"9"	"87"	"18"	"8"	"2"	"4"	"0"	"225"	"3"	"3"	"3"	"10"	"8"	"6"	"8"	"1"	"2"	"3"	"12"	"546"	"0"	"546"	"0"
"165"	"3"	"115"	"5"	"141"	"2"	"12"	"4"	"5"	"1"	"4"	"3"	"131"	"126"	"7"	"1"	"1"	"4"	"8"	"14"	"14"	"0"	"0"	"3"	"486"	"0"	"486"	"0"
"166"	"4"	"116"	"3"	"93"	"3"	"15"	"13"	"5"	"5"	"6"	"5"	"218"	"99"	"5"	"2"	"3"	"6"	"5"	"12"	"4"	"0"	"1"	"5"	"508"	"0"	"508"	"0"
"167"	"5"	"117"	"0"	"154"	"11"	"21"	"3"	"1"	"2"	"4"	"6"	"151"	"2"	"4"	"2"	"2"	"2"	"1"	"8"	"4"	"2"	"3"	"28"	"411"	"0"	"411"	"0"
"168"	"6"	"118"	"9"	"159"	"5"	"16"	"2"	"0"	"1"	"1"	"1"	"128"	"3"	"1"	"0"	"3"	"4"	"2"	"6"	"3"	"1"	"4"	"29"	"378"	"0"	"378"	"0"
"169"	"7"	"119"	"16"	"89"	"2"	"109"	"14"	"0"	"1"	"2"	"0"	"50"	"6"	"2"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"4"	"301"	"0"	"301"	"0"
"170"	"8"	"120"	"9"	"93"	"4"	"67"	"4"	"5"	"1"	"0"	"2"	"15"	"52"	"1"	"1"	"1"	"3"	"1"	"69"	"3"	"1"	"5"	"5"	"342"	"0"	"342"	"0"
"171"	"9"	"121"	"7"	"204"	"50"	"124"	"4"	"1"	"1"	"3"	"1"	"33"	"2"	"0"	"8"	"7"	"3"	"13"	"4"	"2"	"0"	"6"	"2"	"475"	"0"	"475"	"0"
"172"	"10"	"122"	"15"	"321"	"9"	"57"	"12"	"1"	"1"	"5"	"5"	"141"	"2"	"2"	"6"	"2"	"4"	"1"	"6"	"0"	"0"	"0"	"5"	"595"	"0"	"595"	"0"
"173"	"11"	"123"	"7"	"138"	"8"	"38"	"3"	"0"	"1"	"0"	"0"	"165"	"3"	"2"	"0"	"2"	"0"	"0"	"0"	"2"	"2"	"2"	"4"	"377"	"0"	"377"	"0"
"174"	"12"	"124"	"7"	"59"	"84"	"21"	"12"	"12"	"2"	"7"	"0"	"32"	"3"	"2"	"2"	"4"	"2"	"4"	"72"	"12"	"11"	"11"	"14"	"373"	"0"	"373"	"0"
"175"	"13"	"125"	"10"	"282"	"11"	"31"	"7"	"21"	"6"	"3"	"9"	"29"	"4"	"10"	"4"	"8"	"18"	"21"	"85"	"16"	"2"	"3"	"4"	"584"	"0"	"584"	"0"
"176"	"14"	"126"	"1"	"270"	"19"	"16"	"9"	"4"	"0"	"0"	"0"	"51"	"7"	"4"	"1"	"2"	"2"	"0"	"10"	"1"	"0"	"0"	"3"	"400"	"0"	"400"	"0"
"177"	""	"ROUND- 9"	"123"	"2142"	"226"	"656"	"112"	"73"	"25"	"43"	"41"	"1378"	"360"	"62"	"38"	"54"	"61"	"83"	"381"	"72"	"23"	"41"	"132"	"6126"	"0"	"6126"	"0"
"178"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"182"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"183"	"1"	"127"	"10"	"248"	"3"	"8"	"11"	"3"	"1"	"1"	"2"	"62"	"4"	"2"	"2"	"6"	"5"	"0"	"14"	"11"	"2"	"1"	"6"	"402"	"0"	"402"	"0"
"184"	"2"	"128"	"3"	"430"	"5"	"34"	"11"	"2"	"2"	"7"	"3"	"68"	"5"	"3"	"1"	"3"	"5"	"2"	"20"	"3"	"2"	"2"	"6"	"617"	"0"	"617"	"0"
"185"	"3"	"129"	"21"	"93"	"4"	"31"	"4"	"7"	"3"	"23"	"4"	"27"	"142"	"39"	"5"	"16"	"4"	"5"	"8"	"4"	"2"	"2"	"4"	"448"	"0"	"448"	"0"
"186"	"4"	"130"	"8"	"180"	"3"	"85"	"7"	"4"	"2"	"15"	"2"	"76"	"46"	"1"	"2"	"4"	"2"	"7"	"23"	"2"	"3"	"3"	"5"	"480"	"0"	"480"	"0"
"187"	"5"	"131"	"42"	"242"	"29"	"88"	"5"	"17"	"2"	"27"	"7"	"40"	"7"	"13"	"9"	"7"	"5"	"7"	"63"	"7"	"1"	"3"	"7"	"628"	"0"	"628"	"0"
"188"	"6"	"132"	"14"	"266"	"5"	"18"	"17"	"13"	"7"	"4"	"4"	"53"	"76"	"34"	"5"	"8"	"20"	"16"	"93"	"6"	"3"	"5"	"5"	"672"	"0"	"672"	"0"
"189"	"7"	"133"	"57"	"298"	"15"	"221"	"9"	"1"	"1"	"3"	"2"	"67"	"10"	"16"	"5"	"5"	"4"	"0"	"23"	"1"	"1"	"3"	"3"	"745"	"0"	"745"	"0"
"190"	"8"	"134"	"43"	"171"	"64"	"293"	"9"	"7"	"2"	"2"	"0"	"19"	"6"	"25"	"10"	"6"	"4"	"13"	"22"	"6"	"6"	"3"	"4"	"715"	"0"	"715"	"0"
"191"	"9"	"135"	"8"	"10"	"0"	"16"	"0"	"3"	"0"	"0"	"1"	"2"	"2"	"14"	"0"	"0"	"0"	"2"	"386"	"2"	"0"	"1"	"4"	"451"	"0"	"451"	"0"
"192"	"10"	"136"	"31"	"6"	"33"	"121"	"4"	"8"	"2"	"3"	"8"	"26"	"6"	"54"	"11"	"4"	"2"	"9"	"50"	"8"	"6"	"5"	"7"	"404"	"0"	"404"	"0"
"193"	"11"	"137"	"28"	"63"	"20"	"22"	"6"	"9"	"8"	"4"	"3"	"13"	"81"	"27"	"6"	"2"	"5"	"5"	"152"	"22"	"5"	"9"	"17"	"507"	"0"	"507"	"0"
"194"	"12"	"138"	"7"	"55"	"33"	"57"	"3"	"4"	"2"	"2"	"3"	"100"	"0"	"0"	"4"	"5"	"3"	"9"	"27"	"1"	"3"	"4"	"6"	"328"	"0"	"328"	"0"
"195"	"13"	"139"	"0"	"4"	"10"	"16"	"0"	"2"	"1"	"1"	"0"	"4"	"5"	"12"	"0"	"1"	"1"	"0"	"306"	"3"	"2"	"4"	"6"	"378"	"0"	"378"	"0"
"196"	"14"	"140"	"14"	"69"	"17"	"168"	"10"	"8"	"3"	"13"	"2"	"79"	"11"	"3"	"6"	"2"	"6"	"12"	"34"	"1"	"1"	"6"	"13"	"478"	"0"	"478"	"0"
"197"	""	"ROUND- 10"	"286"	"2135"	"241"	"1178"	"96"	"88"	"36"	"105"	"41"	"636"	"401"	"243"	"66"	"69"	"66"	"87"	"1221"	"77"	"37"	"51"	"93"	"7253"	"0"	"7253"	"0"
"198"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"203"	"1"	"141"	"10"	"23"	"15"	"100"	"10"	"5"	"10"	"9"	"2"	"14"	"17"	"22"	"11"	"9"	"5"	"17"	"160"	"8"	"2"	"6"	"9"	"464"	"0"	"464"	"0"
"204"	"2"	"142"	"10"	"46"	"39"	"41"	"9"	"11"	"3"	"2"	"5"	"7"	"136"	"13"	"2"	"5"	"4"	"24"	"42"	"0"	"2"	"4"	"9"	"414"	"0"	"414"	"0"
"205"	"3"	"143"	"2"	"6"	"12"	"14"	"8"	"4"	"93"	"4"	"1"	"2"	"52"	"0"	"2"	"0"	"1"	"2"	"15"	"0"	"3"	"3"	"2"	"226"	"0"	"226"	"0"
"206"	"4"	"144"	"6"	"1"	"19"	"65"	"6"	"11"	"4"	"0"	"4"	"13"	"34"	"4"	"7"	"4"	"2"	"5"	"87"	"4"	"1"	"3"	"2"	"282"	"0"	"282"	"0"
"207"	"5"	"145"	"2"	"5"	"44"	"4"	"1"	"2"	"1"	"2"	"1"	"3"	"101"	"9"	"3"	"0"	"0"	"4"	"18"	"0"	"1"	"0"	"1"	"202"	"0"	"202"	"0"
"208"	"6"	"146"	"11"	"32"	"3"	"6"	"9"	"5"	"5"	"3"	"3"	"6"	"152"	"15"	"2"	"0"	"1"	"3"	"14"	"3"	"0"	"1"	"4"	"278"	"0"	"278"	"0"
"209"	"7"	"147"	"2"	"19"	"0"	"40"	"12"	"0"	"0"	"0"	"0"	"421"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"4"	"503"	"0"	"503"	"0"
"210"	"8"	"148"	"3"	"30"	"7"	"32"	"2"	"9"	"4"	"38"	"3"	"9"	"165"	"29"	"3"	"2"	"8"	"4"	"40"	"0"	"0"	"0"	"1"	"389"	"0"	"389"	"0"
"211"	"9"	"149"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"212"	"10"	"150"	"17"	"60"	"1"	"39"	"5"	"8"	"55"	"9"	"3"	"6"	"54"	"93"	"9"	"11"	"8"	"15"	"48"	"3"	"4"	"4"	"4"	"456"	"0"	"456"	"0"
"213"	"11"	"151"	"4"	"112"	"83"	"58"	"6"	"3"	"2"	"5"	"2"	"14"	"93"	"4"	"2"	"2"	"4"	"5"	"136"	"8"	"7"	"4"	"5"	"559"	"0"	"559"	"0"
"214"	"12"	"152"	"11"	"72"	"108"	"41"	"5"	"1"	"8"	"3"	"2"	"6"	"71"	"3"	"3"	"5"	"3"	"2"	"4"	"2"	"2"	"3"	"3"	"358"	"0"	"358"	"0"
"215"	"13"	"153"	"5"	"68"	"75"	"36"	"2"	"3"	"4"	"0"	"3"	"0"	"117"	"3"	"4"	"4"	"3"	"8"	"5"	"3"	"6"	"4"	"12"	"365"	"0"	"365"	"0"
"216"	"14"	"154"	"13"	"27"	"36"	"27"	"2"	"2"	"27"	"6"	"1"	"2"	"644"	"16"	"3"	"4"	"1"	"9"	"22"	"5"	"0"	"1"	"3"	"851"	"0"	"851"	"0"
"217"	""	"ROUND- 11"	"96"	"501"	"442"	"503"	"77"	"64"	"216"	"81"	"30"	"503"	"1637"	"211"	"52"	"46"	"40"	"99"	"593"	"36"	"28"	"33"	"59"	"5347"	"0"	"5347"	"0"
"218"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"219"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"223"	"1"	"155"	"9"	"105"	"28"	"99"	"16"	"3"	"6"	"8"	"6"	"78"	"5"	"7"	"16"	"4"	"7"	"11"	"7"	"7"	"2"	"5"	"6"	"435"	"0"	"435"	"0"
"224"	"2"	"156"	"0"	"2"	"1"	"16"	"0"	"1"	"0"	"1"	"0"	"88"	"0"	"7"	"1"	"0"	"1"	"1"	"119"	"0"	"0"	"0"	"2"	"240"	"0"	"240"	"0"
"225"	"3"	"157"	"3"	"82"	"4"	"66"	"7"	"2"	"10"	"3"	"2"	"202"	"1"	"0"	"3"	"1"	"3"	"3"	"2"	"1"	"1"	"1"	"1"	"398"	"0"	"398"	"0"
"226"	"4"	"158"	"2"	"70"	"6"	"102"	"30"	"0"	"3"	"2"	"3"	"61"	"8"	"3"	"9"	"1"	"4"	"13"	"4"	"2"	"0"	"4"	"5"	"332"	"0"	"332"	"0"
"227"	"5"	"159"	"0"	"124"	"27"	"213"	"48"	"1"	"3"	"0"	"0"	"3"	"25"	"4"	"1"	"3"	"0"	"5"	"4"	"1"	"0"	"0"	"0"	"462"	"0"	"462"	"0"
"228"	"6"	"160"	"0"	"0"	"117"	"9"	"2"	"1"	"0"	"3"	"0"	"43"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"179"	"0"	"179"	"0"
