"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"159"	"32"	"194"	"113"	"190"	"13"	""	"5"	"14"	"0"	"14"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"4"	"3"	"6"	"253"
"160"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"169"	"32"	"194"	"114"	"106"	"71"	""	"5"	"25"	"2"	"3"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"0"	"1"	"2"	"221"
"170"	"32"	"194"	"115"	"248"	"14"	""	"3"	"16"	"1"	"21"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"6"	"314"
"171"	"32"	"194"	"116"	"388"	"5"	""	"15"	"36"	"1"	"12"	"0"	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"0"	"3"	"468"
"172"	"32"	"194"	"117"	"24"	"101"	""	"1"	"69"	"1"	"7"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"207"
"173"	"32"	"194"	"118"	"13"	"96"	""	"3"	"48"	"1"	"23"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"188"
"174"	"32"	"194"	"119"	"250"	"125"	""	"4"	"60"	"0"	"26"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"2"	"477"
"175"	"32"	"194"	"120"	"125"	"225"	""	"4"	"41"	"0"	"20"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"4"	"3"	"425"
"176"	"32"	"194"	"121"	"257"	"262"	""	"8"	"40"	"0"	"16"	"0"	"4"	"1"	"2"	"2"	"0"	"0"	"1"	"3"	"4"	"600"
"177"	"32"	"194"	"122"	"89"	"29"	""	"0"	"17"	"1"	"97"	"1"	"3"	"1"	"2"	"5"	"2"	"1"	"0"	"4"	"5"	"257"
"178"	"32"	"194"	"123"	"20"	"60"	""	"4"	"51"	"2"	"180"	"6"	"5"	"0"	"2"	"0"	"3"	"0"	"0"	"7"	"1"	"341"
"179"	"32"	"194"	"124"	"55"	"22"	""	"4"	"384"	"1"	"41"	"0"	"3"	"0"	"0"	"0"	"3"	"3"	"0"	"3"	"2"	"521"
"180"	"32"	"194"	"125"	"287"	"50"	""	"5"	"11"	"0"	"19"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"10"	"385"
"181"	"32"	"194"	"126"	"206"	"57"	""	"2"	"46"	"0"	"22"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"5"	"350"
"182"	"32"	"194"	"127"	"65"	"77"	""	"4"	"83"	"0"	"82"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"319"
"183"	"32"	"194"	"128"	"155"	"90"	""	"7"	"67"	"1"	"114"	"3"	"1"	"0"	"4"	"4"	"0"	"2"	"3"	"9"	"11"	"471"
"184"	"32"	"194"	"129"	"84"	"151"	""	"2"	"17"	"0"	"25"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"1"	"287"
"185"	"32"	"194"	"130"	"43"	"161"	""	"4"	"116"	"2"	"16"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"349"
"186"	"32"	"194"	"131"	"64"	"109"	""	"3"	"58"	"0"	"75"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"4"	"5"	"322"
"187"	"32"	"194"	"132"	"198"	"65"	""	"3"	"15"	"1"	"59"	"3"	"2"	"2"	"6"	"0"	"1"	"1"	"4"	"7"	"2"	"369"
"188"	"32"	"194"	"133"	"135"	"20"	""	"2"	"13"	"2"	"86"	"0"	"1"	"2"	"1"	"2"	"1"	"1"	"0"	"5"	"1"	"272"
"189"	"32"	"194"	"134"	"44"	"39"	""	"2"	"24"	"0"	"15"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"128"
"190"	"32"	"194"	"135"	"177"	"25"	""	"2"	"33"	"0"	"20"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"1"	"4"	"3"	"270"
"191"	"32"	"194"	"136"	"249"	"21"	""	"2"	"15"	"2"	"39"	"1"	"0"	"2"	"1"	"0"	"3"	"2"	"2"	"2"	"3"	"344"
"192"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"201"	"32"	"194"	"137"	"286"	"27"	""	"3"	"53"	"1"	"44"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"4"	"7"	"430"
"202"	"32"	"194"	"138"	"281"	"6"	""	"1"	"17"	"2"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"315"
"203"	"32"	"194"	"139"	"273"	"22"	""	"0"	"27"	"1"	"26"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"355"
"204"	"32"	"194"	"140"	"270"	"9"	""	"4"	"20"	"0"	"33"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"345"
"205"	"32"	"194"	"141"	"395"	"21"	""	"5"	"30"	"2"	"32"	"3"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"4"	"6"	"502"
"206"	"32"	"194"	"142"	"213"	"41"	""	"0"	"27"	"1"	"45"	"2"	"2"	"2"	"0"	"2"	"1"	"0"	"1"	"3"	"3"	"343"
"207"	"32"	"194"	"143"	"306"	"44"	""	"67"	"39"	"4"	"72"	"5"	"2"	"4"	"2"	"2"	"2"	"2"	"2"	"7"	"7"	"567"
"208"	"32"	"194"	"144"	"212"	"15"	""	"1"	"22"	"0"	"64"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"4"	"3"	"327"
"209"	"32"	"194"	"145"	"273"	"17"	""	"2"	"32"	"0"	"72"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"4"	"409"
"210"	"32"	"194"	"146"	"322"	"14"	""	"4"	"46"	"0"	"23"	"1"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"3"	"7"	"425"
"211"	"32"	"194"	"147"	"255"	"42"	""	"7"	"62"	"0"	"34"	"3"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"3"	"415"
"212"	"32"	"194"	"148"	"244"	"53"	""	"3"	"24"	"2"	"31"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"366"
"213"	"32"	"194"	"149"	"201"	"133"	""	"14"	"32"	"6"	"49"	"4"	"1"	"1"	"5"	"3"	"2"	"4"	"7"	"10"	"11"	"483"
"214"	"32"	"194"	"150"	"195"	"65"	""	"7"	"29"	"3"	"51"	"2"	"0"	"2"	"2"	"0"	"2"	"1"	"4"	"5"	"10"	"378"
"215"	"32"	"194"	"151"	"283"	"74"	""	"1"	"17"	"0"	"49"	"2"	"1"	"3"	"3"	"0"	"0"	"2"	"4"	"11"	"4"	"454"
"216"	"32"	"194"	"152"	"187"	"19"	""	"5"	"53"	"0"	"31"	"6"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"8"	"6"	"320"
"217"	"32"	"194"	"153"	"179"	"39"	""	"5"	"9"	"0"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"9"	"5"	"271"
"218"	"32"	"194"	"154"	"140"	"59"	""	"6"	"34"	"5"	"90"	"4"	"1"	"0"	"1"	"1"	"3"	"2"	"0"	"5"	"4"	"355"
"219"	"32"	"194"	"155"	"124"	"9"	""	"7"	"15"	"1"	"42"	"3"	"4"	"2"	"1"	"2"	"1"	"3"	"2"	"6"	"4"	"226"
"220"	"32"	"194"	"156"	"194"	"34"	""	"5"	"17"	"4"	"42"	"18"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"5"	"2"	"324"
"221"	"32"	"194"	"157"	"100"	"52"	""	"4"	"24"	"20"	"116"	"1"	"1"	"1"	"1"	"1"	"2"	"3"	"1"	"8"	"1"	"336"
"222"	"32"	"194"	"158"	"195"	"19"	""	"4"	"26"	"1"	"27"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"274"
"223"	"32"	"194"	"159"	"205"	"176"	""	"6"	"34"	"5"	"130"	"8"	"7"	"2"	"4"	"5"	"5"	"1"	"5"	"22"	"12"	"627"
"224"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"233"	"32"	"194"	"160"	"229"	"61"	""	"7"	"46"	"6"	"132"	"5"	"1"	"2"	"0"	"1"	"3"	"1"	"1"	"11"	"2"	"508"
"234"	"32"	"194"	"161"	"157"	"53"	""	"8"	"77"	"2"	"75"	"12"	"2"	"2"	"3"	"1"	"1"	"0"	"0"	"9"	"3"	"405"
"235"	"32"	"194"	"162"	"150"	"19"	""	"4"	"40"	"3"	"74"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"6"	"1"	"305"
"236"	"32"	"194"	"163"	"120"	"18"	""	"10"	"14"	"8"	"106"	"15"	"1"	"1"	"1"	"2"	"1"	"4"	"4"	"17"	"4"	"326"
"237"	"32"	"194"	"164"	"323"	"51"	""	"5"	"40"	"1"	"18"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"445"
"238"	"32"	"194"	"165"	"4"	"4"	""	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"41"	"0"	"29"	"2"	"21"	"226"	"331"
"239"	"32"	"194"	"166"	"322"	"51"	""	"4"	"16"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"5"	"411"
"240"	"32"	"194"	"167"	"277"	"14"	""	"3"	"6"	"0"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"315"
"241"	"32"	"194"	"168"	"171"	"3"	""	"6"	"14"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"205"
"242"	"32"	"194"	"169"	"252"	"12"	""	"3"	"15"	"0"	"13"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"301"
"243"	"32"	"194"	"170"	"388"	"15"	""	"6"	"16"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"440"
"244"	"32"	"194"	"171"	"163"	"4"	""	"10"	"5"	"0"	"6"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"192"
"245"	"32"	"194"	"172"	"165"	"22"	""	"0"	"6"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"4"	"208"
"246"	"32"	"194"	"173"	"184"	"9"	""	"0"	"14"	"0"	"11"	"0"	"0"	"1"	"0"	"1"	"0"	"5"	"0"	"1"	"1"	"227"
"247"	"32"	"194"	"174"	"188"	"10"	""	"2"	"13"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"233"
"248"	"32"	"194"	"175"	"353"	"58"	""	"1"	"50"	"4"	"105"	"6"	"5"	"4"	"4"	"2"	"2"	"3"	"4"	"10"	"20"	"631"
"249"	"32"	"194"	"176"	"319"	"44"	""	"9"	"31"	"1"	"64"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"17"	"504"
"250"	"32"	"194"	"177"	"226"	"11"	""	"6"	"16"	"0"	"50"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"318"
"251"	"32"	"194"	"178"	"254"	"18"	""	"2"	"16"	"0"	"52"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"349"
"252"	"32"	"194"	"179"	"78"	"106"	""	"5"	"12"	"1"	"25"	"0"	"1"	"1"	"3"	"1"	"3"	"0"	"5"	"10"	"1"	"252"
"253"	"32"	"194"	"180"	"414"	"19"	""	"4"	"11"	"1"	"38"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"1"	"7"	"8"	"509"
"254"	"32"	"194"	"181"	"49"	"202"	""	"69"	"6"	"7"	"333"	"5"	"8"	"2"	"8"	"5"	"6"	"6"	"8"	"30"	"3"	"747"
"255"	"32"	"194"	"182"	"190"	"28"	""	"6"	"33"	"1"	"117"	"2"	"1"	"2"	"3"	"1"	"1"	"0"	"3"	"7"	"4"	"399"
"256"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"265"	"32"	"194"	"183"	"151"	"5"	""	"3"	"15"	"0"	"62"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"240"
"266"	"32"	"194"	"184"	"266"	"21"	""	"28"	"18"	"0"	"33"	"3"	"0"	"2"	"3"	"0"	"0"	"2"	"0"	"8"	"2"	"386"
"267"	"32"	"194"	"185"	"225"	"43"	""	"10"	"33"	"3"	"184"	"9"	"5"	"7"	"1"	"1"	"0"	"2"	"3"	"5"	"3"	"534"
"268"	"32"	"194"	"186"	"208"	"34"	""	"15"	"20"	"1"	"166"	"4"	"0"	"0"	"6"	"2"	"2"	"0"	"0"	"10"	"5"	"473"
"269"	"32"	"194"	"187"	"157"	"17"	""	"4"	"12"	"0"	"57"	"0"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"3"	"2"	"258"
"270"	"32"	"194"	"188"	"95"	"34"	""	"32"	"6"	"3"	"162"	"2"	"0"	"1"	"4"	"3"	"2"	"2"	"4"	"18"	"2"	"370"
"271"	"32"	"194"	"189"	"109"	"94"	""	"16"	"12"	"1"	"288"	"2"	"2"	"1"	"4"	"5"	"6"	"1"	"1"	"12"	"4"	"558"
"272"	"32"	"194"	"190"	"167"	"57"	""	"2"	"17"	"1"	"179"	"2"	"2"	"3"	"1"	"1"	"1"	"1"	"0"	"13"	"3"	"450"
"273"	"32"	"194"	"191"	"169"	"27"	""	"4"	"15"	"1"	"166"	"4"	"1"	"1"	"1"	"1"	"3"	"2"	"3"	"12"	"7"	"417"
"274"	"32"	"194"	"192"	"139"	"37"	""	"2"	"19"	"1"	"197"	"2"	"2"	"2"	"2"	"6"	"1"	"1"	"2"	"16"	"2"	"431"
"275"	"32"	"194"	"193"	"97"	"31"	""	"2"	"8"	"1"	"174"	"4"	"1"	"1"	"3"	"1"	"3"	"3"	"3"	"4"	"4"	"340"
"276"	"32"	"194"	"194"	"223"	"35"	""	"8"	"36"	"5"	"181"	"2"	"1"	"1"	"2"	"0"	"1"	"1"	"1"	"5"	"3"	"505"
"277"	"32"	"194"	"195"	"105"	"10"	""	"17"	"13"	"1"	"19"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"0"	"173"
"278"	"32"	"194"	"196"	"222"	"25"	""	"5"	"27"	"0"	"45"	"1"	"2"	"0"	"0"	"0"	"2"	"1"	"12"	"9"	"4"	"355"
"279"	"32"	"194"	"197"	"175"	"9"	""	"0"	"5"	"0"	"38"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"4"	"235"
"280"	"32"	"194"	"198"	"154"	"18"	""	"2"	"1"	"1"	"8"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"189"
"281"	"32"	"194"	"199"	"110"	"10"	""	"2"	"5"	"0"	"6"	"2"	"2"	"4"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"148"
"282"	"32"	"194"	"200"	"162"	"25"	""	"12"	"13"	"1"	"123"	"1"	"1"	"0"	"1"	"0"	"0"	"4"	"0"	"2"	"2"	"347"
"283"	"32"	"194"	"201"	"49"	"132"	""	"24"	"33"	"2"	"78"	"3"	"2"	"1"	"2"	"1"	"0"	"1"	"5"	"14"	"0"	"347"
"284"	"32"	"194"	"202"	"205"	"119"	""	"3"	"7"	"4"	"91"	"5"	"3"	"0"	"1"	"4"	"1"	"1"	"2"	"6"	"5"	"457"
"285"	"32"	"194"	"203"	"110"	"70"	""	"11"	"17"	"2"	"91"	"3"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"311"
"286"	"32"	"194"	"204"	"263"	"11"	""	"14"	"4"	"2"	"96"	"2"	"0"	"1"	"4"	"1"	"3"	"3"	"6"	"16"	"19"	"445"
"287"	"32"	"194"	"205"	"221"	"21"	""	"10"	"9"	"2"	"110"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"1"	"386"
"288"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"297"	"32"	"194"	"206"	"134"	"12"	""	"5"	"10"	"0"	"49"	"4"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"5"	"9"	"233"
"298"	"32"	"194"	"207"	"144"	"42"	""	"4"	"10"	"3"	"103"	"2"	"2"	"1"	"3"	"1"	"1"	"0"	"10"	"8"	"4"	"338"
"299"	"32"	"194"	"208"	"83"	"192"	""	"6"	"2"	"0"	"59"	"3"	"1"	"1"	"3"	"2"	"1"	"1"	"4"	"10"	"4"	"372"
"300"	"32"	"194"	"209"	"84"	"61"	""	"5"	"6"	"0"	"70"	"3"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"237"
"301"	"32"	"194"	"210"	"77"	"148"	""	"6"	"23"	"1"	"155"	"3"	"4"	"3"	"5"	"2"	"1"	"2"	"1"	"13"	"2"	"446"
"302"	"32"	"194"	"211"	"280"	"12"	""	"6"	"16"	"1"	"160"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"6"	"2"	"487"
"303"	"32"	"194"	"212"	"232"	"48"	""	"13"	"15"	"0"	"45"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"13"	"3"	"372"
"304"	"32"	"194"	"213"	"49"	"53"	""	"7"	"11"	"2"	"49"	"4"	"1"	"0"	"2"	"3"	"2"	"0"	"1"	"8"	"4"	"196"
"305"	"32"	"194"	"214"	"125"	"209"	""	"69"	"7"	"0"	"73"	"1"	"3"	"0"	"2"	"2"	"0"	"2"	"13"	"4"	"5"	"515"
"306"	"32"	"194"	"215"	"64"	"53"	""	"29"	"5"	"3"	"348"	"9"	"1"	"1"	"9"	"8"	"1"	"1"	"3"	"5"	"5"	"545"
"307"	"32"	"194"	"216"	"40"	"150"	""	"8"	"31"	"1"	"55"	"2"	"3"	"2"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"297"
"308"	"32"	"194"	"217"	"340"	"16"	""	"7"	"26"	"0"	"60"	"4"	"4"	"1"	"0"	"3"	"2"	"2"	"2"	"6"	"18"	"491"
"309"	"32"	"194"	"218"	"76"	"228"	""	"17"	"14"	"2"	"79"	"3"	"4"	"1"	"3"	"3"	"3"	"2"	"9"	"17"	"6"	"467"
"310"	"32"	"194"	"219"	"23"	"262"	""	"9"	"3"	"2"	"17"	"2"	"2"	"1"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"327"
"311"	"32"	"194"	"220"	"51"	"75"	""	"27"	"11"	"2"	"203"	"5"	"8"	"2"	"12"	"8"	"8"	"9"	"7"	"18"	"22"	"468"
"312"	"32"	"194"	"221"	"117"	"98"	""	"7"	"2"	"1"	"67"	"1"	"2"	"0"	"6"	"1"	"3"	"3"	"1"	"5"	"2"	"316"
"313"	"32"	"194"	"222"	"192"	"17"	""	"2"	"12"	"6"	"231"	"5"	"3"	"0"	"2"	"6"	"6"	"2"	"12"	"6"	"7"	"509"
"314"	"32"	"194"	"223"	"16"	"599"	""	"4"	"1"	"0"	"14"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"3"	"6"	"2"	"651"
"315"	"32"	"194"	"224"	"44"	"323"	""	"50"	"7"	"3"	"61"	"1"	"3"	"1"	"7"	"1"	"1"	"1"	"4"	"20"	"6"	"533"
"316"	"32"	"194"	"225"	"93"	"46"	""	"22"	"6"	"0"	"253"	"7"	"1"	"5"	"2"	"7"	"2"	"2"	"0"	"11"	"4"	"461"
"317"	"32"	"194"	"226"	"172"	"84"	""	"5"	"3"	"0"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"6"	"287"
"318"	"32"	"194"	"227"	"32"	"142"	""	"35"	"4"	"6"	"54"	"3"	"1"	"0"	"3"	"3"	"0"	"0"	"1"	"5"	"1"	"290"
