"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"153"	"72"	"119"	"168"	"8"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"15"	"0"	"0"	"0"	"2"	"316"	"0"	"316"	"0"
"154"	"73"	"133"	"71"	"3"	"30"	"6"	"2"	"2"	"0"	"1"	"5"	"3"	"113"	"7"	"4"	"8"	"10"	"398"	"0"	"398"	"0"
"155"	"74"	"225"	"119"	"3"	"26"	"1"	"1"	"0"	"0"	"0"	"7"	"0"	"91"	"5"	"0"	"0"	"4"	"482"	"0"	"482"	"0"
"156"	"75"	"280"	"118"	"3"	"3"	"1"	"4"	"1"	"2"	"1"	"2"	"1"	"22"	"8"	"7"	"5"	"7"	"465"	"0"	"465"	"0"
"157"	"76"	"84"	"243"	"4"	"1"	"0"	"5"	"2"	"1"	"4"	"3"	"3"	"65"	"8"	"4"	"1"	"8"	"436"	"0"	"436"	"0"
"158"	"77"	"165"	"98"	"7"	"4"	"7"	"7"	"1"	"1"	"12"	"1"	"6"	"157"	"11"	"2"	"12"	"21"	"512"	"0"	"512"	"0"
"159"	"78"	"76"	"16"	"3"	"28"	"3"	"0"	"1"	"2"	"2"	"3"	"3"	"49"	"5"	"3"	"1"	"15"	"210"	"0"	"210"	"0"
"160"	"79"	"199"	"19"	"4"	"1"	"6"	"2"	"1"	"0"	"2"	"8"	"0"	"26"	"7"	"0"	"0"	"7"	"282"	"0"	"282"	"0"
"161"	"80"	"58"	"279"	"5"	"10"	"3"	"0"	"1"	"1"	"1"	"1"	"1"	"19"	"2"	"3"	"9"	"7"	"400"	"0"	"400"	"0"
"162"	"81"	"152"	"74"	"1"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"0"	"10"	"1"	"3"	"0"	"5"	"252"	"0"	"252"	"0"
"163"	"82"	"40"	"472"	"7"	"2"	"3"	"3"	"2"	"1"	"2"	"7"	"1"	"23"	"3"	"3"	"6"	"5"	"580"	"0"	"580"	"0"
"164"	"83"	"340"	"34"	"14"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"12"	"1"	"3"	"12"	"426"	"0"	"426"	"0"
"165"	"84"	"420"	"14"	"18"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"455"	"0"	"455"	"0"
"166"	"Total :-"	"2561"	"1791"	"84"	"113"	"39"	"27"	"12"	"13"	"27"	"47"	"19"	"734"	"84"	"33"	"46"	"120"	"5750"	"0"	"5750"	"0"
"167"	"Till Last Total :-"	"9173"	"9209"	"442"	"464"	"126"	"125"	"70"	"61"	"86"	"261"	"130"	"3180"	"424"	"156"	"259"	"486"	"24652"	"0"	"24652"	"0"
"168"	"Grand Total
:-"	"11734"	"11000"	"526"	"577"	"165"	"152"	"82"	"74"	"113"	"308"	"149"	"3914"	"508"	"189"	"305"	"606"	"30402"	"0"	"30402"	"0"
"169"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"ROUND  7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"178"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"179"	"85"	"292"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"311"	"0"	"311"	"0"
"180"	"86"	"44"	"108"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"164"	"0"	"164"	"0"
"181"	"87"	"176"	"118"	"13"	"3"	"2"	"2"	"1"	"2"	"3"	"9"	"2"	"27"	"13"	"7"	"4"	"25"	"407"	"0"	"407"	"0"
"182"	"88"	"186"	"210"	"0"	"55"	"0"	"2"	"0"	"0"	"0"	"5"	"2"	"0"	"2"	"2"	"4"	"6"	"474"	"0"	"474"	"0"
"183"	"89"	"44"	"113"	"9"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"6"	"5"	"186"	"0"	"186"	"0"
"184"	"90"	"226"	"124"	"18"	"32"	"1"	"0"	"0"	"1"	"0"	"3"	"0"	"8"	"5"	"3"	"3"	"3"	"427"	"0"	"427"	"0"
"185"	"91"	"340"	"76"	"7"	"3"	"3"	"2"	"1"	"3"	"1"	"4"	"2"	"49"	"4"	"5"	"6"	"23"	"529"	"0"	"529"	"0"
"186"	"92"	"220"	"55"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"49"	"6"	"3"	"1"	"5"	"352"	"0"	"352"	"0"
"187"	"93"	"70"	"96"	"8"	"20"	"5"	"3"	"3"	"2"	"3"	"7"	"6"	"274"	"15"	"4"	"7"	"24"	"547"	"0"	"547"	"0"
"188"	"94"	"182"	"8"	"1"	"2"	"4"	"1"	"4"	"0"	"3"	"3"	"3"	"99"	"5"	"1"	"2"	"7"	"325"	"0"	"325"	"0"
"189"	"95"	"178"	"222"	"5"	"1"	"4"	"2"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"4"	"12"	"435"	"0"	"435"	"0"
"190"	"96"	"232"	"86"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"6"	"5"	"2"	"4"	"8"	"350"	"0"	"350"	"0"
"191"	"97"	"103"	"177"	"2"	"5"	"1"	"2"	"0"	"0"	"1"	"3"	"2"	"4"	"2"	"3"	"7"	"6"	"318"	"0"	"318"	"0"
"192"	"98"	"366"	"26"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"2"	"0"	"0"	"2"	"405"	"0"	"405"	"0"
"193"	"Total :-"	"2659"	"1430"	"80"	"126"	"26"	"17"	"10"	"10"	"13"	"42"	"21"	"527"	"61"	"32"	"50"	"126"	"5230"	"0"	"5230"	"0"
"194"	"Till Last Total :-"	"11734"	"11000"	"526"	"577"	"165"	"152"	"82"	"74"	"113"	"308"	"149"	"3914"	"508"	"189"	"305"	"606"	"30402"	"0"	"30402"	"0"
"195"	"Grand Total
:-"	"14393"	"12430"	"606"	"703"	"191"	"169"	"92"	"84"	"126"	"350"	"170"	"4441"	"569"	"221"	"355"	"732"	"35632"	"0"	"35632"	"0"
"196"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"ROUND  8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"205"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"206"	"99"	"104"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"1"	"38"	"0"	"2"	"0"	"5"	"156"	"0"	"156"	"0"
"207"	"100"	"61"	"212"	"9"	"99"	"4"	"2"	"3"	"3"	"1"	"6"	"4"	"42"	"9"	"2"	"12"	"5"	"474"	"0"	"474"	"0"
"208"	"101"	"195"	"105"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"3"	"2"	"10"	"324"	"0"	"324"	"0"
"209"	"102"	"119"	"179"	"8"	"17"	"0"	"0"	"1"	"0"	"1"	"1"	"3"	"4"	"4"	"2"	"9"	"9"	"357"	"0"	"357"	"0"
"210"	"103"	"151"	"146"	"13"	"55"	"0"	"0"	"0"	"0"	"2"	"3"	"1"	"25"	"4"	"2"	"1"	"3"	"406"	"0"	"406"	"0"
"211"	"104"	"57"	"174"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"6"	"247"	"0"	"247"	"0"
"212"	"105"	"353"	"89"	"7"	"3"	"0"	"2"	"0"	"1"	"1"	"3"	"0"	"13"	"2"	"2"	"2"	"20"	"498"	"0"	"498"	"0"
"213"	"106"	"57"	"177"	"2"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"23"	"4"	"1"	"3"	"3"	"275"	"0"	"275"	"0"
"214"	"107"	"39"	"135"	"5"	"2"	"3"	"1"	"0"	"1"	"1"	"2"	"2"	"64"	"8"	"2"	"7"	"7"	"279"	"0"	"279"	"0"
"215"	"108"	"124"	"183"	"15"	"4"	"3"	"2"	"1"	"1"	"1"	"0"	"0"	"34"	"6"	"2"	"2"	"13"	"391"	"0"	"391"	"0"
"216"	"109"	"76"	"266"	"5"	"1"	"3"	"3"	"0"	"0"	"2"	"4"	"2"	"47"	"24"	"6"	"19"	"0"	"458"	"0"	"458"	"0"
"217"	"110"	"38"	"93"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"75"	"4"	"2"	"2"	"8"	"229"	"0"	"229"	"0"
"218"	"111"	"94"	"34"	"2"	"0"	"1"	"3"	"1"	"1"	"0"	"13"	"0"	"66"	"15"	"6"	"3"	"8"	"247"	"0"	"247"	"0"
"219"	"112"	"236"	"62"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"3"	"4"	"4"	"316"	"0"	"316"	"0"
"220"	"Total :-"	"1704"	"1855"	"75"	"183"	"18"	"17"	"7"	"8"	"9"	"37"	"15"	"439"	"82"	"37"	"70"	"101"	"4657"	"0"	"4657"	"0"
"221"	"Till Last Total :-"	"14393"	"12430"	"606"	"703"	"191"	"169"	"92"	"84"	"126"	"350"	"170"	"4441"	"569"	"221"	"355"	"732"	"35632"	"0"	"35632"	"0"
"222"	"Grand Total
:-"	"16097"	"14285"	"681"	"886"	"209"	"186"	"99"	"92"	"135"	"387"	"185"	"4880"	"651"	"258"	"425"	"833"	"40289"	"0"	"40289"	"0"
"223"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"ROUND  9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"232"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"233"	"113"	"90"	"149"	"1"	"0"	"1"	"3"	"1"	"0"	"1"	"3"	"0"	"3"	"3"	"3"	"3"	"6"	"267"	"0"	"267"	"0"
"234"	"114"	"178"	"124"	"6"	"23"	"1"	"1"	"1"	"3"	"1"	"4"	"1"	"26"	"5"	"4"	"5"	"14"	"397"	"0"	"397"	"0"
"235"	"115"	"188"	"208"	"4"	"3"	"1"	"2"	"0"	"0"	"0"	"4"	"2"	"1"	"3"	"0"	"5"	"14"	"435"	"0"	"435"	"0"
"236"	"116"	"232"	"175"	"3"	"7"	"3"	"3"	"2"	"2"	"1"	"8"	"0"	"62"	"12"	"2"	"7"	"5"	"524"	"0"	"524"	"0"
"237"	"117"	"196"	"56"	"2"	"7"	"2"	"2"	"0"	"0"	"1"	"2"	"0"	"42"	"1"	"1"	"2"	"3"	"317"	"0"	"317"	"0"
"238"	"118"	"139"	"71"	"7"	"0"	"2"	"1"	"0"	"1"	"0"	"3"	"0"	"2"	"3"	"2"	"3"	"20"	"254"	"0"	"254"	"0"
"239"	"119"	"102"	"170"	"27"	"12"	"3"	"2"	"2"	"0"	"1"	"6"	"1"	"4"	"1"	"3"	"5"	"11"	"350"	"0"	"350"	"0"
"240"	"120"	"110"	"234"	"7"	"1"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"14"	"3"	"1"	"2"	"6"	"383"	"0"	"383"	"0"
"241"	"121"	"192"	"153"	"1"	"37"	"2"	"2"	"1"	"1"	"0"	"5"	"0"	"1"	"3"	"0"	"3"	"1"	"402"	"0"	"402"	"0"
"242"	"122"	"94"	"213"	"14"	"1"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"5"	"1"	"1"	"7"	"8"	"350"	"0"	"350"	"0"
"243"	"123"	"361"	"127"	"3"	"1"	"0"	"3"	"1"	"3"	"0"	"12"	"3"	"9"	"8"	"8"	"7"	"29"	"575"	"0"	"575"	"0"
"244"	"124"	"142"	"165"	"5"	"24"	"1"	"3"	"1"	"2"	"3"	"4"	"1"	"38"	"7"	"3"	"2"	"20"	"421"	"0"	"421"	"0"
"245"	"125"	"256"	"202"	"2"	"27"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"19"	"5"	"2"	"3"	"4"	"523"	"0"	"523"	"0"
"246"	"126"	"105"	"125"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"23"	"10"	"2"	"0"	"2"	"278"	"0"	"278"	"0"
"247"	"Total :-"	"2385"	"2172"	"86"	"144"	"19"	"24"	"10"	"14"	"10"	"59"	"10"	"249"	"65"	"32"	"54"	"143"	"5476"	"0"	"5476"	"0"
"248"	"Till Last Total :-"	"16097"	"14285"	"681"	"886"	"209"	"186"	"99"	"92"	"135"	"387"	"185"	"4880"	"651"	"258"	"425"	"833"	"40289"	"0"	"40289"	"0"
"249"	"Grand Total
:-"	"18482"	"16457"	"767"	"1030"	"228"	"210"	"109"	"106"	"145"	"446"	"195"	"5129"	"716"	"290"	"479"	"976"	"45765"	"0"	"45765"	"0"
"250"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"ROUND  10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"259"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"260"	"127"	"303"	"148"	"5"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"7"	"4"	"3"	"7"	"14"	"496"	"0"	"496"	"0"
"261"	"128"	"250"	"146"	"2"	"3"	"1"	"0"	"1"	"2"	"1"	"7"	"2"	"5"	"2"	"2"	"5"	"3"	"432"	"0"	"432"	"0"
"262"	"129"	"207"	"110"	"6"	"30"	"1"	"1"	"0"	"2"	"2"	"3"	"3"	"6"	"4"	"4"	"3"	"11"	"393"	"0"	"393"	"0"
"263"	"130"	"219"	"149"	"14"	"3"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"4"	"3"	"1"	"3"	"3"	"405"	"0"	"405"	"0"
"264"	"131"	"136"	"87"	"15"	"3"	"1"	"1"	"0"	"1"	"2"	"5"	"0"	"3"	"0"	"1"	"2"	"5"	"262"	"0"	"262"	"0"
"265"	"132"	"219"	"92"	"10"	"1"	"2"	"2"	"1"	"2"	"2"	"4"	"3"	"8"	"2"	"3"	"3"	"14"	"368"	"0"	"368"	"0"
"266"	"133"	"183"	"107"	"9"	"4"	"2"	"1"	"0"	"1"	"1"	"3"	"0"	"16"	"5"	"2"	"3"	"9"	"346"	"0"	"346"	"0"
"267"	"134"	"129"	"146"	"6"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"0"	"2"	"3"	"0"	"2"	"295"	"0"	"295"	"0"
"268"	"135"	"295"	"56"	"4"	"2"	"3"	"7"	"1"	"0"	"1"	"4"	"1"	"13"	"1"	"1"	"1"	"7"	"397"	"0"	"397"	"0"
"269"	"136"	"189"	"75"	"9"	"49"	"3"	"4"	"2"	"1"	"1"	"10"	"6"	"51"	"7"	"7"	"3"	"11"	"428"	"0"	"428"	"0"
"270"	"137"	"24"	"367"	"3"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"1"	"0"	"405"	"0"	"405"	"0"
"271"	"138"	"130"	"201"	"4"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"1"	"4"	"5"	"355"	"0"	"355"	"0"
"272"	"139"	"318"	"146"	"7"	"67"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"2"	"1"	"0"	"4"	"2"	"552"	"0"	"552"	"0"
"273"	"140"	"277"	"122"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"405"	"0"	"405"	"0"
"274"	"Total :-"	"2879"	"1952"	"95"	"170"	"16"	"22"	"5"	"10"	"14"	"45"	"19"	"123"	"32"	"31"	"39"	"87"	"5539"	"0"	"5539"	"0"
"275"	"Till Last Total :-"	"18482"	"16457"	"767"	"1030"	"228"	"210"	"109"	"106"	"145"	"446"	"195"	"5129"	"716"	"290"	"479"	"976"	"45765"	"0"	"45765"	"0"
"276"	"Grand Total
:-"	"21361"	"18409"	"862"	"1200"	"244"	"232"	"114"	"116"	"159"	"491"	"214"	"5252"	"748"	"321"	"518"	"1063"	"51304"	"0"	"51304"	"0"
"277"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"ROUND  11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"286"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"287"	"141"	"217"	"152"	"10"	"47"	"1"	"3"	"4"	"0"	"2"	"6"	"0"	"14"	"6"	"2"	"2"	"6"	"472"	"0"	"472"	"0"
"288"	"142"	"134"	"158"	"8"	"124"	"5"	"5"	"3"	"4"	"0"	"5"	"3"	"49"	"14"	"2"	"4"	"17"	"535"	"0"	"535"	"0"
"289"	"143"	"25"	"103"	"2"	"53"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"31"	"5"	"3"	"5"	"2"	"233"	"0"	"233"	"0"
"290"	"144"	"122"	"160"	"9"	"18"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"53"	"2"	"2"	"2"	"1"	"375"	"0"	"375"	"0"
"291"	"145"	"186"	"51"	"8"	"12"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"11"	"2"	"0"	"0"	"6"	"278"	"0"	"278"	"0"
"292"	"146"	"44"	"155"	"2"	"34"	"2"	"1"	"1"	"1"	"0"	"2"	"2"	"66"	"9"	"2"	"3"	"4"	"328"	"0"	"328"	"0"
"293"	"147"	"258"	"62"	"16"	"40"	"2"	"2"	"1"	"2"	"3"	"2"	"0"	"17"	"4"	"0"	"6"	"6"	"421"	"0"	"421"	"0"
"294"	"148"	"238"	"70"	"2"	"4"	"0"	"0"	"3"	"0"	"1"	"4"	"1"	"2"	"2"	"1"	"4"	"11"	"343"	"0"	"343"	"0"
"295"	"149"	"194"	"52"	"10"	"28"	"0"	"1"	"0"	"0"	"2"	"2"	"1"	"11"	"3"	"4"	"5"	"7"	"320"	"0"	"320"	"0"
"296"	"150"	"167"	"169"	"5"	"14"	"1"	"1"	"0"	"1"	"1"	"1"	"2"	"25"	"4"	"1"	"2"	"12"	"406"	"0"	"406"	"0"
"297"	"151"	"170"	"95"	"8"	"25"	"6"	"3"	"0"	"0"	"1"	"7"	"1"	"23"	"8"	"3"	"4"	"14"	"368"	"0"	"368"	"0"
"298"	"152"	"196"	"60"	"8"	"7"	"1"	"1"	"1"	"0"	"0"	"5"	"0"	"4"	"2"	"2"	"1"	"8"	"296"	"0"	"296"	"0"
"299"	"153"	"303"	"164"	"1"	"18"	"2"	"3"	"0"	"2"	"1"	"2"	"1"	"5"	"4"	"4"	"4"	"13"	"527"	"0"	"527"	"0"
"300"	"154"	"132"	"320"	"22"	"10"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"17"	"2"	"2"	"4"	"7"	"531"	"0"	"531"	"0"
"301"	"Total :-"	"2386"	"1771"	"111"	"434"	"24"	"25"	"15"	"12"	"13"	"45"	"14"	"328"	"67"	"28"	"46"	"114"	"5433"	"0"	"5433"	"0"
"302"	"Till Last Total :-"	"21361"	"18409"	"862"	"1200"	"244"	"232"	"114"	"116"	"159"	"491"	"214"	"5252"	"748"	"321"	"518"	"1063"	"51304"	"0"	"51304"	"0"
"303"	"Grand Total
:-"	"23747"	"20180"	"973"	"1634"	"268"	"257"	"129"	"128"	"172"	"536"	"228"	"5580"	"815"	"349"	"564"	"1177"	"56737"	"0"	"56737"	"0"
"304"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
