"Total.No..of.Electors.in.Assembly.Constituency.Segment..189225"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"184"	"90"	"99"	"194"	"20"	"1"	"0"	"1"	"8"	"7"	"0"	"0"	"13"	"13"	"356"	"0"	"356"	"0"
"185"	"91"	"67"	"86"	"7"	"2"	"2"	"2"	"3"	"1"	"1"	"1"	"2"	"1"	"175"	"0"	"175"	"0"
"186"	"92"	"162"	"78"	"14"	"4"	"3"	"2"	"3"	"0"	"0"	"1"	"4"	"9"	"280"	"0"	"280"	"0"
"187"	"93"	"52"	"370"	"15"	"7"	"1"	"1"	"3"	"1"	"2"	"2"	"7"	"3"	"464"	"0"	"464"	"0"
"188"	"94"	"78"	"105"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"189"	"0"	"189"	"0"
"189"	"95"	"53"	"217"	"4"	"6"	"1"	"3"	"7"	"6"	"2"	"3"	"6"	"7"	"315"	"0"	"315"	"0"
"190"	"96"	"132"	"452"	"31"	"15"	"5"	"6"	"13"	"4"	"5"	"4"	"8"	"8"	"683"	"0"	"683"	"0"
"191"	"97"	"66"	"268"	"16"	"2"	"2"	"1"	"8"	"1"	"2"	"0"	"3"	"1"	"370"	"0"	"370"	"0"
"192"	"98"	"110"	"83"	"6"	"1"	"5"	"1"	"7"	"6"	"3"	"2"	"5"	"12"	"241"	"0"	"241"	"0"
"193"	"Total"	"1485"	"3175"	"387"	"54"	"31"	"26"	"81"	"44"	"24"	"31"	"102"	"136"	"5576"	"0"	"5576"	"0"
"194"	"B.F."	"12089"	"16855"	"2398"	"285"	"114"	"121"	"511"	"206"	"200"	"197"	"641"	"720"	"34337"	"0"	"34337"	"0"
"195"	"G. Total"	"13574"	"20030"	"2785"	"339"	"145"	"147"	"592"	"250"	"224"	"228"	"743"	"856"	"39913"	"0"	"39913"	"0"
"196"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No..08"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"205"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"206"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"207"	"99"	"85"	"315"	"14"	"10"	"4"	"7"	"10"	"8"	"4"	"5"	"16"	"13"	"491"	"0"	"491"	"0"
"208"	"100"	"79"	"242"	"11"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"3"	"1"	"341"	"0"	"341"	"0"
"209"	"101"	"278"	"92"	"40"	"3"	"2"	"3"	"8"	"7"	"4"	"2"	"5"	"3"	"447"	"0"	"447"	"0"
"210"	"102"	"57"	"166"	"112"	"4"	"4"	"5"	"12"	"3"	"2"	"4"	"3"	"11"	"383"	"0"	"383"	"0"
"211"	"103"	"184"	"158"	"8"	"5"	"2"	"3"	"4"	"3"	"1"	"3"	"6"	"2"	"379"	"0"	"379"	"0"
"212"	"104"	"173"	"251"	"49"	"4"	"3"	"1"	"10"	"3"	"2"	"0"	"14"	"14"	"524"	"0"	"524"	"0"
"213"	"105"	"124"	"29"	"2"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"160"	"0"	"160"	"0"
"214"	"106"	"119"	"162"	"38"	"3"	"1"	"1"	"9"	"5"	"5"	"3"	"12"	"13"	"371"	"0"	"371"	"0"
"215"	"107"	"149"	"166"	"39"	"4"	"2"	"2"	"12"	"4"	"4"	"4"	"19"	"16"	"421"	"0"	"421"	"0"
"216"	"108"	"9"	"125"	"11"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"151"	"0"	"151"	"0"
"217"	"109"	"301"	"58"	"23"	"2"	"0"	"0"	"9"	"3"	"3"	"2"	"10"	"3"	"414"	"0"	"414"	"0"
"218"	"110"	"131"	"209"	"11"	"1"	"0"	"0"	"5"	"1"	"1"	"3"	"3"	"7"	"372"	"0"	"372"	"0"
"219"	"111"	"150"	"228"	"26"	"4"	"1"	"0"	"3"	"0"	"0"	"1"	"2"	"4"	"419"	"0"	"419"	"0"
"220"	"112"	"46"	"196"	"22"	"1"	"2"	"2"	"4"	"5"	"2"	"2"	"13"	"6"	"301"	"0"	"301"	"0"
"221"	"Total"	"1885"	"2397"	"406"	"44"	"25"	"24"	"93"	"42"	"29"	"30"	"106"	"93"	"5174"	"0"	"5174"	"0"
"222"	"B.F."	"13574"	"20030"	"2785"	"339"	"145"	"147"	"592"	"250"	"224"	"228"	"743"	"856"	"39913"	"0"	"39913"	"0"
"223"	"G. Total"	"15459"	"22427"	"3191"	"383"	"170"	"171"	"685"	"292"	"253"	"258"	"849"	"949"	"45087"	"0"	"45087"	"0"
"224"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No.09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"234"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"235"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"236"	"113"	"110"	"110"	"86"	"6"	"2"	"0"	"4"	"2"	"1"	"1"	"3"	"1"	"326"	"0"	"326"	"0"
"237"	"114"	"22"	"176"	"43"	"4"	"3"	"1"	"3"	"2"	"1"	"1"	"5"	"1"	"262"	"0"	"262"	"0"
"238"	"115"	"3"	"599"	"3"	"1"	"1"	"0"	"6"	"1"	"1"	"1"	"10"	"6"	"632"	"0"	"632"	"0"
"239"	"116"	"61"	"254"	"15"	"1"	"2"	"0"	"9"	"3"	"0"	"1"	"18"	"3"	"367"	"0"	"367"	"0"
"240"	"117"	"100"	"309"	"24"	"2"	"2"	"0"	"6"	"2"	"2"	"2"	"8"	"6"	"463"	"0"	"463"	"0"
"241"	"118"	"80"	"313"	"10"	"1"	"2"	"1"	"8"	"0"	"0"	"1"	"3"	"1"	"420"	"0"	"420"	"0"
"242"	"119"	"23"	"215"	"22"	"7"	"2"	"0"	"15"	"5"	"3"	"0"	"5"	"6"	"303"	"0"	"303"	"0"
"243"	"120"	"44"	"138"	"45"	"1"	"0"	"1"	"7"	"1"	"2"	"2"	"3"	"0"	"244"	"0"	"244"	"0"
"244"	"121"	"150"	"160"	"7"	"0"	"2"	"1"	"4"	"2"	"0"	"1"	"0"	"2"	"329"	"0"	"329"	"0"
"245"	"122"	"120"	"143"	"85"	"4"	"4"	"0"	"7"	"1"	"3"	"1"	"5"	"6"	"379"	"0"	"379"	"0"
"246"	"123"	"70"	"370"	"22"	"10"	"2"	"3"	"11"	"2"	"3"	"0"	"5"	"8"	"506"	"0"	"506"	"0"
"247"	"124"	"82"	"148"	"71"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"310"	"0"	"310"	"0"
"248"	"125"	"12"	"579"	"5"	"0"	"1"	"0"	"2"	"2"	"0"	"0"	"7"	"0"	"608"	"0"	"608"	"0"
"249"	"126"	"88"	"372"	"54"	"5"	"1"	"3"	"6"	"3"	"2"	"2"	"16"	"13"	"565"	"0"	"565"	"0"
"250"	"Total"	"965"	"3886"	"492"	"44"	"24"	"10"	"89"	"26"	"18"	"14"	"91"	"55"	"5714"	"0"	"5714"	"0"
"251"	"B.F."	"15459"	"22427"	"3191"	"383"	"170"	"171"	"685"	"292"	"253"	"258"	"849"	"949"	"45087"	"0"	"45087"	"0"
"252"	"G. Total"	"16424"	"26313"	"3683"	"427"	"194"	"181"	"774"	"318"	"271"	"272"	"940"	"1004"	"50801"	"0"	"50801"	"0"
"253"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No.10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"262"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"263"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"264"	"127"	"59"	"484"	"31"	"4"	"4"	"5"	"11"	"7"	"2"	"0"	"6"	"4"	"617"	"0"	"617"	"0"
"265"	"128"	"22"	"288"	"46"	"3"	"3"	"1"	"5"	"0"	"2"	"0"	"23"	"5"	"398"	"0"	"398"	"0"
"266"	"129"	"16"	"578"	"54"	"1"	"2"	"0"	"9"	"2"	"2"	"1"	"7"	"0"	"672"	"0"	"672"	"0"
"267"	"130"	"82"	"146"	"4"	"0"	"0"	"0"	"4"	"1"	"0"	"1"	"11"	"4"	"253"	"0"	"253"	"0"
"268"	"131"	"197"	"110"	"39"	"2"	"3"	"1"	"5"	"6"	"14"	"3"	"127"	"22"	"529"	"0"	"529"	"0"
"269"	"132"	"107"	"249"	"38"	"7"	"4"	"3"	"12"	"2"	"14"	"5"	"56"	"2"	"499"	"0"	"499"	"0"
"270"	"133"	"4"	"180"	"26"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"216"	"0"	"216"	"0"
"271"	"134"	"13"	"302"	"6"	"3"	"1"	"1"	"5"	"2"	"6"	"4"	"27"	"10"	"380"	"0"	"380"	"0"
"272"	"135"	"16"	"175"	"3"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"12"	"0"	"209"	"0"	"209"	"0"
"273"	"136"	"94"	"287"	"40"	"6"	"2"	"2"	"20"	"6"	"5"	"2"	"17"	"10"	"491"	"0"	"491"	"0"
"274"	"137"	"16"	"221"	"10"	"5"	"2"	"0"	"6"	"0"	"7"	"6"	"29"	"31"	"333"	"0"	"333"	"0"
"275"	"138"	"76"	"200"	"27"	"3"	"5"	"1"	"7"	"7"	"9"	"5"	"66"	"23"	"429"	"0"	"429"	"0"
"276"	"139"	"127"	"188"	"14"	"4"	"0"	"2"	"10"	"3"	"11"	"1"	"83"	"12"	"455"	"0"	"455"	"0"
"277"	"140"	"204"	"265"	"28"	"6"	"3"	"0"	"12"	"4"	"8"	"0"	"26"	"4"	"560"	"0"	"560"	"0"
"278"	"Total"	"1033"	"3673"	"366"	"44"	"30"	"16"	"108"	"40"	"83"	"29"	"492"	"127"	"6041"	"0"	"6041"	"0"
"279"	"B.F."	"16424"	"26313"	"3683"	"427"	"194"	"181"	"774"	"318"	"271"	"272"	"940"	"1004"	"50801"	"0"	"50801"	"0"
"280"	"G. Total"	"17457"	"29986"	"4049"	"471"	"224"	"197"	"882"	"358"	"354"	"301"	"1432"	"1131"	"56842"	"0"	"56842"	"0"
"281"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No.11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"290"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"291"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"292"	"141"	"32"	"312"	"16"	"4"	"1"	"3"	"12"	"4"	"4"	"4"	"30"	"16"	"438"	"0"	"438"	"0"
"293"	"142"	"166"	"67"	"7"	"2"	"3"	"0"	"4"	"2"	"3"	"2"	"11"	"14"	"281"	"0"	"281"	"0"
"294"	"143"	"121"	"234"	"32"	"1"	"1"	"2"	"4"	"4"	"4"	"3"	"13"	"16"	"435"	"0"	"435"	"0"
"295"	"144"	"91"	"228"	"13"	"0"	"1"	"0"	"9"	"1"	"2"	"1"	"3"	"4"	"353"	"0"	"353"	"0"
"296"	"145"	"137"	"158"	"15"	"0"	"1"	"0"	"5"	"1"	"0"	"0"	"3"	"3"	"323"	"0"	"323"	"0"
"297"	"146"	"131"	"255"	"10"	"3"	"3"	"2"	"10"	"3"	"2"	"4"	"4"	"10"	"437"	"0"	"437"	"0"
"298"	"147"	"110"	"109"	"10"	"0"	"2"	"1"	"11"	"4"	"4"	"4"	"9"	"7"	"271"	"0"	"271"	"0"
"299"	"148"	"82"	"195"	"16"	"6"	"1"	"1"	"4"	"2"	"4"	"3"	"2"	"8"	"324"	"0"	"324"	"0"
"300"	"149"	"195"	"347"	"56"	"4"	"4"	"5"	"12"	"1"	"5"	"1"	"5"	"10"	"645"	"0"	"645"	"0"
"301"	"150"	"95"	"407"	"65"	"3"	"0"	"3"	"15"	"3"	"3"	"4"	"12"	"12"	"622"	"0"	"622"	"0"
"302"	"151"	"144"	"455"	"93"	"7"	"3"	"1"	"19"	"6"	"5"	"3"	"8"	"13"	"757"	"0"	"757"	"0"
"303"	"152"	"203"	"296"	"55"	"2"	"4"	"2"	"5"	"1"	"1"	"1"	"4"	"1"	"575"	"0"	"575"	"0"
"304"	"153"	"45"	"51"	"3"	"7"	"0"	"0"	"5"	"0"	"1"	"1"	"2"	"1"	"116"	"0"	"116"	"0"
"305"	"154"	"230"	"165"	"8"	"7"	"1"	"5"	"2"	"3"	"4"	"0"	"4"	"6"	"435"	"0"	"435"	"0"
"306"	"Total"	"1782"	"3279"	"399"	"46"	"25"	"25"	"117"	"35"	"42"	"31"	"110"	"121"	"6012"	"0"	"6012"	"0"
"307"	"B.F."	"17457"	"29986"	"4049"	"471"	"224"	"197"	"882"	"358"	"354"	"301"	"1432"	"1131"	"56842"	"0"	"56842"	"0"
"308"	"G. Total"	"19239"	"33265"	"4448"	"517"	"249"	"222"	"999"	"393"	"396"	"332"	"1542"	"1252"	"62854"	"0"	"62854"	"0"
"309"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No..12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"318"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"319"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"320"	"155"	"242"	"198"	"28"	"12"	"2"	"1"	"11"	"3"	"6"	"1"	"5"	"1"	"510"	"0"	"510"	"0"
"321"	"156"	"97"	"359"	"94"	"7"	"3"	"2"	"10"	"5"	"1"	"5"	"17"	"17"	"617"	"0"	"617"	"0"
"322"	"157"	"37"	"294"	"14"	"3"	"2"	"2"	"5"	"0"	"1"	"3"	"4"	"6"	"371"	"0"	"371"	"0"
"323"	"158"	"135"	"218"	"70"	"0"	"1"	"1"	"8"	"2"	"4"	"3"	"3"	"16"	"461"	"0"	"461"	"0"
"324"	"159"	"180"	"224"	"17"	"3"	"0"	"3"	"10"	"2"	"2"	"3"	"11"	"11"	"466"	"0"	"466"	"0"
"325"	"160"	"47"	"287"	"19"	"2"	"0"	"3"	"9"	"1"	"2"	"5"	"12"	"3"	"390"	"0"	"390"	"0"
"326"	"161"	"28"	"460"	"13"	"1"	"0"	"0"	"5"	"4"	"1"	"1"	"3"	"3"	"519"	"0"	"519"	"0"
"327"	"162"	"153"	"358"	"97"	"8"	"5"	"0"	"21"	"1"	"3"	"2"	"2"	"5"	"655"	"0"	"655"	"0"
"328"	"163"	"174"	"212"	"13"	"6"	"3"	"0"	"2"	"3"	"1"	"4"	"5"	"10"	"433"	"0"	"433"	"0"
"329"	"164"	"182"	"235"	"44"	"7"	"0"	"3"	"3"	"3"	"2"	"2"	"5"	"11"	"497"	"0"	"497"	"0"
"330"	"165"	"41"	"263"	"9"	"1"	"0"	"1"	"5"	"1"	"1"	"0"	"4"	"6"	"332"	"0"	"332"	"0"
"331"	"166"	"184"	"90"	"14"	"3"	"1"	"0"	"5"	"1"	"4"	"2"	"0"	"13"	"317"	"0"	"317"	"0"
"332"	"167"	"108"	"146"	"52"	"11"	"1"	"0"	"5"	"0"	"4"	"1"	"4"	"5"	"337"	"0"	"337"	"0"
"333"	"168"	"89"	"283"	"109"	"4"	"1"	"0"	"8"	"2"	"2"	"0"	"1"	"1"	"500"	"0"	"500"	"0"
"334"	"Total"	"1697"	"3627"	"593"	"68"	"19"	"16"	"107"	"28"	"34"	"32"	"76"	"108"	"6405"	"0"	"6405"	"0"
"335"	"B.F."	"19239"	"33265"	"4448"	"517"	"249"	"222"	"999"	"393"	"396"	"332"	"1542"	"1252"	"62854"	"0"	"62854"	"0"
"336"	"G. Total"	"20936"	"36892"	"5041"	"585"	"268"	"238"	"1106"	"421"	"430"	"364"	"1618"	"1360"	"69259"	"0"	"69259"	"0"
"337"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No.13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"346"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"347"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"348"	"169"	"294"	"140"	"61"	"4"	"0"	"0"	"1"	"1"	"2"	"5"	"7"	"11"	"526"	"0"	"526"	"0"
"349"	"170"	"371"	"110"	"1"	"3"	"3"	"1"	"3"	"3"	"0"	"1"	"6"	"11"	"513"	"0"	"513"	"0"
"350"	"171"	"89"	"27"	"3"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"124"	"0"	"124"	"0"
"351"	"172"	"62"	"307"	"12"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"4"	"391"	"0"	"391"	"0"
"352"	"173"	"27"	"94"	"7"	"3"	"2"	"1"	"3"	"1"	"1"	"0"	"2"	"6"	"147"	"0"	"147"	"0"
"353"	"174"	"248"	"167"	"13"	"3"	"0"	"0"	"1"	"0"	"8"	"4"	"7"	"11"	"462"	"0"	"462"	"0"
"354"	"175"	"59"	"160"	"28"	"2"	"0"	"3"	"9"	"3"	"1"	"1"	"1"	"2"	"269"	"0"	"269"	"0"
"355"	"176"	"158"	"267"	"50"	"4"	"5"	"3"	"23"	"2"	"0"	"3"	"5"	"4"	"524"	"0"	"524"	"0"
"356"	"177"	"283"	"231"	"51"	"3"	"2"	"2"	"5"	"2"	"2"	"1"	"7"	"14"	"603"	"0"	"603"	"0"
"357"	"178"	"34"	"482"	"15"	"1"	"0"	"3"	"5"	"4"	"0"	"0"	"9"	"8"	"561"	"0"	"561"	"0"
"358"	"179"	"28"	"601"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"639"	"0"	"639"	"0"
"359"	"180"	"280"	"24"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"325"	"0"	"325"	"0"
"360"	"181"	"75"	"303"	"24"	"1"	"1"	"0"	"5"	"2"	"0"	"4"	"14"	"18"	"447"	"0"	"447"	"0"
"361"	"182"	"345"	"254"	"22"	"6"	"5"	"1"	"7"	"6"	"3"	"6"	"14"	"40"	"709"	"0"	"709"	"0"
"362"	"Total"	"2353"	"3167"	"314"	"32"	"19"	"15"	"64"	"25"	"17"	"25"	"78"	"131"	"6240"	"0"	"6240"	"0"
"363"	"B.F."	"20936"	"36892"	"5041"	"585"	"268"	"238"	"1106"	"421"	"430"	"364"	"1618"	"1360"	"69259"	"0"	"69259"	"0"
"364"	"G. Total"	"23289"	"40059"	"5355"	"617"	"287"	"253"	"1170"	"446"	"447"	"389"	"1696"	"1491"	"75499"	"0"	"75499"	"0"
"365"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
