"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"116"	"14"	"84"	"15"	""	"153"	"60"	"6"	"7"	"2"	"14"	"0"	"2"	"4"	"0"	"44"	"3"	"8"	"2"	"5"	"8"	"4"	"3"	"2"	"5"	"347"	"0"	"347"
"117"	"ROUND- 6"	""	"171"	""	"1170"	"677"	"662"	"65"	"59"	"48"	"25"	"35"	"40"	"52"	"659"	"79"	"93"	"51"	"119"	"717"	"70"	"41"	"59"	"71"	"4963"	"0"	"4963"
"118"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"122"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"123"	"1"	"85"	"6"	""	"100"	"1"	"3"	"6"	"0"	"0"	"0"	"4"	"2"	"5"	"165"	"5"	"12"	"8"	"17"	"35"	"0"	"2"	"2"	"0"	"373"	"0"	"373"
"124"	"2"	"86"	"7"	""	"80"	"3"	"9"	"8"	"5"	"3"	"1"	"2"	"5"	"5"	"48"	"6"	"14"	"6"	"44"	"23"	"0"	"0"	"1"	"5"	"275"	"0"	"275"
"125"	"3"	"87"	"23"	""	"29"	"1"	"10"	"4"	"6"	"4"	"1"	"2"	"2"	"2"	"70"	"8"	"10"	"2"	"7"	"76"	"5"	"6"	"6"	"11"	"285"	"0"	"285"
"126"	"4"	"88"	"8"	""	"62"	"6"	"12"	"1"	"1"	"0"	"0"	"3"	"2"	"2"	"72"	"1"	"4"	"2"	"6"	"44"	"1"	"0"	"1"	"2"	"230"	"0"	"230"
"127"	"5"	"89"	"3"	""	"47"	"109"	"281"	"14"	"4"	"2"	"3"	"0"	"2"	"3"	"87"	"3"	"2"	"1"	"1"	"46"	"0"	"0"	"1"	"3"	"612"	"0"	"612"
"128"	"6"	"90"	"8"	""	"49"	"35"	"40"	"3"	"2"	"2"	"3"	"0"	"4"	"3"	"90"	"5"	"7"	"10"	"3"	"160"	"4"	"3"	"6"	"7"	"444"	"0"	"444"
"129"	"7"	"91"	"4"	""	"6"	"41"	"6"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"100"	"2"	"2"	"2"	"1"	"38"	"2"	"2"	"1"	"2"	"215"	"0"	"215"
"130"	"8"	"92"	"3"	""	"3"	"12"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"17"	"1"	"1"	"0"	"2"	"114"	"0"	"1"	"2"	"1"	"162"	"0"	"162"
"131"	"9"	"93"	"9"	""	"39"	"23"	"27"	"0"	"7"	"2"	"3"	"4"	"6"	"2"	"47"	"8"	"6"	"9"	"17"	"86"	"12"	"4"	"3"	"1"	"315"	"0"	"315"
"132"	"10"	"94"	"8"	""	"137"	"27"	"39"	"4"	"1"	"1"	"2"	"1"	"4"	"7"	"5"	"0"	"2"	"3"	"7"	"61"	"6"	"7"	"27"	"11"	"360"	"0"	"360"
"133"	"11"	"95"	"16"	""	"50"	"37"	"22"	"6"	"6"	"2"	"2"	"3"	"5"	"44"	"28"	"3"	"6"	"0"	"5"	"75"	"8"	"6"	"112"	"8"	"444"	"0"	"444"
"134"	"12"	"96"	"7"	""	"149"	"39"	"23"	"2"	"6"	"10"	"4"	"1"	"5"	"6"	"3"	"3"	"8"	"4"	"15"	"127"	"35"	"9"	"36"	"14"	"506"	"0"	"506"
"135"	"13"	"97"	"1"	""	"58"	"2"	"2"	"0"	"2"	"0"	"1"	"0"	"1"	"59"	"8"	"2"	"0"	"1"	"0"	"171"	"2"	"1"	"59"	"0"	"370"	"0"	"370"
"136"	"14"	"98"	"9"	""	"8"	"91"	"43"	"4"	"3"	"1"	"0"	"3"	"0"	"0"	"2"	"0"	"0"	"3"	"2"	"29"	"2"	"2"	"2"	"1"	"205"	"0"	"205"
"137"	"ROUND- 7"	""	"112"	""	"817"	"427"	"522"	"54"	"43"	"27"	"22"	"23"	"39"	"139"	"742"	"47"	"74"	"51"	"127"	"1085"	"77"	"43"	"259"	"66"	"4796"	"0"	"4796"
"138"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"142"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"143"	"1"	"99"	"14"	""	"90"	"27"	"122"	"7"	"9"	"3"	"6"	"6"	"9"	"8"	"22"	"11"	"4"	"8"	"13"	"83"	"1"	"3"	"13"	"13"	"472"	"0"	"472"
"144"	"2"	"100"	"6"	""	"22"	"7"	"44"	"12"	"9"	"6"	"0"	"4"	"6"	"49"	"3"	"7"	"7"	"4"	"15"	"42"	"8"	"3"	"102"	"15"	"371"	"0"	"371"
"145"	"3"	"101"	"2"	""	"62"	"8"	"22"	"1"	"1"	"6"	"1"	"0"	"3"	"8"	"7"	"3"	"0"	"0"	"9"	"11"	"6"	"7"	"206"	"10"	"373"	"0"	"373"
"146"	"4"	"102"	"3"	""	"114"	"22"	"10"	"5"	"1"	"1"	"18"	"5"	"7"	"56"	"5"	"4"	"3"	"3"	"19"	"45"	"16"	"4"	"258"	"19"	"618"	"0"	"618"
"147"	"5"	"103"	"14"	""	"35"	"7"	"10"	"7"	"12"	"4"	"1"	"3"	"9"	"258"	"1"	"2"	"3"	"6"	"5"	"63"	"10"	"5"	"143"	"19"	"617"	"0"	"617"
"148"	"6"	"104"	"2"	""	"106"	"5"	"4"	"4"	"2"	"1"	"1"	"4"	"10"	"9"	"9"	"5"	"6"	"3"	"5"	"20"	"9"	"7"	"133"	"7"	"352"	"0"	"352"
"149"	"7"	"105"	"3"	""	"35"	"69"	"7"	"2"	"1"	"0"	"0"	"7"	"6"	"2"	"5"	"1"	"6"	"5"	"5"	"6"	"5"	"6"	"139"	"5"	"315"	"0"	"315"
"150"	"8"	"106"	"5"	""	"157"	"41"	"201"	"6"	"1"	"0"	"5"	"0"	"8"	"1"	"3"	"1"	"6"	"4"	"4"	"4"	"5"	"0"	"6"	"7"	"465"	"0"	"465"
"151"	"9"	"107"	"2"	""	"65"	"3"	"69"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"74"	"1"	"0"	"28"	"0"	"251"	"0"	"251"
"152"	"10"	"108"	"13"	""	"13"	"48"	"17"	"2"	"4"	"5"	"3"	"0"	"5"	"5"	"4"	"5"	"5"	"1"	"4"	"54"	"18"	"22"	"237"	"38"	"503"	"0"	"503"
"153"	"11"	"109"	"12"	""	"87"	"9"	"72"	"5"	"1"	"1"	"1"	"1"	"14"	"27"	"8"	"4"	"3"	"3"	"2"	"8"	"3"	"6"	"28"	"1"	"296"	"0"	"296"
"154"	"12"	"110"	"0"	""	"70"	"17"	"88"	"3"	"1"	"2"	"2"	"1"	"10"	"2"	"4"	"1"	"1"	"0"	"1"	"78"	"2"	"6"	"10"	"3"	"302"	"0"	"302"
"155"	"13"	"111"	"13"	""	"103"	"10"	"67"	"3"	"9"	"3"	"5"	"1"	"1"	"0"	"21"	"5"	"1"	"2"	"9"	"57"	"3"	"1"	"15"	"1"	"330"	"0"	"330"
"156"	"14"	"112"	"0"	""	"217"	"27"	"18"	"1"	"2"	"1"	"2"	"3"	"3"	"38"	"9"	"2"	"5"	"3"	"1"	"1"	"10"	"3"	"19"	"2"	"367"	"0"	"367"
"157"	"ROUND- 8"	""	"89"	""	"1176"	"300"	"751"	"58"	"56"	"38"	"45"	"35"	"91"	"463"	"101"	"52"	"50"	"42"	"92"	"546"	"97"	"73"	"1337"	"140"	"5632"	"0"	"5632"
"158"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"162"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"163"	"1"	"113"	"10"	""	"81"	"3"	"100"	"24"	"9"	"3"	"4"	"7"	"9"	"7"	"10"	"22"	"5"	"8"	"16"	"21"	"5"	"1"	"32"	"5"	"382"	"0"	"382"
"164"	"2"	"114"	"2"	""	"365"	"2"	"63"	"7"	"2"	"0"	"0"	"0"	"3"	"1"	"10"	"2"	"6"	"9"	"8"	"1"	"3"	"0"	"0"	"0"	"484"	"0"	"484"
"165"	"3"	"115"	"9"	""	"267"	"10"	"101"	"3"	"5"	"2"	"3"	"1"	"3"	"2"	"5"	"2"	"5"	"3"	"4"	"31"	"6"	"1"	"14"	"8"	"485"	"0"	"485"
"166"	"4"	"116"	"3"	""	"106"	"47"	"23"	"5"	"16"	"2"	"4"	"1"	"1"	"5"	"14"	"1"	"3"	"4"	"2"	"39"	"3"	"1"	"2"	"1"	"283"	"0"	"283"
"167"	"5"	"117"	"1"	""	"65"	"13"	"155"	"6"	"2"	"2"	"1"	"2"	"6"	"4"	"12"	"6"	"6"	"6"	"10"	"16"	"1"	"1"	"11"	"3"	"329"	"0"	"329"
"168"	"6"	"118"	"12"	""	"138"	"4"	"75"	"3"	"4"	"1"	"2"	"0"	"1"	"0"	"3"	"5"	"1"	"12"	"10"	"35"	"5"	"2"	"5"	"3"	"321"	"0"	"321"
"169"	"7"	"119"	"14"	""	"159"	"30"	"35"	"5"	"12"	"3"	"1"	"1"	"23"	"2"	"1"	"5"	"1"	"3"	"8"	"54"	"8"	"2"	"6"	"1"	"374"	"0"	"374"
"170"	"8"	"120"	"12"	""	"102"	"3"	"104"	"12"	"5"	"5"	"1"	"2"	"41"	"3"	"40"	"11"	"5"	"7"	"18"	"87"	"3"	"0"	"4"	"6"	"471"	"0"	"471"
"171"	"9"	"121"	"12"	""	"81"	"14"	"76"	"3"	"2"	"3"	"1"	"0"	"1"	"2"	"228"	"7"	"8"	"8"	"6"	"9"	"3"	"0"	"2"	"2"	"468"	"0"	"468"
"172"	"10"	"122"	"6"	""	"148"	"18"	"57"	"8"	"4"	"0"	"1"	"0"	"4"	"1"	"78"	"3"	"7"	"12"	"9"	"8"	"3"	"2"	"1"	"10"	"380"	"0"	"380"
"173"	"11"	"123"	"4"	""	"82"	"0"	"299"	"3"	"0"	"0"	"0"	"0"	"18"	"1"	"4"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"418"	"0"	"418"
"174"	"12"	"124"	"5"	""	"27"	"49"	"55"	"3"	"1"	"1"	"4"	"2"	"7"	"2"	"27"	"11"	"9"	"5"	"12"	"2"	"1"	"11"	"12"	"6"	"252"	"0"	"252"
"175"	"13"	"125"	"17"	""	"65"	"11"	"148"	"8"	"14"	"3"	"6"	"4"	"5"	"3"	"96"	"14"	"15"	"10"	"16"	"64"	"5"	"3"	"4"	"10"	"521"	"0"	"521"
"176"	"14"	"126"	"9"	""	"178"	"6"	"19"	"1"	"4"	"1"	"0"	"2"	"3"	"2"	"40"	"3"	"0"	"3"	"12"	"214"	"14"	"2"	"2"	"9"	"524"	"0"	"524"
"177"	"ROUND- 9"	""	"116"	""	"1864"	"210"	"1310"	"91"	"80"	"26"	"28"	"22"	"125"	"35"	"568"	"92"	"71"	"90"	"131"	"588"	"60"	"26"	"95"	"64"	"5692"	"0"	"5692"
"178"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"182"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"183"	"1"	"127"	"31"	""	"97"	"94"	"13"	"3"	"6"	"3"	"2"	"1"	"5"	"3"	"7"	"9"	"9"	"10"	"21"	"94"	"12"	"5"	"14"	"10"	"449"	"0"	"449"
"184"	"2"	"128"	"14"	""	"50"	"82"	"15"	"3"	"5"	"3"	"2"	"0"	"1"	"2"	"113"	"7"	"15"	"5"	"15"	"168"	"8"	"6"	"7"	"7"	"528"	"0"	"528"
"185"	"3"	"129"	"8"	""	"6"	"3"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"22"	"2"	"2"	"1"	"6"	"216"	"10"	"3"	"2"	"3"	"291"	"0"	"291"
"186"	"4"	"130"	"15"	""	"215"	"69"	"31"	"9"	"12"	"4"	"4"	"3"	"2"	"4"	"36"	"7"	"3"	"3"	"15"	"32"	"8"	"3"	"6"	"5"	"486"	"0"	"486"
"187"	"5"	"131"	"22"	""	"81"	"14"	"69"	"4"	"10"	"4"	"1"	"3"	"6"	"16"	"79"	"12"	"13"	"8"	"16"	"138"	"14"	"11"	"11"	"16"	"548"	"0"	"548"
"188"	"6"	"132"	"0"	""	"29"	"12"	"10"	"0"	"7"	"1"	"0"	"0"	"1"	"1"	"16"	"0"	"1"	"0"	"2"	"49"	"3"	"2"	"129"	"4"	"267"	"0"	"267"
"189"	"7"	"133"	"9"	""	"11"	"3"	"26"	"4"	"2"	"0"	"1"	"7"	"2"	"0"	"75"	"2"	"4"	"1"	"2"	"65"	"6"	"0"	"5"	"1"	"226"	"0"	"226"
"190"	"8"	"134"	"6"	""	"53"	"9"	"14"	"4"	"6"	"4"	"0"	"2"	"5"	"2"	"33"	"3"	"1"	"2"	"1"	"220"	"14"	"1"	"12"	"5"	"397"	"0"	"397"
"191"	"9"	"135"	"18"	""	"39"	"0"	"59"	"11"	"5"	"4"	"2"	"1"	"1"	"1"	"18"	"14"	"2"	"3"	"12"	"16"	"4"	"0"	"6"	"3"	"219"	"0"	"219"
"192"	"10"	"136"	"9"	""	"56"	"13"	"2"	"1"	"4"	"4"	"0"	"1"	"4"	"2"	"13"	"1"	"5"	"2"	"4"	"41"	"13"	"3"	"27"	"9"	"214"	"0"	"214"
"193"	"11"	"137"	"14"	""	"126"	"33"	"76"	"9"	"2"	"1"	"5"	"2"	"1"	"5"	"17"	"14"	"11"	"5"	"13"	"86"	"6"	"1"	"3"	"8"	"438"	"0"	"438"
"194"	"12"	"138"	"11"	""	"93"	"64"	"103"	"8"	"5"	"0"	"5"	"3"	"2"	"5"	"146"	"12"	"12"	"3"	"7"	"93"	"7"	"1"	"12"	"8"	"600"	"0"	"600"
"195"	"13"	"139"	"2"	""	"338"	"18"	"53"	"3"	"2"	"1"	"0"	"2"	"2"	"1"	"59"	"5"	"5"	"2"	"8"	"8"	"1"	"1"	"2"	"2"	"515"	"0"	"515"
"196"	"14"	"140"	"5"	""	"65"	"5"	"98"	"9"	"2"	"7"	"5"	"0"	"2"	"4"	"54"	"15"	"3"	"0"	"3"	"6"	"0"	"4"	"0"	"2"	"289"	"0"	"289"
"197"	"ROUND- 10"	""	"164"	""	"1259"	"419"	"571"	"68"	"69"	"37"	"28"	"26"	"35"	"46"	"688"	"103"	"86"	"45"	"125"	"1232"	"106"	"41"	"236"	"83"	"5467"	"0"	"5467"
"198"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"202"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"203"	"1"	"141"	"37"	""	"238"	"22"	"101"	"9"	"3"	"3"	"1"	"4"	"3"	"7"	"87"	"6"	"4"	"1"	"5"	"19"	"7"	"4"	"7"	"6"	"574"	"0"	"574"
"204"	"2"	"142"	"44"	""	"68"	"21"	"73"	"6"	"7"	"3"	"2"	"1"	"3"	"1"	"38"	"8"	"8"	"4"	"6"	"89"	"4"	"0"	"3"	"5"	"394"	"0"	"394"
"205"	"3"	"143"	"9"	""	"16"	"4"	"80"	"6"	"7"	"1"	"3"	"2"	"0"	"1"	"27"	"2"	"4"	"5"	"8"	"149"	"11"	"4"	"9"	"14"	"362"	"0"	"362"
"206"	"4"	"144"	"86"	""	"63"	"57"	"46"	"6"	"0"	"2"	"1"	"0"	"1"	"14"	"45"	"8"	"7"	"5"	"10"	"5"	"4"	"5"	"3"	"3"	"371"	"0"	"371"
"207"	"5"	"145"	"13"	""	"175"	"4"	"65"	"3"	"1"	"4"	"1"	"0"	"0"	"2"	"10"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"283"	"0"	"283"
"208"	"6"	"146"	"13"	""	"56"	"22"	"85"	"4"	"2"	"5"	"2"	"1"	"2"	"5"	"50"	"4"	"3"	"3"	"6"	"34"	"2"	"0"	"3"	"1"	"303"	"0"	"303"
"209"	"7"	"147"	"36"	""	"35"	"23"	"94"	"6"	"2"	"1"	"2"	"0"	"2"	"0"	"25"	"1"	"2"	"3"	"3"	"16"	"0"	"0"	"1"	"4"	"256"	"0"	"256"
"210"	"8"	"148"	"10"	""	"58"	"2"	"39"	"5"	"5"	"0"	"5"	"7"	"4"	"15"	"111"	"8"	"11"	"9"	"21"	"56"	"11"	"6"	"6"	"9"	"398"	"0"	"398"
"211"	"9"	"149"	"3"	""	"76"	"49"	"63"	"5"	"3"	"4"	"0"	"7"	"3"	"4"	"132"	"9"	"12"	"10"	"18"	"38"	"4"	"2"	"3"	"5"	"450"	"0"	"450"
"212"	"10"	"150"	"2"	""	"28"	"30"	"78"	"3"	"1"	"7"	"1"	"0"	"1"	"2"	"83"	"5"	"0"	"1"	"0"	"47"	"1"	"0"	"0"	"1"	"291"	"0"	"291"
"213"	"11"	"151"	"3"	""	"35"	"1"	"30"	"6"	"2"	"3"	"4"	"1"	"6"	"4"	"78"	"4"	"5"	"12"	"13"	"13"	"1"	"2"	"3"	"5"	"231"	"0"	"231"
"214"	"12"	"152"	"12"	""	"199"	"7"	"114"	"12"	"5"	"1"	"2"	"3"	"2"	"1"	"56"	"8"	"6"	"4"	"5"	"49"	"4"	"2"	"0"	"3"	"495"	"0"	"495"
"215"	"13"	"153"	"15"	""	"60"	"14"	"27"	"3"	"4"	"2"	"1"	"2"	"8"	"7"	"91"	"5"	"3"	"0"	"8"	"30"	"2"	"1"	"2"	"3"	"288"	"0"	"288"
"216"	"14"	"154"	"1"	""	"44"	"3"	"15"	"6"	"2"	"0"	"0"	"0"	"1"	"1"	"41"	"2"	"4"	"1"	"2"	"368"	"5"	"0"	"2"	"5"	"503"	"0"	"503"
"217"	"ROUND- 11"	""	"284"	""	"1151"	"259"	"910"	"80"	"44"	"36"	"25"	"28"	"36"	"64"	"874"	"70"	"70"	"58"	"107"	"913"	"57"	"26"	"42"	"65"	"5199"	"0"	"5199"
"218"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"219"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"222"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"223"	"1"	"155"	"6"	""	"27"	"13"	"84"	"9"	"4"	"3"	"4"	"6"	"6"	"4"	"249"	"6"	"27"	"11"	"32"	"48"	"3"	"2"	"1"	"11"	"556"	"0"	"556"
"224"	"2"	"156"	"57"	""	"64"	"9"	"24"	"3"	"4"	"3"	"2"	"7"	"3"	"3"	"48"	"2"	"5"	"1"	"6"	"218"	"10"	"0"	"4"	"17"	"490"	"0"	"490"
"225"	"3"	"157"	"26"	""	"82"	"28"	"11"	"3"	"4"	"3"	"1"	"4"	"7"	"0"	"13"	"1"	"7"	"2"	"15"	"88"	"4"	"3"	"1"	"4"	"307"	"0"	"307"
"226"	"4"	"158"	"26"	""	"131"	"13"	"87"	"7"	"12"	"2"	"3"	"16"	"7"	"3"	"45"	"4"	"2"	"8"	"11"	"52"	"13"	"8"	"10"	"8"	"468"	"0"	"468"
"227"	"5"	"159"	"11"	""	"167"	"56"	"125"	"12"	"2"	"1"	"3"	"0"	"4"	"156"	"5"	"8"	"7"	"4"	"3"	"55"	"7"	"1"	"2"	"0"	"629"	"0"	"629"
"228"	"6"	"160"	"8"	""	"152"	"3"	"9"	"8"	"41"	"1"	"1"	"0"	"5"	"273"	"2"	"1"	"1"	"2"	"1"	"29"	"1"	"0"	"3"	"5"	"546"	"0"	"546"
"229"	"7"	"161"	"9"	""	"191"	"13"	"7"	"2"	"8"	"4"	"3"	"2"	"2"	"153"	"1"	"0"	"2"	"0"	"2"	"56"	"2"	"0"	"3"	"0"	"460"	"0"	"460"
"230"	"8"	"162"	"8"	""	"138"	"178"	"20"	"6"	"4"	"3"	"1"	"6"	"6"	"92"	"9"	"6"	"13"	"18"	"16"	"55"	"7"	"5"	"5"	"4"	"600"	"0"	"600"
"231"	"9"	"163"	"13"	""	"43"	"32"	"35"	"2"	"2"	"22"	"3"	"2"	"4"	"1"	"14"	"4"	"0"	"3"	"6"	"52"	"3"	"2"	"5"	"3"	"251"	"0"	"251"
"232"	"10"	"164"	"13"	""	"170"	"47"	"20"	"3"	"1"	"33"	"4"	"1"	"2"	"2"	"7"	"1"	"4"	"2"	"3"	"58"	"9"	"2"	"5"	"12"	"399"	"0"	"399"
