"Total.No..of.Electors.in.Assembly.Constituency.Segment..189073"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"188"	"90"	"202"	"152"	"16"	"3"	"1"	"3"	"14"	"6"	"1"	"3"	"13"	"7"	"421"	"0"	"421"	"0"
"189"	"91"	"327"	"82"	"23"	"69"	"3"	"1"	"5"	"5"	"11"	"6"	"16"	"34"	"582"	"0"	"582"	"0"
"190"	"92"	"229"	"226"	"42"	"6"	"3"	"6"	"11"	"11"	"11"	"7"	"25"	"22"	"599"	"0"	"599"	"0"
"191"	"93"	"61"	"302"	"19"	"3"	"4"	"3"	"8"	"3"	"5"	"10"	"18"	"30"	"466"	"0"	"466"	"0"
"192"	"94"	"172"	"227"	"17"	"4"	"0"	"1"	"9"	"1"	"3"	"3"	"11"	"1"	"449"	"0"	"449"	"0"
"193"	"95"	"156"	"193"	"12"	"2"	"4"	"3"	"4"	"2"	"2"	"5"	"16"	"30"	"429"	"0"	"429"	"0"
"194"	"96"	"205"	"100"	"22"	"4"	"2"	"2"	"4"	"4"	"5"	"2"	"10"	"9"	"369"	"0"	"369"	"0"
"195"	"97"	"133"	"97"	"37"	"3"	"2"	"1"	"7"	"1"	"5"	"1"	"6"	"13"	"306"	"0"	"306"	"0"
"196"	"98"	"313"	"66"	"10"	"11"	"1"	"0"	"2"	"1"	"2"	"0"	"5"	"4"	"415"	"0"	"415"	"0"
"197"	"Total"	"2628"	"2339"	"416"	"132"	"35"	"27"	"99"	"48"	"62"	"57"	"146"	"223"	"6212"	"0"	"6212"	"0"
"198"	"B.F."	"14495"	"16062"	"2450"	"271"	"121"	"145"	"507"	"202"	"183"	"199"	"671"	"713"	"36019"	"0"	"36019"	"0"
"199"	"G. Total"	"17123"	"18401"	"2866"	"403"	"156"	"172"	"606"	"250"	"245"	"256"	"817"	"936"	"42231"	"0"	"42231"	"0"
"200"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"201"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"203"	"99"	"338"	"78"	"9"	"4"	"4"	"2"	"7"	"1"	"12"	"2"	"5"	"7"	"469"	"0"	"469"	"0"
"204"	"100"	"249"	"242"	"32"	"9"	"4"	"0"	"6"	"2"	"4"	"5"	"7"	"20"	"580"	"0"	"580"	"0"
"205"	"101"	"59"	"219"	"34"	"0"	"0"	"0"	"9"	"0"	"4"	"1"	"8"	"9"	"343"	"0"	"343"	"0"
"206"	"102"	"465"	"125"	"27"	"12"	"0"	"0"	"4"	"2"	"3"	"1"	"2"	"10"	"651"	"0"	"651"	"0"
"207"	"103"	"249"	"204"	"90"	"3"	"0"	"2"	"16"	"3"	"4"	"8"	"6"	"16"	"601"	"0"	"601"	"0"
"208"	"104"	"59"	"198"	"10"	"1"	"0"	"0"	"5"	"1"	"0"	"2"	"3"	"2"	"281"	"0"	"281"	"0"
"209"	"105"	"155"	"64"	"20"	"3"	"1"	"1"	"3"	"2"	"2"	"0"	"2"	"1"	"254"	"0"	"254"	"0"
"210"	"106"	"209"	"83"	"14"	"1"	"2"	"1"	"1"	"1"	"3"	"1"	"15"	"19"	"350"	"0"	"350"	"0"
"211"	"107"	"144"	"155"	"22"	"3"	"1"	"2"	"1"	"4"	"6"	"5"	"9"	"25"	"377"	"0"	"377"	"0"
"212"	"108"	"144"	"186"	"32"	"7"	"7"	"5"	"8"	"6"	"4"	"11"	"10"	"20"	"440"	"0"	"440"	"0"
"213"	"109"	"151"	"189"	"6"	"1"	"0"	"2"	"3"	"4"	"5"	"2"	"15"	"11"	"389"	"0"	"389"	"0"
"214"	"110"	"37"	"205"	"6"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"255"	"0"	"255"	"0"
"215"	"111"	"403"	"88"	"6"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"5"	"4"	"512"	"0"	"512"	"0"
"216"	"112"	"366"	"89"	"18"	"2"	"1"	"2"	"7"	"0"	"0"	"1"	"3"	"3"	"492"	"0"	"492"	"0"
"217"	"Total"	"3028"	"2125"	"326"	"47"	"21"	"19"	"71"	"27"	"47"	"41"	"92"	"150"	"5994"	"0"	"5994"	"0"
"218"	"B.F."	"17123"	"18401"	"2866"	"403"	"156"	"172"	"606"	"250"	"245"	"256"	"817"	"936"	"42231"	"0"	"42231"	"0"
"219"	"G. Total"	"20151"	"20526"	"3192"	"450"	"177"	"191"	"677"	"277"	"292"	"297"	"909"	"1086"	"48225"	"0"	"48225"	"0"
"220"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"221"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"223"	"113"	"97"	"241"	"19"	"3"	"1"	"3"	"11"	"3"	"6"	"4"	"10"	"14"	"412"	"0"	"412"	"0"
"224"	"114"	"124"	"170"	"76"	"3"	"3"	"2"	"23"	"6"	"3"	"4"	"6"	"20"	"440"	"0"	"440"	"0"
"225"	"115"	"20"	"613"	"22"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"5"	"4"	"668"	"0"	"668"	"0"
"226"	"116"	"24"	"74"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"5"	"3"	"113"	"0"	"113"	"0"
"227"	"117"	"63"	"125"	"36"	"0"	"1"	"0"	"10"	"3"	"0"	"4"	"7"	"13"	"262"	"0"	"262"	"0"
"228"	"118"	"206"	"270"	"45"	"9"	"3"	"2"	"20"	"3"	"5"	"1"	"6"	"4"	"574"	"0"	"574"	"0"
"229"	"119"	"102"	"98"	"123"	"6"	"2"	"3"	"2"	"0"	"0"	"4"	"2"	"9"	"351"	"0"	"351"	"0"
"230"	"120"	"176"	"153"	"12"	"0"	"0"	"1"	"9"	"1"	"1"	"1"	"3"	"1"	"358"	"0"	"358"	"0"
"231"	"121"	"31"	"422"	"14"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"472"	"0"	"472"	"0"
"232"	"122"	"75"	"272"	"22"	"3"	"0"	"0"	"23"	"0"	"2"	"1"	"5"	"4"	"407"	"0"	"407"	"0"
"233"	"123"	"194"	"180"	"137"	"4"	"3"	"0"	"13"	"2"	"1"	"3"	"3"	"12"	"552"	"0"	"552"	"0"
"234"	"124"	"316"	"225"	"21"	"9"	"1"	"1"	"12"	"1"	"1"	"2"	"2"	"4"	"595"	"0"	"595"	"0"
"235"	"125"	"126"	"102"	"7"	"2"	"2"	"0"	"7"	"1"	"0"	"0"	"3"	"5"	"255"	"0"	"255"	"0"
"236"	"126"	"46"	"214"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"5"	"271"	"0"	"271"	"0"
"237"	"Total"	"1600"	"3159"	"536"	"44"	"18"	"13"	"136"	"20"	"20"	"25"	"59"	"100"	"5730"	"0"	"5730"	"0"
"238"	"B.F."	"20151"	"20526"	"3192"	"450"	"177"	"191"	"677"	"277"	"292"	"297"	"909"	"1086"	"48225"	"0"	"48225"	"0"
"239"	"G. Total"	"21751"	"23685"	"3728"	"494"	"195"	"204"	"813"	"297"	"312"	"322"	"968"	"1186"	"53955"	"0"	"53955"	"0"
"240"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"241"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"242"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"243"	"127"	"81"	"379"	"28"	"6"	"2"	"3"	"16"	"1"	"7"	"4"	"20"	"16"	"563"	"0"	"563"	"0"
"244"	"128"	"158"	"196"	"32"	"6"	"2"	"0"	"15"	"4"	"4"	"3"	"9"	"9"	"438"	"0"	"438"	"0"
"245"	"129"	"81"	"230"	"26"	"6"	"3"	"4"	"25"	"3"	"7"	"1"	"8"	"9"	"403"	"0"	"403"	"0"
"246"	"130"	"179"	"158"	"23"	"6"	"1"	"2"	"7"	"3"	"3"	"2"	"10"	"23"	"417"	"0"	"417"	"0"
"247"	"131"	"354"	"217"	"16"	"7"	"1"	"1"	"14"	"3"	"7"	"7"	"4"	"17"	"648"	"0"	"648"	"0"
"248"	"132"	"154"	"210"	"18"	"1"	"3"	"2"	"7"	"2"	"2"	"8"	"11"	"41"	"459"	"0"	"459"	"0"
"249"	"133"	"102"	"77"	"6"	"1"	"0"	"5"	"4"	"1"	"6"	"1"	"0"	"6"	"209"	"0"	"209"	"0"
"250"	"134"	"151"	"116"	"5"	"3"	"0"	"1"	"5"	"1"	"5"	"4"	"4"	"5"	"300"	"0"	"300"	"0"
"251"	"135"	"337"	"143"	"13"	"2"	"3"	"2"	"2"	"0"	"3"	"5"	"6"	"5"	"521"	"0"	"521"	"0"
"252"	"136"	"250"	"150"	"20"	"5"	"4"	"3"	"5"	"4"	"4"	"3"	"9"	"15"	"472"	"0"	"472"	"0"
"253"	"137"	"274"	"53"	"4"	"3"	"0"	"1"	"4"	"0"	"0"	"0"	"4"	"2"	"345"	"0"	"345"	"0"
"254"	"138"	"39"	"183"	"40"	"3"	"0"	"5"	"12"	"3"	"2"	"3"	"6"	"10"	"306"	"0"	"306"	"0"
"255"	"139"	"149"	"107"	"2"	"0"	"1"	"1"	"2"	"0"	"3"	"0"	"5"	"20"	"290"	"0"	"290"	"0"
"256"	"140"	"40"	"278"	"35"	"1"	"4"	"1"	"7"	"1"	"0"	"1"	"1"	"1"	"370"	"0"	"370"	"0"
"257"	"Total"	"2349"	"2497"	"268"	"50"	"24"	"31"	"125"	"26"	"53"	"42"	"97"	"179"	"5741"	"0"	"5741"	"0"
"258"	"B.F."	"21751"	"23685"	"3728"	"494"	"195"	"204"	"813"	"297"	"312"	"322"	"968"	"1186"	"53955"	"0"	"53955"	"0"
"259"	"G. Total"	"24100"	"26182"	"3996"	"544"	"219"	"235"	"938"	"323"	"365"	"364"	"1065"	"1365"	"59696"	"0"	"59696"	"0"
"260"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"261"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"263"	"141"	"94"	"154"	"65"	"3"	"1"	"0"	"4"	"2"	"0"	"1"	"5"	"9"	"338"	"0"	"338"	"0"
"264"	"142"	"288"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"0"	"297"	"0"
"265"	"143"	"351"	"73"	"8"	"4"	"0"	"1"	"5"	"3"	"5"	"2"	"7"	"21"	"480"	"0"	"480"	"0"
"266"	"144"	"55"	"165"	"24"	"1"	"0"	"0"	"2"	"3"	"2"	"5"	"11"	"26"	"294"	"0"	"294"	"0"
"267"	"145"	"101"	"114"	"16"	"0"	"1"	"0"	"2"	"2"	"2"	"0"	"1"	"7"	"246"	"0"	"246"	"0"
"268"	"146"	"80"	"464"	"8"	"2"	"2"	"2"	"12"	"1"	"1"	"2"	"1"	"2"	"577"	"0"	"577"	"0"
"269"	"147"	"12"	"376"	"17"	"3"	"0"	"2"	"3"	"0"	"0"	"2"	"5"	"4"	"424"	"0"	"424"	"0"
"270"	"148"	"168"	"172"	"8"	"3"	"2"	"3"	"5"	"0"	"3"	"0"	"6"	"4"	"374"	"0"	"374"	"0"
"271"	"149"	"193"	"86"	"7"	"4"	"0"	"1"	"2"	"1"	"2"	"2"	"7"	"16"	"321"	"0"	"321"	"0"
"272"	"150"	"13"	"241"	"38"	"5"	"3"	"0"	"4"	"0"	"1"	"4"	"6"	"7"	"322"	"0"	"322"	"0"
"273"	"151"	"14"	"283"	"19"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"4"	"323"	"0"	"323"	"0"
"274"	"152"	"338"	"250"	"11"	"5"	"1"	"1"	"6"	"2"	"3"	"1"	"10"	"14"	"642"	"0"	"642"	"0"
"275"	"153"	"151"	"123"	"75"	"5"	"3"	"4"	"5"	"1"	"1"	"2"	"3"	"8"	"381"	"0"	"381"	"0"
"276"	"154"	"76"	"255"	"34"	"1"	"0"	"4"	"7"	"1"	"2"	"2"	"12"	"10"	"404"	"0"	"404"	"0"
"277"	"Total"	"1934"	"2764"	"331"	"36"	"13"	"19"	"58"	"17"	"22"	"23"	"74"	"132"	"5423"	"0"	"5423"	"0"
"278"	"B.F."	"24100"	"26182"	"3996"	"544"	"219"	"235"	"938"	"323"	"365"	"364"	"1065"	"1365"	"59696"	"0"	"59696"	"0"
"279"	"G. Total"	"26034"	"28946"	"4327"	"580"	"232"	"254"	"996"	"340"	"387"	"387"	"1139"	"1497"	"65119"	"0"	"65119"	"0"
"280"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"281"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"282"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"283"	"155"	"282"	"46"	"7"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"340"	"0"	"340"	"0"
"284"	"156"	"486"	"110"	"6"	"1"	"2"	"1"	"2"	"1"	"8"	"0"	"6"	"9"	"632"	"0"	"632"	"0"
"285"	"157"	"209"	"206"	"24"	"2"	"1"	"1"	"7"	"4"	"1"	"0"	"5"	"2"	"462"	"0"	"462"	"0"
"286"	"158"	"373"	"91"	"109"	"3"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"3"	"585"	"0"	"585"	"0"
"287"	"159"	"374"	"28"	"47"	"2"	"1"	"2"	"0"	"1"	"0"	"4"	"2"	"4"	"465"	"0"	"465"	"0"
"288"	"160"	"204"	"280"	"51"	"5"	"5"	"2"	"8"	"7"	"4"	"0"	"5"	"4"	"575"	"0"	"575"	"0"
"289"	"161"	"132"	"231"	"73"	"6"	"1"	"2"	"14"	"7"	"1"	"4"	"12"	"20"	"503"	"0"	"503"	"0"
"290"	"162"	"296"	"97"	"14"	"2"	"3"	"2"	"7"	"2"	"2"	"2"	"8"	"9"	"444"	"0"	"444"	"0"
"291"	"163"	"130"	"80"	"21"	"1"	"1"	"0"	"2"	"0"	"3"	"2"	"9"	"7"	"256"	"0"	"256"	"0"
"292"	"164"	"164"	"15"	"34"	"1"	"2"	"0"	"1"	"0"	"4"	"4"	"1"	"7"	"233"	"0"	"233"	"0"
"293"	"165"	"337"	"76"	"5"	"1"	"4"	"0"	"4"	"3"	"2"	"2"	"5"	"8"	"447"	"0"	"447"	"0"
"294"	"166"	"158"	"96"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"4"	"265"	"0"	"265"	"0"
"295"	"167"	"253"	"76"	"41"	"2"	"3"	"1"	"1"	"2"	"2"	"3"	"6"	"4"	"394"	"0"	"394"	"0"
"296"	"168"	"338"	"95"	"12"	"2"	"0"	"1"	"2"	"1"	"1"	"0"	"1"	"2"	"455"	"0"	"455"	"0"
"297"	"Total"	"3736"	"1527"	"447"	"30"	"23"	"14"	"51"	"30"	"28"	"23"	"64"	"83"	"6056"	"0"	"6056"	"0"
"298"	"B.F."	"26034"	"28946"	"4327"	"580"	"232"	"254"	"996"	"340"	"387"	"387"	"1139"	"1497"	"65119"	"0"	"65119"	"0"
"299"	"G. Total"	"29770"	"30473"	"4774"	"610"	"255"	"268"	"1047"	"370"	"415"	"410"	"1203"	"1580"	"71175"	"0"	"71175"	"0"
"300"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"301"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"302"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"303"	"169"	"114"	"262"	"26"	"7"	"1"	"0"	"12"	"0"	"4"	"0"	"5"	"5"	"436"	"0"	"436"	"0"
"304"	"170"	"61"	"166"	"6"	"6"	"1"	"2"	"6"	"3"	"1"	"2"	"4"	"15"	"273"	"0"	"273"	"0"
"305"	"171"	"275"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"0"	"280"	"0"
"306"	"172"	"396"	"141"	"21"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"10"	"13"	"589"	"0"	"589"	"0"
"307"	"173"	"103"	"109"	"139"	"1"	"2"	"2"	"8"	"2"	"2"	"2"	"4"	"10"	"384"	"0"	"384"	"0"
"308"	"174"	"175"	"193"	"130"	"9"	"0"	"1"	"14"	"2"	"4"	"2"	"5"	"6"	"541"	"0"	"541"	"0"
"309"	"175"	"319"	"25"	"33"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"1"	"2"	"386"	"0"	"386"	"0"
"310"	"176"	"324"	"110"	"26"	"2"	"2"	"0"	"5"	"2"	"3"	"0"	"6"	"4"	"484"	"0"	"484"	"0"
"311"	"177"	"434"	"58"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"501"	"0"	"501"	"0"
"312"	"178"	"10"	"562"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"574"	"0"	"574"	"0"
"313"	"179"	"4"	"601"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"621"	"0"	"621"	"0"
"314"	"180"	"510"	"65"	"10"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"3"	"594"	"0"	"594"	"0"
"315"	"181"	"206"	"234"	"10"	"4"	"0"	"3"	"8"	"2"	"1"	"3"	"10"	"15"	"496"	"0"	"496"	"0"
"316"	"182"	"111"	"274"	"107"	"11"	"3"	"2"	"5"	"9"	"4"	"6"	"20"	"13"	"565"	"0"	"565"	"0"
"317"	"Total"	"3042"	"2804"	"527"	"48"	"10"	"11"	"60"	"23"	"22"	"20"	"67"	"90"	"6724"	"0"	"6724"	"0"
"318"	"B.F."	"29770"	"30473"	"4774"	"610"	"255"	"268"	"1047"	"370"	"415"	"410"	"1203"	"1580"	"71175"	"0"	"71175"	"0"
"319"	"G. Total"	"32812"	"33277"	"5301"	"658"	"265"	"279"	"1107"	"393"	"437"	"430"	"1270"	"1670"	"77899"	"0"	"77899"	"0"
"320"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"321"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"322"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"323"	"183"	"295"	"143"	"56"	"0"	"1"	"0"	"6"	"3"	"0"	"0"	"7"	"5"	"516"	"0"	"516"	"0"
"324"	"184"	"30"	"244"	"17"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"6"	"3"	"306"	"0"	"306"	"0"
"325"	"185"	"29"	"230"	"74"	"1"	"3"	"0"	"7"	"2"	"1"	"7"	"3"	"3"	"360"	"0"	"360"	"0"
"326"	"186"	"136"	"69"	"93"	"2"	"1"	"2"	"3"	"2"	"0"	"1"	"0"	"2"	"311"	"0"	"311"	"0"
"327"	"187"	"122"	"126"	"37"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"5"	"297"	"0"	"297"	"0"
"328"	"188"	"330"	"39"	"10"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"8"	"394"	"0"	"394"	"0"
"329"	"189"	"111"	"264"	"122"	"6"	"1"	"3"	"7"	"4"	"2"	"4"	"8"	"10"	"542"	"0"	"542"	"0"
"330"	"190"	"363"	"51"	"43"	"3"	"2"	"1"	"10"	"8"	"3"	"2"	"7"	"10"	"503"	"0"	"503"	"0"
"331"	"191"	"233"	"131"	"93"	"7"	"1"	"2"	"6"	"0"	"2"	"1"	"6"	"13"	"495"	"0"	"495"	"0"
"332"	"192"	"38"	"161"	"217"	"10"	"1"	"2"	"10"	"4"	"2"	"3"	"7"	"8"	"463"	"0"	"463"	"0"
"333"	"193"	"81"	"228"	"49"	"2"	"2"	"3"	"7"	"4"	"5"	"5"	"17"	"16"	"419"	"0"	"419"	"0"
"334"	"194"	"75"	"324"	"62"	"5"	"1"	"3"	"5"	"3"	"2"	"2"	"10"	"13"	"505"	"0"	"505"	"0"
"335"	"195"	"52"	"205"	"13"	"1"	"2"	"1"	"8"	"2"	"6"	"4"	"1"	"7"	"302"	"0"	"302"	"0"
"336"	"196"	"85"	"159"	"52"	"5"	"3"	"3"	"8"	"3"	"1"	"5"	"7"	"13"	"344"	"0"	"344"	"0"
"337"	"Total"	"1980"	"2374"	"938"	"47"	"19"	"21"	"81"	"39"	"26"	"35"	"81"	"116"	"5757"	"0"	"5757"	"0"
"338"	"B.F."	"32812"	"33277"	"5301"	"658"	"265"	"279"	"1107"	"393"	"437"	"430"	"1270"	"1670"	"77899"	"0"	"77899"	"0"
"339"	"G. Total"	"34792"	"35651"	"6239"	"705"	"284"	"300"	"1188"	"432"	"463"	"465"	"1351"	"1786"	"83656"	"0"	"83656"	"0"
"340"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"341"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"342"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"343"	"197"	"259"	"90"	"97"	"6"	"0"	"2"	"7"	"2"	"2"	"0"	"3"	"0"	"468"	"0"	"468"	"0"
"344"	"198"	"223"	"60"	"12"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"1"	"4"	"306"	"0"	"306"	"0"
"345"	"199"	"152"	"47"	"27"	"0"	"2"	"0"	"2"	"0"	"1"	"1"	"2"	"4"	"238"	"0"	"238"	"0"
"346"	"200"	"118"	"38"	"18"	"2"	"0"	"2"	"2"	"3"	"2"	"0"	"5"	"13"	"203"	"0"	"203"	"0"
"347"	"201"	"166"	"108"	"13"	"4"	"1"	"1"	"3"	"2"	"2"	"1"	"1"	"4"	"306"	"0"	"306"	"0"
"348"	"202"	"152"	"102"	"22"	"1"	"0"	"1"	"5"	"0"	"1"	"1"	"1"	"0"	"286"	"0"	"286"	"0"
"349"	"203"	"160"	"170"	"112"	"7"	"1"	"1"	"4"	"5"	"2"	"3"	"5"	"8"	"478"	"0"	"478"	"0"
"350"	"204"	"799"	"38"	"5"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"850"	"0"	"850"	"0"
"351"	"Total"	"2029"	"653"	"306"	"22"	"5"	"9"	"27"	"12"	"10"	"6"	"20"	"36"	"3135"	"0"	"3135"	"0"
"352"	"B.F."	"34792"	"35651"	"6239"	"705"	"284"	"300"	"1188"	"432"	"463"	"465"	"1351"	"1786"	"83656"	"0"	"83656"	"0"
"353"	"G. Total"	"36821"	"36304"	"6545"	"727"	"289"	"309"	"1215"	"444"	"473"	"471"	"1371"	"1822"	"86791"	"0"	"86791"	"0"
"354"	"Place- BAZAR SAMITI, SANDHA, CHAPRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"Date - 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
