"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"167"	"147"	"121"	"23"	"172"	"21"	"7"	"3"	"3"	"6"	"1"	"3"	"2"	"1"	"2"	"3"	"2"	"0"	"370"
"168"	"148"	"251"	"13"	"111"	"28"	"2"	"2"	"1"	"2"	"0"	"2"	"2"	"2"	"1"	"2"	"0"	"3"	"422"
"169"	"149"	"102"	"46"	"36"	"17"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"210"
"170"	"150"	"66"	"26"	"101"	"8"	"2"	"1"	"3"	"1"	"1"	"1"	"6"	"3"	"4"	"2"	"5"	"5"	"235"
"171"	"151"	"110"	"27"	"29"	"2"	"1"	"0"	"9"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"186"
"172"	"152"	"130"	"10"	"133"	"154"	"4"	"2"	"8"	"3"	"3"	"2"	"6"	"4"	"2"	"3"	"4"	"4"	"472"
"173"	"153"	"48"	"4"	"25"	"1"	"0"	"0"	"2"	"5"	"1"	"17"	"1"	"0"	"0"	"0"	"1"	"1"	"106"
"174"	"154"	"5"	"6"	"26"	"1"	"1"	"0"	"0"	"1"	"1"	"18"	"4"	"0"	"0"	"0"	"1"	"0"	"64"
"175"	"155"	"52"	"9"	"291"	"11"	"1"	"0"	"2"	"16"	"1"	"6"	"5"	"1"	"1"	"5"	"0"	"0"	"401"
"176"	"156"	"57"	"30"	"77"	"7"	"0"	"7"	"7"	"15"	"1"	"1"	"2"	"4"	"0"	"5"	"4"	"3"	"220"
"177"	"157"	"18"	"13"	"159"	"8"	"1"	"3"	"5"	"8"	"7"	"111"	"8"	"2"	"3"	"13"	"5"	"12"	"376"
"178"	"158"	"75"	"58"	"125"	"2"	"2"	"0"	"7"	"2"	"1"	"4"	"6"	"2"	"2"	"1"	"3"	"6"	"296"
"179"	"159"	"77"	"25"	"234"	"13"	"4"	"7"	"7"	"3"	"5"	"56"	"10"	"3"	"2"	"3"	"2"	"3"	"454"
"180"	"160"	"28"	"15"	"45"	"14"	"2"	"1"	"0"	"0"	"0"	"5"	"2"	"1"	"1"	"2"	"0"	"4"	"120"
"181"	"161"	"41"	"55"	"18"	"20"	"3"	"0"	"0"	"6"	"3"	"27"	"4"	"2"	"1"	"2"	"1"	"4"	"187"
"182"	"162"	"24"	"33"	"236"	"12"	"20"	"4"	"26"	"8"	"1"	"5"	"28"	"7"	"5"	"17"	"6"	"13"	"445"
"183"	"163"	"150"	"10"	"109"	"6"	"2"	"1"	"7"	"1"	"0"	"6"	"6"	"1"	"0"	"4"	"5"	"11"	"319"
"184"	"164"	"22"	"26"	"140"	"7"	"6"	"5"	"8"	"6"	"4"	"2"	"7"	"6"	"3"	"6"	"10"	"10"	"268"
"185"	"165"	"84"	"34"	"143"	"6"	"8"	"7"	"7"	"8"	"1"	"5"	"5"	"1"	"1"	"2"	"2"	"8"	"322"
"186"	"166"	"48"	"115"	"224"	"13"	"8"	"4"	"14"	"2"	"2"	"0"	"3"	"1"	"1"	"7"	"2"	"5"	"449"
"187"	"167"	"39"	"35"	"241"	"4"	"4"	"5"	"6"	"4"	"1"	"0"	"3"	"2"	"1"	"5"	"3"	"4"	"357"
"188"	"168"	"17"	"1"	"156"	"6"	"5"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"0"	"194"
"189"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"191"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"192"	"169"	"42"	"56"	"188"	"4"	"1"	"1"	"6"	"2"	"2"	"2"	"9"	"1"	"0"	"3"	"3"	"4"	"324"
"193"	"170"	"77"	"6"	"76"	"14"	"1"	"0"	"3"	"0"	"1"	"6"	"3"	"1"	"1"	"1"	"1"	"1"	"192"
"194"	"171"	"90"	"87"	"106"	"12"	"8"	"1"	"4"	"8"	"2"	"1"	"6"	"1"	"2"	"1"	"1"	"4"	"334"
"195"	"172"	"101"	"125"	"159"	"6"	"2"	"1"	"9"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"6"	"2"	"416"
"196"	"173"	"57"	"44"	"102"	"7"	"0"	"0"	"8"	"2"	"3"	"0"	"5"	"3"	"2"	"1"	"0"	"1"	"235"
"197"	"174"	"96"	"31"	"206"	"8"	"9"	"4"	"17"	"2"	"4"	"5"	"8"	"2"	"2"	"2"	"3"	"8"	"407"
"198"	"175"	"107"	"14"	"58"	"6"	"1"	"1"	"6"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"2"	"201"
"199"	"176"	"126"	"67"	"235"	"12"	"9"	"7"	"9"	"1"	"4"	"9"	"7"	"3"	"6"	"2"	"4"	"14"	"515"
"200"	"177"	"94"	"22"	"274"	"10"	"4"	"6"	"7"	"2"	"0"	"2"	"5"	"1"	"3"	"4"	"3"	"2"	"439"
"201"	"178"	"68"	"15"	"68"	"13"	"3"	"3"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"4"	"10"	"191"
"202"	"179"	"11"	"2"	"245"	"5"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"3"	"1"	"1"	"275"
"203"	"180"	"90"	"17"	"91"	"4"	"2"	"2"	"3"	"2"	"1"	"0"	"4"	"1"	"0"	"1"	"1"	"1"	"220"
"204"	"181"	"194"	"29"	"211"	"9"	"4"	"6"	"2"	"2"	"3"	"2"	"5"	"7"	"5"	"21"	"8"	"24"	"532"
"205"	"182"	"341"	"65"	"156"	"12"	"3"	"2"	"1"	"3"	"0"	"3"	"3"	"1"	"1"	"1"	"2"	"18"	"612"
"206"	"183"	"118"	"20"	"157"	"16"	"4"	"1"	"3"	"4"	"3"	"39"	"4"	"2"	"1"	"3"	"1"	"4"	"380"
"207"	"184"	"300"	"27"	"57"	"10"	"6"	"2"	"9"	"1"	"0"	"2"	"1"	"2"	"1"	"2"	"2"	"6"	"428"
"208"	"185"	"75"	"24"	"49"	"7"	"3"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"2"	"169"
"209"	"186"	"94"	"47"	"76"	"20"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"246"
"210"	"187"	"179"	"5"	"280"	"21"	"3"	"2"	"14"	"2"	"0"	"2"	"10"	"0"	"1"	"3"	"3"	"2"	"527"
"211"	"188"	"105"	"6"	"288"	"37"	"3"	"1"	"4"	"10"	"0"	"2"	"3"	"2"	"1"	"2"	"1"	"3"	"468"
"212"	"189"	"144"	"46"	"225"	"28"	"7"	"3"	"8"	"4"	"1"	"0"	"7"	"9"	"0"	"1"	"1"	"1"	"485"
"213"	"190"	"93"	"22"	"125"	"26"	"3"	"0"	"5"	"2"	"1"	"1"	"13"	"5"	"2"	"14"	"8"	"10"	"330"
"214"	"191"	"49"	"79"	"31"	"32"	"0"	"5"	"2"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"3"	"5"	"211"
"215"	"192"	"28"	"23"	"89"	"17"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"166"
"216"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"218"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"219"	"193"	"77"	"50"	"170"	"9"	"2"	"1"	"17"	"109"	"3"	"2"	"20"	"1"	"2"	"1"	"3"	"6"	"473"
"220"	"194"	"74"	"26"	"66"	"35"	"1"	"4"	"7"	"4"	"1"	"2"	"3"	"2"	"0"	"1"	"2"	"3"	"231"
"221"	"195"	"72"	"30"	"152"	"15"	"1"	"0"	"3"	"3"	"2"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"282"
"222"	"196"	"173"	"51"	"240"	"11"	"9"	"3"	"10"	"5"	"2"	"2"	"11"	"7"	"1"	"3"	"4"	"4"	"536"
"223"	"197"	"161"	"16"	"183"	"7"	"6"	"3"	"6"	"6"	"3"	"-1"	"3"	"3"	"5"	"2"	"8"	"6"	"419"
"224"	"198"	"71"	"18"	"173"	"12"	"5"	"4"	"14"	"28"	"3"	"3"	"7"	"2"	"3"	"2"	"7"	"8"	"360"
"225"	"199"	"190"	"15"	"61"	"104"	"1"	"3"	"3"	"4"	"5"	"0"	"1"	"5"	"2"	"12"	"8"	"34"	"448"
"226"	"200"	"101"	"20"	"244"	"10"	"13"	"5"	"4"	"3"	"1"	"2"	"7"	"3"	"1"	"5"	"1"	"0"	"420"
"227"	"201"	"124"	"17"	"235"	"19"	"3"	"4"	"10"	"12"	"5"	"3"	"16"	"10"	"2"	"12"	"13"	"29"	"514"
"228"	"202"	"88"	"23"	"231"	"24"	"2"	"4"	"6"	"1"	"2"	"0"	"8"	"3"	"3"	"5"	"1"	"13"	"414"
"229"	"203"	"230"	"18"	"119"	"13"	"0"	"2"	"3"	"2"	"3"	"1"	"9"	"10"	"4"	"7"	"7"	"28"	"456"
"230"	"204"	"72"	"38"	"46"	"3"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"2"	"1"	"168"
"231"	"205"	"70"	"8"	"138"	"7"	"6"	"5"	"13"	"49"	"9"	"2"	"28"	"6"	"10"	"11"	"14"	"30"	"406"
"232"	"206"	"238"	"43"	"128"	"10"	"5"	"4"	"9"	"6"	"3"	"2"	"13"	"3"	"6"	"5"	"4"	"17"	"496"
"233"	"207"	"37"	"73"	"101"	"49"	"6"	"4"	"2"	"2"	"0"	"2"	"9"	"0"	"1"	"4"	"6"	"9"	"305"
"234"	"208"	"108"	"18"	"133"	"11"	"1"	"0"	"2"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"278"
"235"	"209"	"139"	"49"	"256"	"28"	"1"	"8"	"8"	"6"	"4"	"4"	"7"	"3"	"0"	"6"	"5"	"17"	"541"
"236"	"210"	"77"	"81"	"139"	"28"	"0"	"5"	"6"	"6"	"2"	"1"	"6"	"1"	"4"	"6"	"6"	"5"	"373"
"237"	"211"	"14"	"18"	"141"	"4"	"0"	"1"	"4"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"187"
"238"	"212"	"129"	"191"	"96"	"19"	"6"	"5"	"5"	"2"	"2"	"5"	"6"	"2"	"0"	"0"	"3"	"2"	"473"
"239"	"213"	"8"	"3"	"114"	"16"	"0"	"3"	"2"	"2"	"0"	"2"	"4"	"1"	"0"	"1"	"1"	"1"	"158"
"240"	"214"	"203"	"24"	"212"	"11"	"3"	"7"	"9"	"21"	"2"	"7"	"16"	"5"	"8"	"14"	"7"	"30"	"579"
"241"	"215"	"81"	"19"	"242"	"31"	"7"	"9"	"27"	"11"	"4"	"4"	"16"	"5"	"3"	"10"	"5"	"12"	"486"
"242"	"216"	"74"	"51"	"198"	"0"	"3"	"1"	"9"	"8"	"2"	"2"	"9"	"0"	"1"	"13"	"1"	"5"	"377"
"243"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"245"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"246"	"217"	"130"	"44"	"200"	"18"	"5"	"4"	"12"	"9"	"3"	"4"	"12"	"5"	"3"	"2"	"6"	"12"	"469"
"247"	"218"	"101"	"88"	"37"	"17"	"1"	"0"	"2"	"3"	"2"	"0"	"6"	"5"	"4"	"2"	"7"	"7"	"282"
"248"	"219"	"216"	"43"	"115"	"25"	"8"	"13"	"12"	"3"	"2"	"5"	"17"	"8"	"4"	"1"	"9"	"12"	"493"
"249"	"220"	"101"	"24"	"51"	"25"	"4"	"4"	"8"	"1"	"3"	"2"	"3"	"14"	"6"	"4"	"3"	"9"	"262"
"250"	"221"	"142"	"98"	"90"	"4"	"2"	"3"	"6"	"6"	"1"	"1"	"4"	"1"	"4"	"6"	"0"	"18"	"386"
"251"	"222"	"155"	"28"	"314"	"12"	"4"	"4"	"7"	"4"	"1"	"3"	"11"	"4"	"2"	"7"	"10"	"18"	"584"
"252"	"223"	"76"	"36"	"249"	"15"	"5"	"12"	"15"	"13"	"2"	"2"	"7"	"3"	"1"	"1"	"1"	"1"	"439"
"253"	"224"	"63"	"125"	"200"	"11"	"3"	"4"	"18"	"27"	"7"	"2"	"10"	"0"	"2"	"2"	"3"	"6"	"483"
"254"	"225"	"60"	"24"	"410"	"16"	"5"	"2"	"13"	"2"	"2"	"4"	"19"	"2"	"2"	"5"	"4"	"1"	"571"
"255"	"226"	"1"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"
"256"	"227"	"34"	"39"	"191"	"12"	"5"	"4"	"4"	"3"	"0"	"2"	"3"	"1"	"0"	"3"	"3"	"0"	"304"
"257"	"228"	"49"	"95"	"185"	"22"	"9"	"2"	"14"	"1"	"2"	"2"	"11"	"1"	"0"	"5"	"6"	"3"	"407"
"258"	"229"	"19"	"11"	"186"	"10"	"1"	"2"	"7"	"0"	"0"	"1"	"4"	"0"	"0"	"6"	"2"	"1"	"250"
"259"	"230"	"188"	"57"	"107"	"6"	"1"	"4"	"6"	"6"	"2"	"2"	"6"	"0"	"1"	"7"	"4"	"10"	"407"
"260"	"231"	"35"	"10"	"259"	"19"	"5"	"9"	"12"	"30"	"5"	"4"	"15"	"3"	"8"	"13"	"5"	"11"	"443"
"261"	"232"	"49"	"25"	"103"	"35"	"4"	"3"	"7"	"4"	"5"	"0"	"0"	"0"	"0"	"2"	"7"	"6"	"250"
"262"	"233"	"33"	"51"	"96"	"13"	"0"	"3"	"3"	"2"	"0"	"1"	"3"	"0"	"0"	"1"	"2"	"0"	"208"
"263"	"234"	"223"	"12"	"84"	"9"	"1"	"1"	"2"	"2"	"0"	"0"	"4"	"1"	"0"	"0"	"1"	"5"	"345"
"264"	"Total"	"22826"	"9864"	"36866"	"3529"	"942"	"722"	"1655"	"1336"	"458"	"759"	"1560"	"600"	"451"	"1110"	"975"	"1717"	"85370"
"265"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"Assembly Constituency  : 102- Kuchaikote"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
