"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"151"	"159"	"140"	"43"	"75"	"4"	"4"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"10"	"0"	"47"	"187"	"Nil"
"152"	"159"	"141"	"28"	"22"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"27"	"3"	"133"	"222"	"Nil"
"153"	"159"	"142"	"14"	"94"	"80"	"9"	"26"	"4"	"2"	"2"	"7"	"3"	"41"	"0"	"33"	"51"	"10"	"2"	"378"	"Nil"
"154"	"159"	"143"	"32"	"48"	"189"	"11"	"5"	"2"	"2"	"5"	"2"	"1"	"49"	"7"	"5"	"101"	"12"	"8"	"479"	"Nil"
"155"	"159"	"144"	"16"	"191"	"46"	"0"	"5"	"0"	"2"	"0"	"2"	"1"	"24"	"2"	"9"	"47"	"15"	"9"	"369"	"Nil"
"156"	"159"	"145"	"27"	"42"	"31"	"26"	"62"	"3"	"0"	"0"	"2"	"0"	"20"	"4"	"4"	"35"	"4"	"4"	"264"	"Nil"
"157"	"159"	"146"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"2"	"343"	"3"	"0"	"365"	"Nil"
"158"	"159"	"147"	"15"	"7"	"166"	"12"	"6"	"0"	"1"	"1"	"0"	"0"	"70"	"2"	"4"	"56"	"4"	"4"	"348"	"Nil"
"159"	"159"	"148"	"38"	"49"	"25"	"6"	"3"	"3"	"0"	"1"	"0"	"3"	"21"	"1"	"5"	"207"	"13"	"7"	"382"	"Nil"
"160"	"159"	"149"	"12"	"3"	"19"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"10"	"1"	"1"	"144"	"1"	"0"	"193"	"Nil"
"161"	"159"	"150"	"19"	"85"	"52"	"2"	"3"	"1"	"1"	"1"	"0"	"2"	"34"	"3"	"8"	"171"	"19"	"2"	"403"	"Nil"
"162"	"159"	"151"	"8"	"55"	"62"	"10"	"13"	"1"	"0"	"1"	"3"	"2"	"67"	"2"	"11"	"73"	"13"	"17"	"338"	"Nil"
"163"	"159"	"152"	"11"	"10"	"18"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"6"	"2"	"1"	"259"	"17"	"4"	"331"	"Nil"
"164"	"159"	"153"	"10"	"26"	"44"	"13"	"4"	"2"	"0"	"0"	"0"	"1"	"34"	"3"	"1"	"93"	"9"	"8"	"248"	"Nil"
"165"	"159"	"154"	"16"	"103"	"10"	"0"	"6"	"2"	"2"	"1"	"3"	"3"	"7"	"3"	"5"	"70"	"12"	"32"	"275"	"Nil"
"166"	"159"	"155"	"8"	"12"	"55"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"16"	"1"	"3"	"509"	"8"	"0"	"618"	"Nil"
"167"	"159"	"156"	"7"	"9"	"154"	"6"	"0"	"1"	"0"	"1"	"0"	"0"	"49"	"6"	"5"	"42"	"2"	"6"	"288"	"Nil"
"168"	"159"	"157"	"4"	"102"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"408"	"6"	"20"	"550"	"Nil"
"169"	"159"	"158"	"19"	"114"	"9"	"4"	"6"	"0"	"1"	"0"	"2"	"0"	"3"	"0"	"1"	"356"	"6"	"9"	"530"	"Nil"
"170"	"159"	"159"	"95"	"224"	"55"	"4"	"11"	"3"	"0"	"4"	"4"	"2"	"11"	"1"	"64"	"135"	"13"	"9"	"635"	"Nil"
"171"	"159"	"160"	"13"	"193"	"13"	"0"	"4"	"2"	"0"	"3"	"2"	"0"	"1"	"0"	"0"	"71"	"10"	"18"	"330"	"Nil"
"172"	"159"	"161"	"20"	"228"	"20"	"18"	"8"	"2"	"3"	"1"	"1"	"3"	"11"	"2"	"1"	"284"	"12"	"22"	"636"	"Nil"
"173"	"159"	"162"	"8"	"86"	"25"	"0"	"64"	"0"	"3"	"0"	"0"	"0"	"3"	"4"	"9"	"57"	"3"	"8"	"270"	"Nil"
"174"	"159"	"163"	"10"	"105"	"3"	"2"	"4"	"0"	"0"	"3"	"0"	"1"	"1"	"2"	"13"	"280"	"10"	"14"	"448"	"Nil"
"175"	"159"	"164"	"54"	"89"	"46"	"75"	"14"	"2"	"0"	"2"	"3"	"4"	"12"	"1"	"14"	"122"	"12"	"2"	"452"	"Nil"
"176"	"159"	"165"	"12"	"198"	"72"	"4"	"18"	"3"	"3"	"1"	"2"	"4"	"49"	"8"	"7"	"29"	"18"	"18"	"446"	"Nil"
"177"	"159"	"166"	"14"	"53"	"37"	"19"	"5"	"3"	"1"	"3"	"2"	"2"	"20"	"3"	"29"	"88"	"14"	"5"	"298"	"Nil"
"178"	"159"	"167"	"12"	"62"	"25"	"3"	"6"	"0"	"0"	"1"	"0"	"0"	"9"	"2"	"5"	"153"	"5"	"2"	"285"	"Nil"
"179"	"159"	"168"	"27"	"254"	"119"	"14"	"22"	"1"	"2"	"6"	"2"	"3"	"78"	"7"	"67"	"67"	"7"	"8"	"684"	"Nil"
"180"	"159"	"169"	"17"	"152"	"134"	"41"	"8"	"4"	"3"	"3"	"3"	"2"	"85"	"2"	"5"	"75"	"17"	"13"	"564"	"Nil"
"181"	"159"	"170"	"7"	"27"	"147"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"75"	"1"	"5"	"15"	"3"	"1"	"284"	"Nil"
"182"	"159"	"171"	"14"	"34"	"115"	"3"	"4"	"2"	"3"	"3"	"3"	"3"	"38"	"4"	"4"	"54"	"8"	"0"	"292"	"Nil"
"183"	"159"	"172"	"12"	"65"	"39"	"28"	"6"	"4"	"3"	"1"	"5"	"1"	"13"	"5"	"41"	"91"	"16"	"4"	"334"	"Nil"
"184"	"159"	"173"	"11"	"25"	"123"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"34"	"1"	"6"	"60"	"3"	"3"	"270"	"Nil"
"185"	"159"	"174"	"34"	"136"	"98"	"58"	"4"	"2"	"1"	"1"	"3"	"3"	"38"	"2"	"13"	"82"	"10"	"5"	"490"	"Nil"
"186"	"159"	"175"	"13"	"18"	"222"	"80"	"6"	"3"	"0"	"2"	"1"	"1"	"46"	"5"	"2"	"36"	"8"	"1"	"444"	"Nil"
"187"	"159"	"176"	"7"	"13"	"64"	"3"	"2"	"1"	"0"	"0"	"1"	"3"	"17"	"1"	"11"	"95"	"18"	"1"	"237"	"Nil"
"188"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"189"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"190"	"159"	"177"	"7"	"155"	"219"	"10"	"2"	"2"	"3"	"4"	"2"	"3"	"67"	"1"	"45"	"98"	"12"	"7"	"637"	"Nil"
"191"	"159"	"178"	"11"	"86"	"132"	"5"	"0"	"1"	"3"	"6"	"1"	"3"	"38"	"2"	"12"	"122"	"12"	"5"	"439"	"Nil"
"192"	"159"	"179"	"8"	"113"	"76"	"3"	"1"	"5"	"1"	"1"	"3"	"0"	"18"	"4"	"5"	"39"	"8"	"5"	"290"	"Nil"
"193"	"159"	"180"	"14"	"75"	"9"	"1"	"5"	"0"	"0"	"0"	"1"	"2"	"4"	"2"	"3"	"34"	"3"	"5"	"158"	"Nil"
"194"	"159"	"181"	"4"	"116"	"100"	"7"	"3"	"1"	"2"	"1"	"1"	"0"	"49"	"4"	"7"	"84"	"14"	"19"	"412"	"Nil"
"195"	"159"	"182"	"25"	"170"	"18"	"4"	"0"	"2"	"3"	"0"	"1"	"0"	"4"	"4"	"1"	"60"	"12"	"39"	"343"	"Nil"
"196"	"159"	"183"	"15"	"70"	"171"	"16"	"4"	"1"	"0"	"1"	"2"	"4"	"115"	"11"	"16"	"123"	"19"	"12"	"580"	"Nil"
"197"	"159"	"184"	"9"	"52"	"109"	"5"	"2"	"2"	"0"	"1"	"2"	"1"	"32"	"3"	"8"	"312"	"15"	"7"	"560"	"Nil"
"198"	"159"	"185"	"9"	"57"	"125"	"2"	"0"	"3"	"4"	"2"	"7"	"4"	"94"	"11"	"20"	"341"	"29"	"12"	"720"	"Nil"
"199"	"159"	"186"	"7"	"53"	"133"	"2"	"2"	"3"	"0"	"2"	"3"	"1"	"49"	"2"	"2"	"399"	"19"	"3"	"680"	"Nil"
"200"	"159"	"187"	"16"	"82"	"72"	"8"	"5"	"1"	"4"	"1"	"3"	"6"	"33"	"5"	"21"	"347"	"38"	"27"	"669"	"Nil"
"201"	"159"	"188"	"9"	"103"	"71"	"31"	"3"	"2"	"1"	"1"	"0"	"0"	"27"	"1"	"12"	"249"	"24"	"4"	"538"	"Nil"
"202"	"159"	"189"	"3"	"85"	"40"	"4"	"0"	"3"	"1"	"0"	"0"	"0"	"24"	"2"	"6"	"90"	"16"	"4"	"278"	"Nil"
"203"	"159"	"190"	"17"	"104"	"42"	"6"	"4"	"7"	"1"	"1"	"3"	"5"	"10"	"3"	"18"	"294"	"32"	"9"	"556"	"Nil"
"204"	"159"	"191"	"7"	"12"	"79"	"2"	"0"	"1"	"1"	"0"	"2"	"0"	"38"	"3"	"3"	"320"	"14"	"3"	"485"	"Nil"
"205"	"159"	"192"	"10"	"25"	"82"	"3"	"1"	"2"	"2"	"1"	"6"	"1"	"34"	"5"	"10"	"243"	"38"	"23"	"486"	"Nil"
"206"	"159"	"193"	"12"	"49"	"106"	"3"	"1"	"2"	"1"	"0"	"1"	"2"	"28"	"0"	"3"	"338"	"31"	"6"	"583"	"Nil"
"207"	"159"	"194"	"1"	"29"	"96"	"1"	"2"	"3"	"1"	"0"	"0"	"0"	"37"	"4"	"5"	"191"	"9"	"8"	"387"	"Nil"
"208"	"159"	"195"	"79"	"184"	"100"	"15"	"4"	"2"	"2"	"8"	"2"	"5"	"59"	"4"	"10"	"110"	"27"	"23"	"634"	"Nil"
"209"	"159"	"196"	"5"	"41"	"86"	"3"	"1"	"2"	"0"	"1"	"3"	"0"	"16"	"3"	"5"	"290"	"14"	"7"	"477"	"Nil"
"210"	"159"	"197"	"9"	"85"	"49"	"25"	"8"	"1"	"1"	"1"	"1"	"1"	"39"	"4"	"4"	"67"	"17"	"7"	"319"	"Nil"
"211"	"159"	"198"	"9"	"168"	"54"	"11"	"5"	"3"	"4"	"3"	"1"	"0"	"23"	"3"	"4"	"134"	"21"	"10"	"453"	"Nil"
"212"	"159"	"199"	"4"	"74"	"28"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"25"	"0"	"1"	"69"	"7"	"3"	"215"	"Nil"
"213"	"159"	"200"	"1"	"112"	"18"	"19"	"1"	"0"	"0"	"3"	"0"	"0"	"17"	"5"	"8"	"283"	"23"	"8"	"498"	"Nil"
"214"	"159"	"201"	"18"	"48"	"42"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"12"	"3"	"1"	"171"	"9"	"2"	"310"	"Nil"
"215"	"159"	"202"	"2"	"58"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"270"	"4"	"2"	"349"	"Nil"
"216"	"159"	"203"	"11"	"127"	"49"	"1"	"2"	"2"	"2"	"1"	"0"	"0"	"17"	"2"	"4"	"164"	"9"	"10"	"401"	"Nil"
"217"	"159"	"204"	"1"	"1"	"14"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"1"	"405"	"6"	"0"	"440"	"Nil"
"218"	"159"	"205"	"5"	"4"	"11"	"47"	"4"	"1"	"1"	"0"	"0"	"1"	"9"	"1"	"2"	"329"	"16"	"14"	"445"	"Nil"
"219"	"159"	"206"	"25"	"129"	"38"	"5"	"7"	"5"	"1"	"2"	"2"	"0"	"26"	"2"	"9"	"101"	"22"	"7"	"381"	"Nil"
"220"	"159"	"207"	"70"	"332"	"22"	"2"	"18"	"0"	"0"	"0"	"1"	"1"	"5"	"1"	"1"	"5"	"1"	"2"	"461"	"Nil"
"221"	"159"	"208"	"11"	"97"	"1"	"0"	"19"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"36"	"6"	"1"	"179"	"Nil"
"222"	"159"	"209"	"41"	"277"	"1"	"2"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"340"	"Nil"
"223"	"159"	"210"	"24"	"34"	"12"	"30"	"64"	"1"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"22"	"7"	"2"	"204"	"Nil"
"224"	"159"	"211"	"11"	"94"	"64"	"12"	"37"	"5"	"1"	"3"	"1"	"4"	"23"	"3"	"3"	"199"	"24"	"4"	"488"	"Nil"
"225"	"159"	"212"	"15"	"133"	"51"	"7"	"59"	"1"	"8"	"2"	"1"	"1"	"15"	"2"	"1"	"125"	"20"	"9"	"450"	"Nil"
"226"	"159"	"213"	"23"	"247"	"73"	"10"	"3"	"0"	"3"	"0"	"0"	"3"	"36"	"3"	"11"	"104"	"18"	"1"	"535"	"Nil"
"227"	"159"	"214"	"11"	"66"	"62"	"5"	"11"	"2"	"2"	"1"	"1"	"1"	"27"	"2"	"6"	"59"	"11"	"8"	"275"	"Nil"
"228"	"159"	"215"	"19"	"176"	"77"	"79"	"40"	"1"	"3"	"2"	"3"	"3"	"22"	"4"	"6"	"41"	"15"	"12"	"503"	"Nil"
"229"	"159"	"216"	"26"	"16"	"183"	"27"	"3"	"1"	"1"	"1"	"0"	"2"	"28"	"4"	"2"	"110"	"15"	"2"	"421"	"Nil"
"230"	"159"	"217"	"16"	"203"	"170"	"7"	"2"	"3"	"4"	"1"	"1"	"0"	"33"	"3"	"7"	"105"	"11"	"5"	"571"	"Nil"
"231"	"159"	"218"	"7"	"26"	"75"	"1"	"2"	"2"	"0"	"4"	"3"	"0"	"47"	"4"	"9"	"88"	"8"	"6"	"282"	"Nil"
"232"	"159"	"219"	"11"	"153"	"24"	"47"	"3"	"2"	"2"	"0"	"4"	"0"	"11"	"0"	"19"	"118"	"15"	"3"	"412"	"Nil"
"233"	"159"	"220"	"8"	"31"	"103"	"6"	"1"	"2"	"7"	"1"	"2"	"0"	"38"	"0"	"4"	"87"	"14"	"11"	"315"	"Nil"
"234"	"159"	"221"	"19"	"76"	"22"	"33"	"1"	"4"	"0"	"0"	"1"	"0"	"7"	"4"	"20"	"205"	"17"	"4"	"413"	"Nil"
"235"	"159"	"222"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"0"	"2"	"326"	"6"	"1"	"348"	"Nil"
"236"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"237"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"238"	"159"	"223"	"14"	"178"	"249"	"7"	"27"	"1"	"0"	"5"	"5"	"3"	"39"	"6"	"18"	"107"	"18"	"14"	"691"	"Nil"
"239"	"159"	"224"	"26"	"317"	"77"	"49"	"10"	"6"	"2"	"1"	"2"	"2"	"14"	"2"	"5"	"56"	"11"	"7"	"587"	"Nil"
"240"	"159"	"225"	"5"	"5"	"93"	"3"	"5"	"2"	"1"	"1"	"0"	"0"	"19"	"1"	"16"	"73"	"10"	"4"	"238"	"Nil"
"241"	"159"	"226"	"2"	"5"	"214"	"21"	"6"	"1"	"0"	"0"	"1"	"1"	"17"	"5"	"1"	"8"	"1"	"3"	"286"	"Nil"
"242"	"159"	"227"	"16"	"37"	"191"	"29"	"4"	"3"	"4"	"14"	"2"	"2"	"129"	"14"	"39"	"188"	"22"	"23"	"717"	"Nil"
"243"	"159"	"228"	"5"	"5"	"9"	"1"	"220"	"4"	"0"	"1"	"0"	"0"	"2"	"6"	"0"	"18"	"4"	"7"	"282"	"Nil"
"244"	"159"	"229"	"2"	"1"	"6"	"3"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"8"	"386"	"16"	"8"	"437"	"Nil"
"245"	"159"	"230"	"3"	"21"	"65"	"14"	"14"	"1"	"0"	"0"	"1"	"2"	"48"	"2"	"1"	"10"	"4"	"7"	"193"	"Nil"
"246"	"159"	"231"	"5"	"45"	"55"	"4"	"41"	"2"	"1"	"2"	"3"	"3"	"17"	"4"	"4"	"30"	"7"	"10"	"233"	"Nil"
"247"	"159"	"232"	"105"	"96"	"11"	"5"	"0"	"1"	"1"	"1"	"2"	"1"	"6"	"3"	"3"	"110"	"8"	"12"	"365"	"Nil"
"248"	"159"	"233"	"50"	"105"	"30"	"9"	"1"	"1"	"3"	"2"	"3"	"0"	"1"	"1"	"2"	"138"	"15"	"21"	"382"	"Nil"
"249"	"159"	"234"	"10"	"64"	"48"	"1"	"68"	"3"	"1"	"0"	"0"	"0"	"20"	"1"	"1"	"128"	"16"	"2"	"363"	"Nil"
"250"	"159"	"235"	"15"	"43"	"80"	"23"	"91"	"3"	"2"	"10"	"3"	"1"	"31"	"4"	"10"	"143"	"14"	"4"	"477"	"Nil"
"251"	"159"	"236"	"25"	"145"	"111"	"37"	"14"	"4"	"2"	"5"	"1"	"3"	"21"	"1"	"5"	"32"	"9"	"5"	"420"	"Nil"
"252"	"159"	"237"	"13"	"135"	"18"	"4"	"91"	"7"	"1"	"4"	"3"	"1"	"5"	"2"	"5"	"100"	"11"	"12"	"412"	"Nil"
"253"	"159"	"238"	"19"	"46"	"94"	"2"	"18"	"1"	"2"	"1"	"1"	"2"	"22"	"3"	"11"	"173"	"15"	"8"	"418"	"Nil"
"254"	"159"	"239"	"39"	"62"	"194"	"14"	"11"	"2"	"1"	"2"	"3"	"4"	"45"	"2"	"15"	"62"	"15"	"12"	"483"	"Nil"
"255"	"159"	"240"	"6"	"111"	"59"	"6"	"7"	"1"	"0"	"0"	"1"	"0"	"10"	"0"	"2"	"70"	"12"	"2"	"287"	"Nil"
"256"	"159"	"241"	"11"	"67"	"83"	"4"	"83"	"2"	"1"	"1"	"5"	"3"	"47"	"6"	"10"	"164"	"19"	"9"	"515"	"Nil"
"257"	"159"	"242"	"9"	"100"	"63"	"3"	"13"	"0"	"4"	"2"	"2"	"1"	"29"	"5"	"14"	"247"	"29"	"12"	"533"	"Nil"
"258"	"159"	"243"	"15"	"304"	"62"	"3"	"26"	"3"	"2"	"0"	"5"	"3"	"22"	"1"	"5"	"76"	"21"	"5"	"553"	"Nil"
"259"	"159"	"244"	"5"	"48"	"6"	"8"	"4"	"0"	"1"	"1"	"1"	"1"	"8"	"0"	"0"	"27"	"5"	"3"	"118"	"Nil"
"260"	"159"	"245"	"10"	"445"	"4"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"469"	"Nil"
"261"	"159"	"246"	"13"	"105"	"128"	"2"	"14"	"1"	"0"	"0"	"2"	"1"	"27"	"6"	"3"	"75"	"13"	"3"	"393"	"Nil"
"262"	"159"	"247"	"33"	"249"	"65"	"3"	"18"	"2"	"1"	"0"	"0"	"0"	"10"	"0"	"1"	"64"	"4"	"2"	"452"	"Nil"
"263"	"159"	"248"	"36"	"427"	"45"	"6"	"4"	"1"	"2"	"4"	"4"	"0"	"9"	"0"	"2"	"29"	"10"	"12"	"591"	"Nil"
"264"	"159"	"249"	"103"	"65"	"133"	"27"	"12"	"3"	"5"	"3"	"3"	"7"	"78"	"5"	"6"	"15"	"1"	"10"	"476"	"Nil"
"265"	"159"	"250"	"57"	"19"	"12"	"12"	"15"	"0"	"0"	"0"	"1"	"0"	"8"	"1"	"1"	"20"	"2"	"7"	"155"	"Nil"
"266"	"159"	"251"	"10"	"280"	"4"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"65"	"3"	"9"	"390"	"Nil"
"267"	"159"	"252"	"6"	"40"	"38"	"0"	"100"	"2"	"3"	"0"	"0"	"2"	"17"	"5"	"2"	"74"	"7"	"7"	"303"	"Nil"
"268"	"159"	"253"	"0"	"9"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"326"	"7"	"1"	"347"	"Nil"
"269"	"159"	"254"	"2"	"2"	"4"	"1"	"38"	"2"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"57"	"5"	"2"	"118"	"Nil"
"270"	"159"	"255"	"32"	"200"	"117"	"0"	"6"	"2"	"1"	"2"	"3"	"3"	"27"	"3"	"24"	"92"	"22"	"2"	"536"	"Nil"
"271"	"159"	"256"	"9"	"72"	"225"	"3"	"2"	"1"	"1"	"3"	"1"	"3"	"53"	"5"	"10"	"185"	"20"	"19"	"612"	"Nil"
"272"	"159"	"257"	"1"	"29"	"10"	"0"	"45"	"1"	"1"	"0"	"0"	"0"	"4"	"4"	"10"	"95"	"3"	"0"	"203"	"Nil"
"273"	"159"	"258"	"18"	"121"	"98"	"9"	"95"	"7"	"0"	"6"	"2"	"4"	"70"	"13"	"39"	"79"	"16"	"16"	"593"	"Nil"
"274"	"159"	"259"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"760"	"1"	"0"	"762"	"Nil"
"275"	"159"	"260"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"643"	"0"	"0"	"646"	"Nil"
"276"	"159"	"261"	"0"	"0"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"626"	"3"	"1"	"642"	"Nil"
"277"	"159"	"262"	"15"	"105"	"72"	"1"	"6"	"1"	"1"	"0"	"2"	"3"	"34"	"2"	"65"	"99"	"15"	"6"	"427"	"Nil"
"278"	"159"	"263"	"5"	"20"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"11"	"148"	"6"	"4"	"209"	"Nil"
"279"	"Total No. of votes
recorded at Polling Stations."	""	"4038"	"27871"	"21890"	"2095"	"2899"	"361"	"281"	"364"	"348"	"301"	"5236"	"606"	"1845"	"40368"	"2691"	"2864"	"114058"	"Nil"
"280"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"281"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"282"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"27- Banka P.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"-Cum- D. M. Banka"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
