"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"105"	"73"	"39"	"25"	"17"	"6"	"20"	"2"	"3"	"33"	"2"	"1"	"0"	"1"	"2"	"17"	"1"	"11"	"2"	"0"	"5"	"0"	"2"	"1"	"190"	"0"	"190"	"0"
"106"	"74"	"60"	"49"	"38"	"44"	"46"	"2"	"2"	"21"	"2"	"0"	"2"	"3"	"0"	"3"	"4"	"3"	"0"	"1"	"0"	"2"	"0"	"0"	"282"	"0"	"282"	"0"
"107"	"75"	"12"	"90"	"3"	"6"	"76"	"4"	"1"	"4"	"0"	"6"	"1"	"1"	"2"	"1"	"0"	"2"	"7"	"3"	"1"	"1"	"0"	"0"	"221"	"0"	"221"	"0"
"108"	"76"	"97"	"149"	"20"	"4"	"3"	"0"	"0"	"66"	"6"	"2"	"0"	"0"	"2"	"3"	"7"	"3"	"15"	"1"	"0"	"0"	"0"	"6"	"384"	"0"	"384"	"0"
"109"	"77"	"42"	"184"	"11"	"3"	"48"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"14"	"3"	"11"	"8"	"2"	"7"	"2"	"1"	"347"	"0"	"347"	"0"
"110"	"78"	"99"	"60"	"0"	"0"	"16"	"0"	"2"	"14"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"198"	"0"	"198"	"0"
"111"	"79"	"284"	"96"	"22"	"2"	"14"	"4"	"5"	"89"	"9"	"6"	"6"	"2"	"4"	"14"	"20"	"42"	"27"	"6"	"1"	"4"	"5"	"11"	"673"	"0"	"673"	"0"
"112"	"80"	"85"	"53"	"5"	"1"	"11"	"1"	"1"	"26"	"1"	"2"	"3"	"1"	"3"	"2"	"0"	"10"	"4"	"2"	"1"	"3"	"0"	"2"	"217"	"0"	"217"	"0"
"113"	"81"	"68"	"62"	"5"	"0"	"27"	"1"	"3"	"29"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"5"	"5"	"4"	"0"	"0"	"2"	"5"	"221"	"0"	"221"	"0"
"114"	"82"	"36"	"80"	"11"	"46"	"38"	"4"	"3"	"13"	"2"	"4"	"2"	"1"	"4"	"4"	"7"	"8"	"3"	"1"	"0"	"2"	"1"	"6"	"276"	"0"	"276"	"0"
"115"	"83"	"131"	"68"	"26"	"9"	"33"	"0"	"3"	"67"	"4"	"3"	"3"	"2"	"2"	"8"	"7"	"11"	"10"	"2"	"6"	"0"	"5"	"5"	"405"	"0"	"405"	"0"
"116"	"84"	"119"	"133"	"49"	"7"	"54"	"5"	"6"	"41"	"4"	"4"	"2"	"0"	"3"	"5"	"5"	"4"	"10"	"3"	"1"	"4"	"2"	"5"	"466"	"0"	"466"	"0"
"117"	"l hV dk
; ksx"	"1129"	"1295"	"241"	"129"	"491"	"25"	"34"	"465"	"39"	"34"	"28"	"19"	"23"	"67"	"74"	"132"	"113"	"53"	"24"	"32"	"28"	"72"	"4547"	"0"	"4547"	"0"
"118"	"d qy  &"	"8213"	"11279"	"1065"	"618"	"4194"	"151"	"137"	"2108"	"250"	"155"	"127"	"139"	"114"	"365"	"746"	"855"	"512"	"291"	"123"	"154"	"138"	"266"	"32000"	"0"	"32000"	"0"
"119"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"120"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"121"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"122"	"i woZ  dk
; ksx&"	"8213"	"11279"	"1065"	"618"	"4194"	"151"	"137"	"2108"	"250"	"155"	"127"	"139"	"114"	"365"	"746"	"855"	"512"	"291"	"123"	"154"	"138"	"266"	"32000"	"0"	"32000"	"0"
"123"	"85"	"74"	"284"	"16"	"1"	"7"	"1"	"1"	"17"	"0"	"1"	"2"	"1"	"0"	"1"	"9"	"11"	"4"	"7"	"1"	"1"	"1"	"1"	"441"	"0"	"441"	"0"
"124"	"86"	"132"	"252"	"28"	"2"	"8"	"4"	"1"	"70"	"9"	"3"	"3"	"6"	"4"	"21"	"12"	"33"	"11"	"9"	"3"	"5"	"2"	"16"	"634"	"0"	"634"	"0"
"125"	"87"	"157"	"28"	"10"	"5"	"7"	"0"	"3"	"58"	"10"	"3"	"2"	"3"	"5"	"5"	"4"	"15"	"18"	"1"	"1"	"1"	"1"	"3"	"340"	"0"	"340"	"0"
"126"	"88"	"41"	"131"	"5"	"4"	"17"	"2"	"0"	"26"	"1"	"1"	"0"	"2"	"3"	"7"	"5"	"15"	"8"	"3"	"1"	"0"	"1"	"101"	"374"	"0"	"374"	"0"
"127"	"89"	"88"	"432"	"12"	"2"	"28"	"0"	"3"	"25"	"2"	"0"	"1"	"1"	"7"	"8"	"46"	"13"	"7"	"6"	"1"	"2"	"2"	"0"	"686"	"0"	"686"	"0"
"128"	"90"	"48"	"270"	"3"	"5"	"10"	"1"	"2"	"8"	"1"	"2"	"0"	"2"	"2"	"2"	"29"	"24"	"3"	"4"	"2"	"6"	"3"	"3"	"430"	"0"	"430"	"0"
"129"	"91"	"33"	"232"	"10"	"3"	"5"	"0"	"3"	"6"	"0"	"0"	"0"	"0"	"1"	"2"	"19"	"5"	"0"	"5"	"1"	"0"	"0"	"3"	"328"	"0"	"328"	"0"
"130"	"92"	"6"	"658"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"32"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"702"	"0"	"702"	"0"
"131"	"93"	"136"	"209"	"11"	"1"	"3"	"1"	"2"	"37"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"12"	"10"	"5"	"0"	"4"	"0"	"11"	"447"	"0"	"447"	"0"
"132"	"94"	"144"	"27"	"6"	"10"	"8"	"0"	"0"	"45"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"5"	"1"	"0"	"0"	"0"	"2"	"253"	"0"	"253"	"0"
"133"	"95"	"69"	"35"	"1"	"5"	"10"	"0"	"0"	"30"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"4"	"1"	"0"	"0"	"1"	"3"	"163"	"0"	"163"	"0"
"134"	"96"	"158"	"82"	"15"	"23"	"13"	"2"	"2"	"51"	"5"	"2"	"0"	"2"	"0"	"3"	"0"	"9"	"13"	"5"	"5"	"10"	"0"	"6"	"406"	"0"	"406"	"0"
"135"	"97"	"119"	"63"	"10"	"3"	"1"	"0"	"0"	"41"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"247"	"0"	"247"	"0"
"136"	"98"	"60"	"47"	"1"	"1"	"3"	"2"	"0"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"136"	"0"	"136"	"0"
"137"	"l hV dk
; ksx"	"1265"	"2750"	"129"	"65"	"122"	"13"	"17"	"432"	"33"	"14"	"8"	"19"	"24"	"54"	"159"	"141"	"86"	"51"	"15"	"30"	"11"	"149"	"5587"	"0"	"5587"	"0"
"138"	"d qy  &"	"9478"	"14029"	"1194"	"683"	"4316"	"164"	"154"	"2540"	"283"	"169"	"135"	"158"	"138"	"419"	"905"	"996"	"598"	"342"	"138"	"184"	"149"	"415"	"37587"	"0"	"37587"	"0"
"139"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"140"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"141"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"142"	"i woZ  dk
; ksx&"	"9478"	"14029"	"1194"	"683"	"4316"	"164"	"154"	"2540"	"283"	"169"	"135"	"158"	"138"	"419"	"905"	"996"	"598"	"342"	"138"	"184"	"149"	"415"	"37587"	"0"	"37587"	"0"
"143"	"99"	"109"	"38"	"2"	"3"	"10"	"2"	"1"	"41"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"4"	"3"	"2"	"2"	"1"	"2"	"226"	"0"	"226"	"0"
"144"	"100"	"128"	"10"	"2"	"0"	"2"	"1"	"0"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"171"	"0"	"171"	"0"
"145"	"101"	"121"	"8"	"10"	"12"	"4"	"1"	"1"	"69"	"6"	"1"	"2"	"0"	"4"	"5"	"11"	"32"	"6"	"1"	"2"	"1"	"0"	"3"	"300"	"0"	"300"	"0"
"146"	"102"	"231"	"5"	"28"	"8"	"15"	"1"	"3"	"60"	"1"	"3"	"0"	"1"	"1"	"5"	"0"	"7"	"19"	"1"	"2"	"1"	"1"	"4"	"397"	"0"	"397"	"0"
"147"	"103"	"224"	"15"	"14"	"0"	"2"	"0"	"0"	"29"	"5"	"1"	"1"	"0"	"1"	"3"	"0"	"1"	"4"	"0"	"1"	"0"	"0"	"1"	"302"	"0"	"302"	"0"
"148"	"104"	"138"	"188"	"24"	"13"	"50"	"3"	"4"	"38"	"7"	"5"	"3"	"2"	"3"	"10"	"15"	"25"	"8"	"9"	"0"	"1"	"0"	"1"	"547"	"0"	"547"	"0"
"149"	"105"	"213"	"27"	"11"	"7"	"24"	"1"	"0"	"64"	"7"	"1"	"3"	"2"	"0"	"5"	"2"	"3"	"17"	"4"	"1"	"5"	"2"	"9"	"408"	"0"	"408"	"0"
"150"	"106"	"59"	"2"	"7"	"0"	"121"	"3"	"0"	"20"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"220"	"0"	"220"	"0"
"151"	"107"	"224"	"53"	"7"	"4"	"6"	"0"	"1"	"45"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"8"	"26"	"19"	"2"	"7"	"6"	"8"	"421"	"0"	"421"	"0"
"152"	"108"	"121"	"68"	"8"	"46"	"7"	"0"	"1"	"43"	"3"	"0"	"0"	"1"	"0"	"3"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"308"	"0"	"308"	"0"
"153"	"109"	"119"	"80"	"10"	"0"	"11"	"1"	"3"	"58"	"7"	"3"	"6"	"1"	"3"	"5"	"6"	"22"	"4"	"2"	"0"	"2"	"6"	"4"	"353"	"0"	"353"	"0"
"154"	"110"	"35"	"384"	"13"	"3"	"8"	"1"	"0"	"11"	"2"	"2"	"1"	"0"	"1"	"3"	"3"	"7"	"6"	"11"	"4"	"4"	"1"	"5"	"505"	"0"	"505"	"0"
"155"	"111"	"91"	"413"	"49"	"1"	"8"	"0"	"0"	"21"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"5"	"2"	"4"	"1"	"2"	"2"	"0"	"602"	"0"	"602"	"0"
"156"	"112"	"88"	"174"	"44"	"1"	"31"	"0"	"4"	"23"	"4"	"3"	"4"	"1"	"1"	"7"	"6"	"6"	"2"	"10"	"0"	"2"	"0"	"3"	"414"	"0"	"414"	"0"
"157"	"l hV dk
; ksx"	"1901"	"1465"	"229"	"98"	"299"	"14"	"18"	"545"	"48"	"20"	"20"	"9"	"16"	"48"	"49"	"124"	"105"	"64"	"15"	"27"	"19"	"41"	"5174"	"0"	"5174"	"0"
"158"	"d qy  &"	"11379"	"15494"	"1423"	"781"	"4615"	"178"	"172"	"3085"	"331"	"189"	"155"	"167"	"154"	"467"	"954"	"1120"	"703"	"406"	"153"	"211"	"168"	"456"	"42761"	"0"	"42761"	"0"
"159"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"160"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"161"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"162"	"i woZ  dk
; ksx&"	"11379"	"15494"	"1423"	"781"	"4615"	"178"	"172"	"3085"	"331"	"189"	"155"	"167"	"154"	"467"	"954"	"1120"	"703"	"406"	"153"	"211"	"168"	"456"	"42761"	"0"	"42761"	"0"
"163"	"113"	"490"	"84"	"11"	"0"	"6"	"0"	"0"	"7"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"608"	"0"	"608"	"0"
"164"	"114"	"94"	"117"	"79"	"3"	"19"	"0"	"0"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"2"	"335"	"0"	"335"	"0"
"165"	"115"	"73"	"90"	"161"	"12"	"4"	"1"	"2"	"34"	"1"	"1"	"0"	"1"	"3"	"1"	"2"	"4"	"14"	"8"	"8"	"7"	"1"	"2"	"430"	"0"	"430"	"0"
"166"	"116"	"131"	"171"	"137"	"7"	"8"	"0"	"1"	"36"	"3"	"1"	"1"	"0"	"4"	"6"	"3"	"1"	"10"	"3"	"5"	"4"	"0"	"3"	"535"	"0"	"535"	"0"
"167"	"117"	"157"	"39"	"7"	"2"	"2"	"0"	"2"	"10"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"4"	"1"	"1"	"1"	"2"	"1"	"1"	"237"	"0"	"237"	"0"
"168"	"118"	"235"	"23"	"5"	"5"	"24"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"303"	"0"	"303"	"0"
"169"	"119"	"37"	"220"	"23"	"3"	"30"	"2"	"3"	"19"	"3"	"4"	"2"	"1"	"1"	"6"	"6"	"14"	"2"	"2"	"0"	"0"	"1"	"3"	"382"	"0"	"382"	"0"
"170"	"120"	"63"	"431"	"18"	"5"	"7"	"1"	"0"	"9"	"1"	"0"	"2"	"1"	"2"	"4"	"4"	"18"	"7"	"8"	"0"	"0"	"1"	"7"	"589"	"0"	"589"	"0"
"171"	"121"	"213"	"229"	"137"	"4"	"0"	"0"	"2"	"26"	"5"	"1"	"0"	"0"	"2"	"12"	"1"	"10"	"11"	"15"	"11"	"7"	"0"	"4"	"690"	"0"	"690"	"0"
"172"	"122"	"245"	"69"	"52"	"4"	"7"	"1"	"1"	"79"	"7"	"1"	"0"	"0"	"0"	"3"	"2"	"2"	"3"	"2"	"0"	"1"	"0"	"0"	"479"	"0"	"479"	"0"
"173"	"123"	"183"	"42"	"77"	"6"	"4"	"2"	"2"	"47"	"11"	"1"	"0"	"4"	"4"	"13"	"5"	"30"	"9"	"1"	"1"	"3"	"0"	"11"	"456"	"0"	"456"	"0"
"174"	"124"	"140"	"30"	"91"	"25"	"41"	"1"	"0"	"30"	"0"	"2"	"1"	"0"	"0"	"2"	"1"	"5"	"9"	"5"	"3"	"3"	"4"	"6"	"399"	"0"	"399"	"0"
"175"	"125"	"48"	"370"	"6"	"1"	"3"	"2"	"1"	"18"	"1"	"0"	"2"	"1"	"3"	"4"	"6"	"18"	"2"	"0"	"0"	"1"	"0"	"2"	"489"	"0"	"489"	"0"
"176"	"126"	"276"	"118"	"25"	"3"	"28"	"0"	"3"	"75"	"1"	"1"	"1"	"0"	"0"	"2"	"3"	"6"	"6"	"3"	"0"	"2"	"0"	"3"	"556"	"0"	"556"	"0"
"177"	"l hV dk
; ksx"	"2385"	"2033"	"829"	"80"	"183"	"10"	"17"	"411"	"35"	"14"	"10"	"9"	"19"	"57"	"37"	"115"	"77"	"50"	"33"	"32"	"8"	"44"	"6488"	"0"	"6488"	"0"
"178"	"d qy  &"	"13764"	"17527"	"2252"	"861"	"4798"	"188"	"189"	"3496"	"366"	"203"	"165"	"176"	"173"	"524"	"991"	"1235"	"780"	"456"	"186"	"243"	"176"	"500"	"49249"	"0"	"49249"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"180"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"182"	"i woZ  dk
; ksx&"	"13764"	"17527"	"2252"	"861"	"4798"	"188"	"189"	"3496"	"366"	"203"	"165"	"176"	"173"	"524"	"991"	"1235"	"780"	"456"	"186"	"243"	"176"	"500"	"49249"	"0"	"49249"	"0"
"183"	"127"	"168"	"121"	"28"	"0"	"13"	"1"	"3"	"35"	"4"	"0"	"0"	"1"	"2"	"7"	"2"	"15"	"10"	"3"	"6"	"2"	"0"	"1"	"422"	"0"	"422"	"0"
"184"	"128"	"159"	"119"	"61"	"2"	"7"	"0"	"1"	"39"	"4"	"1"	"4"	"2"	"0"	"4"	"3"	"6"	"14"	"3"	"4"	"3"	"2"	"4"	"442"	"0"	"442"	"0"
"185"	"129"	"181"	"169"	"14"	"1"	"16"	"1"	"0"	"34"	"8"	"3"	"7"	"0"	"4"	"9"	"6"	"18"	"11"	"6"	"1"	"2"	"4"	"4"	"499"	"0"	"499"	"0"
"186"	"130"	"113"	"70"	"23"	"0"	"1"	"0"	"0"	"8"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"2"	"0"	"223"	"0"	"223"	"0"
"187"	"131"	"301"	"210"	"20"	"4"	"11"	"1"	"1"	"65"	"3"	"2"	"1"	"0"	"1"	"7"	"3"	"2"	"7"	"2"	"2"	"2"	"2"	"5"	"652"	"0"	"652"	"0"
"188"	"132"	"196"	"132"	"13"	"6"	"5"	"0"	"3"	"34"	"6"	"1"	"1"	"0"	"3"	"4"	"14"	"21"	"1"	"0"	"1"	"2"	"2"	"2"	"447"	"0"	"447"	"0"
"189"	"133"	"320"	"81"	"3"	"1"	"4"	"0"	"0"	"24"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"1"	"443"	"0"	"443"	"0"
"190"	"134"	"127"	"25"	"8"	"2"	"3"	"1"	"2"	"55"	"2"	"4"	"0"	"4"	"0"	"8"	"2"	"27"	"23"	"4"	"1"	"2"	"6"	"13"	"319"	"0"	"319"	"0"
"191"	"135"	"122"	"68"	"7"	"1"	"9"	"5"	"3"	"23"	"3"	"0"	"0"	"2"	"1"	"6"	"3"	"4"	"3"	"1"	"0"	"2"	"0"	"0"	"263"	"0"	"263"	"0"
"192"	"136"	"101"	"22"	"17"	"3"	"26"	"1"	"1"	"64"	"1"	"4"	"1"	"1"	"1"	"3"	"2"	"6"	"3"	"1"	"0"	"1"	"1"	"2"	"262"	"0"	"262"	"0"
"193"	"137"	"77"	"240"	"96"	"4"	"2"	"2"	"1"	"21"	"4"	"2"	"1"	"0"	"0"	"7"	"1"	"6"	"5"	"7"	"5"	"7"	"1"	"2"	"491"	"0"	"491"	"0"
"194"	"138"	"154"	"63"	"39"	"2"	"17"	"0"	"1"	"64"	"6"	"1"	"1"	"1"	"2"	"4"	"6"	"10"	"9"	"0"	"4"	"1"	"1"	"1"	"387"	"0"	"387"	"0"
"195"	"139"	"176"	"240"	"6"	"14"	"17"	"3"	"2"	"40"	"4"	"3"	"5"	"2"	"4"	"6"	"11"	"22"	"12"	"7"	"0"	"0"	"1"	"0"	"575"	"0"	"575"	"0"
"196"	"140"	"175"	"64"	"17"	"6"	"8"	"0"	"2"	"82"	"6"	"3"	"1"	"4"	"2"	"4"	"7"	"15"	"4"	"2"	"1"	"0"	"0"	"1"	"404"	"0"	"404"	"0"
"197"	"l hV dk
; ksx"	"2370"	"1624"	"352"	"46"	"139"	"15"	"20"	"588"	"51"	"25"	"23"	"17"	"21"	"69"	"62"	"156"	"106"	"38"	"25"	"24"	"22"	"36"	"5829"	"0"	"5829"	"0"
"198"	"d qy  &"	"16134"	"19151"	"2604"	"907"	"4937"	"203"	"209"	"4084"	"417"	"228"	"188"	"193"	"194"	"593"	"1053"	"1391"	"886"	"494"	"211"	"267"	"198"	"536"	"55078"	"0"	"55078"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"200"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"202"	"i woZ  dk
; ksx&"	"16134"	"19151"	"2604"	"907"	"4937"	"203"	"209"	"4084"	"417"	"228"	"188"	"193"	"194"	"593"	"1053"	"1391"	"886"	"494"	"211"	"267"	"198"	"536"	"55078"	"0"	"55078"	"0"
"203"	"141"	"147"	"65"	"9"	"6"	"22"	"1"	"1"	"36"	"3"	"1"	"5"	"0"	"1"	"3"	"14"	"1"	"2"	"0"	"1"	"0"	"0"	"5"	"323"	"0"	"323"	"0"
"204"	"142"	"120"	"237"	"30"	"0"	"8"	"1"	"0"	"47"	"2"	"1"	"1"	"1"	"1"	"8"	"10"	"13"	"8"	"7"	"1"	"4"	"3"	"3"	"506"	"0"	"506"	"0"
"205"	"143"	"58"	"53"	"36"	"1"	"6"	"1"	"1"	"27"	"1"	"0"	"1"	"0"	"1"	"4"	"3"	"7"	"3"	"3"	"0"	"2"	"1"	"1"	"210"	"0"	"210"	"0"
"206"	"144"	"119"	"128"	"6"	"2"	"20"	"3"	"1"	"21"	"4"	"2"	"0"	"0"	"1"	"1"	"0"	"6"	"4"	"3"	"2"	"0"	"1"	"0"	"324"	"0"	"324"	"0"
"207"	"145"	"227"	"54"	"11"	"3"	"9"	"0"	"2"	"22"	"7"	"2"	"1"	"1"	"0"	"1"	"1"	"3"	"9"	"3"	"2"	"2"	"1"	"0"	"361"	"0"	"361"	"0"
"208"	"146"	"254"	"47"	"7"	"2"	"10"	"0"	"3"	"63"	"5"	"1"	"0"	"1"	"1"	"1"	"1"	"17"	"4"	"5"	"0"	"1"	"0"	"4"	"427"	"0"	"427"	"0"
"209"	"147"	"100"	"71"	"10"	"1"	"1"	"1"	"0"	"59"	"4"	"1"	"0"	"0"	"2"	"2"	"10"	"8"	"2"	"1"	"0"	"1"	"0"	"1"	"275"	"0"	"275"	"0"
"210"	"148"	"119"	"36"	"35"	"4"	"5"	"3"	"3"	"65"	"3"	"3"	"0"	"2"	"3"	"24"	"6"	"34"	"2"	"1"	"0"	"0"	"0"	"3"	"351"	"0"	"351"	"0"
"211"	"149"	"171"	"50"	"142"	"6"	"7"	"1"	"3"	"43"	"7"	"2"	"0"	"2"	"11"	"31"	"5"	"19"	"9"	"1"	"8"	"2"	"3"	"4"	"527"	"0"	"527"	"0"
"212"	"150"	"181"	"72"	"8"	"17"	"6"	"2"	"1"	"56"	"4"	"1"	"0"	"3"	"1"	"5"	"1"	"12"	"3"	"2"	"0"	"2"	"0"	"3"	"380"	"0"	"380"	"0"
