"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  147 Bakhri (s.C.)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"129"	"118"	"59"	"74"	"7"	"260"	"42"	"1"	"1"	"6"	"2"	"3"	"8"	"43"	"28"	"7"	"24"	"37"	"15"	"3"	"10"	"630"	"0"	"630"	"0"
"130"	"119"	"68"	"102"	"7"	"304"	"90"	"6"	"3"	"4"	"2"	"2"	"3"	"9"	"11"	"3"	"2"	"25"	"9"	"8"	"6"	"664"	"0"	"664"	"0"
"131"	"120"	"180"	"85"	"0"	"246"	"188"	"7"	"2"	"4"	"1"	"4"	"13"	"27"	"4"	"3"	"10"	"26"	"5"	"2"	"1"	"808"	"0"	"808"	"0"
"132"	"121"	"123"	"38"	"4"	"159"	"87"	"2"	"1"	"2"	"1"	"3"	"11"	"12"	"4"	"3"	"4"	"35"	"2"	"1"	"1"	"493"	"0"	"493"	"0"
"133"	"122"	"96"	"19"	"6"	"150"	"109"	"7"	"0"	"0"	"1"	"2"	"3"	"1"	"0"	"0"	"0"	"5"	"2"	"5"	"1"	"407"	"0"	"407"	"0"
"134"	"123"	"68"	"14"	"1"	"16"	"4"	"4"	"0"	"1"	"0"	"2"	"2"	"19"	"1"	"0"	"1"	"3"	"4"	"2"	"0"	"142"	"0"	"142"	"0"
"135"	"124"	"246"	"16"	"3"	"218"	"138"	"9"	"2"	"3"	"5"	"5"	"11"	"51"	"6"	"5"	"5"	"12"	"22"	"10"	"13"	"780"	"0"	"780"	"0"
"136"	"125"	"77"	"106"	"11"	"308"	"41"	"2"	"3"	"1"	"3"	"3"	"5"	"29"	"2"	"3"	"2"	"2"	"2"	"2"	"2"	"604"	"0"	"604"	"0"
"137"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"138"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"139"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"140"	"126"	"101"	"67"	"7"	"263"	"152"	"34"	"3"	"2"	"3"	"4"	"6"	"40"	"3"	"0"	"7"	"16"	"6"	"3"	"6"	"723"	"0"	"723"	"0"
"141"	"127"	"63"	"11"	"4"	"277"	"78"	"8"	"2"	"4"	"3"	"7"	"16"	"19"	"15"	"8"	"11"	"27"	"3"	"3"	"2"	"561"	"0"	"561"	"0"
"142"	"128"	"53"	"16"	"4"	"267"	"91"	"12"	"4"	"3"	"7"	"8"	"15"	"8"	"17"	"12"	"17"	"37"	"9"	"4"	"9"	"593"	"0"	"593"	"0"
"143"	"129"	"108"	"34"	"5"	"189"	"68"	"14"	"1"	"9"	"5"	"9"	"14"	"150"	"7"	"3"	"7"	"4"	"3"	"9"	"0"	"639"	"0"	"639"	"0"
"144"	"130"	"111"	"24"	"7"	"256"	"67"	"11"	"5"	"7"	"6"	"9"	"13"	"134"	"26"	"6"	"14"	"29"	"9"	"2"	"5"	"741"	"0"	"741"	"0"
"145"	"131"	"25"	"20"	"4"	"254"	"14"	"2"	"1"	"3"	"2"	"1"	"6"	"38"	"15"	"1"	"6"	"19"	"2"	"0"	"1"	"414"	"0"	"414"	"0"
"146"	"132"	"121"	"55"	"3"	"244"	"29"	"19"	"2"	"1"	"9"	"8"	"16"	"144"	"15"	"10"	"10"	"44"	"7"	"5"	"12"	"754"	"0"	"754"	"0"
"147"	"133"	"66"	"21"	"6"	"373"	"39"	"3"	"1"	"1"	"2"	"0"	"7"	"24"	"5"	"2"	"7"	"9"	"11"	"7"	"3"	"587"	"0"	"587"	"0"
"148"	"134"	"152"	"31"	"7"	"310"	"98"	"4"	"4"	"3"	"3"	"0"	"10"	"33"	"5"	"4"	"5"	"44"	"6"	"0"	"3"	"722"	"0"	"722"	"0"
"149"	"135"	"29"	"14"	"3"	"346"	"19"	"1"	"1"	"0"	"2"	"2"	"5"	"6"	"9"	"1"	"6"	"15"	"1"	"2"	"0"	"462"	"0"	"462"	"0"
"150"	"136"	"124"	"41"	"6"	"439"	"27"	"2"	"3"	"1"	"2"	"1"	"5"	"28"	"3"	"2"	"7"	"10"	"7"	"14"	"7"	"729"	"0"	"729"	"0"
"151"	"137"	"35"	"44"	"5"	"164"	"33"	"4"	"2"	"0"	"2"	"1"	"1"	"19"	"3"	"1"	"2"	"9"	"4"	"1"	"6"	"336"	"0"	"336"	"0"
"152"	"138"	"71"	"25"	"4"	"153"	"10"	"1"	"1"	"0"	"3"	"5"	"5"	"12"	"1"	"3"	"2"	"7"	"1"	"4"	"1"	"309"	"0"	"309"	"0"
"153"	"139"	"26"	"27"	"1"	"397"	"63"	"4"	"1"	"1"	"1"	"4"	"2"	"33"	"1"	"0"	"1"	"6"	"2"	"4"	"1"	"575"	"0"	"575"	"0"
"154"	"140"	"154"	"28"	"3"	"166"	"57"	"3"	"2"	"0"	"4"	"5"	"15"	"30"	"5"	"5"	"8"	"25"	"6"	"2"	"3"	"521"	"0"	"521"	"0"
"155"	"141"	"36"	"35"	"2"	"195"	"107"	"3"	"0"	"4"	"1"	"2"	"6"	"62"	"6"	"3"	"0"	"9"	"8"	"7"	"1"	"487"	"0"	"487"	"0"
"156"	"142"	"53"	"28"	"4"	"314"	"98"	"3"	"4"	"3"	"2"	"2"	"3"	"24"	"4"	"4"	"6"	"8"	"11"	"13"	"7"	"591"	"0"	"591"	"0"
"157"	"143"	"18"	"19"	"4"	"189"	"142"	"2"	"2"	"2"	"1"	"3"	"2"	"26"	"1"	"0"	"1"	"1"	"4"	"3"	"1"	"421"	"0"	"421"	"0"
"158"	"144"	"33"	"41"	"5"	"263"	"44"	"4"	"2"	"5"	"3"	"6"	"5"	"30"	"9"	"2"	"2"	"12"	"0"	"0"	"0"	"466"	"0"	"466"	"0"
"159"	"145"	"41"	"49"	"9"	"79"	"88"	"5"	"0"	"1"	"2"	"0"	"3"	"27"	"5"	"1"	"3"	"7"	"0"	"0"	"0"	"320"	"0"	"320"	"0"
"160"	"146"	"85"	"18"	"5"	"155"	"17"	"3"	"5"	"0"	"2"	"4"	"6"	"21"	"4"	"2"	"3"	"10"	"2"	"3"	"2"	"347"	"0"	"347"	"0"
"161"	"147"	"117"	"18"	"1"	"56"	"29"	"14"	"1"	"1"	"2"	"1"	"10"	"20"	"1"	"2"	"2"	"5"	"3"	"1"	"1"	"285"	"0"	"285"	"0"
"162"	"148"	"101"	"19"	"4"	"389"	"61"	"2"	"3"	"3"	"2"	"7"	"4"	"19"	"8"	"4"	"6"	"17"	"6"	"7"	"1"	"663"	"0"	"663"	"0"
"163"	"149"	"135"	"32"	"4"	"304"	"188"	"5"	"2"	"4"	"3"	"11"	"8"	"30"	"6"	"7"	"14"	"18"	"18"	"12"	"9"	"810"	"0"	"810"	"0"
"164"	"150"	"157"	"15"	"5"	"100"	"201"	"8"	"6"	"4"	"3"	"2"	"8"	"17"	"2"	"2"	"2"	"10"	"5"	"4"	"2"	"553"	"0"	"553"	"0"
"165"	"151"	"50"	"34"	"6"	"303"	"136"	"8"	"2"	"6"	"4"	"0"	"6"	"51"	"14"	"2"	"4"	"4"	"6"	"10"	"3"	"649"	"0"	"649"	"0"
"166"	"152"	"84"	"68"	"1"	"187"	"64"	"5"	"0"	"3"	"0"	"3"	"14"	"39"	"7"	"4"	"7"	"29"	"1"	"3"	"1"	"520"	"0"	"520"	"0"
"167"	"153"	"8"	"34"	"2"	"170"	"183"	"7"	"2"	"2"	"1"	"0"	"3"	"26"	"2"	"3"	"3"	"7"	"1"	"5"	"3"	"462"	"0"	"462"	"0"
"168"	"154"	"12"	"20"	"5"	"178"	"62"	"3"	"1"	"0"	"0"	"0"	"1"	"36"	"2"	"3"	"3"	"7"	"2"	"0"	"5"	"340"	"0"	"340"	"0"
"169"	"155"	"5"	"24"	"3"	"163"	"56"	"4"	"1"	"2"	"0"	"1"	"3"	"29"	"11"	"2"	"2"	"17"	"1"	"1"	"4"	"329"	"0"	"329"	"0"
"170"	"156"	"25"	"24"	"6"	"157"	"200"	"19"	"3"	"2"	"4"	"2"	"3"	"15"	"3"	"5"	"6"	"14"	"0"	"1"	"2"	"491"	"0"	"491"	"0"
"171"	"157"	"38"	"22"	"7"	"336"	"98"	"7"	"3"	"5"	"3"	"8"	"8"	"25"	"7"	"4"	"8"	"18"	"8"	"9"	"6"	"620"	"0"	"620"	"0"
"172"	"158"	"41"	"47"	"3"	"338"	"140"	"8"	"12"	"2"	"4"	"6"	"5"	"49"	"8"	"2"	"9"	"16"	"1"	"2"	"2"	"695"	"0"	"695"	"0"
"173"	"159"	"140"	"67"	"6"	"470"	"53"	"24"	"23"	"11"	"5"	"3"	"7"	"13"	"11"	"5"	"14"	"29"	"12"	"21"	"12"	"926"	"0"	"926"	"0"
"174"	"160"	"284"	"39"	"10"	"114"	"20"	"1"	"6"	"1"	"3"	"2"	"6"	"22"	"5"	"2"	"2"	"13"	"9"	"5"	"3"	"547"	"0"	"547"	"0"
"175"	"161"	"228"	"64"	"7"	"155"	"55"	"10"	"8"	"7"	"7"	"13"	"18"	"55"	"9"	"6"	"11"	"14"	"20"	"10"	"12"	"709"	"0"	"709"	"0"
"176"	"162"	"118"	"12"	"2"	"377"	"64"	"3"	"3"	"0"	"3"	"4"	"5"	"56"	"25"	"2"	"9"	"28"	"5"	"0"	"1"	"717"	"0"	"717"	"0"
"177"	"163"	"192"	"43"	"4"	"161"	"150"	"14"	"2"	"3"	"2"	"7"	"8"	"38"	"6"	"3"	"8"	"44"	"14"	"3"	"8"	"710"	"0"	"710"	"0"
"178"	"164"	"211"	"5"	"8"	"128"	"31"	"4"	"0"	"0"	"1"	"2"	"8"	"2"	"1"	"1"	"7"	"9"	"4"	"4"	"7"	"433"	"0"	"433"	"0"
"179"	"165"	"75"	"8"	"41"	"149"	"23"	"4"	"1"	"2"	"2"	"4"	"1"	"9"	"5"	"1"	"3"	"11"	"5"	"9"	"1"	"354"	"0"	"354"	"0"
"180"	"166"	"236"	"12"	"29"	"115"	"53"	"3"	"5"	"10"	"4"	"12"	"13"	"125"	"9"	"6"	"7"	"13"	"1"	"0"	"1"	"654"	"0"	"654"	"0"
"181"	"167"	"140"	"120"	"6"	"121"	"83"	"8"	"4"	"5"	"6"	"4"	"13"	"106"	"11"	"7"	"9"	"38"	"8"	"1"	"5"	"695"	"0"	"695"	"0"
"182"	"168"	"156"	"76"	"64"	"245"	"57"	"5"	"3"	"1"	"1"	"3"	"4"	"36"	"10"	"8"	"13"	"20"	"4"	"2"	"4"	"712"	"0"	"712"	"0"
"183"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"184"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"185"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"186"	"169"	"122"	"31"	"8"	"151"	"299"	"21"	"5"	"4"	"5"	"9"	"17"	"54"	"6"	"6"	"7"	"16"	"22"	"18"	"7"	"808"	"0"	"808"	"0"
"187"	"170"	"262"	"4"	"1"	"18"	"63"	"2"	"0"	"1"	"1"	"2"	"11"	"9"	"1"	"1"	"1"	"33"	"5"	"0"	"0"	"415"	"0"	"415"	"0"
"188"	"171"	"364"	"20"	"1"	"37"	"44"	"4"	"2"	"0"	"1"	"3"	"6"	"7"	"0"	"0"	"3"	"9"	"3"	"0"	"0"	"504"	"0"	"504"	"0"
"189"	"172"	"67"	"41"	"3"	"101"	"274"	"6"	"1"	"1"	"5"	"3"	"8"	"35"	"6"	"8"	"4"	"12"	"16"	"7"	"4"	"602"	"0"	"602"	"0"
"190"	"173"	"94"	"33"	"2"	"150"	"102"	"9"	"2"	"3"	"0"	"4"	"7"	"69"	"1"	"3"	"2"	"4"	"1"	"1"	"1"	"488"	"0"	"488"	"0"
"191"	"174"	"127"	"8"	"2"	"155"	"5"	"5"	"1"	"1"	"1"	"2"	"8"	"10"	"7"	"2"	"4"	"13"	"3"	"0"	"1"	"355"	"0"	"355"	"0"
"192"	"175"	"175"	"25"	"4"	"167"	"12"	"2"	"4"	"3"	"1"	"2"	"7"	"13"	"1"	"1"	"3"	"6"	"4"	"2"	"1"	"433"	"0"	"433"	"0"
"193"	"176"	"172"	"72"	"15"	"233"	"21"	"4"	"0"	"1"	"4"	"0"	"13"	"16"	"11"	"9"	"17"	"59"	"1"	"2"	"0"	"650"	"0"	"650"	"0"
"194"	"177"	"56"	"53"	"2"	"133"	"39"	"1"	"12"	"2"	"1"	"1"	"2"	"23"	"3"	"2"	"4"	"15"	"3"	"1"	"2"	"355"	"0"	"355"	"0"
"195"	"178"	"99"	"30"	"4"	"200"	"90"	"6"	"4"	"2"	"3"	"7"	"7"	"108"	"21"	"8"	"7"	"57"	"18"	"15"	"8"	"694"	"0"	"694"	"0"
"196"	"179"	"45"	"168"	"6"	"142"	"254"	"8"	"0"	"2"	"2"	"1"	"3"	"26"	"4"	"5"	"12"	"21"	"2"	"1"	"0"	"702"	"0"	"702"	"0"
"197"	"180"	"154"	"32"	"5"	"92"	"235"	"7"	"3"	"2"	"2"	"9"	"14"	"7"	"7"	"6"	"7"	"43"	"10"	"1"	"2"	"638"	"0"	"638"	"0"
"198"	"181"	"165"	"16"	"2"	"64"	"76"	"4"	"2"	"0"	"3"	"1"	"5"	"18"	"4"	"4"	"1"	"20"	"4"	"0"	"1"	"390"	"0"	"390"	"0"
"199"	"182"	"128"	"34"	"15"	"196"	"206"	"4"	"1"	"2"	"3"	"5"	"6"	"31"	"2"	"0"	"4"	"4"	"10"	"25"	"9"	"685"	"0"	"685"	"0"
"200"	"183"	"65"	"162"	"5"	"52"	"85"	"3"	"3"	"5"	"1"	"3"	"2"	"103"	"6"	"2"	"5"	"11"	"3"	"3"	"3"	"522"	"0"	"522"	"0"
"201"	"184"	"101"	"17"	"8"	"330"	"49"	"5"	"1"	"2"	"7"	"3"	"4"	"10"	"9"	"2"	"6"	"29"	"1"	"7"	"6"	"597"	"0"	"597"	"0"
"202"	"185"	"232"	"14"	"4"	"230"	"51"	"7"	"1"	"3"	"0"	"6"	"10"	"8"	"13"	"3"	"5"	"39"	"15"	"0"	"4"	"645"	"0"	"645"	"0"
"203"	"186"	"55"	"16"	"2"	"75"	"19"	"1"	"1"	"4"	"3"	"3"	"6"	"4"	"1"	"2"	"4"	"17"	"4"	"0"	"3"	"220"	"0"	"220"	"0"
"204"	"187"	"211"	"21"	"8"	"179"	"122"	"8"	"2"	"4"	"6"	"4"	"7"	"11"	"4"	"3"	"2"	"8"	"4"	"2"	"2"	"608"	"0"	"608"	"0"
"205"	"188"	"66"	"80"	"7"	"153"	"34"	"3"	"3"	"0"	"3"	"0"	"4"	"33"	"4"	"5"	"9"	"6"	"2"	"4"	"2"	"418"	"0"	"418"	"0"
"206"	"189"	"130"	"82"	"0"	"136"	"70"	"2"	"2"	"2"	"1"	"2"	"5"	"7"	"1"	"1"	"2"	"7"	"1"	"1"	"0"	"452"	"0"	"452"	"0"
"207"	"190"	"493"	"2"	"1"	"4"	"59"	"2"	"1"	"0"	"0"	"0"	"3"	"8"	"1"	"0"	"1"	"4"	"1"	"0"	"0"	"580"	"0"	"580"	"0"
"208"	"191"	"217"	"99"	"8"	"104"	"58"	"5"	"3"	"2"	"4"	"3"	"4"	"21"	"5"	"2"	"12"	"26"	"8"	"0"	"0"	"581"	"0"	"581"	"0"
"209"	"192"	"25"	"104"	"2"	"150"	"56"	"5"	"1"	"1"	"0"	"4"	"1"	"39"	"2"	"4"	"0"	"3"	"2"	"4"	"2"	"405"	"0"	"405"	"0"
"210"	"193"	"138"	"52"	"5"	"127"	"100"	"8"	"3"	"4"	"9"	"7"	"6"	"43"	"13"	"7"	"10"	"47"	"11"	"3"	"4"	"597"	"0"	"597"	"0"
"211"	"194"	"41"	"36"	"3"	"192"	"23"	"4"	"3"	"7"	"2"	"4"	"4"	"122"	"8"	"3"	"4"	"10"	"9"	"6"	"5"	"486"	"0"	"486"	"0"
"212"	"195"	"44"	"19"	"2"	"123"	"24"	"3"	"0"	"2"	"2"	"1"	"3"	"74"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"306"	"0"	"306"	"0"
"213"	"196"	"79"	"20"	"46"	"239"	"63"	"2"	"1"	"1"	"3"	"2"	"7"	"8"	"15"	"5"	"6"	"17"	"3"	"0"	"4"	"521"	"0"	"521"	"0"
"214"	"Total Votes Polled"	"19748"	"6386"	"1051"	"34336"	"22005"	"1642"	"533"	"503"	"582"	"773"	"1424"	"7408"	"1293"	"744"	"1195"	"3759"	"1242"	"664"	"1279"	"106567"	"0"	"106567"	"0"
"215"	"Place :          Bazar Samitee Begusarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"Date :            16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"24- Begusarai Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
