"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"151"	"160"	"140"	"10"	"1"	"8"	"11"	"137"	"4"	"1"	"2"	"1"	"0"	"3"	"1"	"4"	"114"	"15"	"70"	"382"	"Nil"
"152"	"160"	"141"	"2"	"41"	"89"	"16"	"119"	"1"	"0"	"2"	"4"	"1"	"37"	"3"	"7"	"49"	"6"	"16"	"393"	"Nil"
"153"	"160"	"142"	"6"	"7"	"2"	"1"	"13"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"24"	"23"	"159"	"238"	"Nil"
"154"	"160"	"143"	"56"	"39"	"7"	"1"	"134"	"3"	"1"	"0"	"2"	"0"	"3"	"1"	"2"	"25"	"10"	"79"	"363"	"Nil"
"155"	"160"	"144"	"98"	"26"	"3"	"0"	"41"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"18"	"4"	"43"	"234"	"Nil"
"156"	"160"	"145"	"161"	"45"	"4"	"3"	"61"	"5"	"0"	"1"	"1"	"1"	"1"	"3"	"3"	"90"	"8"	"43"	"430"	"Nil"
"157"	"160"	"146"	"37"	"70"	"28"	"6"	"180"	"4"	"4"	"0"	"2"	"0"	"8"	"1"	"8"	"30"	"7"	"150"	"535"	"Nil"
"158"	"160"	"147"	"19"	"134"	"29"	"32"	"235"	"12"	"4"	"1"	"6"	"2"	"4"	"4"	"14"	"59"	"7"	"10"	"572"	"Nil"
"159"	"160"	"148"	"10"	"46"	"14"	"14"	"135"	"5"	"4"	"1"	"1"	"0"	"3"	"2"	"11"	"104"	"13"	"13"	"376"	"Nil"
"160"	"160"	"149"	"16"	"11"	"5"	"2"	"114"	"0"	"1"	"2"	"0"	"1"	"2"	"3"	"6"	"80"	"7"	"39"	"289"	"Nil"
"161"	"160"	"150"	"3"	"23"	"8"	"3"	"177"	"4"	"0"	"2"	"1"	"1"	"9"	"1"	"2"	"97"	"0"	"3"	"334"	"Nil"
"162"	"160"	"151"	"10"	"12"	"3"	"1"	"99"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"2"	"18"	"2"	"2"	"155"	"Nil"
"163"	"160"	"152"	"23"	"28"	"27"	"4"	"235"	"6"	"0"	"0"	"0"	"1"	"14"	"3"	"2"	"65"	"11"	"5"	"424"	"Nil"
"164"	"160"	"153"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"383"	"4"	"0"	"390"	"Nil"
"165"	"160"	"154"	"71"	"29"	"8"	"0"	"106"	"2"	"1"	"2"	"2"	"1"	"5"	"1"	"0"	"14"	"1"	"24"	"267"	"Nil"
"166"	"160"	"155"	"17"	"6"	"4"	"2"	"41"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"7"	"9"	"152"	"243"	"Nil"
"167"	"160"	"156"	"139"	"27"	"12"	"26"	"49"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"3"	"39"	"8"	"46"	"353"	"Nil"
"168"	"160"	"157"	"6"	"30"	"71"	"5"	"227"	"0"	"2"	"0"	"3"	"0"	"7"	"0"	"7"	"32"	"4"	"24"	"418"	"Nil"
"169"	"160"	"158"	"41"	"6"	"1"	"0"	"115"	"5"	"1"	"0"	"4"	"1"	"1"	"2"	"1"	"105"	"6"	"13"	"302"	"Nil"
"170"	"160"	"159"	"10"	"6"	"2"	"6"	"150"	"3"	"2"	"0"	"2"	"1"	"2"	"4"	"1"	"53"	"6"	"8"	"256"	"Nil"
"171"	"160"	"160"	"3"	"9"	"36"	"4"	"207"	"1"	"0"	"0"	"2"	"0"	"16"	"7"	"4"	"89"	"4"	"6"	"388"	"Nil"
"172"	"160"	"161"	"25"	"2"	"2"	"4"	"105"	"1"	"1"	"1"	"4"	"1"	"3"	"4"	"5"	"32"	"9"	"78"	"277"	"Nil"
"173"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"174"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"175"	"160"	"162"	"17"	"95"	"112"	"22"	"129"	"3"	"2"	"2"	"1"	"2"	"33"	"4"	"4"	"84"	"17"	"16"	"543"	"Nil"
"176"	"160"	"163"	"11"	"123"	"31"	"1"	"20"	"0"	"0"	"2"	"1"	"1"	"2"	"2"	"2"	"71"	"8"	"5"	"280"	"Nil"
"177"	"160"	"164"	"4"	"74"	"5"	"1"	"40"	"0"	"0"	"0"	"1"	"1"	"3"	"5"	"0"	"40"	"8"	"2"	"184"	"Nil"
"178"	"160"	"165"	"2"	"36"	"3"	"7"	"62"	"0"	"2"	"0"	"0"	"0"	"2"	"4"	"4"	"52"	"6"	"6"	"186"	"Nil"
"179"	"160"	"166"	"16"	"125"	"24"	"7"	"49"	"1"	"0"	"1"	"2"	"5"	"8"	"2"	"2"	"16"	"7"	"59"	"324"	"Nil"
"180"	"160"	"167"	"42"	"79"	"14"	"1"	"37"	"0"	"3"	"1"	"0"	"2"	"6"	"1"	"3"	"65"	"7"	"131"	"392"	"Nil"
"181"	"160"	"168"	"3"	"60"	"60"	"3"	"58"	"5"	"2"	"0"	"3"	"2"	"10"	"3"	"4"	"14"	"4"	"11"	"242"	"Nil"
"182"	"160"	"169"	"6"	"64"	"41"	"5"	"105"	"1"	"0"	"0"	"1"	"1"	"8"	"4"	"6"	"94"	"4"	"3"	"343"	"Nil"
"183"	"160"	"170"	"1"	"8"	"15"	"0"	"25"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"219"	"3"	"0"	"275"	"Nil"
"184"	"160"	"171"	"23"	"160"	"113"	"4"	"24"	"0"	"0"	"2"	"1"	"0"	"11"	"2"	"2"	"95"	"10"	"4"	"451"	"Nil"
"185"	"160"	"172"	"13"	"33"	"49"	"17"	"73"	"2"	"3"	"1"	"0"	"1"	"14"	"2"	"5"	"176"	"11"	"5"	"405"	"Nil"
"186"	"160"	"173"	"5"	"149"	"5"	"0"	"40"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"95"	"4"	"2"	"303"	"Nil"
"187"	"160"	"174"	"4"	"64"	"29"	"65"	"151"	"5"	"4"	"3"	"1"	"1"	"2"	"2"	"2"	"46"	"4"	"3"	"386"	"Nil"
"188"	"160"	"175"	"4"	"19"	"153"	"4"	"55"	"1"	"0"	"0"	"0"	"0"	"6"	"2"	"6"	"25"	"2"	"8"	"285"	"Nil"
"189"	"160"	"176"	"4"	"5"	"114"	"17"	"77"	"1"	"1"	"0"	"0"	"0"	"5"	"1"	"0"	"32"	"3"	"2"	"262"	"Nil"
"190"	"160"	"177"	"4"	"51"	"28"	"3"	"321"	"3"	"2"	"0"	"2"	"1"	"14"	"9"	"22"	"149"	"14"	"11"	"634"	"Nil"
"191"	"160"	"178"	"18"	"69"	"12"	"0"	"48"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"15"	"8"	"92"	"266"	"Nil"
"192"	"160"	"179"	"1"	"7"	"3"	"1"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"1"	"0"	"228"	"Nil"
"193"	"160"	"180"	"23"	"2"	"4"	"20"	"118"	"3"	"2"	"0"	"1"	"1"	"2"	"2"	"1"	"72"	"9"	"79"	"339"	"Nil"
"194"	"160"	"181"	"94"	"12"	"8"	"2"	"56"	"0"	"1"	"0"	"1"	"0"	"7"	"2"	"1"	"76"	"12"	"218"	"490"	"Nil"
"195"	"160"	"182"	"60"	"44"	"21"	"4"	"41"	"3"	"2"	"2"	"1"	"1"	"4"	"2"	"11"	"257"	"19"	"122"	"594"	"Nil"
"196"	"160"	"183"	"9"	"13"	"12"	"100"	"57"	"1"	"1"	"1"	"0"	"0"	"1"	"4"	"0"	"36"	"10"	"3"	"248"	"Nil"
"197"	"160"	"184"	"18"	"104"	"9"	"4"	"75"	"4"	"1"	"1"	"5"	"2"	"2"	"1"	"2"	"80"	"10"	"30"	"348"	"Nil"
"198"	"160"	"185"	"40"	"17"	"33"	"34"	"86"	"1"	"0"	"2"	"0"	"0"	"8"	"3"	"3"	"25"	"11"	"167"	"430"	"Nil"
"199"	"160"	"186"	"94"	"52"	"8"	"4"	"257"	"1"	"2"	"2"	"1"	"2"	"2"	"5"	"5"	"83"	"7"	"113"	"638"	"Nil"
"200"	"160"	"187"	"33"	"12"	"12"	"2"	"211"	"0"	"1"	"0"	"2"	"1"	"10"	"4"	"5"	"126"	"9"	"10"	"438"	"Nil"
"201"	"160"	"188"	"3"	"1"	"6"	"0"	"163"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"11"	"1"	"3"	"194"	"Nil"
"202"	"160"	"189"	"88"	"37"	"11"	"30"	"104"	"1"	"1"	"3"	"3"	"2"	"1"	"0"	"2"	"109"	"17"	"143"	"552"	"Nil"
"203"	"160"	"190"	"129"	"46"	"25"	"11"	"301"	"9"	"2"	"4"	"7"	"2"	"8"	"4"	"11"	"43"	"18"	"154"	"774"	"Nil"
"204"	"160"	"191"	"20"	"8"	"3"	"2"	"311"	"5"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"11"	"5"	"56"	"425"	"Nil"
"205"	"160"	"192"	"23"	"12"	"7"	"2"	"50"	"3"	"0"	"1"	"3"	"0"	"3"	"1"	"4"	"22"	"5"	"85"	"221"	"Nil"
"206"	"160"	"193"	"1"	"17"	"0"	"1"	"336"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"3"	"362"	"Nil"
"207"	"160"	"194"	"19"	"102"	"53"	"4"	"324"	"7"	"0"	"3"	"3"	"0"	"16"	"5"	"5"	"27"	"9"	"54"	"631"	"Nil"
"208"	"160"	"195"	"107"	"48"	"6"	"2"	"196"	"2"	"0"	"3"	"5"	"1"	"1"	"3"	"4"	"19"	"10"	"186"	"593"	"Nil"
"209"	"160"	"196"	"17"	"32"	"102"	"3"	"203"	"4"	"0"	"3"	"3"	"1"	"11"	"7"	"10"	"13"	"5"	"29"	"443"	"Nil"
"210"	"160"	"197"	"4"	"5"	"1"	"2"	"548"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"565"	"Nil"
"211"	"160"	"198"	"2"	"7"	"3"	"3"	"505"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"526"	"Nil"
"212"	"160"	"199"	"12"	"4"	"56"	"3"	"171"	"6"	"0"	"1"	"3"	"0"	"26"	"7"	"7"	"185"	"25"	"4"	"510"	"Nil"
"213"	"160"	"200"	"5"	"24"	"70"	"9"	"251"	"4"	"0"	"1"	"1"	"2"	"19"	"2"	"4"	"28"	"7"	"4"	"431"	"Nil"
"214"	"160"	"201"	"7"	"11"	"205"	"19"	"262"	"4"	"1"	"0"	"5"	"2"	"61"	"10"	"16"	"21"	"9"	"17"	"650"	"Nil"
"215"	"160"	"202"	"20"	"35"	"179"	"9"	"165"	"6"	"3"	"1"	"3"	"4"	"44"	"3"	"9"	"90"	"17"	"30"	"618"	"Nil"
"216"	"160"	"203"	"2"	"32"	"60"	"8"	"417"	"0"	"1"	"0"	"2"	"1"	"10"	"5"	"2"	"7"	"1"	"2"	"550"	"Nil"
"217"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"218"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"219"	"160"	"204"	"4"	"10"	"50"	"2"	"146"	"1"	"2"	"1"	"0"	"0"	"7"	"3"	"6"	"47"	"5"	"2"	"286"	"Nil"
"220"	"160"	"205"	"70"	"95"	"25"	"15"	"58"	"3"	"4"	"3"	"3"	"0"	"6"	"1"	"6"	"111"	"14"	"50"	"464"	"Nil"
"221"	"160"	"206"	"0"	"21"	"26"	"3"	"539"	"6"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"7"	"0"	"1"	"606"	"Nil"
"222"	"160"	"207"	"95"	"5"	"2"	"0"	"35"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"24"	"7"	"40"	"211"	"Nil"
"223"	"160"	"208"	"20"	"36"	"8"	"4"	"311"	"3"	"5"	"4"	"2"	"5"	"6"	"7"	"5"	"107"	"15"	"21"	"559"	"Nil"
"224"	"160"	"209"	"2"	"9"	"17"	"0"	"63"	"5"	"0"	"0"	"2"	"0"	"11"	"0"	"6"	"542"	"12"	"3"	"672"	"Nil"
"225"	"160"	"210"	"73"	"14"	"3"	"6"	"73"	"0"	"0"	"2"	"0"	"1"	"3"	"2"	"0"	"34"	"7"	"138"	"356"	"Nil"
"226"	"160"	"211"	"55"	"31"	"5"	"14"	"137"	"7"	"1"	"5"	"0"	"1"	"2"	"3"	"5"	"72"	"7"	"33"	"378"	"Nil"
"227"	"160"	"212"	"110"	"37"	"45"	"9"	"148"	"3"	"1"	"0"	"1"	"0"	"14"	"4"	"7"	"59"	"13"	"234"	"685"	"Nil"
"228"	"160"	"213"	"29"	"90"	"11"	"2"	"70"	"1"	"0"	"0"	"2"	"0"	"3"	"1"	"5"	"66"	"5"	"38"	"323"	"Nil"
"229"	"160"	"214"	"11"	"36"	"17"	"5"	"241"	"4"	"2"	"0"	"2"	"1"	"4"	"3"	"1"	"55"	"5"	"53"	"440"	"Nil"
"230"	"160"	"215"	"8"	"24"	"3"	"5"	"228"	"11"	"2"	"0"	"1"	"1"	"4"	"4"	"2"	"56"	"9"	"10"	"368"	"Nil"
"231"	"160"	"216"	"19"	"23"	"22"	"19"	"222"	"8"	"1"	"2"	"3"	"1"	"13"	"13"	"2"	"69"	"13"	"55"	"485"	"Nil"
"232"	"160"	"217"	"5"	"20"	"50"	"3"	"279"	"3"	"2"	"2"	"1"	"0"	"5"	"2"	"2"	"28"	"4"	"2"	"408"	"Nil"
"233"	"160"	"218"	"2"	"1"	"13"	"1"	"157"	"3"	"0"	"1"	"0"	"2"	"2"	"4"	"8"	"129"	"7"	"6"	"336"	"Nil"
"234"	"160"	"219"	"6"	"18"	"44"	"1"	"150"	"0"	"2"	"1"	"4"	"2"	"26"	"7"	"2"	"64"	"2"	"6"	"335"	"Nil"
"235"	"160"	"220"	"17"	"7"	"61"	"4"	"323"	"5"	"3"	"6"	"2"	"0"	"8"	"10"	"5"	"76"	"7"	"7"	"541"	"Nil"
"236"	"160"	"221"	"4"	"4"	"39"	"1"	"288"	"4"	"1"	"3"	"4"	"2"	"38"	"11"	"10"	"52"	"3"	"13"	"477"	"Nil"
"237"	"160"	"222"	"7"	"27"	"174"	"4"	"201"	"3"	"1"	"2"	"2"	"2"	"24"	"10"	"1"	"64"	"2"	"3"	"527"	"Nil"
"238"	"160"	"223"	"8"	"14"	"177"	"4"	"110"	"2"	"0"	"7"	"0"	"1"	"25"	"8"	"8"	"109"	"11"	"10"	"494"	"Nil"
"239"	"160"	"224"	"0"	"2"	"120"	"3"	"194"	"2"	"1"	"1"	"1"	"0"	"18"	"3"	"4"	"35"	"2"	"2"	"388"	"Nil"
"240"	"160"	"225"	"15"	"23"	"17"	"0"	"65"	"1"	"0"	"5"	"0"	"0"	"14"	"0"	"6"	"753"	"10"	"3"	"912"	"Nil"
"241"	"160"	"226"	"6"	"34"	"76"	"3"	"421"	"13"	"3"	"3"	"1"	"2"	"15"	"10"	"5"	"50"	"9"	"25"	"676"	"Nil"
"242"	"160"	"227"	"14"	"48"	"136"	"4"	"244"	"5"	"1"	"5"	"3"	"0"	"58"	"4"	"8"	"110"	"15"	"10"	"665"	"Nil"
"243"	"160"	"228"	"7"	"6"	"121"	"2"	"206"	"6"	"0"	"3"	"1"	"0"	"26"	"7"	"2"	"38"	"6"	"2"	"433"	"Nil"
"244"	"160"	"229"	"5"	"0"	"23"	"0"	"77"	"0"	"0"	"0"	"0"	"0"	"20"	"1"	"1"	"84"	"1"	"0"	"212"	"Nil"
"245"	"160"	"230"	"6"	"76"	"41"	"1"	"36"	"1"	"0"	"0"	"0"	"2"	"8"	"4"	"8"	"93"	"10"	"8"	"294"	"Nil"
"246"	"160"	"231"	"5"	"40"	"18"	"2"	"142"	"0"	"0"	"1"	"2"	"1"	"10"	"8"	"2"	"49"	"5"	"3"	"288"	"Nil"
"247"	"160"	"232"	"10"	"36"	"129"	"15"	"314"	"8"	"3"	"9"	"2"	"3"	"47"	"6"	"5"	"110"	"15"	"6"	"718"	"Nil"
"248"	"160"	"233"	"4"	"21"	"148"	"3"	"366"	"4"	"0"	"2"	"0"	"2"	"8"	"6"	"2"	"7"	"3"	"5"	"581"	"Nil"
"249"	"160"	"234"	"4"	"10"	"185"	"7"	"113"	"0"	"0"	"2"	"0"	"3"	"46"	"9"	"7"	"153"	"16"	"7"	"562"	"Nil"
"250"	"160"	"235"	"19"	"48"	"203"	"8"	"170"	"2"	"3"	"1"	"2"	"2"	"38"	"3"	"6"	"71"	"9"	"1"	"586"	"Nil"
"251"	"160"	"236"	"14"	"141"	"55"	"6"	"263"	"2"	"5"	"2"	"0"	"3"	"13"	"2"	"5"	"154"	"9"	"1"	"675"	"Nil"
"252"	"160"	"237"	"10"	"42"	"227"	"2"	"89"	"2"	"2"	"1"	"1"	"1"	"41"	"3"	"10"	"43"	"2"	"5"	"481"	"Nil"
"253"	"160"	"238"	"35"	"29"	"4"	"25"	"35"	"1"	"0"	"1"	"3"	"1"	"1"	"4"	"2"	"7"	"26"	"429"	"603"	"Nil"
"254"	"160"	"239"	"19"	"22"	"14"	"3"	"94"	"3"	"0"	"3"	"3"	"0"	"5"	"3"	"4"	"94"	"10"	"6"	"283"	"Nil"
"255"	"160"	"240"	"45"	"14"	"24"	"12"	"33"	"2"	"1"	"4"	"1"	"1"	"8"	"4"	"7"	"117"	"20"	"169"	"462"	"Nil"
"256"	"160"	"241"	"80"	"134"	"17"	"14"	"63"	"0"	"1"	"0"	"0"	"0"	"6"	"3"	"2"	"18"	"8"	"35"	"381"	"Nil"
"257"	"160"	"242"	"63"	"170"	"6"	"15"	"20"	"1"	"0"	"2"	"0"	"2"	"2"	"1"	"4"	"42"	"9"	"40"	"377"	"Nil"
"258"	"160"	"243"	"4"	"45"	"35"	"3"	"114"	"1"	"1"	"0"	"1"	"1"	"22"	"3"	"3"	"4"	"1"	"3"	"241"	"Nil"
"259"	"160"	"244"	"1"	"3"	"91"	"4"	"114"	"1"	"0"	"1"	"2"	"1"	"11"	"5"	"2"	"6"	"1"	"3"	"246"	"Nil"
"260"	"160"	"245"	"111"	"17"	"4"	"4"	"44"	"2"	"2"	"0"	"3"	"2"	"1"	"1"	"2"	"63"	"9"	"130"	"395"	"Nil"
"261"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"262"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"263"	"160"	"246"	"168"	"52"	"6"	"2"	"21"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"2"	"145"	"12"	"63"	"477"	"Nil"
"264"	"160"	"247"	"23"	"36"	"137"	"51"	"219"	"4"	"2"	"2"	"3"	"7"	"41"	"18"	"17"	"29"	"8"	"132"	"729"	"Nil"
"265"	"160"	"248"	"16"	"32"	"122"	"5"	"509"	"17"	"4"	"1"	"4"	"2"	"26"	"15"	"20"	"30"	"11"	"15"	"829"	"Nil"
"266"	"160"	"249"	"92"	"36"	"2"	"6"	"56"	"3"	"2"	"1"	"0"	"0"	"2"	"5"	"4"	"55"	"14"	"278"	"556"	"Nil"
"267"	"160"	"250"	"5"	"27"	"24"	"4"	"93"	"4"	"0"	"28"	"1"	"0"	"11"	"1"	"3"	"2"	"0"	"0"	"203"	"Nil"
"268"	"160"	"251"	"20"	"71"	"19"	"19"	"367"	"8"	"3"	"6"	"2"	"2"	"10"	"7"	"10"	"11"	"3"	"8"	"566"	"Nil"
"269"	"160"	"252"	"4"	"2"	"0"	"5"	"49"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"129"	"2"	"14"	"208"	"Nil"
"270"	"160"	"253"	"6"	"5"	"6"	"1"	"151"	"6"	"0"	"0"	"1"	"1"	"7"	"3"	"3"	"219"	"5"	"5"	"419"	"Nil"
"271"	"160"	"254"	"12"	"185"	"26"	"69"	"45"	"1"	"1"	"4"	"1"	"1"	"17"	"3"	"4"	"142"	"37"	"8"	"556"	"Nil"
"272"	"160"	"255"	"30"	"39"	"194"	"39"	"175"	"2"	"1"	"2"	"5"	"3"	"76"	"8"	"19"	"155"	"22"	"17"	"787"	"Nil"
"273"	"160"	"256"	"22"	"16"	"24"	"3"	"98"	"6"	"1"	"2"	"3"	"0"	"16"	"7"	"4"	"128"	"25"	"7"	"362"	"Nil"
"274"	"160"	"257"	"24"	"88"	"35"	"6"	"219"	"2"	"0"	"5"	"2"	"0"	"11"	"4"	"5"	"199"	"17"	"0"	"617"	"Nil"
"275"	"160"	"258"	"10"	"201"	"52"	"2"	"191"	"5"	"2"	"3"	"0"	"2"	"6"	"4"	"9"	"98"	"11"	"11"	"607"	"Nil"
"276"	"160"	"259"	"6"	"9"	"40"	"1"	"154"	"1"	"0"	"0"	"0"	"0"	"6"	"3"	"1"	"151"	"15"	"3"	"390"	"Nil"
"277"	"160"	"260"	"43"	"230"	"19"	"2"	"78"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"30"	"7"	"8"	"424"	"Nil"
"278"	"160"	"261"	"17"	"163"	"73"	"19"	"214"	"5"	"0"	"0"	"1"	"2"	"18"	"5"	"2"	"128"	"22"	"15"	"684"	"Nil"
"279"	"160"	"262"	"0"	"6"	"0"	"2"	"48"	"1"	"2"	"0"	"1"	"0"	"4"	"0"	"14"	"588"	"16"	"6"	"688"	"Nil"
"280"	"160"	"263"	"10"	"218"	"25"	"0"	"79"	"2"	"2"	"0"	"3"	"0"	"3"	"1"	"3"	"37"	"8"	"2"	"393"	"Nil"
"281"	"160"	"264"	"75"	"7"	"39"	"9"	"165"	"9"	"1"	"2"	"2"	"2"	"10"	"5"	"9"	"125"	"18"	"10"	"488"	"Nil"
"282"	"160"	"265"	"24"	"6"	"48"	"13"	"101"	"2"	"0"	"4"	"0"	"3"	"13"	"0"	"6"	"195"	"18"	"6"	"439"	"Nil"
"283"	"160"	"266"	"26"	"22"	"73"	"8"	"83"	"5"	"0"	"0"	"1"	"1"	"46"	"4"	"41"	"124"	"18"	"1"	"453"	"Nil"
"284"	"160"	"267"	"18"	"3"	"37"	"5"	"171"	"6"	"4"	"1"	"2"	"2"	"14"	"1"	"32"	"90"	"6"	"8"	"400"	"Nil"
"285"	"160"	"268"	"7"	"8"	"46"	"10"	"164"	"8"	"3"	"3"	"2"	"2"	"7"	"5"	"45"	"61"	"11"	"1"	"383"	"Nil"
"286"	"160"	"269"	"3"	"4"	"42"	"27"	"62"	"3"	"4"	"0"	"0"	"3"	"18"	"1"	"2"	"13"	"4"	"5"	"191"	"Nil"
"287"	"160"	"270"	"65"	"4"	"76"	"7"	"53"	"3"	"2"	"1"	"4"	"3"	"26"	"3"	"10"	"54"	"13"	"13"	"337"	"Nil"
"288"	"Total No. of votes recorded at Polling
Stations."	""	"6302"	"19684"	"21770"	"2834"	"24611"	"645"	"310"	"601"	"412"	"348"	"5071"	"804"	"2666"	"20189"	"2451"	"7610"	"116308"	"Nil"
"289"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"27- Banka P.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"-Cum- D. M. Banka"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
