"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :50---Jokihat                                                                                                                                              No of Voters :202817"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"146"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"	""
"147"	"133"	"277"	"81"	""	"2"	""	"48"	""	"5"	""	"0"	""	"2"	""	"3"	""	"4"	""	"1"	""	"2"	""	"2"	"6"	""	"433"	""
"148"	"134"	"446"	"77"	""	"5"	""	"48"	""	"5"	""	"0"	""	"2"	""	"3"	""	"4"	""	"3"	""	"3"	""	"5"	"2"	""	"603"	""
"149"	"135"	"472"	"1"	""	"1"	""	"10"	""	"1"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"487"	""
"150"	"136"	"461"	"3"	""	"2"	""	"17"	""	"2"	""	"0"	""	"1"	""	"1"	""	"3"	""	"0"	""	"1"	""	"0"	"0"	""	"491"	""
"151"	"137"	"441"	"44"	""	"1"	""	"29"	""	"4"	""	"2"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	"1"	""	"525"	""
"152"	"138"	"217"	"98"	""	"2"	""	"133"	""	"14"	""	"2"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"2"	"4"	""	"476"	""
"153"	"139"	"574"	"11"	""	"0"	""	"9"	""	"1"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"1"	""	"1"	"0"	""	"599"	""
"154"	"140"	"532"	"70"	""	"7"	""	"53"	""	"3"	""	"0"	""	"0"	""	"2"	""	"1"	""	"0"	""	"1"	""	"0"	"1"	""	"670"	""
"155"	"141"	"529"	"30"	""	"5"	""	"71"	""	"9"	""	"2"	""	"1"	""	"5"	""	"5"	""	"2"	""	"3"	""	"0"	"1"	""	"663"	""
"156"	"142"	"170"	"46"	""	"2"	""	"148"	""	"2"	""	"2"	""	"4"	""	"1"	""	"4"	""	"0"	""	"3"	""	"0"	"4"	""	"386"	""
"157"	"143"	"44"	"261"	""	"7"	""	"75"	""	"2"	""	"0"	""	"2"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"393"	""
"158"	"144"	"342"	"79"	""	"6"	""	"65"	""	"2"	""	"2"	""	"1"	""	"4"	""	"5"	""	"1"	""	"0"	""	"1"	"0"	""	"508"	""
"159"	"145"	"403"	"27"	""	"5"	""	"71"	""	"5"	""	"0"	""	"0"	""	"0"	""	"5"	""	"0"	""	"0"	""	"1"	"0"	""	"517"	""
"160"	"146"	"458"	"18"	""	"4"	""	"36"	""	"7"	""	"1"	""	"1"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	"1"	""	"530"	""
"161"	"147"	"501"	"6"	""	"0"	""	"38"	""	"2"	""	"2"	""	"1"	""	"4"	""	"0"	""	"0"	""	"1"	""	"5"	"1"	""	"561"	""
"162"	"148"	"356"	"57"	""	"1"	""	"30"	""	"3"	""	"1"	""	"0"	""	"3"	""	"3"	""	"0"	""	"3"	""	"0"	"2"	""	"459"	""
"163"	"149"	"198"	"3"	""	"2"	""	"7"	""	"2"	""	"0"	""	"12"	""	"0"	""	"1"	""	"0"	""	"2"	""	"0"	"3"	""	"230"	""
"164"	"150"	"501"	"59"	""	"4"	""	"40"	""	"7"	""	"1"	""	"5"	""	"2"	""	"4"	""	"1"	""	"1"	""	"4"	"2"	""	"631"	""
"165"	"151"	"385"	"8"	""	"2"	""	"36"	""	"2"	""	"3"	""	"1"	""	"5"	""	"1"	""	"2"	""	"2"	""	"0"	"1"	""	"448"	""
"166"	"152"	"517"	"26"	""	"3"	""	"42"	""	"1"	""	"0"	""	"2"	""	"4"	""	"3"	""	"0"	""	"0"	""	"0"	"0"	""	"598"	""
"167"	"153"	"41"	"251"	""	"8"	""	"16"	""	"1"	""	"0"	""	"4"	""	"2"	""	"1"	""	"0"	""	"2"	""	"1"	"1"	""	"328"	""
"168"	"154"	"371"	"4"	""	"2"	""	"81"	""	"3"	""	"2"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"466"	""
"169"	"155"	"303"	"169"	""	"5"	""	"75"	""	"3"	""	"1"	""	"0"	""	"3"	""	"3"	""	"0"	""	"0"	""	"2"	"3"	""	"567"	""
"170"	"156"	"575"	"15"	""	"2"	""	"36"	""	"3"	""	"0"	""	"1"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"1"	""	"635"	""
"171"	"157"	"159"	"23"	""	"5"	""	"131"	""	"4"	""	"0"	""	"0"	""	"4"	""	"5"	""	"2"	""	"2"	""	"4"	"3"	""	"342"	""
"172"	"158"	"148"	"13"	""	"2"	""	"125"	""	"4"	""	"1"	""	"4"	""	"4"	""	"10"	""	"2"	""	"5"	""	"5"	"0"	""	"323"	""
"173"	"159"	"103"	"506"	""	"15"	""	"28"	""	"3"	""	"2"	""	"5"	""	"4"	""	"5"	""	"1"	""	"5"	""	"2"	"3"	""	"682"	""
"174"	"160"	"346"	"50"	""	"6"	""	"140"	""	"3"	""	"0"	""	"0"	""	"3"	""	"3"	""	"2"	""	"1"	""	"0"	"2"	""	"556"	""
"175"	"161"	"176"	"223"	""	"5"	""	"16"	""	"1"	""	"0"	""	"1"	""	"4"	""	"2"	""	"2"	""	"2"	""	"1"	"2"	""	"435"	""
"176"	"162"	"411"	"62"	""	"2"	""	"44"	""	"5"	""	"2"	""	"2"	""	"3"	""	"8"	""	"2"	""	"0"	""	"0"	"1"	""	"542"	""
"177"	"163"	"113"	"193"	""	"8"	""	"36"	""	"3"	""	"0"	""	"4"	""	"4"	""	"5"	""	"3"	""	"2"	""	"2"	"0"	""	"373"	""
"178"	"164"	"75"	"252"	""	"10"	""	"72"	""	"6"	""	"3"	""	"1"	""	"5"	""	"2"	""	"0"	""	"1"	""	"1"	"2"	""	"430"	""
"179"	"165"	"157"	"294"	""	"2"	""	"22"	""	"3"	""	"2"	""	"5"	""	"0"	""	"6"	""	"2"	""	"2"	""	"1"	"3"	""	"499"	""
"180"	"166"	"235"	"116"	""	"3"	""	"44"	""	"8"	""	"1"	""	"0"	""	"2"	""	"8"	""	"0"	""	"2"	""	"0"	"0"	""	"419"	""
"181"	"167"	"317"	"49"	""	"0"	""	"24"	""	"8"	""	"1"	""	"4"	""	"5"	""	"6"	""	"1"	""	"1"	""	"1"	"0"	""	"417"	""
"182"	"168"	"31"	"560"	""	"13"	""	"7"	""	"3"	""	"1"	""	"2"	""	"4"	""	"3"	""	"3"	""	"1"	""	"1"	"1"	""	"630"	""
"183"	"169"	"673"	"14"	""	"1"	""	"19"	""	"1"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"712"	""
"184"	"170"	"249"	"169"	""	"7"	""	"80"	""	"2"	""	"1"	""	"2"	""	"4"	""	"2"	""	"1"	""	"1"	""	"1"	"5"	""	"524"	""
"185"	"171"	"295"	"12"	""	"0"	""	"46"	""	"4"	""	"0"	""	"6"	""	"1"	""	"0"	""	"2"	""	"3"	""	"0"	"0"	""	"369"	""
"186"	"172"	"325"	"153"	""	"11"	""	"57"	""	"8"	""	"6"	""	"2"	""	"2"	""	"4"	""	"1"	""	"2"	""	"1"	"0"	""	"572"	""
"187"	"173"	"353"	"16"	""	"9"	""	"165"	""	"10"	""	"3"	""	"5"	""	"4"	""	"15"	""	"2"	""	"4"	""	"1"	"4"	""	"591"	""
"188"	"174"	"176"	"298"	""	"13"	""	"237"	""	"8"	""	"2"	""	"7"	""	"3"	""	"8"	""	"3"	""	"0"	""	"1"	"2"	""	"758"	""
"189"	"175"	"241"	"55"	""	"6"	""	"227"	""	"9"	""	"8"	""	"1"	""	"8"	""	"7"	""	"4"	""	"3"	""	"2"	"2"	""	"573"	""
"190"	"176"	"267"	"65"	""	"4"	""	"65"	""	"2"	""	"5"	""	"3"	""	"3"	""	"5"	""	"1"	""	"0"	""	"0"	"0"	""	"420"	""
"191"	"177"	"43"	"293"	""	"0"	""	"41"	""	"2"	""	"2"	""	"1"	""	"0"	""	"3"	""	"2"	""	"1"	""	"2"	"3"	""	"393"	""
"192"	"178"	"154"	"321"	""	"5"	""	"136"	""	"2"	""	"3"	""	"1"	""	"2"	""	"3"	""	"1"	""	"3"	""	"2"	"0"	""	"633"	""
"193"	"179"	"51"	"292"	""	"1"	""	"163"	""	"5"	""	"2"	""	"3"	""	"0"	""	"4"	""	"2"	""	"0"	""	"1"	"1"	""	"525"	""
"194"	"180"	"155"	"51"	""	"8"	""	"123"	""	"6"	""	"4"	""	"1"	""	"4"	""	"2"	""	"1"	""	"0"	""	"2"	"2"	""	"359"	""
"195"	"181"	"205"	"15"	""	"3"	""	"100"	""	"5"	""	"3"	""	"2"	""	"5"	""	"4"	""	"1"	""	"2"	""	"2"	"4"	""	"351"	""
"196"	"182"	"112"	"142"	""	"8"	""	"257"	""	"8"	""	"2"	""	"1"	""	"2"	""	"4"	""	"1"	""	"3"	""	"1"	"4"	""	"545"	""
"197"	"183"	"403"	"15"	""	"2"	""	"168"	""	"7"	""	"1"	""	"2"	""	"2"	""	"1"	""	"0"	""	"2"	""	"3"	"1"	""	"607"	""
"198"	"184"	"199"	"73"	""	"12"	""	"256"	""	"6"	""	"1"	""	"0"	""	"7"	""	"5"	""	"2"	""	"3"	""	"2"	"0"	""	"566"	""
"199"	"185"	"272"	"15"	""	"5"	""	"118"	""	"6"	""	"0"	""	"0"	""	"2"	""	"13"	""	"0"	""	"2"	""	"1"	"0"	""	"434"	""
"200"	"186"	"269"	"51"	""	"7"	""	"158"	""	"18"	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"1"	""	"8"	"10"	""	"537"	""
"201"	"187"	"229"	"58"	""	"2"	""	"58"	""	"13"	""	"1"	""	"1"	""	"3"	""	"4"	""	"2"	""	"4"	""	"0"	"0"	""	"375"	""
"202"	"188"	"466"	"24"	""	"7"	""	"51"	""	"4"	""	"1"	""	"2"	""	"5"	""	"3"	""	"0"	""	"0"	""	"2"	"2"	""	"567"	""
"203"	"189"	"379"	"216"	""	"14"	""	"72"	""	"8"	""	"1"	""	"2"	""	"8"	""	"9"	""	"3"	""	"1"	""	"5"	"2"	""	"720"	""
"204"	"190"	"176"	"73"	""	"4"	""	"219"	""	"10"	""	"4"	""	"1"	""	"0"	""	"1"	""	"2"	""	"2"	""	"2"	"1"	""	"495"	""
"205"	"191"	"91"	"32"	""	"1"	""	"146"	""	"4"	""	"2"	""	"1"	""	"3"	""	"3"	""	"0"	""	"0"	""	"1"	"2"	""	"286"	""
"206"	"192"	"10"	"459"	""	"7"	""	"18"	""	"1"	""	"0"	""	"1"	""	"2"	""	"1"	""	"1"	""	"0"	""	"1"	"2"	""	"503"	""
"207"	"193"	"58"	"449"	""	"22"	""	"25"	""	"3"	""	"2"	""	"3"	""	"0"	""	"15"	""	"2"	""	"2"	""	"3"	"2"	""	"586"	""
"208"	"194"	"195"	"6"	""	"2"	""	"30"	""	"3"	""	"0"	""	"0"	""	"3"	""	"2"	""	"0"	""	"1"	""	"2"	"2"	""	"246"	""
"209"	"195"	"401"	"6"	""	"1"	""	"70"	""	"2"	""	"2"	""	"2"	""	"7"	""	"5"	""	"3"	""	"2"	""	"1"	"5"	""	"507"	""
"210"	"Total:"	"43826"	"24886"	""	"1018"	""	"17880"	""	"979"	""	"303"	""	"396"	""	"554"	""	"667"	""	"260"	""	"326"	""	"1839"	"404"	""	"93338"	""
"211"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"212"	""	"ZAKIR HUSSAIN KHAN"	""	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	"DINESH RATHOUR"	""	"NAND LAL PASWAN"	""	""
"213"	"1"	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	""	"15"
"214"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"Date: 16/05/2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"Assembly Constituency : 50---Jokihat"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"219"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"Parliament Constituency : 9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	"Form-20  (Part-I-B)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"Assembly Constituency :50---Jokihat                                                                                                                                              No of Voters :202817"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"Candidates Name
----->
BOOTH NO"	"Brough forward from TOTAL  (Part-I-A)"	""	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""
"225"	""	""	""	"NITYA NAND BISHWAS"	""	"PRAMOD SINGH YADAV"	""	"PRINCE VICTOR"	""	"LAXMI SADA"	""	"VIJAY SAH"	""	"SANJAY KUMAR JHA"	""	"D. SAJJAD"	""	"SATYA NARAYAN WRITER"	""	"SADA NAND CHOUDHARY"	""	"SADHANA DEVI"	"SUKDEO PASWAN"	""	"MOHAMMED SAIFUR RAB"	""	""
"226"	"1"	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	"22"	""	"23"	""	"24"	""	"25"	"26"	""	"27"	"28"	""
"227"	"1"	"483"	""	"1"	""	"3"	""	"2"	""	"17"	""	"4"	""	"3"	""	"2"	""	"2"	""	"5"	""	"3"	"9"	""	"6"	"540"	""
"228"	"2"	"628"	""	"2"	""	"4"	""	"3"	""	"15"	""	"2"	""	"8"	""	"5"	""	"5"	""	"5"	""	"4"	"27"	""	"8"	"716"	""
"229"	"3"	"724"	""	"3"	""	"3"	""	"13"	""	"5"	""	"8"	""	"0"	""	"2"	""	"2"	""	"2"	""	"3"	"10"	""	"7"	"782"	""
"230"	"4"	"535"	""	"2"	""	"2"	""	"3"	""	"7"	""	"3"	""	"3"	""	"1"	""	"11"	""	"8"	""	"6"	"14"	""	"10"	"605"	""
"231"	"5"	"437"	""	"3"	""	"2"	""	"2"	""	"12"	""	"7"	""	"5"	""	"4"	""	"11"	""	"4"	""	"9"	"3"	""	"5"	"504"	""
"232"	"6"	"274"	""	"2"	""	"3"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"3"	""	"1"	""	"3"	"5"	""	"2"	"296"	""
"233"	"7"	"404"	""	"2"	""	"1"	""	"3"	""	"13"	""	"4"	""	"1"	""	"9"	""	"19"	""	"3"	""	"1"	"6"	""	"9"	"475"	""
"234"	"8"	"453"	""	"3"	""	"3"	""	"7"	""	"11"	""	"1"	""	"1"	""	"3"	""	"5"	""	"0"	""	"3"	"0"	""	"0"	"490"	""
"235"	"9"	"436"	""	"2"	""	"1"	""	"7"	""	"3"	""	"2"	""	"1"	""	"3"	""	"1"	""	"1"	""	"1"	"3"	""	"6"	"467"	""
"236"	"10"	"523"	""	"4"	""	"2"	""	"17"	""	"20"	""	"3"	""	"3"	""	"5"	""	"8"	""	"3"	""	"4"	"9"	""	"14"	"615"	""
"237"	"11"	"427"	""	"1"	""	"4"	""	"3"	""	"5"	""	"1"	""	"1"	""	"5"	""	"7"	""	"2"	""	"2"	"3"	""	"4"	"465"	""
"238"	"12"	"761"	""	"3"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"3"	""	"1"	""	"0"	""	"1"	"0"	""	"1"	"773"	""
"239"	"13"	"353"	""	"1"	""	"2"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"3"	""	"0"	""	"1"	"0"	""	"2"	"365"	""
"240"	"14"	"570"	""	"0"	""	"0"	""	"2"	""	"13"	""	"1"	""	"0"	""	"0"	""	"4"	""	"1"	""	"1"	"0"	""	"3"	"595"	""
"241"	"15"	"521"	""	"7"	""	"7"	""	"24"	""	"4"	""	"3"	""	"2"	""	"1"	""	"3"	""	"2"	""	"2"	"1"	""	"4"	"581"	""
"242"	"16"	"422"	""	"1"	""	"1"	""	"3"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	"1"	""	"4"	"437"	""
"243"	"17"	"160"	""	"1"	""	"1"	""	"4"	""	"11"	""	"7"	""	"1"	""	"2"	""	"6"	""	"1"	""	"2"	"3"	""	"3"	"202"	""
"244"	"18"	"463"	""	"6"	""	"7"	""	"37"	""	"14"	""	"3"	""	"3"	""	"3"	""	"12"	""	"3"	""	"3"	"8"	""	"17"	"579"	""
"245"	"19"	"285"	""	"0"	""	"0"	""	"4"	""	"5"	""	"1"	""	"1"	""	"1"	""	"2"	""	"0"	""	"1"	"1"	""	"7"	"308"	""
"246"	"20"	"498"	""	"1"	""	"2"	""	"3"	""	"3"	""	"1"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	"2"	""	"1"	"514"	""
"247"	"21"	"295"	""	"1"	""	"4"	""	"19"	""	"3"	""	"1"	""	"1"	""	"1"	""	"2"	""	"0"	""	"1"	"1"	""	"4"	"333"	""
"248"	"22"	"475"	""	"5"	""	"4"	""	"9"	""	"1"	""	"2"	""	"0"	""	"0"	""	"2"	""	"3"	""	"6"	"4"	""	"6"	"517"	""
"249"	"23"	"422"	""	"6"	""	"7"	""	"9"	""	"3"	""	"0"	""	"0"	""	"0"	""	"1"	""	"2"	""	"2"	"3"	""	"1"	"456"	""
"250"	"24"	"347"	""	"5"	""	"4"	""	"9"	""	"3"	""	"1"	""	"3"	""	"2"	""	"4"	""	"5"	""	"7"	"17"	""	"5"	"412"	""
"251"	"25"	"662"	""	"4"	""	"6"	""	"15"	""	"5"	""	"1"	""	"0"	""	"1"	""	"4"	""	"0"	""	"1"	"8"	""	"5"	"712"	""
"252"	"26"	"581"	""	"2"	""	"2"	""	"0"	""	"1"	""	"3"	""	"0"	""	"2"	""	"1"	""	"0"	""	"4"	"3"	""	"2"	"601"	""
"253"	"27"	"578"	""	"0"	""	"2"	""	"2"	""	"3"	""	"1"	""	"0"	""	"0"	""	"2"	""	"1"	""	"0"	"0"	""	"1"	"590"	""
"254"	"28"	"303"	""	"3"	""	"1"	""	"1"	""	"5"	""	"1"	""	"4"	""	"5"	""	"5"	""	"3"	""	"4"	"5"	""	"7"	"347"	""
"255"	"29"	"587"	""	"1"	""	"0"	""	"2"	""	"7"	""	"4"	""	"4"	""	"4"	""	"1"	""	"0"	""	"1"	"4"	""	"4"	"619"	""
"256"	"30"	"505"	""	"1"	""	"1"	""	"0"	""	"4"	""	"2"	""	"1"	""	"0"	""	"2"	""	"2"	""	"4"	"4"	""	"1"	"527"	""
"257"	"31"	"536"	""	"13"	""	"10"	""	"18"	""	"5"	""	"14"	""	"3"	""	"3"	""	"5"	""	"6"	""	"9"	"21"	""	"9"	"652"	""
"258"	"32"	"624"	""	"4"	""	"7"	""	"24"	""	"0"	""	"14"	""	"0"	""	"0"	""	"3"	""	"2"	""	"3"	"3"	""	"4"	"688"	""
"259"	"33"	"670"	""	"2"	""	"6"	""	"6"	""	"1"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	"2"	""	"1"	"691"	""
"260"	"34"	"503"	""	"0"	""	"1"	""	"15"	""	"8"	""	"3"	""	"0"	""	"3"	""	"4"	""	"0"	""	"0"	"2"	""	"3"	"542"	""
"261"	"35"	"316"	""	"0"	""	"0"	""	"2"	""	"4"	""	"1"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	"0"	""	"2"	"327"	""
"262"	"36"	"316"	""	"2"	""	"1"	""	"5"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"4"	""	"1"	"2"	""	"2"	"336"	""
"263"	"37"	"525"	""	"1"	""	"1"	""	"3"	""	"6"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"1"	"0"	""	"3"	"543"	""
"264"	"38"	"624"	""	"0"	""	"1"	""	"1"	""	"2"	""	"0"	""	"1"	""	"0"	""	"3"	""	"1"	""	"0"	"1"	""	"1"	"635"	""
"265"	"39"	"317"	""	"0"	""	"0"	""	"3"	""	"9"	""	"4"	""	"2"	""	"19"	""	"7"	""	"2"	""	"3"	"3"	""	"6"	"375"	""
"266"	"40"	"329"	""	"0"	""	"4"	""	"6"	""	"6"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"3"	"354"	""
"267"	"41"	"474"	""	"0"	""	"1"	""	"1"	""	"3"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"4"	""	"3"	"488"	""
"268"	"42"	"239"	""	"1"	""	"0"	""	"3"	""	"7"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"2"	"253"	""
"269"	"43"	"566"	""	"5"	""	"4"	""	"24"	""	"10"	""	"0"	""	"1"	""	"7"	""	"7"	""	"2"	""	"5"	"3"	""	"4"	"638"	""
"270"	"44"	"455"	""	"3"	""	"2"	""	"2"	""	"17"	""	"3"	""	"3"	""	"6"	""	"11"	""	"6"	""	"2"	"0"	""	"1"	"511"	""
"271"	"45"	"518"	""	"3"	""	"1"	""	"7"	""	"23"	""	"10"	""	"2"	""	"4"	""	"5"	""	"1"	""	"3"	"8"	""	"11"	"596"	""
"272"	"46"	"653"	""	"0"	""	"1"	""	"6"	""	"5"	""	"1"	""	"0"	""	"0"	""	"3"	""	"0"	""	"1"	"0"	""	"1"	"671"	""
"273"	"47"	"608"	""	"1"	""	"1"	""	"4"	""	"3"	""	"0"	""	"1"	""	"1"	""	"6"	""	"2"	""	"0"	"2"	""	"2"	"631"	""
"274"	"48"	"590"	""	"3"	""	"1"	""	"2"	""	"11"	""	"10"	""	"2"	""	"3"	""	"7"	""	"3"	""	"5"	"6"	""	"8"	"651"	""
"275"	"49"	"455"	""	"1"	""	"4"	""	"14"	""	"6"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"4"	"486"	""
"276"	"50"	"357"	""	"0"	""	"0"	""	"0"	""	"8"	""	"0"	""	"1"	""	"2"	""	"7"	""	"3"	""	"3"	"4"	""	"6"	"391"	""
"277"	"51"	"569"	""	"5"	""	"5"	""	"16"	""	"12"	""	"3"	""	"2"	""	"5"	""	"8"	""	"5"	""	"3"	"3"	""	"12"	"648"	""
"278"	"52"	"399"	""	"1"	""	"0"	""	"0"	""	"5"	""	"1"	""	"4"	""	"1"	""	"1"	""	"2"	""	"1"	"2"	""	"1"	"418"	""
"279"	"53"	"407"	""	"2"	""	"6"	""	"22"	""	"7"	""	"0"	""	"3"	""	"5"	""	"2"	""	"2"	""	"1"	"1"	""	"5"	"463"	""
"280"	"54"	"241"	""	"1"	""	"9"	""	"12"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	"1"	""	"3"	"272"	""
"281"	"55"	"536"	""	"5"	""	"8"	""	"32"	""	"7"	""	"2"	""	"2"	""	"2"	""	"3"	""	"0"	""	"0"	"6"	""	"2"	"605"	""
"282"	"56"	"584"	""	"1"	""	"3"	""	"2"	""	"2"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"6"	""	"0"	"600"	""
"283"	"57"	"363"	""	"2"	""	"5"	""	"8"	""	"4"	""	"4"	""	"0"	""	"2"	""	"2"	""	"1"	""	"3"	"0"	""	"4"	"398"	""
"284"	"58"	"684"	""	"1"	""	"5"	""	"9"	""	"2"	""	"4"	""	"0"	""	"0"	""	"1"	""	"2"	""	"3"	"1"	""	"0"	"712"	""
"285"	"59"	"548"	""	"1"	""	"3"	""	"5"	""	"10"	""	"3"	""	"1"	""	"4"	""	"7"	""	"6"	""	"8"	"9"	""	"5"	"610"	""
"286"	"60"	"556"	""	"8"	""	"13"	""	"27"	""	"1"	""	"2"	""	"0"	""	"2"	""	"0"	""	"2"	""	"4"	"6"	""	"4"	"625"	""
"287"	"61"	"315"	""	"5"	""	"1"	""	"6"	""	"10"	""	"9"	""	"4"	""	"4"	""	"10"	""	"5"	""	"3"	"10"	""	"7"	"389"	""
"288"	"62"	"220"	""	"0"	""	"1"	""	"4"	""	"2"	""	"0"	""	"0"	""	"0"	""	"4"	""	"1"	""	"0"	"1"	""	"0"	"233"	""
"289"	"63"	"578"	""	"0"	""	"0"	""	"3"	""	"2"	""	"0"	""	"0"	""	"4"	""	"1"	""	"1"	""	"0"	"1"	""	"0"	"590"	""
"290"	"64"	"287"	""	"0"	""	"1"	""	"8"	""	"4"	""	"1"	""	"1"	""	"0"	""	"5"	""	"1"	""	"4"	"2"	""	"8"	"322"	""
"291"	"Candidates Name
----->
BOOTH NO"	"Brough forward from TOTAL  (Part-I-A)"	""	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""
"292"	""	""	""	"NITYA NAND BISHWAS"	""	"PRAMOD SINGH YADAV"	""	"PRINCE VICTOR"	""	"LAXMI SADA"	""	"VIJAY SAH"	""	"SANJAY KUMAR JHA"	""	"D. SAJJAD"	""	"SATYA NARAYAN WRITER"	""	"SADA NAND CHOUDHARY"	""	"SADHANA DEVI"	"SUKDEO PASWAN"	""	"MOHAMMED SAIFUR RAB"	""	""
"293"	"1"	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	"22"	""	"23"	""	"24"	""	"25"	"26"	""	"27"	"28"	""
