"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-208005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185- FATUHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"156"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"157"	"ROUND  6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158"	"Total No. of electors in Assembly Constituency/Segment:-208005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185- FATUHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"161"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"162"	"71"	"143"	"66"	"12"	"0"	"1"	"5"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"233"	"0"	"233"	"0"
"163"	"72"	"132"	"36"	"10"	"1"	"3"	"11"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"5"	"203"	"0"	"203"	"0"
"164"	"73"	"189"	"5"	"6"	"0"	"0"	"11"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"216"	"0"	"216"	"0"
"165"	"74"	"114"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"123"	"0"	"123"	"0"
"166"	"75"	"67"	"11"	"3"	"1"	"1"	"35"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"125"	"0"	"125"	"0"
"167"	"76"	"359"	"81"	"17"	"5"	"8"	"0"	"4"	"2"	"73"	"1"	"3"	"2"	"2"	"2"	"4"	"11"	"574"	"0"	"574"	"0"
"168"	"77"	"356"	"22"	"7"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"8"	"401"	"0"	"401"	"0"
"169"	"78"	"396"	"16"	"3"	"1"	"1"	"3"	"1"	"2"	"1"	"1"	"5"	"0"	"3"	"2"	"1"	"14"	"450"	"0"	"450"	"0"
"170"	"79"	"307"	"24"	"2"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"3"	"2"	"0"	"2"	"3"	"6"	"355"	"0"	"355"	"0"
"171"	"80"	"97"	"109"	"4"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"218"	"0"	"218"	"0"
"172"	"81"	"58"	"101"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"5"	"188"	"0"	"188"	"0"
"173"	"82"	"547"	"37"	"14"	"4"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"2"	"0"	"1"	"0"	"12"	"623"	"0"	"623"	"0"
"174"	"83"	"270"	"49"	"6"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"8"	"340"	"0"	"340"	"0"
"175"	"84"	"200"	"59"	"6"	"2"	"2"	"23"	"2"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"298"	"0"	"298"	"0"
"176"	"Total :-"	"3235"	"617"	"115"	"18"	"19"	"93"	"17"	"10"	"78"	"7"	"18"	"9"	"8"	"8"	"15"	"80"	"4347"	"0"	"4347"	"0"
"177"	"Till Last Total :-"	"10117"	"9039"	"870"	"91"	"69"	"781"	"128"	"39"	"57"	"50"	"68"	"46"	"47"	"61"	"172"	"301"	"21936"	"0"	"21936"	"0"
"178"	"Grand Total
:-"	"13352"	"9656"	"985"	"109"	"88"	"874"	"145"	"49"	"135"	"57"	"86"	"55"	"55"	"69"	"187"	"381"	"26283"	"0"	"26283"	"0"
"179"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"182"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"183"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"184"	"ROUND  7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"Total No. of electors in Assembly Constituency/Segment:-208005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185- FATUHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"188"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"189"	"85"	"225"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"237"	"0"	"237"	"0"
"190"	"86"	"536"	"50"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"8"	"603"	"0"	"603"	"0"
"191"	"87"	"435"	"10"	"1"	"0"	"1"	"15"	"2"	"2"	"3"	"0"	"2"	"0"	"1"	"1"	"0"	"5"	"478"	"0"	"478"	"0"
"192"	"88"	"318"	"31"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"358"	"0"	"358"	"0"
"193"	"89"	"229"	"14"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"11"	"265"	"0"	"265"	"0"
"194"	"90"	"96"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"117"	"0"	"117"	"0"
"195"	"91"	"416"	"16"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"2"	"1"	"18"	"466"	"0"	"466"	"0"
"196"	"92"	"550"	"28"	"4"	"1"	"1"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"592"	"0"	"592"	"0"
"197"	"93"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"0"
"198"	"94"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"199"	"95"	"41"	"20"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"66"	"0"	"66"	"0"
"200"	"96"	"238"	"81"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"3"	"335"	"0"	"335"	"0"
"201"	"97"	"332"	"37"	"4"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"6"	"385"	"0"	"385"	"0"
"202"	"98"	"315"	"20"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"2"	"3"	"352"	"0"	"352"	"0"
"203"	"Total :-"	"3733"	"324"	"53"	"5"	"6"	"22"	"6"	"2"	"4"	"9"	"8"	"0"	"4"	"5"	"14"	"62"	"4257"	"0"	"4257"	"0"
"204"	"Till Last Total :-"	"13352"	"9656"	"985"	"109"	"88"	"874"	"145"	"49"	"135"	"57"	"86"	"55"	"55"	"69"	"187"	"381"	"26283"	"0"	"26283"	"0"
"205"	"Grand Total
:-"	"17085"	"9980"	"1038"	"114"	"94"	"896"	"151"	"51"	"139"	"66"	"94"	"55"	"59"	"74"	"201"	"443"	"30540"	"0"	"30540"	"0"
"206"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"ROUND  8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"Total No. of electors in Assembly Constituency/Segment:-208005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185- FATUHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"214"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"215"	"99"	"329"	"44"	"6"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"4"	"12"	"402"	"0"	"402"	"0"
"216"	"100"	"147"	"288"	"26"	"4"	"2"	"1"	"1"	"3"	"1"	"2"	"4"	"0"	"6"	"2"	"10"	"11"	"508"	"0"	"508"	"0"
"217"	"101"	"248"	"98"	"8"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"4"	"1"	"2"	"5"	"372"	"0"	"372"	"0"
"218"	"102"	"245"	"82"	"7"	"0"	"0"	"2"	"0"	"2"	"2"	"0"	"4"	"1"	"2"	"1"	"0"	"6"	"354"	"0"	"354"	"0"
"219"	"103"	"191"	"149"	"53"	"2"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"3"	"408"	"0"	"408"	"0"
"220"	"104"	"249"	"105"	"13"	"5"	"1"	"0"	"3"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"5"	"388"	"0"	"388"	"0"
"221"	"105"	"271"	"133"	"26"	"5"	"3"	"2"	"1"	"1"	"2"	"2"	"1"	"3"	"1"	"2"	"2"	"8"	"463"	"0"	"463"	"0"
"222"	"106"	"231"	"85"	"31"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"350"	"0"	"350"	"0"
"223"	"107"	"101"	"55"	"11"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"175"	"0"	"175"	"0"
"224"	"108"	"7"	"123"	"7"	"0"	"2"	"30"	"3"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"4"	"183"	"0"	"183"	"0"
"225"	"109"	"235"	"100"	"7"	"3"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"6"	"361"	"0"	"361"	"0"
"226"	"110"	"98"	"97"	"13"	"4"	"2"	"2"	"2"	"1"	"4"	"2"	"3"	"2"	"1"	"2"	"1"	"6"	"240"	"0"	"240"	"0"
"227"	"111"	"136"	"6"	"3"	"1"	"0"	"9"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"158"	"0"	"158"	"0"
"228"	"112"	"231"	"9"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"248"	"0"	"248"	"0"
"229"	"Total :-"	"2719"	"1374"	"213"	"26"	"14"	"55"	"13"	"10"	"15"	"11"	"19"	"9"	"22"	"12"	"28"	"70"	"4610"	"0"	"4610"	"0"
"230"	"Till Last Total :-"	"17085"	"9980"	"1038"	"114"	"94"	"896"	"151"	"51"	"139"	"66"	"94"	"55"	"59"	"74"	"201"	"443"	"30540"	"0"	"30540"	"0"
"231"	"Grand Total
:-"	"19804"	"11354"	"1251"	"140"	"108"	"951"	"164"	"61"	"154"	"77"	"113"	"64"	"81"	"86"	"229"	"513"	"35150"	"0"	"35150"	"0"
"232"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"ROUND  9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"Total No. of electors in Assembly Constituency/Segment:-208005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185- FATUHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"241"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"242"	"113"	"186"	"19"	"6"	"1"	"0"	"3"	"0"	"2"	"3"	"1"	"5"	"1"	"1"	"3"	"2"	"13"	"246"	"0"	"246"	"0"
"243"	"114"	"30"	"82"	"35"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"153"	"0"	"153"	"0"
"244"	"115"	"17"	"230"	"20"	"0"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"276"	"0"	"276"	"0"
"245"	"116"	"33"	"68"	"19"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"124"	"0"	"124"	"0"
"246"	"117"	"57"	"51"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"119"	"0"	"119"	"0"
"247"	"118"	"6"	"138"	"3"	"0"	"0"	"21"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"171"	"0"	"171"	"0"
"248"	"119"	"193"	"28"	"2"	"0"	"1"	"6"	"2"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"11"	"248"	"0"	"248"	"0"
"249"	"120"	"11"	"111"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"139"	"0"	"139"	"0"
"250"	"121"	"32"	"116"	"25"	"3"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"187"	"0"	"187"	"0"
"251"	"122"	"35"	"163"	"10"	"2"	"3"	"75"	"4"	"2"	"0"	"1"	"0"	"1"	"0"	"2"	"5"	"4"	"307"	"0"	"307"	"0"
"252"	"123"	"16"	"179"	"11"	"1"	"0"	"8"	"2"	"0"	"0"	"1"	"2"	"1"	"4"	"3"	"8"	"8"	"244"	"0"	"244"	"0"
"253"	"124"	"5"	"94"	"13"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"121"	"0"	"121"	"0"
"254"	"125"	"2"	"226"	"5"	"1"	"1"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"259"	"0"	"259"	"0"
"255"	"126"	"13"	"135"	"18"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"0"	"170"	"0"
"256"	"Total :-"	"636"	"1640"	"188"	"13"	"11"	"139"	"15"	"6"	"5"	"6"	"7"	"6"	"6"	"17"	"28"	"41"	"2764"	"0"	"2764"	"0"
"257"	"Till Last Total :-"	"19804"	"11354"	"1251"	"140"	"108"	"951"	"164"	"61"	"154"	"77"	"113"	"64"	"81"	"86"	"229"	"513"	"35150"	"0"	"35150"	"0"
"258"	"Grand Total
:-"	"20440"	"12994"	"1439"	"153"	"119"	"1090"	"179"	"67"	"159"	"83"	"120"	"70"	"87"	"103"	"257"	"554"	"37914"	"0"	"37914"	"0"
"259"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"ROUND  10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"Total No. of electors in Assembly Constituency/Segment:-208005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185- FATUHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"267"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"268"	"127"	"12"	"248"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"0"	"0"	"1"	"0"	"275"	"0"	"275"	"0"
"269"	"128"	"6"	"160"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"0"	"178"	"0"
"270"	"129"	"24"	"169"	"31"	"1"	"3"	"9"	"3"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"246"	"0"	"246"	"0"
"271"	"130"	"5"	"417"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"429"	"0"	"429"	"0"
"272"	"131"	"288"	"49"	"5"	"3"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"357"	"0"	"357"	"0"
"273"	"132"	"20"	"167"	"15"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"4"	"216"	"0"	"216"	"0"
"274"	"133"	"181"	"95"	"6"	"0"	"2"	"10"	"3"	"1"	"0"	"1"	"5"	"0"	"1"	"1"	"1"	"13"	"320"	"0"	"320"	"0"
"275"	"134"	"82"	"261"	"9"	"3"	"1"	"17"	"2"	"1"	"1"	"2"	"3"	"1"	"0"	"2"	"3"	"8"	"396"	"0"	"396"	"0"
"276"	"135"	"54"	"108"	"28"	"2"	"0"	"21"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"5"	"6"	"228"	"0"	"228"	"0"
"277"	"136"	"152"	"103"	"8"	"0"	"1"	"14"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"5"	"288"	"0"	"288"	"0"
"278"	"137"	"23"	"141"	"6"	"5"	"4"	"51"	"5"	"2"	"0"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"245"	"0"	"245"	"0"
"279"	"138"	"14"	"213"	"7"	"1"	"1"	"1"	"4"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"2"	"3"	"252"	"0"	"252"	"0"
"280"	"139"	"32"	"132"	"11"	"1"	"2"	"74"	"7"	"1"	"0"	"2"	"3"	"2"	"1"	"1"	"1"	"5"	"275"	"0"	"275"	"0"
"281"	"140"	"8"	"190"	"2"	"3"	"1"	"9"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"221"	"0"	"221"	"0"
"282"	"Total :-"	"901"	"2453"	"140"	"19"	"18"	"217"	"31"	"8"	"8"	"10"	"29"	"6"	"8"	"8"	"21"	"49"	"3926"	"0"	"3926"	"0"
"283"	"Till Last Total :-"	"20440"	"12994"	"1439"	"153"	"119"	"1090"	"179"	"67"	"159"	"83"	"120"	"70"	"87"	"103"	"257"	"554"	"37914"	"0"	"37914"	"0"
"284"	"Grand Total
:-"	"21341"	"15447"	"1579"	"172"	"137"	"1307"	"210"	"75"	"167"	"93"	"149"	"76"	"95"	"111"	"278"	"603"	"41840"	"0"	"41840"	"0"
"285"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"ROUND  11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Total No. of electors in Assembly Constituency/Segment:-208005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185- FATUHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"294"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"295"	"141"	"35"	"137"	"2"	"0"	"1"	"8"	"5"	"0"	"0"	"0"	"1"	"1"	"2"	"4"	"6"	"5"	"207"	"0"	"207"	"0"
"296"	"142"	"44"	"89"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"145"	"0"	"145"	"0"
"297"	"143"	"55"	"53"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"116"	"0"	"116"	"0"
"298"	"144"	"82"	"131"	"8"	"1"	"2"	"10"	"2"	"0"	"0"	"3"	"2"	"0"	"0"	"1"	"4"	"2"	"248"	"0"	"248"	"0"
"299"	"145"	"13"	"197"	"14"	"2"	"1"	"14"	"4"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"254"	"0"	"254"	"0"
"300"	"146"	"56"	"287"	"9"	"2"	"1"	"33"	"3"	"3"	"4"	"1"	"3"	"0"	"2"	"2"	"8"	"5"	"419"	"0"	"419"	"0"
"301"	"147"	"11"	"330"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"348"	"0"	"348"	"0"
"302"	"148"	"54"	"140"	"8"	"4"	"1"	"11"	"5"	"0"	"2"	"2"	"1"	"0"	"1"	"6"	"4"	"12"	"251"	"0"	"251"	"0"
"303"	"149"	"250"	"32"	"2"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"290"	"0"	"290"	"0"
"304"	"150"	"153"	"192"	"22"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"375"	"0"	"375"	"0"
"305"	"151"	"188"	"31"	"4"	"0"	"3"	"14"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"4"	"246"	"0"	"246"	"0"
