"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"138"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"142"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"143"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No       5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	""	"No. of tendered Votes"	""	""	""	""	""	""	""
"146"	""	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"148"	"71"	"344"	"7"	"273"	"1"	"1"	""	"1"	"0"	"2"	"1"	"2"	""	"9"	"4"	"17"	"662"	"0"	"662"	""	"0"	""	""	""	""	""	""	""
"149"	"72"	"266"	"21"	"161"	"6"	"26"	""	"4"	"4"	"0"	"5"	"8"	""	"17"	"13"	"44"	"575"	"0"	"575"	""	"0"	""	""	""	""	""	""	""
"150"	"73"	"302"	"19"	"107"	"9"	"58"	""	"7"	"2"	"4"	"5"	"3"	""	"12"	"3"	"35"	"566"	"0"	"566"	""	"0"	""	""	""	""	""	""	""
"151"	"74"	"92"	"20"	"429"	"6"	"1"	""	"7"	"0"	"3"	"3"	"3"	""	"6"	"1"	"9"	"580"	"0"	"580"	""	"0"	""	""	""	""	""	""	""
"152"	"75"	"215"	"18"	"116"	"1"	"44"	""	"1"	"1"	"0"	"2"	"0"	""	"6"	"5"	"21"	"430"	"0"	"430"	""	"0"	""	""	""	""	""	""	""
"153"	"76"	"138"	"7"	"140"	"5"	"45"	""	"3"	"1"	"1"	"6"	"1"	""	"4"	"7"	"8"	"366"	"0"	"366"	""	"0"	""	""	""	""	""	""	""
"154"	"77"	"81"	"7"	"119"	"3"	"5"	""	"4"	"3"	"1"	"4"	"0"	""	"3"	"1"	"16"	"247"	"0"	"247"	""	"0"	""	""	""	""	""	""	""
"155"	"78"	"259"	"30"	"227"	"42"	"55"	""	"34"	"1"	"6"	"7"	"9"	""	"20"	"7"	"43"	"740"	"0"	"740"	""	"0"	""	""	""	""	""	""	""
"156"	"79"	"282"	"10"	"88"	"9"	"39"	""	"6"	"3"	"4"	"3"	"2"	""	"13"	"11"	"51"	"521"	"0"	"521"	""	"0"	""	""	""	""	""	""	""
"157"	"80"	"140"	"11"	"185"	"0"	"1"	""	"6"	"0"	"1"	"4"	"1"	""	"10"	"4"	"17"	"380"	"0"	"380"	""	"0"	""	""	""	""	""	""	""
"158"	"81"	"172"	"9"	"97"	"43"	"6"	""	"7"	"1"	"3"	"4"	"2"	""	"8"	"2"	"11"	"365"	"0"	"365"	""	"0"	""	""	""	""	""	""	""
"159"	"82"	"130"	"8"	"83"	"3"	"2"	""	"10"	"2"	"2"	"1"	"1"	""	"1"	"1"	"15"	"259"	"0"	"259"	""	"0"	""	""	""	""	""	""	""
"160"	"83"	"203"	"14"	"222"	"1"	"3"	""	"5"	"1"	"1"	"2"	"7"	""	"3"	"4"	"11"	"477"	"0"	"477"	""	"0"	""	""	""	""	""	""	""
"161"	"84"	"93"	"2"	"64"	"32"	"5"	""	"2"	"1"	"0"	"2"	"3"	""	"3"	"1"	"7"	"215"	"0"	"215"	""	"0"	""	""	""	""	""	""	""
"162"	"Total"	"2717"	"183"	"2311"	"161"	"291"	""	"97"	"20"	"28"	"49"	"42"	""	"115"	"64"	"305"	"6383"	"0"	"6383"	""	"0"	""	""	""	""	""	""	""
"163"	"B.F."	"12973"	"1302"	"13115"	"662"	"382"	""	"325"	"111"	"136"	"194"	"195"	""	"695"	"332"	"1427"	"31849"	"0"	"31849"	""	"0"	""	""	""	""	""	""	""
"164"	"G. Total"	"15690"	"1485"	"15426"	"823"	"673"	""	"422"	"131"	"164"	"243"	"237"	""	"810"	"396"	"1732"	"38232"	"0"	"38232"	""	"0"	""	""	""	""	""	""	""
"165"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No       7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	""	"No. of tendered Votes"	""	""	""	""	""	""	""
"175"	""	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"177"	"85"	"238"	"8"	"172"	"4"	"1"	""	"1"	"3"	"1"	"0"	"5"	""	"5"	"4"	"13"	"455"	"0"	"455"	""	"0"	""	""	""	""	""	""	""
"178"	"86"	"161"	"12"	"398"	"13"	"10"	""	"9"	"3"	"3"	"2"	"4"	""	"8"	"1"	"15"	"639"	"0"	"639"	""	"0"	""	""	""	""	""	""	""
"179"	"87"	"165"	"18"	"198"	"8"	"20"	""	"7"	"4"	"3"	"6"	"8"	""	"21"	"8"	"27"	"493"	"0"	"493"	""	"0"	""	""	""	""	""	""	""
"180"	"88"	"142"	"6"	"103"	"2"	"82"	""	"1"	"2"	"1"	"11"	"6"	""	"8"	"7"	"26"	"397"	"0"	"397"	""	"0"	""	""	""	""	""	""	""
"181"	"89"	"222"	"7"	"129"	"3"	"10"	""	"16"	"0"	"0"	"0"	"1"	""	"4"	"1"	"4"	"397"	"0"	"397"	""	"0"	""	""	""	""	""	""	""
"182"	"90"	"245"	"3"	"6"	"1"	"0"	""	"1"	"0"	"0"	"0"	"1"	""	"0"	"0"	"6"	"263"	"0"	"263"	""	"0"	""	""	""	""	""	""	""
"183"	"91"	"171"	"4"	"139"	"3"	"1"	""	"9"	"1"	"0"	"1"	"0"	""	"4"	"1"	"13"	"347"	"0"	"347"	""	"0"	""	""	""	""	""	""	""
"184"	"92"	"288"	"11"	"81"	"6"	"15"	""	"7"	"3"	"0"	"3"	"1"	""	"6"	"3"	"7"	"431"	"0"	"431"	""	"0"	""	""	""	""	""	""	""
"185"	"93"	"147"	"13"	"241"	"4"	"3"	""	"5"	"1"	"2"	"1"	"2"	""	"6"	"1"	"7"	"433"	"0"	"433"	""	"0"	""	""	""	""	""	""	""
"186"	"94"	"219"	"11"	"130"	"4"	"14"	""	"1"	"0"	"0"	"0"	"1"	""	"4"	"2"	"6"	"392"	"0"	"392"	""	"0"	""	""	""	""	""	""	""
"187"	"95"	"232"	"8"	"209"	"6"	"3"	""	"5"	"1"	"2"	"9"	"3"	""	"12"	"16"	"59"	"565"	"0"	"565"	""	"0"	""	""	""	""	""	""	""
"188"	"96"	"94"	"5"	"350"	"12"	"1"	""	"6"	"3"	"5"	"5"	"7"	""	"25"	"11"	"37"	"561"	"0"	"561"	""	"0"	""	""	""	""	""	""	""
"189"	"97"	"175"	"63"	"160"	"9"	"4"	""	"5"	"1"	"0"	"6"	"2"	""	"4"	"1"	"12"	"442"	"0"	"442"	""	"0"	""	""	""	""	""	""	""
"190"	"98"	"133"	"25"	"165"	"5"	"3"	""	"6"	"3"	"2"	"3"	"4"	""	"8"	"16"	"40"	"413"	"0"	"413"	""	"0"	""	""	""	""	""	""	""
"191"	"Total"	"2632"	"194"	"2481"	"80"	"167"	""	"79"	"25"	"19"	"47"	"45"	""	"115"	"72"	"272"	"6228"	"0"	"6228"	""	"0"	""	""	""	""	""	""	""
"192"	"B.F."	"15690"	"1485"	"15426"	"823"	"673"	""	"422"	"131"	"164"	"243"	"237"	""	"810"	"396"	"1732"	"38232"	"0"	"38232"	""	"0"	""	""	""	""	""	""	""
"193"	"G. Total"	"18322"	"1679"	"17907"	"903"	"840"	""	"501"	"156"	"183"	"290"	"282"	""	"925"	"468"	"2004"	"44460"	"0"	"44460"	""	"0"	""	""	""	""	""	""	""
"194"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No        8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	""	"No. of tendered Votes"	""	""	""	""	""	""	""
"204"	""	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"206"	"99"	"189"	"17"	"77"	"3"	"4"	""	"3"	"0"	"2"	"4"	"1"	""	"8"	"3"	"11"	"322"	"0"	"322"	""	"0"	""	""	""	""	""	""	""
"207"	"100"	"114"	"36"	"63"	"0"	"1"	""	"1"	"0"	"2"	"2"	"2"	""	"1"	"4"	"12"	"238"	"0"	"238"	""	"0"	""	""	""	""	""	""	""
"208"	"101"	"239"	"13"	"91"	"8"	"4"	""	"3"	"2"	"2"	"7"	"2"	""	"6"	"11"	"26"	"414"	"0"	"414"	""	"0"	""	""	""	""	""	""	""
"209"	"102"	"182"	"60"	"51"	"9"	"2"	""	"0"	"0"	"0"	"0"	"0"	""	"1"	"3"	"11"	"319"	"0"	"319"	""	"0"	""	""	""	""	""	""	""
"210"	"103"	"248"	"26"	"101"	"29"	"5"	""	"11"	"3"	"1"	"1"	"9"	""	"10"	"6"	"31"	"481"	"0"	"481"	""	"0"	""	""	""	""	""	""	""
"211"	"104"	"129"	"12"	"62"	"1"	"1"	""	"0"	"1"	"0"	"1"	"0"	""	"2"	"3"	"28"	"240"	"0"	"240"	""	"0"	""	""	""	""	""	""	""
"212"	"105"	"125"	"12"	"152"	"1"	"4"	""	"6"	"1"	"0"	"0"	"0"	""	"5"	"4"	"15"	"325"	"0"	"325"	""	"0"	""	""	""	""	""	""	""
"213"	"106"	"233"	"16"	"199"	"10"	"10"	""	"5"	"2"	"7"	"4"	"6"	""	"32"	"12"	"64"	"600"	"0"	"600"	""	"0"	""	""	""	""	""	""	""
"214"	"107"	"88"	"50"	"286"	"35"	"4"	""	"3"	"0"	"0"	"2"	"0"	""	"7"	"4"	"12"	"491"	"0"	"491"	""	"0"	""	""	""	""	""	""	""
"215"	"108"	"26"	"173"	"61"	"1"	"0"	""	"0"	"0"	"0"	"1"	"0"	""	"0"	"1"	"0"	"263"	"0"	"263"	""	"0"	""	""	""	""	""	""	""
"216"	"109"	"180"	"117"	"153"	"19"	"3"	""	"4"	"1"	"5"	"2"	"3"	""	"3"	"4"	"17"	"511"	"0"	"511"	""	"0"	""	""	""	""	""	""	""
"217"	"110"	"285"	"34"	"145"	"7"	"2"	""	"4"	"0"	"1"	"4"	"4"	""	"9"	"5"	"28"	"528"	"0"	"528"	""	"0"	""	""	""	""	""	""	""
"218"	"111"	"246"	"43"	"16"	"3"	"0"	""	"2"	"1"	"3"	"3"	"9"	""	"4"	"4"	"16"	"350"	"0"	"350"	""	"0"	""	""	""	""	""	""	""
"219"	"112"	"161"	"21"	"106"	"6"	"3"	""	"1"	"3"	"3"	"2"	"2"	""	"9"	"4"	"19"	"340"	"0"	"340"	""	"0"	""	""	""	""	""	""	""
"220"	"Total"	"2445"	"630"	"1563"	"132"	"43"	""	"43"	"14"	"26"	"33"	"38"	""	"97"	"68"	"290"	"5422"	"0"	"5422"	""	"0"	""	""	""	""	""	""	""
"221"	"B.F."	"18322"	"1679"	"17907"	"903"	"840"	""	"501"	"156"	"183"	"290"	"282"	""	"925"	"468"	"2004"	"44460"	"0"	"44460"	""	"0"	""	""	""	""	""	""	""
"222"	"G. Total"	"20767"	"2309"	"19470"	"1035"	"883"	""	"544"	"170"	"209"	"323"	"320"	""	"1022"	"536"	"2294"	"49882"	"0"	"49882"	""	"0"	""	""	""	""	""	""	""
"223"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No        9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	""	"No. of tendered Votes"	""	""	""	""	""	""	""
"233"	""	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"235"	"113"	"213"	"58"	"199"	"17"	"14"	""	"5"	"1"	"2"	"3"	"5"	""	"8"	"8"	"35"	"568"	"0"	"568"	""	"0"	""	""	""	""	""	""	""
"236"	"114"	"406"	"70"	"182"	"6"	"23"	""	"6"	"3"	"5"	"3"	"6"	""	"6"	"4"	"26"	"746"	"0"	"746"	""	"0"	""	""	""	""	""	""	""
"237"	"115"	"197"	"11"	"108"	"10"	"51"	""	"5"	"1"	"1"	"5"	"6"	""	"8"	"5"	"26"	"434"	"0"	"434"	""	"0"	""	""	""	""	""	""	""
"238"	"116"	"315"	"44"	"205"	"12"	"15"	""	"9"	"4"	"3"	"7"	"7"	""	"32"	"18"	"69"	"740"	"0"	"740"	""	"0"	""	""	""	""	""	""	""
"239"	"117"	"153"	"32"	"179"	"2"	"1"	""	"0"	"2"	"1"	"2"	"0"	""	"5"	"2"	"12"	"391"	"0"	"391"	""	"0"	""	""	""	""	""	""	""
"240"	"118"	"277"	"26"	"172"	"6"	"17"	""	"46"	"6"	"10"	"4"	"11"	""	"19"	"15"	"53"	"662"	"0"	"662"	""	"0"	""	""	""	""	""	""	""
"241"	"119"	"165"	"19"	"129"	"5"	"2"	""	"10"	"2"	"6"	"10"	"6"	""	"12"	"16"	"55"	"437"	"0"	"437"	""	"0"	""	""	""	""	""	""	""
"242"	"120"	"100"	"20"	"140"	"8"	"0"	""	"7"	"2"	"3"	"9"	"7"	""	"7"	"4"	"42"	"349"	"0"	"349"	""	"0"	""	""	""	""	""	""	""
"243"	"121"	"187"	"73"	"104"	"6"	"2"	""	"6"	"1"	"1"	"4"	"4"	""	"5"	"3"	"27"	"423"	"0"	"423"	""	"0"	""	""	""	""	""	""	""
"244"	"122"	"150"	"5"	"56"	"1"	"2"	""	"2"	"1"	"1"	"4"	"4"	""	"5"	"3"	"25"	"259"	"0"	"259"	""	"0"	""	""	""	""	""	""	""
"245"	"123"	"79"	"42"	"170"	"6"	"29"	""	"1"	"2"	"1"	"4"	"0"	""	"0"	"2"	"8"	"344"	"0"	"344"	""	"0"	""	""	""	""	""	""	""
"246"	"124"	"334"	"55"	"110"	"14"	"11"	""	"2"	"2"	"1"	"5"	"4"	""	"8"	"3"	"31"	"580"	"0"	"580"	""	"0"	""	""	""	""	""	""	""
"247"	"125"	"119"	"62"	"81"	"3"	"4"	""	"2"	"1"	"1"	"2"	"3"	""	"5"	"4"	"22"	"309"	"0"	"309"	""	"0"	""	""	""	""	""	""	""
"248"	"126"	"341"	"18"	"22"	"4"	"6"	""	"5"	"0"	"3"	"1"	"2"	""	"0"	"1"	"4"	"407"	"0"	"407"	""	"0"	""	""	""	""	""	""	""
"249"	"Total"	"3036"	"535"	"1857"	"100"	"177"	""	"106"	"28"	"39"	"63"	"65"	""	"120"	"88"	"435"	"6649"	"0"	"6649"	""	"0"	""	""	""	""	""	""	""
"250"	"B.F."	"20767"	"2309"	"19470"	"1035"	"883"	""	"544"	"170"	"209"	"323"	"320"	""	"1022"	"536"	"2294"	"49882"	"0"	"49882"	""	"0"	""	""	""	""	""	""	""
"251"	"G. Total"	"23803"	"2844"	"21327"	"1135"	"1060"	""	"650"	"198"	"248"	"386"	"385"	""	"1142"	"624"	"2729"	"56531"	"0"	"56531"	""	"0"	""	""	""	""	""	""	""
"252"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No       10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	""	"No. of tendered Votes"	""	""	""	""	""	""	""
"262"	""	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"264"	"127"	"279"	"11"	"80"	"2"	"17"	""	"3"	"0"	"2"	"5"	"7"	""	"6"	"18"	"48"	"478"	"0"	"478"	""	"0"	""	""	""	""	""	""	""
"265"	"128"	"74"	"45"	"73"	"45"	"47"	""	"2"	"0"	"1"	"4"	"2"	""	"6"	"1"	"15"	"315"	"0"	"315"	""	"0"	""	""	""	""	""	""	""
"266"	"129"	"166"	"104"	"177"	"8"	"6"	""	"3"	"2"	"4"	"6"	"8"	""	"28"	"6"	"47"	"565"	"0"	"565"	""	"0"	""	""	""	""	""	""	""
"267"	"130"	"91"	"18"	"100"	"24"	"8"	""	"2"	"2"	"3"	"7"	"6"	""	"11"	"5"	"37"	"314"	"0"	"314"	""	"0"	""	""	""	""	""	""	""
"268"	"131"	"164"	"26"	"166"	"5"	"2"	""	"2"	"3"	"3"	"2"	"1"	""	"6"	"7"	"26"	"413"	"0"	"413"	""	"0"	""	""	""	""	""	""	""
"269"	"132"	"372"	"30"	"134"	"8"	"11"	""	"5"	"3"	"5"	"2"	"4"	""	"16"	"10"	"23"	"623"	"0"	"623"	""	"0"	""	""	""	""	""	""	""
"270"	"133"	"218"	"26"	"160"	"7"	"5"	""	"6"	"1"	"3"	"2"	"5"	""	"10"	"13"	"22"	"478"	"0"	"478"	""	"0"	""	""	""	""	""	""	""
"271"	"134"	"162"	"31"	"109"	"56"	"9"	""	"5"	"2"	"1"	"1"	"2"	""	"1"	"0"	"18"	"397"	"0"	"397"	""	"0"	""	""	""	""	""	""	""
"272"	"135"	"230"	"22"	"241"	"9"	"8"	""	"7"	"3"	"0"	"4"	"2"	""	"8"	"6"	"20"	"560"	"0"	"560"	""	"0"	""	""	""	""	""	""	""
"273"	"136"	"132"	"21"	"223"	"5"	"14"	""	"0"	"3"	"1"	"7"	"2"	""	"10"	"5"	"17"	"440"	"0"	"440"	""	"0"	""	""	""	""	""	""	""
"274"	"137"	"287"	"46"	"199"	"8"	"3"	""	"2"	"0"	"1"	"2"	"2"	""	"2"	"1"	"17"	"570"	"0"	"570"	""	"0"	""	""	""	""	""	""	""
"275"	"138"	"140"	"26"	"116"	"5"	"36"	""	"4"	"3"	"3"	"4"	"4"	""	"6"	"8"	"19"	"374"	"0"	"374"	""	"0"	""	""	""	""	""	""	""
"276"	"139"	"293"	"32"	"139"	"4"	"1"	""	"2"	"1"	"0"	"0"	"0"	""	"2"	"3"	"4"	"481"	"0"	"481"	""	"0"	""	""	""	""	""	""	""
"277"	"140"	"246"	"20"	"121"	"2"	"1"	""	"1"	"0"	"1"	"2"	"1"	""	"1"	"1"	"10"	"407"	"0"	"407"	""	"0"	""	""	""	""	""	""	""
