"ANNEXURE...XLII..CHAPTER.XIV...PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"118"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"119"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"120"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"121"	"98"	"117"	"3"	"2"	"4"	"0"	"0"	"0"	"3"	"5"	"3"	"7"	"0"	"3"	"4"	"5"	"17"	"20"	"394"	"17"	"8"	"612"	"0"	"612"
"122"	"99"	"215"	"21"	"4"	"4"	"3"	"6"	"3"	"2"	"5"	"2"	"19"	"4"	"5"	"5"	"10"	"17"	"6"	"201"	"8"	"2"	"542"	"0"	"542"
"123"	"100"	"416"	"74"	"6"	"4"	"3"	"2"	"9"	"1"	"4"	"2"	"9"	"2"	"3"	"3"	"2"	"9"	"11"	"277"	"8"	"5"	"850"	"0"	"850"
"124"	"101"	"417"	"31"	"24"	"2"	"3"	"1"	"3"	"2"	"1"	"2"	"12"	"3"	"7"	"10"	"9"	"51"	"33"	"53"	"5"	"2"	"671"	"0"	"671"
"125"	"102"	"198"	"189"	"11"	"1"	"3"	"1"	"1"	"2"	"1"	"3"	"2"	"0"	"0"	"0"	"2"	"10"	"5"	"25"	"0"	"3"	"457"	"0"	"457"
"126"	"103"	"185"	"220"	"35"	"1"	"3"	"2"	"7"	"4"	"5"	"3"	"6"	"1"	"2"	"9"	"8"	"8"	"7"	"54"	"4"	"6"	"570"	"0"	"570"
"127"	"104"	"239"	"14"	"141"	"9"	"3"	"3"	"4"	"6"	"9"	"4"	"19"	"4"	"2"	"3"	"5"	"27"	"17"	"209"	"12"	"3"	"733"	"0"	"733"
"128"	"105"	"300"	"12"	"3"	"0"	"0"	"1"	"2"	"1"	"2"	"1"	"11"	"4"	"0"	"4"	"5"	"13"	"4"	"39"	"2"	"0"	"404"	"0"	"404"
"129"	"106"	"4"	"5"	"4"	"1"	"0"	"4"	"2"	"3"	"3"	"1"	"17"	"7"	"6"	"4"	"6"	"21"	"24"	"466"	"50"	"24"	"652"	"0"	"652"
"130"	"107"	"22"	"12"	"4"	"0"	"1"	"0"	"1"	"3"	"7"	"3"	"29"	"6"	"10"	"12"	"16"	"23"	"11"	"409"	"17"	"14"	"600"	"0"	"600"
"131"	"108"	"376"	"220"	"5"	"0"	"2"	"3"	"1"	"6"	"3"	"4"	"11"	"2"	"7"	"9"	"4"	"24"	"9"	"177"	"4"	"3"	"870"	"0"	"870"
"132"	"109"	"254"	"28"	"26"	"4"	"2"	"3"	"1"	"3"	"1"	"4"	"9"	"1"	"9"	"5"	"0"	"13"	"9"	"165"	"4"	"4"	"545"	"0"	"545"
"133"	"110"	"80"	"19"	"10"	"1"	"2"	"13"	"5"	"1"	"8"	"12"	"20"	"6"	"8"	"6"	"11"	"19"	"38"	"333"	"50"	"15"	"657"	"0"	"657"
"134"	"111"	"56"	"4"	"2"	"2"	"0"	"6"	"0"	"2"	"1"	"1"	"5"	"2"	"6"	"1"	"2"	"8"	"19"	"170"	"8"	"7"	"302"	"0"	"302"
"135"	"112"	"100"	"11"	"0"	"1"	"1"	"3"	"1"	"2"	"0"	"5"	"14"	"4"	"7"	"9"	"5"	"16"	"18"	"163"	"13"	"4"	"377"	"0"	"377"
"136"	"113"	"21"	"2"	"6"	"1"	"1"	"3"	"0"	"1"	"2"	"3"	"5"	"3"	"2"	"2"	"5"	"8"	"6"	"79"	"1"	"4"	"155"	"0"	"155"
"137"	"114"	"433"	"82"	"17"	"0"	"1"	"0"	"1"	"2"	"2"	"3"	"4"	"2"	"6"	"6"	"8"	"57"	"6"	"14"	"0"	"0"	"644"	"0"	"644"
"138"	"115"	"509"	"29"	"7"	"2"	"3"	"3"	"1"	"1"	"6"	"2"	"4"	"1"	"4"	"4"	"2"	"5"	"9"	"122"	"6"	"7"	"727"	"0"	"727"
"139"	"116"	"319"	"7"	"0"	"4"	"0"	"3"	"3"	"1"	"3"	"2"	"10"	"2"	"3"	"6"	"3"	"9"	"14"	"117"	"5"	"0"	"511"	"0"	"511"
"140"	"117"	"211"	"9"	"1"	"1"	"1"	"3"	"0"	"1"	"3"	"4"	"14"	"4"	"3"	"8"	"6"	"38"	"15"	"222"	"20"	"6"	"570"	"0"	"570"
"141"	"118"	"31"	"7"	"9"	"3"	"3"	"14"	"5"	"6"	"12"	"78"	"34"	"6"	"11"	"9"	"6"	"15"	"26"	"231"	"15"	"5"	"526"	"0"	"526"
"142"	"119"	"83"	"5"	"0"	"1"	"0"	"3"	"0"	"2"	"5"	"1"	"13"	"0"	"1"	"0"	"1"	"3"	"15"	"254"	"16"	"1"	"404"	"0"	"404"
"143"	"120"	"426"	"14"	"31"	"2"	"2"	"18"	"3"	"4"	"7"	"14"	"27"	"3"	"6"	"7"	"8"	"53"	"42"	"146"	"17"	"8"	"838"	"0"	"838"
"144"	"121"	"391"	"14"	"9"	"2"	"0"	"13"	"3"	"4"	"5"	"3"	"20"	"0"	"8"	"10"	"6"	"10"	"27"	"189"	"22"	"4"	"740"	"0"	"740"
"145"	"122"	"149"	"5"	"12"	"1"	"2"	"7"	"2"	"2"	"6"	"4"	"23"	"4"	"7"	"3"	"7"	"16"	"13"	"495"	"12"	"11"	"781"	"0"	"781"
"146"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"147"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"148"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"149"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"150"	"123"	"205"	"15"	"4"	"3"	"1"	"29"	"0"	"2"	"4"	"2"	"23"	"2"	"7"	"12"	"5"	"8"	"17"	"152"	"11"	"2"	"504"	"0"	"504"
"151"	"124"	"140"	"3"	"42"	"6"	"4"	"199"	"6"	"9"	"13"	"7"	"29"	"3"	"9"	"33"	"15"	"32"	"18"	"237"	"19"	"8"	"832"	"0"	"832"
"152"	"125"	"88"	"5"	"4"	"3"	"3"	"62"	"4"	"1"	"4"	"3"	"20"	"0"	"1"	"6"	"7"	"10"	"61"	"105"	"14"	"12"	"413"	"0"	"413"
"153"	"126"	"150"	"8"	"3"	"5"	"0"	"18"	"4"	"3"	"5"	"7"	"23"	"2"	"5"	"5"	"3"	"8"	"16"	"294"	"21"	"3"	"583"	"0"	"583"
"154"	"127"	"94"	"6"	"4"	"0"	"0"	"3"	"2"	"4"	"3"	"2"	"22"	"2"	"6"	"7"	"6"	"19"	"18"	"442"	"15"	"17"	"672"	"0"	"672"
"155"	"128"	"60"	"3"	"3"	"2"	"1"	"3"	"0"	"0"	"3"	"0"	"19"	"0"	"1"	"0"	"0"	"5"	"22"	"437"	"8"	"4"	"571"	"0"	"571"
"156"	"129"	"4"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"3"	"4"	"269"	"11"	"1"	"301"	"0"	"301"
"157"	"130"	"4"	"14"	"3"	"4"	"1"	"11"	"1"	"4"	"12"	"13"	"47"	"4"	"16"	"1"	"10"	"13"	"33"	"476"	"31"	"19"	"717"	"0"	"717"
"158"	"131"	"90"	"12"	"3"	"1"	"2"	"4"	"3"	"2"	"3"	"2"	"22"	"2"	"5"	"8"	"9"	"22"	"18"	"354"	"23"	"12"	"597"	"0"	"597"
"159"	"132"	"4"	"2"	"3"	"3"	"0"	"3"	"0"	"0"	"2"	"0"	"15"	"0"	"5"	"1"	"2"	"3"	"18"	"392"	"28"	"16"	"497"	"0"	"497"
"160"	"133"	"123"	"13"	"11"	"0"	"1"	"7"	"2"	"3"	"8"	"6"	"19"	"3"	"9"	"2"	"3"	"31"	"17"	"296"	"4"	"5"	"563"	"0"	"563"
"161"	"134"	"29"	"3"	"2"	"2"	"0"	"5"	"2"	"2"	"14"	"8"	"27"	"6"	"19"	"7"	"8"	"30"	"38"	"573"	"35"	"13"	"823"	"0"	"823"
"162"	"135"	"59"	"1"	"3"	"2"	"3"	"4"	"1"	"3"	"3"	"5"	"19"	"3"	"8"	"6"	"8"	"8"	"58"	"293"	"26"	"29"	"542"	"0"	"542"
"163"	"136"	"255"	"6"	"5"	"0"	"1"	"6"	"0"	"6"	"4"	"4"	"21"	"3"	"5"	"3"	"6"	"23"	"44"	"187"	"17"	"9"	"605"	"0"	"605"
"164"	"137"	"122"	"2"	"5"	"1"	"1"	"114"	"2"	"3"	"4"	"6"	"17"	"1"	"6"	"10"	"2"	"19"	"15"	"151"	"7"	"7"	"495"	"0"	"495"
"165"	"138"	"370"	"7"	"5"	"4"	"3"	"1"	"0"	"1"	"7"	"7"	"27"	"7"	"3"	"9"	"12"	"35"	"43"	"197"	"11"	"6"	"755"	"0"	"755"
"166"	"139"	"107"	"18"	"21"	"4"	"2"	"9"	"3"	"4"	"4"	"7"	"24"	"8"	"2"	"10"	"16"	"24"	"24"	"423"	"49"	"26"	"785"	"0"	"785"
"167"	"140"	"308"	"10"	"16"	"1"	"0"	"1"	"0"	"1"	"2"	"4"	"10"	"2"	"5"	"2"	"6"	"17"	"11"	"167"	"9"	"2"	"574"	"0"	"574"
"168"	"141"	"259"	"9"	"5"	"0"	"0"	"11"	"2"	"7"	"7"	"10"	"17"	"2"	"4"	"5"	"2"	"12"	"17"	"186"	"8"	"5"	"568"	"0"	"568"
"169"	"142"	"537"	"16"	"5"	"1"	"0"	"2"	"4"	"0"	"0"	"2"	"5"	"4"	"2"	"7"	"2"	"35"	"16"	"14"	"0"	"2"	"654"	"0"	"654"
"170"	"143"	"300"	"13"	"8"	"1"	"1"	"1"	"1"	"4"	"1"	"4"	"5"	"3"	"3"	"2"	"2"	"9"	"4"	"102"	"3"	"0"	"467"	"0"	"467"
"171"	"144"	"587"	"14"	"39"	"3"	"1"	"1"	"13"	"3"	"2"	"0"	"4"	"6"	"6"	"8"	"13"	"37"	"20"	"12"	"2"	"3"	"774"	"0"	"774"
"172"	"145"	"343"	"20"	"24"	"2"	"2"	"3"	"24"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"6"	"9"	"71"	"1"	"1"	"511"	"0"	"511"
"173"	"146"	"570"	"42"	"6"	"0"	"1"	"1"	"11"	"2"	"0"	"3"	"1"	"2"	"2"	"3"	"3"	"27"	"10"	"9"	"0"	"1"	"694"	"0"	"694"
"174"	"147"	"296"	"34"	"16"	"1"	"3"	"3"	"0"	"1"	"2"	"0"	"20"	"1"	"5"	"3"	"9"	"18"	"29"	"300"	"20"	"8"	"769"	"0"	"769"
"175"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"176"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"177"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"178"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"179"	"148"	"506"	"17"	"29"	"1"	"0"	"2"	"3"	"2"	"1"	"2"	"11"	"1"	"4"	"4"	"4"	"4"	"2"	"110"	"7"	"7"	"717"	"0"	"717"
"180"	"149"	"224"	"6"	"15"	"0"	"2"	"1"	"0"	"0"	"2"	"2"	"13"	"1"	"2"	"2"	"2"	"7"	"22"	"103"	"7"	"7"	"418"	"0"	"418"
"181"	"150"	"416"	"12"	"10"	"0"	"1"	"1"	"0"	"0"	"2"	"6"	"9"	"1"	"4"	"3"	"3"	"33"	"5"	"61"	"5"	"2"	"574"	"0"	"574"
"182"	"151"	"222"	"80"	"64"	"3"	"0"	"2"	"1"	"2"	"1"	"4"	"13"	"3"	"1"	"8"	"7"	"16"	"12"	"108"	"9"	"2"	"558"	"0"	"558"
"183"	"152"	"93"	"6"	"11"	"0"	"0"	"6"	"1"	"0"	"7"	"2"	"11"	"0"	"1"	"2"	"3"	"7"	"30"	"419"	"20"	"10"	"629"	"0"	"629"
"184"	"153"	"251"	"12"	"41"	"2"	"3"	"1"	"0"	"2"	"1"	"2"	"8"	"2"	"0"	"4"	"3"	"11"	"12"	"190"	"13"	"19"	"577"	"0"	"577"
"185"	"154"	"351"	"4"	"39"	"1"	"0"	"3"	"4"	"1"	"3"	"0"	"10"	"4"	"2"	"3"	"2"	"3"	"17"	"214"	"6"	"3"	"670"	"0"	"670"
"186"	"155"	"101"	"8"	"12"	"3"	"0"	"4"	"0"	"3"	"2"	"4"	"22"	"4"	"6"	"4"	"4"	"8"	"5"	"128"	"2"	"3"	"323"	"0"	"323"
"187"	"156"	"40"	"3"	"4"	"1"	"2"	"12"	"2"	"2"	"4"	"1"	"17"	"4"	"5"	"4"	"3"	"11"	"14"	"275"	"11"	"10"	"425"	"0"	"425"
"188"	"157"	"22"	"12"	"6"	"0"	"0"	"19"	"0"	"4"	"10"	"3"	"44"	"5"	"4"	"4"	"4"	"7"	"27"	"268"	"26"	"16"	"481"	"0"	"481"
"189"	"158"	"19"	"2"	"9"	"5"	"4"	"44"	"2"	"1"	"9"	"8"	"23"	"3"	"0"	"2"	"2"	"2"	"17"	"433"	"29"	"3"	"617"	"0"	"617"
"190"	"159"	"116"	"14"	"8"	"0"	"2"	"6"	"0"	"0"	"2"	"1"	"16"	"2"	"2"	"2"	"1"	"2"	"10"	"141"	"9"	"3"	"337"	"0"	"337"
"191"	"160"	"39"	"6"	"1"	"1"	"1"	"22"	"2"	"1"	"16"	"25"	"41"	"4"	"8"	"2"	"7"	"13"	"22"	"394"	"21"	"10"	"636"	"0"	"636"
"192"	"161"	"201"	"5"	"5"	"1"	"1"	"1"	"0"	"0"	"4"	"2"	"7"	"0"	"3"	"0"	"2"	"8"	"10"	"20"	"0"	"0"	"270"	"0"	"270"
"193"	"162"	"78"	"4"	"3"	"1"	"4"	"2"	"2"	"1"	"2"	"2"	"14"	"1"	"5"	"3"	"5"	"13"	"31"	"410"	"40"	"17"	"638"	"0"	"638"
"194"	"163"	"56"	"5"	"5"	"1"	"3"	"33"	"1"	"4"	"4"	"13"	"24"	"1"	"2"	"7"	"3"	"18"	"40"	"407"	"21"	"6"	"654"	"0"	"654"
"195"	"164"	"10"	"5"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"2"	"12"	"2"	"1"	"1"	"1"	"0"	"13"	"146"	"14"	"8"	"221"	"0"	"221"
"196"	"165"	"6"	"4"	"1"	"2"	"1"	"1"	"0"	"1"	"1"	"3"	"17"	"1"	"1"	"0"	"1"	"4"	"14"	"268"	"15"	"8"	"349"	"0"	"349"
"197"	"166"	"23"	"6"	"6"	"6"	"4"	"5"	"1"	"5"	"9"	"8"	"31"	"5"	"9"	"11"	"6"	"14"	"12"	"337"	"36"	"19"	"553"	"0"	"553"
"198"	"167"	"133"	"2"	"3"	"0"	"1"	"11"	"3"	"2"	"3"	"4"	"30"	"2"	"7"	"4"	"1"	"6"	"27"	"312"	"37"	"15"	"603"	"0"	"603"
"199"	"168"	"105"	"7"	"8"	"7"	"4"	"13"	"4"	"4"	"13"	"6"	"28"	"7"	"0"	"13"	"8"	"6"	"28"	"365"	"45"	"18"	"689"	"0"	"689"
"200"	"169"	"4"	"1"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"5"	"0"	"0"	"2"	"2"	"1"	"10"	"121"	"1"	"1"	"155"	"0"	"155"
"201"	"170"	"25"	"3"	"2"	"2"	"0"	"5"	"0"	"3"	"8"	"6"	"27"	"7"	"4"	"6"	"4"	"15"	"7"	"205"	"13"	"2"	"344"	"0"	"344"
"202"	"171"	"93"	"3"	"5"	"2"	"1"	"31"	"2"	"1"	"11"	"5"	"31"	"1"	"1"	"5"	"3"	"2"	"37"	"413"	"32"	"6"	"685"	"0"	"685"
"203"	"172"	"80"	"5"	"9"	"5"	"4"	"3"	"2"	"2"	"19"	"6"	"29"	"5"	"9"	"2"	"9"	"7"	"20"	"318"	"40"	"12"	"586"	"0"	"586"
"204"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"205"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"206"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"207"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"208"	"173"	"108"	"6"	"6"	"3"	"2"	"7"	"2"	"6"	"12"	"8"	"50"	"2"	"2"	"4"	"2"	"8"	"30"	"229"	"20"	"5"	"512"	"0"	"512"
"209"	"174"	"384"	"11"	"20"	"3"	"1"	"0"	"3"	"1"	"0"	"2"	"8"	"0"	"2"	"1"	"6"	"22"	"15"	"23"	"3"	"0"	"505"	"0"	"505"
"210"	"175"	"152"	"8"	"16"	"1"	"2"	"12"	"1"	"2"	"11"	"6"	"22"	"2"	"12"	"5"	"7"	"38"	"25"	"200"	"12"	"14"	"548"	"0"	"548"
"211"	"176"	"581"	"17"	"11"	"2"	"2"	"0"	"1"	"2"	"0"	"4"	"14"	"3"	"3"	"5"	"3"	"11"	"7"	"55"	"0"	"3"	"724"	"0"	"724"
"212"	"177"	"304"	"44"	"3"	"4"	"0"	"2"	"1"	"6"	"5"	"2"	"8"	"3"	"2"	"1"	"3"	"15"	"13"	"81"	"2"	"2"	"501"	"0"	"501"
"213"	"178"	"436"	"48"	"7"	"3"	"9"	"2"	"2"	"1"	"9"	"4"	"8"	"3"	"0"	"1"	"4"	"2"	"18"	"153"	"10"	"3"	"723"	"0"	"723"
"214"	"179"	"327"	"10"	"1"	"2"	"0"	"2"	"1"	"0"	"1"	"3"	"3"	"0"	"1"	"3"	"0"	"9"	"12"	"34"	"2"	"4"	"415"	"0"	"415"
"215"	"180"	"313"	"6"	"2"	"1"	"0"	"2"	"0"	"1"	"2"	"3"	"4"	"0"	"1"	"1"	"2"	"4"	"3"	"49"	"0"	"2"	"396"	"0"	"396"
"216"	"181"	"321"	"10"	"5"	"2"	"1"	"3"	"1"	"1"	"4"	"3"	"10"	"3"	"4"	"3"	"3"	"11"	"20"	"45"	"3"	"0"	"453"	"0"	"453"
"217"	"182"	"518"	"18"	"49"	"1"	"2"	"0"	"1"	"1"	"4"	"0"	"4"	"3"	"2"	"2"	"1"	"2"	"2"	"47"	"1"	"0"	"658"	"0"	"658"
"218"	"183"	"321"	"11"	"10"	"4"	"3"	"2"	"3"	"9"	"10"	"5"	"18"	"6"	"6"	"4"	"6"	"25"	"14"	"270"	"8"	"6"	"741"	"0"	"741"
"219"	"184"	"323"	"2"	"14"	"0"	"1"	"0"	"0"	"3"	"3"	"0"	"6"	"0"	"3"	"2"	"4"	"9"	"9"	"67"	"1"	"1"	"448"	"0"	"448"
"220"	"185"	"311"	"10"	"2"	"2"	"1"	"3"	"3"	"1"	"8"	"2"	"10"	"4"	"3"	"6"	"9"	"17"	"15"	"150"	"7"	"1"	"565"	"0"	"565"
"221"	"186"	"508"	"6"	"5"	"0"	"1"	"2"	"0"	"1"	"4"	"1"	"3"	"3"	"3"	"0"	"1"	"13"	"7"	"44"	"2"	"2"	"606"	"0"	"606"
"222"	"187"	"512"	"3"	"7"	"2"	"2"	"1"	"0"	"2"	"0"	"1"	"2"	"2"	"1"	"2"	"0"	"11"	"2"	"20"	"1"	"0"	"571"	"0"	"571"
"223"	"188"	"565"	"11"	"2"	"3"	"3"	"0"	"2"	"1"	"1"	"1"	"8"	"1"	"4"	"6"	"0"	"4"	"1"	"16"	"0"	"0"	"629"	"0"	"629"
"224"	"189"	"470"	"7"	"3"	"2"	"0"	"3"	"2"	"2"	"4"	"0"	"18"	"2"	"4"	"2"	"1"	"16"	"15"	"156"	"7"	"2"	"716"	"0"	"716"
"225"	"190"	"528"	"6"	"5"	"3"	"1"	"0"	"1"	"1"	"0"	"1"	"7"	"3"	"1"	"2"	"4"	"13"	"15"	"34"	"6"	"1"	"632"	"0"	"632"
"226"	"191"	"502"	"8"	"7"	"0"	"3"	"0"	"0"	"2"	"2"	"1"	"5"	"3"	"3"	"0"	"2"	"11"	"0"	"45"	"1"	"1"	"596"	"0"	"596"
"227"	"192"	"514"	"15"	"13"	"3"	"1"	"2"	"1"	"6"	"1"	"2"	"17"	"1"	"3"	"2"	"5"	"17"	"4"	"97"	"4"	"1"	"709"	"0"	"709"
"228"	"193"	"246"	"5"	"6"	"0"	"2"	"3"	"0"	"3"	"3"	"4"	"14"	"3"	"3"	"3"	"8"	"18"	"30"	"82"	"2"	"2"	"437"	"0"	"437"
"229"	"194"	"257"	"17"	"23"	"1"	"5"	"3"	"1"	"4"	"7"	"6"	"21"	"1"	"7"	"4"	"2"	"7"	"10"	"213"	"11"	"5"	"605"	"0"	"605"
"230"	"195"	"87"	"4"	"6"	"1"	"0"	"3"	"1"	"3"	"7"	"6"	"26"	"3"	"4"	"10"	"6"	"19"	"28"	"433"	"44"	"17"	"708"	"0"	"708"
"231"	"196"	"67"	"6"	"4"	"3"	"5"	"10"	"6"	"7"	"25"	"10"	"54"	"5"	"11"	"11"	"13"	"11"	"20"	"272"	"18"	"13"	"571"	"0"	"571"
"232"	"197"	"159"	"15"	"5"	"5"	"4"	"1"	"3"	"3"	"15"	"10"	"33"	"5"	"8"	"6"	"7"	"14"	"24"	"253"	"15"	"8"	"593"	"0"	"593"
"233"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"234"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"235"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
