"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"152"	"157"	"141"	"3"	"7"	"29"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"35"	"2"	"8"	"386"	"6"	"8"	"490"	"Nil"
"153"	"157"	"142"	"0"	"8"	"17"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"9"	"2"	"7"	"217"	"18"	"4"	"286"	"Nil"
"154"	"157"	"143"	"54"	"26"	"164"	"4"	"73"	"2"	"0"	"1"	"1"	"2"	"66"	"5"	"7"	"43"	"9"	"8"	"465"	"Nil"
"155"	"157"	"144"	"60"	"11"	"320"	"6"	"23"	"2"	"2"	"4"	"3"	"1"	"62"	"6"	"14"	"27"	"5"	"8"	"554"	"Nil"
"156"	"157"	"145"	"55"	"20"	"219"	"3"	"11"	"0"	"0"	"1"	"3"	"0"	"37"	"2"	"0"	"6"	"2"	"7"	"366"	"Nil"
"157"	"157"	"146"	"125"	"14"	"255"	"10"	"16"	"0"	"0"	"0"	"1"	"3"	"67"	"6"	"6"	"13"	"5"	"12"	"533"	"Nil"
"158"	"157"	"147"	"113"	"72"	"222"	"7"	"11"	"1"	"0"	"2"	"4"	"2"	"76"	"10"	"5"	"21"	"4"	"8"	"558"	"Nil"
"159"	"157"	"148"	"143"	"21"	"138"	"4"	"19"	"1"	"1"	"1"	"2"	"2"	"35"	"1"	"0"	"44"	"5"	"4"	"421"	"Nil"
"160"	"157"	"149"	"5"	"20"	"183"	"4"	"62"	"0"	"0"	"0"	"1"	"1"	"17"	"4"	"8"	"15"	"1"	"0"	"321"	"Nil"
"161"	"157"	"150"	"55"	"299"	"86"	"16"	"9"	"3"	"3"	"1"	"1"	"3"	"32"	"4"	"6"	"75"	"13"	"13"	"619"	"Nil"
"162"	"157"	"151"	"23"	"102"	"69"	"3"	"51"	"0"	"1"	"3"	"2"	"1"	"17"	"1"	"1"	"102"	"4"	"0"	"380"	"Nil"
"163"	"157"	"152"	"32"	"55"	"41"	"38"	"12"	"3"	"0"	"1"	"0"	"0"	"4"	"2"	"2"	"61"	"6"	"4"	"261"	"Nil"
"164"	"157"	"153"	"17"	"163"	"81"	"3"	"40"	"1"	"2"	"1"	"4"	"2"	"33"	"5"	"5"	"129"	"16"	"2"	"504"	"Nil"
"165"	"157"	"154"	"4"	"13"	"211"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"12"	"1"	"3"	"12"	"3"	"2"	"266"	"Nil"
"166"	"157"	"155"	"12"	"93"	"412"	"25"	"6"	"2"	"1"	"0"	"2"	"5"	"55"	"1"	"10"	"39"	"6"	"22"	"691"	"Nil"
"167"	"157"	"156"	"15"	"54"	"175"	"17"	"3"	"0"	"1"	"13"	"0"	"1"	"71"	"6"	"9"	"86"	"7"	"18"	"476"	"Nil"
"168"	"157"	"157"	"23"	"28"	"127"	"5"	"9"	"2"	"0"	"4"	"1"	"0"	"41"	"1"	"5"	"138"	"9"	"10"	"403"	"Nil"
"169"	"157"	"158"	"21"	"439"	"34"	"4"	"5"	"0"	"1"	"0"	"0"	"1"	"4"	"2"	"1"	"6"	"3"	"3"	"524"	"Nil"
"170"	"157"	"159"	"48"	"45"	"46"	"20"	"1"	"0"	"0"	"1"	"0"	"2"	"5"	"1"	"0"	"32"	"3"	"6"	"210"	"Nil"
"171"	"157"	"160"	"6"	"99"	"30"	"7"	"4"	"1"	"0"	"1"	"1"	"2"	"24"	"0"	"7"	"148"	"15"	"5"	"350"	"Nil"
"172"	"157"	"161"	"30"	"191"	"284"	"8"	"4"	"0"	"0"	"0"	"2"	"4"	"78"	"9"	"17"	"37"	"17"	"6"	"687"	"Nil"
"173"	"157"	"162"	"8"	"11"	"361"	"5"	"5"	"2"	"0"	"1"	"0"	"2"	"67"	"6"	"10"	"21"	"2"	"9"	"510"	"Nil"
"174"	"157"	"163"	"5"	"44"	"179"	"1"	"4"	"1"	"1"	"4"	"0"	"1"	"58"	"4"	"10"	"25"	"5"	"9"	"351"	"Nil"
"175"	"157"	"164"	"9"	"147"	"121"	"86"	"8"	"4"	"0"	"2"	"3"	"2"	"49"	"4"	"7"	"40"	"9"	"11"	"502"	"Nil"
"176"	"157"	"165"	"22"	"257"	"60"	"33"	"35"	"0"	"3"	"2"	"0"	"0"	"26"	"6"	"6"	"16"	"8"	"11"	"485"	"Nil"
"177"	"157"	"166"	"39"	"198"	"209"	"5"	"48"	"4"	"6"	"1"	"3"	"4"	"77"	"6"	"9"	"16"	"6"	"50"	"681"	"Nil"
"178"	"157"	"167"	"15"	"320"	"84"	"1"	"1"	"0"	"3"	"1"	"2"	"2"	"27"	"3"	"1"	"53"	"11"	"8"	"532"	"Nil"
"179"	"157"	"168"	"12"	"60"	"122"	"3"	"36"	"4"	"1"	"3"	"2"	"1"	"38"	"7"	"14"	"72"	"15"	"2"	"392"	"Nil"
"180"	"157"	"169"	"34"	"141"	"81"	"69"	"6"	"3"	"2"	"7"	"3"	"2"	"22"	"5"	"7"	"149"	"21"	"13"	"565"	"Nil"
"181"	"157"	"170"	"17"	"107"	"49"	"108"	"6"	"4"	"0"	"18"	"2"	"9"	"43"	"5"	"20"	"155"	"23"	"12"	"578"	"Nil"
"182"	"157"	"171"	"49"	"116"	"15"	"77"	"13"	"0"	"4"	"1"	"4"	"5"	"7"	"7"	"11"	"199"	"27"	"10"	"545"	"Nil"
"183"	"157"	"172"	"105"	"130"	"14"	"2"	"64"	"1"	"0"	"3"	"0"	"0"	"2"	"4"	"8"	"55"	"8"	"66"	"462"	"Nil"
"184"	"157"	"173"	"18"	"355"	"53"	"2"	"4"	"1"	"0"	"0"	"0"	"3"	"5"	"1"	"5"	"13"	"9"	"5"	"474"	"Nil"
"185"	"157"	"174"	"126"	"131"	"34"	"1"	"57"	"2"	"4"	"0"	"2"	"2"	"8"	"3"	"5"	"66"	"17"	"62"	"520"	"Nil"
"186"	"157"	"175"	"134"	"114"	"16"	"4"	"36"	"4"	"0"	"0"	"5"	"0"	"2"	"1"	"2"	"54"	"9"	"36"	"417"	"Nil"
"187"	"157"	"176"	"112"	"127"	"53"	"6"	"93"	"2"	"0"	"3"	"5"	"1"	"9"	"3"	"6"	"23"	"6"	"53"	"502"	"Nil"
"188"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"189"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKANAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"190"	"157"	"177"	"32"	"205"	"25"	"6"	"6"	"0"	"3"	"45"	"1"	"0"	"7"	"2"	"23"	"66"	"24"	"10"	"455"	"Nil"
"191"	"157"	"178"	"27"	"228"	"11"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"0"	"3"	"39"	"17"	"8"	"343"	"Nil"
"192"	"157"	"179"	"52"	"122"	"16"	"1"	"3"	"2"	"0"	"1"	"3"	"5"	"2"	"2"	"8"	"21"	"6"	"12"	"256"	"Nil"
"193"	"157"	"180"	"86"	"129"	"22"	"8"	"1"	"3"	"1"	"1"	"0"	"1"	"1"	"1"	"2"	"87"	"16"	"18"	"377"	"Nil"
"194"	"157"	"181"	"30"	"116"	"15"	"0"	"1"	"0"	"1"	"2"	"1"	"2"	"9"	"0"	"0"	"18"	"8"	"60"	"263"	"Nil"
"195"	"157"	"182"	"26"	"46"	"25"	"27"	"3"	"0"	"0"	"3"	"1"	"0"	"3"	"2"	"4"	"65"	"19"	"80"	"304"	"Nil"
"196"	"157"	"183"	"118"	"115"	"112"	"4"	"13"	"2"	"1"	"1"	"1"	"0"	"24"	"4"	"11"	"100"	"9"	"44"	"559"	"Nil"
"197"	"157"	"184"	"1"	"36"	"32"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"40"	"0"	"8"	"113"	"8"	"3"	"253"	"Nil"
"198"	"157"	"185"	"8"	"126"	"29"	"6"	"15"	"1"	"1"	"0"	"0"	"1"	"10"	"4"	"7"	"61"	"10"	"9"	"288"	"Nil"
"199"	"157"	"186"	"14"	"77"	"142"	"3"	"4"	"1"	"0"	"15"	"1"	"1"	"35"	"3"	"4"	"117"	"8"	"7"	"432"	"Nil"
"200"	"157"	"187"	"2"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"9"	"349"	"11"	"3"	"380"	"Nil"
"201"	"157"	"188"	"28"	"359"	"67"	"5"	"48"	"3"	"2"	"14"	"2"	"0"	"25"	"4"	"5"	"29"	"10"	"7"	"608"	"Nil"
"202"	"157"	"189"	"9"	"57"	"151"	"6"	"3"	"1"	"1"	"0"	"1"	"3"	"64"	"1"	"11"	"27"	"3"	"6"	"344"	"Nil"
"203"	"157"	"190"	"11"	"142"	"35"	"2"	"6"	"1"	"0"	"0"	"1"	"1"	"9"	"1"	"0"	"21"	"5"	"21"	"256"	"Nil"
"204"	"157"	"191"	"42"	"349"	"59"	"5"	"5"	"2"	"1"	"0"	"0"	"1"	"8"	"2"	"0"	"67"	"3"	"36"	"580"	"Nil"
"205"	"157"	"192"	"68"	"195"	"76"	"10"	"9"	"0"	"1"	"0"	"0"	"3"	"22"	"1"	"6"	"112"	"24"	"26"	"553"	"Nil"
"206"	"157"	"193"	"15"	"153"	"198"	"74"	"30"	"4"	"2"	"0"	"1"	"2"	"54"	"7"	"5"	"53"	"8"	"7"	"613"	"Nil"
"207"	"157"	"194"	"15"	"109"	"372"	"6"	"4"	"2"	"0"	"1"	"1"	"1"	"33"	"1"	"6"	"79"	"4"	"3"	"637"	"Nil"
"208"	"157"	"195"	"4"	"50"	"264"	"31"	"8"	"0"	"0"	"2"	"0"	"2"	"53"	"3"	"10"	"17"	"7"	"9"	"460"	"Nil"
"209"	"157"	"196"	"20"	"93"	"139"	"3"	"6"	"1"	"0"	"0"	"2"	"2"	"22"	"1"	"2"	"8"	"1"	"0"	"300"	"Nil"
"210"	"157"	"197"	"18"	"2"	"13"	"64"	"6"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"403"	"11"	"6"	"530"	"Nil"
"211"	"157"	"198"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"377"	"4"	"2"	"391"	"Nil"
"212"	"157"	"199"	"8"	"120"	"34"	"0"	"5"	"0"	"1"	"1"	"1"	"1"	"27"	"1"	"4"	"19"	"5"	"5"	"232"	"Nil"
"213"	"157"	"200"	"12"	"203"	"73"	"1"	"3"	"0"	"2"	"4"	"3"	"0"	"21"	"4"	"1"	"19"	"9"	"7"	"362"	"Nil"
"214"	"157"	"201"	"4"	"65"	"22"	"1"	"77"	"5"	"0"	"1"	"1"	"1"	"21"	"2"	"0"	"82"	"5"	"8"	"295"	"Nil"
"215"	"157"	"202"	"10"	"91"	"157"	"3"	"2"	"1"	"0"	"4"	"2"	"3"	"20"	"0"	"4"	"65"	"6"	"6"	"374"	"Nil"
"216"	"157"	"203"	"12"	"124"	"53"	"18"	"7"	"2"	"1"	"2"	"3"	"4"	"30"	"2"	"6"	"209"	"22"	"20"	"515"	"Nil"
"217"	"157"	"204"	"16"	"137"	"52"	"2"	"23"	"4"	"0"	"0"	"1"	"2"	"30"	"5"	"11"	"247"	"18"	"15"	"563"	"Nil"
"218"	"157"	"205"	"6"	"70"	"198"	"8"	"76"	"0"	"1"	"3"	"5"	"2"	"78"	"11"	"14"	"43"	"15"	"16"	"546"	"Nil"
"219"	"157"	"206"	"10"	"28"	"291"	"5"	"2"	"2"	"0"	"1"	"1"	"1"	"27"	"1"	"6"	"22"	"3"	"5"	"405"	"Nil"
"220"	"157"	"207"	"2"	"19"	"217"	"17"	"4"	"2"	"1"	"2"	"2"	"3"	"47"	"2"	"6"	"14"	"2"	"6"	"346"	"Nil"
"221"	"157"	"208"	"9"	"127"	"56"	"1"	"9"	"0"	"1"	"1"	"2"	"0"	"10"	"0"	"7"	"107"	"9"	"8"	"347"	"Nil"
"222"	"157"	"209"	"32"	"215"	"119"	"4"	"5"	"1"	"2"	"1"	"1"	"4"	"15"	"2"	"3"	"33"	"2"	"6"	"445"	"Nil"
"223"	"157"	"210"	"4"	"18"	"26"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"25"	"0"	"6"	"254"	"10"	"9"	"354"	"Nil"
"224"	"157"	"211"	"8"	"84"	"49"	"0"	"5"	"2"	"0"	"0"	"1"	"1"	"18"	"5"	"4"	"166"	"9"	"20"	"372"	"Nil"
"225"	"157"	"212"	"47"	"120"	"83"	"1"	"56"	"1"	"4"	"1"	"0"	"0"	"14"	"3"	"7"	"56"	"16"	"47"	"456"	"Nil"
"226"	"157"	"213"	"28"	"79"	"50"	"4"	"153"	"4"	"2"	"2"	"2"	"2"	"26"	"1"	"4"	"95"	"6"	"4"	"462"	"Nil"
"227"	"157"	"214"	"8"	"102"	"233"	"32"	"35"	"0"	"1"	"2"	"7"	"2"	"79"	"3"	"10"	"27"	"6"	"7"	"554"	"Nil"
"228"	"157"	"215"	"7"	"10"	"128"	"4"	"0"	"0"	"0"	"1"	"2"	"1"	"39"	"3"	"7"	"50"	"7"	"2"	"261"	"Nil"
"229"	"157"	"216"	"16"	"302"	"90"	"6"	"4"	"0"	"1"	"2"	"2"	"0"	"10"	"1"	"2"	"112"	"16"	"2"	"566"	"Nil"
"230"	"157"	"217"	"3"	"43"	"56"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"26"	"4"	"7"	"406"	"11"	"2"	"561"	"Nil"
"231"	"157"	"218"	"25"	"52"	"51"	"76"	"21"	"1"	"1"	"1"	"1"	"2"	"52"	"5"	"7"	"97"	"14"	"5"	"411"	"Nil"
"232"	"157"	"219"	"6"	"25"	"184"	"1"	"1"	"0"	"2"	"1"	"0"	"2"	"32"	"3"	"5"	"19"	"3"	"9"	"293"	"Nil"
"233"	"157"	"220"	"9"	"15"	"178"	"7"	"5"	"3"	"1"	"1"	"4"	"2"	"67"	"11"	"16"	"64"	"7"	"3"	"393"	"Nil"
"234"	"157"	"221"	"3"	"2"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"353"	"5"	"3"	"376"	"Nil"
"235"	"157"	"222"	"23"	"25"	"27"	"7"	"1"	"1"	"0"	"0"	"1"	"1"	"10"	"1"	"10"	"449"	"9"	"11"	"576"	"Nil"
"236"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"237"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKANAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"238"	"157"	"223"	"15"	"435"	"5"	"0"	"5"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"19"	"11"	"7"	"501"	"Nil"
"239"	"157"	"224"	"146"	"90"	"6"	"0"	"5"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"50"	"9"	"63"	"382"	"Nil"
"240"	"157"	"225"	"18"	"73"	"43"	"87"	"2"	"5"	"1"	"1"	"2"	"0"	"13"	"1"	"3"	"96"	"13"	"4"	"362"	"Nil"
"241"	"157"	"226"	"3"	"45"	"22"	"1"	"7"	"2"	"2"	"10"	"1"	"0"	"9"	"1"	"6"	"308"	"15"	"7"	"439"	"Nil"
"242"	"157"	"227"	"14"	"61"	"200"	"4"	"3"	"1"	"0"	"0"	"3"	"2"	"42"	"3"	"10"	"73"	"5"	"12"	"433"	"Nil"
"243"	"157"	"228"	"163"	"233"	"96"	"4"	"7"	"1"	"0"	"1"	"4"	"3"	"26"	"5"	"48"	"34"	"13"	"31"	"669"	"Nil"
"244"	"157"	"229"	"60"	"286"	"14"	"12"	"9"	"1"	"1"	"0"	"2"	"0"	"3"	"3"	"2"	"16"	"16"	"17"	"442"	"Nil"
"245"	"157"	"230"	"20"	"84"	"63"	"54"	"123"	"7"	"3"	"0"	"3"	"3"	"21"	"5"	"28"	"152"	"19"	"12"	"597"	"Nil"
"246"	"157"	"231"	"61"	"102"	"29"	"0"	"11"	"0"	"0"	"1"	"2"	"1"	"6"	"2"	"3"	"43"	"5"	"32"	"298"	"Nil"
"247"	"157"	"232"	"19"	"66"	"75"	"3"	"24"	"3"	"1"	"15"	"2"	"0"	"12"	"1"	"3"	"68"	"9"	"5"	"306"	"Nil"
"248"	"157"	"233"	"206"	"98"	"46"	"3"	"49"	"1"	"1"	"6"	"2"	"2"	"12"	"4"	"13"	"35"	"6"	"14"	"498"	"Nil"
"249"	"157"	"234"	"29"	"212"	"29"	"2"	"21"	"3"	"0"	"4"	"6"	"1"	"12"	"4"	"2"	"78"	"12"	"19"	"434"	"Nil"
"250"	"157"	"235"	"19"	"209"	"56"	"59"	"15"	"1"	"0"	"2"	"2"	"1"	"23"	"3"	"4"	"16"	"2"	"5"	"417"	"Nil"
"251"	"157"	"236"	"10"	"164"	"32"	"0"	"1"	"3"	"0"	"1"	"2"	"0"	"7"	"2"	"6"	"45"	"5"	"3"	"281"	"Nil"
"252"	"157"	"237"	"68"	"194"	"78"	"8"	"13"	"1"	"0"	"6"	"2"	"3"	"15"	"5"	"6"	"31"	"8"	"15"	"453"	"Nil"
"253"	"157"	"238"	"12"	"65"	"27"	"50"	"21"	"1"	"3"	"90"	"3"	"2"	"9"	"4"	"3"	"58"	"12"	"5"	"365"	"Nil"
"254"	"157"	"239"	"77"	"165"	"54"	"2"	"5"	"1"	"0"	"9"	"2"	"1"	"7"	"1"	"2"	"22"	"9"	"30"	"387"	"Nil"
"255"	"157"	"240"	"25"	"275"	"12"	"2"	"8"	"0"	"0"	"11"	"1"	"1"	"2"	"2"	"3"	"85"	"15"	"10"	"452"	"Nil"
"256"	"157"	"241"	"14"	"172"	"30"	"5"	"5"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"7"	"207"	"17"	"8"	"471"	"Nil"
"257"	"157"	"242"	"45"	"256"	"25"	"10"	"2"	"3"	"3"	"4"	"5"	"3"	"14"	"4"	"7"	"182"	"30"	"17"	"610"	"Nil"
"258"	"157"	"243"	"53"	"31"	"21"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"2"	"4"	"205"	"20"	"1"	"347"	"Nil"
"259"	"157"	"244"	"10"	"63"	"2"	"28"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"6"	"136"	"6"	"2"	"259"	"Nil"
"260"	"157"	"245"	"64"	"181"	"50"	"23"	"5"	"1"	"1"	"2"	"1"	"2"	"15"	"0"	"11"	"20"	"7"	"9"	"392"	"Nil"
"261"	"157"	"246"	"56"	"104"	"42"	"31"	"7"	"2"	"3"	"2"	"3"	"3"	"26"	"6"	"67"	"74"	"9"	"8"	"443"	"Nil"
"262"	"157"	"247"	"11"	"83"	"67"	"2"	"10"	"2"	"1"	"38"	"5"	"1"	"11"	"2"	"17"	"58"	"9"	"3"	"320"	"Nil"
"263"	"157"	"248"	"131"	"116"	"95"	"2"	"19"	"3"	"1"	"1"	"1"	"2"	"37"	"3"	"28"	"82"	"12"	"12"	"545"	"Nil"
"264"	"157"	"249"	"27"	"88"	"45"	"4"	"37"	"2"	"1"	"4"	"1"	"1"	"31"	"4"	"15"	"57"	"9"	"6"	"332"	"Nil"
"265"	"157"	"250"	"51"	"76"	"93"	"22"	"19"	"1"	"2"	"3"	"0"	"0"	"40"	"6"	"43"	"67"	"19"	"9"	"451"	"Nil"
"266"	"157"	"251"	"24"	"84"	"19"	"1"	"6"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"6"	"217"	"17"	"2"	"383"	"Nil"
"267"	"157"	"252"	"17"	"11"	"215"	"11"	"4"	"0"	"0"	"0"	"0"	"2"	"36"	"0"	"8"	"34"	"2"	"2"	"342"	"Nil"
"268"	"157"	"253"	"51"	"229"	"43"	"6"	"9"	"1"	"2"	"13"	"1"	"1"	"8"	"6"	"15"	"87"	"10"	"5"	"487"	"Nil"
"269"	"157"	"254"	"11"	"132"	"134"	"3"	"46"	"1"	"3"	"0"	"0"	"4"	"41"	"6"	"24"	"22"	"10"	"7"	"444"	"Nil"
"270"	"157"	"255"	"19"	"136"	"70"	"1"	"32"	"2"	"1"	"6"	"3"	"3"	"32"	"4"	"8"	"62"	"19"	"10"	"408"	"Nil"
"271"	"157"	"256"	"43"	"77"	"194"	"40"	"15"	"0"	"2"	"3"	"3"	"5"	"60"	"4"	"10"	"52"	"13"	"17"	"538"	"Nil"
"272"	"157"	"257"	"168"	"159"	"77"	"19"	"19"	"3"	"2"	"2"	"3"	"0"	"19"	"3"	"1"	"118"	"15"	"12"	"620"	"Nil"
"273"	"157"	"258"	"36"	"155"	"90"	"4"	"15"	"7"	"0"	"72"	"3"	"2"	"40"	"6"	"5"	"149"	"13"	"10"	"607"	"Nil"
"274"	"157"	"259"	"55"	"390"	"85"	"9"	"9"	"5"	"2"	"1"	"5"	"1"	"15"	"4"	"6"	"49"	"19"	"6"	"661"	"Nil"
"275"	"Total No. of votes recorded at Polling Stations."	""	"7667"	"34133"	"23644"	"2447"	"3231"	"354"	"242"	"802"	"384"	"397"	"6384"	"667"	"1591"	"21070"	"2471"	"2636"	"108120"	"Nil"
"276"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"277"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKANAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"278"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"27- Banka P.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"-Cum- D. M. Banka"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
