"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"173"	"123"	"90"	"268"	"160"	"3"	"3"	"7"	"6"	"2"	"2"	"4"	"8"	"553"	"0"	"553"	"0"
"174"	"124"	"58"	"156"	"60"	"1"	"3"	"5"	"1"	"1"	"3"	"1"	"3"	"292"	"0"	"292"	"0"
"175"	"125"	"69"	"370"	"61"	"0"	"2"	"5"	"6"	"0"	"1"	"1"	"4"	"519"	"0"	"519"	"0"
"176"	"126"	"56"	"273"	"39"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"3"	"377"	"0"	"377"	"0"
"177"	"l hV dk
; ksx"	"891"	"3313"	"1076"	"34"	"45"	"79"	"73"	"15"	"35"	"22"	"38"	"5621"	"0"	"5621"	"0"
"178"	"d qy  &"	"7286"	"24924"	"17778"	"1078"	"1162"	"1417"	"907"	"517"	"989"	"547"	"1253"	"57858"	"0"	"57858"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"180"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"182"	"i woZ  dk
; ksx&"	"7286"	"24924"	"17778"	"1078"	"1162"	"1417"	"907"	"517"	"989"	"547"	"1253"	"57858"	"0"	"57858"	"0"
"183"	"127"	"289"	"294"	"47"	"2"	"4"	"12"	"3"	"0"	"1"	"2"	"2"	"656"	"0"	"656"	"0"
"184"	"128"	"42"	"102"	"3"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"151"	"0"	"151"	"0"
"185"	"129"	"83"	"253"	"67"	"0"	"0"	"3"	"0"	"0"	"2"	"0"	"2"	"410"	"0"	"410"	"0"
"186"	"130"	"39"	"182"	"61"	"1"	"0"	"1"	"5"	"1"	"4"	"1"	"4"	"299"	"0"	"299"	"0"
"187"	"131"	"62"	"299"	"16"	"1"	"0"	"1"	"2"	"3"	"0"	"1"	"0"	"385"	"0"	"385"	"0"
"188"	"132"	"187"	"158"	"23"	"1"	"1"	"3"	"1"	"1"	"1"	"0"	"2"	"378"	"0"	"378"	"0"
"189"	"133"	"65"	"355"	"60"	"3"	"3"	"4"	"22"	"4"	"1"	"2"	"3"	"522"	"0"	"522"	"0"
"190"	"134"	"270"	"226"	"74"	"11"	"4"	"2"	"6"	"1"	"1"	"4"	"18"	"617"	"0"	"617"	"0"
"191"	"135"	"108"	"153"	"50"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"4"	"320"	"0"	"320"	"0"
"192"	"136"	"146"	"251"	"122"	"4"	"8"	"7"	"7"	"4"	"3"	"3"	"5"	"560"	"0"	"560"	"0"
"193"	"137"	"195"	"338"	"102"	"5"	"1"	"9"	"5"	"1"	"1"	"5"	"8"	"670"	"0"	"670"	"0"
"194"	"138"	"79"	"187"	"105"	"3"	"7"	"2"	"6"	"5"	"4"	"5"	"8"	"411"	"0"	"411"	"0"
"195"	"139"	"92"	"199"	"84"	"9"	"4"	"2"	"1"	"4"	"6"	"1"	"4"	"406"	"0"	"406"	"0"
"196"	"140"	"41"	"145"	"24"	"1"	"3"	"0"	"4"	"1"	"0"	"1"	"1"	"221"	"0"	"221"	"0"
"197"	"l hV dk
; ksx"	"1698"	"3142"	"838"	"42"	"37"	"48"	"66"	"25"	"24"	"25"	"61"	"6006"	"0"	"6006"	"0"
"198"	"d qy  &"	"8984"	"28066"	"18616"	"1120"	"1199"	"1465"	"973"	"542"	"1013"	"572"	"1314"	"63864"	"0"	"63864"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"200"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"202"	"i woZ  dk
; ksx&"	"8984"	"28066"	"18616"	"1120"	"1199"	"1465"	"973"	"542"	"1013"	"572"	"1314"	"63864"	"0"	"63864"	"0"
"203"	"141"	"35"	"95"	"29"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"162"	"0"	"162"	"0"
"204"	"142"	"49"	"125"	"66"	"4"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"250"	"0"	"250"	"0"
"205"	"143"	"114"	"88"	"283"	"10"	"3"	"10"	"5"	"6"	"16"	"9"	"10"	"554"	"0"	"554"	"0"
"206"	"144"	"71"	"176"	"367"	"10"	"21"	"75"	"9"	"11"	"11"	"11"	"10"	"772"	"0"	"772"	"0"
"207"	"145"	"66"	"184"	"88"	"6"	"5"	"29"	"3"	"1"	"0"	"4"	"1"	"387"	"0"	"387"	"0"
"208"	"146"	"121"	"66"	"337"	"7"	"13"	"11"	"3"	"6"	"15"	"12"	"42"	"633"	"0"	"633"	"0"
"209"	"147"	"109"	"54"	"440"	"13"	"14"	"29"	"8"	"9"	"18"	"3"	"8"	"705"	"0"	"705"	"0"
"210"	"148"	"93"	"111"	"300"	"13"	"7"	"2"	"4"	"8"	"6"	"5"	"3"	"552"	"0"	"552"	"0"
"211"	"149"	"76"	"56"	"332"	"12"	"9"	"15"	"3"	"2"	"5"	"3"	"3"	"516"	"0"	"516"	"0"
"212"	"150"	"168"	"98"	"166"	"11"	"4"	"12"	"5"	"8"	"5"	"6"	"11"	"494"	"0"	"494"	"0"
"213"	"151"	"187"	"44"	"131"	"3"	"0"	"16"	"2"	"8"	"7"	"3"	"6"	"407"	"0"	"407"	"0"
"214"	"152"	"101"	"134"	"412"	"25"	"20"	"16"	"12"	"18"	"37"	"9"	"35"	"819"	"0"	"819"	"0"
"215"	"153"	"76"	"38"	"376"	"19"	"7"	"24"	"4"	"7"	"13"	"3"	"11"	"578"	"0"	"578"	"0"
"216"	"154"	"226"	"84"	"181"	"9"	"7"	"8"	"3"	"5"	"7"	"2"	"9"	"541"	"0"	"541"	"0"
"217"	"l hV dk
; ksx"	"1492"	"1353"	"3508"	"142"	"111"	"249"	"63"	"90"	"140"	"72"	"150"	"7370"	"0"	"7370"	"0"
"218"	"d qy  &"	"10476"	"29419"	"22124"	"1262"	"1310"	"1714"	"1036"	"632"	"1153"	"644"	"1464"	"71234"	"0"	"71234"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"220"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"222"	"i woZ  dk
; ksx&"	"10476"	"29419"	"22124"	"1262"	"1310"	"1714"	"1036"	"632"	"1153"	"644"	"1464"	"71234"	"0"	"71234"	"0"
"223"	"155"	"25"	"192"	"20"	"3"	"2"	"21"	"6"	"1"	"1"	"1"	"2"	"274"	"0"	"274"	"0"
"224"	"156"	"42"	"245"	"120"	"8"	"3"	"15"	"9"	"5"	"5"	"2"	"3"	"457"	"0"	"457"	"0"
"225"	"157"	"248"	"70"	"172"	"13"	"8"	"22"	"2"	"4"	"9"	"7"	"28"	"583"	"0"	"583"	"0"
"226"	"158"	"33"	"108"	"93"	"5"	"4"	"1"	"3"	"5"	"3"	"1"	"4"	"260"	"0"	"260"	"0"
"227"	"159"	"59"	"241"	"129"	"6"	"8"	"15"	"12"	"3"	"15"	"6"	"15"	"509"	"0"	"509"	"0"
"228"	"160"	"62"	"464"	"196"	"7"	"9"	"33"	"9"	"5"	"6"	"5"	"15"	"811"	"0"	"811"	"0"
"229"	"161"	"121"	"270"	"102"	"7"	"11"	"5"	"8"	"2"	"13"	"8"	"14"	"561"	"0"	"561"	"0"
"230"	"162"	"138"	"324"	"145"	"10"	"13"	"46"	"7"	"5"	"6"	"9"	"15"	"718"	"0"	"718"	"0"
"231"	"163"	"45"	"227"	"95"	"3"	"3"	"3"	"2"	"3"	"2"	"7"	"3"	"393"	"0"	"393"	"0"
"232"	"164"	"30"	"282"	"106"	"16"	"2"	"16"	"13"	"0"	"5"	"5"	"11"	"486"	"0"	"486"	"0"
"233"	"165"	"44"	"114"	"98"	"8"	"3"	"1"	"3"	"2"	"3"	"3"	"5"	"284"	"0"	"284"	"0"
"234"	"166"	"67"	"47"	"156"	"7"	"5"	"5"	"4"	"6"	"7"	"3"	"2"	"309"	"0"	"309"	"0"
"235"	"167"	"55"	"263"	"214"	"14"	"13"	"24"	"6"	"7"	"4"	"2"	"6"	"608"	"0"	"608"	"0"
"236"	"168"	"41"	"101"	"20"	"13"	"2"	"31"	"2"	"17"	"4"	"1"	"2"	"234"	"0"	"234"	"0"
"237"	"l hV dk
; ksx"	"1010"	"2948"	"1666"	"120"	"86"	"238"	"86"	"65"	"83"	"60"	"125"	"6487"	"0"	"6487"	"0"
"238"	"d qy  &"	"11486"	"32367"	"23790"	"1382"	"1396"	"1952"	"1122"	"697"	"1236"	"704"	"1589"	"77721"	"0"	"77721"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"240"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"242"	"i woZ  dk
; ksx&"	"11486"	"32367"	"23790"	"1382"	"1396"	"1952"	"1122"	"697"	"1236"	"704"	"1589"	"77721"	"0"	"77721"	"0"
"243"	"169"	"60"	"417"	"14"	"1"	"1"	"6"	"10"	"4"	"4"	"4"	"12"	"533"	"0"	"533"	"0"
"244"	"170"	"84"	"256"	"81"	"8"	"6"	"138"	"5"	"4"	"8"	"5"	"27"	"622"	"0"	"622"	"0"
"245"	"171"	"49"	"120"	"100"	"12"	"12"	"10"	"10"	"4"	"3"	"4"	"7"	"331"	"0"	"331"	"0"
"246"	"172"	"128"	"143"	"186"	"11"	"7"	"24"	"12"	"6"	"12"	"4"	"10"	"543"	"0"	"543"	"0"
"247"	"173"	"55"	"186"	"42"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"286"	"0"	"286"	"0"
"248"	"174"	"92"	"136"	"282"	"11"	"5"	"2"	"7"	"3"	"11"	"5"	"10"	"564"	"0"	"564"	"0"
"249"	"175"	"54"	"40"	"238"	"6"	"8"	"0"	"4"	"1"	"4"	"1"	"7"	"363"	"0"	"363"	"0"
"250"	"176"	"107"	"82"	"265"	"8"	"5"	"42"	"9"	"4"	"13"	"7"	"20"	"562"	"0"	"562"	"0"
"251"	"177"	"72"	"75"	"260"	"27"	"7"	"15"	"2"	"1"	"12"	"3"	"6"	"480"	"0"	"480"	"0"
"252"	"178"	"86"	"186"	"290"	"9"	"7"	"2"	"7"	"5"	"8"	"1"	"10"	"611"	"0"	"611"	"0"
"253"	"179"	"38"	"421"	"82"	"16"	"2"	"1"	"18"	"1"	"13"	"9"	"9"	"610"	"0"	"610"	"0"
"254"	"180"	"149"	"24"	"332"	"32"	"9"	"9"	"4"	"14"	"22"	"7"	"25"	"627"	"0"	"627"	"0"
"255"	"181"	"42"	"151"	"129"	"21"	"8"	"8"	"5"	"4"	"7"	"3"	"3"	"381"	"0"	"381"	"0"
"256"	"182"	"12"	"101"	"120"	"12"	"2"	"2"	"2"	"5"	"11"	"4"	"8"	"279"	"0"	"279"	"0"
"257"	"l hV dk
; ksx"	"1028"	"2338"	"2421"	"175"	"79"	"261"	"95"	"56"	"128"	"57"	"154"	"6792"	"0"	"6792"	"0"
"258"	"d qy  &"	"12514"	"34705"	"26211"	"1557"	"1475"	"2213"	"1217"	"753"	"1364"	"761"	"1743"	"84513"	"0"	"84513"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"260"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"262"	"i woZ  dk
; ksx&"	"12514"	"34705"	"26211"	"1557"	"1475"	"2213"	"1217"	"753"	"1364"	"761"	"1743"	"84513"	"0"	"84513"	"0"
"263"	"183"	"104"	"100"	"94"	"18"	"3"	"2"	"5"	"4"	"2"	"0"	"13"	"345"	"0"	"345"	"0"
"264"	"184"	"16"	"105"	"110"	"9"	"5"	"4"	"6"	"13"	"22"	"9"	"18"	"317"	"0"	"317"	"0"
"265"	"185"	"55"	"165"	"55"	"107"	"4"	"3"	"4"	"3"	"2"	"3"	"9"	"410"	"0"	"410"	"0"
"266"	"186"	"68"	"111"	"128"	"17"	"2"	"1"	"5"	"2"	"1"	"1"	"1"	"337"	"0"	"337"	"0"
"267"	"187"	"42"	"534"	"30"	"22"	"2"	"7"	"11"	"3"	"4"	"6"	"16"	"677"	"0"	"677"	"0"
"268"	"188"	"31"	"188"	"154"	"16"	"18"	"3"	"11"	"4"	"6"	"8"	"14"	"453"	"0"	"453"	"0"
"269"	"189"	"34"	"324"	"70"	"19"	"4"	"5"	"10"	"5"	"9"	"6"	"14"	"500"	"0"	"500"	"0"
"270"	"190"	"49"	"95"	"213"	"40"	"7"	"5"	"1"	"7"	"8"	"4"	"10"	"439"	"0"	"439"	"0"
"271"	"191"	"7"	"96"	"190"	"9"	"7"	"5"	"10"	"6"	"12"	"8"	"17"	"367"	"0"	"367"	"0"
"272"	"192"	"17"	"341"	"29"	"6"	"1"	"1"	"5"	"1"	"0"	"2"	"3"	"406"	"0"	"406"	"0"
"273"	"193"	"49"	"52"	"158"	"11"	"1"	"1"	"3"	"6"	"5"	"3"	"1"	"290"	"0"	"290"	"0"
"274"	"194"	"55"	"12"	"30"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"101"	"0"	"101"	"0"
"275"	"195"	"22"	"313"	"269"	"17"	"3"	"7"	"9"	"12"	"27"	"9"	"17"	"705"	"0"	"705"	"0"
"276"	"196"	"34"	"164"	"155"	"4"	"12"	"6"	"6"	"5"	"13"	"5"	"19"	"423"	"0"	"423"	"0"
"277"	"l hV dk
; ksx"	"583"	"2600"	"1685"	"295"	"69"	"52"	"86"	"71"	"112"	"64"	"153"	"5770"	"0"	"5770"	"0"
"278"	"d qy  &"	"13097"	"37305"	"27896"	"1852"	"1544"	"2265"	"1303"	"824"	"1476"	"825"	"1896"	"90283"	"0"	"90283"	"0"
"279"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"280"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"281"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"282"	"i woZ  dk
; ksx&"	"13097"	"37305"	"27896"	"1852"	"1544"	"2265"	"1303"	"824"	"1476"	"825"	"1896"	"90283"	"0"	"90283"	"0"
"283"	"197"	"21"	"260"	"137"	"5"	"6"	"13"	"9"	"5"	"6"	"1"	"7"	"470"	"0"	"470"	"0"
"284"	"198"	"29"	"222"	"269"	"14"	"9"	"10"	"9"	"9"	"26"	"13"	"38"	"648"	"0"	"648"	"0"
"285"	"199"	"29"	"154"	"337"	"17"	"13"	"9"	"9"	"14"	"28"	"14"	"23"	"647"	"0"	"647"	"0"
"286"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"l hV dk
; ksx"	"79"	"636"	"743"	"36"	"28"	"32"	"27"	"28"	"60"	"28"	"68"	"1765"	"0"	"1765"	"0"
"298"	"d qy  &"	"13176"	"37941"	"28639"	"1888"	"1572"	"2297"	"1330"	"852"	"1536"	"853"	"1964"	"92048"	"0"	"92048"	"0"
"299"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"300"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"301"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"302"	"i woZ  dk
; ksx&"	"13176"	"37941"	"28639"	"1888"	"1572"	"2297"	"1330"	"852"	"1536"	"853"	"1964"	"92048"	"0"	"92048"	"0"
"303"	"211"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"304"	"212"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"305"	"213"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"306"	"214"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"307"	"215"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"308"	"216"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"309"	"217"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"310"	"218"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"311"	"219"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"312"	"220"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"313"	"221"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"314"	"222"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"315"	"223"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"316"	"224"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"317"	"l hV dk
; ksx"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"318"	"d qy  &"	"13176"	"37941"	"28639"	"1888"	"1572"	"2297"	"1330"	"852"	"1536"	"853"	"1964"	"92048"	"0"	"92048"	"0"
"319"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"320"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"321"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"322"	"i woZ  dk
; ksx&"	"13176"	"37941"	"28639"	"1888"	"1572"	"2297"	"1330"	"852"	"1536"	"853"	"1964"	"92048"	"0"	"92048"	"0"
"323"	"225"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"324"	"226"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"325"	"227"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"326"	"228"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"327"	"229"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"328"	"230"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"329"	"231"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"330"	"232"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"331"	"233"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"332"	"234"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"333"	"235"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"334"	"236"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"335"	"237"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"336"	"238"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"337"	"l hV dk
; ksx"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"338"	"d qy  &"	"13176"	"37941"	"28639"	"1888"	"1572"	"2297"	"1330"	"852"	"1536"	"853"	"1964"	"92048"	"0"	"92048"	"0"
