"Candidates..Name.."	"Arjun.Roy"	"Maya.Shankar.Sharan"	"Samir.Kumar.Mahaset.h"	"Sitar.am.Yad.av"	"S..Abu.Daujana"	"Chitra.njan.Giri"	"Moham.mad.Afzal.Painther"	"Shankar.Sinha"	"Chandrika.Prasad"	"Zahid"	"Dinesh.Prasad"	"Pappu.Kumar.Mishra"	"Mukesh.Kumar.Gupta"	"Total"
"1"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"194"	"58"	"8"	"52"	"3"	"174"	"0"	"3"	"7"	"6"	"1"	"2"	"2"	"1"	"317"
"210"	"195"	"195"	"25"	"38"	"146"	"84"	"5"	"2"	"8"	"1"	"2"	"4"	"5"	"3"	"518"
"211"	"196"	"273"	"8"	"20"	"209"	"6"	"1"	"0"	"6"	"1"	"2"	"1"	"1"	"3"	"531"
"212"	"197"	"158"	"4"	"4"	"44"	"2"	"0"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"217"
"213"	"198"	"264"	"8"	"92"	"62"	"29"	"1"	"3"	"3"	"5"	"0"	"2"	"3"	"3"	"475"
"214"	"199"	"162"	"1"	"5"	"220"	"8"	"2"	"1"	"5"	"0"	"1"	"0"	"0"	"1"	"406"
"215"	"200"	"176"	"4"	"9"	"115"	"3"	"1"	"1"	"7"	"1"	"1"	"1"	"0"	"0"	"319"
"216"	"201"	"297"	"11"	"22"	"182"	"11"	"2"	"4"	"5"	"2"	"2"	"2"	"6"	"6"	"552"
"217"	"202"	"37"	"2"	"232"	"21"	"37"	"2"	"0"	"3"	"2"	"2"	"2"	"2"	"5"	"347"
"218"	"203"	"277"	"7"	"36"	"9"	"20"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"353"
"219"	"204"	"171"	"6"	"18"	"25"	"116"	"1"	"2"	"2"	"1"	"1"	"2"	"4"	"1"	"350"
"220"	"Candidates  Name
>"	"Arjun Roy"	"Maya Shankar Sharan"	"Samir Kumar Mahaset h"	"Sitar am Yad av"	"S. Abu Daujana"	"Chitra njan Giri"	"Moham mad Afzal Painther"	"Shankar Sinha"	"Chandrika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"221"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"224"	"205"	"300"	"6"	"61"	"33"	"239"	"3"	"1"	"9"	"1"	"1"	"3"	"5"	"0"	"662"
"225"	"206"	"6"	"5"	"26"	"11"	"271"	"6"	"2"	"5"	"0"	"4"	"1"	"7"	"2"	"346"
"226"	"207"	"24"	"0"	"41"	"23"	"279"	"5"	"0"	"3"	"1"	"4"	"2"	"6"	"2"	"390"
"227"	"208"	"37"	"0"	"30"	"3"	"377"	"4"	"0"	"3"	"1"	"2"	"4"	"5"	"1"	"467"
"228"	"209"	"354"	"8"	"22"	"17"	"96"	"2"	"4"	"16"	"7"	"1"	"5"	"2"	"0"	"534"
"229"	"210"	"199"	"1"	"12"	"8"	"63"	"1"	"2"	"11"	"5"	"1"	"1"	"2"	"0"	"306"
"230"	"211"	"196"	"3"	"16"	"13"	"0"	"1"	"1"	"2"	"2"	"2"	"2"	"0"	"0"	"238"
"231"	"212"	"249"	"4"	"51"	"82"	"128"	"4"	"6"	"12"	"3"	"4"	"2"	"1"	"2"	"548"
"232"	"213"	"179"	"0"	"84"	"33"	"3"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"305"
"233"	"214"	"232"	"12"	"58"	"44"	"3"	"2"	"3"	"7"	"4"	"2"	"1"	"3"	"0"	"371"
"234"	"215"	"233"	"63"	"109"	"27"	"12"	"1"	"2"	"15"	"2"	"1"	"4"	"5"	"2"	"476"
"235"	"216"	"295"	"25"	"27"	"49"	"192"	"7"	"10"	"21"	"8"	"2"	"3"	"6"	"4"	"649"
"236"	"217"	"217"	"92"	"93"	"41"	"23"	"13"	"5"	"17"	"1"	"4"	"5"	"4"	"2"	"517"
"237"	"218"	"221"	"15"	"268"	"180"	"10"	"6"	"4"	"16"	"2"	"5"	"3"	"0"	"1"	"731"
"238"	"219"	"68"	"9"	"104"	"103"	"14"	"1"	"3"	"6"	"5"	"3"	"2"	"0"	"3"	"321"
"239"	"220"	"260"	"1"	"201"	"10"	"0"	"1"	"2"	"8"	"0"	"1"	"3"	"1"	"2"	"490"
"240"	"221"	"265"	"13"	"158"	"12"	"3"	"9"	"3"	"8"	"1"	"1"	"2"	"7"	"5"	"487"
"241"	"222"	"478"	"12"	"64"	"23"	"2"	"3"	"7"	"24"	"3"	"1"	"1"	"2"	"1"	"621"
"242"	"223"	"175"	"7"	"269"	"67"	"24"	"0"	"6"	"9"	"3"	"5"	"5"	"3"	"5"	"578"
"243"	"224"	"342"	"3"	"86"	"62"	"5"	"1"	"5"	"14"	"1"	"1"	"2"	"0"	"2"	"524"
"244"	"Total:"	"38716"	"2353"	"19167"	"####"	"13240"	"491"	"475"	"1471"	"416"	"314"	"419"	"527"	"337"	"94319"
"245"	"Place: Sitamarhi                                                             Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Date: 16/05/2009                                                     Assembly Constituency :025---PARIHAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar                               Page -1 of 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
