"Total.No..of.Electors.in.Assembly.Constituency.Segment..262884"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"183"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"184"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"188"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 08"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"191"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"192"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"193"	"98"	"5"	"462"	"17"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"489"	"0"	"489"	"0"
"194"	"99"	"91"	"40"	"123"	"4"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"263"	"0"	"263"	"0"
"195"	"100"	"408"	"7"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"432"	"0"	"432"	"0"
"196"	"101"	"443"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"452"	"0"	"452"	"0"
"197"	"102"	"711"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"722"	"0"	"722"	"0"
"198"	"103"	"759"	"10"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"790"	"0"	"790"	"0"
"199"	"104"	"187"	"171"	"10"	"2"	"2"	"3"	"14"	"3"	"6"	"3"	"11"	"8"	"420"	"0"	"420"	"0"
"200"	"105"	"96"	"226"	"10"	"3"	"0"	"0"	"2"	"0"	"4"	"0"	"2"	"7"	"350"	"0"	"350"	"0"
"201"	"106"	"106"	"203"	"33"	"2"	"4"	"3"	"4"	"7"	"4"	"9"	"23"	"41"	"439"	"0"	"439"	"0"
"202"	"107"	"546"	"49"	"5"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"607"	"0"	"607"	"0"
"203"	"108"	"464"	"137"	"16"	"6"	"3"	"5"	"9"	"4"	"7"	"3"	"7"	"18"	"679"	"0"	"679"	"0"
"204"	"109"	"263"	"38"	"12"	"3"	"1"	"0"	"1"	"3"	"12"	"3"	"4"	"22"	"362"	"0"	"362"	"0"
"205"	"110"	"620"	"13"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"637"	"0"	"637"	"0"
"206"	"111"	"600"	"18"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"627"	"0"	"627"	"0"
"207"	"Total"	"5299"	"1387"	"270"	"25"	"10"	"12"	"36"	"20"	"39"	"19"	"53"	"99"	"7269"	"0"	"7269"	"0"
"208"	"B.F."	"18722"	"19459"	"3328"	"241"	"103"	"98"	"442"	"174"	"183"	"178"	"440"	"629"	"43997"	"0"	"0"	"0"
"209"	"G. Total"	"24021"	"20846"	"3598"	"266"	"113"	"110"	"478"	"194"	"222"	"197"	"493"	"728"	"51266"	"0"	"51266"	"0"
"210"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"212"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"213"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"214"	"112"	"887"	"42"	"48"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"983"	"0"	"983"	"0"
"215"	"113"	"179"	"143"	"32"	"3"	"0"	"2"	"2"	"2"	"5"	"2"	"4"	"7"	"381"	"0"	"381"	"0"
"216"	"114"	"438"	"50"	"6"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"501"	"0"	"501"	"0"
"217"	"115"	"143"	"249"	"33"	"7"	"3"	"0"	"4"	"2"	"7"	"0"	"7"	"12"	"467"	"0"	"467"	"0"
"218"	"116"	"176"	"243"	"8"	"2"	"0"	"2"	"2"	"2"	"2"	"1"	"2"	"3"	"443"	"0"	"443"	"0"
"219"	"117"	"205"	"145"	"29"	"0"	"3"	"1"	"1"	"1"	"0"	"2"	"3"	"10"	"400"	"0"	"400"	"0"
"220"	"118"	"258"	"109"	"15"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"5"	"392"	"0"	"392"	"0"
"221"	"119"	"30"	"583"	"8"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"625"	"0"	"625"	"0"
"222"	"120"	"49"	"220"	"127"	"3"	"3"	"1"	"7"	"0"	"1"	"5"	"5"	"8"	"429"	"0"	"429"	"0"
"223"	"121"	"129"	"202"	"66"	"1"	"1"	"1"	"4"	"3"	"3"	"2"	"6"	"5"	"423"	"0"	"423"	"0"
"224"	"121(A)"	"151"	"42"	"25"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"224"	"0"	"224"	"0"
"225"	"122"	"62"	"324"	"55"	"6"	"1"	"0"	"4"	"3"	"2"	"0"	"5"	"2"	"464"	"0"	"464"	"0"
"226"	"122(A)"	"51"	"356"	"17"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"429"	"0"	"429"	"0"
"227"	"123"	"74"	"170"	"15"	"3"	"0"	"0"	"3"	"0"	"2"	"1"	"0"	"3"	"271"	"0"	"271"	"0"
"228"	"Total"	"2832"	"2878"	"484"	"30"	"12"	"8"	"34"	"16"	"23"	"14"	"41"	"60"	"6432"	"0"	"6432"	"0"
"229"	"B.F."	"24021"	"20846"	"3598"	"266"	"113"	"110"	"478"	"194"	"222"	"197"	"493"	"728"	"51266"	"0"	"0"	"0"
"230"	"G. Total"	"26853"	"23724"	"4082"	"296"	"125"	"118"	"512"	"210"	"245"	"211"	"534"	"788"	"57698"	"0"	"57698"	"0"
"231"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"240"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"242"	"124"	"83"	"368"	"77"	"4"	"1"	"1"	"18"	"5"	"2"	"3"	"10"	"11"	"583"	"0"	"583"	"0"
"243"	"125"	"133"	"308"	"46"	"4"	"2"	"1"	"13"	"2"	"3"	"2"	"5"	"6"	"525"	"0"	"525"	"0"
"244"	"126"	"126"	"375"	"39"	"3"	"1"	"2"	"19"	"7"	"4"	"2"	"8"	"21"	"607"	"0"	"607"	"0"
"245"	"127"	"184"	"103"	"28"	"7"	"2"	"1"	"3"	"2"	"2"	"1"	"1"	"2"	"336"	"0"	"336"	"0"
"246"	"128"	"68"	"89"	"96"	"5"	"1"	"0"	"3"	"0"	"2"	"3"	"3"	"9"	"279"	"0"	"279"	"0"
"247"	"129"	"271"	"314"	"65"	"2"	"0"	"4"	"6"	"3"	"3"	"3"	"4"	"8"	"683"	"0"	"683"	"0"
"248"	"130"	"153"	"269"	"51"	"8"	"4"	"1"	"12"	"1"	"3"	"8"	"11"	"20"	"541"	"0"	"541"	"0"
"249"	"131"	"329"	"247"	"68"	"0"	"1"	"1"	"9"	"3"	"3"	"6"	"5"	"11"	"683"	"0"	"683"	"0"
"250"	"132"	"324"	"248"	"23"	"1"	"2"	"0"	"3"	"3"	"0"	"3"	"8"	"7"	"622"	"0"	"622"	"0"
"251"	"133"	"189"	"197"	"12"	"1"	"2"	"3"	"1"	"1"	"2"	"1"	"1"	"9"	"419"	"0"	"419"	"0"
"252"	"134"	"265"	"200"	"40"	"3"	"0"	"1"	"9"	"3"	"2"	"4"	"5"	"15"	"547"	"0"	"547"	"0"
"253"	"135"	"39"	"301"	"76"	"4"	"4"	"2"	"5"	"3"	"2"	"1"	"2"	"2"	"441"	"0"	"441"	"0"
"254"	"135(A)"	"34"	"75"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"0"	"126"	"0"
"255"	"136"	"240"	"56"	"10"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"5"	"314"	"0"	"314"	"0"
"256"	"Total"	"2438"	"3150"	"648"	"42"	"20"	"17"	"101"	"33"	"30"	"38"	"63"	"126"	"6706"	"0"	"6706"	"0"
"257"	"B.F."	"26853"	"23724"	"4082"	"296"	"125"	"118"	"512"	"210"	"245"	"211"	"534"	"788"	"57698"	"0"	"0"	"0"
"258"	"G. Total"	"29291"	"26874"	"4730"	"338"	"145"	"135"	"613"	"243"	"275"	"249"	"597"	"914"	"64404"	"0"	"64404"	"0"
"259"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"268"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"269"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"270"	"137"	"182"	"147"	"10"	"2"	"0"	"0"	"1"	"2"	"2"	"2"	"1"	"3"	"352"	"0"	"352"	"0"
"271"	"138"	"203"	"283"	"18"	"6"	"0"	"1"	"5"	"1"	"3"	"3"	"2"	"9"	"534"	"0"	"534"	"0"
"272"	"139"	"235"	"187"	"38"	"1"	"2"	"5"	"6"	"1"	"3"	"1"	"2"	"2"	"483"	"0"	"483"	"0"
"273"	"140"	"233"	"126"	"3"	"1"	"1"	"2"	"8"	"1"	"1"	"1"	"3"	"5"	"385"	"0"	"385"	"0"
"274"	"140(A)"	"146"	"63"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"222"	"0"	"222"	"0"
"275"	"141"	"202"	"269"	"48"	"2"	"0"	"1"	"3"	"2"	"7"	"0"	"0"	"0"	"534"	"0"	"534"	"0"
"276"	"142"	"236"	"130"	"18"	"0"	"0"	"1"	"1"	"1"	"4"	"1"	"1"	"0"	"393"	"0"	"393"	"0"
"277"	"142(A)"	"130"	"65"	"3"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"203"	"0"	"203"	"0"
"278"	"143"	"195"	"204"	"28"	"3"	"4"	"2"	"0"	"1"	"4"	"4"	"7"	"5"	"457"	"0"	"457"	"0"
"279"	"144"	"134"	"172"	"12"	"0"	"0"	"1"	"1"	"3"	"0"	"1"	"5"	"3"	"332"	"0"	"332"	"0"
"280"	"145"	"140"	"219"	"12"	"0"	"0"	"0"	"2"	"1"	"2"	"1"	"0"	"2"	"379"	"0"	"379"	"0"
"281"	"146"	"109"	"247"	"3"	"0"	"0"	"2"	"12"	"1"	"1"	"2"	"4"	"6"	"387"	"0"	"387"	"0"
"282"	"147"	"259"	"92"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"359"	"0"	"359"	"0"
"283"	"148"	"139"	"118"	"8"	"1"	"1"	"0"	"3"	"2"	"1"	"2"	"0"	"2"	"277"	"0"	"277"	"0"
"284"	"Total"	"2543"	"2322"	"215"	"16"	"8"	"15"	"44"	"16"	"32"	"18"	"27"	"41"	"5297"	"0"	"5297"	"0"
"285"	"B.F."	"29291"	"26874"	"4730"	"338"	"145"	"135"	"613"	"243"	"275"	"249"	"597"	"914"	"64404"	"0"	"0"	"0"
"286"	"G. Total"	"31834"	"29196"	"4945"	"354"	"153"	"150"	"657"	"259"	"307"	"267"	"624"	"955"	"69701"	"0"	"69701"	"0"
"287"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round NO- 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"296"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"297"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"298"	"149"	"96"	"154"	"14"	"2"	"1"	"0"	"3"	"2"	"1"	"2"	"5"	"8"	"288"	"0"	"288"	"0"
"299"	"150"	"224"	"138"	"6"	"1"	"0"	"1"	"1"	"1"	"25"	"2"	"2"	"4"	"405"	"0"	"405"	"0"
"300"	"151"	"136"	"120"	"6"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"268"	"0"	"268"	"0"
"301"	"152"	"208"	"347"	"22"	"2"	"2"	"2"	"8"	"0"	"1"	"1"	"3"	"5"	"601"	"0"	"601"	"0"
"302"	"153"	"72"	"78"	"8"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"166"	"0"	"166"	"0"
"303"	"154"	"304"	"134"	"10"	"0"	"1"	"2"	"2"	"2"	"5"	"2"	"1"	"1"	"464"	"0"	"464"	"0"
"304"	"155"	"152"	"233"	"11"	"1"	"0"	"0"	"1"	"0"	"3"	"1"	"2"	"1"	"405"	"0"	"405"	"0"
"305"	"156"	"198"	"95"	"6"	"0"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"2"	"307"	"0"	"307"	"0"
"306"	"157"	"138"	"127"	"8"	"3"	"0"	"1"	"4"	"0"	"6"	"1"	"0"	"2"	"290"	"0"	"290"	"0"
"307"	"158"	"178"	"176"	"18"	"4"	"0"	"1"	"7"	"0"	"2"	"1"	"4"	"3"	"394"	"0"	"394"	"0"
"308"	"159"	"286"	"127"	"8"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"5"	"432"	"0"	"432"	"0"
"309"	"160"	"190"	"174"	"28"	"1"	"1"	"0"	"2"	"0"	"3"	"1"	"0"	"7"	"407"	"0"	"407"	"0"
"310"	"161"	"230"	"176"	"58"	"2"	"0"	"0"	"5"	"1"	"2"	"1"	"1"	"4"	"480"	"0"	"480"	"0"
"311"	"162"	"85"	"144"	"27"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"260"	"0"	"260"	"0"
"312"	"Total"	"2497"	"2223"	"230"	"17"	"10"	"8"	"37"	"11"	"51"	"12"	"24"	"47"	"5167"	"0"	"5167"	"0"
"313"	"B.F."	"31834"	"29196"	"4945"	"354"	"153"	"150"	"657"	"259"	"307"	"267"	"624"	"955"	"69701"	"0"	"0"	"0"
"314"	"G. Total"	"34331"	"31419"	"5175"	"371"	"163"	"158"	"694"	"270"	"358"	"279"	"648"	"1002"	"74868"	"0"	"74868"	"0"
"315"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"324"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"325"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"326"	"162(A)"	"41"	"88"	"19"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"154"	"0"	"154"	"0"
"327"	"163"	"84"	"224"	"56"	"1"	"0"	"1"	"2"	"1"	"1"	"1"	"3"	"0"	"374"	"0"	"374"	"0"
"328"	"164"	"168"	"155"	"33"	"0"	"0"	"0"	"2"	"1"	"3"	"0"	"3"	"2"	"367"	"0"	"367"	"0"
"329"	"165"	"20"	"153"	"54"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"231"	"0"	"231"	"0"
"330"	"166"	"259"	"67"	"26"	"2"	"0"	"0"	"4"	"1"	"5"	"0"	"0"	"5"	"369"	"0"	"369"	"0"
"331"	"166(A)"	"127"	"58"	"11"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"3"	"5"	"211"	"0"	"211"	"0"
"332"	"167"	"235"	"275"	"77"	"1"	"1"	"0"	"3"	"1"	"1"	"1"	"5"	"3"	"603"	"0"	"603"	"0"
"333"	"168"	"133"	"299"	"83"	"2"	"1"	"1"	"10"	"4"	"3"	"7"	"11"	"14"	"568"	"0"	"568"	"0"
"334"	"169"	"56"	"290"	"88"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"4"	"2"	"445"	"0"	"445"	"0"
"335"	"170"	"110"	"113"	"30"	"2"	"2"	"0"	"1"	"0"	"2"	"0"	"2"	"0"	"262"	"0"	"262"	"0"
"336"	"171"	"269"	"233"	"34"	"2"	"2"	"1"	"3"	"2"	"3"	"0"	"3"	"9"	"561"	"0"	"561"	"0"
"337"	"172"	"279"	"83"	"37"	"3"	"5"	"1"	"4"	"3"	"0"	"3"	"0"	"7"	"425"	"0"	"425"	"0"
"338"	"172(A)"	"126"	"72"	"30"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"4"	"1"	"239"	"0"	"239"	"0"
"339"	"173"	"223"	"110"	"84"	"5"	"1"	"0"	"2"	"3"	"11"	"3"	"6"	"15"	"463"	"0"	"463"	"0"
"340"	"Total"	"2130"	"2220"	"662"	"22"	"13"	"7"	"33"	"21"	"33"	"19"	"47"	"65"	"5272"	"0"	"5272"	"0"
"341"	"B.F."	"34331"	"31419"	"5175"	"371"	"163"	"158"	"694"	"270"	"358"	"279"	"648"	"1002"	"74868"	"0"	"0"	"0"
"342"	"G. Total"	"36461"	"33639"	"5837"	"393"	"176"	"165"	"727"	"291"	"391"	"298"	"695"	"1067"	"80140"	"0"	"80140"	"0"
"343"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"352"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"353"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"354"	"174"	"312"	"150"	"15"	"3"	"1"	"2"	"3"	"2"	"4"	"3"	"2"	"5"	"502"	"0"	"502"	"0"
"355"	"175"	"230"	"227"	"12"	"2"	"0"	"1"	"4"	"1"	"5"	"2"	"5"	"6"	"495"	"0"	"495"	"0"
"356"	"176"	"223"	"182"	"24"	"2"	"1"	"0"	"2"	"2"	"0"	"0"	"3"	"4"	"443"	"0"	"443"	"0"
"357"	"177"	"275"	"143"	"127"	"8"	"4"	"2"	"13"	"2"	"5"	"6"	"3"	"13"	"601"	"0"	"601"	"0"
"358"	"178"	"304"	"174"	"11"	"2"	"0"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"500"	"0"	"500"	"0"
"359"	"179"	"80"	"99"	"22"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"206"	"0"	"206"	"0"
"360"	"180"	"295"	"164"	"29"	"3"	"1"	"0"	"2"	"2"	"5"	"1"	"1"	"6"	"509"	"0"	"509"	"0"
"361"	"181"	"299"	"96"	"12"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"1"	"413"	"0"	"413"	"0"
"362"	"182"	"350"	"156"	"29"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"4"	"545"	"0"	"545"	"0"
"363"	"183"	"364"	"94"	"19"	"1"	"0"	"0"	"4"	"1"	"36"	"1"	"0"	"2"	"522"	"0"	"522"	"0"
"364"	"184"	"333"	"173"	"24"	"2"	"1"	"1"	"3"	"3"	"12"	"2"	"4"	"3"	"561"	"0"	"561"	"0"
"365"	"185"	"423"	"127"	"87"	"1"	"0"	"0"	"3"	"3"	"22"	"1"	"0"	"1"	"668"	"0"	"668"	"0"
