"213"	"131"	"6"	"1"	"28"	"223"	"15"	"0"	"4"	"15"	"2"	"1"	"12"	"307"	""	""
"214"	"132"	"12"	"3"	"96"	"252"	"5"	"3"	"2"	"8"	"3"	"7"	"4"	"395"	""	""
"215"	"133"	"11"	"2"	"67"	"206"	"6"	"7"	"7"	"22"	"9"	"6"	"7"	"350"	""	""
"216"	"134"	"8"	"2"	"90"	"196"	"5"	"0"	"3"	"4"	"2"	"4"	"0"	"314"	""	""
"217"	"135"	"12"	"4"	"119"	"125"	"14"	"8"	"7"	"9"	"11"	"18"	"55"	"382"	""	""
"218"	"136"	"10"	"3"	"89"	"35"	"5"	"5"	"2"	"2"	"3"	"5"	"6"	"165"	""	""
"219"	"137"	"15"	"6"	"128"	"237"	"9"	"4"	"7"	"10"	"8"	"6"	"3"	"433"	""	""
"220"	"138"	"15"	"6"	"165"	"238"	"20"	"10"	"12"	"20"	"17"	"27"	"46"	"576"	""	""
"221"	"139"	"10"	"5"	"128"	"241"	"13"	"2"	"8"	"15"	"12"	"13"	"13"	"460"	""	""
"222"	"140"	"7"	"3"	"247"	"103"	"6"	"3"	"8"	"4"	"8"	"9"	"9"	"407"	""	""
"223"	"Total No. of Votes"	"151"	"48"	"1733"	"3142"	"174"	"48"	"75"	"152"	"103"	"120"	"210"	"5956"	""	""
"224"	"Grand Total"	"1810"	"458"	"20881"	"25796"	"1166"	"423"	"552"	"1327"	"1020"	"845"	"1478"	"55756"	""	""
"225"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"226"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"227"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"228"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"229"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"230"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"231"	"141"	"4"	"4"	"110"	"71"	"5"	"2"	"5"	"7"	"8"	"7"	"4"	"227"	""	""
"232"	"142"	"6"	"3"	"127"	"97"	"9"	"3"	"7"	"6"	"4"	"7"	"10"	"279"	""	""
"233"	"143"	"19"	"7"	"130"	"194"	"5"	"4"	"8"	"16"	"9"	"6"	"8"	"406"	""	""
"234"	"144"	"5"	"5"	"71"	"138"	"4"	"5"	"3"	"14"	"9"	"5"	"7"	"266"	""	""
"235"	"145"	"10"	"2"	"111"	"76"	"4"	"6"	"4"	"8"	"4"	"1"	"2"	"228"	""	""
"236"	"146"	"10"	"4"	"138"	"74"	"3"	"3"	"2"	"1"	"6"	"1"	"2"	"244"	""	""
"237"	"147"	"9"	"0"	"136"	"36"	"8"	"2"	"3"	"3"	"3"	"4"	"9"	"213"	""	""
"238"	"148"	"1"	"0"	"13"	"8"	"0"	"2"	"0"	"3"	"1"	"1"	"4"	"33"	""	""
"239"	"149"	"17"	"3"	"104"	"175"	"10"	"9"	"3"	"15"	"7"	"6"	"4"	"353"	""	""
"240"	"150"	"2"	"2"	"101"	"24"	"6"	"1"	"1"	"1"	"2"	"4"	"1"	"145"	""	""
"241"	"151"	"7"	"2"	"77"	"70"	"7"	"4"	"2"	"3"	"5"	"4"	"0"	"181"	""	""
"242"	"152"	"11"	"2"	"101"	"69"	"6"	"6"	"1"	"10"	"11"	"5"	"6"	"228"	""	""
"243"	"153"	"4"	"1"	"47"	"19"	"3"	"3"	"2"	"7"	"7"	"8"	"9"	"110"	""	""
"244"	"154"	"18"	"6"	"150"	"149"	"10"	"15"	"4"	"11"	"7"	"8"	"4"	"382"	""	""
"245"	"Total No. of Votes"	"123"	"41"	"1416"	"1200"	"80"	"65"	"45"	"105"	"83"	"67"	"70"	"3295"	""	""
"246"	"Grand Total"	"1933"	"499"	"22297"	"26996"	"1246"	"488"	"597"	"1432"	"1103"	"912"	"1548"	"59051"	""	""
"247"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"248"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"249"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"250"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"251"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"252"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"253"	"155"	"5"	"5"	"132"	"116"	"12"	"4"	"5"	"10"	"4"	"3"	"4"	"300"	""	""
"254"	"156"	"12"	"6"	"124"	"89"	"10"	"7"	"6"	"5"	"17"	"10"	"17"	"303"	""	""
"255"	"157"	"14"	"6"	"131"	"162"	"21"	"4"	"13"	"21"	"11"	"13"	"26"	"422"	""	""
"256"	"158"	"1"	"1"	"108"	"65"	"2"	"2"	"0"	"1"	"0"	"3"	"2"	"185"	""	""
"257"	"159"	"0"	"0"	"219"	"15"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"236"	""	""
"258"	"160"	"2"	"0"	"45"	"184"	"4"	"1"	"4"	"7"	"3"	"5"	"1"	"256"	""	""
"259"	"161"	"16"	"6"	"281"	"129"	"12"	"6"	"2"	"7"	"12"	"12"	"2"	"485"	""	""
"260"	"162"	"3"	"3"	"174"	"121"	"11"	"5"	"3"	"3"	"3"	"5"	"13"	"344"	""	""
"261"	"163"	"6"	"1"	"98"	"94"	"1"	"1"	"3"	"4"	"1"	"2"	"1"	"212"	""	""
"262"	"164"	"16"	"4"	"96"	"150"	"9"	"2"	"11"	"12"	"15"	"5"	"13"	"333"	""	""
"263"	"165"	"2"	"5"	"137"	"96"	"14"	"3"	"2"	"5"	"6"	"6"	"2"	"278"	""	""
"264"	"166"	"3"	"2"	"67"	"27"	"5"	"2"	"1"	"2"	"1"	"0"	"1"	"111"	""	""
"265"	"167"	"12"	"7"	"32"	"142"	"3"	"2"	"0"	"4"	"3"	"0"	"1"	"206"	""	""
"266"	"168"	"5"	"2"	"162"	"64"	"13"	"2"	"0"	"2"	"6"	"2"	"1"	"259"	""	""
"267"	"Total No. of Votes"	"97"	"48"	"1806"	"1454"	"117"	"41"	"51"	"84"	"82"	"66"	"84"	"3930"	""	""
"268"	"Grand Total"	"2030"	"547"	"24103"	"28450"	"1363"	"529"	"648"	"1516"	"1185"	"978"	"1632"	"62981"	""	""
"269"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"270"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"271"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"272"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"273"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"274"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"275"	"169"	"7"	"4"	"14"	"420"	"7"	"3"	"1"	"12"	"1"	"0"	"9"	"478"	""	""
"276"	"170"	"6"	"3"	"123"	"41"	"7"	"3"	"2"	"2"	"5"	"2"	"3"	"197"	""	""
"277"	"171"	"2"	"0"	"116"	"35"	"5"	"0"	"2"	"0"	"0"	"2"	"0"	"162"	""	""
"278"	"172"	"9"	"2"	"209"	"192"	"3"	"3"	"8"	"6"	"2"	"5"	"3"	"442"	""	""
"279"	"173"	"6"	"2"	"144"	"65"	"3"	"6"	"4"	"5"	"2"	"4"	"1"	"242"	""	""
"280"	"174"	"13"	"2"	"207"	"120"	"8"	"6"	"5"	"5"	"9"	"6"	"15"	"396"	""	""
"281"	"175"	"7"	"0"	"120"	"226"	"5"	"2"	"5"	"5"	"9"	"9"	"23"	"411"	""	""
"282"	"176"	"2"	"2"	"215"	"180"	"5"	"1"	"3"	"2"	"6"	"4"	"10"	"430"	""	""
"283"	"177"	"11"	"5"	"244"	"162"	"6"	"3"	"4"	"12"	"13"	"7"	"22"	"489"	""	""
"284"	"178"	"1"	"2"	"390"	"31"	"8"	"4"	"0"	"1"	"10"	"10"	"8"	"465"	""	""
"285"	"179"	"19"	"3"	"109"	"276"	"23"	"3"	"1"	"12"	"1"	"7"	"7"	"461"	""	""
"286"	"180"	"11"	"2"	"247"	"132"	"12"	"8"	"5"	"7"	"15"	"13"	"16"	"468"	""	""
"287"	"181"	"4"	"2"	"78"	"143"	"5"	"6"	"4"	"3"	"3"	"3"	"12"	"263"	""	""
"288"	"182"	"3"	"0"	"158"	"100"	"3"	"3"	"1"	"2"	"0"	"2"	"0"	"272"	""	""
"289"	"Total No. of Votes"	"101"	"29"	"2374"	"2123"	"100"	"51"	"45"	"74"	"76"	"74"	"129"	"5176"	""	""
"290"	"Grand Total"	"2131"	"576"	"26477"	"30573"	"1463"	"580"	"693"	"1590"	"1261"	"1052"	"1761"	"68157"	""	""
"291"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"292"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"293"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"294"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"295"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"296"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"297"	"183"	"6"	"6"	"124"	"14"	"10"	"3"	"2"	"3"	"4"	"2"	"4"	"178"	""	""
"298"	"184"	"2"	"1"	"180"	"48"	"5"	"2"	"3"	"0"	"8"	"7"	"9"	"265"	""	""
"299"	"185"	"19"	"5"	"188"	"101"	"14"	"9"	"3"	"4"	"6"	"7"	"8"	"364"	""	""
"300"	"186"	"12"	"4"	"198"	"45"	"6"	"2"	"2"	"2"	"6"	"7"	"10"	"294"	""	""
"301"	"187"	"9"	"7"	"154"	"58"	"5"	"4"	"6"	"4"	"10"	"7"	"11"	"275"	""	""
"302"	"188"	"10"	"2"	"164"	"149"	"5"	"8"	"8"	"13"	"15"	"17"	"14"	"405"	""	""
"303"	"189"	"9"	"5"	"311"	"27"	"10"	"5"	"4"	"3"	"24"	"15"	"12"	"425"	""	""
"304"	"190"	"7"	"2"	"148"	"62"	"7"	"4"	"4"	"7"	"15"	"11"	"29"	"296"	""	""
"305"	"191"	"9"	"2"	"119"	"33"	"3"	"3"	"2"	"4"	"3"	"10"	"5"	"193"	""	""
"306"	"192"	"7"	"2"	"179"	"138"	"9"	"3"	"5"	"13"	"8"	"9"	"15"	"388"	""	""
"307"	"193"	"6"	"3"	"137"	"94"	"7"	"3"	"11"	"11"	"11"	"7"	"8"	"298"	""	""
"308"	"194"	"6"	"3"	"173"	"78"	"8"	"2"	"3"	"6"	"3"	"2"	"6"	"290"	""	""
"309"	"195"	"6"	"4"	"54"	"124"	"6"	"4"	"5"	"8"	"6"	"5"	"3"	"225"	""	""
"310"	"196"	"0"	"0"	"204"	"9"	"0"	"1"	"1"	"1"	"3"	"1"	"4"	"224"	""	""
"311"	"Total No. of Votes"	"108"	"46"	"2333"	"980"	"95"	"53"	"59"	"79"	"122"	"107"	"138"	"4120"	""	""
"312"	"Grand Total"	"2239"	"622"	"28810"	"31553"	"1558"	"633"	"752"	"1669"	"1383"	"1159"	"1899"	"72277"	""	""
"313"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"314"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"315"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"316"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"317"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"318"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"319"	"197"	"3"	"2"	"311"	"25"	"1"	"0"	"1"	"2"	"2"	"3"	"1"	"351"	""	""
"320"	"198"	"0"	"0"	"19"	"156"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"178"	""	""
"321"	"199"	"2"	"1"	"12"	"391"	"3"	"1"	"2"	"7"	"1"	"0"	"1"	"421"	""	""
"322"	"200"	"2"	"1"	"5"	"442"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"452"	""	""
"323"	"201"	"7"	"1"	"6"	"472"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"487"	""	""
"324"	"202"	"6"	"0"	"1"	"500"	"1"	"0"	"2"	"4"	"0"	"0"	"3"	"517"	""	""
"325"	"203"	"4"	"1"	"4"	"474"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"487"	""	""
"326"	"204"	"19"	"5"	"246"	"99"	"15"	"5"	"5"	"10"	"5"	"12"	"30"	"451"	""	""
"327"	"205"	"17"	"9"	"59"	"154"	"5"	"5"	"3"	"9"	"1"	"6"	"6"	"274"	""	""
"328"	"206"	"7"	"3"	"149"	"226"	"8"	"5"	"5"	"17"	"6"	"10"	"10"	"446"	""	""
"329"	"207"	"7"	"1"	"55"	"104"	"7"	"1"	"6"	"3"	"7"	"3"	"10"	"204"	""	""
"330"	"208"	"1"	"0"	"37"	"75"	"3"	"0"	"0"	"3"	"2"	"1"	"2"	"124"	""	""
"331"	"209"	"31"	"20"	"107"	"138"	"12"	"5"	"9"	"11"	"6"	"7"	"15"	"361"	""	""
"332"	"210"	"6"	"9"	"154"	"135"	"12"	"6"	"7"	"7"	"12"	"11"	"21"	"380"	""	""
"333"	"Total No. of Votes"	"112"	"53"	"1165"	"3391"	"71"	"29"	"40"	"74"	"43"	"53"	"102"	"5133"	""	""
"334"	"Grand Total"	"2351"	"675"	"29975"	"34944"	"1629"	"662"	"792"	"1743"	"1426"	"1212"	"2001"	"77410"	""	""
"335"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"336"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"337"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"338"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"339"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"340"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"341"	"211"	"9"	"2"	"116"	"236"	"5"	"1"	"4"	"7"	"8"	"11"	"4"	"403"	""	""
"342"	"212"	"9"	"2"	"160"	"95"	"8"	"4"	"3"	"4"	"5"	"7"	"7"	"304"	""	""
"343"	"213"	"13"	"3"	"185"	"125"	"7"	"5"	"3"	"11"	"12"	"9"	"4"	"377"	""	""
"344"	"214"	"21"	"5"	"166"	"62"	"5"	"5"	"2"	"0"	"10"	"1"	"5"	"282"	""	""
"345"	"215"	"10"	"5"	"51"	"165"	"5"	"3"	"10"	"14"	"7"	"9"	"33"	"312"	""	""
"346"	"216"	"9"	"3"	"86"	"200"	"11"	"5"	"11"	"20"	"16"	"10"	"16"	"387"	""	""
"347"	"217"	"6"	"0"	"32"	"187"	"6"	"0"	"4"	"7"	"7"	"0"	"3"	"252"	""	""
"348"	"218"	"13"	"0"	"62"	"254"	"1"	"2"	"0"	"6"	"3"	"1"	"8"	"350"	""	""
"349"	"219"	"2"	"0"	"47"	"121"	"1"	"3"	"4"	"7"	"4"	"1"	"11"	"201"	""	""
"350"	"220"	"3"	"0"	"124"	"54"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"185"	""	""
"351"	"221"	"10"	"9"	"115"	"137"	"13"	"6"	"8"	"12"	"11"	"8"	"30"	"359"	""	""
"352"	"222"	"7"	"1"	"90"	"131"	"4"	"2"	"2"	"2"	"11"	"5"	"10"	"265"	""	""
"353"	"223"	"3"	"0"	"145"	"48"	"2"	"3"	"3"	"4"	"6"	"3"	"8"	"225"	""	""
"354"	"224"	"7"	"4"	"81"	"114"	"5"	"3"	"1"	"3"	"0"	"6"	"2"	"226"	""	""
"355"	"Total No. of Votes"	"122"	"34"	"1460"	"1929"	"75"	"42"	"55"	"97"	"101"	"72"	"141"	"4128"	""	""
"356"	"Grand Total"	"2473"	"709"	"31435"	"36873"	"1704"	"704"	"847"	"1840"	"1527"	"1284"	"2142"	"81538"	""	""
"357"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"358"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"359"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"360"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"361"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"363"	"225"	"34"	"7"	"77"	"111"	"5"	"2"	"0"	"5"	"6"	"6"	"1"	"254"	""	""
"364"	"226"	"13"	"3"	"114"	"107"	"6"	"6"	"4"	"10"	"7"	"12"	"15"	"297"	""	""
"365"	"227"	"7"	"3"	"71"	"158"	"11"	"2"	"6"	"7"	"4"	"4"	"2"	"275"	""	""
"366"	"228"	"2"	"1"	"18"	"169"	"2"	"0"	"1"	"3"	"0"	"0"	"2"	"198"	""	""
"367"	"229"	"5"	"2"	"67"	"187"	"0"	"1"	"2"	"2"	"1"	"5"	"5"	"277"	""	""
"368"	"230"	"2"	"2"	"12"	"121"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"141"	""	""
"369"	"231"	"8"	"4"	"50"	"147"	"6"	"3"	"6"	"8"	"8"	"7"	"7"	"254"	""	""
"370"	"232"	"1"	"0"	"79"	"221"	"4"	"2"	"1"	"2"	"6"	"0"	"3"	"319"	""	""
"371"	"233"	"6"	"4"	"14"	"137"	"1"	"1"	"5"	"14"	"3"	"5"	"12"	"202"	""	""
"372"	"234"	"26"	"6"	"73"	"111"	"9"	"8"	"4"	"6"	"2"	"5"	"5"	"255"	""	""
"373"	"235"	"7"	"1"	"18"	"207"	"3"	"0"	"0"	"5"	"0"	"1"	"5"	"247"	""	""
"374"	"236"	"9"	"14"	"24"	"167"	"2"	"2"	"4"	"7"	"9"	"13"	"28"	"279"	""	""
"375"	"237"	"2"	"0"	"5"	"492"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"500"	""	""
"376"	"238"	"2"	"5"	"68"	"127"	"11"	"2"	"0"	"7"	"7"	"5"	"15"	"249"	""	""
"377"	"Total No. of Votes"	"124"	"52"	"690"	"2462"	"61"	"29"	"33"	"77"	"53"	"63"	"103"	"3747"	""	""
"378"	"Grand Total"	"2597"	"761"	"32125"	"39335"	"1765"	"733"	"880"	"1917"	"1580"	"1347"	"2245"	"85285"	""	""
"379"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"380"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"381"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"382"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"383"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"385"	"239"	"5"	"0"	"59"	"130"	"5"	"4"	"3"	"1"	"4"	"5"	"4"	"220"	""	""
"386"	"240"	"1"	"1"	"39"	"80"	"3"	"1"	"2"	"2"	"2"	"1"	"3"	"135"	""	""
"387"	"241"	"1"	"2"	"192"	"107"	"1"	"1"	"1"	"11"	"1"	"3"	"2"	"322"	""	""
"388"	"242"	"4"	"3"	"43"	"131"	"3"	"3"	"0"	"4"	"4"	"0"	"3"	"198"	""	""
"389"	"243"	"20"	"3"	"156"	"195"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"380"	""	""
"390"	"244"	"6"	"0"	"35"	"192"	"1"	"0"	"1"	"4"	"0"	"3"	"3"	"245"	""	""
"391"	"245"	"8"	"0"	"78"	"75"	"5"	"6"	"5"	"1"	"3"	"6"	"10"	"197"	""	""
"392"	"246"	"20"	"22"	"87"	"156"	"8"	"10"	"12"	"13"	"9"	"10"	"13"	"360"	""	""
"393"	"247"	"9"	"3"	"135"	"215"	"10"	"5"	"6"	"16"	"13"	"2"	"11"	"425"	""	""
"394"	"248"	"1"	"7"	"196"	"73"	"3"	"4"	"3"	"5"	"6"	"5"	"7"	"310"	""	""
"395"	"249"	"7"	"1"	"19"	"618"	"2"	"1"	"0"	"1"	"0"	"0"	"2"	"651"	""	""
"396"	"250"	"1"	"0"	"50"	"402"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"457"	""	""
"397"	"251"	"2"	"0"	"40"	"279"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"326"	""	""
"398"	"252"	"1"	"2"	"209"	"107"	"5"	"3"	"0"	"1"	"10"	"2"	"6"	"346"	""	""
"399"	"Total No. of Votes"	"86"	"44"	"1338"	"2760"	"52"	"39"	"34"	"59"	"54"	"39"	"67"	"4572"	""	""
"400"	"Grand Total"	"2683"	"805"	"33463"	"42095"	"1817"	"772"	"914"	"1976"	"1634"	"1386"	"2312"	"89857"	""	""
"401"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"402"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"403"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"404"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"405"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"406"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"407"	"253"	"7"	"12"	"18"	"409"	"3"	"3"	"6"	"9"	"3"	"2"	"3"	"475"	""	""
"408"	"Total No. of Votes"	"7"	"12"	"18"	"409"	"3"	"3"	"6"	"9"	"3"	"2"	"3"	"475"	""	""
"409"	"Grand Total"	"2690"	"817"	"33481"	"42504"	"1820"	"775"	"920"	"1985"	"1637"	"1388"	"2315"	"90332"	""	""
