"X1.FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"211"	"128"	"12"	"1"	"91"	"90"	"13"	"2"	"6"	"19"	"6"	"8"	"20"	"268"	""	""
"212"	"129"	"26"	"5"	"173"	"55"	"6"	"3"	"1"	"1"	"3"	"2"	"3"	"278"	""	""
"213"	"130"	"21"	"4"	"124"	"176"	"6"	"3"	"8"	"5"	"8"	"8"	"10"	"373"	""	""
"214"	"131"	"29"	"7"	"199"	"61"	"8"	"7"	"4"	"9"	"7"	"5"	"5"	"341"	""	""
"215"	"132"	"70"	"5"	"164"	"61"	"9"	"1"	"6"	"9"	"10"	"9"	"9"	"353"	""	""
"216"	"133"	"4"	"0"	"199"	"60"	"5"	"0"	"0"	"5"	"4"	"2"	"6"	"285"	""	""
"217"	"134"	"10"	"1"	"147"	"137"	"118"	"6"	"3"	"9"	"10"	"5"	"14"	"460"	""	""
"218"	"135"	"7"	"4"	"72"	"161"	"30"	"1"	"2"	"15"	"2"	"5"	"4"	"303"	""	""
"219"	"136"	"8"	"2"	"143"	"72"	"7"	"3"	"3"	"10"	"6"	"1"	"8"	"263"	""	""
"220"	"137"	"6"	"1"	"148"	"91"	"4"	"1"	"1"	"1"	"1"	"4"	"5"	"263"	""	""
"221"	"138"	"18"	"2"	"312"	"165"	"4"	"2"	"1"	"9"	"4"	"10"	"8"	"535"	""	""
"222"	"139"	"3"	"2"	"210"	"91"	"10"	"3"	"3"	"7"	"9"	"1"	"6"	"345"	""	""
"223"	"Total No. of Votes"	"239"	"39"	"2498"	"1703"	"238"	"34"	"46"	"122"	"84"	"70"	"114"	"5187"	""	""
"224"	"Grand Total"	"2172"	"513"	"19057"	"26523"	"2926"	"458"	"630"	"1424"	"1043"	"816"	"1668"	"57230"	""	""
"225"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"226"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"227"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"228"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"229"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"230"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"140"	"12"	"3"	"218"	"108"	"26"	"8"	"2"	"8"	"10"	"6"	"6"	"407"	""	""
"232"	"141"	"12"	"3"	"213"	"37"	"8"	"3"	"7"	"4"	"13"	"6"	"7"	"313"	""	""
"233"	"142"	"3"	"3"	"284"	"59"	"5"	"3"	"5"	"7"	"6"	"4"	"6"	"385"	""	""
"234"	"143"	"4"	"4"	"108"	"103"	"3"	"4"	"4"	"8"	"5"	"11"	"17"	"271"	""	""
"235"	"144"	"32"	"9"	"188"	"242"	"19"	"4"	"10"	"25"	"14"	"14"	"17"	"574"	""	""
"236"	"145"	"21"	"9"	"310"	"101"	"6"	"2"	"1"	"8"	"4"	"8"	"3"	"473"	""	""
"237"	"146"	"18"	"3"	"329"	"179"	"12"	"2"	"0"	"4"	"10"	"9"	"16"	"582"	""	""
"238"	"147"	"10"	"3"	"256"	"129"	"24"	"2"	"5"	"6"	"7"	"4"	"9"	"455"	""	""
"239"	"148"	"1"	"3"	"127"	"59"	"6"	"1"	"1"	"0"	"6"	"2"	"2"	"208"	""	""
"240"	"149"	"3"	"3"	"143"	"46"	"0"	"0"	"1"	"1"	"5"	"0"	"0"	"202"	""	""
"241"	"150"	"30"	"7"	"180"	"72"	"4"	"5"	"5"	"6"	"10"	"1"	"7"	"327"	""	""
"242"	"151"	"15"	"3"	"157"	"90"	"8"	"3"	"3"	"8"	"9"	"10"	"16"	"322"	""	""
"243"	"152"	"8"	"1"	"240"	"33"	"4"	"5"	"2"	"6"	"10"	"4"	"16"	"329"	""	""
"244"	"153"	"12"	"6"	"141"	"127"	"6"	"0"	"4"	"18"	"2"	"3"	"5"	"324"	""	""
"245"	"Total No. of Votes"	"181"	"60"	"2894"	"1385"	"131"	"42"	"50"	"109"	"111"	"82"	"127"	"5172"	""	""
"246"	"Grand Total"	"2353"	"573"	"21951"	"27908"	"3057"	"500"	"680"	"1533"	"1154"	"898"	"1795"	"62402"	""	""
"247"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"248"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"249"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"250"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"251"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"252"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"154"	"13"	"2"	"120"	"208"	"6"	"6"	"2"	"10"	"9"	"3"	"4"	"383"	""	""
"254"	"155"	"11"	"3"	"64"	"343"	"6"	"7"	"2"	"6"	"4"	"3"	"6"	"455"	""	""
"255"	"156"	"11"	"3"	"246"	"174"	"6"	"1"	"2"	"3"	"11"	"7"	"2"	"466"	""	""
"256"	"157"	"11"	"3"	"69"	"189"	"4"	"0"	"3"	"10"	"7"	"3"	"10"	"309"	""	""
"257"	"158"	"10"	"4"	"96"	"231"	"8"	"3"	"2"	"8"	"2"	"3"	"5"	"372"	""	""
"258"	"159"	"9"	"1"	"75"	"246"	"5"	"4"	"3"	"11"	"3"	"3"	"13"	"373"	""	""
"259"	"160"	"13"	"1"	"209"	"79"	"11"	"1"	"2"	"9"	"21"	"17"	"13"	"376"	""	""
"260"	"161"	"5"	"3"	"211"	"88"	"13"	"0"	"3"	"3"	"17"	"0"	"8"	"351"	""	""
"261"	"162"	"5"	"3"	"87"	"199"	"2"	"1"	"3"	"7"	"6"	"8"	"3"	"324"	""	""
"262"	"163"	"14"	"35"	"62"	"170"	"11"	"5"	"3"	"10"	"7"	"2"	"2"	"321"	""	""
"263"	"164"	"12"	"2"	"101"	"270"	"8"	"2"	"6"	"8"	"6"	"4"	"6"	"425"	""	""
"264"	"165"	"4"	"1"	"257"	"149"	"7"	"1"	"5"	"5"	"15"	"8"	"10"	"462"	""	""
"265"	"166"	"8"	"1"	"98"	"258"	"8"	"2"	"1"	"7"	"6"	"3"	"1"	"393"	""	""
"266"	"167"	"8"	"1"	"109"	"271"	"7"	"0"	"1"	"12"	"3"	"3"	"6"	"421"	""	""
"267"	"Total No. of Votes"	"134"	"63"	"1804"	"2875"	"102"	"33"	"38"	"109"	"117"	"67"	"89"	"5431"	""	""
"268"	"Grand Total"	"2487"	"636"	"23755"	"30783"	"3159"	"533"	"718"	"1642"	"1271"	"965"	"1884"	"67833"	""	""
"269"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"270"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"271"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"272"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"273"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"274"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"168"	"1"	"2"	"144"	"67"	"12"	"1"	"2"	"5"	"2"	"1"	"4"	"241"	""	""
"276"	"169"	"3"	"2"	"377"	"109"	"2"	"0"	"1"	"8"	"8"	"4"	"12"	"526"	""	""
"277"	"170"	"5"	"3"	"73"	"152"	"7"	"1"	"2"	"15"	"3"	"3"	"6"	"270"	""	""
"278"	"171"	"7"	"2"	"99"	"226"	"10"	"1"	"3"	"14"	"2"	"3"	"5"	"372"	""	""
"279"	"172"	"11"	"3"	"125"	"149"	"8"	"3"	"1"	"14"	"7"	"2"	"3"	"326"	""	""
"280"	"173"	"21"	"1"	"44"	"251"	"3"	"1"	"0"	"2"	"3"	"3"	"4"	"333"	""	""
"281"	"174"	"6"	"2"	"50"	"171"	"6"	"3"	"3"	"2"	"6"	"2"	"2"	"253"	""	""
"282"	"175"	"17"	"5"	"51"	"284"	"9"	"6"	"17"	"24"	"11"	"6"	"33"	"463"	""	""
"283"	"176"	"10"	"7"	"170"	"179"	"15"	"9"	"3"	"10"	"3"	"6"	"1"	"413"	""	""
"284"	"177"	"3"	"1"	"93"	"100"	"3"	"0"	"2"	"6"	"4"	"1"	"5"	"218"	""	""
"285"	"178"	"7"	"5"	"220"	"144"	"9"	"1"	"1"	"4"	"14"	"3"	"23"	"431"	""	""
"286"	"179"	"12"	"9"	"137"	"221"	"8"	"5"	"2"	"19"	"9"	"5"	"19"	"446"	""	""
"287"	"180"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""
"288"	"181"	"23"	"1"	"107"	"198"	"8"	"1"	"2"	"9"	"9"	"6"	"12"	"376"	""	""
"289"	"Total No. of Votes"	"126"	"43"	"1690"	"2251"	"100"	"32"	"39"	"132"	"81"	"45"	"129"	"4668"	""	""
"290"	"Grand Total"	"2613"	"679"	"25445"	"33034"	"3259"	"565"	"757"	"1774"	"1352"	"1010"	"2013"	"72501"	""	""
"291"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"292"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"293"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"294"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"295"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"296"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"182"	"17"	"8"	"179"	"92"	"6"	"2"	"0"	"9"	"4"	"2"	"9"	"328"	""	""
"298"	"183"	"2"	"0"	"51"	"190"	"2"	"2"	"0"	"3"	"1"	"0"	"2"	"253"	""	""
"299"	"184"	"13"	"8"	"410"	"194"	"18"	"3"	"12"	"15"	"24"	"11"	"23"	"731"	""	""
"300"	"185"	"5"	"6"	"282"	"142"	"11"	"3"	"2"	"5"	"19"	"4"	"12"	"491"	""	""
"301"	"186"	"4"	"1"	"20"	"216"	"5"	"0"	"0"	"11"	"3"	"1"	"3"	"264"	""	""
"302"	"187"	"17"	"1"	"74"	"200"	"6"	"1"	"4"	"12"	"4"	"3"	"2"	"324"	""	""
"303"	"188"	"11"	"2"	"43"	"270"	"4"	"4"	"6"	"13"	"5"	"1"	"5"	"364"	""	""
"304"	"189"	"5"	"0"	"67"	"201"	"2"	"1"	"3"	"12"	"4"	"5"	"5"	"305"	""	""
"305"	"190"	"21"	"10"	"71"	"301"	"8"	"4"	"8"	"25"	"5"	"1"	"14"	"468"	""	""
"306"	"191"	"11"	"1"	"165"	"95"	"23"	"2"	"8"	"6"	"9"	"2"	"8"	"330"	""	""
"307"	"192"	"8"	"1"	"59"	"233"	"7"	"3"	"2"	"7"	"3"	"0"	"4"	"327"	""	""
"308"	"193"	"3"	"2"	"38"	"224"	"1"	"1"	"3"	"10"	"1"	"0"	"5"	"288"	""	""
"309"	"194"	"4"	"0"	"30"	"130"	"4"	"1"	"7"	"8"	"1"	"0"	"2"	"187"	""	""
"310"	"195"	"9"	"1"	"115"	"32"	"7"	"3"	"5"	"5"	"8"	"7"	"23"	"215"	""	""
"311"	"Total No. of Votes"	"130"	"41"	"1604"	"2520"	"104"	"30"	"60"	"141"	"91"	"37"	"117"	"4875"	""	""
"312"	"Grand Total"	"2743"	"720"	"27049"	"35554"	"3363"	"595"	"817"	"1915"	"1443"	"1047"	"2130"	"77376"	""	""
"313"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"314"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"315"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"316"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"317"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"318"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"196"	"8"	"7"	"184"	"238"	"15"	"3"	"4"	"12"	"4"	"8"	"9"	"492"	""	""
"320"	"197"	"14"	"0"	"151"	"166"	"5"	"1"	"0"	"4"	"5"	"2"	"5"	"353"	""	""
"321"	"198"	"6"	"9"	"160"	"133"	"6"	"2"	"10"	"6"	"4"	"6"	"6"	"348"	""	""
"322"	"199"	"11"	"5"	"132"	"186"	"16"	"3"	"3"	"11"	"6"	"4"	"3"	"380"	""	""
"323"	"200"	"8"	"1"	"99"	"161"	"2"	"0"	"0"	"3"	"1"	"3"	"2"	"280"	""	""
"324"	"201"	"10"	"0"	"166"	"173"	"5"	"3"	"1"	"7"	"19"	"6"	"12"	"402"	""	""
"325"	"202"	"1"	"2"	"241"	"101"	"3"	"0"	"1"	"2"	"1"	"2"	"1"	"355"	""	""
"326"	"203"	"5"	"4"	"63"	"456"	"16"	"1"	"5"	"22"	"4"	"3"	"3"	"582"	""	""
"327"	"204"	"2"	"0"	"42"	"187"	"3"	"1"	"1"	"3"	"0"	"0"	"7"	"246"	""	""
"328"	"205"	"4"	"0"	"41"	"334"	"4"	"1"	"1"	"4"	"0"	"2"	"6"	"397"	""	""
"329"	"206"	"9"	"4"	"158"	"175"	"11"	"3"	"1"	"13"	"2"	"3"	"3"	"382"	""	""
"330"	"207"	"3"	"0"	"177"	"122"	"9"	"3"	"1"	"2"	"2"	"4"	"1"	"324"	""	""
"331"	"208"	"15"	"9"	"119"	"394"	"14"	"3"	"5"	"9"	"4"	"7"	"8"	"587"	""	""
"332"	"209"	"10"	"4"	"133"	"429"	"6"	"3"	"3"	"15"	"2"	"0"	"9"	"614"	""	""
"333"	"Total No. of Votes"	"106"	"45"	"1866"	"3255"	"115"	"27"	"36"	"113"	"54"	"50"	"75"	"5742"	""	""
"334"	"Grand Total"	"2849"	"765"	"28915"	"38809"	"3478"	"622"	"853"	"2028"	"1497"	"1097"	"2205"	"83118"	""	""
"335"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"336"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"337"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"338"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"339"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"340"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"210"	"7"	"4"	"77"	"446"	"9"	"1"	"4"	"14"	"4"	"1"	"1"	"568"	""	""
"342"	"211"	"5"	"7"	"135"	"416"	"20"	"6"	"3"	"17"	"7"	"2"	"9"	"627"	""	""
"343"	"212"	"2"	"3"	"159"	"177"	"8"	"2"	"11"	"8"	"9"	"3"	"6"	"388"	""	""
"344"	"213"	"5"	"2"	"94"	"191"	"7"	"1"	"3"	"11"	"2"	"2"	"3"	"321"	""	""
"345"	"214"	"4"	"5"	"97"	"219"	"5"	"5"	"3"	"15"	"16"	"2"	"7"	"378"	""	""
"346"	"215"	"4"	"1"	"62"	"206"	"4"	"3"	"3"	"14"	"4"	"0"	"5"	"306"	""	""
"347"	"216"	"7"	"1"	"121"	"127"	"5"	"4"	"1"	"5"	"8"	"5"	"1"	"285"	""	""
"348"	"217"	"5"	"10"	"127"	"408"	"11"	"7"	"11"	"21"	"9"	"6"	"14"	"629"	""	""
"349"	"218"	"6"	"5"	"162"	"91"	"17"	"7"	"5"	"12"	"11"	"3"	"9"	"328"	""	""
"350"	"219"	"14"	"5"	"163"	"40"	"13"	"4"	"3"	"3"	"11"	"3"	"5"	"264"	""	""
"351"	"220"	"7"	"1"	"172"	"128"	"18"	"3"	"2"	"9"	"9"	"8"	"13"	"370"	""	""
"352"	"221"	"6"	"3"	"128"	"138"	"29"	"3"	"3"	"8"	"9"	"5"	"8"	"340"	""	""
"353"	"222"	"7"	"1"	"122"	"160"	"21"	"6"	"4"	"18"	"11"	"4"	"13"	"367"	""	""
"354"	"223"	"9"	"1"	"171"	"166"	"10"	"2"	"5"	"6"	"13"	"3"	"7"	"393"	""	""
"355"	"Total No. of Votes"	"88"	"49"	"1790"	"2913"	"177"	"54"	"61"	"161"	"123"	"47"	"101"	"5564"	""	""
"356"	"Grand Total"	"2937"	"814"	"30705"	"41722"	"3655"	"676"	"914"	"2189"	"1620"	"1144"	"2306"	"88682"	""	""
"357"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"358"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"359"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"360"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"361"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"224"	"11"	"6"	"172"	"118"	"10"	"3"	"2"	"8"	"13"	"5"	"6"	"354"	""	""
"364"	"Total No. of Votes"	"11"	"6"	"172"	"118"	"10"	"3"	"2"	"8"	"13"	"5"	"6"	"354"	""	""
"365"	"Grand Total"	"2948"	"820"	"30877"	"41840"	"3665"	"679"	"916"	"2197"	"1633"	"1149"	"2312"	"89036"	""	""
