"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-   205767"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 153-Gopalpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"112"	"94"	"94"	"18"	"129"	"9"	"2"	"225"	"6"	"4"	"3"	"2"	"5"	"17"	"5"	"4"	"5"	"7"	"19"	"27"	"1"	"4"	"0"	"3"	"495"	"0"	"495"	"0"
"113"	"95"	"95"	"13"	"214"	"12"	"7"	"200"	"6"	"0"	"6"	"5"	"5"	"8"	"9"	"3"	"4"	"5"	"29"	"14"	"7"	"4"	"2"	"10"	"563"	"0"	"563"	"0"
"114"	"96"	"96"	"6"	"89"	"8"	"2"	"60"	"1"	"0"	"0"	"0"	"0"	"4"	"2"	"4"	"2"	"3"	"11"	"3"	"4"	"1"	"2"	"6"	"208"	"0"	"208"	"0"
"115"	"97"	"97"	"4"	"42"	"13"	"13"	"246"	"4"	"0"	"0"	"1"	"2"	"12"	"1"	"0"	"1"	"0"	"4"	"2"	"1"	"0"	"0"	"2"	"348"	"0"	"348"	"0"
"116"	"98"	"98"	"14"	"13"	"2"	"57"	"299"	"7"	"3"	"2"	"0"	"0"	"6"	"3"	"9"	"4"	"2"	"11"	"3"	"2"	"1"	"3"	"1"	"442"	"0"	"442"	"0"
"117"	"99"	"99"	"9"	"17"	"2"	"5"	"48"	"0"	"0"	"0"	"2"	"1"	"2"	"3"	"1"	"2"	"0"	"2"	"3"	"0"	"1"	"0"	"3"	"101"	"0"	"101"	"0"
"118"	"100"	"100"	"16"	"115"	"17"	"6"	"154"	"3"	"1"	"3"	"0"	"1"	"7"	"3"	"2"	"3"	"1"	"6"	"7"	"45"	"4"	"3"	"5"	"402"	"0"	"402"	"0"
"119"	"101"	"101"	"21"	"16"	"10"	"4"	"186"	"7"	"1"	"0"	"1"	"2"	"12"	"7"	"2"	"0"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"276"	"0"	"276"	"0"
"120"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"121"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"122"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"123"	"102"	"102"	"14"	"35"	"8"	"4"	"119"	"4"	"1"	"3"	"0"	"1"	"4"	"5"	"4"	"2"	"1"	"3"	"0"	"2"	"0"	"0"	"7"	"217"	"0"	"217"	"0"
"124"	"103"	"103"	"52"	"68"	"29"	"14"	"198"	"9"	"1"	"1"	"5"	"3"	"14"	"4"	"4"	"2"	"5"	"18"	"2"	"16"	"4"	"4"	"10"	"463"	"0"	"463"	"0"
"125"	"104"	"104"	"18"	"440"	"7"	"4"	"35"	"1"	"1"	"0"	"4"	"0"	"2"	"0"	"5"	"1"	"1"	"3"	"8"	"4"	"4"	"0"	"11"	"549"	"0"	"549"	"0"
"126"	"105"	"105"	"4"	"102"	"2"	"0"	"12"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"2"	"134"	"0"	"134"	"0"
"127"	"106"	"106"	"10"	"38"	"26"	"19"	"300"	"9"	"2"	"3"	"0"	"1"	"11"	"2"	"0"	"2"	"2"	"18"	"1"	"49"	"8"	"0"	"4"	"505"	"0"	"505"	"0"
"128"	"107"	"107"	"9"	"24"	"8"	"6"	"198"	"7"	"0"	"0"	"3"	"1"	"4"	"0"	"1"	"3"	"3"	"27"	"6"	"43"	"2"	"2"	"11"	"358"	"0"	"358"	"0"
"129"	"108"	"108"	"6"	"4"	"9"	"3"	"283"	"5"	"1"	"0"	"1"	"1"	"9"	"6"	"1"	"3"	"3"	"5"	"2"	"1"	"1"	"1"	"6"	"351"	"0"	"351"	"0"
"130"	"109"	"109"	"16"	"12"	"1"	"1"	"317"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"351"	"0"	"351"	"0"
"131"	"110"	"110"	"23"	"7"	"18"	"37"	"182"	"5"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"283"	"0"	"283"	"0"
"132"	"111"	"111"	"7"	"14"	"7"	"0"	"394"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"9"	"0"	"1"	"0"	"0"	"435"	"0"	"435"	"0"
"133"	"112"	"112"	"10"	"1"	"6"	"1"	"534"	"5"	"1"	"0"	"1"	"0"	"3"	"2"	"0"	"0"	"1"	"5"	"5"	"3"	"11"	"0"	"21"	"610"	"0"	"610"	"0"
"134"	"113"	"113"	"9"	"54"	"4"	"2"	"283"	"7"	"0"	"2"	"1"	"1"	"15"	"2"	"3"	"2"	"4"	"6"	"16"	"0"	"0"	"0"	"5"	"416"	"0"	"416"	"0"
"135"	"114"	"114"	"1"	"5"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"23"	"0"	"23"	"0"
"136"	"115"	"115"	"2"	"12"	"4"	"4"	"212"	"8"	"1"	"7"	"2"	"3"	"22"	"2"	"3"	"1"	"1"	"3"	"49"	"1"	"1"	"0"	"3"	"341"	"0"	"341"	"0"
"137"	"116"	"116"	"10"	"35"	"12"	"9"	"340"	"10"	"6"	"2"	"0"	"1"	"12"	"10"	"1"	"1"	"6"	"16"	"1"	"3"	"0"	"11"	"27"	"513"	"0"	"513"	"0"
"138"	"117"	"117"	"30"	"400"	"7"	"5"	"73"	"8"	"4"	"4"	"6"	"2"	"2"	"3"	"1"	"2"	"15"	"12"	"1"	"4"	"0"	"1"	"1"	"581"	"0"	"581"	"0"
"139"	"118"	"118"	"70"	"97"	"10"	"5"	"216"	"7"	"0"	"0"	"1"	"1"	"2"	"4"	"1"	"3"	"5"	"30"	"3"	"4"	"0"	"2"	"8"	"469"	"0"	"469"	"0"
"140"	"119"	"119"	"7"	"18"	"23"	"5"	"276"	"7"	"4"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"1"	"11"	"3"	"1"	"1"	"0"	"2"	"364"	"0"	"364"	"0"
"141"	"120"	"120"	"22"	"116"	"14"	"4"	"204"	"4"	"3"	"1"	"6"	"1"	"8"	"9"	"1"	"2"	"9"	"15"	"5"	"2"	"1"	"1"	"11"	"439"	"0"	"439"	"0"
"142"	"121"	"121"	"6"	"133"	"6"	"0"	"7"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"8"	"2"	"3"	"1"	"1"	"1"	"174"	"0"	"174"	"0"
"143"	"122"	"122"	"19"	"345"	"16"	"2"	"116"	"2"	"3"	"3"	"0"	"2"	"2"	"2"	"3"	"5"	"4"	"24"	"11"	"22"	"2"	"3"	"10"	"596"	"0"	"596"	"0"
"144"	"123"	"123"	"16"	"354"	"10"	"6"	"97"	"4"	"1"	"1"	"2"	"2"	"7"	"2"	"3"	"7"	"21"	"37"	"6"	"6"	"2"	"1"	"10"	"595"	"0"	"595"	"0"
"145"	"124"	"124"	"80"	"74"	"12"	"7"	"180"	"10"	"3"	"2"	"3"	"6"	"3"	"4"	"4"	"2"	"8"	"41"	"5"	"2"	"6"	"3"	"13"	"468"	"0"	"468"	"0"
"146"	"125"	"125"	"44"	"30"	"19"	"12"	"416"	"10"	"5"	"1"	"4"	"8"	"15"	"10"	"9"	"3"	"5"	"33"	"6"	"4"	"2"	"4"	"10"	"650"	"0"	"650"	"0"
"147"	"126"	"126"	"81"	"27"	"13"	"14"	"116"	"4"	"3"	"12"	"8"	"5"	"23"	"11"	"6"	"15"	"20"	"82"	"41"	"127"	"5"	"5"	"21"	"639"	"0"	"639"	"0"
"148"	"127"	"127"	"34"	"64"	"23"	"2"	"83"	"3"	"0"	"1"	"0"	"3"	"2"	"3"	"4"	"4"	"5"	"20"	"4"	"20"	"2"	"3"	"7"	"287"	"0"	"287"	"0"
"149"	"128"	"128"	"59"	"25"	"53"	"4"	"73"	"3"	"3"	"20"	"10"	"3"	"17"	"7"	"3"	"2"	"4"	"23"	"32"	"86"	"1"	"2"	"2"	"432"	"0"	"432"	"0"
"150"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"151"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"152"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"153"	"129"	"129"	"61"	"30"	"12"	"1"	"90"	"1"	"2"	"0"	"2"	"0"	"4"	"4"	"0"	"2"	"2"	"8"	"6"	"1"	"1"	"0"	"3"	"230"	"0"	"230"	"0"
"154"	"130"	"130"	"44"	"35"	"23"	"4"	"241"	"7"	"0"	"1"	"0"	"2"	"3"	"5"	"2"	"0"	"2"	"6"	"6"	"0"	"0"	"1"	"5"	"387"	"0"	"387"	"0"
"155"	"131"	"131"	"49"	"43"	"12"	"0"	"86"	"0"	"2"	"2"	"1"	"1"	"4"	"2"	"1"	"1"	"2"	"12"	"62"	"43"	"5"	"3"	"14"	"345"	"0"	"345"	"0"
"156"	"132"	"132"	"24"	"8"	"26"	"8"	"196"	"2"	"0"	"3"	"2"	"4"	"2"	"3"	"1"	"0"	"2"	"7"	"76"	"55"	"7"	"4"	"7"	"437"	"0"	"437"	"0"
"157"	"133"	"133"	"57"	"5"	"3"	"6"	"28"	"2"	"0"	"1"	"4"	"0"	"3"	"3"	"1"	"2"	"7"	"25"	"2"	"18"	"1"	"0"	"1"	"169"	"0"	"169"	"0"
"158"	"134"	"134"	"23"	"101"	"10"	"11"	"147"	"8"	"4"	"3"	"7"	"3"	"13"	"2"	"8"	"3"	"11"	"31"	"3"	"53"	"7"	"4"	"10"	"462"	"0"	"462"	"0"
"159"	"135"	"135"	"15"	"25"	"10"	"13"	"158"	"3"	"0"	"3"	"6"	"2"	"13"	"4"	"3"	"2"	"2"	"43"	"5"	"134"	"1"	"0"	"6"	"448"	"0"	"448"	"0"
"160"	"136"	"136"	"6"	"28"	"3"	"9"	"144"	"5"	"1"	"6"	"4"	"8"	"13"	"1"	"2"	"1"	"2"	"50"	"8"	"62"	"1"	"0"	"1"	"355"	"0"	"355"	"0"
"161"	"137"	"137"	"11"	"62"	"7"	"6"	"118"	"6"	"3"	"5"	"5"	"6"	"23"	"3"	"2"	"6"	"12"	"38"	"42"	"305"	"10"	"5"	"6"	"681"	"0"	"681"	"0"
"162"	"138"	"138"	"27"	"32"	"9"	"21"	"145"	"5"	"3"	"14"	"3"	"2"	"20"	"2"	"2"	"5"	"6"	"16"	"28"	"211"	"6"	"3"	"8"	"568"	"0"	"568"	"0"
"163"	"139"	"139"	"3"	"2"	"8"	"38"	"46"	"2"	"1"	"6"	"2"	"3"	"5"	"1"	"1"	"2"	"2"	"24"	"3"	"97"	"3"	"2"	"2"	"253"	"0"	"253"	"0"
"164"	"140"	"140"	"34"	"40"	"10"	"31"	"103"	"9"	"4"	"9"	"10"	"7"	"22"	"12"	"4"	"4"	"13"	"62"	"37"	"331"	"12"	"8"	"12"	"774"	"0"	"774"	"0"
"165"	"141"	"141"	"66"	"32"	"88"	"131"	"220"	"9"	"5"	"13"	"5"	"4"	"24"	"4"	"9"	"4"	"14"	"65"	"5"	"108"	"3"	"0"	"5"	"814"	"0"	"814"	"0"
"166"	"142"	"142"	"25"	"213"	"25"	"5"	"279"	"10"	"4"	"4"	"3"	"4"	"3"	"3"	"1"	"6"	"2"	"9"	"19"	"20"	"5"	"2"	"10"	"652"	"0"	"652"	"0"
"167"	"143"	"143"	"15"	"23"	"7"	"3"	"174"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"9"	"4"	"0"	"1"	"0"	"0"	"245"	"0"	"245"	"0"
"168"	"144"	"144"	"16"	"53"	"6"	"1"	"103"	"1"	"1"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"2"	"5"	"1"	"3"	"1"	"7"	"207"	"0"	"207"	"0"
"169"	"145"	"145"	"143"	"8"	"25"	"3"	"519"	"4"	"0"	"0"	"1"	"1"	"2"	"3"	"0"	"0"	"1"	"9"	"4"	"0"	"0"	"0"	"9"	"732"	"0"	"732"	"0"
"170"	"146"	"146"	"23"	"73"	"119"	"5"	"307"	"11"	"6"	"2"	"0"	"3"	"17"	"7"	"10"	"8"	"7"	"34"	"2"	"21"	"1"	"1"	"6"	"663"	"0"	"663"	"0"
"171"	"147"	"147"	"9"	"13"	"26"	"5"	"264"	"5"	"2"	"0"	"4"	"49"	"9"	"4"	"7"	"0"	"2"	"12"	"3"	"0"	"6"	"1"	"6"	"427"	"0"	"427"	"0"
"172"	"148"	"148"	"5"	"15"	"25"	"1"	"166"	"2"	"6"	"2"	"3"	"97"	"2"	"1"	"0"	"2"	"5"	"10"	"3"	"1"	"2"	"1"	"1"	"350"	"0"	"350"	"0"
"173"	"149"	"149"	"74"	"38"	"81"	"18"	"220"	"7"	"4"	"0"	"3"	"9"	"4"	"4"	"1"	"1"	"7"	"21"	"5"	"2"	"0"	"0"	"3"	"502"	"0"	"502"	"0"
"174"	"150"	"150"	"7"	"149"	"27"	"27"	"131"	"4"	"2"	"0"	"1"	"15"	"2"	"2"	"5"	"4"	"2"	"21"	"5"	"15"	"4"	"2"	"9"	"434"	"0"	"434"	"0"
"175"	"151"	"151"	"32"	"17"	"7"	"22"	"238"	"8"	"3"	"1"	"1"	"10"	"7"	"12"	"7"	"2"	"2"	"10"	"3"	"0"	"1"	"5"	"7"	"395"	"0"	"395"	"0"
"176"	"152"	"152"	"25"	"39"	"19"	"44"	"264"	"8"	"1"	"0"	"0"	"5"	"6"	"5"	"3"	"4"	"4"	"22"	"13"	"1"	"3"	"3"	"4"	"473"	"0"	"473"	"0"
"177"	"153"	"153"	"0"	"69"	"6"	"27"	"301"	"5"	"1"	"0"	"2"	"3"	"5"	"2"	"3"	"0"	"3"	"5"	"0"	"1"	"1"	"1"	"2"	"437"	"0"	"437"	"0"
"178"	"154"	"154"	"3"	"57"	"7"	"31"	"223"	"2"	"1"	"0"	"0"	"1"	"3"	"0"	"3"	"0"	"2"	"7"	"1"	"0"	"0"	"1"	"5"	"347"	"0"	"347"	"0"
"179"	"155"	"155"	"1"	"82"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"4"	"6"	"6"	"0"	"0"	"0"	"0"	"107"	"0"	"107"	"0"
"180"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"181"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"182"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"183"	"156"	"156"	"9"	"281"	"15"	"26"	"23"	"0"	"1"	"1"	"0"	"20"	"1"	"0"	"0"	"0"	"1"	"3"	"68"	"1"	"1"	"1"	"1"	"453"	"0"	"453"	"0"
"184"	"157"	"157"	"3"	"330"	"5"	"6"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"44"	"0"	"0"	"1"	"2"	"398"	"0"	"398"	"0"
"185"	"158"	"158"	"7"	"168"	"7"	"10"	"395"	"11"	"2"	"1"	"1"	"3"	"6"	"3"	"3"	"3"	"4"	"3"	"2"	"0"	"2"	"1"	"4"	"636"	"0"	"636"	"0"
"186"	"159"	"159"	"19"	"270"	"10"	"12"	"33"	"5"	"2"	"3"	"0"	"4"	"2"	"0"	"1"	"1"	"2"	"1"	"32"	"36"	"2"	"7"	"15"	"457"	"0"	"457"	"0"
"187"	"160"	"160"	"56"	"9"	"9"	"4"	"58"	"3"	"2"	"9"	"9"	"3"	"25"	"3"	"4"	"10"	"10"	"70"	"7"	"257"	"9"	"4"	"7"	"568"	"0"	"568"	"0"
"188"	"161"	"161"	"4"	"122"	"11"	"3"	"263"	"7"	"5"	"3"	"0"	"5"	"8"	"3"	"4"	"1"	"4"	"10"	"2"	"2"	"4"	"3"	"16"	"480"	"0"	"480"	"0"
"189"	"162"	"162"	"8"	"83"	"2"	"2"	"135"	"3"	"0"	"0"	"0"	"0"	"7"	"5"	"2"	"1"	"5"	"3"	"2"	"2"	"2"	"3"	"12"	"277"	"0"	"277"	"0"
"190"	"163"	"163"	"38"	"6"	"17"	"9"	"174"	"6"	"2"	"5"	"3"	"6"	"10"	"11"	"2"	"6"	"4"	"25"	"13"	"118"	"5"	"4"	"12"	"476"	"0"	"476"	"0"
"191"	"164"	"164"	"4"	"4"	"11"	"5"	"69"	"5"	"2"	"2"	"2"	"1"	"14"	"4"	"4"	"2"	"1"	"23"	"1"	"197"	"2"	"0"	"8"	"361"	"0"	"361"	"0"
"192"	"165"	"165"	"5"	"49"	"21"	"13"	"93"	"2"	"2"	"6"	"5"	"3"	"20"	"5"	"3"	"2"	"10"	"22"	"2"	"114"	"1"	"1"	"5"	"384"	"0"	"384"	"0"
"193"	"166"	"166"	"12"	"64"	"14"	"4"	"224"	"6"	"4"	"3"	"27"	"2"	"11"	"5"	"4"	"4"	"1"	"13"	"4"	"2"	"2"	"1"	"13"	"420"	"0"	"420"	"0"
"194"	"167"	"167"	"8"	"6"	"6"	"3"	"94"	"2"	"5"	"6"	"11"	"135"	"3"	"2"	"5"	"3"	"11"	"0"	"15"	"1"	"2"	"0"	"5"	"323"	"0"	"323"	"0"
"195"	"168"	"168"	"76"	"22"	"18"	"5"	"226"	"8"	"4"	"2"	"26"	"55"	"4"	"1"	"7"	"2"	"0"	"3"	"14"	"7"	"9"	"4"	"3"	"496"	"0"	"496"	"0"
"196"	"169"	"169"	"1"	"24"	"7"	"66"	"66"	"3"	"2"	"2"	"2"	"2"	"3"	"1"	"2"	"1"	"4"	"10"	"2"	"62"	"1"	"2"	"1"	"264"	"0"	"264"	"0"
"197"	"170"	"169A"	"15"	"62"	"10"	"27"	"24"	"2"	"1"	"4"	"3"	"0"	"10"	"0"	"0"	"0"	"0"	"7"	"10"	"61"	"0"	"0"	"0"	"236"	"0"	"236"	"0"
"198"	"171"	"170"	"39"	"70"	"4"	"2"	"141"	"3"	"0"	"0"	"2"	"3"	"2"	"0"	"3"	"1"	"1"	"3"	"6"	"3"	"2"	"2"	"9"	"296"	"0"	"296"	"0"
"199"	"172"	"171"	"221"	"48"	"55"	"12"	"210"	"8"	"1"	"3"	"2"	"2"	"5"	"3"	"3"	"2"	"7"	"15"	"16"	"0"	"1"	"4"	"5"	"623"	"0"	"623"	"0"
"200"	"173"	"172"	"12"	"102"	"12"	"15"	"177"	"3"	"19"	"4"	"3"	"0"	"10"	"2"	"4"	"4"	"6"	"27"	"0"	"36"	"2"	"0"	"2"	"440"	"0"	"440"	"0"
"201"	"174"	"173"	"52"	"66"	"25"	"109"	"233"	"11"	"68"	"5"	"3"	"5"	"15"	"2"	"3"	"2"	"7"	"23"	"12"	"59"	"2"	"3"	"17"	"722"	"0"	"722"	"0"
"202"	"175"	"174"	"20"	"2"	"6"	"3"	"191"	"4"	"0"	"0"	"1"	"0"	"1"	"4"	"2"	"1"	"3"	"10"	"1"	"0"	"0"	"0"	"1"	"250"	"0"	"250"	"0"
"203"	"176"	"175"	"16"	"3"	"10"	"4"	"255"	"8"	"2"	"2"	"0"	"2"	"8"	"2"	"7"	"1"	"3"	"12"	"5"	"1"	"0"	"0"	"1"	"342"	"0"	"342"	"0"
"204"	"177"	"176"	"37"	"7"	"11"	"5"	"297"	"5"	"1"	"1"	"2"	"0"	"1"	"2"	"5"	"1"	"0"	"3"	"5"	"1"	"0"	"0"	"23"	"407"	"0"	"407"	"0"
"205"	"178"	"177"	"72"	"59"	"8"	"7"	"168"	"6"	"3"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"2"	"13"	"2"	"1"	"0"	"1"	"5"	"354"	"0"	"354"	"0"
"206"	"179"	"178"	"37"	"3"	"8"	"6"	"207"	"5"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"2"	"276"	"0"	"276"	"0"
"207"	"180"	"179"	"49"	"19"	"21"	"1"	"268"	"9"	"1"	"2"	"0"	"0"	"4"	"6"	"4"	"2"	"0"	"5"	"15"	"3"	"2"	"1"	"5"	"417"	"0"	"417"	"0"
"208"	"181"	"180"	"215"	"6"	"41"	"7"	"101"	"6"	"1"	"4"	"4"	"1"	"9"	"3"	"6"	"3"	"4"	"22"	"5"	"5"	"1"	"3"	"1"	"448"	"0"	"448"	"0"
"209"	"182"	"181"	"31"	"57"	"12"	"176"	"200"	"12"	"5"	"6"	"3"	"4"	"14"	"2"	"11"	"7"	"8"	"43"	"2"	"11"	"0"	"0"	"20"	"624"	"0"	"624"	"0"
"210"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"211"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"212"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"213"	"183"	"182"	"11"	"9"	"2"	"4"	"204"	"11"	"3"	"6"	"4"	"5"	"15"	"19"	"5"	"3"	"6"	"16"	"2"	"19"	"2"	"7"	"11"	"364"	"0"	"364"	"0"
"214"	"184"	"183"	"31"	"89"	"20"	"6"	"144"	"3"	"3"	"0"	"4"	"1"	"7"	"4"	"6"	"4"	"3"	"7"	"3"	"0"	"1"	"1"	"7"	"344"	"0"	"344"	"0"
"215"	"185"	"184"	"58"	"83"	"42"	"11"	"199"	"5"	"3"	"2"	"4"	"32"	"8"	"2"	"9"	"6"	"5"	"31"	"2"	"3"	"3"	"1"	"6"	"515"	"0"	"515"	"0"
"216"	"186"	"185"	"10"	"2"	"27"	"19"	"138"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"3"	"1"	"30"	"1"	"0"	"0"	"237"	"0"	"237"	"0"
"217"	"187"	"186"	"36"	"17"	"46"	"42"	"105"	"8"	"1"	"3"	"0"	"4"	"0"	"0"	"2"	"5"	"3"	"18"	"4"	"34"	"3"	"1"	"4"	"336"	"0"	"336"	"0"
"218"	"188"	"187"	"15"	"111"	"25"	"5"	"216"	"6"	"2"	"1"	"1"	"38"	"6"	"2"	"5"	"0"	"3"	"14"	"8"	"4"	"2"	"1"	"4"	"469"	"0"	"469"	"0"
"219"	"189"	"188"	"23"	"23"	"13"	"5"	"168"	"5"	"1"	"5"	"2"	"60"	"12"	"3"	"10"	"1"	"3"	"8"	"23"	"1"	"1"	"1"	"12"	"380"	"0"	"380"	"0"
"220"	"190"	"189"	"27"	"16"	"21"	"8"	"132"	"3"	"2"	"3"	"7"	"49"	"16"	"4"	"7"	"1"	"8"	"25"	"10"	"2"	"1"	"2"	"9"	"353"	"0"	"353"	"0"
"221"	"191"	"190"	"10"	"49"	"12"	"10"	"120"	"5"	"0"	"2"	"3"	"3"	"11"	"6"	"2"	"4"	"9"	"46"	"9"	"30"	"1"	"4"	"8"	"344"	"0"	"344"	"0"
"222"	"192"	"191"	"6"	"22"	"18"	"10"	"159"	"6"	"2"	"6"	"1"	"2"	"14"	"4"	"7"	"3"	"7"	"35"	"6"	"66"	"2"	"1"	"4"	"381"	"0"	"381"	"0"
