"X....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff...................................................................................................................................................................................................."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  142 Bachhwara"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"129"	"118"	"208"	"69"	"5"	"8"	"84"	"10"	"2"	"0"	"4"	"6"	"12"	"10"	"4"	"7"	"3"	"31"	"7"	"15"	"3"	"488"	"0"	"488"	"0"
"130"	"119"	"143"	"30"	"0"	"1"	"149"	"5"	"4"	"0"	"1"	"1"	"11"	"9"	"0"	"3"	"6"	"32"	"26"	"0"	"8"	"429"	"0"	"429"	"0"
"131"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"132"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshra ya Nishad"	"Sajjan Chaudhary"	""	""	""	""
"133"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"134"	"120"	"257"	"35"	"10"	"69"	"140"	"12"	"2"	"2"	"2"	"2"	"5"	"1"	"2"	"1"	"0"	"4"	"3"	"1"	"0"	"548"	"0"	"548"	"0"
"135"	"121"	"85"	"8"	"2"	"11"	"172"	"13"	"3"	"1"	"5"	"11"	"7"	"11"	"1"	"5"	"7"	"15"	"8"	"0"	"0"	"365"	"0"	"365"	"0"
"136"	"122"	"61"	"8"	"1"	"5"	"134"	"13"	"0"	"1"	"2"	"1"	"7"	"2"	"4"	"3"	"1"	"16"	"1"	"1"	"1"	"262"	"0"	"262"	"0"
"137"	"123"	"43"	"16"	"1"	"75"	"195"	"3"	"0"	"1"	"0"	"3"	"3"	"95"	"3"	"2"	"3"	"11"	"1"	"1"	"1"	"457"	"0"	"457"	"0"
"138"	"124"	"35"	"4"	"1"	"16"	"221"	"4"	"2"	"2"	"0"	"0"	"1"	"48"	"5"	"2"	"0"	"8"	"0"	"0"	"1"	"350"	"0"	"350"	"0"
"139"	"125"	"53"	"23"	"2"	"194"	"146"	"3"	"1"	"1"	"1"	"4"	"7"	"93"	"6"	"3"	"2"	"12"	"0"	"0"	"0"	"551"	"0"	"551"	"0"
"140"	"126"	"201"	"11"	"2"	"6"	"38"	"3"	"1"	"1"	"1"	"2"	"2"	"13"	"1"	"0"	"1"	"19"	"10"	"0"	"2"	"314"	"0"	"314"	"0"
"141"	"127"	"43"	"27"	"1"	"14"	"81"	"2"	"0"	"4"	"1"	"1"	"0"	"65"	"7"	"0"	"0"	"7"	"0"	"0"	"0"	"253"	"0"	"253"	"0"
"142"	"128"	"45"	"26"	"4"	"49"	"214"	"8"	"3"	"8"	"2"	"14"	"4"	"185"	"6"	"4"	"4"	"18"	"0"	"0"	"0"	"594"	"0"	"594"	"0"
"143"	"129"	"31"	"77"	"7"	"199"	"89"	"5"	"2"	"2"	"5"	"5"	"4"	"85"	"9"	"4"	"13"	"19"	"1"	"0"	"0"	"557"	"0"	"557"	"0"
"144"	"130"	"76"	"117"	"6"	"63"	"82"	"6"	"4"	"4"	"4"	"7"	"9"	"124"	"6"	"6"	"5"	"12"	"4"	"4"	"2"	"541"	"0"	"541"	"0"
"145"	"131"	"34"	"82"	"5"	"74"	"144"	"11"	"2"	"1"	"4"	"2"	"5"	"68"	"2"	"2"	"6"	"14"	"1"	"2"	"5"	"464"	"0"	"464"	"0"
"146"	"132"	"104"	"126"	"4"	"77"	"195"	"7"	"1"	"2"	"2"	"2"	"10"	"38"	"4"	"1"	"1"	"3"	"3"	"0"	"1"	"581"	"0"	"581"	"0"
"147"	"133"	"190"	"86"	"4"	"13"	"108"	"2"	"2"	"1"	"1"	"10"	"13"	"20"	"2"	"4"	"11"	"61"	"27"	"1"	"3"	"559"	"0"	"559"	"0"
"148"	"134"	"33"	"172"	"9"	"49"	"206"	"5"	"2"	"2"	"1"	"2"	"2"	"26"	"1"	"1"	"3"	"31"	"1"	"0"	"2"	"548"	"0"	"548"	"0"
"149"	"135"	"89"	"39"	"2"	"72"	"232"	"2"	"0"	"2"	"0"	"2"	"5"	"41"	"6"	"0"	"3"	"5"	"10"	"7"	"7"	"524"	"0"	"524"	"0"
"150"	"136"	"104"	"44"	"0"	"69"	"120"	"4"	"2"	"3"	"1"	"5"	"11"	"52"	"2"	"3"	"2"	"15"	"4"	"4"	"3"	"448"	"0"	"448"	"0"
"151"	"137"	"41"	"54"	"3"	"143"	"167"	"11"	"1"	"1"	"2"	"1"	"6"	"14"	"2"	"5"	"5"	"13"	"1"	"0"	"0"	"470"	"0"	"470"	"0"
"152"	"138"	"114"	"26"	"6"	"38"	"29"	"3"	"0"	"1"	"1"	"3"	"4"	"22"	"3"	"2"	"7"	"22"	"5"	"1"	"1"	"288"	"0"	"288"	"0"
"153"	"139"	"41"	"30"	"1"	"215"	"24"	"2"	"1"	"1"	"2"	"3"	"6"	"37"	"2"	"2"	"4"	"12"	"7"	"2"	"5"	"397"	"0"	"397"	"0"
"154"	"140"	"55"	"24"	"4"	"194"	"135"	"5"	"9"	"1"	"5"	"5"	"5"	"26"	"3"	"6"	"1"	"27"	"6"	"0"	"6"	"517"	"0"	"517"	"0"
"155"	"141"	"101"	"39"	"5"	"73"	"58"	"5"	"2"	"2"	"1"	"8"	"4"	"59"	"4"	"7"	"8"	"13"	"1"	"0"	"1"	"391"	"0"	"391"	"0"
"156"	"142"	"140"	"88"	"7"	"199"	"51"	"8"	"11"	"2"	"4"	"11"	"15"	"67"	"12"	"46"	"4"	"21"	"6"	"0"	"2"	"694"	"0"	"694"	"0"
"157"	"143"	"135"	"129"	"1"	"173"	"84"	"1"	"11"	"7"	"2"	"10"	"4"	"64"	"5"	"32"	"4"	"7"	"7"	"4"	"4"	"684"	"0"	"684"	"0"
"158"	"144"	"150"	"43"	"6"	"233"	"88"	"3"	"6"	"0"	"2"	"2"	"4"	"30"	"2"	"0"	"1"	"12"	"3"	"1"	"0"	"586"	"0"	"586"	"0"
"159"	"145"	"221"	"73"	"5"	"152"	"168"	"8"	"6"	"8"	"3"	"6"	"11"	"30"	"7"	"5"	"10"	"29"	"5"	"1"	"5"	"753"	"0"	"753"	"0"
"160"	"146"	"61"	"28"	"5"	"115"	"58"	"6"	"0"	"2"	"1"	"2"	"6"	"51"	"9"	"4"	"1"	"15"	"4"	"3"	"3"	"374"	"0"	"374"	"0"
"161"	"147"	"94"	"49"	"3"	"75"	"108"	"8"	"0"	"1"	"3"	"6"	"3"	"22"	"4"	"3"	"4"	"18"	"4"	"1"	"3"	"409"	"0"	"409"	"0"
"162"	"148"	"106"	"77"	"6"	"116"	"81"	"11"	"13"	"5"	"1"	"4"	"8"	"16"	"4"	"6"	"5"	"18"	"15"	"3"	"8"	"503"	"0"	"503"	"0"
"163"	"149"	"93"	"160"	"11"	"121"	"175"	"11"	"4"	"3"	"5"	"6"	"5"	"17"	"14"	"8"	"14"	"20"	"5"	"5"	"3"	"680"	"0"	"680"	"0"
"164"	"150"	"84"	"85"	"3"	"256"	"87"	"13"	"2"	"0"	"3"	"1"	"3"	"41"	"9"	"6"	"9"	"20"	"0"	"1"	"0"	"623"	"0"	"623"	"0"
"165"	"151"	"53"	"174"	"8"	"62"	"46"	"1"	"2"	"0"	"1"	"2"	"1"	"9"	"0"	"1"	"1"	"5"	"3"	"4"	"0"	"373"	"0"	"373"	"0"
"166"	"152"	"48"	"37"	"0"	"69"	"281"	"7"	"1"	"5"	"0"	"4"	"4"	"68"	"4"	"3"	"3"	"2"	"5"	"3"	"3"	"547"	"0"	"547"	"0"
"167"	"153"	"60"	"10"	"0"	"65"	"305"	"7"	"2"	"2"	"2"	"1"	"3"	"13"	"3"	"1"	"3"	"7"	"9"	"7"	"6"	"506"	"0"	"506"	"0"
"168"	"154"	"115"	"18"	"1"	"54"	"362"	"9"	"4"	"2"	"3"	"1"	"2"	"4"	"1"	"0"	"2"	"6"	"2"	"1"	"1"	"588"	"0"	"588"	"0"
"169"	"155"	"45"	"14"	"3"	"119"	"416"	"3"	"4"	"0"	"1"	"0"	"1"	"17"	"2"	"1"	"3"	"7"	"3"	"0"	"1"	"640"	"0"	"640"	"0"
"170"	"156"	"96"	"14"	"1"	"57"	"257"	"5"	"1"	"4"	"1"	"3"	"7"	"30"	"2"	"4"	"1"	"5"	"5"	"3"	"0"	"496"	"0"	"496"	"0"
"171"	"157"	"67"	"22"	"2"	"164"	"115"	"3"	"3"	"1"	"1"	"2"	"0"	"35"	"2"	"2"	"5"	"8"	"5"	"2"	"2"	"441"	"0"	"441"	"0"
"172"	"158"	"18"	"93"	"8"	"117"	"188"	"2"	"2"	"2"	"1"	"5"	"3"	"24"	"3"	"3"	"7"	"9"	"0"	"6"	"0"	"491"	"0"	"491"	"0"
"173"	"159"	"27"	"146"	"6"	"59"	"83"	"2"	"2"	"1"	"4"	"5"	"0"	"13"	"8"	"3"	"10"	"19"	"1"	"2"	"2"	"393"	"0"	"393"	"0"
"174"	"160"	"50"	"217"	"6"	"15"	"166"	"2"	"1"	"7"	"1"	"1"	"0"	"0"	"3"	"7"	"6"	"1"	"1"	"0"	"1"	"485"	"0"	"485"	"0"
"175"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"176"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshra ya Nishad"	"Sajjan Chaudhary"	""	""	""	""
"177"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"178"	"161"	"13"	"67"	"3"	"128"	"282"	"2"	"3"	"2"	"2"	"1"	"0"	"3"	"5"	"2"	"6"	"6"	"1"	"4"	"4"	"534"	"0"	"534"	"0"
"179"	"162"	"8"	"239"	"4"	"27"	"18"	"0"	"0"	"1"	"1"	"5"	"0"	"21"	"3"	"0"	"1"	"0"	"2"	"1"	"1"	"332"	"0"	"332"	"0"
"180"	"163"	"10"	"196"	"9"	"6"	"80"	"4"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"4"	"2"	"2"	"1"	"2"	"1"	"323"	"0"	"323"	"0"
"181"	"164"	"106"	"106"	"5"	"7"	"4"	"0"	"2"	"1"	"0"	"1"	"1"	"6"	"5"	"0"	"6"	"20"	"2"	"0"	"0"	"272"	"0"	"272"	"0"
"182"	"165"	"34"	"164"	"3"	"16"	"44"	"4"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"4"	"1"	"5"	"0"	"1"	"0"	"279"	"0"	"279"	"0"
"183"	"166"	"213"	"113"	"12"	"97"	"245"	"14"	"4"	"4"	"5"	"6"	"6"	"57"	"5"	"1"	"3"	"22"	"5"	"4"	"4"	"820"	"0"	"820"	"0"
"184"	"167"	"26"	"60"	"3"	"134"	"158"	"3"	"0"	"2"	"3"	"0"	"1"	"16"	"5"	"1"	"4"	"4"	"0"	"0"	"0"	"420"	"0"	"420"	"0"
"185"	"168"	"187"	"60"	"8"	"92"	"46"	"6"	"1"	"2"	"0"	"5"	"9"	"32"	"7"	"5"	"13"	"68"	"16"	"1"	"3"	"561"	"0"	"561"	"0"
"186"	"169"	"128"	"52"	"1"	"120"	"166"	"3"	"1"	"3"	"1"	"7"	"7"	"36"	"6"	"6"	"9"	"25"	"5"	"3"	"0"	"579"	"0"	"579"	"0"
"187"	"170"	"66"	"53"	"5"	"121"	"10"	"2"	"1"	"1"	"7"	"8"	"4"	"151"	"8"	"4"	"11"	"20"	"5"	"5"	"6"	"488"	"0"	"488"	"0"
"188"	"171"	"98"	"66"	"4"	"71"	"22"	"7"	"2"	"3"	"3"	"2"	"4"	"97"	"3"	"2"	"2"	"3"	"3"	"3"	"2"	"397"	"0"	"397"	"0"
"189"	"172"	"145"	"27"	"2"	"72"	"147"	"5"	"2"	"1"	"1"	"1"	"2"	"23"	"2"	"3"	"6"	"17"	"9"	"4"	"2"	"471"	"0"	"471"	"0"
"190"	"173"	"87"	"60"	"5"	"44"	"34"	"3"	"0"	"0"	"1"	"3"	"4"	"15"	"4"	"1"	"0"	"15"	"5"	"3"	"1"	"285"	"0"	"285"	"0"
"191"	"174"	"85"	"56"	"2"	"70"	"318"	"10"	"7"	"2"	"2"	"1"	"5"	"18"	"3"	"4"	"5"	"14"	"3"	"3"	"5"	"613"	"0"	"613"	"0"
"192"	"175"	"211"	"56"	"5"	"106"	"12"	"4"	"33"	"3"	"3"	"6"	"7"	"40"	"3"	"5"	"7"	"39"	"19"	"4"	"3"	"566"	"0"	"566"	"0"
"193"	"176"	"48"	"15"	"1"	"41"	"20"	"0"	"7"	"1"	"1"	"1"	"2"	"5"	"3"	"2"	"3"	"6"	"5"	"0"	"1"	"162"	"0"	"162"	"0"
"194"	"177"	"264"	"76"	"12"	"85"	"28"	"5"	"7"	"3"	"4"	"6"	"7"	"13"	"1"	"4"	"20"	"20"	"3"	"6"	"1"	"565"	"0"	"565"	"0"
"195"	"178"	"96"	"49"	"3"	"143"	"92"	"6"	"15"	"0"	"4"	"3"	"12"	"15"	"7"	"5"	"6"	"23"	"0"	"0"	"0"	"479"	"0"	"479"	"0"
"196"	"179"	"42"	"42"	"1"	"124"	"68"	"2"	"3"	"0"	"3"	"3"	"5"	"16"	"2"	"2"	"0"	"16"	"0"	"0"	"0"	"329"	"0"	"329"	"0"
"197"	"180"	"110"	"87"	"10"	"91"	"178"	"10"	"6"	"0"	"1"	"3"	"4"	"47"	"5"	"8"	"10"	"19"	"1"	"1"	"3"	"594"	"0"	"594"	"0"
"198"	"181"	"25"	"127"	"14"	"124"	"33"	"1"	"0"	"3"	"2"	"2"	"0"	"15"	"2"	"2"	"3"	"13"	"7"	"14"	"3"	"390"	"0"	"390"	"0"
"199"	"182"	"147"	"132"	"8"	"73"	"20"	"6"	"3"	"2"	"4"	"2"	"5"	"9"	"2"	"9"	"15"	"43"	"6"	"3"	"2"	"491"	"0"	"491"	"0"
"200"	"183"	"7"	"86"	"3"	"138"	"124"	"3"	"0"	"0"	"1"	"1"	"1"	"28"	"5"	"6"	"11"	"11"	"1"	"2"	"2"	"430"	"0"	"430"	"0"
"201"	"184"	"123"	"38"	"1"	"42"	"54"	"2"	"0"	"0"	"3"	"2"	"3"	"77"	"3"	"4"	"5"	"19"	"1"	"0"	"1"	"378"	"0"	"378"	"0"
"202"	"185"	"15"	"31"	"3"	"65"	"78"	"2"	"2"	"1"	"4"	"3"	"2"	"40"	"1"	"3"	"4"	"11"	"0"	"0"	"0"	"265"	"0"	"265"	"0"
"203"	"186"	"235"	"107"	"9"	"165"	"98"	"5"	"1"	"4"	"3"	"2"	"5"	"60"	"2"	"0"	"6"	"8"	"35"	"7"	"6"	"758"	"0"	"758"	"0"
"204"	"187"	"155"	"74"	"7"	"243"	"93"	"2"	"2"	"0"	"1"	"6"	"11"	"111"	"0"	"2"	"3"	"18"	"3"	"5"	"5"	"741"	"0"	"741"	"0"
"205"	"188"	"189"	"28"	"1"	"17"	"27"	"3"	"0"	"0"	"2"	"1"	"7"	"13"	"2"	"0"	"1"	"23"	"11"	"0"	"0"	"325"	"0"	"325"	"0"
"206"	"189"	"10"	"23"	"2"	"90"	"45"	"3"	"2"	"2"	"1"	"0"	"4"	"50"	"6"	"2"	"3"	"9"	"3"	"2"	"4"	"261"	"0"	"261"	"0"
"207"	"190"	"24"	"24"	"3"	"101"	"105"	"0"	"1"	"0"	"0"	"4"	"4"	"29"	"1"	"3"	"0"	"4"	"6"	"1"	"0"	"310"	"0"	"310"	"0"
"208"	"191"	"86"	"21"	"8"	"153"	"32"	"6"	"11"	"7"	"5"	"7"	"7"	"109"	"11"	"3"	"10"	"37"	"3"	"1"	"2"	"519"	"0"	"519"	"0"
"209"	"192"	"143"	"18"	"1"	"32"	"2"	"1"	"1"	"4"	"1"	"3"	"4"	"25"	"2"	"3"	"0"	"17"	"1"	"0"	"1"	"259"	"0"	"259"	"0"
"210"	"193"	"36"	"29"	"5"	"273"	"36"	"1"	"3"	"3"	"3"	"10"	"8"	"52"	"7"	"5"	"5"	"24"	"1"	"1"	"0"	"502"	"0"	"502"	"0"
"211"	"194"	"114"	"52"	"1"	"53"	"26"	"3"	"0"	"0"	"1"	"5"	"3"	"114"	"4"	"3"	"1"	"16"	"4"	"1"	"0"	"401"	"0"	"401"	"0"
"212"	"195"	"35"	"35"	"2"	"64"	"31"	"0"	"1"	"2"	"0"	"0"	"3"	"42"	"4"	"3"	"2"	"8"	"7"	"2"	"1"	"242"	"0"	"242"	"0"
"213"	"196"	"95"	"71"	"3"	"196"	"30"	"6"	"2"	"1"	"5"	"8"	"9"	"46"	"9"	"2"	"4"	"21"	"12"	"2"	"0"	"522"	"0"	"522"	"0"
"214"	"197"	"73"	"30"	"4"	"326"	"82"	"8"	"5"	"3"	"4"	"2"	"8"	"14"	"10"	"3"	"4"	"16"	"6"	"4"	"11"	"613"	"0"	"613"	"0"
"215"	"198"	"53"	"99"	"8"	"233"	"149"	"7"	"3"	"3"	"3"	"1"	"3"	"9"	"10"	"6"	"7"	"27"	"4"	"6"	"6"	"637"	"0"	"637"	"0"
"216"	"199"	"99"	"38"	"2"	"198"	"148"	"6"	"1"	"1"	"1"	"1"	"3"	"103"	"4"	"10"	"6"	"15"	"5"	"4"	"3"	"648"	"0"	"648"	"0"
"217"	"200"	"52"	"59"	"3"	"233"	"198"	"4"	"4"	"2"	"4"	"2"	"7"	"31"	"4"	"1"	"9"	"19"	"2"	"4"	"6"	"644"	"0"	"644"	"0"
"218"	"201"	"163"	"58"	"7"	"167"	"84"	"7"	"0"	"0"	"5"	"2"	"8"	"15"	"1"	"0"	"4"	"9"	"6"	"2"	"2"	"540"	"0"	"540"	"0"
"219"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"220"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshra ya Nishad"	"Sajjan Chaudhary"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"222"	"202"	"29"	"10"	"1"	"58"	"35"	"4"	"1"	"1"	"2"	"1"	"5"	"233"	"4"	"1"	"1"	"3"	"0"	"0"	"2"	"391"	"0"	"391"	"0"
"223"	"203"	"23"	"47"	"6"	"252"	"115"	"3"	"3"	"1"	"1"	"1"	"3"	"39"	"5"	"3"	"2"	"8"	"2"	"0"	"2"	"516"	"0"	"516"	"0"
"224"	"204"	"250"	"68"	"3"	"124"	"50"	"1"	"1"	"1"	"1"	"3"	"9"	"27"	"5"	"2"	"4"	"25"	"9"	"2"	"3"	"588"	"0"	"588"	"0"
"225"	"205"	"186"	"96"	"9"	"127"	"71"	"6"	"3"	"5"	"7"	"15"	"17"	"104"	"8"	"6"	"10"	"33"	"8"	"1"	"1"	"713"	"0"	"713"	"0"
"226"	"206"	"80"	"73"	"1"	"169"	"116"	"5"	"4"	"1"	"1"	"2"	"7"	"112"	"3"	"2"	"2"	"18"	"9"	"5"	"1"	"611"	"0"	"611"	"0"
"227"	"207"	"20"	"184"	"4"	"143"	"184"	"9"	"0"	"2"	"2"	"2"	"2"	"34"	"4"	"5"	"7"	"16"	"1"	"0"	"1"	"620"	"0"	"620"	"0"
"228"	"208"	"87"	"155"	"4"	"147"	"224"	"3"	"1"	"3"	"2"	"8"	"1"	"31"	"4"	"3"	"8"	"10"	"18"	"12"	"5"	"726"	"0"	"726"	"0"
"229"	"209"	"116"	"69"	"5"	"279"	"46"	"7"	"0"	"1"	"1"	"0"	"4"	"14"	"8"	"0"	"8"	"18"	"7"	"5"	"4"	"592"	"0"	"592"	"0"
"230"	"210"	"92"	"20"	"5"	"299"	"117"	"8"	"1"	"3"	"5"	"6"	"9"	"58"	"9"	"4"	"8"	"25"	"3"	"1"	"0"	"673"	"0"	"673"	"0"
"231"	"211"	"230"	"11"	"6"	"262"	"107"	"1"	"1"	"1"	"0"	"2"	"5"	"12"	"2"	"1"	"4"	"5"	"4"	"2"	"3"	"659"	"0"	"659"	"0"
"232"	"Total Votes Polled"	"18300"	"14344"	"955"	"21804"	"33442"	"1313"	"569"	"494"	"441"	"732"	"1055"	"6341"	"799"	"756"	"1004"	"3365"	"1154"	"640"	"625"	"108133"	"0"	"108133"	"0"
"233"	"Place :          Bazar Samitee Begusarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"Date :            16-05-2009                                                                                                                                                                                                                                                                                  24- Begusarai Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
