"X.CHAPTER.XIV..PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"134"	"104"	"104"	"30"	"21"	"5"	"278"	"9"	"69"	"0"	"3"	"0"	"0"	"1"	"2"	"3"	"1"	"3"	"47"	"472"	"0"	"472"	"0"
"135"	"105"	"105"	"20"	"22"	"7"	"376"	"7"	"68"	"2"	"5"	"0"	"2"	"7"	"5"	"7"	"4"	"8"	"90"	"630"	"0"	"630"	"0"
"136"	"106"	"106"	"34"	"53"	"4"	"377"	"8"	"88"	"6"	"6"	"3"	"3"	"4"	"5"	"9"	"5"	"15"	"53"	"673"	"0"	"673"	"0"
"137"	"107"	"107"	"8"	"32"	"4"	"454"	"5"	"3"	"2"	"2"	"1"	"0"	"2"	"1"	"4"	"0"	"4"	"8"	"530"	"0"	"530"	"0"
"138"	"108"	"108"	"12"	"45"	"8"	"407"	"4"	"8"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"0"	"2"	"6"	"503"	"0"	"503"	"0"
"139"	"109"	"109"	"2"	"67"	"3"	"405"	"3"	"4"	"2"	"0"	"1"	"2"	"1"	"0"	"4"	"1"	"2"	"10"	"507"	"0"	"507"	"0"
"140"	"110"	"110"	"9"	"66"	"3"	"344"	"4"	"10"	"6"	"2"	"1"	"2"	"1"	"3"	"3"	"1"	"1"	"3"	"459"	"0"	"459"	"0"
"141"	"111"	"111"	"13"	"49"	"3"	"644"	"7"	"24"	"0"	"6"	"1"	"4"	"2"	"1"	"5"	"5"	"2"	"29"	"795"	"0"	"795"	"0"
"142"	"112"	"112"	"15"	"34"	"10"	"397"	"5"	"3"	"0"	"3"	"2"	"3"	"4"	"5"	"9"	"1"	"7"	"18"	"516"	"0"	"516"	"0"
"143"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"Total No. of tendered votes"
"144"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"145"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"146"	"113"	"113"	"27"	"548"	"9"	"170"	"1"	"4"	"2"	"2"	"3"	"1"	"1"	"2"	"2"	"1"	"2"	"16"	"791"	"0"	"791"	"0"
"147"	"114"	"114"	"11"	"31"	"5"	"373"	"3"	"6"	"0"	"2"	"0"	"0"	"2"	"5"	"9"	"1"	"1"	"25"	"474"	"0"	"474"	"0"
"148"	"115"	"115"	"0"	"0"	"1"	"254"	"4"	"4"	"0"	"1"	"1"	"0"	"1"	"0"	"4"	"2"	"3"	"4"	"279"	"0"	"279"	"0"
"149"	"116"	"116"	"6"	"2"	"3"	"638"	"5"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"5"	"1"	"1"	"0"	"666"	"0"	"666"	"0"
"150"	"117"	"117"	"6"	"334"	"17"	"151"	"4"	"6"	"3"	"0"	"7"	"5"	"3"	"6"	"5"	"8"	"15"	"142"	"712"	"0"	"712"	"0"
"151"	"118"	"118"	"32"	"4"	"2"	"227"	"7"	"9"	"2"	"3"	"0"	"0"	"1"	"1"	"2"	"0"	"3"	"10"	"303"	"0"	"303"	"0"
"152"	"119"	"119"	"7"	"22"	"4"	"362"	"3"	"49"	"4"	"1"	"0"	"3"	"0"	"2"	"0"	"2"	"2"	"9"	"470"	"0"	"470"	"0"
"153"	"120"	"120"	"4"	"37"	"4"	"205"	"3"	"70"	"3"	"1"	"1"	"3"	"3"	"3"	"9"	"0"	"6"	"70"	"422"	"0"	"422"	"0"
"154"	"121"	"121"	"18"	"64"	"6"	"373"	"4"	"12"	"3"	"1"	"6"	"2"	"8"	"2"	"5"	"5"	"14"	"88"	"611"	"0"	"611"	"0"
"155"	"122"	"122"	"14"	"307"	"10"	"181"	"8"	"1"	"0"	"2"	"3"	"2"	"0"	"7"	"4"	"2"	"7"	"22"	"570"	"0"	"570"	"0"
"156"	"123"	"123"	"34"	"405"	"12"	"33"	"2"	"5"	"1"	"6"	"6"	"3"	"4"	"8"	"6"	"7"	"14"	"188"	"734"	"0"	"734"	"0"
"157"	"124"	"124"	"50"	"267"	"20"	"154"	"7"	"5"	"6"	"7"	"5"	"3"	"3"	"1"	"2"	"2"	"12"	"67"	"611"	"0"	"611"	"0"
"158"	"125"	"125"	"11"	"77"	"4"	"263"	"5"	"6"	"0"	"2"	"5"	"0"	"2"	"2"	"4"	"1"	"6"	"41"	"429"	"0"	"429"	"0"
"159"	"126"	"126"	"9"	"10"	"1"	"293"	"7"	"7"	"0"	"2"	"0"	"1"	"0"	"1"	"6"	"2"	"5"	"21"	"365"	"0"	"365"	"0"
"160"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"Total No. of tendered votes"
"161"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"162"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"163"	"127"	"127"	"31"	"7"	"6"	"489"	"16"	"2"	"3"	"3"	"0"	"0"	"2"	"2"	"3"	"5"	"3"	"8"	"580"	"0"	"580"	"0"
"164"	"128"	"128"	"25"	"46"	"5"	"383"	"4"	"1"	"3"	"2"	"2"	"0"	"1"	"0"	"0"	"2"	"4"	"40"	"518"	"0"	"518"	"0"
"165"	"129"	"129"	"19"	"165"	"8"	"146"	"4"	"8"	"1"	"5"	"1"	"2"	"3"	"0"	"1"	"2"	"13"	"115"	"493"	"0"	"493"	"0"
"166"	"130"	"130"	"14"	"50"	"10"	"422"	"5"	"17"	"2"	"0"	"2"	"3"	"1"	"3"	"7"	"4"	"4"	"23"	"567"	"0"	"567"	"0"
"167"	"131"	"131"	"58"	"342"	"15"	"172"	"6"	"7"	"10"	"5"	"2"	"3"	"0"	"1"	"1"	"1"	"8"	"51"	"682"	"0"	"682"	"0"
"168"	"132"	"132"	"27"	"98"	"18"	"523"	"3"	"2"	"3"	"4"	"2"	"0"	"1"	"1"	"1"	"6"	"80"	"0"	"769"	"0"	"769"	"0"
"169"	"133"	"133"	"11"	"109"	"12"	"331"	"7"	"3"	"4"	"3"	"5"	"4"	"1"	"3"	"8"	"6"	"8"	"63"	"578"	"0"	"578"	"0"
"170"	"134"	"134"	"17"	"335"	"16"	"94"	"3"	"4"	"3"	"3"	"4"	"2"	"2"	"5"	"1"	"2"	"5"	"88"	"584"	"0"	"584"	"0"
"171"	"135"	"135"	"7"	"271"	"10"	"122"	"6"	"3"	"2"	"1"	"10"	"0"	"2"	"6"	"5"	"3"	"7"	"61"	"516"	"0"	"516"	"0"
"172"	"136"	"136"	"9"	"111"	"5"	"401"	"5"	"14"	"0"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"6"	"31"	"593"	"0"	"593"	"0"
"173"	"137"	"137"	"22"	"173"	"21"	"355"	"7"	"4"	"7"	"3"	"3"	"4"	"7"	"15"	"177"	"3"	"8"	"36"	"845"	"0"	"845"	"0"
"174"	"138"	"138"	"9"	"18"	"10"	"560"	"10"	"7"	"2"	"4"	"4"	"3"	"2"	"5"	"59"	"4"	"5"	"56"	"758"	"0"	"758"	"0"
"175"	"139"	"139"	"30"	"302"	"14"	"66"	"15"	"14"	"17"	"9"	"7"	"4"	"2"	"13"	"278"	"3"	"6"	"42"	"822"	"0"	"822"	"0"
"176"	"140"	"140"	"22"	"168"	"9"	"281"	"6"	"2"	"3"	"1"	"2"	"3"	"2"	"2"	"64"	"10"	"13"	"23"	"611"	"0"	"611"	"0"
"177"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"Total No. of tendered votes"
"178"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"179"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"180"	"141"	"141"	"36"	"448"	"8"	"17"	"4"	"11"	"2"	"0"	"5"	"2"	"1"	"2"	"6"	"2"	"12"	"180"	"736"	"0"	"736"	"0"
"181"	"142"	"142"	"38"	"499"	"9"	"47"	"1"	"7"	"5"	"4"	"5"	"4"	"2"	"4"	"1"	"9"	"4"	"97"	"736"	"0"	"736"	"0"
"182"	"143"	"143"	"137"	"456"	"57"	"33"	"6"	"2"	"6"	"11"	"8"	"4"	"5"	"4"	"12"	"6"	"23"	"62"	"832"	"0"	"832"	"0"
"183"	"144"	"144"	"65"	"248"	"14"	"3"	"1"	"2"	"2"	"5"	"0"	"2"	"1"	"2"	"40"	"1"	"7"	"25"	"418"	"0"	"418"	"0"
"184"	"145"	"145"	"43"	"254"	"27"	"20"	"1"	"6"	"2"	"7"	"5"	"3"	"2"	"4"	"125"	"6"	"12"	"39"	"556"	"0"	"556"	"0"
"185"	"146"	"146"	"21"	"247"	"10"	"57"	"0"	"1"	"5"	"3"	"3"	"0"	"0"	"6"	"88"	"3"	"2"	"50"	"496"	"0"	"496"	"0"
"186"	"147"	"147"	"5"	"214"	"2"	"71"	"0"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"90"	"3"	"2"	"43"	"441"	"0"	"441"	"0"
"187"	"148"	"148"	"33"	"306"	"5"	"27"	"4"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"1"	"4"	"4"	"70"	"459"	"0"	"459"	"0"
"188"	"149"	"149"	"21"	"309"	"3"	"62"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"0"	"22"	"2"	"3"	"59"	"488"	"0"	"488"	"0"
"189"	"150"	"150"	"94"	"471"	"13"	"33"	"2"	"1"	"3"	"5"	"3"	"5"	"1"	"7"	"3"	"13"	"16"	"94"	"764"	"0"	"764"	"0"
"190"	"151"	"151"	"7"	"202"	"5"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"23"	"259"	"0"	"259"	"0"
"191"	"152"	"152"	"38"	"386"	"10"	"36"	"4"	"5"	"0"	"5"	"4"	"2"	"3"	"2"	"2"	"2"	"22"	"150"	"671"	"0"	"671"	"0"
"192"	"153"	"153"	"64"	"242"	"4"	"25"	"5"	"4"	"2"	"3"	"1"	"0"	"1"	"1"	"1"	"3"	"8"	"183"	"547"	"0"	"547"	"0"
"193"	"154"	"154"	"19"	"256"	"15"	"263"	"3"	"2"	"1"	"1"	"3"	"0"	"4"	"3"	"8"	"2"	"10"	"220"	"810"	"0"	"810"	"0"
"194"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"Total No. of tendered votes"
"195"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"196"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"197"	"155"	"155"	"19"	"253"	"14"	"228"	"4"	"7"	"2"	"3"	"2"	"3"	"8"	"3"	"6"	"4"	"4"	"196"	"756"	"0"	"756"	"0"
"198"	"156"	"156"	"20"	"264"	"21"	"108"	"3"	"6"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"5"	"13"	"312"	"757"	"0"	"757"	"0"
"199"	"157"	"157"	"0"	"150"	"13"	"7"	"1"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"3"	"140"	"324"	"0"	"324"	"0"
"200"	"158"	"158"	"0"	"27"	"0"	"15"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"3"	"0"	"3"	"322"	"373"	"0"	"373"	"0"
"201"	"159"	"159"	"4"	"11"	"13"	"403"	"7"	"3"	"3"	"3"	"4"	"3"	"5"	"8"	"49"	"3"	"9"	"40"	"568"	"0"	"568"	"0"
"202"	"160"	"160"	"48"	"120"	"7"	"65"	"1"	"1"	"0"	"4"	"1"	"0"	"1"	"0"	"1"	"2"	"6"	"243"	"500"	"0"	"500"	"0"
"203"	"161"	"161"	"25"	"320"	"17"	"151"	"2"	"0"	"0"	"6"	"3"	"2"	"4"	"7"	"15"	"5"	"12"	"71"	"640"	"0"	"640"	"0"
"204"	"162"	"162"	"22"	"461"	"5"	"98"	"0"	"2"	"2"	"2"	"1"	"3"	"3"	"2"	"1"	"5"	"6"	"122"	"735"	"0"	"735"	"0"
"205"	"163"	"163"	"19"	"376"	"13"	"40"	"0"	"8"	"3"	"2"	"2"	"8"	"3"	"4"	"3"	"4"	"20"	"183"	"688"	"0"	"688"	"0"
"206"	"164"	"164"	"118"	"561"	"25"	"31"	"3"	"0"	"6"	"6"	"7"	"4"	"2"	"7"	"3"	"6"	"14"	"72"	"865"	"0"	"865"	"0"
"207"	"165"	"165"	"38"	"424"	"9"	"48"	"2"	"1"	"0"	"1"	"4"	"1"	"3"	"3"	"1"	"5"	"7"	"105"	"652"	"0"	"652"	"0"
"208"	"166"	"166"	"19"	"323"	"3"	"152"	"3"	"2"	"2"	"2"	"3"	"2"	"1"	"6"	"11"	"3"	"12"	"22"	"566"	"0"	"566"	"0"
"209"	"167"	"167"	"19"	"441"	"13"	"182"	"3"	"3"	"1"	"0"	"1"	"4"	"4"	"8"	"31"	"1"	"6"	"55"	"772"	"0"	"772"	"0"
"210"	"168"	"168"	"12"	"353"	"17"	"179"	"6"	"1"	"1"	"2"	"2"	"2"	"1"	"6"	"7"	"6"	"13"	"80"	"688"	"0"	"688"	"0"
"211"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"Total No. of tendered votes"
"212"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"213"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"214"	"169"	"169"	"24"	"247"	"17"	"358"	"5"	"6"	"6"	"12"	"3"	"0"	"3"	"7"	"38"	"6"	"9"	"62"	"803"	"0"	"803"	"0"
"215"	"170"	"170"	"15"	"46"	"6"	"307"	"3"	"15"	"1"	"1"	"0"	"2"	"2"	"5"	"4"	"1"	"9"	"349"	"766"	"0"	"766"	"0"
"216"	"171"	"171"	"7"	"0"	"3"	"284"	"3"	"7"	"1"	"2"	"0"	"4"	"2"	"5"	"1"	"0"	"4"	"7"	"330"	"0"	"330"	"0"
"217"	"172"	"172"	"9"	"85"	"20"	"308"	"10"	"10"	"2"	"2"	"4"	"6"	"3"	"5"	"9"	"5"	"7"	"30"	"515"	"0"	"515"	"0"
"218"	"173"	"173"	"9"	"22"	"7"	"447"	"12"	"24"	"2"	"3"	"0"	"4"	"3"	"4"	"6"	"4"	"6"	"13"	"566"	"0"	"566"	"0"
"219"	"174"	"174"	"29"	"513"	"8"	"47"	"3"	"1"	"2"	"7"	"9"	"2"	"3"	"8"	"6"	"14"	"18"	"144"	"814"	"0"	"814"	"0"
"220"	"175"	"175"	"19"	"248"	"7"	"253"	"2"	"3"	"3"	"4"	"1"	"1"	"3"	"4"	"6"	"3"	"13"	"159"	"729"	"0"	"729"	"0"
"221"	"176"	"176"	"14"	"67"	"9"	"254"	"2"	"89"	"2"	"3"	"2"	"1"	"1"	"1"	"7"	"2"	"2"	"41"	"497"	"0"	"497"	"0"
"222"	"177"	"177"	"40"	"380"	"12"	"223"	"6"	"9"	"5"	"1"	"9"	"1"	"3"	"7"	"6"	"2"	"15"	"99"	"818"	"0"	"818"	"0"
"223"	"178"	"178"	"29"	"108"	"10"	"243"	"5"	"4"	"2"	"4"	"2"	"6"	"3"	"6"	"9"	"3"	"9"	"39"	"482"	"0"	"482"	"0"
"224"	"179"	"179"	"11"	"20"	"2"	"316"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"360"	"0"	"360"	"0"
"225"	"180"	"180"	"31"	"105"	"5"	"423"	"3"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"14"	"588"	"0"	"588"	"0"
"226"	"181"	"181"	"24"	"65"	"7"	"343"	"4"	"0"	"1"	"1"	"4"	"4"	"2"	"3"	"10"	"3"	"3"	"51"	"525"	"0"	"525"	"0"
"227"	"182"	"182"	"6"	"137"	"9"	"142"	"1"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"84"	"389"	"0"	"389"	"0"
"228"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"Total No. of tendered votes"
"229"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"230"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"231"	"183"	"183"	"16"	"54"	"5"	"373"	"5"	"5"	"1"	"3"	"1"	"2"	"1"	"5"	"11"	"3"	"15"	"64"	"564"	"0"	"564"	"0"
"232"	"184"	"184"	"21"	"150"	"11"	"531"	"5"	"5"	"1"	"1"	"2"	"3"	"0"	"3"	"7"	"2"	"4"	"31"	"777"	"0"	"777"	"0"
"233"	"185"	"185"	"20"	"11"	"4"	"363"	"10"	"4"	"1"	"2"	"1"	"1"	"1"	"5"	"4"	"2"	"8"	"37"	"474"	"0"	"474"	"0"
"234"	"186"	"186"	"32"	"18"	"2"	"310"	"4"	"5"	"1"	"2"	"1"	"1"	"0"	"5"	"5"	"0"	"5"	"14"	"405"	"0"	"405"	"0"
"235"	"187"	"187"	"17"	"15"	"7"	"494"	"12"	"60"	"3"	"2"	"1"	"4"	"2"	"4"	"9"	"3"	"5"	"24"	"662"	"0"	"662"	"0"
"236"	"188"	"188"	"16"	"313"	"12"	"194"	"4"	"2"	"1"	"3"	"2"	"2"	"1"	"3"	"0"	"2"	"3"	"13"	"571"	"0"	"571"	"0"
"237"	"189"	"189"	"5"	"22"	"8"	"374"	"4"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"5"	"429"	"0"	"429"	"0"
"238"	"Total no. of votes recorded at polling stations"	""	"4739"	"37184"	"2191"	"38700"	"758"	"2071"	"421"	"536"	"580"	"432"	"503"	"604"	"2375"	"599"	"1492"	"15868"	"109053"	"0"	"109053"	"0"
"239"	"No. of votes recorded on postal ballot papers"	""	"Not Applicable"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"(To be filled in the Case of election from an assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Total no. of votes recorded at polling
stations"	""	"4739"	"37184"	"2191"	"38700"	"758"	"2071"	"421"	"536"	"580"	"432"	"503"	"604"	"2375"	"599"	"1492"	"15868"	"109053"	"0"	"109053"	""
"242"	"Place : ……………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"Date : …………………………                                                                                                    11-katihar Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
