"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"1"	"[See rule  56(7) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"(To be used recording the result of voting at polling sations other than notified polling stations) Election of the HOUSE OF PEOPLE From the 14 - DARBHANGA PARLIAMENTARY Constituency PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"(To be used for Parliamentary and Assembly elections) Name of the Assembly Segment ( in the case of election for a Parliamentary constituency )…81 ALINAGAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of electors in Assembly constituency / Segment   : 211199"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Sl.
No."	"No. of Polling Station"	"No. of Valid votes cast  in  favou r  of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected
votes"	"Total"	"No. of Tendered votes"
"154"	"137"	"137"	"11"	"91"	"300"	"5"	"0"	"2"	"3"	"1"	"2"	"8"	"1"	"12"	"6"	"14"	"456"	"-"	"456"	""
"155"	"138"	"138"	"23"	"31"	"502"	"17"	"2"	"3"	"1"	"1"	"0"	"2"	"1"	"9"	"2"	"6"	"600"	"-"	"600"	""
"156"	"139"	"139"	"39"	"18"	"273"	"6"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"6"	"1"	"1"	"350"	"-"	"350"	""
"157"	"140"	"140"	"26"	"84"	"248"	"6"	"0"	"0"	"1"	"3"	"1"	"4"	"4"	"6"	"5"	"13"	"401"	"-"	"401"	""
"158"	"141"	"141"	"18"	"172"	"94"	"8"	"2"	"2"	"4"	"2"	"4"	"0"	"3"	"3"	"5"	"13"	"330"	"-"	"330"	""
"159"	"142"	"142"	"51"	"290"	"247"	"15"	"4"	"6"	"2"	"2"	"5"	"4"	"7"	"13"	"34"	"26"	"706"	"-"	"706"	""
"160"	"143"	"143"	"14"	"180"	"97"	"24"	"4"	"1"	"1"	"6"	"1"	"3"	"7"	"5"	"10"	"31"	"384"	"-"	"384"	""
"161"	"144"	"144"	"11"	"208"	"234"	"2"	"3"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"5"	"7"	"477"	"-"	"477"	""
"162"	"145"	"145"	"14"	"225"	"114"	"8"	"8"	"5"	"6"	"1"	"6"	"6"	"1"	"4"	"43"	"3"	"444"	"-"	"444"	""
"163"	"146"	"146"	"23"	"265"	"226"	"14"	"2"	"3"	"7"	"2"	"1"	"6"	"6"	"8"	"13"	"7"	"583"	"-"	"583"	""
"164"	"147"	"147"	"36"	"31"	"303"	"7"	"2"	"2"	"4"	"3"	"2"	"2"	"1"	"3"	"6"	"12"	"414"	"-"	"414"	""
"165"	"148"	"148"	"52"	"33"	"362"	"6"	"3"	"1"	"2"	"1"	"0"	"2"	"3"	"8"	"3"	"9"	"485"	"-"	"485"	""
"166"	"149"	"149"	"18"	"163"	"326"	"6"	"2"	"2"	"5"	"9"	"41"	"6"	"5"	"12"	"22"	"22"	"639"	"-"	"639"	""
"167"	"150"	"150"	"26"	"208"	"169"	"7"	"1"	"3"	"1"	"1"	"0"	"1"	"2"	"5"	"9"	"5"	"438"	"-"	"438"	""
"168"	"151"	"151"	"34"	"92"	"305"	"6"	"5"	"3"	"2"	"1"	"4"	"7"	"7"	"8"	"10"	"11"	"495"	"-"	"495"	""
"169"	"152"	"152"	"32"	"190"	"205"	"9"	"3"	"0"	"3"	"4"	"6"	"4"	"7"	"10"	"14"	"19"	"506"	"-"	"506"	""
"170"	"153"	"153"	"17"	"49"	"391"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"2"	"2"	"469"	"-"	"469"	""
"171"	"154"	"154"	"28"	"35"	"382"	"13"	"3"	"0"	"1"	"1"	"0"	"2"	"3"	"10"	"4"	"11"	"493"	"-"	"493"	""
"172"	"155"	"155"	"31"	"309"	"65"	"6"	"5"	"4"	"0"	"8"	"0"	"2"	"2"	"5"	"80"	"10"	"527"	"-"	"527"	""
"173"	"156"	"156"	"22"	"322"	"190"	"31"	"4"	"3"	"3"	"4"	"5"	"1"	"3"	"5"	"7"	"2"	"602"	"-"	"602"	""
"174"	"157"	"157"	"20"	"184"	"183"	"21"	"1"	"6"	"2"	"3"	"3"	"3"	"4"	"6"	"11"	"3"	"450"	"-"	"450"	""
"175"	"158"	"158"	"16"	"486"	"109"	"2"	"2"	"1"	"0"	"2"	"6"	"3"	"1"	"7"	"12"	"26"	"673"	"-"	"673"	""
"176"	"159"	"159"	"10"	"401"	"63"	"30"	"2"	"2"	"2"	"7"	"4"	"4"	"3"	"5"	"14"	"8"	"555"	"-"	"555"	""
"177"	"160"	"160"	"15"	"14"	"159"	"76"	"4"	"2"	"3"	"4"	"2"	"3"	"3"	"4"	"2"	"7"	"298"	"-"	"298"	""
"178"	"161"	"161"	"23"	"23"	"387"	"7"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"3"	"3"	"452"	"-"	"452"	""
"179"	"162"	"162"	"30"	"523"	"38"	"5"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"2"	"9"	"17"	"630"	"-"	"630"	""
"180"	"163"	"163"	"46"	"454"	"42"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"4"	"3"	"3"	"560"	"-"	"560"	""
"181"	"164"	"164"	"23"	"393"	"67"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"8"	"9"	"512"	"-"	"512"	""
"182"	"165"	"165"	"25"	"197"	"60"	"2"	"0"	"0"	"0"	"1"	"2"	"2"	"2"	"6"	"11"	"13"	"321"	"-"	"321"	""
"183"	"166"	"166"	"29"	"46"	"597"	"11"	"3"	"1"	"0"	"1"	"1"	"1"	"3"	"3"	"9"	"6"	"711"	"-"	"711"	""
"184"	"167"	"167"	"19"	"159"	"350"	"24"	"9"	"4"	"2"	"7"	"5"	"15"	"19"	"14"	"40"	"66"	"733"	"-"	"733"	""
"185"	"168"	"168"	"36"	"279"	"82"	"3"	"2"	"6"	"7"	"8"	"6"	"5"	"11"	"6"	"27"	"35"	"513"	"-"	"513"	""
"186"	"169"	"169"	"22"	"147"	"305"	"14"	"6"	"6"	"4"	"8"	"4"	"3"	"1"	"1"	"2"	"3"	"526"	"-"	"526"	""
"187"	"170"	"170"	"18"	"125"	"447"	"18"	"6"	"6"	"4"	"5"	"3"	"9"	"6"	"4"	"3"	"5"	"659"	"-"	"659"	""
"188"	"171"	"171"	"14"	"570"	"11"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"601"	"-"	"601"	""
"189"	"172"	"172"	"14"	"163"	"218"	"6"	"1"	"3"	"3"	"2"	"1"	"2"	"6"	"7"	"16"	"25"	"467"	"-"	"467"	""
"190"	"173"	"173"	"37"	"124"	"140"	"9"	"5"	"5"	"5"	"7"	"2"	"3"	"6"	"7"	"24"	"23"	"397"	"-"	"397"	""
"191"	"174"	"174"	"29"	"421"	"69"	"7"	"1"	"4"	"1"	"1"	"4"	"2"	"4"	"2"	"22"	"51"	"618"	"-"	"618"	""
"192"	"Sl.
No."	"No. of Polling Station"	"No. of Valid votes cast  in  favou r  of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected
votes"	"Total"	"No. of Tendered votes"
"193"	""	""	"Ajay Ku mar Jalan"	"Md. Ali Ashraf Fatmi"	"Kirti Azad"	"Yugeshwar Sahani"	"Ku mari Su reshwari"	"Md.
Khu rsheed Alam"	"Du rga Nand
Mahabir Nayak"	"Md.
Nizamu ddin"	"Sathy Narayn Mu khiya"	"Abdu r Rahim"	"Govind Acharya"	"Bharat Yadav"	"Lal Bahadu r
Yadav"	"Prof. Hareram Acharya"	""	""	""	""
"194"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"195"	"175"	"175"	"7"	"965"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"4"	"985"	"-"	"985"	""
"196"	"176"	"176"	"29"	"191"	"283"	"16"	"13"	"4"	"7"	"4"	"6"	"8"	"5"	"2"	"10"	"14"	"592"	"-"	"592"	""
"197"	"177"	"177"	"15"	"86"	"325"	"8"	"4"	"2"	"1"	"1"	"4"	"5"	"4"	"8"	"12"	"23"	"498"	"-"	"498"	""
"198"	"178"	"178"	"30"	"186"	"320"	"14"	"3"	"2"	"1"	"6"	"1"	"6"	"10"	"19"	"36"	"54"	"688"	"-"	"688"	""
"199"	"179"	"179"	"22"	"187"	"374"	"11"	"5"	"4"	"5"	"3"	"7"	"3"	"6"	"6"	"10"	"6"	"649"	"-"	"649"	""
"200"	"180"	"180"	"45"	"75"	"289"	"14"	"3"	"5"	"2"	"7"	"3"	"3"	"6"	"9"	"14"	"26"	"501"	"-"	"501"	""
"201"	"181"	"181"	"8"	"14"	"258"	"9"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"4"	"301"	"-"	"301"	""
"202"	"182"	"182"	"26"	"98"	"161"	"10"	"0"	"1"	"1"	"2"	"3"	"6"	"6"	"11"	"20"	"14"	"359"	"-"	"359"	""
"203"	"183"	"183"	"64"	"10"	"311"	"9"	"4"	"1"	"1"	"0"	"1"	"3"	"5"	"10"	"1"	"5"	"425"	"-"	"425"	""
"204"	"184"	"184"	"59"	"28"	"289"	"21"	"0"	"0"	"0"	"3"	"2"	"2"	"6"	"10"	"8"	"10"	"438"	"-"	"438"	""
"205"	"185"	"185"	"115"	"230"	"112"	"13"	"7"	"2"	"3"	"2"	"3"	"3"	"1"	"2"	"7"	"7"	"507"	"-"	"507"	""
"206"	"186"	"186"	"66"	"4"	"208"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"3"	"0"	"2"	"288"	"-"	"288"	""
"207"	"187"	"187"	"52"	"6"	"255"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"1"	"7"	"333"	"-"	"333"	""
"208"	"188"	"188"	"15"	"152"	"76"	"9"	"4"	"0"	"7"	"1"	"3"	"2"	"12"	"36"	"39"	"66"	"422"	"-"	"422"	""
"209"	"189"	"189"	"311"	"7"	"280"	"10"	"4"	"3"	"0"	"2"	"1"	"2"	"5"	"20"	"6"	"25"	"676"	"-"	"676"	""
"210"	"190"	"190"	"141"	"88"	"193"	"9"	"5"	"4"	"2"	"3"	"4"	"2"	"3"	"6"	"8"	"12"	"480"	"-"	"480"	""
"211"	"191"	"191"	"97"	"39"	"297"	"11"	"5"	"2"	"3"	"2"	"3"	"5"	"7"	"10"	"17"	"24"	"522"	"-"	"522"	""
"212"	"192"	"192"	"83"	"319"	"93"	"6"	"4"	"3"	"2"	"4"	"5"	"4"	"7"	"4"	"18"	"26"	"578"	"-"	"578"	""
"213"	"Total No. of votes recording at
polling Stat ions"	""	"6788"	"33125"	"35431"	"1729"	"470"	"528"	"443"	"601"	"994"	"725"	"716"	"1177"	"2287"	"2640"	"87654"	"-"	"87654"	""
"214"	"No. of votes
recorded on  postal ballot  papers (To be elect ion  from an  assembly
const ituency)"	""	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"-"	"Nil"	""
"215"	"Total Votes polled"	""	"6788"	"33125"	"35431"	"1729"	"470"	"528"	"443"	"601"	"994"	"725"	"716"	"1177"	"2287"	"2640"	"87654"	"-"	"87654"	""
"216"	"Place :    DARBHANGA                                                                                                                                                                  Assistant  Ret urning Officer                                                                           Ret urning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"Date  :    16/ 05/ 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
