"Total.No..of.Electors.in.Assembly.Constituency.Segment..206129"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"188"	"90"	"137"	"453"	"24"	"7"	"2"	"2"	"11"	"7"	"6"	"4"	"8"	"4"	"665"	"0"	"665"	"0"
"189"	"91"	"255"	"75"	"48"	"2"	"1"	"1"	"4"	"5"	"2"	"1"	"6"	"7"	"407"	"0"	"407"	"0"
"190"	"92"	"78"	"100"	"175"	"4"	"2"	"0"	"8"	"7"	"2"	"6"	"2"	"11"	"395"	"0"	"395"	"0"
"191"	"93"	"469"	"58"	"10"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"544"	"0"	"544"	"0"
"192"	"94"	"310"	"215"	"9"	"3"	"0"	"3"	"4"	"2"	"1"	"2"	"5"	"2"	"556"	"0"	"556"	"0"
"193"	"95"	"214"	"273"	"16"	"3"	"2"	"4"	"14"	"5"	"1"	"1"	"3"	"8"	"544"	"0"	"544"	"0"
"194"	"96"	"171"	"317"	"11"	"2"	"1"	"1"	"6"	"3"	"2"	"2"	"19"	"15"	"550"	"0"	"550"	"0"
"195"	"97"	"119"	"167"	"64"	"5"	"2"	"0"	"5"	"5"	"2"	"1"	"4"	"3"	"377"	"0"	"377"	"0"
"196"	"98"	"541"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"549"	"0"	"549"	"0"
"197"	"Total"	"3648"	"2537"	"542"	"44"	"23"	"22"	"91"	"52"	"30"	"37"	"90"	"94"	"7210"	"0"	"7210"	"0"
"198"	"B.F."	"14348"	"23794"	"3191"	"235"	"103"	"110"	"365"	"164"	"186"	"184"	"398"	"773"	"43851"	"0"	"43851"	"0"
"199"	"G. Total"	"17996"	"26331"	"3733"	"279"	"126"	"132"	"456"	"216"	"216"	"221"	"488"	"867"	"51061"	"0"	"51061"	"0"
"200"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"201"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"203"	"99"	"704"	"39"	"6"	"1"	"0"	"2"	"1"	"1"	"1"	"3"	"3"	"3"	"764"	"0"	"764"	"0"
"204"	"100"	"243"	"41"	"17"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"304"	"0"	"304"	"0"
"205"	"101"	"230"	"371"	"26"	"2"	"3"	"4"	"32"	"4"	"11"	"4"	"11"	"14"	"712"	"0"	"712"	"0"
"206"	"102"	"260"	"205"	"24"	"6"	"1"	"0"	"3"	"2"	"4"	"4"	"8"	"9"	"526"	"0"	"526"	"0"
"207"	"103"	"106"	"87"	"66"	"0"	"0"	"2"	"7"	"2"	"0"	"0"	"0"	"3"	"273"	"0"	"273"	"0"
"208"	"104"	"129"	"203"	"43"	"5"	"2"	"2"	"12"	"0"	"1"	"3"	"8"	"5"	"413"	"0"	"413"	"0"
"209"	"105"	"31"	"342"	"32"	"2"	"1"	"4"	"5"	"2"	"2"	"2"	"3"	"4"	"430"	"0"	"430"	"0"
"210"	"106"	"61"	"229"	"65"	"4"	"2"	"0"	"1"	"2"	"0"	"3"	"9"	"14"	"390"	"0"	"390"	"0"
"211"	"107"	"180"	"281"	"40"	"1"	"5"	"4"	"12"	"5"	"4"	"7"	"23"	"30"	"592"	"0"	"592"	"0"
"212"	"108"	"240"	"200"	"76"	"3"	"6"	"3"	"9"	"4"	"4"	"6"	"12"	"22"	"585"	"0"	"585"	"0"
"213"	"109"	"61"	"285"	"141"	"17"	"3"	"1"	"10"	"1"	"2"	"0"	"4"	"8"	"533"	"0"	"533"	"0"
"214"	"110"	"290"	"304"	"30"	"1"	"1"	"1"	"9"	"4"	"0"	"2"	"10"	"18"	"670"	"0"	"670"	"0"
"215"	"111"	"147"	"319"	"18"	"7"	"3"	"0"	"14"	"1"	"4"	"2"	"4"	"3"	"522"	"0"	"522"	"0"
"216"	"112"	"257"	"91"	"11"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"3"	"3"	"371"	"0"	"371"	"0"
"217"	"Total"	"2939"	"2997"	"595"	"49"	"27"	"25"	"118"	"29"	"33"	"38"	"98"	"137"	"7085"	"0"	"7085"	"0"
"218"	"B.F."	"17996"	"26331"	"3733"	"279"	"126"	"132"	"456"	"216"	"216"	"221"	"488"	"867"	"51061"	"0"	"51061"	"0"
"219"	"G. Total"	"20935"	"29328"	"4328"	"328"	"153"	"157"	"574"	"245"	"249"	"259"	"586"	"1004"	"58146"	"0"	"58146"	"0"
"220"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"221"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"223"	"113"	"272"	"81"	"6"	"1"	"1"	"1"	"6"	"3"	"4"	"1"	"5"	"4"	"385"	"0"	"385"	"0"
"224"	"114"	"210"	"468"	"14"	"9"	"6"	"5"	"8"	"6"	"8"	"12"	"19"	"65"	"830"	"0"	"830"	"0"
"225"	"115"	"217"	"138"	"82"	"6"	"1"	"3"	"9"	"3"	"5"	"4"	"7"	"10"	"485"	"0"	"485"	"0"
"226"	"116"	"109"	"199"	"73"	"2"	"0"	"2"	"4"	"3"	"4"	"1"	"16"	"20"	"433"	"0"	"433"	"0"
"227"	"117"	"156"	"125"	"30"	"6"	"2"	"1"	"4"	"2"	"3"	"1"	"7"	"11"	"348"	"0"	"348"	"0"
"228"	"118"	"438"	"178"	"39"	"4"	"4"	"8"	"21"	"5"	"10"	"6"	"13"	"26"	"752"	"0"	"752"	"0"
"229"	"119"	"44"	"733"	"46"	"4"	"0"	"1"	"6"	"3"	"0"	"5"	"6"	"10"	"858"	"0"	"858"	"0"
"230"	"120"	"160"	"374"	"31"	"3"	"2"	"2"	"4"	"0"	"0"	"1"	"3"	"0"	"580"	"0"	"580"	"0"
"231"	"121"	"50"	"258"	"17"	"7"	"1"	"2"	"11"	"3"	"4"	"3"	"11"	"15"	"382"	"0"	"382"	"0"
"232"	"122"	"11"	"901"	"7"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"925"	"0"	"925"	"0"
"233"	"123"	"137"	"884"	"8"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"1035"	"0"	"1035"	"0"
"234"	"124"	"95"	"699"	"6"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"803"	"0"	"803"	"0"
"235"	"125"	"28"	"399"	"19"	"6"	"2"	"0"	"13"	"3"	"1"	"2"	"15"	"17"	"505"	"0"	"505"	"0"
"236"	"126"	"293"	"189"	"25"	"1"	"0"	"0"	"11"	"2"	"3"	"3"	"4"	"0"	"531"	"0"	"531"	"0"
"237"	"Total"	"2220"	"5626"	"403"	"50"	"20"	"26"	"106"	"33"	"42"	"40"	"108"	"178"	"8852"	"0"	"8852"	"0"
"238"	"B.F."	"20935"	"29328"	"4328"	"328"	"153"	"157"	"574"	"245"	"249"	"259"	"586"	"1004"	"58146"	"0"	"58146"	"0"
"239"	"G. Total"	"23155"	"34954"	"4731"	"378"	"173"	"183"	"680"	"278"	"291"	"299"	"694"	"1182"	"66998"	"0"	"66998"	"0"
"240"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"241"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"242"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"243"	"127"	"284"	"234"	"71"	"6"	"1"	"5"	"46"	"6"	"5"	"8"	"4"	"14"	"684"	"0"	"684"	"0"
"244"	"128"	"123"	"237"	"38"	"9"	"3"	"4"	"9"	"2"	"2"	"1"	"10"	"9"	"447"	"0"	"447"	"0"
"245"	"129"	"111"	"197"	"6"	"0"	"1"	"1"	"8"	"3"	"0"	"1"	"1"	"8"	"337"	"0"	"337"	"0"
"246"	"130"	"112"	"392"	"40"	"4"	"7"	"2"	"9"	"2"	"3"	"5"	"16"	"14"	"606"	"0"	"606"	"0"
"247"	"131"	"281"	"124"	"57"	"2"	"2"	"3"	"11"	"8"	"0"	"0"	"7"	"4"	"499"	"0"	"499"	"0"
"248"	"132"	"48"	"316"	"26"	"0"	"3"	"3"	"5"	"4"	"3"	"2"	"12"	"12"	"434"	"0"	"434"	"0"
"249"	"133"	"75"	"156"	"135"	"9"	"4"	"3"	"4"	"6"	"4"	"13"	"14"	"35"	"458"	"0"	"458"	"0"
"250"	"134"	"249"	"209"	"135"	"6"	"4"	"3"	"4"	"2"	"5"	"2"	"6"	"8"	"633"	"0"	"633"	"0"
"251"	"135"	"279"	"287"	"37"	"1"	"2"	"1"	"4"	"3"	"1"	"9"	"5"	"4"	"633"	"0"	"633"	"0"
"252"	"136"	"222"	"328"	"28"	"5"	"5"	"3"	"9"	"6"	"6"	"4"	"19"	"18"	"653"	"0"	"653"	"0"
"253"	"137"	"274"	"213"	"71"	"7"	"1"	"3"	"9"	"3"	"6"	"2"	"5"	"18"	"612"	"0"	"612"	"0"
"254"	"138"	"430"	"159"	"39"	"13"	"2"	"1"	"3"	"6"	"12"	"4"	"4"	"12"	"685"	"0"	"685"	"0"
"255"	"139"	"104"	"173"	"87"	"4"	"1"	"2"	"10"	"5"	"5"	"8"	"10"	"19"	"428"	"0"	"428"	"0"
"256"	"140"	"176"	"142"	"18"	"3"	"1"	"4"	"6"	"1"	"2"	"0"	"9"	"7"	"369"	"0"	"369"	"0"
"257"	"Total"	"2768"	"3167"	"788"	"69"	"37"	"38"	"137"	"57"	"54"	"59"	"122"	"182"	"7478"	"0"	"7478"	"0"
"258"	"B.F."	"23155"	"34954"	"4731"	"378"	"173"	"183"	"680"	"278"	"291"	"299"	"694"	"1182"	"66998"	"0"	"66998"	"0"
"259"	"G. Total"	"25923"	"38121"	"5519"	"447"	"210"	"221"	"817"	"335"	"345"	"358"	"816"	"1364"	"74476"	"0"	"74476"	"0"
"260"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"261"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"263"	"141"	"354"	"177"	"134"	"11"	"6"	"3"	"13"	"5"	"8"	"0"	"5"	"12"	"728"	"0"	"728"	"0"
"264"	"142"	"103"	"70"	"61"	"3"	"2"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"244"	"0"	"244"	"0"
"265"	"143"	"195"	"157"	"78"	"6"	"1"	"2"	"12"	"7"	"4"	"4"	"4"	"13"	"483"	"0"	"483"	"0"
"266"	"144"	"201"	"111"	"124"	"5"	"3"	"6"	"8"	"6"	"4"	"4"	"6"	"8"	"486"	"0"	"486"	"0"
"267"	"145"	"164"	"99"	"65"	"4"	"1"	"0"	"8"	"5"	"4"	"2"	"4"	"20"	"376"	"0"	"376"	"0"
"268"	"146"	"132"	"206"	"53"	"4"	"1"	"3"	"7"	"3"	"1"	"1"	"5"	"11"	"427"	"0"	"427"	"0"
"269"	"147"	"193"	"266"	"65"	"7"	"2"	"2"	"7"	"7"	"2"	"3"	"1"	"6"	"561"	"0"	"561"	"0"
"270"	"148"	"117"	"248"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"4"	"4"	"379"	"0"	"379"	"0"
"271"	"149"	"229"	"196"	"17"	"3"	"4"	"6"	"13"	"10"	"8"	"11"	"17"	"18"	"532"	"0"	"532"	"0"
"272"	"150"	"232"	"62"	"17"	"6"	"1"	"1"	"2"	"3"	"3"	"2"	"11"	"29"	"369"	"0"	"369"	"0"
"273"	"151"	"64"	"494"	"3"	"3"	"0"	"4"	"11"	"3"	"2"	"2"	"8"	"20"	"614"	"0"	"614"	"0"
"274"	"152"	"43"	"339"	"18"	"5"	"4"	"4"	"10"	"5"	"2"	"2"	"4"	"7"	"443"	"0"	"443"	"0"
"275"	"153"	"96"	"147"	"78"	"7"	"2"	"2"	"4"	"1"	"2"	"1"	"3"	"1"	"344"	"0"	"344"	"0"
"276"	"154"	"109"	"201"	"9"	"2"	"1"	"1"	"4"	"0"	"0"	"0"	"4"	"4"	"335"	"0"	"335"	"0"
"277"	"Total"	"2232"	"2773"	"725"	"66"	"30"	"35"	"100"	"55"	"42"	"33"	"76"	"154"	"6321"	"0"	"6321"	"0"
"278"	"B.F."	"25923"	"38121"	"5519"	"447"	"210"	"221"	"817"	"335"	"345"	"358"	"816"	"1364"	"74476"	"0"	"74476"	"0"
"279"	"G. Total"	"28155"	"40894"	"6244"	"513"	"240"	"256"	"917"	"390"	"387"	"391"	"892"	"1518"	"80797"	"0"	"80797"	"0"
"280"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"281"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"282"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"283"	"155"	"185"	"121"	"9"	"3"	"3"	"0"	"3"	"3"	"1"	"2"	"5"	"8"	"343"	"0"	"343"	"0"
"284"	"156"	"37"	"283"	"4"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"329"	"0"	"329"	"0"
"285"	"157"	"110"	"347"	"26"	"6"	"4"	"3"	"7"	"2"	"2"	"1"	"6"	"8"	"522"	"0"	"522"	"0"
"286"	"158"	"166"	"213"	"44"	"8"	"4"	"4"	"10"	"5"	"12"	"5"	"10"	"19"	"500"	"0"	"500"	"0"
"287"	"159"	"63"	"139"	"2"	"1"	"2"	"0"	"0"	"0"	"2"	"1"	"4"	"2"	"216"	"0"	"216"	"0"
"288"	"160"	"23"	"242"	"8"	"0"	"2"	"1"	"7"	"4"	"1"	"4"	"4"	"0"	"296"	"0"	"296"	"0"
"289"	"161"	"49"	"564"	"44"	"3"	"0"	"1"	"2"	"3"	"6"	"1"	"5"	"3"	"681"	"0"	"681"	"0"
"290"	"162"	"235"	"268"	"20"	"8"	"7"	"5"	"13"	"11"	"3"	"10"	"18"	"25"	"623"	"0"	"623"	"0"
"291"	"163"	"207"	"375"	"33"	"5"	"3"	"4"	"19"	"4"	"2"	"2"	"7"	"8"	"669"	"0"	"669"	"0"
"292"	"164"	"149"	"222"	"110"	"2"	"1"	"3"	"3"	"3"	"3"	"4"	"8"	"9"	"517"	"0"	"517"	"0"
"293"	"165"	"207"	"116"	"31"	"5"	"0"	"2"	"6"	"2"	"4"	"3"	"1"	"5"	"382"	"0"	"382"	"0"
"294"	"166"	"133"	"293"	"15"	"4"	"0"	"1"	"2"	"0"	"0"	"0"	"4"	"3"	"455"	"0"	"455"	"0"
"295"	"167"	"107"	"56"	"71"	"2"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"241"	"0"	"241"	"0"
"296"	"168"	"207"	"424"	"36"	"6"	"3"	"3"	"14"	"3"	"4"	"3"	"7"	"9"	"719"	"0"	"719"	"0"
"297"	"Total"	"1878"	"3663"	"453"	"54"	"30"	"28"	"92"	"40"	"41"	"36"	"79"	"99"	"6493"	"0"	"6493"	"0"
"298"	"B.F."	"28155"	"40894"	"6244"	"513"	"240"	"256"	"917"	"390"	"387"	"391"	"892"	"1518"	"80797"	"0"	"80797"	"0"
"299"	"G. Total"	"30033"	"44557"	"6697"	"567"	"270"	"284"	"1009"	"430"	"428"	"427"	"971"	"1617"	"87290"	"0"	"87290"	"0"
"300"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"301"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"302"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"303"	"169"	"103"	"202"	"43"	"4"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"2"	"360"	"0"	"360"	"0"
"304"	"170"	"106"	"199"	"7"	"1"	"2"	"1"	"2"	"0"	"2"	"0"	"2"	"10"	"332"	"0"	"332"	"0"
"305"	"171"	"10"	"280"	"29"	"2"	"0"	"0"	"5"	"3"	"1"	"1"	"4"	"12"	"347"	"0"	"347"	"0"
"306"	"172"	"117"	"236"	"177"	"7"	"7"	"4"	"13"	"9"	"6"	"5"	"8"	"11"	"600"	"0"	"600"	"0"
"307"	"173"	"223"	"254"	"31"	"7"	"4"	"2"	"9"	"5"	"2"	"6"	"7"	"11"	"561"	"0"	"561"	"0"
"308"	"174"	"140"	"284"	"84"	"2"	"3"	"1"	"13"	"3"	"1"	"7"	"15"	"16"	"569"	"0"	"569"	"0"
"309"	"175"	"280"	"181"	"38"	"6"	"0"	"2"	"10"	"5"	"3"	"2"	"7"	"11"	"545"	"0"	"545"	"0"
"310"	"176"	"124"	"139"	"3"	"2"	"1"	"0"	"4"	"1"	"0"	"0"	"1"	"4"	"279"	"0"	"279"	"0"
"311"	"177"	"249"	"54"	"62"	"4"	"1"	"2"	"3"	"1"	"5"	"2"	"5"	"11"	"399"	"0"	"399"	"0"
"312"	"178"	"101"	"128"	"3"	"1"	"1"	"0"	"3"	"2"	"0"	"0"	"3"	"0"	"242"	"0"	"242"	"0"
"313"	"179"	"15"	"534"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"555"	"0"	"555"	"0"
"314"	"180"	"240"	"271"	"90"	"8"	"2"	"2"	"15"	"2"	"5"	"0"	"5"	"4"	"644"	"0"	"644"	"0"
"315"	"181"	"132"	"294"	"51"	"8"	"3"	"3"	"7"	"6"	"8"	"13"	"17"	"16"	"558"	"0"	"558"	"0"
"316"	"182"	"242"	"184"	"15"	"5"	"0"	"0"	"2"	"0"	"4"	"2"	"6"	"10"	"470"	"0"	"470"	"0"
"317"	"Total"	"2082"	"3240"	"637"	"57"	"24"	"18"	"87"	"38"	"39"	"39"	"82"	"118"	"6461"	"0"	"6461"	"0"
"318"	"B.F."	"30033"	"44557"	"6697"	"567"	"270"	"284"	"1009"	"430"	"428"	"427"	"971"	"1617"	"87290"	"0"	"87290"	"0"
"319"	"G. Total"	"32115"	"47797"	"7334"	"624"	"294"	"302"	"1096"	"468"	"467"	"466"	"1053"	"1735"	"93751"	"0"	"93751"	"0"
"320"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"321"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"322"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"323"	"183"	"144"	"317"	"78"	"5"	"5"	"1"	"11"	"6"	"10"	"12"	"23"	"40"	"652"	"0"	"652"	"0"
"324"	"184"	"191"	"175"	"80"	"1"	"0"	"0"	"4"	"1"	"2"	"0"	"2"	"4"	"460"	"0"	"460"	"0"
"325"	"185"	"152"	"389"	"18"	"4"	"0"	"0"	"3"	"0"	"4"	"3"	"5"	"5"	"583"	"0"	"583"	"0"
"326"	"186"	"0"	"612"	"4"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"620"	"0"	"620"	"0"
"327"	"187"	"2"	"441"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"445"	"0"	"445"	"0"
"328"	"188"	"117"	"117"	"37"	"4"	"1"	"1"	"6"	"0"	"0"	"0"	"4"	"4"	"291"	"0"	"291"	"0"
"329"	"189"	"2"	"653"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"656"	"0"	"656"	"0"
"330"	"190"	"4"	"597"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"601"	"0"	"601"	"0"
"331"	"191"	"3"	"447"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"452"	"0"	"452"	"0"
"332"	"192"	"23"	"340"	"40"	"0"	"1"	"1"	"6"	"1"	"2"	"0"	"2"	"5"	"421"	"0"	"421"	"0"
"333"	"193"	"100"	"189"	"16"	"6"	"8"	"4"	"4"	"1"	"3"	"3"	"7"	"10"	"351"	"0"	"351"	"0"
"334"	"194"	"34"	"490"	"44"	"7"	"6"	"2"	"6"	"4"	"2"	"3"	"25"	"29"	"652"	"0"	"652"	"0"
"335"	"195"	"363"	"98"	"14"	"3"	"1"	"0"	"3"	"0"	"2"	"2"	"4"	"12"	"502"	"0"	"502"	"0"
"336"	"196"	"473"	"140"	"6"	"2"	"4"	"2"	"2"	"4"	"2"	"1"	"7"	"11"	"654"	"0"	"654"	"0"
"337"	"Total"	"1608"	"5005"	"339"	"34"	"27"	"11"	"47"	"18"	"27"	"24"	"80"	"120"	"7340"	"0"	"7340"	"0"
"338"	"B.F."	"32115"	"47797"	"7334"	"624"	"294"	"302"	"1096"	"468"	"467"	"466"	"1053"	"1735"	"93751"	"0"	"93751"	"0"
"339"	"G. Total"	"33723"	"52802"	"7673"	"658"	"321"	"313"	"1143"	"486"	"494"	"490"	"1133"	"1855"	"101091"	"0"	"101091"	"0"
"340"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"341"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"342"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"343"	"197"	"409"	"131"	"6"	"2"	"0"	"2"	"2"	"0"	"4"	"0"	"3"	"4"	"563"	"0"	"563"	"0"
"344"	"198"	"202"	"446"	"8"	"2"	"3"	"1"	"7"	"4"	"1"	"4"	"8"	"12"	"698"	"0"	"698"	"0"
"345"	"199"	"94"	"299"	"6"	"3"	"3"	"5"	"4"	"6"	"2"	"4"	"12"	"10"	"448"	"0"	"448"	"0"
"346"	"200"	"232"	"350"	"25"	"4"	"3"	"4"	"5"	"4"	"0"	"0"	"1"	"4"	"632"	"0"	"632"	"0"
"347"	"201"	"326"	"110"	"77"	"1"	"1"	"1"	"7"	"4"	"1"	"3"	"3"	"7"	"541"	"0"	"541"	"0"
"348"	"202"	"128"	"282"	"35"	"5"	"7"	"2"	"17"	"4"	"3"	"4"	"14"	"10"	"511"	"0"	"511"	"0"
"349"	"203"	"110"	"183"	"16"	"2"	"1"	"1"	"2"	"1"	"0"	"0"	"8"	"6"	"330"	"0"	"330"	"0"
"350"	"204"	"80"	"339"	"42"	"2"	"0"	"1"	"3"	"2"	"1"	"1"	"3"	"3"	"477"	"0"	"477"	"0"
"351"	"205"	"349"	"165"	"17"	"2"	"0"	"0"	"2"	"1"	"1"	"4"	"3"	"6"	"550"	"0"	"550"	"0"
"352"	"206"	"160"	"41"	"259"	"9"	"2"	"4"	"1"	"1"	"3"	"4"	"4"	"8"	"496"	"0"	"496"	"0"
"353"	"207"	"65"	"745"	"4"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"3"	"821"	"0"	"821"	"0"
"354"	"208"	"84"	"162"	"84"	"3"	"1"	"0"	"3"	"4"	"5"	"1"	"2"	"10"	"359"	"0"	"359"	"0"
"355"	"209"	"14"	"371"	"9"	"3"	"3"	"0"	"4"	"0"	"0"	"3"	"5"	"10"	"422"	"0"	"422"	"0"
"356"	"Total"	"2253"	"3624"	"588"	"38"	"24"	"21"	"60"	"31"	"22"	"28"	"66"	"93"	"6848"	"0"	"6848"	"0"
"357"	"B.F."	"33723"	"52802"	"7673"	"658"	"321"	"313"	"1143"	"486"	"494"	"490"	"1133"	"1855"	"101091"	"0"	"101091"	"0"
"358"	"G. Total"	"35976"	"56426"	"8261"	"696"	"345"	"334"	"1203"	"517"	"516"	"518"	"1199"	"1948"	"107939"	"0"	"107939"	"0"
"359"	"Place- BAZAR SAMITI, SANDHA, CHAPRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"Date - 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
