"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-    207244"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 152-Bihpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"111"	"90"	"90"	"64"	"113"	"7"	"2"	"215"	"10"	"1"	"3"	"0"	"2"	"4"	"1"	"0"	"0"	"2"	"8"	"1"	"0"	"1"	"0"	"2"	"436"	"0"	"436"	"0"
"112"	"91"	"91"	"69"	"277"	"9"	"25"	"164"	"10"	"1"	"0"	"4"	"5"	"14"	"9"	"11"	"10"	"25"	"37"	"15"	"12"	"7"	"8"	"20"	"732"	"0"	"732"	"0"
"113"	"92"	"92"	"91"	"0"	"5"	"0"	"235"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"338"	"0"	"338"	"0"
"114"	"93"	"93"	"41"	"1"	"8"	"0"	"337"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"398"	"0"	"398"	"0"
"115"	"94"	"94"	"114"	"4"	"14"	"5"	"382"	"7"	"1"	"2"	"2"	"1"	"3"	"13"	"3"	"1"	"4"	"15"	"3"	"0"	"1"	"2"	"4"	"581"	"0"	"581"	"0"
"116"	"95"	"95"	"44"	"155"	"18"	"3"	"195"	"11"	"1"	"5"	"2"	"0"	"9"	"3"	"1"	"3"	"2"	"13"	"4"	"4"	"1"	"1"	"7"	"482"	"0"	"482"	"0"
"117"	"96"	"96"	"31"	"92"	"3"	"3"	"118"	"2"	"2"	"0"	"0"	"1"	"6"	"1"	"1"	"1"	"1"	"4"	"3"	"1"	"1"	"0"	"0"	"271"	"0"	"271"	"0"
"118"	"97"	"97"	"29"	"14"	"1"	"8"	"255"	"12"	"6"	"1"	"2"	"4"	"10"	"15"	"5"	"1"	"4"	"18"	"4"	"2"	"1"	"3"	"8"	"403"	"0"	"403"	"0"
"119"	"98"	"98"	"221"	"97"	"19"	"14"	"317"	"3"	"1"	"4"	"0"	"6"	"6"	"7"	"1"	"3"	"6"	"22"	"3"	"2"	"0"	"0"	"4"	"736"	"0"	"736"	"0"
"120"	"99"	"99"	"313"	"103"	"14"	"56"	"114"	"6"	"3"	"3"	"2"	"6"	"4"	"5"	"3"	"5"	"10"	"37"	"29"	"9"	"4"	"5"	"22"	"753"	"0"	"753"	"0"
"121"	"100"	"100"	"133"	"120"	"14"	"9"	"138"	"5"	"4"	"1"	"1"	"2"	"6"	"8"	"3"	"7"	"6"	"42"	"16"	"0"	"4"	"3"	"9"	"531"	"0"	"531"	"0"
"122"	"101"	"101"	"91"	"20"	"19"	"1"	"220"	"8"	"1"	"1"	"0"	"0"	"4"	"3"	"3"	"0"	"0"	"3"	"3"	"2"	"0"	"1"	"6"	"386"	"0"	"386"	"0"
"123"	"102"	"102"	"122"	"41"	"21"	"3"	"219"	"10"	"1"	"0"	"0"	"3"	"4"	"2"	"0"	"1"	"2"	"22"	"6"	"2"	"3"	"2"	"9"	"473"	"0"	"473"	"0"
"124"	"103"	"103"	"154"	"41"	"22"	"5"	"173"	"2"	"2"	"2"	"2"	"8"	"3"	"4"	"0"	"0"	"1"	"5"	"13"	"0"	"2"	"1"	"3"	"443"	"0"	"443"	"0"
"125"	"104"	"104"	"107"	"22"	"11"	"2"	"253"	"3"	"0"	"0"	"0"	"4"	"4"	"6"	"1"	"2"	"2"	"14"	"2"	"0"	"0"	"1"	"4"	"438"	"0"	"438"	"0"
"126"	"105"	"105"	"53"	"9"	"10"	"3"	"232"	"8"	"3"	"2"	"2"	"5"	"6"	"4"	"3"	"1"	"5"	"16"	"10"	"0"	"4"	"1"	"15"	"392"	"0"	"392"	"0"
"127"	"106"	"106"	"97"	"35"	"20"	"2"	"90"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"4"	"3"	"1"	"1"	"0"	"4"	"264"	"0"	"264"	"0"
"128"	"107"	"107"	"123"	"64"	"6"	"3"	"84"	"0"	"1"	"12"	"0"	"0"	"2"	"0"	"0"	"2"	"4"	"9"	"4"	"1"	"1"	"0"	"1"	"317"	"0"	"317"	"0"
"129"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"130"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"131"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"132"	"108"	"108"	"82"	"41"	"16"	"7"	"457"	"6"	"3"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"3"	"0"	"1"	"0"	"4"	"627"	"0"	"627"	"0"
"133"	"109"	"109"	"158"	"115"	"15"	"36"	"186"	"3"	"1"	"4"	"3"	"9"	"4"	"7"	"4"	"3"	"3"	"21"	"7"	"0"	"0"	"1"	"8"	"588"	"0"	"588"	"0"
"134"	"110"	"110"	"75"	"78"	"5"	"106"	"86"	"1"	"1"	"0"	"5"	"13"	"1"	"0"	"1"	"0"	"1"	"7"	"0"	"0"	"1"	"1"	"0"	"382"	"0"	"382"	"0"
"135"	"111"	"111"	"32"	"86"	"5"	"96"	"65"	"3"	"0"	"4"	"3"	"2"	"3"	"5"	"4"	"3"	"3"	"6"	"4"	"0"	"2"	"1"	"0"	"327"	"0"	"327"	"0"
"136"	"112"	"112"	"288"	"68"	"21"	"19"	"198"	"7"	"5"	"0"	"4"	"2"	"8"	"4"	"2"	"2"	"4"	"7"	"7"	"0"	"0"	"0"	"3"	"649"	"0"	"649"	"0"
"137"	"113"	"113"	"64"	"51"	"17"	"1"	"154"	"6"	"1"	"0"	"3"	"0"	"1"	"2"	"2"	"1"	"2"	"2"	"5"	"0"	"0"	"1"	"2"	"315"	"0"	"315"	"0"
"138"	"114"	"114"	"99"	"163"	"30"	"2"	"113"	"5"	"1"	"3"	"3"	"0"	"7"	"1"	"1"	"4"	"3"	"22"	"7"	"3"	"2"	"0"	"4"	"473"	"0"	"473"	"0"
"139"	"115"	"115"	"157"	"198"	"37"	"3"	"206"	"6"	"1"	"2"	"3"	"3"	"6"	"4"	"3"	"4"	"9"	"27"	"7"	"1"	"0"	"0"	"2"	"679"	"0"	"679"	"0"
"140"	"116"	"116"	"68"	"199"	"31"	"3"	"80"	"3"	"5"	"0"	"4"	"1"	"7"	"5"	"6"	"8"	"4"	"13"	"1"	"3"	"1"	"0"	"3"	"445"	"0"	"445"	"0"
"141"	"117"	"117"	"91"	"2"	"6"	"4"	"181"	"0"	"2"	"1"	"1"	"0"	"4"	"0"	"0"	"0"	"2"	"0"	"6"	"2"	"2"	"3"	"7"	"314"	"0"	"314"	"0"
"142"	"118"	"118"	"50"	"24"	"9"	"26"	"78"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"7"	"10"	"2"	"1"	"1"	"13"	"230"	"0"	"230"	"0"
"143"	"119"	"119"	"69"	"77"	"38"	"13"	"189"	"6"	"1"	"3"	"2"	"2"	"6"	"7"	"3"	"1"	"4"	"32"	"17"	"5"	"6"	"3"	"34"	"518"	"0"	"518"	"0"
"144"	"120"	"120"	"33"	"205"	"7"	"1"	"169"	"5"	"4"	"3"	"3"	"2"	"3"	"4"	"2"	"1"	"2"	"5"	"6"	"5"	"2"	"0"	"2"	"464"	"0"	"464"	"0"
"145"	"121"	"121"	"83"	"105"	"4"	"1"	"28"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"5"	"4"	"0"	"0"	"0"	"1"	"238"	"0"	"238"	"0"
"146"	"122"	"122"	"32"	"167"	"22"	"5"	"4"	"2"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"8"	"5"	"3"	"3"	"2"	"0"	"263"	"0"	"263"	"0"
"147"	"123"	"123"	"33"	"45"	"80"	"5"	"115"	"7"	"2"	"1"	"1"	"0"	"8"	"8"	"4"	"4"	"2"	"15"	"8"	"3"	"7"	"1"	"5"	"354"	"0"	"354"	"0"
"148"	"124"	"124"	"46"	"41"	"11"	"68"	"281"	"8"	"4"	"2"	"0"	"0"	"0"	"4"	"1"	"1"	"0"	"7"	"10"	"0"	"0"	"0"	"1"	"485"	"0"	"485"	"0"
"149"	"125"	"125"	"24"	"1"	"9"	"22"	"191"	"5"	"2"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"4"	"2"	"0"	"1"	"1"	"6"	"273"	"0"	"273"	"0"
"150"	"126"	"126"	"155"	"128"	"4"	"18"	"170"	"7"	"3"	"5"	"4"	"3"	"8"	"5"	"6"	"8"	"13"	"40"	"10"	"2"	"3"	"2"	"7"	"601"	"0"	"601"	"0"
"151"	"127"	"127"	"66"	"131"	"29"	"9"	"154"	"2"	"0"	"2"	"2"	"1"	"6"	"11"	"1"	"5"	"0"	"9"	"2"	"9"	"4"	"2"	"3"	"448"	"0"	"448"	"0"
"152"	"128"	"128"	"168"	"14"	"8"	"6"	"298"	"2"	"2"	"2"	"1"	"1"	"2"	"0"	"1"	"1"	"3"	"10"	"7"	"2"	"1"	"2"	"4"	"535"	"0"	"535"	"0"
"153"	"129"	"129"	"54"	"9"	"4"	"1"	"203"	"3"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"1"	"1"	"1"	"0"	"1"	"284"	"0"	"284"	"0"
"154"	"130"	"130"	"100"	"47"	"13"	"5"	"107"	"2"	"2"	"4"	"1"	"2"	"6"	"1"	"0"	"3"	"8"	"11"	"1"	"0"	"0"	"0"	"0"	"313"	"0"	"313"	"0"
"155"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"156"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"157"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"158"	"131"	"131"	"40"	"113"	"16"	"0"	"98"	"2"	"1"	"4"	"2"	"1"	"4"	"1"	"0"	"1"	"2"	"6"	"37"	"4"	"0"	"2"	"4"	"338"	"0"	"338"	"0"
"159"	"132"	"132"	"93"	"20"	"8"	"2"	"132"	"2"	"2"	"3"	"1"	"2"	"0"	"1"	"2"	"1"	"0"	"2"	"9"	"0"	"0"	"0"	"1"	"281"	"0"	"281"	"0"
"160"	"133"	"133"	"48"	"182"	"10"	"3"	"94"	"2"	"1"	"0"	"1"	"2"	"7"	"2"	"3"	"3"	"8"	"12"	"11"	"3"	"0"	"1"	"1"	"394"	"0"	"394"	"0"
"161"	"134"	"134"	"29"	"139"	"9"	"3"	"41"	"4"	"0"	"3"	"0"	"1"	"2"	"3"	"1"	"2"	"1"	"1"	"23"	"3"	"0"	"0"	"3"	"268"	"0"	"268"	"0"
"162"	"135"	"135"	"54"	"90"	"9"	"6"	"324"	"11"	"1"	"5"	"2"	"3"	"14"	"7"	"2"	"2"	"4"	"18"	"4"	"23"	"0"	"0"	"7"	"586"	"0"	"586"	"0"
"163"	"136"	"136"	"112"	"3"	"3"	"4"	"207"	"4"	"0"	"2"	"1"	"2"	"2"	"1"	"1"	"0"	"0"	"5"	"5"	"1"	"0"	"0"	"2"	"355"	"0"	"355"	"0"
"164"	"137"	"137"	"62"	"0"	"5"	"0"	"203"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"278"	"0"	"278"	"0"
"165"	"138"	"138"	"53"	"63"	"44"	"16"	"352"	"13"	"3"	"7"	"2"	"4"	"13"	"6"	"4"	"4"	"6"	"25"	"14"	"10"	"4"	"4"	"14"	"661"	"0"	"661"	"0"
"166"	"139"	"139"	"23"	"31"	"24"	"2"	"219"	"2"	"1"	"0"	"1"	"0"	"4"	"0"	"4"	"0"	"2"	"6"	"3"	"0"	"2"	"0"	"6"	"330"	"0"	"330"	"0"
"167"	"140"	"140"	"15"	"65"	"23"	"4"	"49"	"3"	"3"	"3"	"1"	"0"	"2"	"2"	"0"	"1"	"7"	"5"	"4"	"1"	"2"	"2"	"3"	"195"	"0"	"195"	"0"
"168"	"141"	"141"	"34"	"29"	"18"	"4"	"447"	"8"	"1"	"3"	"2"	"1"	"4"	"8"	"1"	"0"	"3"	"19"	"7"	"1"	"2"	"2"	"6"	"600"	"0"	"600"	"0"
"169"	"142"	"142"	"7"	"0"	"8"	"1"	"100"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"4"	"127"	"0"	"127"	"0"
"170"	"143"	"143"	"25"	"14"	"33"	"9"	"420"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"2"	"512"	"0"	"512"	"0"
"171"	"144"	"144"	"6"	"2"	"8"	"8"	"214"	"6"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"0"	"5"	"258"	"0"	"258"	"0"
"172"	"145"	"145"	"32"	"5"	"7"	"3"	"564"	"6"	"0"	"1"	"3"	"1"	"7"	"9"	"2"	"2"	"5"	"15"	"3"	"0"	"0"	"0"	"4"	"669"	"0"	"669"	"0"
"173"	"146"	"146"	"4"	"321"	"2"	"1"	"19"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"5"	"8"	"1"	"2"	"1"	"0"	"4"	"373"	"0"	"373"	"0"
"174"	"147"	"147"	"51"	"445"	"18"	"9"	"28"	"4"	"3"	"0"	"0"	"2"	"4"	"2"	"1"	"5"	"6"	"19"	"3"	"3"	"1"	"1"	"1"	"606"	"0"	"606"	"0"
"175"	"148"	"148"	"48"	"36"	"4"	"214"	"120"	"4"	"5"	"4"	"1"	"5"	"23"	"12"	"4"	"4"	"7"	"27"	"14"	"0"	"1"	"9"	"12"	"554"	"0"	"554"	"0"
"176"	"149"	"149"	"7"	"127"	"16"	"23"	"245"	"13"	"5"	"1"	"1"	"4"	"10"	"7"	"10"	"3"	"8"	"36"	"0"	"3"	"1"	"0"	"5"	"525"	"0"	"525"	"0"
"177"	"150"	"150"	"26"	"130"	"14"	"12"	"312"	"9"	"0"	"3"	"1"	"4"	"8"	"10"	"3"	"1"	"5"	"11"	"5"	"3"	"0"	"1"	"8"	"566"	"0"	"566"	"0"
"178"	"151"	"151"	"8"	"19"	"7"	"69"	"61"	"1"	"1"	"2"	"0"	"0"	"4"	"2"	"0"	"1"	"3"	"10"	"0"	"2"	"0"	"1"	"1"	"192"	"0"	"192"	"0"
"179"	"152"	"152"	"25"	"30"	"11"	"201"	"352"	"10"	"6"	"6"	"2"	"1"	"4"	"0"	"13"	"2"	"4"	"23"	"1"	"0"	"3"	"4"	"7"	"705"	"0"	"705"	"0"
"180"	"153"	"153"	"39"	"7"	"6"	"34"	"279"	"7"	"2"	"1"	"0"	"1"	"3"	"2"	"2"	"0"	"5"	"8"	"8"	"2"	"1"	"2"	"1"	"410"	"0"	"410"	"0"
"181"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"182"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"183"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"184"	"154"	"154"	"10"	"11"	"11"	"80"	"237"	"4"	"7"	"4"	"5"	"3"	"3"	"3"	"9"	"2"	"3"	"10"	"1"	"1"	"3"	"3"	"1"	"411"	"0"	"411"	"0"
"185"	"155"	"155"	"4"	"75"	"7"	"13"	"63"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"169"	"0"	"169"	"0"
"186"	"156"	"156"	"14"	"5"	"4"	"108"	"242"	"7"	"2"	"3"	"3"	"1"	"7"	"1"	"2"	"1"	"4"	"13"	"6"	"3"	"3"	"7"	"12"	"448"	"0"	"448"	"0"
"187"	"157"	"157"	"16"	"65"	"10"	"29"	"281"	"12"	"6"	"9"	"4"	"6"	"9"	"3"	"10"	"6"	"6"	"8"	"9"	"0"	"6"	"1"	"6"	"502"	"0"	"502"	"0"
"188"	"158"	"158"	"47"	"9"	"6"	"8"	"336"	"11"	"4"	"6"	"3"	"2"	"6"	"4"	"7"	"1"	"3"	"6"	"6"	"0"	"1"	"0"	"1"	"467"	"0"	"467"	"0"
"189"	"159"	"159"	"12"	"209"	"8"	"14"	"43"	"1"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"4"	"6"	"5"	"2"	"1"	"1"	"3"	"316"	"0"	"316"	"0"
"190"	"160"	"160"	"12"	"220"	"74"	"10"	"78"	"5"	"3"	"4"	"1"	"2"	"5"	"2"	"4"	"11"	"3"	"15"	"10"	"8"	"2"	"1"	"1"	"471"	"0"	"471"	"0"
"191"	"161"	"161"	"23"	"264"	"17"	"81"	"195"	"15"	"1"	"5"	"1"	"2"	"3"	"1"	"3"	"5"	"5"	"21"	"4"	"3"	"3"	"5"	"7"	"664"	"0"	"664"	"0"
"192"	"162"	"162"	"9"	"261"	"5"	"3"	"20"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"9"	"0"	"1"	"1"	"3"	"317"	"0"	"317"	"0"
"193"	"163"	"163"	"122"	"124"	"26"	"8"	"153"	"6"	"3"	"10"	"2"	"3"	"9"	"0"	"3"	"1"	"6"	"11"	"7"	"1"	"0"	"0"	"1"	"496"	"0"	"496"	"0"
"194"	"164"	"164"	"9"	"396"	"7"	"11"	"11"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"440"	"0"	"440"	"0"
"195"	"165"	"165"	"44"	"221"	"3"	"12"	"244"	"6"	"2"	"0"	"1"	"0"	"4"	"1"	"0"	"0"	"1"	"0"	"5"	"0"	"1"	"0"	"1"	"546"	"0"	"546"	"0"
"196"	"166"	"166"	"47"	"118"	"44"	"8"	"263"	"7"	"3"	"2"	"1"	"2"	"5"	"2"	"1"	"1"	"0"	"4"	"17"	"2"	"2"	"0"	"1"	"530"	"0"	"530"	"0"
"197"	"167"	"167"	"5"	"113"	"11"	"3"	"45"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"3"	"8"	"2"	"0"	"1"	"4"	"203"	"0"	"203"	"0"
"198"	"168"	"168"	"44"	"94"	"20"	"1"	"225"	"5"	"0"	"1"	"0"	"3"	"1"	"3"	"0"	"1"	"4"	"25"	"6"	"6"	"0"	"0"	"1"	"440"	"0"	"440"	"0"
"199"	"169"	"169"	"10"	"78"	"13"	"4"	"100"	"0"	"0"	"1"	"0"	"5"	"1"	"1"	"0"	"2"	"2"	"8"	"2"	"0"	"1"	"0"	"1"	"229"	"0"	"229"	"0"
"200"	"170"	"170"	"34"	"208"	"10"	"13"	"221"	"8"	"7"	"6"	"4"	"2"	"7"	"3"	"7"	"3"	"3"	"18"	"9"	"8"	"2"	"3"	"22"	"598"	"0"	"598"	"0"
"201"	"171"	"171"	"10"	"11"	"6"	"3"	"259"	"1"	"0"	"0"	"0"	"2"	"0"	"6"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"2"	"306"	"0"	"306"	"0"
"202"	"172"	"172"	"32"	"1"	"24"	"2"	"468"	"5"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"1"	"2"	"542"	"0"	"542"	"0"
"203"	"173"	"173"	"89"	"67"	"9"	"2"	"158"	"4"	"2"	"1"	"24"	"5"	"4"	"5"	"0"	"2"	"2"	"13"	"14"	"4"	"3"	"0"	"11"	"419"	"0"	"419"	"0"
"204"	"174"	"174"	"67"	"336"	"21"	"3"	"70"	"4"	"1"	"1"	"1"	"5"	"4"	"0"	"3"	"6"	"10"	"8"	"8"	"5"	"1"	"2"	"5"	"561"	"0"	"561"	"0"
"205"	"175"	"175"	"28"	"192"	"50"	"2"	"96"	"4"	"0"	"2"	"7"	"3"	"9"	"3"	"6"	"1"	"13"	"22"	"6"	"3"	"1"	"0"	"4"	"452"	"0"	"452"	"0"
"206"	"176"	"176"	"10"	"348"	"5"	"2"	"176"	"2"	"1"	"0"	"0"	"0"	"1"	"3"	"2"	"6"	"7"	"7"	"26"	"3"	"3"	"0"	"3"	"605"	"0"	"605"	"0"
"207"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"208"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"209"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"210"	"177"	"177"	"32"	"192"	"20"	"28"	"165"	"7"	"0"	"3"	"0"	"1"	"4"	"1"	"1"	"2"	"2"	"3"	"12"	"2"	"1"	"1"	"8"	"485"	"0"	"485"	"0"
"211"	"178"	"178"	"10"	"47"	"1"	"1"	"84"	"0"	"2"	"0"	"1"	"1"	"2"	"3"	"0"	"1"	"4"	"8"	"1"	"1"	"1"	"0"	"4"	"172"	"0"	"172"	"0"
"212"	"179"	"179"	"49"	"188"	"6"	"13"	"258"	"4"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"8"	"20"	"4"	"5"	"1"	"0"	"3"	"565"	"0"	"565"	"0"
"213"	"180"	"180"	"73"	"31"	"13"	"40"	"302"	"13"	"8"	"2"	"1"	"15"	"15"	"13"	"7"	"2"	"4"	"10"	"9"	"1"	"2"	"1"	"8"	"570"	"0"	"570"	"0"
"214"	"181"	"181"	"23"	"296"	"18"	"10"	"74"	"0"	"4"	"2"	"2"	"3"	"3"	"2"	"2"	"4"	"6"	"12"	"36"	"7"	"2"	"6"	"11"	"523"	"0"	"523"	"0"
"215"	"182"	"182"	"49"	"42"	"3"	"17"	"91"	"8"	"1"	"2"	"2"	"0"	"2"	"2"	"1"	"1"	"5"	"6"	"12"	"2"	"0"	"2"	"3"	"251"	"0"	"251"	"0"
"216"	"183"	"183"	"79"	"29"	"10"	"20"	"331"	"2"	"3"	"2"	"0"	"4"	"2"	"1"	"2"	"1"	"1"	"7"	"2"	"0"	"1"	"1"	"5"	"503"	"0"	"503"	"0"
"217"	"184"	"184"	"29"	"44"	"3"	"35"	"147"	"5"	"1"	"6"	"4"	"3"	"3"	"0"	"3"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"289"	"0"	"289"	"0"
"218"	"185"	"185"	"65"	"6"	"13"	"19"	"183"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"6"	"0"	"1"	"0"	"2"	"302"	"0"	"302"	"0"
"219"	"186"	"186"	"74"	"113"	"5"	"10"	"219"	"10"	"5"	"6"	"4"	"22"	"14"	"4"	"6"	"6"	"9"	"9"	"9"	"1"	"1"	"1"	"6"	"534"	"0"	"534"	"0"
"220"	"187"	"187"	"49"	"47"	"1"	"7"	"239"	"8"	"2"	"0"	"2"	"1"	"1"	"3"	"2"	"2"	"0"	"6"	"4"	"0"	"0"	"0"	"7"	"381"	"0"	"381"	"0"
"221"	"188"	"188"	"48"	"11"	"5"	"1"	"162"	"6"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"3"	"0"	"2"	"0"	"4"	"248"	"0"	"248"	"0"
