"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"173"	"121"	"25"	"22"	"209"	"2"	"0"	"0"	"2"	"0"	"4"	"0"	"2"	"266"	"0"	"266"	"0"
"174"	"122"	"28"	"126"	"13"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"171"	"0"	"171"	"0"
"175"	"123"	"48"	"439"	"70"	"1"	"3"	"5"	"12"	"3"	"7"	"6"	"7"	"601"	"0"	"601"	"0"
"176"	"124"	"64"	"311"	"58"	"3"	"5"	"11"	"19"	"6"	"2"	"8"	"14"	"501"	"0"	"501"	"0"
"177"	"l hV dk
; ksx"	"809"	"2524"	"1411"	"72"	"59"	"65"	"124"	"56"	"89"	"48"	"131"	"5388"	"0"	"5388"	"0"
"178"	"d qy  &"	"11012"	"23076"	"9645"	"696"	"531"	"748"	"1118"	"517"	"691"	"554"	"1318"	"49906"	"0"	"49906"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"180"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"182"	"i woZ  dk
; ksx&"	"11012"	"23076"	"9645"	"696"	"531"	"748"	"1118"	"517"	"691"	"554"	"1318"	"49906"	"0"	"49906"	"0"
"183"	"125"	"42"	"269"	"163"	"2"	"7"	"5"	"18"	"3"	"7"	"5"	"7"	"528"	"0"	"528"	"0"
"184"	"126"	"179"	"213"	"64"	"4"	"2"	"9"	"6"	"4"	"1"	"0"	"10"	"492"	"0"	"492"	"0"
"185"	"127"	"76"	"413"	"23"	"2"	"6"	"9"	"12"	"3"	"2"	"19"	"26"	"591"	"0"	"591"	"0"
"186"	"128"	"102"	"193"	"95"	"1"	"7"	"7"	"14"	"8"	"5"	"2"	"10"	"444"	"0"	"444"	"0"
"187"	"129"	"33"	"86"	"106"	"5"	"9"	"6"	"6"	"8"	"12"	"9"	"30"	"310"	"0"	"310"	"0"
"188"	"130"	"45"	"129"	"52"	"4"	"1"	"6"	"11"	"2"	"3"	"6"	"1"	"260"	"0"	"260"	"0"
"189"	"131"	"112"	"100"	"114"	"2"	"2"	"3"	"6"	"4"	"9"	"4"	"15"	"371"	"0"	"371"	"0"
"190"	"132"	"57"	"36"	"259"	"2"	"4"	"1"	"1"	"0"	"1"	"0"	"0"	"361"	"0"	"361"	"0"
"191"	"133"	"63"	"22"	"90"	"2"	"5"	"0"	"1"	"3"	"3"	"0"	"0"	"189"	"0"	"189"	"0"
"192"	"134"	"87"	"167"	"80"	"8"	"3"	"4"	"9"	"8"	"8"	"6"	"14"	"394"	"0"	"394"	"0"
"193"	"135"	"90"	"85"	"121"	"7"	"11"	"4"	"4"	"7"	"11"	"15"	"31"	"386"	"0"	"386"	"0"
"194"	"136"	"147"	"156"	"19"	"4"	"3"	"3"	"11"	"4"	"7"	"6"	"8"	"368"	"0"	"368"	"0"
"195"	"137"	"86"	"144"	"47"	"3"	"4"	"3"	"7"	"6"	"10"	"7"	"23"	"340"	"0"	"340"	"0"
"196"	"138"	"188"	"86"	"129"	"5"	"3"	"3"	"8"	"5"	"2"	"4"	"16"	"449"	"0"	"449"	"0"
"197"	"l hV dk
; ksx"	"1307"	"2099"	"1362"	"51"	"67"	"63"	"114"	"65"	"81"	"83"	"191"	"5483"	"0"	"5483"	"0"
"198"	"d qy  &"	"12319"	"25175"	"11007"	"747"	"598"	"811"	"1232"	"582"	"772"	"637"	"1509"	"55389"	"0"	"55389"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"200"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"202"	"i woZ  dk
; ksx&"	"12319"	"25175"	"11007"	"747"	"598"	"811"	"1232"	"582"	"772"	"637"	"1509"	"55389"	"0"	"55389"	"0"
"203"	"139"	"63"	"165"	"68"	"7"	"3"	"1"	"7"	"3"	"6"	"7"	"20"	"350"	"0"	"350"	"0"
"204"	"140"	"26"	"421"	"49"	"0"	"3"	"2"	"11"	"2"	"2"	"4"	"4"	"524"	"0"	"524"	"0"
"205"	"141"	"44"	"205"	"9"	"6"	"3"	"1"	"8"	"2"	"2"	"9"	"5"	"294"	"0"	"294"	"0"
"206"	"142"	"105"	"324"	"189"	"6"	"4"	"3"	"5"	"5"	"9"	"2"	"8"	"660"	"0"	"660"	"0"
"207"	"143"	"31"	"261"	"28"	"2"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"328"	"0"	"328"	"0"
"208"	"144"	"34"	"233"	"56"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"5"	"334"	"0"	"334"	"0"
"209"	"145"	"12"	"185"	"300"	"3"	"7"	"2"	"4"	"5"	"14"	"5"	"14"	"551"	"0"	"551"	"0"
"210"	"146"	"62"	"214"	"156"	"9"	"4"	"1"	"16"	"5"	"16"	"12"	"49"	"544"	"0"	"544"	"0"
"211"	"147"	"57"	"171"	"99"	"8"	"7"	"6"	"7"	"5"	"8"	"4"	"5"	"377"	"0"	"377"	"0"
"212"	"148"	"28"	"387"	"33"	"5"	"4"	"0"	"7"	"2"	"1"	"1"	"1"	"469"	"0"	"469"	"0"
"213"	"149"	"7"	"177"	"34"	"2"	"3"	"4"	"15"	"1"	"9"	"5"	"9"	"266"	"0"	"266"	"0"
"214"	"150"	"24"	"260"	"61"	"2"	"0"	"5"	"5"	"2"	"3"	"4"	"8"	"374"	"0"	"374"	"0"
"215"	"151"	"51"	"463"	"71"	"7"	"9"	"14"	"21"	"15"	"12"	"26"	"25"	"714"	"0"	"714"	"0"
"216"	"152"	"88"	"441"	"55"	"6"	"9"	"14"	"20"	"2"	"8"	"5"	"5"	"653"	"0"	"653"	"0"
"217"	"l hV dk
; ksx"	"632"	"3907"	"1208"	"65"	"58"	"55"	"128"	"50"	"91"	"86"	"158"	"6438"	"0"	"6438"	"0"
"218"	"d qy  &"	"12951"	"29082"	"12215"	"812"	"656"	"866"	"1360"	"632"	"863"	"723"	"1667"	"61827"	"0"	"61827"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"220"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"222"	"i woZ  dk
; ksx&"	"12951"	"29082"	"12215"	"812"	"656"	"866"	"1360"	"632"	"863"	"723"	"1667"	"61827"	"0"	"61827"	"0"
"223"	"153"	"82"	"281"	"20"	"1"	"2"	"6"	"8"	"3"	"5"	"4"	"18"	"430"	"0"	"430"	"0"
"224"	"154"	"33"	"69"	"49"	"5"	"1"	"3"	"5"	"2"	"1"	"1"	"3"	"172"	"0"	"172"	"0"
"225"	"155"	"17"	"213"	"74"	"3"	"2"	"2"	"5"	"1"	"2"	"1"	"3"	"323"	"0"	"323"	"0"
"226"	"156"	"27"	"104"	"99"	"6"	"5"	"2"	"6"	"5"	"10"	"4"	"12"	"280"	"0"	"280"	"0"
"227"	"157"	"102"	"440"	"104"	"7"	"3"	"1"	"2"	"1"	"1"	"1"	"0"	"662"	"0"	"662"	"0"
"228"	"158"	"187"	"231"	"97"	"10"	"5"	"9"	"16"	"5"	"19"	"12"	"40"	"631"	"0"	"631"	"0"
"229"	"159"	"154"	"169"	"141"	"10"	"5"	"0"	"13"	"5"	"11"	"4"	"39"	"551"	"0"	"551"	"0"
"230"	"160"	"18"	"102"	"230"	"0"	"1"	"1"	"3"	"7"	"3"	"1"	"4"	"370"	"0"	"370"	"0"
"231"	"161"	"3"	"21"	"135"	"3"	"3"	"0"	"2"	"2"	"0"	"0"	"2"	"171"	"0"	"171"	"0"
"232"	"162"	"58"	"100"	"24"	"2"	"4"	"3"	"4"	"2"	"3"	"3"	"15"	"218"	"0"	"218"	"0"
"233"	"163"	"46"	"211"	"92"	"6"	"5"	"8"	"9"	"3"	"4"	"11"	"9"	"404"	"0"	"404"	"0"
"234"	"164"	"36"	"142"	"96"	"2"	"3"	"3"	"3"	"0"	"4"	"1"	"5"	"295"	"0"	"295"	"0"
"235"	"165"	"146"	"95"	"97"	"3"	"3"	"1"	"5"	"2"	"5"	"11"	"19"	"387"	"0"	"387"	"0"
"236"	"166"	"32"	"132"	"278"	"17"	"10"	"1"	"3"	"7"	"23"	"2"	"8"	"513"	"0"	"513"	"0"
"237"	"l hV dk
; ksx"	"941"	"2310"	"1536"	"75"	"52"	"40"	"84"	"45"	"91"	"56"	"177"	"5407"	"0"	"5407"	"0"
"238"	"d qy  &"	"13892"	"31392"	"13751"	"887"	"708"	"906"	"1444"	"677"	"954"	"779"	"1844"	"67234"	"0"	"67234"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"240"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"242"	"i woZ  dk
; ksx&"	"13892"	"31392"	"13751"	"887"	"708"	"906"	"1444"	"677"	"954"	"779"	"1844"	"67234"	"0"	"67234"	"0"
"243"	"167"	"23"	"73"	"181"	"5"	"11"	"6"	"10"	"11"	"7"	"35"	"0"	"362"	"0"	"362"	"0"
"244"	"168"	"155"	"127"	"95"	"1"	"8"	"4"	"5"	"9"	"5"	"2"	"6"	"417"	"0"	"417"	"0"
"245"	"169"	"6"	"67"	"74"	"2"	"2"	"0"	"1"	"4"	"4"	"2"	"4"	"166"	"0"	"166"	"0"
"246"	"170"	"29"	"491"	"28"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"558"	"0"	"558"	"0"
"247"	"171"	"44"	"335"	"44"	"0"	"1"	"3"	"10"	"2"	"2"	"1"	"6"	"448"	"0"	"448"	"0"
"248"	"172"	"6"	"267"	"76"	"1"	"0"	"3"	"10"	"5"	"13"	"12"	"9"	"402"	"0"	"402"	"0"
"249"	"173"	"57"	"84"	"126"	"7"	"5"	"2"	"6"	"2"	"13"	"2"	"9"	"313"	"0"	"313"	"0"
"250"	"174"	"101"	"100"	"140"	"5"	"2"	"3"	"6"	"4"	"8"	"12"	"11"	"392"	"0"	"392"	"0"
"251"	"175"	"26"	"183"	"30"	"5"	"2"	"5"	"13"	"8"	"1"	"3"	"7"	"283"	"0"	"283"	"0"
"252"	"176"	"110"	"145"	"78"	"4"	"6"	"4"	"5"	"4"	"5"	"5"	"11"	"377"	"0"	"377"	"0"
"253"	"177"	"73"	"155"	"34"	"4"	"1"	"6"	"3"	"5"	"4"	"4"	"10"	"299"	"0"	"299"	"0"
"254"	"178"	"71"	"96"	"82"	"4"	"4"	"1"	"8"	"4"	"5"	"3"	"14"	"292"	"0"	"292"	"0"
"255"	"179"	"46"	"73"	"92"	"3"	"6"	"6"	"10"	"6"	"7"	"7"	"6"	"262"	"0"	"262"	"0"
"256"	"180"	"62"	"181"	"77"	"5"	"5"	"6"	"13"	"7"	"12"	"8"	"11"	"387"	"0"	"387"	"0"
"257"	"l hV dk
; ksx"	"809"	"2377"	"1157"	"47"	"54"	"50"	"101"	"73"	"87"	"97"	"106"	"4958"	"0"	"4958"	"0"
"258"	"d qy  &"	"14701"	"33769"	"14908"	"934"	"762"	"956"	"1545"	"750"	"1041"	"876"	"1950"	"72192"	"0"	"72192"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"260"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"262"	"i woZ  dk
; ksx&"	"14701"	"33769"	"14908"	"934"	"762"	"956"	"1545"	"750"	"1041"	"876"	"1950"	"72192"	"0"	"72192"	"0"
"263"	"181"	"21"	"92"	"164"	"8"	"6"	"2"	"5"	"2"	"18"	"3"	"9"	"330"	"0"	"330"	"0"
"264"	"182"	"123"	"214"	"52"	"5"	"4"	"5"	"5"	"3"	"2"	"1"	"1"	"415"	"0"	"415"	"0"
"265"	"183"	"33"	"103"	"32"	"1"	"3"	"1"	"7"	"12"	"5"	"3"	"3"	"203"	"0"	"203"	"0"
"266"	"184"	"33"	"120"	"32"	"3"	"2"	"0"	"7"	"4"	"1"	"1"	"3"	"206"	"0"	"206"	"0"
"267"	"185"	"154"	"133"	"107"	"10"	"14"	"8"	"16"	"6"	"5"	"4"	"14"	"471"	"0"	"471"	"0"
"268"	"186"	"109"	"245"	"100"	"10"	"6"	"9"	"9"	"5"	"7"	"1"	"7"	"508"	"0"	"508"	"0"
"269"	"187"	"339"	"98"	"105"	"9"	"9"	"5"	"11"	"7"	"10"	"10"	"33"	"636"	"0"	"636"	"0"
"270"	"188"	"92"	"390"	"16"	"1"	"3"	"3"	"8"	"3"	"3"	"6"	"20"	"545"	"0"	"545"	"0"
"271"	"189"	"91"	"373"	"59"	"2"	"4"	"4"	"6"	"0"	"4"	"0"	"2"	"545"	"0"	"545"	"0"
"272"	"190"	"116"	"322"	"23"	"7"	"3"	"7"	"17"	"3"	"3"	"6"	"24"	"531"	"0"	"531"	"0"
"273"	"191"	"11"	"94"	"37"	"1"	"2"	"3"	"5"	"1"	"1"	"3"	"7"	"165"	"0"	"165"	"0"
"274"	"192"	"19"	"160"	"64"	"8"	"6"	"4"	"9"	"6"	"1"	"1"	"3"	"281"	"0"	"281"	"0"
"275"	"193"	"48"	"163"	"168"	"3"	"5"	"4"	"13"	"8"	"16"	"6"	"11"	"445"	"0"	"445"	"0"
"276"	"194"	"10"	"17"	"197"	"5"	"1"	"2"	"1"	"1"	"8"	"1"	"7"	"250"	"0"	"250"	"0"
"277"	"l hV dk
; ksx"	"1199"	"2524"	"1156"	"73"	"68"	"57"	"119"	"61"	"84"	"46"	"144"	"5531"	"0"	"5531"	"0"
"278"	"d qy  &"	"15900"	"36293"	"16064"	"1007"	"830"	"1013"	"1664"	"811"	"1125"	"922"	"2094"	"77723"	"0"	"77723"	"0"
"279"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"280"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"281"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"282"	"i woZ  dk
; ksx&"	"15900"	"36293"	"16064"	"1007"	"830"	"1013"	"1664"	"811"	"1125"	"922"	"2094"	"77723"	"0"	"77723"	"0"
"283"	"195"	"43"	"30"	"206"	"5"	"8"	"3"	"9"	"12"	"10"	"12"	"16"	"354"	"0"	"354"	"0"
"284"	"196"	"50"	"20"	"255"	"17"	"5"	"3"	"5"	"4"	"8"	"2"	"14"	"383"	"0"	"383"	"0"
"285"	"197"	"52"	"251"	"27"	"6"	"3"	"7"	"14"	"6"	"3"	"4"	"31"	"404"	"0"	"404"	"0"
"286"	"198"	"24"	"356"	"77"	"2"	"4"	"4"	"15"	"4"	"5"	"2"	"0"	"493"	"0"	"493"	"0"
"287"	"199"	"44"	"254"	"24"	"6"	"4"	"4"	"16"	"4"	"2"	"0"	"0"	"358"	"0"	"358"	"0"
"288"	"200"	"24"	"282"	"10"	"1"	"1"	"5"	"7"	"2"	"1"	"1"	"4"	"338"	"0"	"338"	"0"
"289"	"201"	"12"	"119"	"26"	"2"	"0"	"1"	"6"	"0"	"2"	"3"	"5"	"176"	"0"	"176"	"0"
"290"	"202"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"291"	"203"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"292"	"204"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"293"	"205"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"294"	"206"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"295"	"207"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"296"	"208"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"297"	"l hV dk
; ksx"	"249"	"1312"	"625"	"39"	"25"	"27"	"72"	"32"	"31"	"24"	"70"	"2506"	"0"	"2506"	"0"
"298"	"d qy  &"	"16149"	"37605"	"16689"	"1046"	"855"	"1040"	"1736"	"843"	"1156"	"946"	"2164"	"80229"	"0"	"80229"	""
"299"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"300"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"301"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"302"	"i woZ  dk
; ksx&"	"16149"	"37605"	"16689"	"1046"	"855"	"1040"	"1736"	"843"	"1156"	"946"	"2164"	"80229"	"0"	"80229"	"0"
"303"	"209"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"304"	"210"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"305"	"211"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"306"	"212"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"307"	"213"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"308"	"214"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"309"	"215"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"310"	"216"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"311"	"217"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"312"	"218"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"313"	"219"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"314"	"220"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"315"	"221"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"316"	"222"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"317"	"l hV dk
; ksx"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"318"	"d qy  &"	"16149"	"37605"	"16689"	"1046"	"855"	"1040"	"1736"	"843"	"1156"	"946"	"2164"	"80229"	"0"	"80229"	"0"
"319"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"320"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"321"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"322"	"i woZ  dk
; ksx&"	"16149"	"37605"	"16689"	"1046"	"855"	"1040"	"1736"	"843"	"1156"	"946"	"2164"	"80229"	"0"	"80229"	"0"
"323"	"223"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"324"	"224"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"325"	"225"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"326"	"226"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"327"	"227"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"328"	"228"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"329"	"229"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"330"	"230"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"331"	"231"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"332"	"232"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"333"	"233"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"334"	"234"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"335"	"235"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"336"	"236"	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""
"337"	"l hV dk
; ksx"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"338"	"d qy  &"	"16149"	"37605"	"16689"	"1046"	"855"	"1040"	"1736"	"843"	"1156"	"946"	"2164"	"80229"	"0"	"80229"	"0"
"339"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
