"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"159"	"32"	"197"	"115"	"67"	"85"	""	"3"	"1"	"1"	"36"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"199"
"160"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 197-Jagdishpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"169"	"32"	"197"	"116"	"72"	"15"	""	"5"	"2"	"2"	"130"	"4"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"3"	"1"	"237"
"170"	"32"	"197"	"117"	"70"	"3"	""	"44"	"10"	"0"	"113"	"2"	"2"	"0"	"0"	"0"	"2"	"1"	"2"	"5"	"1"	"255"
"171"	"32"	"197"	"118"	"96"	"19"	""	"3"	"40"	"3"	"165"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"338"
"172"	"32"	"197"	"119"	"164"	"128"	""	"5"	"42"	"4"	"203"	"4"	"1"	"1"	"1"	"1"	"2"	"0"	"2"	"11"	"0"	"569"
"173"	"32"	"197"	"120"	"71"	"20"	""	"59"	"22"	"3"	"159"	"9"	"1"	"2"	"4"	"2"	"5"	"1"	"1"	"12"	"4"	"375"
"174"	"32"	"197"	"121"	"149"	"222"	""	"29"	"31"	"2"	"92"	"3"	"2"	"0"	"3"	"4"	"1"	"0"	"3"	"21"	"15"	"577"
"175"	"32"	"197"	"122"	"66"	"90"	""	"3"	"9"	"0"	"111"	"0"	"5"	"0"	"1"	"0"	"1"	"0"	"2"	"11"	"4"	"303"
"176"	"32"	"197"	"123"	"98"	"43"	""	"9"	"0"	"0"	"133"	"1"	"2"	"0"	"2"	"6"	"0"	"1"	"1"	"8"	"8"	"312"
"177"	"32"	"197"	"124"	"14"	"108"	""	"0"	"15"	"3"	"236"	"3"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"3"	"1"	"387"
"178"	"32"	"197"	"125"	"68"	"110"	""	"4"	"4"	"2"	"86"	"2"	"5"	"1"	"2"	"2"	"4"	"0"	"0"	"4"	"1"	"295"
"179"	"32"	"197"	"126"	"9"	"222"	""	"5"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"9"	"2"	"256"
"180"	"32"	"197"	"127"	"25"	"42"	""	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"70"
"181"	"32"	"197"	"128"	"132"	"102"	""	"5"	"4"	"0"	"34"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"6"	"1"	"289"
"182"	"32"	"197"	"129"	"136"	"26"	""	"1"	"12"	"2"	"81"	"3"	"3"	"0"	"3"	"7"	"4"	"3"	"2"	"12"	"15"	"310"
"183"	"32"	"197"	"130"	"140"	"15"	""	"19"	"1"	"3"	"73"	"2"	"4"	"1"	"1"	"1"	"0"	"2"	"1"	"2"	"8"	"273"
"184"	"32"	"197"	"131"	"73"	"63"	""	"16"	"6"	"1"	"173"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"8"	"1"	"346"
"185"	"32"	"197"	"132"	"123"	"65"	""	"113"	"24"	"1"	"33"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"363"
"186"	"32"	"197"	"133"	"112"	"99"	""	"9"	"4"	"3"	"189"	"6"	"2"	"3"	"0"	"3"	"3"	"2"	"3"	"13"	"16"	"467"
"187"	"32"	"197"	"134"	"98"	"51"	""	"1"	"2"	"2"	"29"	"1"	"2"	"0"	"1"	"5"	"0"	"1"	"1"	"5"	"6"	"205"
"188"	"32"	"197"	"135"	"120"	"50"	""	"45"	"14"	"1"	"35"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"1"	"6"	"3"	"283"
"189"	"32"	"197"	"136"	"59"	"17"	""	"74"	"30"	"1"	"305"	"4"	"3"	"2"	"2"	"1"	"0"	"0"	"2"	"22"	"5"	"527"
"190"	"32"	"197"	"137"	"66"	"76"	""	"2"	"10"	"0"	"325"	"6"	"1"	"1"	"2"	"3"	"2"	"1"	"3"	"14"	"4"	"516"
"191"	"32"	"197"	"138"	"111"	"36"	""	"10"	"3"	"0"	"242"	"4"	"3"	"1"	"1"	"5"	"2"	"2"	"0"	"13"	"6"	"439"
"192"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 197-Jagdishpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"201"	"32"	"197"	"139"	"75"	"24"	""	"12"	"0"	"0"	"129"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"3"	"7"	"8"	"268"
"202"	"32"	"197"	"140"	"4"	"93"	""	"14"	"12"	"0"	"37"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"168"
"203"	"32"	"197"	"141"	"115"	"135"	""	"26"	"5"	"2"	"152"	"8"	"7"	"0"	"4"	"6"	"2"	"0"	"5"	"26"	"17"	"510"
"204"	"32"	"197"	"142"	"124"	"56"	""	"7"	"3"	"3"	"175"	"2"	"3"	"1"	"4"	"4"	"0"	"3"	"6"	"9"	"12"	"412"
"205"	"32"	"197"	"143"	"40"	"3"	""	"60"	"5"	"2"	"75"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"0"	"192"
"206"	"32"	"197"	"144"	"6"	"87"	""	"6"	"4"	"0"	"60"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"170"
"207"	"32"	"197"	"145"	"38"	"92"	""	"8"	"8"	"3"	"188"	"5"	"7"	"0"	"4"	"8"	"4"	"4"	"1"	"16"	"15"	"401"
"208"	"32"	"197"	"146"	"151"	"60"	""	"7"	"8"	"1"	"81"	"5"	"2"	"2"	"2"	"1"	"2"	"1"	"0"	"6"	"3"	"332"
"209"	"32"	"197"	"147"	"84"	"55"	""	"2"	"8"	"0"	"67"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"0"	"1"	"3"	"229"
"210"	"32"	"197"	"148"	"31"	"99"	""	"14"	"3"	"0"	"45"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"7"	"2"	"207"
"211"	"32"	"197"	"149"	"176"	"44"	""	"8"	"31"	"7"	"226"	"11"	"6"	"7"	"5"	"10"	"8"	"7"	"2"	"13"	"17"	"578"
"212"	"32"	"197"	"150"	"72"	"74"	""	"9"	"2"	"0"	"17"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"178"
"213"	"32"	"197"	"151"	"130"	"135"	""	"25"	"17"	"3"	"89"	"3"	"6"	"3"	"2"	"8"	"3"	"3"	"3"	"18"	"16"	"464"
"214"	"32"	"197"	"152"	"92"	"52"	""	"9"	"17"	"5"	"118"	"3"	"5"	"0"	"1"	"2"	"1"	"1"	"2"	"13"	"2"	"323"
"215"	"32"	"197"	"153"	"72"	"13"	""	"10"	"6"	"2"	"126"	"2"	"1"	"1"	"4"	"5"	"2"	"0"	"2"	"9"	"9"	"264"
"216"	"32"	"197"	"154"	"92"	"94"	""	"25"	"4"	"0"	"18"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"4"	"3"	"6"	"250"
"217"	"32"	"197"	"155"	"65"	"102"	""	"30"	"11"	"0"	"64"	"3"	"4"	"0"	"5"	"3"	"4"	"3"	"2"	"18"	"8"	"322"
"218"	"32"	"197"	"156"	"45"	"51"	""	"67"	"8"	"4"	"139"	"8"	"2"	"3"	"5"	"9"	"2"	"2"	"4"	"10"	"10"	"369"
"219"	"32"	"197"	"157"	"127"	"92"	""	"3"	"8"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"4"	"241"
"220"	"32"	"197"	"158"	"124"	"28"	""	"12"	"21"	"5"	"286"	"7"	"0"	"2"	"1"	"5"	"1"	"3"	"1"	"15"	"14"	"525"
"221"	"32"	"197"	"159"	"115"	"129"	""	"23"	"12"	"5"	"143"	"2"	"2"	"0"	"4"	"5"	"2"	"3"	"1"	"11"	"3"	"460"
"222"	"32"	"197"	"160"	"54"	"13"	""	"15"	"12"	"1"	"132"	"2"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"3"	"4"	"242"
"223"	"32"	"197"	"161"	"142"	"112"	""	"7"	"13"	"3"	"147"	"4"	"1"	"6"	"3"	"1"	"1"	"2"	"1"	"19"	"8"	"470"
"224"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 197-Jagdishpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"233"	"32"	"197"	"162"	"46"	"12"	""	"13"	"4"	"4"	"178"	"3"	"1"	"0"	"0"	"4"	"1"	"1"	"0"	"9"	"2"	"278"
"234"	"32"	"197"	"163"	"84"	"93"	""	"12"	"9"	"5"	"146"	"5"	"2"	"3"	"9"	"12"	"3"	"1"	"4"	"12"	"7"	"407"
"235"	"32"	"197"	"164"	"79"	"13"	""	"7"	"4"	"3"	"194"	"2"	"4"	"2"	"1"	"10"	"1"	"2"	"1"	"8"	"11"	"342"
"236"	"32"	"197"	"165"	"106"	"99"	""	"22"	"10"	"6"	"153"	"5"	"3"	"1"	"5"	"6"	"3"	"3"	"7"	"15"	"12"	"456"
"237"	"32"	"197"	"166"	"49"	"120"	""	"30"	"9"	"9"	"65"	"5"	"6"	"2"	"9"	"10"	"1"	"6"	"14"	"12"	"13"	"360"
"238"	"32"	"197"	"167"	"34"	"19"	""	"2"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"64"
"239"	"32"	"197"	"168"	"18"	"3"	""	"1"	"4"	"1"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"37"
"240"	"32"	"197"	"169"	"29"	"75"	""	"4"	"18"	"2"	"100"	"2"	"0"	"0"	"2"	"1"	"0"	"5"	"0"	"9"	"3"	"250"
"241"	"32"	"197"	"170"	"74"	"110"	""	"0"	"0"	"2"	"14"	"1"	"2"	"0"	"2"	"4"	"0"	"1"	"1"	"15"	"6"	"232"
"242"	"32"	"197"	"171"	"104"	"255"	""	"18"	"7"	"4"	"118"	"1"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"3"	"517"
"243"	"32"	"197"	"172"	"108"	"11"	""	"0"	"3"	"1"	"242"	"3"	"1"	"1"	"3"	"2"	"1"	"2"	"5"	"16"	"14"	"413"
"244"	"32"	"197"	"173"	"286"	"120"	""	"0"	"3"	"4"	"33"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"3"	"455"
"245"	"32"	"197"	"174"	"41"	"39"	""	"5"	"3"	"0"	"62"	"6"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"5"	"1"	"167"
"246"	"32"	"197"	"175"	"95"	"39"	""	"4"	"2"	"0"	"17"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"165"
"247"	"32"	"197"	"176"	"52"	"3"	""	"1"	"3"	"1"	"234"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"5"	"1"	"304"
"248"	"32"	"197"	"177"	"68"	"230"	""	"12"	"2"	"0"	"95"	"2"	"3"	"0"	"1"	"5"	"3"	"1"	"4"	"11"	"0"	"437"
"249"	"32"	"197"	"178"	"118"	"53"	""	"12"	"22"	"0"	"78"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"11"	"3"	"300"
"250"	"32"	"197"	"179"	"24"	"4"	""	"92"	"3"	"3"	"89"	"4"	"2"	"1"	"1"	"0"	"4"	"2"	"1"	"8"	"8"	"246"
"251"	"32"	"197"	"180"	"36"	"145"	""	"5"	"8"	"1"	"14"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"13"	"4"	"230"
"252"	"32"	"197"	"181"	"48"	"105"	""	"19"	"7"	"3"	"51"	"10"	"4"	"1"	"4"	"4"	"1"	"3"	"2"	"11"	"4"	"277"
"253"	"32"	"197"	"182"	"305"	"78"	""	"2"	"3"	"0"	"51"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"6"	"6"	"455"
"254"	"32"	"197"	"183"	"104"	"21"	""	"11"	"6"	"3"	"205"	"3"	"2"	"1"	"1"	"1"	"2"	"3"	"0"	"7"	"1"	"371"
"255"	"32"	"197"	"184"	"16"	"157"	""	"5"	"9"	"0"	"96"	"2"	"4"	"0"	"3"	"0"	"1"	"0"	"1"	"3"	"1"	"298"
"256"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 197-Jagdishpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"265"	"32"	"197"	"185"	"365"	"5"	""	"0"	"5"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"391"
"266"	"32"	"197"	"186"	"37"	"67"	""	"49"	"4"	"0"	"85"	"1"	"4"	"4"	"4"	"7"	"5"	"4"	"10"	"12"	"11"	"304"
"267"	"32"	"197"	"187"	"244"	"22"	""	"6"	"30"	"1"	"34"	"1"	"1"	"1"	"1"	"0"	"0"	"3"	"2"	"11"	"13"	"370"
"268"	"32"	"197"	"188"	"43"	"99"	""	"21"	"2"	"2"	"6"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"10"	"2"	"188"
"269"	"32"	"197"	"189"	"244"	"26"	""	"0"	"5"	"0"	"77"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"8"	"9"	"375"
"270"	"32"	"197"	"190"	"122"	"8"	""	"1"	"4"	"0"	"97"	"2"	"1"	"0"	"1"	"3"	"3"	"1"	"0"	"4"	"4"	"251"
"271"	"32"	"197"	"191"	"51"	"119"	""	"11"	"6"	"2"	"100"	"1"	"3"	"0"	"0"	"2"	"0"	"0"	"1"	"4"	"1"	"301"
"272"	"32"	"197"	"192"	"48"	"49"	""	"3"	"4"	"0"	"18"	"2"	"1"	"2"	"2"	"1"	"0"	"1"	"1"	"4"	"5"	"141"
"273"	"32"	"197"	"193"	"93"	"182"	""	"41"	"13"	"0"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"2"	"356"
"274"	"32"	"197"	"194"	"44"	"69"	""	"4"	"10"	"1"	"41"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"4"	"3"	"3"	"185"
"275"	"32"	"197"	"195"	"80"	"75"	""	"0"	"4"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"165"
"276"	"32"	"197"	"196"	"59"	"80"	""	"11"	"10"	"1"	"102"	"10"	"7"	"0"	"3"	"4"	"0"	"0"	"4"	"18"	"4"	"313"
"277"	"32"	"197"	"197"	"84"	"134"	""	"33"	"4"	"1"	"22"	"2"	"0"	"0"	"2"	"2"	"0"	"2"	"2"	"3"	"2"	"293"
"278"	"32"	"197"	"198"	"19"	"148"	""	"4"	"1"	"2"	"9"	"0"	"2"	"0"	"4"	"4"	"2"	"2"	"11"	"23"	"6"	"237"
"279"	"32"	"197"	"199"	"76"	"114"	""	"21"	"8"	"0"	"0"	"7"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"10"	"3"	"244"
"280"	"32"	"197"	"200"	"8"	"50"	""	"0"	"0"	"0"	"48"	"3"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"2"	"5"	"122"
"281"	"32"	"197"	"201"	"1"	"33"	""	"0"	"0"	"0"	"51"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"87"
"282"	"32"	"197"	"202"	"53"	"110"	""	"2"	"3"	"4"	"65"	"2"	"7"	"2"	"1"	"1"	"1"	"0"	"1"	"7"	"1"	"260"
"283"	"32"	"197"	"203"	"132"	"85"	""	"29"	"6"	"0"	"29"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"4"	"5"	"4"	"299"
"284"	"32"	"197"	"204"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"285"	"32"	"197"	"205"	"72"	"5"	""	"9"	"2"	"2"	"46"	"2"	"3"	"0"	"1"	"2"	"0"	"2"	"1"	"1"	"1"	"149"
"286"	"32"	"197"	"206"	"89"	"88"	""	"2"	"2"	"1"	"16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"
"287"	"32"	"197"	"207"	"40"	"65"	""	"9"	"2"	"1"	"45"	"8"	"1"	"0"	"5"	"1"	"0"	"1"	"0"	"6"	"0"	"184"
"288"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 197-Jagdishpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"297"	"32"	"197"	"208"	"78"	"186"	""	"12"	"16"	"1"	"12"	"2"	"0"	"1"	"1"	"0"	"3"	"3"	"9"	"12"	"5"	"341"
"298"	"32"	"197"	"209"	"55"	"37"	""	"0"	"1"	"0"	"34"	"0"	"2"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"134"
"299"	"32"	"197"	"210"	"170"	"27"	""	"5"	"4"	"1"	"164"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"2"	"1"	"381"
"300"	"32"	"197"	"211"	"136"	"28"	""	"2"	"0"	"2"	"120"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"3"	"297"
"301"	"32"	"197"	"212"	"145"	"108"	""	"1"	"27"	"2"	"36"	"2"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"6"	"4"	"338"
"302"	"32"	"197"	"213"	"12"	"119"	""	"2"	"4"	"1"	"40"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"7"	"0"	"190"
"303"	"32"	"197"	"214"	"126"	"32"	""	"3"	"2"	"2"	"42"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"1"	"218"
"304"	"32"	"197"	"215"	"102"	"45"	""	"0"	"9"	"0"	"3"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"168"
"305"	"32"	"197"	"216"	"365"	"28"	""	"4"	"19"	"1"	"55"	"5"	"5"	"1"	"1"	"3"	"0"	"2"	"2"	"6"	"4"	"501"
"306"	"32"	"197"	"217"	"154"	"35"	""	"1"	"1"	"2"	"194"	"1"	"4"	"2"	"4"	"8"	"2"	"2"	"6"	"14"	"13"	"443"
"307"	"32"	"197"	"218"	"124"	"99"	""	"6"	"11"	"5"	"201"	"2"	"3"	"0"	"5"	"4"	"1"	"1"	"6"	"26"	"13"	"507"
"308"	"32"	"197"	"219"	"179"	"8"	""	"4"	"2"	"1"	"21"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"220"
"309"	"32"	"197"	"220"	"90"	"57"	""	"18"	"3"	"0"	"80"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"7"	"2"	"259"
"310"	"32"	"197"	"221"	"16"	"507"	""	"3"	"6"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"545"
"311"	"32"	"197"	"222"	"5"	"382"	""	"3"	"2"	"0"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"415"
"312"	"32"	"197"	"223"	"80"	"46"	""	"23"	"27"	"5"	"61"	"0"	"3"	"1"	"0"	"3"	"0"	"0"	"0"	"3"	"0"	"252"
"313"	"32"	"197"	"224"	"181"	"70"	""	"10"	"2"	"0"	"75"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"3"	"1"	"345"
"314"	"32"	"197"	"225"	"31"	"101"	""	"5"	"2"	"0"	"98"	"5"	"3"	"1"	"6"	"4"	"4"	"6"	"7"	"18"	"9"	"300"
"315"	"32"	"197"	"226"	"23"	"112"	""	"13"	"2"	"3"	"53"	"1"	"3"	"3"	"5"	"0"	"1"	"2"	"2"	"14"	"5"	"242"
"316"	"32"	"197"	"227"	"160"	"141"	""	"11"	"6"	"3"	"314"	"7"	"5"	"3"	"1"	"3"	"1"	"5"	"1"	"8"	"4"	"673"
"317"	"32"	"197"	"228"	"29"	"143"	""	"13"	"1"	"1"	"369"	"3"	"4"	"1"	"2"	"9"	"1"	"0"	"2"	"7"	"6"	"591"
