"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 193-BARHARA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"PC No."	"AC No."	"BOOTH No."	"BOOTH EXT"	"Meena Singh"	""	"Rama Kishore Singh"	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar
Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad
Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"148"	"PC No."	"AC No."	"BOOTH No."	"BOOTH EXT"	"Meena Singh"	""	"Rama Kishore Singh"	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar
Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad
Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"149"	"32"	"193"	"105"	""	"71"	""	"28"	"4"	"3"	"3"	"203"	"4"	"0"	"2"	"4"	"3"	"4"	"0"	"0"	"9"	"4"	"342"
"150"	"32"	"193"	"106"	""	"134"	""	"73"	"7"	"25"	"0"	"36"	"1"	"3"	"1"	"1"	"0"	"1"	"0"	"2"	"6"	"5"	"295"
"151"	"32"	"193"	"107"	""	"164"	""	"19"	"5"	"10"	"1"	"55"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"4"	"10"	"273"
"152"	"32"	"193"	"108"	""	"213"	""	"37"	"9"	"12"	"1"	"66"	"3"	"10"	"2"	"5"	"2"	"0"	"0"	"0"	"7"	"15"	"382"
"153"	"32"	"193"	"109"	""	"192"	""	"9"	"0"	"5"	"0"	"85"	"0"	"3"	"0"	"2"	"0"	"2"	"0"	"1"	"2"	"3"	"304"
"154"	"32"	"193"	"110"	""	"123"	""	"42"	"3"	"1"	"0"	"51"	"2"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"3"	"3"	"234"
"155"	"32"	"193"	"111"	""	"113"	""	"35"	"3"	"8"	"1"	"202"	"6"	"2"	"1"	"4"	"6"	"4"	"6"	"2"	"9"	"13"	"415"
"156"	"32"	"193"	"112"	""	"365"	""	"97"	"7"	"6"	"3"	"171"	"7"	"6"	"1"	"3"	"4"	"0"	"3"	"5"	"19"	"10"	"707"
"157"	"32"	"193"	"113"	""	"160"	""	"246"	"10"	"22"	"4"	"59"	"3"	"3"	"4"	"4"	"4"	"3"	"4"	"3"	"11"	"5"	"545"
"158"	"32"	"193"	"114"	""	"386"	""	"93"	"4"	"14"	"2"	"67"	"4"	"2"	"1"	"0"	"0"	"3"	"2"	"3"	"17"	"21"	"619"
"159"	"32"	"193"	"115"	""	"81"	""	"120"	"5"	"14"	"3"	"27"	"2"	"3"	"1"	"2"	"0"	"0"	"1"	"1"	"4"	"1"	"265"
"160"	"32"	"193"	"116"	""	"101"	""	"88"	"40"	"4"	"4"	"52"	"2"	"5"	"3"	"2"	"1"	"0"	"1"	"2"	"8"	"8"	"321"
"161"	"32"	"193"	"117"	""	"63"	""	"121"	"6"	"5"	"2"	"29"	"2"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"6"	"2"	"242"
"162"	"32"	"193"	"118"	""	"148"	""	"97"	"41"	"3"	"0"	"26"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"3"	"3"	"325"
"163"	"32"	"193"	"119"	""	"167"	""	"32"	"12"	"21"	"2"	"41"	"3"	"7"	"2"	"1"	"3"	"0"	"2"	"2"	"7"	"11"	"313"
"164"	"32"	"193"	"120"	""	"90"	""	"115"	"138"	"14"	"4"	"22"	"3"	"2"	"2"	"1"	"1"	"3"	"4"	"2"	"7"	"6"	"414"
"165"	"32"	"193"	"121"	""	"37"	""	"246"	"7"	"4"	"1"	"1"	"0"	"8"	"1"	"1"	"0"	"1"	"3"	"5"	"15"	"11"	"341"
"166"	"32"	"193"	"122"	""	"221"	""	"62"	"1"	"13"	"1"	"16"	"2"	"2"	"2"	"4"	"2"	"3"	"2"	"3"	"15"	"17"	"366"
"167"	"32"	"193"	"123"	""	"153"	""	"28"	"4"	"35"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"223"
"168"	"32"	"193"	"124"	""	"97"	""	"297"	"19"	"11"	"2"	"44"	"0"	"2"	"0"	"2"	"2"	"1"	"2"	"5"	"25"	"17"	"526"
"169"	"32"	"193"	"125"	""	"112"	""	"184"	"6"	"2"	"1"	"6"	"0"	"5"	"2"	"3"	"3"	"4"	"3"	"14"	"25"	"22"	"392"
"170"	"32"	"193"	"126"	""	"147"	""	"194"	"7"	"26"	"9"	"24"	"1"	"14"	"2"	"1"	"3"	"2"	"3"	"3"	"19"	"20"	"475"
"171"	"32"	"193"	"127"	""	"137"	""	"192"	"24"	"24"	"8"	"64"	"5"	"8"	"6"	"9"	"5"	"2"	"3"	"15"	"28"	"20"	"550"
"172"	"32"	"193"	"128"	""	"238"	""	"273"	"10"	"25"	"5"	"34"	"2"	"4"	"1"	"5"	"1"	"1"	"2"	"1"	"9"	"10"	"621"
"173"	"32"	"193"	"129"	""	"125"	""	"86"	"6"	"13"	"3"	"6"	"3"	"5"	"1"	"3"	"2"	"0"	"2"	"2"	"9"	"6"	"272"
"174"	"32"	"193"	"130"	""	"173"	""	"41"	"11"	"13"	"1"	"36"	"3"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"4"	"4"	"292"
"175"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"178"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 193-BARHARA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"182"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"183"	"PC No."	"AC No."	"BOOTH No."	"BOOTH EXT"	"Meena Singh"	""	"Rama Kishore Singh"	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar
Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad
Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"184"	"32"	"193"	"131"	""	"193"	""	"25"	"3"	"15"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"242"
"185"	"32"	"193"	"132"	""	"172"	""	"44"	"7"	"28"	"1"	"53"	"3"	"0"	"0"	"4"	"1"	"0"	"1"	"3"	"3"	"3"	"323"
"186"	"32"	"193"	"133"	""	"60"	""	"117"	"87"	"7"	"4"	"73"	"8"	"6"	"5"	"6"	"1"	"5"	"5"	"6"	"16"	"14"	"420"
"187"	"32"	"193"	"134"	""	"3"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"188"	"32"	"193"	"135"	""	"38"	""	"19"	"27"	"8"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"96"
"189"	"32"	"193"	"136"	""	"389"	""	"60"	"12"	"23"	"0"	"14"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"515"
"190"	"32"	"193"	"137"	""	"268"	""	"84"	"7"	"30"	"1"	"19"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"418"
"191"	"32"	"193"	"138"	""	"289"	""	"30"	"5"	"6"	"2"	"88"	"2"	"4"	"0"	"0"	"6"	"1"	"4"	"0"	"15"	"21"	"473"
"192"	"32"	"193"	"139"	""	"211"	""	"74"	"11"	"27"	"0"	"39"	"1"	"3"	"1"	"2"	"4"	"3"	"2"	"4"	"4"	"10"	"396"
"193"	"32"	"193"	"140"	""	"183"	""	"20"	"3"	"12"	"1"	"70"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"7"	"0"	"302"
"194"	"32"	"193"	"141"	""	"36"	""	"179"	"0"	"9"	"0"	"23"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"0"	"253"
"195"	"32"	"193"	"142"	""	"144"	""	"72"	"5"	"17"	"1"	"13"	"1"	"8"	"0"	"1"	"0"	"0"	"1"	"1"	"5"	"4"	"273"
"196"	"32"	"193"	"143"	""	"120"	""	"37"	"10"	"23"	"2"	"4"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"2"	"12"	"5"	"220"
"197"	"32"	"193"	"144"	""	"83"	""	"61"	"35"	"19"	"2"	"23"	"2"	"5"	"2"	"4"	"3"	"4"	"0"	"1"	"15"	"7"	"266"
"198"	"32"	"193"	"145"	""	"151"	""	"135"	"16"	"44"	"7"	"35"	"7"	"4"	"4"	"2"	"6"	"1"	"4"	"6"	"13"	"15"	"450"
"199"	"32"	"193"	"146"	""	"97"	""	"40"	"6"	"15"	"3"	"79"	"3"	"2"	"1"	"0"	"1"	"0"	"3"	"1"	"4"	"6"	"261"
"200"	"32"	"193"	"147"	""	"185"	""	"65"	"2"	"12"	"0"	"10"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"6"	"9"	"294"
"201"	"32"	"193"	"148"	""	"82"	""	"132"	"5"	"7"	"18"	"74"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"325"
"202"	"32"	"193"	"149"	""	"200"	""	"52"	"9"	"53"	"4"	"37"	"3"	"5"	"0"	"3"	"0"	"1"	"2"	"1"	"4"	"7"	"381"
"203"	"32"	"193"	"150"	""	"114"	""	"86"	"14"	"107"	"3"	"125"	"2"	"7"	"1"	"4"	"5"	"2"	"1"	"0"	"5"	"4"	"480"
"204"	"32"	"193"	"151"	""	"330"	""	"87"	"12"	"52"	"3"	"21"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"15"	"532"
"205"	"32"	"193"	"152"	""	"60"	""	"13"	"1"	"30"	"1"	"69"	"5"	"2"	"1"	"3"	"5"	"1"	"2"	"1"	"2"	"5"	"201"
"206"	"32"	"193"	"153"	""	"179"	""	"18"	"7"	"5"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"6"	"224"
"207"	"32"	"193"	"154"	""	"315"	""	"14"	"17"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"361"
"208"	"32"	"193"	"155"	""	"219"	""	"114"	"9"	"20"	"2"	"65"	"7"	"2"	"1"	"3"	"2"	"1"	"4"	"1"	"6"	"4"	"460"
"209"	"32"	"193"	"156"	""	"313"	""	"26"	"6"	"8"	"2"	"86"	"6"	"2"	"1"	"2"	"4"	"0"	"3"	"1"	"5"	"5"	"470"
"210"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"214"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 193-BARHARA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"PC No."	"AC No."	"BOOTH No."	"BOOTH EXT"	"Meena Singh"	""	"Rama Kishore Singh"	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar
Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad
Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"219"	"32"	"193"	"157"	""	"109"	""	"31"	"4"	"25"	"2"	"3"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"4"	"3"	"186"
"220"	"32"	"193"	"158"	""	"393"	""	"107"	"15"	"72"	"2"	"3"	"2"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"3"	"606"
"221"	"32"	"193"	"159"	""	"175"	""	"27"	"1"	"16"	"0"	"88"	"3"	"3"	"1"	"1"	"4"	"3"	"2"	"2"	"0"	"4"	"330"
"222"	"32"	"193"	"160"	""	"377"	""	"13"	"4"	"6"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"407"
"223"	"32"	"193"	"161"	""	"73"	""	"11"	"6"	"40"	"2"	"110"	"5"	"1"	"0"	"2"	"8"	"1"	"4"	"1"	"2"	"6"	"272"
"224"	"32"	"193"	"162"	""	"218"	""	"270"	"37"	"10"	"1"	"30"	"1"	"1"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"2"	"574"
"225"	"32"	"193"	"163"	""	"102"	""	"61"	"13"	"34"	"5"	"175"	"9"	"5"	"4"	"10"	"12"	"7"	"6"	"3"	"10"	"13"	"469"
"226"	"32"	"193"	"164"	""	"83"	""	"13"	"12"	"49"	"2"	"93"	"5"	"0"	"0"	"2"	"5"	"2"	"2"	"2"	"3"	"9"	"282"
"227"	"32"	"193"	"165"	""	"55"	""	"24"	"47"	"39"	"1"	"72"	"2"	"2"	"2"	"1"	"2"	"1"	"0"	"1"	"3"	"3"	"255"
"228"	"32"	"193"	"166"	""	"47"	""	"47"	"5"	"58"	"0"	"53"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"214"
"229"	"32"	"193"	"167"	""	"48"	""	"32"	"12"	"227"	"11"	"44"	"4"	"4"	"2"	"5"	"3"	"1"	"7"	"1"	"5"	"5"	"411"
"230"	"32"	"193"	"168"	""	"11"	""	"24"	"4"	"334"	"6"	"7"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"1"	"3"	"397"
"231"	"32"	"193"	"169"	""	"69"	""	"1"	"5"	"242"	"5"	"121"	"5"	"2"	"1"	"2"	"1"	"1"	"5"	"2"	"3"	"4"	"469"
"232"	"32"	"193"	"170"	""	"34"	""	"6"	"41"	"112"	"7"	"248"	"11"	"2"	"4"	"5"	"6"	"4"	"6"	"4"	"3"	"5"	"498"
"233"	"32"	"193"	"171"	""	"77"	""	"23"	"2"	"10"	"2"	"75"	"1"	"1"	"2"	"1"	"5"	"1"	"2"	"1"	"6"	"6"	"215"
"234"	"32"	"193"	"172"	""	"70"	""	"78"	"11"	"104"	"1"	"9"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"277"
"235"	"32"	"193"	"173"	""	"61"	""	"8"	"4"	"6"	"2"	"112"	"4"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"4"	"1"	"206"
"236"	"32"	"193"	"174"	""	"93"	""	"122"	"3"	"12"	"4"	"59"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"2"	"301"
"237"	"32"	"193"	"175"	""	"78"	""	"17"	"5"	"230"	"4"	"102"	"2"	"0"	"0"	"2"	"3"	"0"	"4"	"0"	"6"	"0"	"453"
"238"	"32"	"193"	"176"	""	"75"	""	"99"	"7"	"13"	"1"	"35"	"4"	"4"	"1"	"3"	"0"	"0"	"1"	"12"	"6"	"4"	"265"
"239"	"32"	"193"	"177"	""	"75"	""	"124"	"23"	"23"	"2"	"146"	"0"	"3"	"0"	"2"	"2"	"0"	"1"	"1"	"5"	"8"	"415"
"240"	"32"	"193"	"178"	""	"148"	""	"25"	"6"	"58"	"0"	"64"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"309"
"241"	"32"	"193"	"179"	""	"81"	""	"138"	"4"	"13"	"2"	"102"	"3"	"2"	"1"	"3"	"1"	"0"	"1"	"1"	"9"	"2"	"363"
"242"	"32"	"193"	"180"	""	"135"	""	"131"	"13"	"5"	"1"	"52"	"2"	"2"	"0"	"3"	"0"	"1"	"1"	"4"	"5"	"4"	"359"
"243"	"32"	"193"	"181"	""	"125"	""	"185"	"9"	"45"	"4"	"117"	"2"	"4"	"2"	"3"	"1"	"2"	"0"	"0"	"11"	"3"	"513"
"244"	"32"	"193"	"182"	""	"68"	""	"47"	"13"	"17"	"0"	"51"	"3"	"1"	"1"	"4"	"2"	"0"	"1"	"2"	"3"	"4"	"217"
"245"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 193-BARHARA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"PC No."	"AC No."	"BOOTH No."	"BOOTH EXT"	"Meena Singh"	""	"Rama Kishore Singh"	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar
Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad
Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"254"	"32"	"193"	"183"	""	"154"	""	"37"	"3"	"18"	"5"	"114"	"1"	"4"	"2"	"1"	"1"	"2"	"4"	"2"	"14"	"29"	"391"
"255"	"32"	"193"	"184"	""	"131"	""	"153"	"12"	"7"	"1"	"15"	"3"	"9"	"2"	"2"	"2"	"0"	"4"	"5"	"10"	"10"	"366"
"256"	"32"	"193"	"185"	""	"150"	""	"235"	"5"	"11"	"2"	"61"	"0"	"3"	"0"	"4"	"1"	"0"	"2"	"0"	"2"	"8"	"484"
"257"	"32"	"193"	"186"	""	"197"	""	"38"	"2"	"27"	"0"	"27"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"294"
"258"	"32"	"193"	"187"	""	"77"	""	"72"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"8"	"5"	"174"
"259"	"32"	"193"	"188"	""	"26"	""	"184"	"5"	"4"	"2"	"90"	"3"	"7"	"1"	"5"	"5"	"3"	"1"	"1"	"2"	"0"	"339"
"260"	"32"	"193"	"189"	""	"208"	""	"25"	"15"	"10"	"0"	"44"	"1"	"0"	"2"	"1"	"3"	"1"	"2"	"0"	"0"	"3"	"315"
"261"	"32"	"193"	"190"	""	"45"	""	"12"	"2"	"3"	"0"	"139"	"1"	"0"	"0"	"0"	"4"	"0"	"3"	"0"	"2"	"2"	"213"
"262"	"32"	"193"	"191"	""	"126"	""	"57"	"13"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"204"
"263"	"32"	"193"	"192"	""	"171"	""	"93"	"11"	"56"	"2"	"53"	"1"	"3"	"1"	"2"	"0"	"2"	"0"	"1"	"0"	"2"	"398"
"264"	"32"	"193"	"193"	""	"17"	""	"99"	"2"	"0"	"0"	"16"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"140"
"265"	"32"	"193"	"194"	""	"153"	""	"37"	"3"	"3"	"3"	"109"	"1"	"1"	"1"	"4"	"5"	"2"	"3"	"2"	"7"	"3"	"337"
"266"	"32"	"193"	"195"	""	"237"	""	"23"	"10"	"5"	"1"	"87"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"6"	"2"	"2"	"378"
"267"	"32"	"193"	"196"	""	"149"	""	"32"	"2"	"1"	"3"	"88"	"6"	"3"	"0"	"3"	"6"	"2"	"2"	"1"	"7"	"6"	"311"
"268"	"32"	"193"	"197"	""	"144"	""	"184"	"2"	"24"	"0"	"75"	"4"	"12"	"1"	"3"	"4"	"2"	"0"	"3"	"10"	"9"	"477"
"269"	"32"	"193"	"198"	""	"312"	""	"91"	"7"	"1"	"2"	"64"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"1"	"6"	"6"	"496"
"270"	"32"	"193"	"199"	""	"128"	""	"59"	"5"	"2"	"3"	"2"	"1"	"0"	"1"	"1"	"1"	"0"	"3"	"2"	"3"	"6"	"217"
"271"	"32"	"193"	"200"	""	"265"	""	"211"	"4"	"14"	"1"	"25"	"0"	"3"	"0"	"4"	"1"	"0"	"0"	"0"	"8"	"13"	"549"
"272"	"32"	"193"	"201"	""	"125"	""	"71"	"2"	"11"	"5"	"253"	"8"	"2"	"1"	"2"	"7"	"1"	"2"	"3"	"8"	"4"	"505"
"273"	"32"	"193"	"202"	""	"38"	""	"70"	"33"	"7"	"2"	"85"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"0"	"244"
"274"	"32"	"193"	"203"	""	"52"	""	"135"	"16"	"9"	"2"	"37"	"1"	"10"	"1"	"1"	"6"	"0"	"0"	"0"	"4"	"2"	"276"
"275"	"32"	"193"	"204"	""	"280"	""	"168"	"10"	"10"	"0"	"33"	"0"	"2"	"0"	"7"	"1"	"1"	"0"	"3"	"12"	"21"	"548"
"276"	"32"	"193"	"205"	""	"88"	""	"6"	"14"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"
"277"	"32"	"193"	"206"	""	"212"	""	"124"	"5"	"14"	"4"	"106"	"1"	"4"	"2"	"1"	"2"	"0"	"2"	"2"	"11"	"3"	"493"
"278"	"32"	"193"	"207"	""	"162"	""	"248"	"11"	"26"	"2"	"131"	"4"	"10"	"1"	"6"	"5"	"0"	"1"	"6"	"19"	"16"	"648"
"279"	"32"	"193"	"208"	""	"134"	""	"55"	"77"	"3"	"0"	"39"	"3"	"1"	"0"	"2"	"1"	"2"	"2"	"6"	"5"	"7"	"337"
"280"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 193-BARHARA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"PC No."	"AC No."	"BOOTH No."	"BOOTH EXT"	"Meena Singh"	""	"Rama Kishore Singh"	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar
Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad
Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"289"	"32"	"193"	"209"	""	"168"	""	"108"	"18"	"10"	"4"	"198"	"9"	"10"	"4"	"7"	"15"	"9"	"9"	"10"	"45"	"35"	"659"
"290"	"32"	"193"	"210"	""	"70"	""	"144"	"7"	"6"	"2"	"108"	"5"	"2"	"1"	"2"	"0"	"0"	"2"	"1"	"13"	"9"	"372"
"291"	"32"	"193"	"211"	""	"29"	""	"57"	"19"	"1"	"2"	"171"	"0"	"5"	"2"	"2"	"4"	"1"	"0"	"0"	"3"	"2"	"298"
"292"	"32"	"193"	"212"	""	"35"	""	"117"	"15"	"75"	"13"	"290"	"11"	"7"	"5"	"8"	"6"	"3"	"6"	"7"	"8"	"10"	"616"
