"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-     273079"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 156-Bhagalpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"111"	"90"	"90"	"13"	"315"	"15"	"2"	"84"	"3"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"11"	"1"	"1"	"6"	"460"	"0"	"460"	"0"
"112"	"91"	"91"	"18"	"67"	"12"	"0"	"155"	"4"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"263"	"0"	"263"	"0"
"113"	"92"	"92"	"10"	"113"	"19"	"1"	"110"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"2"	"1"	"0"	"0"	"2"	"265"	"0"	"265"	"0"
"114"	"93"	"93"	"24"	"9"	"11"	"3"	"36"	"1"	"0"	"2"	"5"	"0"	"13"	"3"	"6"	"5"	"7"	"29"	"11"	"551"	"14"	"6"	"5"	"741"	"0"	"741"	"0"
"115"	"94"	"94"	"18"	"311"	"37"	"10"	"77"	"3"	"1"	"3"	"0"	"0"	"1"	"3"	"2"	"4"	"14"	"14"	"0"	"4"	"0"	"0"	"8"	"510"	"0"	"510"	"0"
"116"	"95"	"95"	"43"	"253"	"30"	"5"	"95"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"10"	"8"	"0"	"4"	"1"	"0"	"3"	"458"	"0"	"458"	"0"
"117"	"96"	"96"	"21"	"170"	"13"	"1"	"40"	"5"	"0"	"4"	"3"	"0"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"10"	"0"	"1"	"1"	"280"	"0"	"280"	"0"
"118"	"97"	"97"	"42"	"318"	"32"	"2"	"58"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"3"	"1"	"1"	"0"	"0"	"4"	"466"	"0"	"466"	"0"
"119"	"98"	"98"	"14"	"235"	"56"	"10"	"133"	"4"	"2"	"1"	"1"	"1"	"3"	"1"	"0"	"3"	"3"	"14"	"11"	"36"	"6"	"3"	"9"	"546"	"0"	"546"	"0"
"120"	"99"	"99"	"25"	"195"	"37"	"3"	"157"	"0"	"0"	"7"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"4"	"0"	"9"	"0"	"0"	"1"	"441"	"0"	"441"	"0"
"121"	"100"	"100"	"19"	"125"	"26"	"2"	"137"	"4"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"3"	"1"	"1"	"2"	"11"	"0"	"0"	"0"	"334"	"0"	"334"	"0"
"122"	"101"	"101"	"10"	"187"	"16"	"8"	"102"	"3"	"1"	"7"	"1"	"1"	"1"	"4"	"1"	"1"	"2"	"3"	"6"	"0"	"0"	"0"	"0"	"354"	"0"	"354"	"0"
"123"	"102"	"102"	"8"	"197"	"5"	"5"	"82"	"0"	"1"	"2"	"1"	"0"	"0"	"3"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"3"	"312"	"0"	"312"	"0"
"124"	"103"	"103"	"15"	"77"	"25"	"11"	"135"	"3"	"0"	"3"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"6"	"285"	"0"	"285"	"0"
"125"	"104"	"104"	"4"	"44"	"16"	"17"	"146"	"4"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"2"	"0"	"4"	"2"	"0"	"1"	"0"	"3"	"250"	"0"	"250"	"0"
"126"	"105"	"105"	"45"	"147"	"21"	"3"	"115"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"4"	"6"	"17"	"12"	"2"	"1"	"14"	"391"	"0"	"391"	"0"
"127"	"106"	"106"	"13"	"145"	"39"	"3"	"101"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"1"	"0"	"0"	"0"	"1"	"311"	"0"	"311"	"0"
"128"	"107"	"107"	"6"	"69"	"16"	"2"	"96"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"0"	"195"	"0"
"129"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"130"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"131"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"132"	"108"	"108"	"139"	"209"	"15"	"27"	"106"	"2"	"2"	"1"	"2"	"0"	"2"	"1"	"2"	"1"	"3"	"1"	"1"	"1"	"1"	"1"	"0"	"517"	"0"	"517"	"0"
"133"	"109"	"109"	"85"	"130"	"18"	"42"	"59"	"2"	"1"	"0"	"4"	"0"	"1"	"1"	"1"	"0"	"2"	"3"	"4"	"0"	"3"	"2"	"0"	"358"	"0"	"358"	"0"
"134"	"110"	"110"	"59"	"54"	"12"	"17"	"153"	"2"	"0"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"3"	"0"	"0"	"3"	"313"	"0"	"313"	"0"
"135"	"111"	"111"	"188"	"77"	"8"	"6"	"127"	"3"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"8"	"5"	"0"	"1"	"0"	"1"	"429"	"0"	"429"	"0"
"136"	"112"	"112"	"98"	"100"	"41"	"47"	"144"	"3"	"0"	"0"	"11"	"0"	"2"	"0"	"0"	"1"	"2"	"2"	"1"	"6"	"1"	"2"	"0"	"461"	"0"	"461"	"0"
"137"	"113"	"113"	"77"	"150"	"25"	"17"	"259"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"3"	"543"	"0"	"543"	"0"
"138"	"114"	"114"	"67"	"181"	"17"	"4"	"146"	"3"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"3"	"3"	"0"	"1"	"1"	"432"	"0"	"432"	"0"
"139"	"115"	"115"	"59"	"144"	"21"	"1"	"179"	"0"	"1"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"416"	"0"	"416"	"0"
"140"	"116"	"116"	"29"	"102"	"23"	"2"	"153"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"4"	"319"	"0"	"319"	"0"
"141"	"117"	"117"	"33"	"323"	"52"	"6"	"139"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"3"	"565"	"0"	"565"	"0"
"142"	"118"	"118"	"31"	"146"	"3"	"0"	"137"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"322"	"0"	"322"	"0"
"143"	"119"	"119"	"17"	"113"	"8"	"0"	"183"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"329"	"0"	"329"	"0"
"144"	"120"	"120"	"128"	"85"	"28"	"70"	"254"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"9"	"3"	"1"	"1"	"3"	"589"	"0"	"589"	"0"
"145"	"121"	"121"	"20"	"173"	"11"	"1"	"106"	"1"	"0"	"3"	"3"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"6"	"333"	"0"	"333"	"0"
"146"	"122"	"122"	"13"	"105"	"23"	"1"	"140"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"284"	"0"	"284"	"0"
"147"	"123"	"123"	"188"	"94"	"8"	"8"	"126"	"3"	"0"	"1"	"2"	"0"	"4"	"4"	"2"	"1"	"2"	"15"	"2"	"1"	"0"	"1"	"3"	"465"	"0"	"465"	"0"
"148"	"124"	"124"	"21"	"149"	"25"	"8"	"221"	"7"	"1"	"0"	"1"	"1"	"3"	"3"	"0"	"3"	"3"	"4"	"3"	"2"	"3"	"1"	"2"	"461"	"0"	"461"	"0"
"149"	"125"	"125"	"28"	"52"	"18"	"2"	"144"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"254"	"0"	"254"	"0"
"150"	"126"	"126"	"121"	"69"	"23"	"7"	"202"	"3"	"0"	"0"	"0"	"5"	"1"	"0"	"1"	"0"	"3"	"7"	"0"	"3"	"1"	"0"	"4"	"450"	"0"	"450"	"0"
"151"	"127"	"127"	"7"	"54"	"37"	"16"	"202"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"2"	"1"	"2"	"0"	"0"	"0"	"3"	"331"	"0"	"331"	"0"
"152"	"128"	"128"	"25"	"139"	"36"	"9"	"193"	"0"	"0"	"2"	"2"	"1"	"2"	"0"	"1"	"2"	"5"	"7"	"3"	"1"	"1"	"1"	"0"	"430"	"0"	"430"	"0"
"153"	"129"	"129"	"52"	"144"	"25"	"8"	"113"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"3"	"2"	"1"	"1"	"2"	"3"	"362"	"0"	"362"	"0"
"154"	"130"	"130"	"36"	"88"	"31"	"10"	"162"	"1"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"2"	"1"	"4"	"5"	"4"	"2"	"0"	"3"	"356"	"0"	"356"	"0"
"155"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"156"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"157"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"158"	"131"	"131"	"19"	"56"	"17"	"2"	"262"	"3"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"3"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"375"	"0"	"375"	"0"
"159"	"132"	"132"	"13"	"24"	"13"	"8"	"137"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"2"	"0"	"1"	"206"	"0"	"206"	"0"
"160"	"133"	"133"	"8"	"45"	"25"	"1"	"212"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"294"	"0"	"294"	"0"
"161"	"134"	"134"	"105"	"199"	"63"	"14"	"138"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"529"	"0"	"529"	"0"
"162"	"135"	"135"	"42"	"77"	"19"	"6"	"39"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"188"	"0"	"188"	"0"
"163"	"136"	"136"	"141"	"68"	"14"	"8"	"97"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"337"	"0"	"337"	"0"
"164"	"137"	"137"	"17"	"155"	"11"	"6"	"106"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"305"	"0"	"305"	"0"
"165"	"138"	"138"	"48"	"104"	"11"	"7"	"61"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"0"	"235"	"0"
"166"	"139"	"139"	"10"	"71"	"33"	"19"	"150"	"2"	"0"	"1"	"0"	"7"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"298"	"0"	"298"	"0"
"167"	"140"	"140"	"20"	"89"	"34"	"8"	"91"	"1"	"2"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"2"	"1"	"2"	"3"	"0"	"2"	"3"	"263"	"0"	"263"	"0"
"168"	"141"	"141"	"18"	"136"	"24"	"2"	"66"	"0"	"1"	"2"	"4"	"0"	"2"	"0"	"0"	"0"	"4"	"3"	"4"	"3"	"1"	"0"	"1"	"271"	"0"	"271"	"0"
"169"	"142"	"142"	"11"	"151"	"12"	"3"	"132"	"0"	"1"	"3"	"1"	"2"	"3"	"2"	"4"	"2"	"2"	"7"	"0"	"0"	"1"	"0"	"3"	"340"	"0"	"340"	"0"
"170"	"143"	"143"	"4"	"110"	"20"	"3"	"221"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"4"	"0"	"3"	"2"	"0"	"2"	"376"	"0"	"376"	"0"
"171"	"144"	"144"	"10"	"67"	"4"	"5"	"211"	"0"	"0"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"307"	"0"	"307"	"0"
"172"	"145"	"145"	"2"	"36"	"8"	"0"	"54"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"104"	"0"	"104"	"0"
"173"	"146"	"146"	"22"	"138"	"30"	"6"	"118"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"318"	"0"	"318"	"0"
"174"	"147"	"147"	"11"	"67"	"10"	"0"	"75"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"7"	"176"	"0"	"176"	"0"
"175"	"148"	"148"	"2"	"149"	"27"	"3"	"92"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"0"	"277"	"0"
"176"	"149"	"149"	"5"	"140"	"25"	"5"	"65"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"0"	"241"	"0"
"177"	"150"	"150"	"1"	"114"	"19"	"2"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"0"	"169"	"0"
"178"	"151"	"151"	"3"	"106"	"11"	"1"	"35"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"1"	"1"	"0"	"3"	"166"	"0"	"166"	"0"
"179"	"152"	"152"	"19"	"165"	"28"	"3"	"197"	"4"	"0"	"2"	"3"	"3"	"7"	"3"	"7"	"6"	"5"	"14"	"4"	"1"	"0"	"1"	"9"	"481"	"0"	"481"	"0"
"180"	"153"	"153"	"6"	"170"	"19"	"2"	"133"	"2"	"1"	"0"	"2"	"2"	"0"	"1"	"0"	"2"	"6"	"5"	"0"	"1"	"0"	"1"	"4"	"357"	"0"	"357"	"0"
"181"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"182"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"183"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"184"	"154"	"154"	"8"	"212"	"23"	"4"	"108"	"4"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"0"	"3"	"1"	"2"	"0"	"0"	"1"	"1"	"373"	"0"	"373"	"0"
"185"	"155"	"155"	"8"	"100"	"42"	"1"	"74"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"2"	"2"	"0"	"0"	"5"	"241"	"0"	"241"	"0"
"186"	"156"	"156"	"5"	"116"	"26"	"2"	"83"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"237"	"0"	"237"	"0"
"187"	"157"	"157"	"10"	"37"	"4"	"0"	"64"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"118"	"0"	"118"	"0"
"188"	"158"	"158"	"19"	"158"	"116"	"6"	"139"	"2"	"0"	"16"	"1"	"3"	"1"	"4"	"2"	"5"	"2"	"5"	"1"	"5"	"1"	"1"	"4"	"491"	"0"	"491"	"0"
"189"	"159"	"159"	"10"	"147"	"19"	"2"	"53"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"241"	"0"	"241"	"0"
"190"	"160"	"160"	"14"	"210"	"17"	"0"	"57"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"302"	"0"	"302"	"0"
"191"	"161"	"161"	"3"	"191"	"9"	"4"	"87"	"0"	"0"	"1"	"1"	"5"	"3"	"7"	"0"	"2"	"2"	"4"	"0"	"2"	"0"	"1"	"2"	"324"	"0"	"324"	"0"
"192"	"162"	"162"	"4"	"141"	"19"	"2"	"80"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"3"	"0"	"2"	"0"	"0"	"4"	"264"	"0"	"264"	"0"
"193"	"163"	"163"	"13"	"27"	"96"	"4"	"313"	"3"	"0"	"0"	"0"	"1"	"2"	"4"	"2"	"0"	"2"	"5"	"4"	"1"	"1"	"0"	"1"	"479"	"0"	"479"	"0"
"194"	"164"	"164"	"14"	"22"	"24"	"3"	"336"	"7"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"6"	"2"	"0"	"0"	"0"	"417"	"0"	"417"	"0"
"195"	"165"	"165"	"13"	"16"	"30"	"2"	"225"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"291"	"0"	"291"	"0"
"196"	"166"	"166"	"22"	"37"	"37"	"5"	"254"	"3"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"5"	"1"	"0"	"1"	"6"	"379"	"0"	"379"	"0"
"197"	"167"	"167"	"3"	"21"	"11"	"0"	"108"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"149"	"0"	"149"	"0"
"198"	"168"	"168"	"7"	"68"	"16"	"3"	"125"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"4"	"229"	"0"	"229"	"0"
"199"	"169"	"169"	"6"	"36"	"39"	"1"	"204"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"2"	"295"	"0"	"295"	"0"
"200"	"170"	"170"	"9"	"15"	"33"	"2"	"359"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"429"	"0"	"429"	"0"
"201"	"171"	"171"	"1"	"8"	"25"	"0"	"286"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"328"	"0"	"328"	"0"
"202"	"172"	"172"	"2"	"5"	"20"	"0"	"268"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"300"	"0"	"300"	"0"
"203"	"173"	"173"	"7"	"39"	"72"	"2"	"234"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"360"	"0"	"360"	"0"
"204"	"174"	"174"	"1"	"3"	"12"	"3"	"168"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"192"	"0"	"192"	"0"
"205"	"175"	"175"	"6"	"16"	"27"	"1"	"368"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"424"	"0"	"424"	"0"
"206"	"176"	"176"	"0"	"1"	"5"	"1"	"155"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"164"	"0"	"164"	"0"
"207"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"208"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"209"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"210"	"177"	"177"	"10"	"35"	"28"	"3"	"375"	"3"	"0"	"0"	"0"	"37"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"498"	"0"	"498"	"0"
"211"	"178"	"178"	"25"	"23"	"55"	"3"	"141"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"6"	"2"	"2"	"1"	"1"	"267"	"0"	"267"	"0"
"212"	"179"	"179"	"5"	"10"	"18"	"3"	"169"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"209"	"0"	"209"	"0"
"213"	"180"	"180"	"9"	"22"	"115"	"6"	"266"	"4"	"0"	"1"	"1"	"5"	"2"	"1"	"0"	"3"	"0"	"2"	"4"	"0"	"4"	"0"	"10"	"455"	"0"	"455"	"0"
"214"	"181"	"181"	"54"	"57"	"23"	"2"	"149"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"4"	"0"	"0"	"0"	"299"	"0"	"299"	"0"
"215"	"182"	"182"	"79"	"9"	"31"	"3"	"120"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"0"	"244"	"0"
"216"	"183"	"183"	"22"	"46"	"36"	"4"	"155"	"5"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"3"	"0"	"8"	"0"	"0"	"0"	"292"	"0"	"292"	"0"
"217"	"184"	"184"	"32"	"56"	"47"	"3"	"306"	"3"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"455"	"0"	"455"	"0"
"218"	"185"	"185"	"38"	"44"	"20"	"3"	"270"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"1"	"2"	"0"	"1"	"387"	"0"	"387"	"0"
"219"	"186"	"186"	"57"	"51"	"40"	"6"	"331"	"7"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"1"	"1"	"8"	"3"	"0"	"0"	"1"	"511"	"0"	"511"	"0"
"220"	"187"	"187"	"22"	"150"	"83"	"9"	"157"	"3"	"2"	"0"	"4"	"0"	"3"	"4"	"1"	"2"	"0"	"8"	"0"	"0"	"0"	"0"	"2"	"450"	"0"	"450"	"0"
"221"	"188"	"188"	"16"	"42"	"33"	"2"	"197"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"295"	"0"	"295"	"0"
