"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  - 141 Cheriya Bariyarpur Name of the Assembly  :  141 Cheriya Bariyarpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"129"	"118"	"109"	"22"	"4"	"199"	"25"	"3"	"1"	"0"	"2"	"2"	"0"	"9"	"6"	"5"	"2"	"7"	"0"	"0"	"0"	"396"	"0"	"396"	"0"
"130"	"119"	"88"	"28"	"3"	"240"	"61"	"3"	"4"	"2"	"6"	"3"	"2"	"4"	"2"	"4"	"3"	"17"	"13"	"7"	"3"	"493"	"0"	"493"	"0"
"131"	"120"	"22"	"22"	"3"	"92"	"214"	"6"	"7"	"2"	"3"	"0"	"1"	"10"	"3"	"3"	"3"	"14"	"1"	"2"	"0"	"408"	"0"	"408"	"0"
"132"	"121"	"45"	"106"	"5"	"103"	"119"	"10"	"5"	"1"	"1"	"2"	"2"	"7"	"1"	"1"	"4"	"6"	"1"	"2"	"0"	"421"	"0"	"421"	"0"
"133"	"122"	"57"	"22"	"2"	"136"	"112"	"7"	"8"	"4"	"1"	"2"	"8"	"45"	"12"	"8"	"7"	"16"	"3"	"1"	"2"	"453"	"0"	"453"	"0"
"134"	"123"	"19"	"17"	"3"	"182"	"76"	"3"	"3"	"0"	"1"	"1"	"2"	"3"	"17"	"5"	"9"	"18"	"1"	"3"	"2"	"365"	"0"	"365"	"0"
"135"	"124"	"102"	"16"	"2"	"200"	"314"	"5"	"5"	"1"	"1"	"7"	"3"	"8"	"2"	"4"	"3"	"10"	"12"	"10"	"5"	"710"	"0"	"710"	"0"
"136"	"125"	"75"	"32"	"8"	"100"	"274"	"14"	"4"	"0"	"5"	"4"	"11"	"27"	"6"	"6"	"10"	"33"	"1"	"0"	"4"	"614"	"0"	"614"	"0"
"137"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"138"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"139"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"140"	"126"	"90"	"13"	"5"	"325"	"183"	"10"	"1"	"2"	"2"	"4"	"3"	"7"	"6"	"2"	"3"	"18"	"6"	"1"	"0"	"681"	"0"	"681"	"0"
"141"	"127"	"76"	"25"	"7"	"320"	"144"	"10"	"3"	"3"	"5"	"5"	"7"	"19"	"17"	"7"	"13"	"24"	"8"	"1"	"9"	"703"	"0"	"703"	"0"
"142"	"128"	"16"	"13"	"3"	"27"	"215"	"7"	"0"	"1"	"1"	"5"	"2"	"67"	"1"	"3"	"2"	"12"	"4"	"1"	"5"	"385"	"0"	"385"	"0"
"143"	"129"	"103"	"29"	"0"	"66"	"33"	"2"	"1"	"0"	"2"	"4"	"0"	"45"	"1"	"2"	"0"	"22"	"7"	"5"	"4"	"326"	"0"	"326"	"0"
"144"	"130"	"69"	"259"	"2"	"63"	"50"	"2"	"0"	"1"	"1"	"2"	"1"	"20"	"3"	"0"	"4"	"2"	"0"	"2"	"1"	"482"	"0"	"482"	"0"
"145"	"131"	"78"	"149"	"5"	"125"	"120"	"6"	"2"	"1"	"2"	"0"	"11"	"17"	"3"	"7"	"13"	"30"	"2"	"1"	"3"	"575"	"0"	"575"	"0"
"146"	"132"	"82"	"194"	"8"	"115"	"172"	"4"	"1"	"0"	"1"	"0"	"4"	"7"	"1"	"0"	"5"	"10"	"5"	"3"	"2"	"614"	"0"	"614"	"0"
"147"	"133"	"50"	"74"	"7"	"42"	"246"	"11"	"0"	"5"	"1"	"5"	"13"	"217"	"15"	"16"	"18"	"39"	"3"	"4"	"4"	"770"	"0"	"770"	"0"
"148"	"134"	"63"	"47"	"2"	"54"	"141"	"6"	"4"	"5"	"4"	"8"	"2"	"217"	"23"	"8"	"9"	"33"	"5"	"2"	"3"	"636"	"0"	"636"	"0"
"149"	"135"	"47"	"38"	"6"	"207"	"95"	"5"	"7"	"4"	"1"	"11"	"3"	"240"	"21"	"4"	"3"	"18"	"0"	"1"	"2"	"713"	"0"	"713"	"0"
"150"	"136"	"51"	"49"	"7"	"120"	"182"	"10"	"1"	"2"	"0"	"7"	"4"	"64"	"7"	"6"	"5"	"23"	"0"	"4"	"6"	"548"	"0"	"548"	"0"
"151"	"137"	"51"	"44"	"3"	"64"	"71"	"2"	"0"	"0"	"1"	"2"	"3"	"2"	"7"	"1"	"0"	"17"	"1"	"1"	"3"	"273"	"0"	"273"	"0"
"152"	"138"	"55"	"126"	"3"	"305"	"187"	"6"	"0"	"1"	"0"	"2"	"1"	"2"	"5"	"1"	"5"	"18"	"2"	"1"	"2"	"722"	"0"	"722"	"0"
"153"	"139"	"85"	"79"	"9"	"216"	"158"	"2"	"4"	"3"	"2"	"4"	"4"	"10"	"6"	"7"	"6"	"12"	"7"	"3"	"1"	"618"	"0"	"618"	"0"
"154"	"140"	"370"	"35"	"4"	"129"	"103"	"3"	"0"	"1"	"2"	"4"	"6"	"2"	"6"	"4"	"4"	"48"	"6"	"1"	"1"	"729"	"0"	"729"	"0"
"155"	"141"	"275"	"26"	"6"	"199"	"24"	"1"	"1"	"3"	"5"	"4"	"3"	"13"	"14"	"5"	"12"	"68"	"29"	"6"	"3"	"697"	"0"	"697"	"0"
"156"	"142"	"311"	"37"	"1"	"120"	"84"	"8"	"2"	"0"	"1"	"3"	"10"	"26"	"4"	"3"	"7"	"21"	"7"	"1"	"1"	"647"	"0"	"647"	"0"
"157"	"143"	"178"	"41"	"11"	"123"	"148"	"3"	"1"	"1"	"2"	"5"	"11"	"17"	"4"	"2"	"1"	"14"	"6"	"0"	"0"	"568"	"0"	"568"	"0"
"158"	"144"	"92"	"74"	"2"	"157"	"74"	"5"	"1"	"3"	"1"	"7"	"5"	"44"	"7"	"2"	"6"	"20"	"3"	"2"	"0"	"505"	"0"	"505"	"0"
"159"	"145"	"126"	"73"	"4"	"182"	"155"	"9"	"1"	"1"	"6"	"2"	"6"	"25"	"6"	"2"	"9"	"17"	"9"	"4"	"7"	"644"	"0"	"644"	"0"
"160"	"146"	"44"	"52"	"2"	"70"	"76"	"0"	"0"	"2"	"0"	"3"	"0"	"22"	"0"	"2"	"2"	"7"	"2"	"0"	"3"	"287"	"0"	"287"	"0"
"161"	"147"	"170"	"12"	"1"	"5"	"52"	"1"	"2"	"1"	"0"	"1"	"2"	"14"	"0"	"0"	"0"	"7"	"3"	"2"	"0"	"273"	"0"	"273"	"0"
"162"	"148"	"97"	"30"	"2"	"134"	"165"	"10"	"2"	"1"	"2"	"6"	"5"	"88"	"8"	"6"	"5"	"25"	"2"	"0"	"2"	"590"	"0"	"590"	"0"
"163"	"149"	"220"	"22"	"8"	"219"	"38"	"6"	"0"	"1"	"2"	"0"	"7"	"45"	"3"	"3"	"4"	"19"	"17"	"7"	"6"	"627"	"0"	"627"	"0"
"164"	"150"	"89"	"22"	"3"	"16"	"83"	"9"	"3"	"2"	"6"	"3"	"11"	"37"	"5"	"2"	"4"	"15"	"6"	"3"	"2"	"321"	"0"	"321"	"0"
"165"	"151"	"129"	"27"	"3"	"83"	"87"	"3"	"0"	"1"	"1"	"3"	"3"	"37"	"0"	"1"	"5"	"10"	"1"	"2"	"1"	"397"	"0"	"397"	"0"
"166"	"152"	"120"	"18"	"5"	"70"	"60"	"4"	"2"	"2"	"3"	"4"	"5"	"47"	"5"	"1"	"0"	"11"	"1"	"1"	"1"	"360"	"0"	"360"	"0"
"167"	"153"	"119"	"22"	"4"	"94"	"51"	"1"	"2"	"1"	"1"	"2"	"4"	"45"	"2"	"2"	"3"	"13"	"6"	"1"	"4"	"377"	"0"	"377"	"0"
"168"	"154"	"108"	"41"	"6"	"170"	"35"	"2"	"2"	"4"	"0"	"2"	"0"	"21"	"1"	"3"	"3"	"16"	"2"	"2"	"5"	"423"	"0"	"423"	"0"
"169"	"155"	"91"	"64"	"1"	"134"	"15"	"1"	"0"	"1"	"2"	"2"	"0"	"22"	"2"	"1"	"2"	"8"	"5"	"4"	"3"	"358"	"0"	"358"	"0"
"170"	"156"	"122"	"155"	"5"	"105"	"113"	"5"	"2"	"2"	"1"	"1"	"4"	"59"	"3"	"1"	"7"	"12"	"4"	"3"	"7"	"611"	"0"	"611"	"0"
"171"	"157"	"112"	"145"	"4"	"73"	"179"	"7"	"1"	"7"	"3"	"3"	"10"	"58"	"6"	"2"	"7"	"32"	"9"	"5"	"9"	"672"	"0"	"672"	"0"
"172"	"158"	"79"	"34"	"2"	"213"	"84"	"8"	"3"	"3"	"9"	"9"	"8"	"116"	"10"	"7"	"9"	"30"	"6"	"7"	"15"	"652"	"0"	"652"	"0"
"173"	"159"	"64"	"34"	"5"	"219"	"142"	"1"	"4"	"3"	"8"	"4"	"6"	"32"	"6"	"6"	"7"	"23"	"8"	"7"	"5"	"584"	"0"	"584"	"0"
"174"	"160"	"60"	"30"	"5"	"306"	"116"	"3"	"0"	"1"	"4"	"5"	"5"	"72"	"6"	"2"	"1"	"14"	"9"	"12"	"3"	"654"	"0"	"654"	"0"
"175"	"161"	"32"	"9"	"5"	"421"	"201"	"9"	"1"	"3"	"4"	"3"	"7"	"10"	"15"	"11"	"11"	"29"	"6"	"15"	"4"	"796"	"0"	"796"	"0"
"176"	"162"	"51"	"13"	"6"	"211"	"71"	"8"	"2"	"3"	"6"	"4"	"12"	"34"	"13"	"4"	"14"	"29"	"1"	"1"	"1"	"484"	"0"	"484"	"0"
"177"	"163"	"60"	"9"	"5"	"113"	"60"	"0"	"0"	"2"	"1"	"1"	"5"	"9"	"5"	"3"	"6"	"21"	"0"	"1"	"1"	"302"	"0"	"302"	"0"
"178"	"164"	"54"	"26"	"2"	"196"	"97"	"6"	"1"	"2"	"0"	"4"	"5"	"68"	"12"	"5"	"10"	"18"	"3"	"0"	"2"	"511"	"0"	"511"	"0"
"179"	"165"	"88"	"44"	"5"	"122"	"78"	"5"	"4"	"3"	"2"	"3"	"5"	"91"	"5"	"5"	"12"	"36"	"10"	"5"	"4"	"527"	"0"	"527"	"0"
"180"	"166"	"86"	"38"	"2"	"244"	"166"	"7"	"1"	"1"	"3"	"5"	"2"	"43"	"1"	"1"	"3"	"19"	"2"	"1"	"0"	"625"	"0"	"625"	"0"
"181"	"167"	"27"	"9"	"1"	"176"	"91"	"3"	"2"	"2"	"0"	"2"	"3"	"13"	"5"	"6"	"3"	"26"	"6"	"2"	"7"	"384"	"0"	"384"	"0"
"182"	"168"	"101"	"30"	"1"	"183"	"77"	"4"	"1"	"0"	"1"	"4"	"4"	"31"	"5"	"4"	"9"	"33"	"2"	"0"	"1"	"491"	"0"	"491"	"0"
"183"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"184"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"185"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"186"	"169"	"7"	"3"	"0"	"53"	"273"	"4"	"0"	"3"	"4"	"1"	"2"	"8"	"2"	"3"	"5"	"14"	"1"	"0"	"2"	"385"	"0"	"385"	"0"
"187"	"170"	"18"	"26"	"6"	"79"	"214"	"4"	"2"	"1"	"3"	"3"	"1"	"29"	"2"	"8"	"4"	"15"	"6"	"7"	"9"	"437"	"0"	"437"	"0"
"188"	"171"	"25"	"38"	"9"	"107"	"324"	"16"	"2"	"4"	"1"	"7"	"5"	"91"	"3"	"2"	"7"	"8"	"3"	"2"	"2"	"656"	"0"	"656"	"0"
"189"	"172"	"56"	"14"	"1"	"157"	"182"	"3"	"3"	"1"	"2"	"3"	"4"	"40"	"3"	"4"	"9"	"31"	"5"	"3"	"5"	"526"	"0"	"526"	"0"
"190"	"173"	"29"	"25"	"1"	"191"	"149"	"2"	"2"	"3"	"2"	"1"	"3"	"49"	"11"	"5"	"7"	"11"	"2"	"0"	"0"	"493"	"0"	"493"	"0"
"191"	"174"	"17"	"23"	"3"	"319"	"69"	"3"	"2"	"3"	"1"	"2"	"4"	"69"	"12"	"9"	"12"	"22"	"2"	"4"	"1"	"577"	"0"	"577"	"0"
"192"	"175"	"143"	"9"	"5"	"140"	"277"	"7"	"1"	"1"	"1"	"7"	"10"	"28"	"5"	"3"	"5"	"9"	"5"	"3"	"4"	"663"	"0"	"663"	"0"
"193"	"176"	"55"	"17"	"0"	"185"	"132"	"5"	"0"	"3"	"2"	"5"	"2"	"115"	"5"	"5"	"1"	"10"	"9"	"8"	"9"	"568"	"0"	"568"	"0"
"194"	"177"	"77"	"36"	"3"	"186"	"246"	"9"	"3"	"5"	"1"	"2"	"6"	"45"	"1"	"3"	"2"	"7"	"2"	"5"	"1"	"640"	"0"	"640"	"0"
"195"	"Total Votes Polled"	"18125"	"7706"	"818"	"29081"	"17665"	"1170"	"478"	"440"	"516"	"718"	"989"	"7609"	"1218"	"747"	"1153"	"3527"	"1154"	"630"	"726"	"94470"	"0"	"94470"	"0"
"196"	"Place :          Bazar Samitee Begusarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Date :            16-05-2009                                                                                                                                                                                                                                               24- Begusarai Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
