"ANNEXURE...XLII..CHAPTER.XIV...PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"119"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"120"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"121"	"99"	"563"	"14"	"19"	"1"	"3"	"1"	"3"	"2"	"4"	"5"	"1"	"7"	"4"	"5"	"7"	"38"	"75"	"72"	"14"	"12"	"850"	""	"850"
"122"	"100"	"617"	"4"	"4"	"1"	"3"	"0"	"4"	"0"	"3"	"5"	"3"	"3"	"4"	"4"	"8"	"36"	"10"	"41"	"1"	"1"	"752"	""	"752"
"123"	"101"	"354"	"11"	"10"	"2"	"4"	"5"	"9"	"2"	"2"	"3"	"7"	"2"	"3"	"2"	"5"	"10"	"13"	"154"	"5"	"0"	"603"	""	"603"
"124"	"102"	"508"	"50"	"13"	"2"	"5"	"0"	"9"	"2"	"2"	"0"	"4"	"2"	"2"	"4"	"3"	"11"	"12"	"114"	"5"	"4"	"752"	""	"752"
"125"	"103"	"225"	"19"	"15"	"3"	"2"	"11"	"5"	"2"	"8"	"19"	"22"	"2"	"12"	"12"	"10"	"21"	"42"	"347"	"26"	"16"	"819"	""	"819"
"126"	"104"	"380"	"34"	"35"	"0"	"7"	"12"	"8"	"2"	"3"	"8"	"9"	"8"	"12"	"17"	"13"	"57"	"12"	"67"	"4"	"3"	"691"	""	"691"
"127"	"105"	"585"	"8"	"6"	"1"	"2"	"5"	"9"	"1"	"5"	"3"	"11"	"0"	"3"	"6"	"5"	"35"	"23"	"25"	"2"	"0"	"735"	""	"735"
"128"	"106"	"227"	"2"	"9"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"5"	"2"	"3"	"3"	"3"	"26"	"4"	"22"	"1"	"2"	"315"	""	"315"
"129"	"107"	"323"	"4"	"28"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"3"	"3"	"3"	"0"	"1"	"374"	""	"374"
"130"	"108"	"483"	"9"	"2"	"1"	"4"	"5"	"21"	"3"	"5"	"2"	"14"	"2"	"4"	"5"	"6"	"30"	"9"	"71"	"3"	"1"	"680"	""	"680"
"131"	"109"	"540"	"12"	"4"	"1"	"2"	"0"	"4"	"2"	"2"	"3"	"8"	"4"	"8"	"6"	"7"	"39"	"12"	"38"	"3"	"2"	"697"	""	"697"
"132"	"110"	"179"	"10"	"31"	"1"	"0"	"14"	"8"	"1"	"5"	"5"	"18"	"3"	"7"	"9"	"12"	"29"	"13"	"184"	"8"	"9"	"546"	""	"546"
"133"	"111"	"129"	"2"	"29"	"3"	"1"	"1"	"1"	"1"	"3"	"6"	"5"	"6"	"5"	"1"	"4"	"11"	"19"	"193"	"8"	"1"	"429"	""	"429"
"134"	"112"	"439"	"11"	"3"	"4"	"2"	"0"	"1"	"3"	"3"	"4"	"5"	"5"	"3"	"5"	"3"	"43"	"8"	"42"	"0"	"1"	"585"	""	"585"
"135"	"113"	"473"	"7"	"7"	"2"	"1"	"0"	"2"	"4"	"3"	"2"	"5"	"2"	"3"	"4"	"3"	"24"	"20"	"73"	"1"	"1"	"637"	""	"637"
"136"	"114"	"464"	"6"	"8"	"1"	"9"	"1"	"3"	"3"	"3"	"4"	"4"	"3"	"3"	"2"	"2"	"21"	"10"	"31"	"3"	"5"	"586"	""	"586"
"137"	"115"	"143"	"16"	"66"	"4"	"5"	"4"	"1"	"9"	"5"	"4"	"21"	"1"	"9"	"6"	"4"	"5"	"9"	"168"	"12"	"1"	"493"	""	"493"
"138"	"116"	"149"	"7"	"12"	"4"	"3"	"22"	"3"	"1"	"5"	"12"	"34"	"5"	"15"	"6"	"8"	"7"	"14"	"120"	"4"	"3"	"434"	""	"434"
"139"	"117"	"281"	"11"	"75"	"3"	"8"	"17"	"4"	"7"	"6"	"12"	"29"	"10"	"7"	"14"	"6"	"26"	"16"	"77"	"4"	"2"	"615"	""	"615"
"140"	"118"	"458"	"11"	"15"	"1"	"6"	"3"	"3"	"4"	"3"	"3"	"32"	"4"	"6"	"3"	"5"	"33"	"37"	"105"	"8"	"6"	"746"	""	"746"
"141"	"119"	"103"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"105"	""	"105"
"142"	"120"	"596"	"9"	"14"	"1"	"2"	"0"	"1"	"0"	"2"	"1"	"4"	"0"	"1"	"2"	"1"	"7"	"9"	"9"	"2"	"0"	"661"	""	"661"
"143"	"121"	"185"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"5"	"9"	"6"	"8"	"0"	"0"	"220"	""	"220"
"144"	"122"	"52"	"2"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"62"	"3"	"0"	"134"	""	"134"
"145"	"123"	"248"	"7"	"6"	"5"	"2"	"10"	"7"	"2"	"5"	"5"	"12"	"4"	"0"	"4"	"1"	"7"	"20"	"258"	"4"	"9"	"616"	""	"616"
"146"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"147"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"148"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"149"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"150"	"124"	"337"	"7"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"3"	"6"	"41"	"3"	"0"	"407"	""	"407"
"151"	"125"	"439"	"9"	"7"	"4"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"7"	"11"	"5"	"1"	"0"	"496"	""	"496"
"152"	"126"	"471"	"16"	"11"	"1"	"6"	"1"	"2"	"2"	"4"	"4"	"4"	"4"	"2"	"1"	"7"	"47"	"16"	"7"	"3"	"3"	"612"	""	"612"
"153"	"127"	"123"	"9"	"12"	"2"	"4"	"12"	"3"	"2"	"7"	"3"	"16"	"0"	"2"	"4"	"2"	"9"	"66"	"271"	"21"	"11"	"579"	""	"579"
"154"	"128"	"163"	"3"	"7"	"3"	"1"	"4"	"1"	"3"	"2"	"3"	"27"	"3"	"4"	"3"	"3"	"6"	"8"	"170"	"9"	"4"	"427"	""	"427"
"155"	"129"	"99"	"8"	"32"	"3"	"7"	"10"	"1"	"2"	"4"	"4"	"13"	"3"	"4"	"2"	"1"	"12"	"9"	"82"	"7"	"5"	"308"	""	"308"
"156"	"130"	"70"	"16"	"44"	"4"	"0"	"7"	"0"	"2"	"6"	"6"	"12"	"4"	"2"	"8"	"6"	"18"	"6"	"146"	"2"	"4"	"363"	""	"363"
"157"	"131"	"335"	"10"	"1"	"1"	"0"	"1"	"0"	"3"	"2"	"4"	"13"	"2"	"4"	"3"	"4"	"45"	"8"	"74"	"8"	"5"	"523"	""	"523"
"158"	"132"	"375"	"3"	"16"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"3"	"1"	"1"	"1"	"1"	"0"	"2"	"33"	"0"	"0"	"439"	""	"439"
"159"	"133"	"434"	"7"	"2"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"7"	"5"	"36"	"3"	"1"	"503"	""	"503"
"160"	"134"	"596"	"20"	"121"	"2"	"4"	"1"	"0"	"1"	"1"	"6"	"1"	"1"	"4"	"7"	"2"	"14"	"24"	"12"	"3"	"4"	"824"	""	"824"
"161"	"135"	"269"	"26"	"11"	"2"	"5"	"2"	"8"	"2"	"5"	"6"	"16"	"2"	"3"	"1"	"4"	"35"	"20"	"270"	"4"	"4"	"695"	""	"695"
"162"	"136"	"418"	"18"	"10"	"2"	"3"	"4"	"1"	"1"	"2"	"2"	"7"	"3"	"3"	"1"	"4"	"32"	"9"	"24"	"3"	"0"	"547"	""	"547"
"163"	"137"	"433"	"29"	"33"	"5"	"18"	"2"	"31"	"1"	"2"	"5"	"8"	"5"	"8"	"3"	"0"	"17"	"15"	"44"	"0"	"4"	"663"	""	"663"
"164"	"138"	"226"	"7"	"0"	"0"	"0"	"2"	"0"	"3"	"2"	"3"	"9"	"2"	"3"	"0"	"6"	"17"	"11"	"42"	"2"	"1"	"336"	""	"336"
"165"	"139"	"333"	"13"	"5"	"2"	"7"	"3"	"42"	"3"	"3"	"1"	"12"	"6"	"1"	"8"	"3"	"27"	"10"	"106"	"4"	"4"	"593"	""	"593"
"166"	"140"	"109"	"3"	"3"	"1"	"2"	"0"	"0"	"1"	"2"	"4"	"14"	"3"	"1"	"1"	"3"	"20"	"10"	"98"	"10"	"1"	"286"	""	"286"
"167"	"141"	"397"	"13"	"74"	"4"	"5"	"5"	"6"	"1"	"3"	"2"	"9"	"4"	"3"	"4"	"1"	"13"	"7"	"79"	"2"	"3"	"635"	""	"635"
"168"	"142"	"358"	"4"	"5"	"6"	"5"	"7"	"67"	"6"	"10"	"13"	"31"	"7"	"11"	"7"	"17"	"64"	"20"	"71"	"4"	"9"	"722"	""	"722"
"169"	"143"	"452"	"16"	"32"	"2"	"7"	"1"	"23"	"1"	"3"	"3"	"2"	"4"	"2"	"1"	"2"	"7"	"20"	"54"	"6"	"5"	"643"	""	"643"
"170"	"144"	"318"	"15"	"148"	"5"	"7"	"0"	"55"	"6"	"2"	"2"	"3"	"3"	"6"	"16"	"3"	"13"	"24"	"58"	"8"	"7"	"699"	""	"699"
"171"	"145"	"297"	"19"	"3"	"2"	"3"	"1"	"8"	"2"	"3"	"7"	"14"	"3"	"6"	"9"	"6"	"32"	"14"	"144"	"5"	"7"	"585"	""	"585"
"172"	"146"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"294"	"2"	"1"	"308"	""	"308"
"173"	"147"	"185"	"11"	"5"	"2"	"1"	"2"	"3"	"1"	"3"	"2"	"6"	"2"	"2"	"3"	"4"	"20"	"17"	"140"	"7"	"13"	"429"	""	"429"
"174"	"148"	"528"	"27"	"10"	"3"	"3"	"4"	"7"	"3"	"5"	"0"	"2"	"3"	"3"	"3"	"3"	"11"	"3"	"77"	"1"	"5"	"701"	""	"701"
"175"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"176"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"177"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"178"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"179"	"149"	"695"	"18"	"9"	"3"	"5"	"5"	"1"	"5"	"5"	"6"	"5"	"2"	"8"	"3"	"6"	"21"	"15"	"12"	"3"	"4"	"831"	""	"831"
"180"	"150"	"536"	"6"	"2"	"2"	"1"	"2"	"0"	"2"	"0"	"3"	"3"	"2"	"0"	"1"	"1"	"12"	"2"	"60"	"2"	"1"	"638"	""	"638"
"181"	"151"	"141"	"5"	"8"	"3"	"5"	"10"	"64"	"7"	"10"	"6"	"24"	"7"	"15"	"10"	"11"	"26"	"17"	"166"	"19"	"6"	"560"	""	"560"
"182"	"152"	"172"	"17"	"9"	"2"	"4"	"0"	"6"	"3"	"5"	"6"	"13"	"2"	"3"	"4"	"4"	"14"	"30"	"396"	"18"	"11"	"719"	""	"719"
"183"	"153"	"150"	"9"	"41"	"2"	"1"	"1"	"1"	"2"	"4"	"3"	"7"	"4"	"3"	"13"	"5"	"30"	"12"	"82"	"7"	"8"	"385"	""	"385"
"184"	"154"	"188"	"6"	"9"	"2"	"1"	"2"	"2"	"3"	"0"	"4"	"5"	"3"	"2"	"4"	"2"	"15"	"19"	"96"	"3"	"4"	"370"	""	"370"
"185"	"155"	"68"	"1"	"50"	"4"	"1"	"0"	"3"	"1"	"5"	"2"	"13"	"2"	"2"	"5"	"4"	"7"	"6"	"216"	"11"	"4"	"405"	""	"405"
"186"	"156"	"372"	"10"	"7"	"2"	"2"	"4"	"5"	"3"	"5"	"1"	"4"	"4"	"1"	"0"	"1"	"3"	"8"	"56"	"3"	"3"	"494"	""	"494"
"187"	"157"	"334"	"6"	"32"	"2"	"4"	"3"	"0"	"3"	"5"	"4"	"15"	"4"	"6"	"4"	"6"	"18"	"20"	"155"	"14"	"5"	"640"	""	"640"
"188"	"158"	"60"	"1"	"19"	"2"	"0"	"2"	"1"	"0"	"1"	"6"	"20"	"3"	"4"	"4"	"1"	"13"	"16"	"129"	"9"	"9"	"300"	""	"300"
"189"	"159"	"57"	"6"	"17"	"1"	"0"	"3"	"1"	"2"	"1"	"5"	"13"	"3"	"4"	"2"	"2"	"11"	"11"	"127"	"7"	"1"	"274"	""	"274"
"190"	"160"	"324"	"12"	"29"	"2"	"4"	"2"	"2"	"2"	"2"	"5"	"12"	"4"	"7"	"10"	"8"	"26"	"12"	"54"	"2"	"2"	"521"	""	"521"
"191"	"161"	"101"	"3"	"17"	"2"	"0"	"10"	"0"	"1"	"3"	"5"	"6"	"2"	"0"	"0"	"1"	"3"	"12"	"28"	"2"	"2"	"198"	""	"198"
"192"	"162"	"158"	"3"	"100"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"3"	"6"	"0"	"11"	"0"	"0"	"287"	""	"287"
"193"	"163"	"201"	"13"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"3"	"1"	"0"	"4"	"3"	"12"	"11"	"6"	"0"	"5"	"266"	""	"266"
"194"	"164"	"498"	"6"	"3"	"0"	"2"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"7"	"0"	"0"	"525"	""	"525"
"195"	"165"	"603"	"20"	"5"	"1"	"0"	"0"	"1"	"5"	"1"	"1"	"1"	"4"	"3"	"0"	"6"	"14"	"11"	"14"	"0"	"1"	"691"	""	"691"
"196"	"166"	"77"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"84"	""	"84"
"197"	"167"	"424"	"16"	"3"	"2"	"2"	"2"	"0"	"1"	"1"	"1"	"5"	"1"	"0"	"2"	"1"	"8"	"4"	"35"	"1"	"2"	"511"	""	"511"
"198"	"168"	"137"	"9"	"3"	"0"	"3"	"1"	"4"	"1"	"0"	"2"	"4"	"1"	"0"	"3"	"1"	"1"	"4"	"167"	"11"	"3"	"355"	""	"355"
"199"	"169"	"268"	"6"	"2"	"2"	"2"	"2"	"8"	"1"	"2"	"2"	"4"	"2"	"2"	"1"	"0"	"3"	"9"	"74"	"3"	"4"	"397"	""	"397"
"200"	"170"	"514"	"6"	"1"	"0"	"1"	"1"	"1"	"0"	"3"	"1"	"2"	"0"	"2"	"0"	"0"	"6"	"10"	"9"	"0"	"1"	"558"	""	"558"
"201"	"171"	"310"	"5"	"44"	"4"	"2"	"4"	"15"	"3"	"2"	"9"	"5"	"1"	"2"	"6"	"3"	"7"	"8"	"71"	"3"	"9"	"513"	""	"513"
"202"	"172"	"252"	"11"	"7"	"2"	"2"	"4"	"28"	"4"	"0"	"2"	"5"	"3"	"7"	"7"	"11"	"49"	"4"	"62"	"3"	"2"	"465"	""	"465"
"203"	"173"	"527"	"10"	"8"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"5"	"6"	"13"	"5"	"0"	"2"	"582"	""	"582"
"204"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"205"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"206"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"207"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"208"	"174"	"265"	"8"	"7"	"2"	"4"	"1"	"3"	"3"	"4"	"5"	"20"	"5"	"8"	"6"	"5"	"29"	"9"	"103"	"5"	"4"	"496"	""	"496"
"209"	"175"	"252"	"6"	"3"	"1"	"1"	"2"	"0"	"2"	"4"	"2"	"16"	"8"	"1"	"5"	"8"	"34"	"26"	"255"	"9"	"10"	"645"	""	"645"
"210"	"176"	"552"	"20"	"6"	"1"	"3"	"3"	"0"	"8"	"7"	"5"	"16"	"10"	"7"	"7"	"9"	"42"	"12"	"101"	"7"	"2"	"818"	""	"818"
"211"	"177"	"291"	"10"	"7"	"1"	"1"	"0"	"2"	"2"	"2"	"3"	"15"	"6"	"3"	"1"	"6"	"28"	"8"	"102"	"4"	"2"	"494"	""	"494"
"212"	"178"	"424"	"8"	"1"	"0"	"2"	"4"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"2"	"0"	"11"	"50"	"41"	"0"	"5"	"554"	""	"554"
"213"	"179"	"319"	"18"	"14"	"0"	"5"	"1"	"2"	"1"	"2"	"3"	"2"	"3"	"5"	"5"	"8"	"35"	"3"	"35"	"0"	"2"	"463"	""	"463"
"214"	"180"	"346"	"12"	"3"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"2"	"1"	"2"	"1"	"6"	"15"	"5"	"9"	"0"	"1"	"409"	""	"409"
"215"	"181"	"498"	"15"	"5"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"6"	"17"	"3"	"1"	"6"	"560"	""	"560"
"216"	"182"	"485"	"9"	"16"	"1"	"7"	"1"	"4"	"2"	"1"	"7"	"8"	"6"	"4"	"7"	"3"	"25"	"18"	"78"	"3"	"10"	"695"	""	"695"
"217"	"183"	"251"	"12"	"8"	"1"	"3"	"5"	"4"	"5"	"5"	"5"	"11"	"1"	"2"	"3"	"1"	"14"	"14"	"148"	"6"	"3"	"502"	""	"502"
"218"	"184"	"254"	"3"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"5"	"2"	"0"	"0"	"274"	""	"274"
"219"	"185"	"237"	"9"	"6"	"5"	"4"	"3"	"5"	"2"	"4"	"3"	"28"	"3"	"5"	"1"	"4"	"18"	"13"	"189"	"12"	"15"	"566"	""	"566"
"220"	"186"	"269"	"9"	"1"	"1"	"3"	"1"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"4"	"3"	"37"	"1"	"0"	"334"	""	"334"
"221"	"187"	"438"	"12"	"3"	"1"	"3"	"2"	"11"	"2"	"2"	"3"	"3"	"4"	"2"	"3"	"7"	"28"	"10"	"57"	"2"	"4"	"597"	""	"597"
"222"	"188"	"470"	"11"	"3"	"0"	"5"	"2"	"1"	"5"	"2"	"4"	"10"	"3"	"2"	"1"	"2"	"35"	"8"	"27"	"0"	"0"	"591"	""	"591"
"223"	"189"	"571"	"15"	"9"	"4"	"4"	"2"	"3"	"1"	"2"	"3"	"2"	"4"	"2"	"0"	"2"	"8"	"11"	"2"	"1"	"5"	"651"	""	"651"
"224"	"190"	"325"	"29"	"7"	"2"	"0"	"4"	"2"	"2"	"6"	"10"	"13"	"5"	"10"	"7"	"3"	"20"	"18"	"48"	"2"	"2"	"515"	""	"515"
"225"	"191"	"494"	"11"	"4"	"3"	"2"	"3"	"2"	"1"	"3"	"2"	"11"	"1"	"3"	"2"	"4"	"18"	"8"	"22"	"3"	"1"	"598"	""	"598"
"226"	"192"	"270"	"2"	"1"	"0"	"1"	"0"	"5"	"0"	"1"	"2"	"4"	"0"	"0"	"3"	"2"	"14"	"9"	"56"	"1"	"0"	"371"	""	"371"
"227"	"193"	"240"	"23"	"17"	"1"	"7"	"3"	"5"	"0"	"1"	"1"	"6"	"5"	"6"	"5"	"3"	"15"	"18"	"32"	"4"	"6"	"398"	""	"398"
"228"	"194"	"239"	"11"	"6"	"0"	"3"	"2"	"41"	"1"	"2"	"2"	"9"	"5"	"8"	"6"	"7"	"32"	"36"	"57"	"5"	"9"	"481"	""	"481"
"229"	"195"	"162"	"7"	"3"	"3"	"2"	"2"	"25"	"0"	"3"	"3"	"8"	"1"	"2"	"7"	"3"	"16"	"17"	"273"	"7"	"9"	"553"	""	"553"
"230"	"196"	"471"	"42"	"2"	"0"	"2"	"1"	"1"	"1"	"2"	"5"	"5"	"0"	"4"	"3"	"1"	"29"	"26"	"16"	"4"	"9"	"624"	""	"624"
"231"	"197"	"181"	"11"	"4"	"2"	"2"	"3"	"1"	"3"	"4"	"5"	"8"	"5"	"2"	"6"	"1"	"15"	"44"	"333"	"15"	"17"	"662"	""	"662"
"232"	"198"	"323"	"7"	"3"	"3"	"13"	"5"	"4"	"1"	"6"	"1"	"10"	"4"	"8"	"5"	"5"	"26"	"20"	"99"	"4"	"11"	"558"	""	"558"
"233"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"234"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"235"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"236"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"237"	"199"	"417"	"10"	"3"	"4"	"13"	"4"	"26"	"2"	"3"	"3"	"7"	"7"	"8"	"16"	"18"	"59"	"10"	"29"	"1"	"3"	"643"	""	"643"
"238"	"200"	"284"	"8"	"7"	"2"	"18"	"7"	"115"	"5"	"5"	"5"	"13"	"1"	"3"	"6"	"2"	"13"	"6"	"38"	"2"	"2"	"542"	""	"542"
"239"	"201"	"410"	"13"	"9"	"3"	"7"	"4"	"1"	"0"	"4"	"2"	"5"	"6"	"3"	"2"	"4"	"14"	"17"	"130"	"8"	"2"	"644"	""	"644"
"240"	"202"	"295"	"10"	"6"	"0"	"1"	"2"	"9"	"2"	"5"	"4"	"4"	"4"	"4"	"4"	"5"	"39"	"34"	"18"	"2"	"12"	"460"	""	"460"
