"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :48---Forbesganj                                                                                                                                       No of Voters :231508"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"149"	"135"	"376"	"335"	""	"11"	""	"11"	""	"1"	""	"0"	""	"2"	""	"1"	""	"1"	""	"2"	""	"0"	""	"14"	"0"	""	"754"
"150"	"136"	"60"	"192"	""	"18"	""	"2"	""	"1"	""	"0"	""	"2"	""	"0"	""	"4"	""	"0"	""	"1"	""	"0"	"0"	""	"280"
"151"	"137"	"403"	"316"	""	"11"	""	"5"	""	"0"	""	"3"	""	"3"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"746"
"152"	"138"	"227"	"168"	""	"6"	""	"2"	""	"1"	""	"0"	""	"1"	""	"0"	""	"4"	""	"1"	""	"2"	""	"0"	"0"	""	"412"
"153"	"139"	"95"	"345"	""	"18"	""	"1"	""	"2"	""	"0"	""	"1"	""	"0"	""	"2"	""	"1"	""	"0"	""	"0"	"0"	""	"465"
"154"	"140"	"99"	"431"	""	"17"	""	"13"	""	"2"	""	"0"	""	"4"	""	"3"	""	"4"	""	"6"	""	"1"	""	"3"	"2"	""	"585"
"155"	"141"	"198"	"400"	""	"4"	""	"7"	""	"1"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"612"
"156"	"142"	"256"	"211"	""	"13"	""	"11"	""	"2"	""	"0"	""	"0"	""	"3"	""	"1"	""	"0"	""	"1"	""	"1"	"1"	""	"500"
"157"	"143"	"110"	"257"	""	"101"	""	"20"	""	"4"	""	"3"	""	"4"	""	"2"	""	"2"	""	"1"	""	"0"	""	"3"	"0"	""	"507"
"158"	"144"	"77"	"295"	""	"20"	""	"23"	""	"1"	""	"1"	""	"6"	""	"0"	""	"3"	""	"0"	""	"2"	""	"4"	"1"	""	"433"
"159"	"145"	"289"	"201"	""	"10"	""	"3"	""	"2"	""	"1"	""	"3"	""	"0"	""	"3"	""	"2"	""	"1"	""	"4"	"1"	""	"520"
"160"	"146"	"20"	"357"	""	"12"	""	"3"	""	"2"	""	"1"	""	"5"	""	"4"	""	"2"	""	"2"	""	"0"	""	"3"	"2"	""	"413"
"161"	"147"	"70"	"479"	""	"15"	""	"11"	""	"3"	""	"1"	""	"4"	""	"0"	""	"2"	""	"2"	""	"0"	""	"0"	"0"	""	"587"
"162"	"148"	"519"	"40"	""	"2"	""	"29"	""	"2"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	"1"	""	"596"
"163"	"149"	"253"	"194"	""	"8"	""	"29"	""	"4"	""	"2"	""	"2"	""	"2"	""	"2"	""	"3"	""	"1"	""	"3"	"1"	""	"504"
"164"	"150"	"496"	"11"	""	"3"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"4"	""	"1"	""	"0"	""	"0"	"0"	""	"518"
"165"	"151"	"44"	"499"	""	"12"	""	"8"	""	"1"	""	"1"	""	"1"	""	"4"	""	"4"	""	"1"	""	"0"	""	"0"	"1"	""	"576"
"166"	"152"	"79"	"421"	""	"10"	""	"18"	""	"2"	""	"9"	""	"6"	""	"1"	""	"2"	""	"3"	""	"0"	""	"0"	"1"	""	"552"
"167"	"153"	"48"	"117"	""	"5"	""	"3"	""	"1"	""	"10"	""	"3"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	"2"	""	"191"
"168"	"154"	"31"	"173"	""	"6"	""	"23"	""	"1"	""	"4"	""	"0"	""	"0"	""	"3"	""	"0"	""	"0"	""	"0"	"0"	""	"241"
"169"	"155"	"113"	"320"	""	"24"	""	"31"	""	"2"	""	"3"	""	"1"	""	"1"	""	"4"	""	"0"	""	"1"	""	"0"	"1"	""	"501"
"170"	"156"	"44"	"240"	""	"7"	""	"3"	""	"3"	""	"0"	""	"3"	""	"0"	""	"2"	""	"1"	""	"2"	""	"2"	"3"	""	"310"
"171"	"157"	"58"	"293"	""	"17"	""	"11"	""	"2"	""	"2"	""	"3"	""	"5"	""	"4"	""	"3"	""	"4"	""	"2"	"4"	""	"408"
"172"	"158"	"101"	"538"	""	"17"	""	"11"	""	"2"	""	"2"	""	"2"	""	"4"	""	"7"	""	"3"	""	"2"	""	"0"	"4"	""	"693"
"173"	"159"	"134"	"518"	""	"11"	""	"38"	""	"5"	""	"0"	""	"1"	""	"3"	""	"3"	""	"3"	""	"1"	""	"0"	"3"	""	"720"
"174"	"160"	"125"	"413"	""	"12"	""	"179"	""	"7"	""	"1"	""	"0"	""	"1"	""	"5"	""	"4"	""	"0"	""	"0"	"1"	""	"748"
"175"	"161"	"71"	"328"	""	"12"	""	"165"	""	"2"	""	"3"	""	"2"	""	"1"	""	"6"	""	"1"	""	"1"	""	"3"	"2"	""	"597"
"176"	"162"	"19"	"362"	""	"13"	""	"21"	""	"1"	""	"4"	""	"0"	""	"6"	""	"9"	""	"2"	""	"2"	""	"1"	"5"	""	"445"
"177"	"163"	"292"	"363"	""	"13"	""	"29"	""	"4"	""	"17"	""	"5"	""	"1"	""	"3"	""	"4"	""	"0"	""	"6"	"5"	""	"742"
"178"	"164"	"243"	"327"	""	"10"	""	"6"	""	"1"	""	"0"	""	"1"	""	"2"	""	"6"	""	"1"	""	"0"	""	"0"	"2"	""	"599"
"179"	"165"	"169"	"352"	""	"24"	""	"7"	""	"13"	""	"5"	""	"4"	""	"8"	""	"8"	""	"0"	""	"2"	""	"1"	"3"	""	"596"
"180"	"166"	"217"	"505"	""	"20"	""	"4"	""	"2"	""	"2"	""	"3"	""	"4"	""	"4"	""	"0"	""	"3"	""	"1"	"1"	""	"766"
"181"	"167"	"154"	"331"	""	"5"	""	"9"	""	"1"	""	"0"	""	"2"	""	"3"	""	"4"	""	"2"	""	"1"	""	"2"	"2"	""	"516"
"182"	"168"	"195"	"58"	""	"2"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"258"
"183"	"169"	"73"	"470"	""	"11"	""	"4"	""	"3"	""	"3"	""	"3"	""	"0"	""	"3"	""	"1"	""	"0"	""	"2"	"3"	""	"576"
"184"	"170"	"48"	"414"	""	"16"	""	"18"	""	"2"	""	"4"	""	"0"	""	"1"	""	"2"	""	"1"	""	"1"	""	"2"	"1"	""	"510"
"185"	"171"	"193"	"400"	""	"7"	""	"7"	""	"1"	""	"4"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"1"	""	"615"
"186"	"172"	"157"	"186"	""	"9"	""	"7"	""	"1"	""	"0"	""	"4"	""	"0"	""	"5"	""	"2"	""	"0"	""	"0"	"0"	""	"371"
"187"	"173"	"178"	"85"	""	"15"	""	"4"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	"1"	""	"287"
"188"	"174"	"125"	"435"	""	"10"	""	"7"	""	"2"	""	"1"	""	"2"	""	"1"	""	"4"	""	"1"	""	"5"	""	"3"	"0"	""	"596"
"189"	"175"	"447"	"13"	""	"2"	""	"6"	""	"3"	""	"0"	""	"2"	""	"3"	""	"0"	""	"0"	""	"0"	""	"1"	"1"	""	"478"
"190"	"176"	"120"	"262"	""	"11"	""	"7"	""	"4"	""	"0"	""	"0"	""	"2"	""	"2"	""	"2"	""	"0"	""	"0"	"4"	""	"414"
"191"	"177"	"208"	"294"	""	"11"	""	"9"	""	"3"	""	"7"	""	"2"	""	"3"	""	"3"	""	"1"	""	"1"	""	"5"	"6"	""	"553"
"192"	"178"	"239"	"247"	""	"4"	""	"31"	""	"2"	""	"1"	""	"1"	""	"4"	""	"9"	""	"2"	""	"3"	""	"0"	"5"	""	"548"
"193"	"179"	"201"	"139"	""	"0"	""	"2"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"345"
"194"	"180"	"412"	"368"	""	"11"	""	"18"	""	"2"	""	"2"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	""	"1"	"0"	""	"817"
"195"	"181"	"18"	"429"	""	"26"	""	"14"	""	"3"	""	"1"	""	"2"	""	"0"	""	"7"	""	"1"	""	"3"	""	"2"	"2"	""	"508"
"196"	"182"	"99"	"168"	""	"2"	""	"29"	""	"0"	""	"0"	""	"1"	""	"1"	""	"3"	""	"0"	""	"2"	""	"1"	"1"	""	"307"
"197"	"183"	"182"	"480"	""	"21"	""	"8"	""	"4"	""	"5"	""	"6"	""	"8"	""	"10"	""	"1"	""	"1"	""	"0"	"2"	""	"728"
"198"	"184"	"381"	"222"	""	"10"	""	"11"	""	"4"	""	"2"	""	"1"	""	"2"	""	"5"	""	"1"	""	"0"	""	"0"	"1"	""	"640"
"199"	"185"	"105"	"289"	""	"5"	""	"3"	""	"0"	""	"2"	""	"1"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"1"	""	"408"
"200"	"186"	"77"	"467"	""	"30"	""	"16"	""	"1"	""	"5"	""	"3"	""	"2"	""	"7"	""	"3"	""	"2"	""	"5"	"5"	""	"623"
"201"	"187"	"269"	"417"	""	"28"	""	"1"	""	"1"	""	"1"	""	"1"	""	"2"	""	"3"	""	"0"	""	"1"	""	"4"	"1"	""	"729"
"202"	"188"	"723"	"7"	""	"2"	""	"16"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"752"
"203"	"189"	"292"	"2"	""	"0"	""	"17"	""	"3"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	"1"	""	"318"
"204"	"190"	"628"	"29"	""	"5"	""	"35"	""	"4"	""	"3"	""	"1"	""	"2"	""	"2"	""	"0"	""	"1"	""	"0"	"0"	""	"710"
"205"	"191"	"243"	"218"	""	"3"	""	"8"	""	"4"	""	"0"	""	"12"	""	"4"	""	"6"	""	"2"	""	"2"	""	"4"	"6"	""	"512"
"206"	"192"	"564"	"40"	""	"3"	""	"4"	""	"0"	""	"2"	""	"2"	""	"2"	""	"2"	""	"0"	""	"1"	""	"0"	"0"	""	"620"
"207"	"193"	"14"	"925"	""	"16"	""	"3"	""	"2"	""	"0"	""	"3"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	"0"	""	"965"
"208"	"194"	"13"	"524"	""	"25"	""	"4"	""	"4"	""	"2"	""	"2"	""	"2"	""	"2"	""	"1"	""	"1"	""	"0"	"2"	""	"582"
"209"	"195"	"52"	"352"	""	"17"	""	"7"	""	"1"	""	"2"	""	"2"	""	"3"	""	"1"	""	"0"	""	"5"	""	"10"	"7"	""	"459"
"210"	"196"	"42"	"337"	""	"17"	""	"3"	""	"0"	""	"0"	""	"2"	""	"1"	""	"2"	""	"1"	""	"2"	""	"2"	"0"	""	"409"
"211"	"197"	"40"	"415"	""	"60"	""	"9"	""	"3"	""	"0"	""	"5"	""	"2"	""	"1"	""	"1"	""	"4"	""	"33"	"3"	""	"576"
"212"	"198"	"92"	"505"	""	"30"	""	"6"	""	"2"	""	"0"	""	"2"	""	"3"	""	"4"	""	"3"	""	"2"	""	"1"	"4"	""	"654"
"213"	"199"	"132"	"534"	""	"17"	""	"18"	""	"3"	""	"1"	""	"3"	""	"1"	""	"4"	""	"2"	""	"2"	""	"44"	"2"	""	"763"
"214"	"200"	"298"	"418"	""	"16"	""	"3"	""	"2"	""	"0"	""	"1"	""	"3"	""	"1"	""	"1"	""	"2"	""	"18"	"1"	""	"764"
"215"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"216"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"217"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"218"	"201"	"48"	"539"	""	"6"	""	"5"	""	"1"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	""	"2"	""	"1"	"2"	""	"607"
"219"	"202"	"195"	"252"	""	"9"	""	"6"	""	"1"	""	"1"	""	"2"	""	"3"	""	"7"	""	"0"	""	"1"	""	"0"	"3"	""	"480"
"220"	"203"	"35"	"231"	""	"216"	""	"11"	""	"4"	""	"3"	""	"26"	""	"6"	""	"13"	""	"5"	""	"2"	""	"5"	"6"	""	"563"
"221"	"204"	"41"	"394"	""	"60"	""	"38"	""	"4"	""	"2"	""	"13"	""	"3"	""	"12"	""	"1"	""	"4"	""	"5"	"2"	""	"579"
"222"	"205"	"63"	"287"	""	"101"	""	"11"	""	"2"	""	"0"	""	"7"	""	"2"	""	"1"	""	"0"	""	"0"	""	"2"	"2"	""	"478"
"223"	"206"	"449"	"166"	""	"2"	""	"7"	""	"4"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	"2"	""	"2"	"1"	""	"638"
"224"	"207"	"177"	"373"	""	"8"	""	"6"	""	"1"	""	"1"	""	"1"	""	"2"	""	"3"	""	"2"	""	"1"	""	"0"	"3"	""	"578"
"225"	"208"	"243"	"352"	""	"10"	""	"8"	""	"5"	""	"16"	""	"0"	""	"3"	""	"3"	""	"2"	""	"1"	""	"2"	"6"	""	"651"
"226"	"209"	"68"	"444"	""	"6"	""	"9"	""	"1"	""	"3"	""	"1"	""	"2"	""	"1"	""	"1"	""	"0"	""	"1"	"5"	""	"542"
"227"	"210"	"46"	"370"	""	"10"	""	"11"	""	"2"	""	"3"	""	"2"	""	"3"	""	"3"	""	"1"	""	"2"	""	"2"	"2"	""	"457"
"228"	"211"	"486"	"8"	""	"1"	""	"5"	""	"0"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"2"	""	"504"
"229"	"212"	"94"	"329"	""	"9"	""	"12"	""	"1"	""	"1"	""	"7"	""	"4"	""	"6"	""	"2"	""	"2"	""	"1"	"1"	""	"469"
"230"	"213"	"130"	"244"	""	"5"	""	"6"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"6"	"4"	""	"397"
"231"	"214"	"500"	"128"	""	"4"	""	"14"	""	"1"	""	"1"	""	"0"	""	"1"	""	"3"	""	"0"	""	"1"	""	"1"	"1"	""	"655"
"232"	"215"	"658"	"9"	""	"2"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	"0"	""	"673"
"233"	"216"	"720"	"8"	""	"2"	""	"0"	""	"5"	""	"0"	""	"0"	""	"0"	""	"5"	""	"1"	""	"0"	""	"0"	"0"	""	"741"
"234"	"217"	"563"	"64"	""	"2"	""	"6"	""	"3"	""	"1"	""	"3"	""	"3"	""	"3"	""	"1"	""	"1"	""	"1"	"1"	""	"652"
"235"	"218"	"545"	"10"	""	"1"	""	"5"	""	"2"	""	"1"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	"0"	""	"569"
"236"	"219"	"539"	"83"	""	"23"	""	"4"	""	"8"	""	"0"	""	"2"	""	"2"	""	"8"	""	"1"	""	"0"	""	"1"	"0"	""	"671"
"237"	"220"	"684"	"13"	""	"3"	""	"17"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	"1"	""	"722"
"238"	"221"	"249"	"18"	""	"0"	""	"22"	""	"1"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	""	"1"	""	"2"	"1"	""	"297"
"239"	"222"	"410"	"2"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"417"
"240"	"223"	"373"	"8"	""	"0"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"3"	""	"0"	""	"0"	""	"0"	"0"	""	"388"
"241"	"224"	"647"	"9"	""	"5"	""	"3"	""	"1"	""	"1"	""	"0"	""	"3"	""	"3"	""	"1"	""	"1"	""	"1"	"0"	""	"675"
"242"	"225"	"683"	"128"	""	"3"	""	"8"	""	"5"	""	"2"	""	"0"	""	"5"	""	"3"	""	"0"	""	"0"	""	"0"	"0"	""	"837"
"243"	"Total:"	"48538"	"62576"	""	"2418"	""	"4183"	""	"473"	""	"330"	""	"444"	""	"315"	""	"595"	""	"230"	""	"190"	""	"349"	"334"	""	"120975"
"244"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"Date: 16/05/2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"Assembly Constituency :48---Forbesganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Parliament Constituency : 9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"Form-20  (Part-I-B)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"Assembly Constituency :48---Forbesganj                                                                                                                                       No of Voters :231508"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"Candidates Name
----->
BOOTH NO"	"Brough forward from TOTAL  (Part-I-A)"	""	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"
"255"	""	""	""	"NITYA NAND BISHWAS"	""	"PRAMOD SINGH YADAV"	""	"PRINCE VICTOR"	""	"LAXMI SADA"	""	"VIJAY SAH"	""	"SANJAY KUMAR JHA"	""	"D. SAJJAD"	""	"SATYA NARAYAN WRITER"	""	"SADA NAND CHOUDHARY"	""	"SADHANA DEVI"	"SUKDEO PASWAN"	""	"MOHAMMED SAIFUR RAB"	""
"256"	"1"	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	"22"	""	"23"	""	"24"	""	"25"	"26"	""	"27"	"28"
"257"	"1"	"593"	""	"1"	""	"2"	""	"10"	""	"22"	""	"4"	""	"1"	""	"2"	""	"4"	""	"2"	""	"4"	"5"	""	"11"	"661"
"258"	"2"	"406"	""	"0"	""	"0"	""	"3"	""	"17"	""	"1"	""	"2"	""	"0"	""	"2"	""	"0"	""	"0"	"3"	""	"8"	"442"
"259"	"3"	"472"	""	"1"	""	"2"	""	"6"	""	"18"	""	"6"	""	"1"	""	"3"	""	"4"	""	"5"	""	"1"	"24"	""	"7"	"550"
"260"	"4"	"435"	""	"1"	""	"0"	""	"8"	""	"8"	""	"3"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	"2"	""	"2"	"460"
"261"	"5"	"711"	""	"2"	""	"8"	""	"8"	""	"10"	""	"1"	""	"4"	""	"1"	""	"5"	""	"1"	""	"2"	"7"	""	"10"	"770"
"262"	"6"	"354"	""	"2"	""	"0"	""	"5"	""	"4"	""	"0"	""	"3"	""	"0"	""	"1"	""	"2"	""	"0"	"7"	""	"6"	"384"
"263"	"7"	"428"	""	"0"	""	"1"	""	"6"	""	"10"	""	"3"	""	"4"	""	"0"	""	"6"	""	"3"	""	"6"	"8"	""	"22"	"497"
"264"	"8"	"561"	""	"0"	""	"2"	""	"5"	""	"1"	""	"2"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"4"	"579"
"265"	"9"	"620"	""	"0"	""	"4"	""	"13"	""	"19"	""	"10"	""	"3"	""	"2"	""	"7"	""	"9"	""	"4"	"5"	""	"14"	"710"
"266"	"10"	"379"	""	"0"	""	"2"	""	"6"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"6"	""	"1"	"395"
"267"	"11"	"370"	""	"0"	""	"0"	""	"0"	""	"3"	""	"2"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	"3"	""	"3"	"385"
"268"	"12"	"292"	""	"0"	""	"2"	""	"8"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"0"	"303"
"269"	"13"	"283"	""	"1"	""	"0"	""	"1"	""	"4"	""	"0"	""	"1"	""	"1"	""	"3"	""	"1"	""	"2"	"9"	""	"0"	"306"
"270"	"14"	"527"	""	"1"	""	"4"	""	"0"	""	"4"	""	"1"	""	"4"	""	"2"	""	"3"	""	"1"	""	"5"	"8"	""	"4"	"564"
"271"	"15"	"445"	""	"2"	""	"2"	""	"4"	""	"3"	""	"5"	""	"1"	""	"2"	""	"1"	""	"1"	""	"1"	"1"	""	"2"	"470"
"272"	"16"	"807"	""	"5"	""	"9"	""	"20"	""	"9"	""	"1"	""	"0"	""	"3"	""	"1"	""	"3"	""	"3"	"9"	""	"12"	"882"
"273"	"17"	"876"	""	"11"	""	"16"	""	"22"	""	"13"	""	"6"	""	"4"	""	"3"	""	"3"	""	"2"	""	"5"	"10"	""	"14"	"985"
"274"	"18"	"643"	""	"1"	""	"3"	""	"3"	""	"23"	""	"0"	""	"1"	""	"0"	""	"6"	""	"5"	""	"5"	"6"	""	"8"	"704"
"275"	"19"	"164"	""	"0"	""	"1"	""	"4"	""	"10"	""	"1"	""	"2"	""	"0"	""	"1"	""	"0"	""	"1"	"0"	""	"11"	"195"
"276"	"20"	"772"	""	"1"	""	"2"	""	"6"	""	"9"	""	"5"	""	"0"	""	"1"	""	"2"	""	"2"	""	"1"	"6"	""	"6"	"813"
"277"	"21"	"724"	""	"5"	""	"20"	""	"48"	""	"19"	""	"8"	""	"5"	""	"2"	""	"6"	""	"4"	""	"15"	"6"	""	"5"	"867"
"278"	"22"	"569"	""	"3"	""	"3"	""	"6"	""	"4"	""	"6"	""	"2"	""	"1"	""	"5"	""	"1"	""	"3"	"6"	""	"0"	"609"
"279"	"23"	"667"	""	"1"	""	"4"	""	"10"	""	"24"	""	"7"	""	"3"	""	"2"	""	"4"	""	"2"	""	"3"	"7"	""	"13"	"747"
"280"	"24"	"540"	""	"4"	""	"7"	""	"10"	""	"9"	""	"1"	""	"1"	""	"0"	""	"2"	""	"0"	""	"1"	"1"	""	"7"	"583"
"281"	"25"	"400"	""	"1"	""	"0"	""	"3"	""	"6"	""	"2"	""	"1"	""	"4"	""	"3"	""	"4"	""	"11"	"6"	""	"11"	"452"
"282"	"26"	"799"	""	"2"	""	"6"	""	"22"	""	"46"	""	"2"	""	"2"	""	"1"	""	"1"	""	"5"	""	"5"	"1"	""	"13"	"905"
"283"	"27"	"728"	""	"3"	""	"5"	""	"23"	""	"46"	""	"13"	""	"5"	""	"2"	""	"13"	""	"9"	""	"10"	"14"	""	"17"	"888"
"284"	"28"	"653"	""	"2"	""	"12"	""	"26"	""	"7"	""	"18"	""	"9"	""	"2"	""	"1"	""	"1"	""	"3"	"4"	""	"5"	"743"
"285"	"29"	"649"	""	"2"	""	"8"	""	"14"	""	"22"	""	"23"	""	"1"	""	"5"	""	"8"	""	"4"	""	"12"	"11"	""	"20"	"779"
"286"	"30"	"504"	""	"3"	""	"13"	""	"14"	""	"0"	""	"2"	""	"1"	""	"0"	""	"4"	""	"4"	""	"0"	"0"	""	"4"	"549"
"287"	"31"	"383"	""	"1"	""	"2"	""	"1"	""	"4"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	""	"1"	"2"	""	"1"	"400"
"288"	"32"	"202"	""	"1"	""	"0"	""	"0"	""	"1"	""	"3"	""	"0"	""	"1"	""	"4"	""	"1"	""	"2"	"3"	""	"1"	"219"
"289"	"33"	"695"	""	"2"	""	"1"	""	"1"	""	"6"	""	"1"	""	"4"	""	"1"	""	"5"	""	"2"	""	"2"	"7"	""	"1"	"728"
"290"	"34"	"528"	""	"3"	""	"6"	""	"6"	""	"6"	""	"4"	""	"2"	""	"2"	""	"2"	""	"6"	""	"19"	"6"	""	"5"	"595"
"291"	"35"	"227"	""	"3"	""	"2"	""	"2"	""	"3"	""	"0"	""	"4"	""	"1"	""	"0"	""	"0"	""	"2"	"8"	""	"1"	"253"
"292"	"36"	"501"	""	"9"	""	"10"	""	"30"	""	"5"	""	"5"	""	"3"	""	"0"	""	"1"	""	"2"	""	"6"	"5"	""	"7"	"584"
"293"	"37"	"375"	""	"1"	""	"3"	""	"11"	""	"11"	""	"5"	""	"1"	""	"1"	""	"2"	""	"0"	""	"3"	"5"	""	"3"	"421"
"294"	"38"	"853"	""	"10"	""	"17"	""	"25"	""	"6"	""	"18"	""	"3"	""	"1"	""	"3"	""	"1"	""	"1"	"3"	""	"5"	"946"
"295"	"39"	"754"	""	"6"	""	"14"	""	"47"	""	"2"	""	"3"	""	"2"	""	"3"	""	"3"	""	"2"	""	"2"	"4"	""	"7"	"849"
"296"	"40"	"778"	""	"2"	""	"0"	""	"4"	""	"2"	""	"2"	""	"1"	""	"1"	""	"2"	""	"1"	""	"0"	"3"	""	"2"	"798"
"297"	"41"	"540"	""	"3"	""	"5"	""	"41"	""	"18"	""	"1"	""	"0"	""	"0"	""	"2"	""	"1"	""	"1"	"6"	""	"2"	"620"
"298"	"42"	"414"	""	"0"	""	"2"	""	"24"	""	"24"	""	"4"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	"0"	""	"3"	"474"
"299"	"43"	"439"	""	"2"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	""	"1"	""	"2"	""	"3"	"1"	""	"0"	"452"
"300"	"44"	"476"	""	"1"	""	"0"	""	"4"	""	"28"	""	"9"	""	"3"	""	"1"	""	"6"	""	"5"	""	"11"	"8"	""	"9"	"561"
"301"	"45"	"608"	""	"4"	""	"5"	""	"24"	""	"18"	""	"1"	""	"1"	""	"0"	""	"1"	""	"2"	""	"2"	"2"	""	"4"	"672"
