"Candidate.Name.U.2192..Booth.No.U.2193."	"No.of.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"Total.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.Tendere.d.votes"
"134"	"127"	"11"	"54"	"54"	"98"	"3"	"2"	"0"	"1"	"5"	"2"	"1"	"1"	"1"	"0"	"4"	"7"	"2"	"1"	"247"	"0"	"247"	"0"
"135"	"128"	"44"	"86"	"190"	"213"	"8"	"9"	"6"	"6"	"7"	"6"	"4"	"12"	"16"	"9"	"75"	"32"	"1"	"3"	"727"	"0"	"727"	"0"
"136"	"129"	"4"	"30"	"155"	"76"	"4"	"3"	"1"	"2"	"2"	"2"	"1"	"1"	"5"	"9"	"4"	"14"	"6"	"6"	"325"	"0"	"325"	"0"
"137"	"130"	"7"	"15"	"52"	"193"	"7"	"2"	"8"	"1"	"3"	"1"	"4"	"4"	"7"	"2"	"36"	"4"	"2"	"1"	"349"	"0"	"349"	"0"
"138"	"131"	"4"	"9"	"55"	"299"	"4"	"2"	"7"	"1"	"2"	"0"	"1"	"1"	"2"	"3"	"13"	"4"	"1"	"0"	"408"	"0"	"408"	"0"
"139"	"132"	"7"	"16"	"91"	"241"	"7"	"1"	"3"	"4"	"3"	"4"	"7"	"6"	"22"	"11"	"14"	"32"	"2"	"6"	"477"	"0"	"477"	"0"
"140"	"133"	"11"	"90"	"121"	"227"	"5"	"3"	"25"	"4"	"8"	"7"	"5"	"7"	"8"	"5"	"9"	"15"	"1"	"6"	"557"	"0"	"557"	"0"
"141"	"134"	"11"	"23"	"108"	"225"	"8"	"2"	"9"	"2"	"4"	"2"	"4"	"3"	"3"	"5"	"6"	"11"	"2"	"0"	"428"	"0"	"428"	"0"
"142"	"135"	"12"	"100"	"536"	"35"	"4"	"4"	"6"	"2"	"6"	"4"	"4"	"5"	"5"	"17"	"11"	"15"	"1"	"5"	"772"	"0"	"772"	"0"
"143"	"136"	"15"	"57"	"130"	"284"	"12"	"3"	"3"	"9"	"12"	"6"	"10"	"8"	"13"	"10"	"17"	"39"	"4"	"4"	"636"	"0"	"636"	"0"
"144"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"145"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"146"	"137"	"17"	"39"	"362"	"26"	"3"	"5"	"3"	"2"	"1"	"4"	"1"	"1"	"1"	"5"	"1"	"3"	"1"	"4"	"479"	"0"	"479"	"0"
"147"	"138"	"6"	"269"	"82"	"19"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"5"	"6"	"4"	"4"	"0"	"401"	"0"	"401"	"0"
"148"	"139"	"18"	"16"	"211"	"291"	"11"	"7"	"6"	"5"	"3"	"3"	"3"	"0"	"4"	"4"	"13"	"9"	"3"	"4"	"611"	"0"	"611"	"0"
"149"	"140"	"8"	"7"	"183"	"38"	"1"	"2"	"0"	"0"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"8"	"0"	"1"	"266"	"0"	"266"	"0"
"150"	"141"	"42"	"25"	"460"	"169"	"6"	"9"	"2"	"6"	"3"	"3"	"4"	"2"	"3"	"4"	"16"	"7"	"2"	"1"	"764"	"0"	"764"	"0"
"151"	"142"	"2"	"6"	"304"	"229"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"6"	"5"	"5"	"0"	"2"	"566"	"0"	"566"	"0"
"152"	"143"	"11"	"8"	"295"	"41"	"5"	"3"	"8"	"0"	"3"	"0"	"3"	"0"	"3"	"4"	"50"	"2"	"5"	"6"	"447"	"0"	"447"	"0"
"153"	"144"	"4"	"21"	"267"	"40"	"3"	"5"	"11"	"4"	"4"	"1"	"5"	"2"	"6"	"15"	"21"	"24"	"2"	"1"	"436"	"0"	"436"	"0"
"154"	"145"	"10"	"22"	"84"	"82"	"3"	"5"	"13"	"4"	"0"	"0"	"3"	"4"	"8"	"3"	"66"	"13"	"5"	"3"	"328"	"0"	"328"	"0"
"155"	"146"	"36"	"7"	"492"	"66"	"5"	"7"	"4"	"6"	"5"	"2"	"1"	"3"	"1"	"10"	"4"	"6"	"7"	"17"	"679"	"0"	"679"	"0"
"156"	"147"	"6"	"8"	"126"	"113"	"2"	"1"	"2"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"3"	"0"	"270"	"0"	"270"	"0"
"157"	"148"	"29"	"15"	"283"	"212"	"2"	"10"	"3"	"5"	"5"	"4"	"2"	"3"	"3"	"3"	"30"	"4"	"2"	"1"	"616"	"0"	"616"	"0"
"158"	"149"	"1"	"15"	"292"	"80"	"6"	"6"	"8"	"4"	"0"	"0"	"1"	"0"	"5"	"2"	"11"	"2"	"1"	"3"	"437"	"0"	"437"	"0"
"159"	"150"	"1"	"4"	"264"	"105"	"3"	"4"	"1"	"3"	"3"	"1"	"1"	"1"	"2"	"3"	"2"	"1"	"0"	"5"	"404"	"0"	"404"	"0"
"160"	"151"	"27"	"15"	"419"	"185"	"7"	"9"	"7"	"5"	"8"	"3"	"0"	"3"	"2"	"1"	"5"	"7"	"3"	"5"	"711"	"0"	"711"	"0"
"161"	"152"	"2"	"4"	"301"	"46"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"6"	"1"	"1"	"1"	"2"	"375"	"0"	"375"	"0"
"162"	"153"	"8"	"187"	"149"	"5"	"0"	"2"	"3"	"3"	"9"	"1"	"2"	"4"	"2"	"7"	"4"	"6"	"1"	"2"	"395"	"0"	"395"	"0"
"163"	"154"	"7"	"170"	"45"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"3"	"6"	"0"	"4"	"241"	"0"	"241"	"0"
"164"	"155"	"13"	"228"	"3"	"8"	"3"	"1"	"6"	"3"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"271"	"0"	"271"	"0"
"165"	"156"	"9"	"203"	"69"	"6"	"2"	"2"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"1"	"3"	"8"	"9"	"6"	"326"	"0"	"326"	"0"
"166"	"157"	"22"	"91"	"225"	"154"	"8"	"6"	"6"	"6"	"4"	"2"	"1"	"2"	"3"	"3"	"26"	"10"	"5"	"3"	"577"	"0"	"577"	"0"
"167"	"158"	"14"	"277"	"99"	"11"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"1"	"4"	"1"	"0"	"3"	"416"	"0"	"416"	"0"
"168"	"159"	"20"	"60"	"431"	"162"	"3"	"2"	"1"	"7"	"2"	"2"	"4"	"3"	"3"	"4"	"7"	"6"	"7"	"7"	"731"	"0"	"731"	"0"
"169"	"160"	"6"	"6"	"170"	"58"	"0"	"0"	"35"	"0"	"3"	"1"	"0"	"1"	"1"	"0"	"10"	"0"	"1"	"2"	"294"	"0"	"294"	"0"
"170"	"161"	"20"	"9"	"158"	"187"	"8"	"3"	"5"	"4"	"4"	"1"	"4"	"4"	"3"	"9"	"33"	"4"	"16"	"8"	"480"	"0"	"480"	"0"
"171"	"162"	"21"	"20"	"49"	"187"	"10"	"6"	"6"	"5"	"11"	"8"	"14"	"11"	"16"	"5"	"53"	"33"	"15"	"6"	"476"	"0"	"476"	"0"
"172"	"163"	"13"	"18"	"377"	"137"	"17"	"8"	"2"	"3"	"4"	"0"	"5"	"5"	"3"	"15"	"15"	"41"	"0"	"2"	"665"	"0"	"665"	"0"
"173"	"164"	"12"	"183"	"209"	"45"	"4"	"2"	"1"	"1"	"6"	"1"	"3"	"3"	"4"	"6"	"3"	"7"	"4"	"11"	"505"	"0"	"505"	"0"
"174"	"165"	"7"	"25"	"284"	"42"	"3"	"0"	"2"	"3"	"4"	"0"	"0"	"1"	"0"	"2"	"5"	"3"	"0"	"0"	"381"	"0"	"381"	"0"
"175"	"166"	"13"	"213"	"241"	"13"	"4"	"3"	"2"	"2"	"5"	"3"	"8"	"0"	"1"	"4"	"4"	"6"	"0"	"0"	"522"	"0"	"522"	"0"
"176"	"167"	"6"	"349"	"86"	"40"	"0"	"0"	"7"	"0"	"2"	"2"	"1"	"0"	"2"	"1"	"2"	"2"	"0"	"2"	"502"	"0"	"502"	"0"
"177"	"168"	"7"	"33"	"356"	"25"	"0"	"0"	"2"	"0"	"4"	"1"	"1"	"0"	"2"	"6"	"4"	"6"	"0"	"1"	"448"	"0"	"448"	"0"
"178"	"169"	"18"	"16"	"443"	"98"	"8"	"5"	"5"	"5"	"7"	"4"	"2"	"2"	"5"	"15"	"9"	"11"	"13"	"20"	"686"	"0"	"686"	"0"
"179"	"170"	"17"	"12"	"355"	"77"	"4"	"3"	"3"	"6"	"2"	"7"	"4"	"2"	"4"	"8"	"9"	"6"	"19"	"23"	"561"	"0"	"561"	"0"
"180"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"181"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"182"	"171"	"11"	"4"	"136"	"72"	"2"	"3"	"4"	"2"	"2"	"1"	"3"	"2"	"1"	"7"	"5"	"10"	"10"	"10"	"285"	"0"	"285"	"0"
"183"	"172"	"7"	"274"	"63"	"3"	"3"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"9"	"4"	"1"	"2"	"371"	"0"	"371"	"0"
"184"	"173"	"13"	"115"	"118"	"64"	"1"	"2"	"11"	"3"	"2"	"2"	"1"	"4"	"5"	"8"	"94"	"11"	"1"	"0"	"455"	"0"	"455"	"0"
"185"	"174"	"10"	"187"	"42"	"183"	"9"	"2"	"8"	"4"	"6"	"4"	"5"	"5"	"9"	"7"	"34"	"8"	"1"	"1"	"525"	"0"	"525"	"0"
"186"	"175"	"9"	"260"	"88"	"46"	"2"	"2"	"45"	"2"	"5"	"1"	"2"	"1"	"1"	"2"	"22"	"10"	"3"	"3"	"504"	"0"	"504"	"0"
"187"	"176"	"8"	"78"	"530"	"40"	"3"	"3"	"35"	"3"	"10"	"9"	"6"	"3"	"8"	"12"	"5"	"10"	"1"	"8"	"772"	"0"	"772"	"0"
"188"	"177"	"12"	"11"	"164"	"74"	"3"	"3"	"22"	"2"	"7"	"4"	"4"	"2"	"2"	"4"	"3"	"16"	"6"	"5"	"344"	"0"	"344"	"0"
"189"	"178"	"27"	"69"	"213"	"205"	"11"	"7"	"155"	"9"	"6"	"7"	"4"	"0"	"6"	"3"	"21"	"6"	"8"	"4"	"761"	"0"	"761"	"0"
"190"	"179"	"3"	"4"	"254"	"186"	"7"	"5"	"15"	"3"	"4"	"10"	"5"	"7"	"20"	"15"	"16"	"24"	"0"	"9"	"587"	"0"	"587"	"0"
"191"	"180"	"14"	"292"	"17"	"45"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"9"	"5"	"4"	"3"	"397"	"0"	"397"	"0"
"192"	"181"	"12"	"217"	"150"	"8"	"1"	"4"	"0"	"0"	"7"	"3"	"0"	"0"	"0"	"2"	"2"	"7"	"1"	"5"	"419"	"0"	"419"	"0"
"193"	"182"	"12"	"92"	"417"	"103"	"8"	"9"	"14"	"5"	"4"	"4"	"6"	"3"	"4"	"5"	"7"	"18"	"2"	"3"	"716"	"0"	"716"	"0"
"194"	"183"	"18"	"33"	"247"	"240"	"5"	"2"	"2"	"3"	"5"	"3"	"4"	"1"	"8"	"4"	"2"	"6"	"11"	"6"	"600"	"0"	"600"	"0"
"195"	"184"	"4"	"0"	"16"	"173"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"11"	"1"	"0"	"3"	"218"	"0"	"218"	"0"
"196"	"185"	"5"	"9"	"394"	"113"	"4"	"5"	"2"	"1"	"7"	"4"	"2"	"2"	"3"	"4"	"51"	"13"	"2"	"15"	"636"	"0"	"636"	"0"
"197"	"186"	"6"	"8"	"271"	"106"	"5"	"1"	"2"	"1"	"4"	"0"	"4"	"4"	"3"	"6"	"2"	"14"	"1"	"1"	"439"	"0"	"439"	"0"
"198"	"187"	"10"	"11"	"282"	"160"	"2"	"5"	"2"	"2"	"4"	"1"	"2"	"0"	"0"	"1"	"2"	"3"	"3"	"2"	"492"	"0"	"492"	"0"
"199"	"188"	"7"	"1"	"365"	"187"	"2"	"6"	"6"	"0"	"4"	"2"	"2"	"0"	"5"	"2"	"16"	"6"	"1"	"4"	"616"	"0"	"616"	"0"
"200"	"189"	"6"	"17"	"124"	"259"	"12"	"4"	"3"	"1"	"3"	"4"	"2"	"5"	"19"	"10"	"28"	"24"	"1"	"5"	"527"	"0"	"527"	"0"
"201"	"190"	"6"	"59"	"276"	"88"	"1"	"7"	"3"	"4"	"4"	"3"	"2"	"2"	"12"	"11"	"5"	"9"	"0"	"0"	"492"	"0"	"492"	"0"
"202"	"191"	"5"	"10"	"133"	"85"	"1"	"4"	"3"	"3"	"3"	"3"	"4"	"0"	"3"	"7"	"31"	"14"	"1"	"5"	"315"	"0"	"315"	"0"
"203"	"192"	"6"	"7"	"76"	"498"	"8"	"2"	"9"	"3"	"3"	"4"	"3"	"10"	"9"	"3"	"5"	"15"	"0"	"0"	"661"	"0"	"661"	"0"
"204"	"193"	"13"	"22"	"104"	"505"	"10"	"1"	"8"	"2"	"7"	"2"	"1"	"2"	"6"	"6"	"10"	"6"	"3"	"1"	"709"	"0"	"709"	"0"
"205"	"194"	"6"	"11"	"24"	"336"	"8"	"3"	"12"	"8"	"0"	"2"	"5"	"12"	"18"	"12"	"32"	"23"	"2"	"3"	"517"	"0"	"517"	"0"
"206"	"195"	"3"	"14"	"62"	"288"	"8"	"1"	"7"	"0"	"2"	"4"	"2"	"1"	"5"	"3"	"10"	"7"	"0"	"3"	"420"	"0"	"420"	"0"
"207"	"196"	"10"	"12"	"403"	"204"	"10"	"4"	"3"	"3"	"8"	"10"	"7"	"7"	"15"	"13"	"7"	"18"	"3"	"5"	"742"	"0"	"742"	"0"
"208"	"197"	"10"	"51"	"263"	"92"	"4"	"3"	"1"	"0"	"5"	"3"	"2"	"5"	"10"	"6"	"8"	"19"	"0"	"5"	"487"	"0"	"487"	"0"
"209"	"198"	"6"	"67"	"295"	"32"	"4"	"2"	"0"	"2"	"3"	"2"	"4"	"2"	"2"	"4"	"3"	"8"	"0"	"6"	"442"	"0"	"442"	"0"
"210"	"199"	"4"	"108"	"116"	"115"	"3"	"2"	"1"	"2"	"2"	"3"	"3"	"5"	"4"	"6"	"4"	"18"	"0"	"3"	"399"	"0"	"399"	"0"
"211"	"200"	"6"	"88"	"417"	"108"	"5"	"7"	"12"	"0"	"8"	"4"	"4"	"3"	"8"	"5"	"3"	"17"	"0"	"1"	"696"	"0"	"696"	"0"
"212"	"201"	"12"	"101"	"235"	"55"	"3"	"0"	"1"	"1"	"3"	"0"	"2"	"3"	"2"	"3"	"2"	"2"	"6"	"7"	"438"	"0"	"438"	"0"
"213"	"202"	"23"	"75"	"393"	"73"	"4"	"2"	"8"	"4"	"6"	"6"	"1"	"2"	"5"	"10"	"8"	"8"	"3"	"10"	"641"	"0"	"641"	"0"
"214"	"203"	"22"	"23"	"293"	"229"	"8"	"7"	"6"	"3"	"8"	"8"	"5"	"6"	"8"	"6"	"4"	"6"	"4"	"5"	"651"	"0"	"651"	"0"
"215"	"204"	"19"	"96"	"243"	"246"	"15"	"5"	"15"	"11"	"4"	"6"	"2"	"5"	"3"	"3"	"17"	"10"	"0"	"1"	"701"	"0"	"701"	"0"
"216"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"217"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"218"	"205"	"4"	"43"	"311"	"60"	"1"	"1"	"2"	"0"	"0"	"4"	"2"	"2"	"1"	"8"	"9"	"9"	"0"	"0"	"457"	"0"	"457"	"0"
"219"	"206"	"28"	"24"	"499"	"21"	"2"	"4"	"3"	"2"	"1"	"1"	"1"	"3"	"7"	"11"	"2"	"12"	"0"	"2"	"623"	"0"	"623"	"0"
"220"	"207"	"12"	"250"	"14"	"7"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"1"	"7"	"4"	"0"	"2"	"305"	"0"	"305"	"0"
"221"	"208"	"9"	"5"	"198"	"239"	"6"	"3"	"35"	"0"	"1"	"1"	"0"	"3"	"1"	"0"	"2"	"3"	"2"	"1"	"509"	"0"	"509"	"0"
"222"	"209"	"3"	"40"	"125"	"142"	"2"	"2"	"4"	"0"	"3"	"3"	"1"	"2"	"1"	"2"	"2"	"11"	"0"	"4"	"347"	"0"	"347"	"0"
"223"	"210"	"18"	"15"	"278"	"247"	"7"	"4"	"7"	"6"	"5"	"3"	"6"	"2"	"2"	"2"	"1"	"10"	"11"	"7"	"631"	"0"	"631"	"0"
"224"	"211"	"11"	"17"	"214"	"195"	"7"	"4"	"8"	"6"	"4"	"10"	"3"	"8"	"8"	"16"	"8"	"32"	"5"	"11"	"567"	"0"	"567"	"0"
"225"	"212"	"22"	"17"	"242"	"234"	"8"	"3"	"7"	"7"	"4"	"4"	"7"	"6"	"8"	"2"	"19"	"12"	"12"	"8"	"622"	"0"	"622"	"0"
"226"	"Total"	"2461"	"13594"	"46632"	"24819"	"945"	"716"	"1020"	"579"	"870"	"605"	"573"	"588"	"891"	"1217"	"1749"	"2169"	"684"	"1062"	"101174"	"0"	"101174"	"0"
