"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"114"	"12"	"82"	"38"	"22"	"32"	"59"	"12"	"10"	"8"	"8"	"7"	"8"	"67"	"122"	"18"	"17"	"7"	"36"	"45"	"5"	"2"	"0"	"4"	"527"	"0"	"527"	"0"
"115"	"13"	"83"	"0"	"48"	"1"	"28"	"1"	"1"	"0"	"0"	"1"	"9"	"9"	"301"	"5"	"6"	"1"	"3"	"72"	"3"	"2"	"0"	"0"	"491"	"0"	"491"	"0"
"116"	"14"	"84"	"14"	"74"	"13"	"8"	"2"	"3"	"4"	"0"	"0"	"9"	"7"	"244"	"9"	"16"	"5"	"21"	"31"	"4"	"1"	"3"	"2"	"470"	"0"	"470"	"0"
"117"	""	"ROUND- 6"	"128"	"533"	"544"	"425"	"80"	"69"	"116"	"20"	"34"	"73"	"198"	"1311"	"92"	"93"	"60"	"170"	"730"	"67"	"49"	"57"	"69"	"4918"	"0"	"4918"	"0"
"118"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"122"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"123"	"1"	"85"	"15"	"26"	"31"	"45"	"8"	"12"	"2"	"5"	"3"	"2"	"2"	"103"	"5"	"7"	"6"	"24"	"102"	"3"	"3"	"4"	"8"	"416"	"0"	"416"	"0"
"124"	"2"	"86"	"8"	"77"	"12"	"61"	"7"	"7"	"2"	"11"	"2"	"8"	"186"	"14"	"6"	"2"	"3"	"5"	"14"	"2"	"1"	"2"	"1"	"431"	"0"	"431"	"0"
"125"	"3"	"87"	"2"	"87"	"2"	"110"	"4"	"1"	"2"	"2"	"1"	"5"	"1"	"81"	"5"	"7"	"7"	"6"	"2"	"3"	"1"	"3"	"1"	"333"	"0"	"333"	"0"
"126"	"4"	"88"	"5"	"50"	"6"	"150"	"12"	"3"	"1"	"4"	"4"	"5"	"3"	"48"	"19"	"5"	"6"	"10"	"5"	"0"	"1"	"9"	"10"	"356"	"0"	"356"	"0"
"127"	"5"	"89"	"26"	"1"	"4"	"3"	"1"	"0"	"0"	"0"	"1"	"3"	"5"	"56"	"3"	"11"	"2"	"21"	"5"	"1"	"3"	"3"	"1"	"150"	"0"	"150"	"0"
"128"	"6"	"90"	"6"	"21"	"17"	"44"	"7"	"8"	"2"	"5"	"0"	"4"	"4"	"131"	"3"	"7"	"2"	"15"	"64"	"2"	"4"	"1"	"6"	"353"	"0"	"353"	"0"
"129"	"7"	"91"	"3"	"23"	"12"	"18"	"11"	"2"	"5"	"2"	"2"	"4"	"183"	"73"	"5"	"5"	"4"	"3"	"18"	"0"	"1"	"0"	"1"	"375"	"0"	"375"	"0"
"130"	"8"	"92"	"12"	"239"	"20"	"73"	"7"	"1"	"1"	"2"	"1"	"11"	"5"	"23"	"3"	"5"	"5"	"4"	"5"	"2"	"2"	"0"	"4"	"425"	"0"	"425"	"0"
"131"	"9"	"93"	"4"	"64"	"57"	"71"	"10"	"5"	"1"	"2"	"2"	"5"	"44"	"7"	"7"	"3"	"8"	"13"	"27"	"4"	"1"	"1"	"9"	"345"	"0"	"345"	"0"
"132"	"10"	"94"	"2"	"174"	"14"	"12"	"1"	"2"	"2"	"4"	"1"	"2"	"24"	"15"	"3"	"5"	"10"	"14"	"1"	"6"	"2"	"1"	"1"	"296"	"0"	"296"	"0"
"133"	"11"	"95"	"20"	"99"	"38"	"49"	"7"	"5"	"3"	"3"	"7"	"5"	"16"	"68"	"10"	"11"	"13"	"11"	"10"	"3"	"1"	"3"	"5"	"387"	"0"	"387"	"0"
"134"	"12"	"96"	"4"	"101"	"7"	"38"	"4"	"2"	"3"	"2"	"1"	"1"	"62"	"90"	"1"	"5"	"3"	"7"	"16"	"1"	"1"	"1"	"2"	"352"	"0"	"352"	"0"
"135"	"13"	"97"	"4"	"2"	"3"	"3"	"1"	"4"	"1"	"1"	"1"	"11"	"4"	"238"	"5"	"6"	"2"	"2"	"118"	"2"	"0"	"3"	"4"	"415"	"0"	"415"	"0"
"136"	"14"	"98"	"2"	"7"	"1"	"5"	"1"	"3"	"1"	"0"	"0"	"1"	"2"	"167"	"5"	"1"	"1"	"5"	"57"	"1"	"4"	"2"	"3"	"269"	"0"	"269"	"0"
"137"	""	"ROUND- 7"	"113"	"971"	"224"	"682"	"81"	"55"	"26"	"43"	"26"	"67"	"541"	"1114"	"80"	"80"	"72"	"140"	"444"	"30"	"25"	"33"	"56"	"4903"	"0"	"4903"	"0"
"138"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"142"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"143"	"1"	"99"	"13"	"52"	"1"	"13"	"4"	"6"	"6"	"4"	"2"	"4"	"22"	"51"	"7"	"5"	"5"	"7"	"29"	"6"	"1"	"4"	"2"	"244"	"0"	"244"	"0"
"144"	"2"	"100"	"9"	"47"	"164"	"29"	"5"	"8"	"3"	"3"	"2"	"5"	"0"	"37"	"5"	"9"	"3"	"10"	"35"	"2"	"4"	"24"	"3"	"407"	"0"	"407"	"0"
"145"	"3"	"101"	"5"	"9"	"198"	"15"	"1"	"1"	"3"	"1"	"2"	"0"	"0"	"15"	"3"	"4"	"1"	"12"	"5"	"1"	"6"	"3"	"3"	"288"	"0"	"288"	"0"
"146"	"4"	"102"	"0"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"34"	"174"	"1"	"1"	"0"	"1"	"9"	"0"	"1"	"0"	"0"	"227"	"0"	"227"	"0"
"147"	"5"	"103"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"157"	"0"	"0"	"0"	"0"	"238"	"0"	"1"	"0"	"0"	"401"	"0"	"401"	"0"
"148"	"6"	"104"	"13"	"26"	"15"	"0"	"4"	"4"	"4"	"3"	"3"	"5"	"2"	"61"	"2"	"2"	"3"	"8"	"99"	"10"	"3"	"4"	"14"	"285"	"0"	"285"	"0"
"149"	"7"	"105"	"10"	"31"	"54"	"12"	"7"	"15"	"2"	"5"	"4"	"7"	"222"	"72"	"4"	"10"	"4"	"19"	"19"	"1"	"2"	"4"	"9"	"513"	"0"	"513"	"0"
"150"	"8"	"106"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"115"	"1"	"0"	"1"	"0"	"64"	"0"	"0"	"0"	"0"	"182"	"0"	"182"	"0"
"151"	"9"	"107"	"15"	"62"	"73"	"12"	"4"	"2"	"1"	"2"	"2"	"2"	"157"	"6"	"1"	"3"	"0"	"5"	"8"	"4"	"1"	"1"	"5"	"366"	"0"	"366"	"0"
"152"	"10"	"108"	"10"	"57"	"28"	"5"	"4"	"3"	"2"	"1"	"3"	"4"	"61"	"64"	"10"	"19"	"3"	"7"	"3"	"0"	"0"	"6"	"0"	"290"	"0"	"290"	"0"
"153"	"11"	"109"	"9"	"10"	"219"	"75"	"9"	"2"	"1"	"2"	"1"	"1"	"54"	"11"	"2"	"4"	"0"	"2"	"4"	"0"	"0"	"0"	"1"	"407"	"0"	"407"	"0"
"154"	"12"	"110"	"5"	"64"	"20"	"1"	"2"	"3"	"6"	"0"	"2"	"0"	"122"	"53"	"1"	"4"	"2"	"2"	"201"	"2"	"0"	"0"	"1"	"491"	"0"	"491"	"0"
"155"	"13"	"111"	"9"	"49"	"158"	"58"	"7"	"2"	"0"	"7"	"1"	"3"	"12"	"10"	"9"	"19"	"5"	"12"	"4"	"4"	"5"	"1"	"4"	"379"	"0"	"379"	"0"
"156"	"14"	"112"	"28"	"39"	"63"	"109"	"9"	"3"	"7"	"7"	"9"	"2"	"4"	"45"	"11"	"12"	"5"	"27"	"145"	"4"	"8"	"11"	"16"	"564"	"0"	"564"	"0"
"157"	""	"ROUND- 8"	"127"	"449"	"994"	"330"	"56"	"50"	"36"	"35"	"31"	"35"	"692"	"871"	"57"	"92"	"32"	"112"	"863"	"34"	"32"	"58"	"58"	"5044"	"0"	"5044"	"0"
"158"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"162"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"163"	"1"	"113"	"15"	"28"	"5"	"152"	"11"	"7"	"6"	"4"	"2"	"6"	"1"	"18"	"12"	"4"	"9"	"5"	"88"	"21"	"3"	"6"	"20"	"423"	"0"	"423"	"0"
"164"	"2"	"114"	"8"	"27"	"39"	"120"	"3"	"3"	"3"	"1"	"0"	"7"	"101"	"55"	"10"	"5"	"1"	"2"	"65"	"5"	"1"	"3"	"6"	"465"	"0"	"465"	"0"
"165"	"3"	"115"	"5"	"13"	"45"	"44"	"0"	"4"	"4"	"5"	"12"	"3"	"2"	"4"	"10"	"1"	"5"	"8"	"89"	"2"	"2"	"3"	"3"	"264"	"0"	"264"	"0"
"166"	"4"	"116"	"8"	"20"	"13"	"25"	"12"	"10"	"2"	"2"	"3"	"2"	"1"	"32"	"6"	"3"	"8"	"12"	"59"	"3"	"3"	"6"	"7"	"237"	"0"	"237"	"0"
"167"	"5"	"117"	"2"	"6"	"27"	"69"	"4"	"1"	"0"	"1"	"0"	"1"	"12"	"111"	"2"	"7"	"0"	"6"	"72"	"10"	"4"	"3"	"8"	"346"	"0"	"346"	"0"
"168"	"6"	"118"	"3"	"3"	"10"	"35"	"3"	"7"	"1"	"4"	"1"	"1"	"4"	"36"	"7"	"1"	"1"	"3"	"15"	"0"	"0"	"3"	"2"	"140"	"0"	"140"	"0"
"169"	"7"	"119"	"12"	"4"	"5"	"8"	"6"	"5"	"0"	"1"	"1"	"3"	"4"	"29"	"0"	"4"	"4"	"10"	"59"	"1"	"2"	"0"	"2"	"160"	"0"	"160"	"0"
"170"	"8"	"120"	"3"	"1"	"23"	"29"	"1"	"4"	"0"	"1"	"2"	"1"	"2"	"153"	"1"	"2"	"2"	"3"	"126"	"1"	"0"	"1"	"4"	"360"	"0"	"360"	"0"
"171"	"9"	"121"	"3"	"9"	"169"	"17"	"1"	"5"	"1"	"1"	"26"	"3"	"7"	"94"	"2"	"7"	"2"	"1"	"112"	"3"	"2"	"5"	"2"	"472"	"0"	"472"	"0"
"172"	"10"	"122"	"0"	"32"	"2"	"799"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"837"	"0"	"837"	"0"
"173"	"11"	"123"	"0"	"23"	"24"	"31"	"0"	"0"	"0"	"1"	"31"	"2"	"10"	"110"	"0"	"1"	"0"	"4"	"40"	"1"	"0"	"2"	"0"	"280"	"0"	"280"	"0"
"174"	"12"	"124"	"8"	"36"	"91"	"39"	"8"	"1"	"4"	"4"	"1"	"5"	"3"	"68"	"7"	"3"	"3"	"2"	"16"	"4"	"9"	"11"	"7"	"330"	"0"	"330"	"0"
"175"	"13"	"125"	"5"	"6"	"22"	"38"	"6"	"8"	"2"	"2"	"2"	"3"	"4"	"71"	"5"	"16"	"5"	"6"	"108"	"2"	"2"	"1"	"7"	"321"	"0"	"321"	"0"
"176"	"14"	"126"	"27"	"16"	"60"	"37"	"5"	"8"	"5"	"5"	"5"	"12"	"12"	"204"	"9"	"8"	"9"	"18"	"143"	"11"	"4"	"6"	"16"	"620"	"0"	"620"	"0"
"177"	""	"ROUND- 9"	"99"	"224"	"535"	"1443"	"62"	"63"	"28"	"32"	"86"	"51"	"163"	"985"	"71"	"62"	"49"	"80"	"992"	"64"	"32"	"50"	"84"	"5255"	"0"	"5255"	"0"
"178"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"182"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"183"	"1"	"127"	"8"	"36"	"27"	"50"	"4"	"4"	"1"	"2"	"0"	"2"	"30"	"73"	"2"	"6"	"7"	"8"	"36"	"5"	"1"	"7"	"5"	"314"	"0"	"314"	"0"
"184"	"2"	"128"	"5"	"5"	"86"	"38"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"58"	"3"	"5"	"0"	"3"	"7"	"2"	"8"	"3"	"5"	"238"	"0"	"238"	"0"
"185"	"3"	"129"	"5"	"57"	"44"	"23"	"1"	"2"	"1"	"2"	"0"	"2"	"12"	"35"	"1"	"2"	"2"	"4"	"5"	"0"	"0"	"1"	"2"	"201"	"0"	"201"	"0"
"186"	"4"	"130"	"7"	"31"	"100"	"59"	"9"	"1"	"0"	"0"	"1"	"2"	"0"	"21"	"1"	"3"	"1"	"1"	"4"	"2"	"1"	"2"	"5"	"251"	"0"	"251"	"0"
"187"	"5"	"131"	"12"	"22"	"120"	"27"	"4"	"5"	"0"	"3"	"0"	"2"	"3"	"27"	"6"	"4"	"1"	"3"	"74"	"5"	"6"	"2"	"8"	"334"	"0"	"334"	"0"
"188"	"6"	"132"	"8"	"38"	"122"	"61"	"5"	"1"	"0"	"2"	"1"	"0"	"0"	"27"	"9"	"6"	"2"	"8"	"25"	"1"	"1"	"1"	"2"	"320"	"0"	"320"	"0"
"189"	"7"	"133"	"12"	"43"	"116"	"95"	"8"	"24"	"8"	"11"	"5"	"8"	"22"	"109"	"10"	"17"	"12"	"11"	"66"	"0"	"3"	"4"	"14"	"598"	"0"	"598"	"0"
"190"	"8"	"134"	"12"	"9"	"73"	"10"	"5"	"8"	"3"	"0"	"4"	"3"	"5"	"167"	"6"	"16"	"8"	"15"	"40"	"5"	"4"	"3"	"6"	"402"	"0"	"402"	"0"
"191"	"9"	"135"	"4"	"6"	"27"	"71"	"5"	"3"	"0"	"0"	"1"	"3"	"2"	"70"	"5"	"4"	"2"	"6"	"12"	"1"	"2"	"1"	"0"	"225"	"0"	"225"	"0"
"192"	"10"	"136"	"0"	"18"	"47"	"294"	"3"	"3"	"0"	"0"	"0"	"1"	"0"	"7"	"1"	"5"	"5"	"1"	"24"	"1"	"1"	"2"	"1"	"414"	"0"	"414"	"0"
"193"	"11"	"137"	"10"	"41"	"46"	"62"	"3"	"1"	"1"	"4"	"2"	"2"	"4"	"49"	"3"	"2"	"2"	"3"	"43"	"3"	"0"	"2"	"5"	"288"	"0"	"288"	"0"
"194"	"12"	"138"	"5"	"47"	"29"	"16"	"4"	"1"	"14"	"8"	"3"	"4"	"135"	"78"	"3"	"6"	"4"	"3"	"23"	"2"	"3"	"3"	"3"	"394"	"0"	"394"	"0"
"195"	"13"	"139"	"12"	"49"	"103"	"17"	"1"	"7"	"1"	"2"	"3"	"2"	"6"	"57"	"2"	"1"	"3"	"6"	"33"	"6"	"3"	"1"	"6"	"321"	"0"	"321"	"0"
"196"	"14"	"140"	"6"	"17"	"42"	"45"	"8"	"14"	"4"	"2"	"4"	"2"	"44"	"102"	"5"	"4"	"5"	"8"	"156"	"5"	"2"	"9"	"12"	"496"	"0"	"496"	"0"
"197"	""	"ROUND- 10"	"106"	"419"	"982"	"868"	"62"	"75"	"34"	"37"	"25"	"35"	"265"	"880"	"57"	"81"	"54"	"80"	"548"	"38"	"35"	"41"	"74"	"4796"	"0"	"4796"	"0"
"198"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"203"	"1"	"141"	"32"	"49"	"274"	"77"	"8"	"14"	"7"	"5"	"4"	"3"	"6"	"12"	"13"	"10"	"8"	"8"	"43"	"3"	"5"	"3"	"10"	"594"	"0"	"594"	"0"
"204"	"2"	"142"	"23"	"11"	"18"	"56"	"38"	"9"	"1"	"7"	"5"	"6"	"8"	"97"	"7"	"9"	"10"	"6"	"166"	"12"	"9"	"8"	"20"	"526"	"0"	"526"	"0"
"205"	"3"	"143"	"7"	"25"	"40"	"14"	"2"	"7"	"3"	"3"	"0"	"2"	"13"	"70"	"9"	"16"	"11"	"16"	"70"	"4"	"5"	"7"	"14"	"338"	"0"	"338"	"0"
"206"	"4"	"144"	"10"	"5"	"19"	"129"	"12"	"8"	"8"	"2"	"6"	"6"	"48"	"23"	"12"	"5"	"6"	"12"	"60"	"4"	"1"	"3"	"7"	"386"	"0"	"386"	"0"
"207"	"5"	"145"	"8"	"19"	"14"	"25"	"8"	"11"	"5"	"6"	"1"	"3"	"3"	"43"	"6"	"9"	"10"	"15"	"100"	"10"	"2"	"6"	"6"	"310"	"0"	"310"	"0"
"208"	"6"	"146"	"5"	"146"	"68"	"27"	"8"	"2"	"10"	"3"	"3"	"3"	"1"	"12"	"5"	"9"	"2"	"8"	"61"	"4"	"2"	"0"	"8"	"387"	"0"	"387"	"0"
"209"	"7"	"147"	"20"	"73"	"82"	"135"	"4"	"5"	"1"	"9"	"2"	"12"	"2"	"8"	"20"	"13"	"6"	"10"	"11"	"2"	"1"	"0"	"2"	"418"	"0"	"418"	"0"
"210"	"8"	"148"	"9"	"32"	"1"	"11"	"4"	"3"	"0"	"4"	"3"	"2"	"56"	"54"	"3"	"2"	"2"	"2"	"34"	"4"	"1"	"1"	"4"	"232"	"0"	"232"	"0"
"211"	"9"	"149"	"7"	"12"	"6"	"27"	"14"	"4"	"12"	"2"	"2"	"4"	"2"	"44"	"5"	"1"	"7"	"13"	"78"	"4"	"3"	"3"	"13"	"263"	"0"	"263"	"0"
"212"	"10"	"150"	"10"	"91"	"5"	"75"	"15"	"6"	"2"	"2"	"0"	"2"	"61"	"47"	"0"	"0"	"4"	"6"	"139"	"4"	"2"	"0"	"4"	"475"	"0"	"475"	"0"
"213"	"11"	"151"	"6"	"48"	"32"	"71"	"26"	"12"	"4"	"2"	"3"	"4"	"78"	"33"	"15"	"15"	"9"	"15"	"89"	"5"	"0"	"3"	"5"	"475"	"0"	"475"	"0"
"214"	"12"	"152"	"9"	"94"	"79"	"13"	"7"	"4"	"1"	"2"	"4"	"0"	"30"	"40"	"2"	"6"	"1"	"3"	"10"	"1"	"0"	"0"	"0"	"306"	"0"	"306"	"0"
"215"	"13"	"153"	"9"	"153"	"109"	"17"	"2"	"7"	"12"	"2"	"1"	"1"	"3"	"72"	"8"	"7"	"11"	"13"	"18"	"3"	"2"	"3"	"5"	"458"	"0"	"458"	"0"
"216"	"14"	"154"	"7"	"254"	"39"	"22"	"2"	"1"	"15"	"1"	"1"	"0"	"6"	"2"	"1"	"2"	"4"	"9"	"15"	"3"	"1"	"1"	"3"	"389"	"0"	"389"	"0"
"217"	""	"ROUND- 11"	"162"	"1012"	"786"	"699"	"150"	"93"	"81"	"50"	"35"	"48"	"317"	"557"	"106"	"104"	"91"	"136"	"894"	"63"	"34"	"38"	"101"	"5557"	"0"	"5557"	"0"
"218"	"Place - Nawada
Date -            25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"219"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"223"	"1"	"155"	"5"	"307"	"29"	"9"	"6"	"6"	"6"	"0"	"0"	"1"	"3"	"4"	"3"	"1"	"1"	"8"	"26"	"15"	"6"	"4"	"7"	"447"	"0"	"447"	"0"
"224"	"2"	"156"	"3"	"9"	"202"	"60"	"6"	"1"	"3"	"1"	"1"	"1"	"5"	"94"	"2"	"0"	"3"	"1"	"5"	"1"	"0"	"0"	"0"	"398"	"0"	"398"	"0"
"225"	"3"	"157"	"3"	"16"	"16"	"34"	"2"	"5"	"3"	"1"	"0"	"1"	"0"	"8"	"0"	"0"	"1"	"2"	"160"	"5"	"1"	"2"	"0"	"260"	"0"	"260"	"0"
"226"	"4"	"158"	"31"	"100"	"67"	"28"	"9"	"16"	"7"	"4"	"2"	"1"	"1"	"64"	"3"	"7"	"3"	"5"	"96"	"4"	"5"	"5"	"8"	"466"	"0"	"466"	"0"
"227"	"5"	"159"	"5"	"175"	"17"	"172"	"6"	"0"	"0"	"1"	"1"	"15"	"1"	"14"	"0"	"3"	"3"	"2"	"3"	"1"	"0"	"0"	"2"	"421"	"0"	"421"	"0"
"228"	"6"	"160"	"4"	"15"	"115"	"23"	"0"	"4"	"5"	"1"	"0"	"0"	"0"	"76"	"1"	"1"	"0"	"1"	"159"	"0"	"3"	"2"	"2"	"412"	"0"	"412"	"0"
