"Name.of.Candidate"	"Dr..Arun.Kumar"	"Jagdish.Sharma"	"Ramadhar.Sharma"	"Surendra.Prasad.Yadav"	"Ayasha.Khatun"	"Prof..Jai.Ram.Prasad.Singh"	"Tara.Gupta"	"Mahanand.Prasad"	"Ramasray.Prasad.Singh"	"Md..Shahabubin.Jahan"	"Shravan.kumar"	"Sadhu.Sinha"	"Syed.Akber.Imam"	"Ajay.Kumar.Verma"	"Abhay.Kumar.Anil"	"Dr..Arbind.Kumar"	"Arvind.Prasad.Singh"	"Upendra.Prasad"	"Jagdish.Yadav"	"Prikshit.Singh"	"Prabhat.Kumar.Ranjan"	"Ranjit.Sharma"	"Rakeshwar.Kishor"	"Siya.Ram.Prasad"	"Sumirak.Singh"	"Total.Valid.Votes"	"No..of.Reject.ed.votes"	"Total"	"No..of.tender.ed.votes"
"175"	"125"	4	36	1	347	4	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	399	NA	399	NA
"176"	"126"	18	50	9	226	8	0	2	0	0	0	0	0	1	0	0	1	6	2	0	1	2	1	2	1	1	331	NA	331	NA
"177"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"178"	"Total"	290	2287	210	2412	78	40	14	80	8	10	8	12	25	15	14	120	36	25	22	32	18	7	7	4	17	5791	NA	5791	NA
"179"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"180"	"Name of Candidate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"181"	"Booth No."	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
"182"	"Round 10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"183"	"127"	47	210	41	79	4	2	2	3	2	1	0	0	4	4	5	6	3	3	0	2	0	0	1	2	4	425	NA	425	NA
"184"	"128"	3	58	41	320	3	2	0	9	4	2	3	0	4	1	1	1	3	0	1	4	0	0	0	0	0	460	NA	460	NA
"185"	"129"	9	42	10	125	4	1	2	1	2	0	0	0	0	1	0	1	5	0	0	1	0	1	0	0	1	206	NA	206	NA
"186"	"130"	139	10	24	141	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	318	NA	318	NA
"187"	"131"	72	26	0	44	2	1	0	0	0	0	1	0	0	1	0	3	4	0	1	3	0	0	1	0	1	160	NA	160	NA
"188"	"132"	77	114	64	226	18	6	0	8	3	4	2	3	6	1	2	17	8	3	4	3	5	3	3	2	3	585	NA	585	NA
"189"	"133"	19	41	3	166	2	1	0	2	0	0	0	0	0	1	1	6	4	2	4	0	2	0	0	0	0	254	NA	254	NA
"190"	"134"	20	137	7	222	12	6	4	3	2	2	0	1	1	5	1	8	12	2	1	3	1	0	3	0	0	453	NA	453	NA
"191"	"135"	17	25	3	152	18	1	2	1	7	2	0	0	3	1	1	10	6	0	1	12	4	1	3	0	6	276	NA	276	NA
"192"	"136"	0	0	0	292	3	1	0	0	0	0	0	0	0	0	0	17	0	0	0	1	3	0	0	0	0	317	NA	317	NA
"193"	"137"	27	392	7	70	2	5	1	12	3	1	2	0	1	0	2	9	2	2	0	0	0	0	0	0	0	538	NA	538	NA
"194"	"138"	17	370	8	86	4	4	1	3	2	3	0	1	3	6	7	28	6	7	6	2	1	0	1	1	6	573	NA	573	NA
"195"	"139"	12	150	15	147	6	2	1	6	2	0	2	1	2	1	1	10	3	5	3	2	1	1	0	2	4	379	NA	379	NA
"196"	"140"	3	96	2	118	1	2	2	0	0	0	1	1	1	0	0	2	1	2	0	0	0	0	0	1	1	234	NA	234	NA
"197"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"198"	"Total"	462	1671	225	2188	79	34	15	48	28	15	11	7	26	22	21	118	58	26	21	33	17	6	12	8	27	5178	NA	5178	NA
"199"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"200"	"Name of Candidate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"201"	"Booth No."	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
"202"	"Round 11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"203"	"141"	13	130	14	228	3	2	1	1	1	1	2	0	0	1	1	12	11	3	3	0	0	0	3	1	2	433	NA	433	NA
"204"	"142"	18	519	2	17	3	0	2	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	570	NA	570	NA
"205"	"143"	12	125	2	124	0	1	0	6	1	2	0	1	1	0	4	2	1	4	1	0	1	0	1	0	0	289	NA	289	NA
"206"	"144"	90	97	53	93	4	2	3	1	0	1	0	2	3	2	0	11	7	8	7	8	1	2	1	2	8	406	NA	406	NA
"207"	"145"	66	221	6	59	2	4	3	2	2	3	1	1	2	0	1	6	4	1	3	5	0	2	0	1	0	395	NA	395	NA
"208"	"146"	37	87	25	230	5	2	2	12	0	0	0	3	0	2	1	2	29	10	6	3	2	3	3	2	6	472	NA	472	NA
"209"	"147"	28	109	7	87	6	8	0	2	2	1	2	0	0	1	0	9	13	2	1	0	1	0	1	1	7	288	NA	288	NA
"210"	"148"	35	208	14	208	5	1	0	13	1	0	0	1	3	2	1	15	1	6	2	5	1	2	0	0	0	524	NA	524	NA
"211"	"149"	38	201	9	38	2	3	0	2	0	1	0	0	0	0	5	5	3	0	0	0	0	0	0	0	0	307	NA	307	NA
"212"	"150"	28	301	3	56	1	1	1	5	2	0	1	0	2	3	0	1	7	3	3	3	1	0	1	1	0	424	NA	424	NA
"213"	"151"	9	166	17	136	5	1	1	7	0	0	2	0	3	4	2	5	4	5	2	3	4	0	3	0	5	384	NA	384	NA
"214"	"152"	12	22	1	265	15	2	2	1	1	1	0	2	6	2	5	17	21	3	3	9	2	0	1	1	7	401	NA	401	NA
"215"	"153"	8	167	3	94	3	2	2	4	2	2	1	0	0	1	4	4	2	6	5	0	3	1	2	4	3	323	NA	323	NA
"216"	"154"	6	190	27	108	3	3	2	9	2	2	1	0	7	5	7	16	6	5	11	6	9	6	0	2	2	435	NA	435	NA
"217"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"218"	"Total"	400	2543	183	1743	57	32	19	71	16	14	10	10	27	23	31	106	109	56	47	42	25	16	16	15	40	5651	NA	5651	NA
"219"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"220"	"Name of Candidate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"221"	"Booth No."	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
"222"	"Round 12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"223"	"155"	59	136	7	309	8	2	2	9	1	0	2	2	2	1	1	4	8	0	2	1	2	4	0	3	0	565	NA	565	NA
"224"	"156"	83	284	8	83	0	4	2	4	1	0	1	2	1	0	3	1	9	15	5	12	0	1	0	2	1	522	NA	522	NA
"225"	"157"	12	270	1	32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	316	NA	316	NA
"226"	"158"	13	64	9	429	9	5	2	3	3	1	0	1	0	1	0	1	8	2	3	0	0	0	0	0	1	555	NA	555	NA
"227"	"159"	4	75	1	58	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	143	NA	143	NA
"228"	"160"	15	45	1	151	7	0	0	1	0	0	2	0	1	0	0	2	1	0	2	3	3	0	0	2	3	239	NA	239	NA
"229"	"161"	15	134	4	283	5	3	0	1	1	2	2	1	5	1	1	4	10	4	2	0	2	1	0	1	5	487	NA	487	NA
"230"	"162"	11	111	5	176	9	3	1	74	32	3	4	0	2	4	3	43	9	6	4	5	3	3	4	6	5	526	NA	526	NA
"231"	"163"	34	61	3	164	4	4	0	20	3	0	2	1	4	2	0	4	11	0	0	5	1	3	0	0	6	332	NA	332	NA
"232"	"164"	6	72	1	49	4	1	0	2	2	1	0	1	2	1	3	5	0	2	4	0	6	0	0	2	3	167	NA	167	NA
"233"	"165"	21	19	6	314	1	1	1	39	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	406	NA	406	NA
"234"	"166"	8	65	4	52	0	1	1	36	4	1	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	179	NA	179	NA
"235"	"167"	2	3	0	246	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	256	NA	256	NA
"236"	"168"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA
"237"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"238"	"Total"	283	1339	50	2346	50	24	9	189	48	8	13	9	20	10	11	71	60	29	23	27	17	12	4	17	24	4693	NA	4693	NA
"239"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"240"	"Name of Candidate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"241"	"Booth No."	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
"242"	"Round 13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"243"	"169"	1	12	0	168	2	1	0	16	2	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	207	NA	207	NA
"244"	"170"	9	69	1	184	7	4	0	1	0	0	0	0	3	0	3	5	8	2	5	1	1	3	0	1	4	311	NA	311	NA
"245"	"171"	9	110	6	289	3	0	2	8	1	0	3	0	0	1	1	5	2	3	2	0	0	1	0	2	2	450	NA	450	NA
"246"	"172"	9	65	1	199	4	5	2	54	13	2	3	3	2	4	5	12	3	1	3	10	2	1	2	3	5	413	NA	413	NA
"247"	"173"	5	68	1	192	5	1	1	7	3	2	1	1	3	3	6	0	11	4	2	0	2	2	1	0	0	321	NA	321	NA
"248"	"174"	61	228	32	154	6	9	1	57	2	2	4	0	2	2	2	9	1	3	3	2	2	1	0	0	1	584	NA	584	NA
"249"	"175"	17	369	42	77	5	3	0	4	0	0	1	0	1	0	0	5	3	1	0	0	0	0	0	0	0	528	NA	528	NA
"250"	"176"	70	97	6	67	4	2	2	30	8	5	2	3	2	10	6	15	3	0	2	0	0	2	1	1	4	342	NA	342	NA
"251"	"177"	83	172	85	94	9	6	0	7	2	2	2	1	1	4	1	17	6	2	3	5	3	1	0	0	4	510	NA	510	NA
"252"	"178"	49	272	27	78	6	8	5	54	7	3	1	2	2	4	5	11	10	5	3	3	1	0	1	3	6	566	NA	566	NA
"253"	"179"	48	232	13	157	8	6	5	18	4	0	4	7	2	5	5	16	3	1	3	3	3	1	2	1	3	550	NA	550	NA
"254"	"180"	11	83	4	99	4	2	0	4	0	0	0	1	1	0	2	4	6	1	0	0	0	0	0	0	0	222	NA	222	NA
"255"	"181"	136	293	8	85	5	13	5	26	4	0	1	1	0	4	1	42	0	2	3	0	4	1	0	1	0	635	NA	635	NA
"256"	"182"	109	119	22	95	3	3	1	50	3	1	1	0	3	1	0	26	3	0	1	2	0	2	0	2	1	448	NA	448	NA
"257"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"258"	"Total"	617	2189	248	1938	71	63	24	336	49	17	23	19	22	38	38	168	59	25	31	27	18	15	7	14	31	6087	NA	6087	NA
"259"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	"Name of Candidate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"261"	"Booth No."	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
"262"	"Round 14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"263"	"183"	71	76	35	322	5	0	2	3	6	2	1	1	5	1	3	11	2	1	1	1	1	0	0	1	0	551	NA	551	NA
"264"	"184"	33	121	3	183	7	3	1	0	0	0	3	2	6	0	2	5	3	4	3	1	1	0	0	1	2	384	NA	384	NA
"265"	"185"	36	62	6	106	4	3	4	26	0	1	1	5	4	3	3	16	2	0	5	2	3	0	1	1	3	297	NA	297	NA
"266"	"186"	27	46	1	68	6	0	0	6	1	2	0	0	1	1	0	6	4	0	0	2	0	0	0	1	1	173	NA	173	NA
"267"	"187"	138	101	22	76	2	0	1	4	0	0	0	0	2	0	0	2	2	2	1	0	0	0	2	0	0	355	NA	355	NA
"268"	"188"	6	64	3	343	10	8	3	104	6	1	0	0	1	1	3	2	2	1	1	1	0	0	0	0	1	561	NA	561	NA
"269"	"189"	72	62	0	41	2	1	2	61	16	1	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0	265	NA	265	NA
"270"	"190"	88	118	54	19	1	3	1	70	5	0	2	0	2	1	2	4	4	0	3	0	2	0	0	1	3	383	NA	383	NA
"271"	"191"	4	97	2	144	2	1	3	60	3	1	0	0	0	1	0	15	1	1	1	0	1	0	0	0	0	337	NA	337	NA
"272"	"192"	30	177	4	41	3	2	2	80	4	0	1	0	1	0	0	5	2	3	1	2	0	2	0	0	0	360	NA	360	NA
"273"	"193"	4	245	0	59	1	0	1	5	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	321	NA	321	NA
"274"	"194"	11	123	6	57	6	7	3	58	11	1	2	0	0	4	3	11	9	3	7	5	2	2	4	2	2	339	NA	339	NA
"275"	"195"	15	96	72	107	2	5	2	51	6	2	0	2	1	2	1	8	14	3	3	1	1	0	1	2	0	397	NA	397	NA
"276"	"196"	22	225	5	59	1	4	4	23	4	2	1	1	2	1	3	9	3	12	1	1	1	0	2	1	1	388	NA	388	NA
"277"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"278"	"Total"	557	1613	213	1625	52	37	29	551	63	13	11	11	25	15	20	101	51	30	29	16	12	4	10	10	13	5111	NA	5111	NA
"279"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"280"	"Name of Candidate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"281"	"Booth No."	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
"282"	"Round 15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"283"	"197"	6	66	2	152	2	0	3	130	1	1	0	0	1	0	2	7	1	1	1	0	0	1	1	1	1	380	NA	380	NA
"284"	"198"	6	134	8	69	4	0	3	81	11	0	0	0	0	3	3	9	3	0	0	2	0	0	0	1	1	338	NA	338	NA
"285"	"199"	0	24	1	237	0	0	0	14	25	1	0	0	0	0	0	2	1	1	0	2	1	0	0	0	0	309	NA	309	NA
"286"	"200"	73	105	29	166	4	6	0	10	0	2	1	1	1	4	0	6	0	1	3	1	0	2	3	1	2	421	NA	421	NA
"287"	"201"	12	17	2	166	2	0	0	2	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	208	NA	208	NA
"288"	"202"	2	28	14	288	4	0	1	19	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	360	NA	360	NA
"289"	"203"	15	281	12	128	6	5	4	29	5	2	3	2	4	4	7	13	4	0	6	0	1	0	3	1	0	535	NA	535	NA
"290"	"204"	43	387	11	65	4	8	4	19	1	2	2	2	2	2	13	22	2	6	1	0	0	2	2	0	0	600	NA	600	NA
"291"	"205"	32	164	1	39	5	2	0	9	2	0	0	0	1	1	0	3	0	0	2	2	1	0	1	0	0	265	NA	265	NA
"292"	"206"	8	99	179	80	6	2	2	6	0	0	0	3	0	0	1	22	3	1	5	3	1	0	0	4	3	428	NA	428	NA
"293"	"207"	23	70	3	242	9	2	1	29	1	0	1	0	1	2	0	7	3	1	1	0	1	0	2	1	2	402	NA	402	NA
"294"	"208"	30	124	15	83	11	5	4	12	1	1	1	3	6	2	9	19	7	7	0	6	3	1	0	1	5	356	NA	356	NA
"295"	"209"	34	233	13	127	4	9	2	7	3	1	0	1	3	1	3	5	2	2	3	2	1	0	2	0	7	465	NA	465	NA
"296"	"210"	1	20	2	309	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	NA	333	NA
"297"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"298"	"Total"	285	1752	292	2151	62	39	24	367	53	10	8	12	19	19	39	122	26	20	22	18	9	6	14	10	21	5400	NA	5400	NA
"299"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"300"	"Name of Candidate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"301"	"Booth No."	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
"302"	"Round 16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"303"	"211"	9	21	2	362	12	3	0	2	0	2	3	2	5	2	0	10	5	4	2	6	8	2	2	1	6	471	NA	471	NA
"304"	"212"	8	32	0	676	2	3	1	2	1	0	0	1	0	1	1	1	7	1	3	7	1	1	0	1	1	751	NA	751	NA
"305"	"213"	13	243	46	59	6	4	3	11	1	2	0	2	3	3	6	33	8	10	8	5	2	4	2	3	13	490	NA	490	NA
"306"	"214"	25	270	19	88	5	3	3	17	1	2	0	5	2	2	2	15	1	2	3	1	1	0	1	0	0	468	NA	468	NA
"307"	"215"	87	277	47	142	3	3	2	6	0	0	0	0	2	1	1	6	2	1	1	3	1	0	0	0	2	587	NA	587	NA
"308"	"216"	1	4	2	299	9	2	0	0	1	1	0	1	1	0	0	4	2	0	0	2	2	0	1	0	1	333	NA	333	NA
"309"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"310"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"311"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"312"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"313"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"314"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"315"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"316"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"317"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"318"	"Total"	143	847	116	1626	37	18	9	38	4	7	3	11	13	9	10	69	25	18	17	24	15	7	6	5	23	3100	NA	3100	NA
"319"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
