"ANNEXURE...XLII..CHAPTER.XIV...PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"119"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"120"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"121"	"99"	"300"	"4"	"52"	"4"	"2"	"9"	"2"	"2"	"5"	"2"	"16"	"2"	"3"	"2"	"3"	"6"	"15"	"293"	"17"	"5"	"744"	""	"744"
"122"	"100"	"414"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"1"	"6"	"2"	"1"	"2"	"2"	"11"	"4"	"120"	"4"	"0"	"577"	""	"577"
"123"	"101"	"311"	"1"	"4"	"0"	"1"	"2"	"1"	"1"	"3"	"3"	"14"	"1"	"3"	"2"	"1"	"4"	"6"	"95"	"3"	"1"	"457"	""	"457"
"124"	"102"	"342"	"5"	"25"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"7"	"6"	"5"	"6"	"6"	"13"	"16"	"95"	"7"	"2"	"546"	""	"546"
"125"	"103"	"235"	"9"	"19"	"1"	"4"	"3"	"2"	"3"	"1"	"1"	"16"	"0"	"0"	"0"	"0"	"2"	"1"	"63"	"3"	"1"	"364"	""	"364"
"126"	"104"	"386"	"11"	"9"	"1"	"3"	"1"	"3"	"0"	"1"	"1"	"5"	"2"	"4"	"0"	"1"	"5"	"8"	"103"	"3"	"6"	"553"	""	"553"
"127"	"105"	"322"	"5"	"15"	"2"	"3"	"7"	"4"	"2"	"5"	"4"	"10"	"1"	"4"	"6"	"0"	"7"	"12"	"138"	"6"	"7"	"560"	""	"560"
"128"	"106"	"509"	"13"	"7"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"10"	"2"	"2"	"0"	"3"	"1"	"5"	"166"	"7"	"1"	"730"	""	"730"
"129"	"107"	"318"	"5"	"2"	"0"	"0"	"1"	"2"	"0"	"1"	"2"	"7"	"3"	"2"	"3"	"6"	"13"	"5"	"160"	"4"	"4"	"538"	""	"538"
"130"	"108"	"258"	"6"	"3"	"2"	"3"	"0"	"0"	"3"	"4"	"3"	"14"	"1"	"1"	"9"	"5"	"5"	"2"	"167"	"5"	"5"	"496"	""	"496"
"131"	"109"	"389"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"6"	"3"	"12"	"0"	"0"	"2"	"1"	"4"	"3"	"114"	"2"	"1"	"542"	""	"542"
"132"	"110"	"424"	"10"	"4"	"0"	"1"	"4"	"2"	"1"	"1"	"0"	"6"	"2"	"5"	"1"	"2"	"5"	"3"	"99"	"4"	"4"	"578"	""	"578"
"133"	"111"	"278"	"3"	"2"	"1"	"0"	"1"	"0"	"3"	"1"	"1"	"2"	"2"	"2"	"1"	"0"	"1"	"5"	"65"	"1"	"0"	"369"	""	"369"
"134"	"112"	"369"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"6"	"1"	"4"	"6"	"3"	"16"	"18"	"37"	"4"	"2"	"472"	""	"472"
"135"	"113"	"309"	"4"	"6"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"3"	"0"	"8"	"17"	"93"	"13"	"5"	"464"	""	"464"
"136"	"114"	"340"	"6"	"19"	"0"	"3"	"4"	"1"	"6"	"5"	"5"	"8"	"5"	"1"	"6"	"4"	"4"	"15"	"305"	"7"	"6"	"750"	""	"750"
"137"	"115"	"202"	"11"	"4"	"1"	"2"	"0"	"1"	"1"	"8"	"1"	"17"	"3"	"2"	"2"	"1"	"5"	"9"	"499"	"9"	"6"	"784"	""	"784"
"138"	"116"	"243"	"7"	"19"	"3"	"2"	"0"	"2"	"3"	"4"	"6"	"20"	"5"	"8"	"5"	"3"	"27"	"13"	"315"	"6"	"2"	"693"	""	"693"
"139"	"117"	"497"	"18"	"2"	"6"	"8"	"0"	"3"	"1"	"3"	"2"	"6"	"8"	"6"	"2"	"3"	"17"	"88"	"128"	"11"	"10"	"819"	""	"819"
"140"	"118"	"386"	"16"	"11"	"2"	"8"	"3"	"5"	"3"	"4"	"4"	"11"	"6"	"9"	"3"	"4"	"24"	"14"	"205"	"5"	"4"	"727"	""	"727"
"141"	"119"	"213"	"6"	"1"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"2"	"3"	"1"	"3"	"4"	"13"	"3"	"48"	"0"	"2"	"305"	""	"305"
"142"	"120"	"457"	"10"	"9"	"3"	"2"	"1"	"2"	"1"	"5"	"1"	"10"	"6"	"3"	"1"	"0"	"13"	"4"	"91"	"2"	"2"	"623"	""	"623"
"143"	"121"	"452"	"26"	"5"	"3"	"3"	"3"	"5"	"3"	"1"	"8"	"10"	"13"	"4"	"2"	"3"	"7"	"8"	"85"	"5"	"3"	"649"	""	"649"
"144"	"122"	"287"	"3"	"11"	"2"	"1"	"0"	"3"	"0"	"1"	"3"	"6"	"2"	"3"	"2"	"1"	"7"	"1"	"54"	"1"	"1"	"389"	""	"389"
"145"	"123"	"491"	"6"	"5"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"11"	"2"	"1"	"2"	"3"	"8"	"1"	"63"	"4"	"1"	"603"	""	"603"
"146"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"147"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"148"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"149"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"150"	"124"	"431"	"9"	"5"	"0"	"2"	"2"	"2"	"0"	"0"	"0"	"4"	"1"	"1"	"3"	"1"	"10"	"2"	"60"	"1"	"3"	"537"	""	"537"
"151"	"125"	"275"	"11"	"5"	"1"	"1"	"0"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"34"	"0"	"0"	"338"	""	"338"
"152"	"126"	"313"	"16"	"5"	"0"	"0"	"2"	"4"	"2"	"4"	"2"	"12"	"0"	"1"	"3"	"3"	"2"	"11"	"261"	"5"	"2"	"648"	""	"648"
"153"	"127"	"168"	"7"	"20"	"3"	"3"	"17"	"1"	"4"	"5"	"9"	"19"	"3"	"5"	"1"	"3"	"9"	"26"	"295"	"14"	"14"	"626"	""	"626"
"154"	"128"	"479"	"24"	"14"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"5"	"2"	"4"	"27"	"6"	"64"	"0"	"2"	"637"	""	"637"
"155"	"129"	"581"	"25"	"29"	"2"	"3"	"2"	"3"	"1"	"3"	"2"	"6"	"3"	"0"	"2"	"3"	"18"	"19"	"128"	"4"	"10"	"844"	""	"844"
"156"	"130"	"381"	"13"	"40"	"3"	"1"	"8"	"3"	"0"	"0"	"8"	"10"	"2"	"2"	"9"	"5"	"11"	"13"	"102"	"2"	"7"	"620"	""	"620"
"157"	"131"	"445"	"82"	"23"	"3"	"0"	"3"	"9"	"1"	"1"	"5"	"8"	"5"	"4"	"6"	"7"	"26"	"24"	"23"	"5"	"5"	"685"	""	"685"
"158"	"132"	"361"	"203"	"26"	"4"	"1"	"3"	"3"	"3"	"3"	"2"	"1"	"6"	"1"	"7"	"11"	"27"	"20"	"13"	"3"	"2"	"700"	""	"700"
"159"	"133"	"57"	"20"	"5"	"0"	"1"	"3"	"1"	"0"	"3"	"4"	"12"	"0"	"3"	"1"	"4"	"19"	"9"	"285"	"6"	"7"	"440"	""	"440"
"160"	"134"	"245"	"11"	"2"	"1"	"5"	"1"	"0"	"0"	"2"	"5"	"11"	"5"	"2"	"1"	"8"	"17"	"10"	"64"	"3"	"3"	"396"	""	"396"
"161"	"135"	"31"	"0"	"16"	"0"	"2"	"7"	"1"	"11"	"5"	"4"	"30"	"2"	"5"	"3"	"4"	"6"	"16"	"443"	"20"	"12"	"618"	""	"618"
"162"	"136"	"8"	"0"	"0"	"0"	"1"	"6"	"0"	"4"	"5"	"0"	"5"	"1"	"0"	"1"	"1"	"0"	"7"	"118"	"4"	"2"	"163"	""	"163"
"163"	"137"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"
"164"	"138"	"406"	"5"	"1"	"2"	"0"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"40"	"0"	"0"	"462"	""	"462"
"165"	"139"	"446"	"10"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"0"	"1"	"3"	"4"	"34"	"18"	"23"	"0"	"7"	"556"	""	"556"
"166"	"140"	"265"	"6"	"5"	"2"	"1"	"18"	"5"	"6"	"11"	"19"	"46"	"8"	"8"	"12"	"5"	"16"	"25"	"287"	"22"	"11"	"778"	""	"778"
"167"	"141"	"169"	"3"	"5"	"2"	"0"	"11"	"0"	"1"	"2"	"0"	"11"	"3"	"1"	"3"	"1"	"11"	"20"	"432"	"8"	"7"	"690"	""	"690"
"168"	"142"	"353"	"8"	"6"	"1"	"8"	"1"	"4"	"0"	"4"	"4"	"4"	"1"	"1"	"2"	"1"	"2"	"12"	"124"	"3"	"4"	"543"	""	"543"
"169"	"143"	"418"	"22"	"2"	"2"	"1"	"3"	"1"	"1"	"2"	"3"	"4"	"6"	"3"	"1"	"3"	"21"	"10"	"179"	"2"	"3"	"687"	""	"687"
"170"	"144"	"523"	"21"	"7"	"1"	"3"	"3"	"6"	"2"	"3"	"2"	"12"	"2"	"2"	"5"	"3"	"18"	"28"	"300"	"9"	"6"	"956"	""	"956"
"171"	"145"	"225"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"2"	"19"	"3"	"9"	"0"	"2"	"268"	""	"268"
"172"	"146"	"854"	"46"	"11"	"8"	"5"	"2"	"1"	"4"	"2"	"3"	"4"	"4"	"3"	"2"	"2"	"15"	"18"	"78"	"3"	"6"	"1071"	""	"1071"
"173"	"147"	"257"	"17"	"15"	"2"	"2"	"2"	"2"	"0"	"6"	"5"	"8"	"1"	"2"	"3"	"6"	"13"	"22"	"277"	"13"	"7"	"660"	""	"660"
"174"	"148"	"603"	"24"	"33"	"6"	"2"	"2"	"1"	"2"	"4"	"2"	"7"	"4"	"6"	"4"	"3"	"23"	"48"	"178"	"4"	"8"	"964"	""	"964"
"175"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"176"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"177"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"178"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"179"	"149"	"333"	"2"	"8"	"0"	"1"	"0"	"7"	"0"	"2"	"3"	"5"	"5"	"3"	"0"	"3"	"5"	"8"	"67"	"1"	"0"	"453"	""	"453"
"180"	"149A"	"146"	"7"	"4"	"2"	"1"	"2"	"1"	"0"	"5"	"4"	"11"	"3"	"5"	"3"	"3"	"17"	"12"	"212"	"6"	"1"	"445"	""	"445"
"181"	"150"	"353"	"12"	"1"	"0"	"2"	"2"	"0"	"0"	"8"	"3"	"14"	"6"	"3"	"5"	"1"	"9"	"28"	"432"	"22"	"14"	"915"	""	"915"
"182"	"151"	"501"	"11"	"16"	"2"	"0"	"1"	"3"	"3"	"2"	"1"	"5"	"1"	"0"	"0"	"2"	"3"	"14"	"167"	"6"	"6"	"744"	""	"744"
"183"	"152"	"564"	"7"	"44"	"1"	"6"	"4"	"0"	"5"	"2"	"2"	"7"	"3"	"2"	"3"	"1"	"5"	"8"	"136"	"6"	"2"	"808"	""	"808"
"184"	"153"	"698"	"23"	"11"	"1"	"3"	"4"	"3"	"2"	"2"	"3"	"3"	"2"	"1"	"7"	"3"	"20"	"8"	"63"	"1"	"4"	"862"	""	"862"
"185"	"154"	"258"	"6"	"8"	"1"	"1"	"1"	"1"	"1"	"4"	"3"	"15"	"6"	"3"	"2"	"0"	"12"	"10"	"147"	"3"	"5"	"487"	""	"487"
"186"	"155"	"423"	"6"	"3"	"0"	"2"	"1"	"4"	"1"	"2"	"1"	"3"	"0"	"3"	"2"	"3"	"23"	"9"	"77"	"4"	"2"	"569"	""	"569"
"187"	"156"	"125"	"3"	"3"	"0"	"3"	"3"	"0"	"1"	"6"	"5"	"13"	"4"	"9"	"2"	"6"	"15"	"14"	"147"	"2"	"5"	"366"	""	"366"
"188"	"157"	"66"	"3"	"2"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"9"	"4"	"3"	"4"	"7"	"11"	"14"	"374"	"9"	"7"	"518"	""	"518"
"189"	"158"	"168"	"3"	"5"	"0"	"0"	"0"	"1"	"2"	"5"	"1"	"8"	"3"	"2"	"1"	"3"	"3"	"22"	"135"	"10"	"5"	"377"	""	"377"
"190"	"159"	"163"	"7"	"2"	"0"	"1"	"1"	"0"	"3"	"3"	"4"	"7"	"4"	"1"	"4"	"1"	"9"	"19"	"202"	"7"	"5"	"443"	""	"443"
"191"	"160"	"44"	"3"	"11"	"1"	"1"	"2"	"1"	"1"	"3"	"3"	"10"	"2"	"1"	"1"	"1"	"9"	"11"	"202"	"13"	"3"	"323"	""	"323"
"192"	"161"	"362"	"12"	"2"	"4"	"3"	"0"	"1"	"5"	"9"	"10"	"14"	"3"	"3"	"5"	"6"	"22"	"21"	"199"	"11"	"7"	"699"	""	"699"
"193"	"162"	"82"	"7"	"5"	"4"	"7"	"6"	"2"	"3"	"10"	"15"	"29"	"4"	"10"	"6"	"12"	"20"	"31"	"345"	"24"	"8"	"630"	""	"630"
"194"	"163"	"21"	"2"	"2"	"0"	"1"	"1"	"0"	"4"	"1"	"1"	"7"	"1"	"3"	"2"	"2"	"5"	"17"	"228"	"7"	"9"	"314"	""	"314"
"195"	"164"	"93"	"6"	"2"	"0"	"1"	"1"	"2"	"1"	"3"	"1"	"7"	"2"	"2"	"0"	"0"	"2"	"12"	"187"	"7"	"6"	"335"	""	"335"
"196"	"165"	"283"	"25"	"11"	"32"	"4"	"5"	"2"	"5"	"3"	"7"	"14"	"2"	"4"	"3"	"4"	"5"	"26"	"277"	"11"	"12"	"735"	""	"735"
"197"	"166"	"25"	"1"	"4"	"0"	"1"	"1"	"0"	"4"	"6"	"2"	"26"	"1"	"0"	"4"	"0"	"2"	"26"	"557"	"31"	"8"	"699"	""	"699"
"198"	"167"	"376"	"7"	"6"	"2"	"1"	"3"	"1"	"2"	"2"	"3"	"14"	"1"	"2"	"3"	"0"	"2"	"10"	"64"	"2"	"4"	"505"	""	"505"
"199"	"168"	"154"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"1"	"5"	"1"	"40"	"4"	"1"	"218"	""	"218"
"200"	"169"	"224"	"2"	"6"	"1"	"1"	"5"	"2"	"3"	"7"	"0"	"10"	"2"	"3"	"2"	"3"	"6"	"15"	"305"	"16"	"5"	"618"	""	"618"
"201"	"169A"	"263"	"11"	"2"	"2"	"2"	"1"	"0"	"0"	"3"	"4"	"6"	"1"	"4"	"3"	"5"	"7"	"7"	"153"	"2"	"4"	"480"	""	"480"
"202"	"170"	"87"	"10"	"2"	"1"	"4"	"4"	"6"	"4"	"9"	"3"	"17"	"2"	"1"	"7"	"5"	"4"	"76"	"586"	"40"	"22"	"890"	""	"890"
"203"	"171"	"293"	"29"	"7"	"3"	"3"	"3"	"5"	"6"	"7"	"6"	"30"	"6"	"4"	"10"	"12"	"16"	"22"	"369"	"32"	"24"	"887"	""	"887"
"204"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"205"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"206"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"207"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"208"	"172"	"302"	"12"	"15"	"1"	"0"	"5"	"3"	"1"	"5"	"2"	"5"	"2"	"1"	"2"	"1"	"8"	"2"	"87"	"2"	"3"	"459"	""	"459"
"209"	"173"	"360"	"106"	"4"	"2"	"0"	"1"	"1"	"1"	"3"	"3"	"7"	"0"	"6"	"0"	"2"	"13"	"13"	"55"	"1"	"0"	"578"	""	"578"
"210"	"174"	"533"	"34"	"7"	"2"	"2"	"3"	"5"	"0"	"0"	"5"	"5"	"5"	"3"	"1"	"1"	"5"	"6"	"122"	"7"	"2"	"748"	""	"748"
"211"	"175"	"107"	"23"	"14"	"6"	"2"	"14"	"2"	"3"	"9"	"4"	"38"	"3"	"10"	"19"	"7"	"19"	"10"	"215"	"4"	"4"	"513"	""	"513"
"212"	"176"	"315"	"123"	"10"	"3"	"3"	"2"	"3"	"1"	"6"	"4"	"17"	"5"	"4"	"3"	"2"	"3"	"8"	"154"	"4"	"1"	"671"	""	"671"
"213"	"177"	"277"	"4"	"18"	"2"	"2"	"1"	"2"	"0"	"0"	"2"	"9"	"0"	"0"	"2"	"5"	"5"	"12"	"98"	"4"	"1"	"444"	""	"444"
"214"	"178"	"168"	"8"	"5"	"0"	"0"	"3"	"1"	"5"	"3"	"2"	"24"	"4"	"7"	"8"	"7"	"13"	"19"	"252"	"24"	"5"	"558"	""	"558"
"215"	"179"	"307"	"23"	"7"	"2"	"4"	"5"	"8"	"2"	"7"	"3"	"17"	"2"	"6"	"8"	"10"	"28"	"22"	"193"	"10"	"7"	"671"	""	"671"
"216"	"180"	"201"	"5"	"5"	"0"	"0"	"10"	"0"	"0"	"5"	"3"	"11"	"3"	"4"	"5"	"3"	"7"	"22"	"255"	"20"	"11"	"570"	""	"570"
"217"	"181"	"343"	"7"	"5"	"0"	"2"	"2"	"1"	"1"	"4"	"6"	"8"	"6"	"0"	"4"	"2"	"13"	"25"	"189"	"13"	"7"	"638"	""	"638"
"218"	"182"	"590"	"11"	"4"	"2"	"2"	"4"	"6"	"3"	"4"	"4"	"6"	"5"	"1"	"2"	"2"	"9"	"5"	"80"	"2"	"3"	"745"	""	"745"
"219"	"183"	"359"	"10"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"1"	"0"	"4"	"8"	"48"	"4"	"2"	"445"	""	"445"
"220"	"184"	"237"	"9"	"3"	"2"	"1"	"0"	"5"	"3"	"4"	"2"	"7"	"0"	"2"	"4"	"3"	"6"	"9"	"216"	"14"	"5"	"532"	""	"532"
"221"	"185"	"392"	"13"	"2"	"1"	"0"	"1"	"0"	"1"	"3"	"1"	"1"	"2"	"1"	"0"	"1"	"22"	"10"	"14"	"2"	"3"	"470"	""	"470"
"222"	"186"	"226"	"16"	"6"	"5"	"1"	"2"	"3"	"1"	"4"	"5"	"14"	"7"	"14"	"10"	"11"	"25"	"11"	"107"	"4"	"5"	"477"	""	"477"
"223"	"187"	"262"	"26"	"6"	"0"	"1"	"1"	"2"	"1"	"1"	"4"	"7"	"1"	"3"	"5"	"2"	"5"	"12"	"145"	"12"	"5"	"501"	""	"501"
"224"	"188"	"244"	"14"	"4"	"1"	"3"	"4"	"2"	"4"	"4"	"4"	"9"	"4"	"6"	"4"	"1"	"18"	"17"	"170"	"2"	"6"	"521"	""	"521"
"225"	"189"	"143"	"13"	"7"	"3"	"1"	"7"	"0"	"3"	"1"	"6"	"17"	"1"	"4"	"3"	"1"	"8"	"9"	"331"	"8"	"6"	"572"	""	"572"
"226"	"190"	"105"	"2"	"1"	"0"	"0"	"4"	"0"	"0"	"1"	"3"	"6"	"2"	"4"	"4"	"2"	"12"	"4"	"188"	"5"	"1"	"344"	""	"344"
"227"	"191"	"156"	"3"	"39"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"9"	"0"	"2"	"5"	"3"	"13"	"5"	"55"	"3"	"2"	"301"	""	"301"
"228"	"192"	"115"	"6"	"7"	"6"	"2"	"5"	"0"	"2"	"7"	"5"	"25"	"4"	"11"	"4"	"1"	"5"	"37"	"537"	"17"	"13"	"809"	""	"809"
"229"	"193"	"205"	"22"	"2"	"2"	"3"	"2"	"6"	"4"	"7"	"8"	"17"	"7"	"4"	"5"	"4"	"30"	"32"	"401"	"14"	"14"	"789"	""	"789"
"230"	"194"	"312"	"13"	"3"	"0"	"2"	"2"	"3"	"1"	"3"	"3"	"8"	"1"	"4"	"3"	"3"	"17"	"3"	"128"	"6"	"5"	"520"	""	"520"
"231"	"195"	"391"	"13"	"5"	"2"	"4"	"6"	"4"	"2"	"8"	"2"	"18"	"4"	"4"	"3"	"9"	"27"	"24"	"226"	"9"	"8"	"769"	""	"769"
"232"	"196"	"381"	"39"	"6"	"0"	"10"	"5"	"1"	"3"	"5"	"4"	"14"	"2"	"0"	"2"	"1"	"7"	"16"	"321"	"15"	"2"	"834"	""	"834"
"233"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"234"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"235"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"236"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"237"	"197"	"484"	"16"	"4"	"3"	"3"	"3"	"2"	"4"	"9"	"4"	"19"	"9"	"7"	"9"	"6"	"47"	"9"	"208"	"8"	"9"	"863"	""	"863"
"238"	"198"	"288"	"13"	"5"	"4"	"4"	"4"	"10"	"1"	"2"	"2"	"18"	"5"	"10"	"7"	"12"	"51"	"19"	"144"	"14"	"6"	"619"	""	"619"
"239"	"199"	"399"	"15"	"3"	"1"	"4"	"3"	"6"	"3"	"6"	"8"	"6"	"3"	"8"	"5"	"12"	"34"	"19"	"199"	"12"	"8"	"754"	""	"754"
"240"	"200"	"176"	"10"	"2"	"1"	"2"	"5"	"3"	"3"	"7"	"11"	"22"	"1"	"2"	"11"	"5"	"11"	"20"	"246"	"6"	"7"	"551"	""	"551"
