"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"159"	"32"	"198"	"115"	"143"	"205"	""	"165"	"11"	"3"	"59"	"3"	"7"	"1"	"4"	"2"	"1"	"4"	"10"	"19"	"24"	"661"
"160"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"169"	"32"	"198"	"116"	"81"	"172"	""	"15"	"52"	"0"	"12"	"3"	"2"	"2"	"1"	"2"	"1"	"3"	"7"	"14"	"8"	"375"
"170"	"32"	"198"	"117"	"277"	"52"	""	"2"	"12"	"4"	"10"	"2"	"1"	"2"	"5"	"2"	"1"	"2"	"3"	"5"	"5"	"385"
"171"	"32"	"198"	"118"	"197"	"25"	""	"2"	"59"	"1"	"4"	"0"	"3"	"0"	"0"	"1"	"1"	"3"	"2"	"3"	"4"	"305"
"172"	"32"	"198"	"119"	"184"	"133"	""	"17"	"32"	"0"	"22"	"3"	"5"	"2"	"4"	"7"	"3"	"4"	"5"	"9"	"13"	"443"
"173"	"32"	"198"	"120"	"312"	"82"	""	"17"	"9"	"3"	"75"	"6"	"5"	"1"	"10"	"5"	"5"	"7"	"2"	"28"	"20"	"587"
"174"	"32"	"198"	"121"	"164"	"133"	""	"3"	"36"	"1"	"26"	"2"	"3"	"1"	"4"	"2"	"1"	"4"	"3"	"10"	"6"	"399"
"175"	"32"	"198"	"122"	"263"	"109"	""	"4"	"67"	"3"	"8"	"2"	"6"	"0"	"1"	"1"	"1"	"2"	"0"	"4"	"2"	"473"
"176"	"32"	"198"	"123"	"220"	"26"	""	"4"	"33"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"3"	"293"
"177"	"32"	"198"	"124"	"74"	"93"	""	"10"	"26"	"1"	"3"	"2"	"1"	"3"	"5"	"16"	"2"	"1"	"2"	"3"	"4"	"246"
"178"	"32"	"198"	"125"	"127"	"306"	""	"157"	"39"	"0"	"18"	"2"	"2"	"1"	"2"	"1"	"4"	"4"	"1"	"5"	"7"	"676"
"179"	"32"	"198"	"126"	"41"	"271"	""	"5"	"16"	"2"	"64"	"4"	"3"	"1"	"1"	"6"	"0"	"2"	"1"	"9"	"1"	"427"
"180"	"32"	"198"	"127"	"221"	"54"	""	"4"	"16"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"303"
"181"	"32"	"198"	"128"	"292"	"88"	""	"53"	"53"	"2"	"7"	"1"	"2"	"1"	"2"	"1"	"0"	"0"	"1"	"3"	"1"	"507"
"182"	"32"	"198"	"129"	"87"	"92"	""	"2"	"24"	"0"	"7"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"219"
"183"	"32"	"198"	"130"	"113"	"33"	""	"0"	"46"	"0"	"5"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"2"	"2"	"204"
"184"	"32"	"198"	"131"	"79"	"83"	""	"13"	"77"	"0"	"4"	"1"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"268"
"185"	"32"	"198"	"132"	"98"	"86"	""	"9"	"48"	"0"	"5"	"2"	"3"	"0"	"2"	"2"	"3"	"1"	"0"	"11"	"2"	"272"
"186"	"32"	"198"	"133"	"113"	"29"	""	"7"	"83"	"2"	"12"	"2"	"1"	"2"	"2"	"1"	"2"	"5"	"1"	"4"	"5"	"271"
"187"	"32"	"198"	"134"	"64"	"19"	""	"2"	"51"	"2"	"3"	"2"	"1"	"0"	"1"	"2"	"1"	"2"	"4"	"2"	"4"	"160"
"188"	"32"	"198"	"135"	"98"	"61"	""	"52"	"10"	"2"	"3"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"1"	"5"	"4"	"241"
"189"	"32"	"198"	"136"	"15"	"99"	""	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"5"	"2"	"128"
"190"	"32"	"198"	"137"	"61"	"168"	""	"0"	"4"	"0"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"242"
"191"	"32"	"198"	"138"	"119"	"130"	""	"124"	"19"	"1"	"42"	"1"	"2"	"1"	"0"	"2"	"0"	"1"	"1"	"7"	"2"	"452"
"192"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"201"	"32"	"198"	"139"	"44"	"62"	""	"14"	"12"	"3"	"28"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"5"	"3"	"176"
"202"	"32"	"198"	"140"	"160"	"188"	""	"26"	"11"	"0"	"22"	"1"	"4"	"1"	"1"	"2"	"0"	"1"	"1"	"4"	"8"	"430"
"203"	"32"	"198"	"141"	"77"	"57"	""	"148"	"35"	"3"	"18"	"0"	"2"	"1"	"1"	"3"	"0"	"2"	"1"	"5"	"7"	"360"
"204"	"32"	"198"	"142"	"68"	"27"	""	"116"	"56"	"1"	"17"	"4"	"2"	"0"	"1"	"0"	"0"	"5"	"3"	"10"	"3"	"313"
"205"	"32"	"198"	"143"	"138"	"16"	""	"15"	"21"	"0"	"90"	"4"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"8"	"1"	"300"
"206"	"32"	"198"	"144"	"111"	"27"	""	"5"	"18"	"1"	"10"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"12"	"5"	"195"
"207"	"32"	"198"	"145"	"80"	"187"	""	"16"	"5"	"3"	"61"	"6"	"7"	"0"	"5"	"4"	"2"	"4"	"8"	"16"	"9"	"413"
"208"	"32"	"198"	"146"	"72"	"121"	""	"7"	"6"	"1"	"130"	"8"	"0"	"0"	"7"	"11"	"1"	"5"	"3"	"8"	"12"	"392"
"209"	"32"	"198"	"147"	"207"	"221"	""	"3"	"17"	"2"	"9"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"4"	"5"	"472"
"210"	"32"	"198"	"148"	"216"	"113"	""	"24"	"4"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"364"
"211"	"32"	"198"	"149"	"258"	"145"	""	"42"	"6"	"1"	"32"	"2"	"18"	"3"	"3"	"0"	"2"	"4"	"1"	"15"	"6"	"538"
"212"	"32"	"198"	"150"	"125"	"165"	""	"16"	"14"	"1"	"31"	"1"	"3"	"0"	"7"	"2"	"1"	"3"	"3"	"6"	"5"	"383"
"213"	"32"	"198"	"151"	"62"	"144"	""	"7"	"11"	"2"	"3"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"6"	"6"	"247"
"214"	"32"	"198"	"152"	"70"	"153"	""	"46"	"11"	"1"	"27"	"1"	"5"	"2"	"3"	"6"	"2"	"2"	"2"	"12"	"9"	"352"
"215"	"32"	"198"	"153"	"271"	"34"	""	"18"	"26"	"1"	"4"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"3"	"5"	"368"
"216"	"32"	"198"	"154"	"214"	"82"	""	"4"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"308"
"217"	"32"	"198"	"155"	"279"	"40"	""	"101"	"19"	"0"	"29"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"473"
"218"	"32"	"198"	"156"	"132"	"13"	""	"1"	"23"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"176"
"219"	"32"	"198"	"157"	"116"	"29"	""	"64"	"16"	"2"	"19"	"3"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"1"	"256"
"220"	"32"	"198"	"158"	"94"	"160"	""	"7"	"13"	"3"	"35"	"1"	"8"	"0"	"4"	"3"	"2"	"3"	"6"	"12"	"12"	"363"
"221"	"32"	"198"	"159"	"124"	"63"	""	"80"	"9"	"2"	"54"	"3"	"1"	"1"	"4"	"8"	"2"	"0"	"4"	"12"	"13"	"380"
"222"	"32"	"198"	"160"	"127"	"118"	""	"5"	"18"	"0"	"30"	"4"	"3"	"3"	"2"	"1"	"3"	"1"	"4"	"14"	"20"	"353"
"223"	"32"	"198"	"161"	"21"	"261"	""	"9"	"6"	"0"	"6"	"1"	"0"	"0"	"2"	"11"	"0"	"0"	"2"	"5"	"2"	"326"
"224"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"233"	"32"	"198"	"162"	"116"	"50"	""	"24"	"14"	"1"	"82"	"2"	"4"	"1"	"3"	"4"	"1"	"0"	"1"	"7"	"3"	"313"
"234"	"32"	"198"	"163"	"127"	"76"	""	"6"	"97"	"1"	"4"	"2"	"6"	"2"	"5"	"1"	"0"	"4"	"2"	"6"	"9"	"348"
"235"	"32"	"198"	"164"	"263"	"147"	""	"3"	"35"	"2"	"30"	"3"	"4"	"0"	"1"	"2"	"2"	"2"	"1"	"4"	"20"	"519"
"236"	"32"	"198"	"165"	"319"	"44"	""	"44"	"12"	"0"	"5"	"0"	"2"	"2"	"3"	"0"	"0"	"2"	"0"	"6"	"9"	"448"
"237"	"32"	"198"	"166"	"22"	"301"	""	"4"	"6"	"0"	"2"	"0"	"2"	"0"	"1"	"5"	"1"	"0"	"3"	"3"	"0"	"350"
"238"	"32"	"198"	"167"	"112"	"111"	""	"4"	"14"	"1"	"26"	"1"	"3"	"4"	"2"	"10"	"1"	"2"	"1"	"10"	"4"	"306"
"239"	"32"	"198"	"168"	"64"	"201"	""	"3"	"9"	"2"	"5"	"2"	"3"	"0"	"3"	"10"	"0"	"0"	"0"	"3"	"2"	"307"
"240"	"32"	"198"	"169"	"35"	"99"	""	"15"	"18"	"2"	"65"	"1"	"2"	"0"	"2"	"4"	"0"	"3"	"2"	"7"	"2"	"257"
"241"	"32"	"198"	"170"	"110"	"163"	""	"181"	"49"	"8"	"69"	"5"	"8"	"1"	"8"	"7"	"5"	"6"	"7"	"14"	"16"	"657"
"242"	"32"	"198"	"171"	"181"	"226"	""	"74"	"9"	"1"	"5"	"0"	"0"	"1"	"2"	"3"	"0"	"0"	"5"	"3"	"2"	"512"
"243"	"32"	"198"	"172"	"231"	"94"	""	"4"	"0"	"0"	"8"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"341"
"244"	"32"	"198"	"173"	"44"	"164"	""	"19"	"6"	"3"	"177"	"0"	"2"	"0"	"0"	"15"	"0"	"3"	"3"	"7"	"7"	"450"
"245"	"32"	"198"	"174"	"50"	"54"	""	"22"	"7"	"1"	"246"	"3"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"3"	"2"	"393"
"246"	"32"	"198"	"175"	"19"	"64"	""	"3"	"2"	"5"	"177"	"4"	"3"	"1"	"2"	"3"	"3"	"2"	"1"	"5"	"2"	"296"
"247"	"32"	"198"	"176"	"75"	"144"	""	"4"	"12"	"1"	"7"	"0"	"4"	"1"	"1"	"0"	"1"	"2"	"2"	"13"	"4"	"271"
"248"	"32"	"198"	"177"	"109"	"150"	""	"36"	"21"	"3"	"7"	"3"	"5"	"5"	"6"	"25"	"4"	"2"	"6"	"11"	"12"	"405"
"249"	"32"	"198"	"178"	"62"	"42"	""	"111"	"20"	"2"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"2"	"3"	"2"	"4"	"253"
"250"	"32"	"198"	"179"	"199"	"56"	""	"11"	"31"	"1"	"1"	"2"	"2"	"0"	"3"	"1"	"1"	"3"	"0"	"7"	"3"	"321"
"251"	"32"	"198"	"180"	"114"	"86"	""	"5"	"1"	"2"	"6"	"2"	"4"	"0"	"2"	"1"	"1"	"0"	"1"	"15"	"8"	"248"
"252"	"32"	"198"	"181"	"44"	"146"	""	"31"	"21"	"1"	"7"	"3"	"7"	"2"	"3"	"1"	"1"	"2"	"5"	"6"	"3"	"283"
"253"	"32"	"198"	"182"	"30"	"74"	""	"5"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"120"
"254"	"32"	"198"	"183"	"46"	"22"	""	"24"	"6"	"0"	"10"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"4"	"5"	"7"	"130"
"255"	"32"	"198"	"184"	"138"	"34"	""	"3"	"2"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"187"
"256"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"265"	"32"	"198"	"185"	"551"	"4"	""	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"557"
"266"	"32"	"198"	"186"	"110"	"227"	""	"5"	"12"	"2"	"2"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"12"	"6"	"382"
"267"	"32"	"198"	"187"	"65"	"23"	""	"12"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"107"
"268"	"32"	"198"	"188"	"128"	"192"	""	"78"	"17"	"1"	"4"	"2"	"5"	"1"	"5"	"2"	"2"	"2"	"4"	"26"	"13"	"482"
"269"	"32"	"198"	"189"	"96"	"128"	""	"8"	"1"	"1"	"5"	"2"	"3"	"1"	"2"	"1"	"0"	"0"	"5"	"7"	"2"	"262"
"270"	"32"	"198"	"190"	"7"	"261"	""	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"4"	"0"	"0"	"1"	"5"	"1"	"287"
"271"	"32"	"198"	"191"	"42"	"217"	""	"7"	"7"	"1"	"0"	"0"	"4"	"0"	"1"	"4"	"0"	"0"	"0"	"3"	"3"	"289"
"272"	"32"	"198"	"192"	"156"	"76"	""	"29"	"25"	"1"	"64"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"1"	"359"
"273"	"32"	"198"	"193"	"188"	"70"	""	"4"	"62"	"1"	"30"	"2"	"1"	"2"	"5"	"8"	"2"	"3"	"3"	"11"	"4"	"396"
"274"	"32"	"198"	"194"	"77"	"81"	""	"19"	"31"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"2"	"2"	"3"	"221"
"275"	"32"	"198"	"195"	"89"	"193"	""	"4"	"30"	"3"	"3"	"0"	"3"	"0"	"2"	"1"	"0"	"0"	"2"	"6"	"3"	"339"
"276"	"32"	"198"	"196"	"209"	"91"	""	"6"	"16"	"1"	"2"	"2"	"5"	"0"	"1"	"2"	"0"	"0"	"3"	"12"	"18"	"368"
"277"	"32"	"198"	"197"	"81"	"62"	""	"5"	"14"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"171"
"278"	"32"	"198"	"198"	"182"	"39"	""	"3"	"5"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"2"	"3"	"243"
"279"	"32"	"198"	"199"	"53"	"66"	""	"7"	"19"	"1"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"154"
"280"	"32"	"198"	"200"	"178"	"60"	""	"8"	"21"	"1"	"13"	"1"	"3"	"1"	"3"	"1"	"2"	"4"	"1"	"13"	"16"	"326"
"281"	"32"	"198"	"201"	"83"	"30"	""	"5"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"125"
"282"	"32"	"198"	"202"	"236"	"70"	""	"11"	"24"	"4"	"17"	"5"	"11"	"5"	"10"	"7"	"4"	"8"	"8"	"23"	"24"	"467"
"283"	"32"	"198"	"203"	"141"	"95"	""	"3"	"13"	"2"	"7"	"1"	"4"	"2"	"1"	"3"	"0"	"4"	"7"	"12"	"16"	"311"
"284"	"32"	"198"	"204"	"110"	"73"	""	"8"	"16"	"2"	"8"	"0"	"4"	"1"	"3"	"1"	"0"	"4"	"2"	"10"	"7"	"249"
"285"	"32"	"198"	"205"	"15"	"176"	""	"23"	"6"	"0"	"0"	"1"	"4"	"1"	"6"	"1"	"3"	"4"	"2"	"10"	"7"	"259"
"286"	"32"	"198"	"206"	"51"	"155"	""	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"210"
"287"	"32"	"198"	"207"	"231"	"32"	""	"5"	"5"	"1"	"6"	"0"	"1"	"4"	"1"	"1"	"0"	"3"	"7"	"10"	"34"	"341"
"288"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"297"	"32"	"198"	"208"	"257"	"72"	""	"6"	"7"	"0"	"3"	"0"	"0"	"1"	"3"	"5"	"1"	"3"	"5"	"13"	"34"	"410"
"298"	"32"	"198"	"209"	"150"	"148"	""	"15"	"25"	"2"	"18"	"2"	"7"	"2"	"2"	"1"	"1"	"1"	"4"	"8"	"2"	"388"
"299"	"32"	"198"	"210"	"204"	"155"	""	"5"	"23"	"3"	"10"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"7"	"13"	"6"	"431"
"300"	"32"	"198"	"211"	"56"	"48"	""	"5"	"7"	"2"	"26"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"2"	"1"	"155"
"301"	"32"	"198"	"212"	"142"	"80"	""	"0"	"12"	"0"	"30"	"1"	"4"	"0"	"3"	"1"	"0"	"1"	"2"	"3"	"2"	"281"
"302"	"32"	"198"	"213"	"44"	"47"	""	"227"	"17"	"2"	"13"	"0"	"1"	"1"	"2"	"2"	"0"	"2"	"1"	"4"	"11"	"374"
"303"	"32"	"198"	"214"	"3"	"77"	""	"2"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"89"
"304"	"32"	"198"	"215"	"213"	"42"	""	"2"	"11"	"0"	"26"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"1"	"6"	"6"	"314"
"305"	"32"	"198"	"216"	"288"	"82"	""	"3"	"27"	"2"	"14"	"1"	"0"	"1"	"2"	"2"	"1"	"1"	"1"	"8"	"8"	"441"
"306"	"32"	"198"	"217"	"248"	"67"	""	"3"	"23"	"0"	"15"	"0"	"0"	"2"	"4"	"2"	"0"	"3"	"0"	"3"	"7"	"377"
"307"	"32"	"198"	"218"	"246"	"78"	""	"4"	"11"	"2"	"19"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"3"	"10"	"380"
"308"	"32"	"198"	"219"	"158"	"143"	""	"8"	"7"	"2"	"32"	"3"	"6"	"0"	"4"	"1"	"2"	"2"	"1"	"10"	"2"	"381"
"309"	"32"	"198"	"220"	"366"	"32"	""	"12"	"23"	"3"	"17"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"7"	"18"	"481"
"310"	"32"	"198"	"221"	"308"	"84"	""	"6"	"9"	"2"	"6"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"6"	"7"	"8"	"440"
"311"	"32"	"198"	"222"	"477"	"111"	""	"4"	"14"	"1"	"5"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"618"
"312"	"32"	"198"	"223"	"247"	"19"	""	"2"	"6"	"0"	"5"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"5"	"3"	"292"
"313"	"32"	"198"	"224"	"223"	"25"	""	"2"	"21"	"0"	"7"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"4"	"7"	"295"
"314"	"32"	"198"	"225"	"264"	"14"	""	"2"	"8"	"1"	"22"	"0"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"3"	"3"	"324"
"315"	"32"	"198"	"226"	"516"	"25"	""	"2"	"12"	"2"	"13"	"2"	"1"	"1"	"0"	"3"	"2"	"1"	"3"	"10"	"18"	"611"
"316"	"32"	"198"	"227"	"150"	"128"	""	"55"	"47"	"0"	"16"	"2"	"1"	"0"	"3"	"3"	"1"	"0"	"1"	"7"	"2"	"416"
"317"	"32"	"198"	"228"	"229"	"104"	""	"17"	"16"	"6"	"66"	"4"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"8"	"459"
"318"	"32"	"198"	"229"	"207"	"103"	""	"8"	"59"	"0"	"40"	"1"	"4"	"1"	"5"	"0"	"1"	"3"	"1"	"12"	"16"	"461"
