"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188-PHULWARI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"157"	"Total No. of electors in Assembly Constituency/Segment:-253456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"ROUND  6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188-PHULWARI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"163"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"164"	"71"	"73"	"256"	"23"	"1"	"0"	"0"	"3"	"0"	"1"	"28"	"0"	"0"	"1"	"0"	"0"	"1"	"387"	"0"	"387"	"0"
"165"	"72"	"68"	"206"	"88"	"0"	"0"	"1"	"0"	"0"	"1"	"5"	"0"	"4"	"1"	"0"	"0"	"1"	"375"	"0"	"375"	"0"
"166"	"73"	"36"	"255"	"66"	"1"	"0"	"2"	"0"	"0"	"0"	"12"	"2"	"15"	"1"	"2"	"2"	"3"	"397"	"0"	"397"	"0"
"167"	"74"	"27"	"166"	"64"	"2"	"0"	"0"	"0"	"1"	"0"	"4"	"1"	"3"	"1"	"1"	"2"	"3"	"275"	"0"	"275"	"0"
"168"	"75"	"21"	"142"	"42"	"2"	"0"	"0"	"1"	"0"	"0"	"5"	"3"	"0"	"0"	"1"	"3"	"3"	"223"	"0"	"223"	"0"
"169"	"76"	"200"	"145"	"41"	"2"	"1"	"1"	"0"	"2"	"0"	"5"	"0"	"10"	"0"	"2"	"1"	"7"	"417"	"0"	"417"	"0"
"170"	"77"	"128"	"142"	"15"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"3"	"2"	"299"	"0"	"299"	"0"
"171"	"78"	"18"	"139"	"48"	"2"	"1"	"4"	"1"	"0"	"2"	"109"	"1"	"0"	"1"	"1"	"0"	"2"	"329"	"0"	"329"	"0"
"172"	"79"	"13"	"83"	"40"	"0"	"0"	"1"	"1"	"1"	"2"	"71"	"0"	"2"	"0"	"1"	"0"	"2"	"217"	"0"	"217"	"0"
"173"	"80"	"37"	"321"	"63"	"2"	"2"	"0"	"0"	"1"	"0"	"36"	"1"	"5"	"2"	"1"	"2"	"3"	"476"	"0"	"476"	"0"
"174"	"81"	"29"	"295"	"67"	"0"	"0"	"0"	"2"	"3"	"2"	"60"	"4"	"2"	"2"	"0"	"3"	"4"	"473"	"0"	"473"	"0"
"175"	"82"	"117"	"299"	"36"	"2"	"2"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"8"	"5"	"8"	"12"	"494"	"0"	"494"	"0"
"176"	"83"	"49"	"310"	"88"	"2"	"0"	"0"	"1"	"1"	"1"	"6"	"2"	"3"	"1"	"0"	"2"	"0"	"466"	"0"	"466"	"0"
"177"	"84"	"65"	"230"	"47"	"0"	"1"	"1"	"0"	"0"	"1"	"10"	"2"	"1"	"0"	"1"	"0"	"2"	"361"	"0"	"361"	"0"
"178"	"Total :-"	"881"	"2989"	"728"	"16"	"8"	"14"	"9"	"9"	"12"	"352"	"17"	"49"	"18"	"16"	"26"	"45"	"5189"	"0"	"5189"	"0"
"179"	"Till Last Total :-"	"13955"	"10384"	"965"	"455"	"78"	"105"	"59"	"51"	"64"	"333"	"69"	"902"	"191"	"106"	"188"	"368"	"28273"	"0"	"28273"	"0"
"180"	"Grand Total
:-"	"14836"	"13373"	"1693"	"471"	"86"	"119"	"68"	"60"	"76"	"685"	"86"	"951"	"209"	"122"	"214"	"413"	"33462"	"0"	"33462"	"0"
"181"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"182"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"183"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"184"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"ROUND  7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"Total No. of electors in Assembly Constituency/Segment:-253456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"188"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188-PHULWARI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"190"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"191"	"85"	"231"	"87"	"21"	"2"	"0"	"0"	"1"	"1"	"1"	"6"	"0"	"5"	"2"	"1"	"2"	"5"	"365"	"0"	"365"	"0"
"192"	"86"	"410"	"54"	"23"	"5"	"2"	"2"	"1"	"1"	"1"	"11"	"4"	"1"	"7"	"1"	"3"	"11"	"537"	"0"	"537"	"0"
"193"	"87"	"300"	"53"	"10"	"7"	"1"	"2"	"0"	"1"	"2"	"10"	"2"	"0"	"4"	"0"	"1"	"3"	"396"	"0"	"396"	"0"
"194"	"88"	"225"	"43"	"13"	"4"	"1"	"0"	"1"	"1"	"0"	"5"	"1"	"2"	"4"	"0"	"0"	"3"	"303"	"0"	"303"	"0"
"195"	"89"	"48"	"198"	"14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"0"	"261"	"0"
"196"	"90"	"215"	"41"	"14"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"273"	"0"	"273"	"0"
"197"	"91"	"52"	"254"	"33"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"6"	"0"	"0"	"0"	"0"	"350"	"0"	"350"	"0"
"198"	"92"	"23"	"184"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"9"	"0"	"4"	"0"	"0"	"0"	"2"	"234"	"0"	"234"	"0"
"199"	"93"	"209"	"159"	"20"	"17"	"4"	"2"	"1"	"2"	"1"	"2"	"1"	"34"	"6"	"4"	"4"	"2"	"468"	"0"	"468"	"0"
"200"	"94"	"300"	"75"	"18"	"20"	"0"	"1"	"1"	"0"	"1"	"10"	"2"	"11"	"8"	"0"	"2"	"1"	"450"	"0"	"450"	"0"
"201"	"95"	"251"	"73"	"19"	"8"	"3"	"7"	"0"	"0"	"6"	"0"	"4"	"57"	"6"	"1"	"1"	"2"	"438"	"0"	"438"	"0"
"202"	"96"	"195"	"37"	"13"	"2"	"2"	"1"	"1"	"1"	"2"	"0"	"1"	"14"	"1"	"1"	"1"	"3"	"275"	"0"	"275"	"0"
"203"	"97"	"167"	"48"	"14"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"5"	"1"	"1"	"1"	"1"	"242"	"0"	"242"	"0"
"204"	"98"	"434"	"115"	"16"	"2"	"0"	"2"	"0"	"2"	"3"	"20"	"0"	"6"	"1"	"3"	"2"	"6"	"612"	"0"	"612"	"0"
"205"	"Total :-"	"3060"	"1421"	"240"	"67"	"15"	"20"	"6"	"9"	"19"	"78"	"15"	"146"	"40"	"12"	"17"	"39"	"5204"	"0"	"5204"	"0"
"206"	"Till Last Total :-"	"14836"	"13373"	"1693"	"471"	"86"	"119"	"68"	"60"	"76"	"685"	"86"	"951"	"209"	"122"	"214"	"413"	"33462"	"0"	"33462"	"0"
"207"	"Grand Total
:-"	"17896"	"14794"	"1933"	"538"	"101"	"139"	"74"	"69"	"95"	"763"	"101"	"1097"	"249"	"134"	"231"	"452"	"38666"	"0"	"38666"	"0"
"208"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"ROUND  8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"214"	"Total No. of electors in Assembly Constituency/Segment:-253456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188-PHULWARI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"217"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"218"	"99"	"189"	"88"	"11"	"6"	"3"	"1"	"1"	"0"	"1"	"13"	"2"	"1"	"1"	"0"	"2"	"2"	"321"	"0"	"321"	"0"
"219"	"100"	"61"	"239"	"74"	"3"	"8"	"1"	"0"	"1"	"1"	"7"	"0"	"1"	"1"	"3"	"5"	"1"	"406"	"0"	"406"	"0"
"220"	"101"	"55"	"112"	"23"	"2"	"0"	"0"	"0"	"0"	"1"	"5"	"0"	"1"	"0"	"1"	"2"	"2"	"204"	"0"	"204"	"0"
"221"	"102"	"267"	"340"	"20"	"1"	"4"	"3"	"1"	"0"	"2"	"6"	"0"	"2"	"3"	"3"	"5"	"9"	"666"	"0"	"666"	"0"
"222"	"103"	"62"	"156"	"55"	"6"	"3"	"2"	"1"	"1"	"3"	"15"	"2"	"0"	"0"	"2"	"2"	"3"	"313"	"0"	"313"	"0"
"223"	"104"	"68"	"160"	"18"	"0"	"0"	"2"	"0"	"0"	"2"	"3"	"0"	"1"	"2"	"3"	"3"	"3"	"265"	"0"	"265"	"0"
"224"	"105"	"50"	"207"	"28"	"2"	"2"	"2"	"1"	"1"	"0"	"5"	"0"	"2"	"0"	"0"	"0"	"1"	"301"	"0"	"301"	"0"
"225"	"106"	"23"	"180"	"54"	"1"	"0"	"1"	"0"	"0"	"0"	"14"	"0"	"2"	"0"	"0"	"0"	"2"	"277"	"0"	"277"	"0"
"226"	"107"	"338"	"302"	"21"	"10"	"4"	"3"	"2"	"3"	"13"	"9"	"0"	"6"	"6"	"1"	"3"	"4"	"725"	"0"	"725"	"0"
"227"	"108"	"82"	"16"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"109"	"0"	"109"	"0"
"228"	"109"	"362"	"170"	"23"	"3"	"2"	"4"	"0"	"0"	"12"	"23"	"1"	"29"	"3"	"2"	"4"	"7"	"645"	"0"	"645"	"0"
"229"	"110"	"479"	"51"	"23"	"1"	"1"	"3"	"0"	"0"	"2"	"11"	"2"	"18"	"4"	"4"	"1"	"6"	"606"	"0"	"606"	"0"
"230"	"111"	"296"	"146"	"38"	"27"	"2"	"4"	"2"	"4"	"4"	"5"	"5"	"38"	"11"	"4"	"8"	"10"	"604"	"0"	"604"	"0"
"231"	"112"	"311"	"64"	"30"	"13"	"1"	"1"	"0"	"0"	"1"	"12"	"1"	"14"	"2"	"2"	"0"	"1"	"453"	"0"	"453"	"0"
"232"	"Total :-"	"2643"	"2231"	"425"	"75"	"30"	"27"	"8"	"10"	"43"	"128"	"13"	"116"	"33"	"25"	"35"	"53"	"5895"	"0"	"5895"	"0"
"233"	"Till Last Total :-"	"17896"	"14794"	"1933"	"538"	"101"	"139"	"74"	"69"	"95"	"763"	"101"	"1097"	"249"	"134"	"231"	"452"	"38666"	"0"	"38666"	"0"
"234"	"Grand Total
:-"	"20539"	"17025"	"2358"	"613"	"131"	"166"	"82"	"79"	"138"	"891"	"114"	"1213"	"282"	"159"	"266"	"505"	"44561"	"0"	"44561"	"0"
"235"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"Total No. of electors in Assembly Constituency/Segment:-253456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"ROUND  9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188-PHULWARI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"250"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"251"	"113"	"257"	"58"	"21"	"3"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"0"	"0"	"3"	"349"	"0"	"349"	"0"
"252"	"114"	"248"	"315"	"43"	"1"	"7"	"2"	"0"	"0"	"4"	"6"	"1"	"4"	"7"	"3"	"7"	"9"	"657"	"0"	"657"	"0"
"253"	"115"	"181"	"182"	"27"	"4"	"4"	"5"	"3"	"3"	"3"	"8"	"1"	"7"	"6"	"7"	"1"	"9"	"451"	"0"	"451"	"0"
"254"	"116"	"165"	"59"	"21"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"2"	"1"	"0"	"2"	"257"	"0"	"257"	"0"
"255"	"117"	"74"	"277"	"6"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"6"	"2"	"2"	"2"	"4"	"379"	"0"	"379"	"0"
"256"	"118"	"75"	"132"	"36"	"1"	"0"	"6"	"0"	"1"	"1"	"3"	"0"	"3"	"0"	"0"	"1"	"1"	"260"	"0"	"260"	"0"
"257"	"119"	"492"	"45"	"11"	"5"	"1"	"3"	"2"	"2"	"0"	"4"	"2"	"5"	"6"	"0"	"2"	"8"	"588"	"0"	"588"	"0"
"258"	"120"	"298"	"38"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"7"	"2"	"2"	"0"	"0"	"356"	"0"	"356"	"0"
"259"	"121"	"139"	"107"	"4"	"3"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"259"	"0"	"259"	"0"
"260"	"122"	"105"	"362"	"21"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"7"	"1"	"3"	"9"	"6"	"521"	"0"	"521"	"0"
"261"	"123"	"214"	"103"	"35"	"3"	"4"	"4"	"3"	"1"	"0"	"2"	"4"	"38"	"8"	"4"	"5"	"3"	"431"	"0"	"431"	"0"
"262"	"124"	"156"	"180"	"32"	"2"	"2"	"2"	"3"	"1"	"2"	"2"	"1"	"53"	"4"	"1"	"2"	"4"	"447"	"0"	"447"	"0"
"263"	"125"	"101"	"105"	"13"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"19"	"1"	"0"	"1"	"1"	"250"	"0"	"250"	"0"
"264"	"126"	"257"	"37"	"10"	"3"	"1"	"1"	"1"	"1"	"1"	"8"	"0"	"10"	"3"	"4"	"1"	"9"	"347"	"0"	"347"	"0"
"265"	"Total :-"	"2762"	"2000"	"283"	"30"	"25"	"29"	"15"	"13"	"14"	"41"	"12"	"167"	"42"	"28"	"32"	"59"	"5552"	"0"	"5552"	"0"
"266"	"Till Last Total :-"	"20539"	"17025"	"2358"	"613"	"131"	"166"	"82"	"79"	"138"	"891"	"114"	"1213"	"282"	"159"	"266"	"505"	"44561"	"0"	"44561"	"0"
"267"	"Grand Total
:-"	"23301"	"19025"	"2641"	"643"	"156"	"195"	"97"	"92"	"152"	"932"	"126"	"1380"	"324"	"187"	"298"	"564"	"50113"	"0"	"50113"	"0"
"268"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"ROUND  10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"Total No. of electors in Assembly Constituency/Segment:-253456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188-PHULWARI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"277"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"278"	"127"	"136"	"34"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"1"	"1"	"2"	"191"	"0"	"191"	"0"
"279"	"128"	"111"	"47"	"8"	"1"	"0"	"5"	"0"	"1"	"1"	"1"	"0"	"5"	"3"	"3"	"2"	"3"	"191"	"0"	"191"	"0"
"280"	"129"	"290"	"39"	"13"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"5"	"355"	"0"	"355"	"0"
"281"	"130"	"99"	"105"	"2"	"2"	"1"	"0"	"0"	"2"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"215"	"0"	"215"	"0"
"282"	"131"	"157"	"73"	"13"	"1"	"1"	"1"	"1"	"1"	"0"	"2"	"4"	"7"	"1"	"1"	"0"	"2"	"265"	"0"	"265"	"0"
"283"	"132"	"123"	"50"	"21"	"1"	"0"	"0"	"1"	"0"	"1"	"4"	"0"	"18"	"3"	"1"	"2"	"1"	"226"	"0"	"226"	"0"
"284"	"133"	"76"	"327"	"10"	"1"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"4"	"2"	"0"	"6"	"4"	"435"	"0"	"435"	"0"
"285"	"134"	"73"	"381"	"17"	"11"	"1"	"6"	"1"	"2"	"4"	"2"	"2"	"11"	"3"	"5"	"3"	"13"	"535"	"0"	"535"	"0"
"286"	"135"	"216"	"82"	"24"	"2"	"1"	"5"	"1"	"1"	"6"	"5"	"1"	"12"	"1"	"2"	"0"	"3"	"362"	"0"	"362"	"0"
"287"	"136"	"325"	"128"	"12"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"3"	"0"	"3"	"4"	"486"	"0"	"486"	"0"
"288"	"137"	"380"	"39"	"19"	"0"	"1"	"1"	"0"	"1"	"2"	"3"	"0"	"12"	"0"	"1"	"0"	"3"	"462"	"0"	"462"	"0"
"289"	"138"	"228"	"71"	"15"	"138"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"4"	"4"	"4"	"4"	"12"	"487"	"0"	"487"	"0"
"290"	"139"	"174"	"132"	"16"	"20"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"3"	"2"	"352"	"0"	"352"	"0"
"291"	"140"	"268"	"71"	"24"	"112"	"2"	"3"	"3"	"3"	"0"	"1"	"1"	"5"	"4"	"2"	"3"	"5"	"507"	"0"	"507"	"0"
"292"	"Total :-"	"2656"	"1579"	"204"	"295"	"10"	"23"	"7"	"13"	"19"	"27"	"14"	"86"	"28"	"22"	"27"	"59"	"5069"	"0"	"5069"	"0"
"293"	"Till Last Total :-"	"23301"	"19025"	"2641"	"643"	"156"	"195"	"97"	"92"	"152"	"932"	"126"	"1380"	"324"	"187"	"298"	"564"	"50113"	"0"	"50113"	"0"
"294"	"Grand Total
:-"	"25957"	"20604"	"2845"	"938"	"166"	"218"	"104"	"105"	"171"	"959"	"140"	"1466"	"352"	"209"	"325"	"623"	"55182"	"0"	"55182"	"0"
"295"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"298"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	"ROUND  11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"Total No. of electors in Assembly Constituency/Segment:-253456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188-PHULWARI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"304"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"305"	"141"	"184"	"65"	"21"	"62"	"3"	"3"	"1"	"0"	"0"	"3"	"0"	"3"	"6"	"1"	"3"	"5"	"360"	"0"	"360"	"0"
"306"	"142"	"276"	"157"	"30"	"3"	"1"	"3"	"0"	"2"	"1"	"5"	"0"	"5"	"2"	"0"	"4"	"5"	"494"	"0"	"494"	"0"
"307"	"143"	"358"	"127"	"28"	"3"	"3"	"3"	"1"	"0"	"2"	"4"	"1"	"7"	"3"	"2"	"6"	"6"	"554"	"0"	"554"	"0"
"308"	"144"	"160"	"362"	"19"	"0"	"1"	"1"	"1"	"1"	"1"	"5"	"1"	"1"	"1"	"2"	"8"	"2"	"566"	"0"	"566"	"0"
"309"	"145"	"155"	"86"	"19"	"1"	"1"	"2"	"0"	"0"	"4"	"4"	"0"	"2"	"0"	"2"	"2"	"9"	"287"	"0"	"287"	"0"
