"X.CHAPTER.XIV..PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"134"	"104"	"104"	"20"	"137"	"3"	"163"	"1"	"0"	"0"	"26"	"0"	"1"	"2"	"0"	"1"	"0"	"2"	"12"	"368"	"0"	"368"	"0"
"135"	"105"	"105"	"5"	"264"	"2"	"91"	"0"	"1"	"1"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"10"	"403"	"0"	"403"	"0"
"136"	"106"	"106"	"6"	"230"	"2"	"111"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"3"	"12"	"371"	"0"	"371"	"0"
"137"	"107"	"107"	"4"	"234"	"0"	"193"	"1"	"1"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"444"	"0"	"444"	"0"
"138"	"108"	"108"	"4"	"290"	"3"	"148"	"1"	"0"	"0"	"6"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"458"	"0"	"458"	"0"
"139"	"109"	"109"	"1"	"310"	"1"	"138"	"2"	"0"	"1"	"6"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"3"	"465"	"0"	"465"	"0"
"140"	"110"	"110"	"12"	"309"	"3"	"233"	"3"	"5"	"0"	"14"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"583"	"0"	"583"	"0"
"141"	"111"	"111"	"13"	"147"	"4"	"488"	"5"	"6"	"1"	"3"	"0"	"3"	"1"	"0"	"0"	"1"	"3"	"5"	"680"	"0"	"680"	"0"
"142"	"112"	"112"	"11"	"429"	"18"	"232"	"0"	"4"	"3"	"2"	"2"	"0"	"1"	"2"	"2"	"0"	"1"	"16"	"723"	"0"	"723"	"0"
"143"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"144"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"145"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"146"	"113"	"113"	"9"	"100"	"4"	"517"	"5"	"2"	"2"	"4"	"2"	"1"	"1"	"1"	"9"	"0"	"2"	"11"	"670"	"0"	"670"	"0"
"147"	"114"	"114"	"6"	"204"	"18"	"28"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"2"	"3"	"267"	"0"	"267"	"0"
"148"	"115"	"115"	"7"	"513"	"1"	"95"	"2"	"23"	"0"	"19"	"0"	"1"	"0"	"2"	"5"	"0"	"3"	"14"	"685"	"0"	"685"	"0"
"149"	"116"	"116"	"27"	"445"	"18"	"247"	"4"	"6"	"2"	"9"	"2"	"3"	"1"	"2"	"4"	"3"	"2"	"6"	"781"	"0"	"781"	"0"
"150"	"117"	"117"	"24"	"161"	"10"	"431"	"1"	"3"	"0"	"6"	"2"	"1"	"1"	"1"	"13"	"1"	"2"	"8"	"665"	"0"	"665"	"0"
"151"	"118"	"118"	"8"	"277"	"6"	"246"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"8"	"556"	"0"	"556"	"0"
"152"	"119"	"119"	"28"	"430"	"5"	"131"	"15"	"1"	"1"	"3"	"1"	"0"	"3"	"3"	"3"	"2"	"13"	"22"	"661"	"0"	"661"	"0"
"153"	"120"	"120"	"7"	"147"	"3"	"26"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"192"	"0"	"192"	"0"
"154"	"121"	"121"	"10"	"458"	"5"	"141"	"1"	"6"	"1"	"0"	"2"	"0"	"0"	"1"	"3"	"0"	"6"	"6"	"640"	"0"	"640"	"0"
"155"	"122"	"122"	"12"	"414"	"5"	"117"	"3"	"3"	"2"	"7"	"2"	"1"	"2"	"0"	"2"	"3"	"3"	"5"	"581"	"0"	"581"	"0"
"156"	"123"	"123"	"7"	"256"	"23"	"81"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"7"	"378"	"0"	"378"	"0"
"157"	"124"	"124"	"12"	"211"	"7"	"66"	"4"	"0"	"0"	"8"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"5"	"318"	"0"	"318"	"0"
"158"	"125"	"125"	"5"	"521"	"10"	"100"	"3"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"4"	"11"	"661"	"0"	"661"	"0"
"159"	"126"	"126"	"6"	"315"	"1"	"52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"9"	"385"	"0"	"385"	"0"
"160"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"161"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"162"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"163"	"127"	"127"	"8"	"230"	"6"	"45"	"0"	"1"	"1"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"301"	"0"	"301"	"0"
"164"	"128"	"128"	"11"	"68"	"1"	"339"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"8"	"2"	"2"	"7"	"448"	"0"	"448"	"0"
"165"	"129"	"129"	"14"	"26"	"5"	"419"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"10"	"3"	"1"	"7"	"493"	"0"	"493"	"0"
"166"	"130"	"130"	"3"	"1"	"2"	"505"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"8"	"1"	"1"	"8"	"537"	"0"	"537"	"0"
"167"	"131"	"131"	"23"	"433"	"32"	"237"	"3"	"2"	"2"	"3"	"4"	"3"	"2"	"6"	"9"	"1"	"3"	"25"	"788"	"0"	"788"	"0"
"168"	"132"	"132"	"29"	"132"	"10"	"441"	"8"	"4"	"2"	"4"	"3"	"1"	"1"	"4"	"18"	"2"	"3"	"15"	"677"	"0"	"677"	"0"
"169"	"133"	"133"	"5"	"234"	"2"	"114"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"8"	"370"	"0"	"370"	"0"
"170"	"134"	"134"	"7"	"258"	"2"	"52"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"8"	"335"	"0"	"335"	"0"
"171"	"135"	"135"	"11"	"376"	"6"	"309"	"3"	"2"	"3"	"2"	"0"	"1"	"2"	"3"	"10"	"5"	"9"	"24"	"766"	"0"	"766"	"0"
"172"	"136"	"136"	"11"	"343"	"5"	"184"	"1"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"20"	"572"	"0"	"572"	"0"
"173"	"137"	"137"	"4"	"176"	"8"	"42"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"6"	"4"	"247"	"0"	"247"	"0"
"174"	"138"	"138"	"7"	"447"	"4"	"83"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"4"	"6"	"558"	"0"	"558"	"0"
"175"	"139"	"139"	"6"	"422"	"18"	"206"	"2"	"2"	"1"	"8"	"0"	"0"	"1"	"3"	"1"	"1"	"0"	"1"	"672"	"0"	"672"	"0"
"176"	"140"	"140"	"6"	"265"	"8"	"195"	"1"	"1"	"2"	"28"	"1"	"1"	"1"	"2"	"2"	"5"	"3"	"4"	"525"	"0"	"525"	"0"
"177"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"178"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"179"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"180"	"141"	"141"	"8"	"74"	"0"	"157"	"5"	"0"	"1"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"253"	"0"	"253"	"0"
"181"	"142"	"142"	"1"	"452"	"4"	"230"	"0"	"3"	"1"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"3"	"701"	"0"	"701"	"0"
"182"	"143"	"143"	"10"	"299"	"1"	"98"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"7"	"419"	"0"	"419"	"0"
"183"	"144"	"144"	"0"	"251"	"12"	"53"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"3"	"1"	"2"	"5"	"332"	"0"	"332"	"0"
"184"	"145"	"145"	"8"	"335"	"68"	"114"	"1"	"1"	"3"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"4"	"8"	"549"	"0"	"549"	"0"
"185"	"146"	"146"	"2"	"202"	"7"	"268"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"6"	"4"	"497"	"0"	"497"	"0"
"186"	"147"	"147"	"8"	"294"	"7"	"162"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"6"	"485"	"0"	"485"	"0"
"187"	"148"	"148"	"12"	"388"	"4"	"150"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"11"	"571"	"0"	"571"	"0"
"188"	"149"	"149"	"18"	"328"	"6"	"59"	"0"	"2"	"0"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"6"	"428"	"0"	"428"	"0"
"189"	"150"	"150"	"21"	"240"	"23"	"279"	"2"	"3"	"0"	"2"	"0"	"0"	"2"	"0"	"3"	"0"	"3"	"14"	"592"	"0"	"592"	"0"
"190"	"151"	"151"	"13"	"165"	"3"	"79"	"1"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"7"	"275"	"0"	"275"	"0"
"191"	"152"	"152"	"68"	"141"	"3"	"100"	"1"	"1"	"0"	"0"	"2"	"4"	"2"	"1"	"1"	"0"	"3"	"15"	"342"	"0"	"342"	"0"
"192"	"153"	"153"	"96"	"369"	"15"	"115"	"4"	"2"	"0"	"2"	"4"	"0"	"0"	"1"	"1"	"3"	"6"	"18"	"636"	"0"	"636"	"0"
"193"	"154"	"154"	"47"	"161"	"14"	"125"	"2"	"1"	"4"	"1"	"1"	"7"	"0"	"4"	"4"	"5"	"12"	"27"	"415"	"0"	"415"	"0"
"194"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"195"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"196"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"197"	"155"	"155"	"66"	"163"	"5"	"398"	"3"	"1"	"3"	"1"	"1"	"1"	"1"	"7"	"21"	"6"	"9"	"23"	"709"	"0"	"709"	"0"
"198"	"156"	"156"	"126"	"279"	"5"	"108"	"6"	"1"	"2"	"7"	"3"	"3"	"5"	"1"	"1"	"0"	"4"	"10"	"561"	"0"	"561"	"0"
"199"	"157"	"157"	"29"	"70"	"4"	"476"	"4"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"16"	"2"	"5"	"14"	"625"	"0"	"625"	"0"
"200"	"158"	"158"	"17"	"120"	"6"	"367"	"4"	"0"	"2"	"0"	"2"	"0"	"1"	"2"	"23"	"0"	"7"	"4"	"555"	"0"	"555"	"0"
"201"	"159"	"159"	"13"	"56"	"7"	"244"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"4"	"4"	"0"	"0"	"3"	"336"	"0"	"336"	"0"
"202"	"160"	"160"	"142"	"259"	"20"	"149"	"2"	"2"	"4"	"4"	"1"	"3"	"1"	"1"	"1"	"1"	"3"	"20"	"613"	"0"	"613"	"0"
"203"	"161"	"161"	"40"	"376"	"18"	"117"	"1"	"1"	"3"	"3"	"0"	"3"	"1"	"2"	"2"	"1"	"8"	"36"	"612"	"0"	"612"	"0"
"204"	"162"	"162"	"26"	"209"	"21"	"194"	"2"	"4"	"4"	"1"	"0"	"1"	"1"	"2"	"4"	"0"	"1"	"22"	"492"	"0"	"492"	"0"
"205"	"163"	"163"	"15"	"319"	"19"	"120"	"3"	"2"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"29"	"514"	"0"	"514"	"0"
"206"	"164"	"164"	"55"	"282"	"5"	"311"	"1"	"3"	"1"	"2"	"4"	"1"	"0"	"3"	"14"	"4"	"9"	"17"	"712"	"0"	"712"	"0"
"207"	"165"	"165"	"24"	"380"	"8"	"187"	"6"	"1"	"0"	"0"	"4"	"3"	"0"	"1"	"4"	"0"	"5"	"10"	"633"	"0"	"633"	"0"
"208"	"166"	"166"	"9"	"197"	"4"	"98"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"2"	"3"	"4"	"2"	"324"	"0"	"324"	"0"
"209"	"167"	"167"	"10"	"130"	"3"	"204"	"4"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"3"	"1"	"4"	"18"	"383"	"0"	"383"	"0"
"210"	"168"	"168"	"20"	"173"	"6"	"204"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"5"	"0"	"2"	"26"	"441"	"0"	"441"	"0"
"211"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"212"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"213"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"214"	"169"	"169"	"11"	"315"	"7"	"176"	"15"	"2"	"0"	"5"	"3"	"1"	"0"	"2"	"2"	"0"	"6"	"7"	"552"	"0"	"552"	"0"
"215"	"170"	"170"	"30"	"280"	"7"	"227"	"0"	"4"	"2"	"0"	"1"	"1"	"2"	"3"	"3"	"1"	"7"	"18"	"586"	"0"	"586"	"0"
"216"	"171"	"171"	"8"	"474"	"5"	"105"	"15"	"0"	"5"	"3"	"1"	"0"	"2"	"4"	"1"	"0"	"8"	"8"	"639"	"0"	"639"	"0"
"217"	"172"	"172"	"25"	"396"	"3"	"103"	"2"	"1"	"1"	"5"	"1"	"1"	"1"	"0"	"2"	"2"	"0"	"5"	"548"	"0"	"548"	"0"
"218"	"173"	"173"	"3"	"219"	"13"	"54"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"3"	"4"	"9"	"312"	"0"	"312"	"0"
"219"	"174"	"174"	"2"	"390"	"4"	"149"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"5"	"6"	"567"	"0"	"567"	"0"
"220"	"175"	"175"	"5"	"260"	"2"	"79"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"4"	"3"	"361"	"0"	"361"	"0"
"221"	"176"	"176"	"12"	"273"	"4"	"209"	"3"	"0"	"1"	"4"	"1"	"1"	"1"	"1"	"1"	"4"	"4"	"7"	"526"	"0"	"526"	"0"
"222"	"177"	"177"	"4"	"392"	"5"	"161"	"2"	"0"	"1"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"7"	"580"	"0"	"580"	"0"
"223"	"178"	"178"	"5"	"163"	"5"	"150"	"3"	"1"	"1"	"0"	"2"	"0"	"1"	"2"	"3"	"3"	"1"	"7"	"347"	"0"	"347"	"0"
"224"	"179"	"179"	"16"	"6"	"1"	"328"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"360"	"0"	"360"	"0"
"225"	"180"	"180"	"16"	"11"	"4"	"450"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"2"	"494"	"0"	"494"	"0"
"226"	"181"	"181"	"16"	"99"	"7"	"642"	"12"	"3"	"2"	"5"	"1"	"3"	"2"	"1"	"34"	"2"	"6"	"10"	"845"	"0"	"845"	"0"
"227"	"182"	"182"	"8"	"1"	"2"	"570"	"5"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"13"	"0"	"0"	"3"	"605"	"0"	"605"	"0"
"228"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"229"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"230"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"231"	"183"	"183"	"57"	"87"	"89"	"136"	"3"	"0"	"0"	"5"	"2"	"1"	"0"	"0"	"2"	"1"	"3"	"13"	"399"	"0"	"399"	"0"
"232"	"184"	"184"	"23"	"292"	"7"	"194"	"2"	"2"	"1"	"3"	"3"	"1"	"1"	"2"	"5"	"0"	"3"	"30"	"569"	"0"	"569"	"0"
"233"	"185"	"185"	"25"	"216"	"19"	"330"	"5"	"3"	"1"	"0"	"2"	"1"	"3"	"0"	"6"	"1"	"8"	"15"	"635"	"0"	"635"	"0"
"234"	"186"	"186"	"23"	"320"	"23"	"233"	"3"	"2"	"0"	"1"	"2"	"2"	"2"	"2"	"3"	"2"	"1"	"8"	"627"	"0"	"627"	"0"
"235"	"187"	"187"	"29"	"336"	"11"	"88"	"3"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"5"	"1"	"10"	"63"	"552"	"0"	"552"	"0"
"236"	"188"	"188"	"87"	"246"	"19"	"95"	"3"	"0"	"1"	"1"	"3"	"1"	"2"	"2"	"0"	"2"	"4"	"27"	"493"	"0"	"493"	"0"
"237"	"189"	"189"	"126"	"374"	"9"	"109"	"1"	"4"	"2"	"9"	"2"	"2"	"1"	"2"	"3"	"3"	"7"	"34"	"688"	"0"	"688"	"0"
"238"	"190"	"190"	"5"	"395"	"2"	"21"	"1"	"1"	"5"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"3"	"9"	"445"	"0"	"445"	"0"
"239"	"191"	"191"	"40"	"460"	"15"	"217"	"3"	"2"	"1"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"92"	"838"	"0"	"838"	"0"
"240"	"192"	"192"	"12"	"205"	"29"	"155"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"2"	"2"	"4"	"47"	"461"	"0"	"461"	"0"
"241"	"193"	"193"	"11"	"354"	"25"	"106"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"1"	"1"	"5"	"36"	"546"	"0"	"546"	"0"
"242"	"194"	"194"	"50"	"297"	"13"	"120"	"2"	"4"	"3"	"5"	"6"	"2"	"1"	"2"	"8"	"7"	"5"	"69"	"594"	"0"	"594"	"0"
"243"	"195"	"195"	"25"	"210"	"14"	"219"	"3"	"1"	"1"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"2"	"13"	"494"	"0"	"494"	"0"
"244"	"196"	"196"	"32"	"426"	"22"	"38"	"3"	"23"	"1"	"3"	"5"	"2"	"2"	"1"	"3"	"4"	"13"	"243"	"821"	"0"	"821"	"0"
"245"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"246"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"247"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"248"	"197"	"197"	"9"	"317"	"12"	"151"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"1"	"2"	"4"	"12"	"516"	"0"	"516"	"0"
"249"	"198"	"198"	"12"	"436"	"15"	"292"	"4"	"2"	"4"	"7"	"4"	"6"	"18"	"10"	"6"	"7"	"12"	"28"	"863"	"0"	"863"	"0"
"250"	"199"	"199"	"10"	"89"	"6"	"353"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"5"	"0"	"6"	"3"	"477"	"0"	"477"	"0"
"251"	"200"	"200"	"15"	"133"	"4"	"57"	"5"	"30"	"1"	"1"	"0"	"3"	"1"	"0"	"2"	"0"	"3"	"126"	"381"	"0"	"381"	"0"
"252"	"201"	"201"	"12"	"6"	"10"	"714"	"3"	"1"	"0"	"1"	"0"	"3"	"0"	"1"	"6"	"0"	"4"	"9"	"770"	"0"	"770"	"0"
"253"	"202"	"202"	"15"	"41"	"10"	"550"	"6"	"9"	"3"	"0"	"3"	"0"	"0"	"2"	"8"	"0"	"1"	"12"	"660"	"0"	"660"	"0"
"254"	"203"	"203"	"11"	"121"	"10"	"317"	"4"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"4"	"1"	"1"	"17"	"490"	"0"	"490"	"0"
"255"	"204"	"204"	"26"	"350"	"23"	"311"	"3"	"3"	"2"	"1"	"4"	"5"	"2"	"1"	"5"	"1"	"4"	"9"	"750"	"0"	"750"	"0"
"256"	"205"	"205"	"44"	"50"	"5"	"596"	"11"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"12"	"1"	"10"	"5"	"744"	"0"	"744"	"0"
"257"	"206"	"206"	"6"	"5"	"0"	"292"	"3"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"3"	"3"	"320"	"0"	"320"	"0"
"258"	"207"	"207"	"30"	"431"	"29"	"116"	"2"	"4"	"1"	"22"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"29"	"673"	"0"	"673"	"0"
"259"	"208"	"208"	"19"	"148"	"7"	"341"	"6"	"15"	"4"	"16"	"2"	"1"	"4"	"5"	"58"	"4"	"7"	"4"	"641"	"0"	"641"	"0"
"260"	"209"	"209"	"32"	"192"	"15"	"21"	"0"	"0"	"1"	"5"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"31"	"302"	"0"	"302"	"0"
"261"	"210"	"210"	"33"	"16"	"10"	"553"	"4"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"3"	"2"	"0"	"10"	"642"	"0"	"642"	"0"
"262"	"Serial No. of Polling Station"	""	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejecte d votes"	"Total"	"Total No. of tendered votes"
"263"	""	""	"AHMAD ASHFAQUE KARIM"	"NIKHIL KUMAR CHOUDHARY"	"MADAN MOHAN NISHAD"	"SHAH TARIQ ANWAR"	"OM PRAKASH PODDAR"	"MAHBOOB ALAM"	"MUNNI DEVI"	"RAJESH GURNANI"	"CHANDU MURMU"	"PHOOLO DEVI"	"BABU LAL MARANDI"	"MANOJ PARASHAR"	"MOHAMMAD HAMID MUBARAK"	"RAJGIRI SINGH"	"SUNIL KUMAR CHOUDHARY"	"HIMRAJ SINGH"	""	""	""	""
"264"	"1"	""	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"265"	"211"	"211"	"16"	"90"	"7"	"259"	"5"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"8"	"0"	"2"	"4"	"396"	"0"	"396"	"0"
"266"	"212"	"212"	"201"	"358"	"6"	"121"	"0"	"3"	"4"	"9"	"6"	"1"	"3"	"3"	"8"	"6"	"13"	"48"	"790"	"0"	"790"	"0"
