"Candidates.Name.."	"Arjun.Roy"	"Maya.Shankar.Sharan"	"Samir.Kumar.Mahase.th"	"Sitaram.Yadav"	"S..Abu.Dauja.na"	"Chitra.njan.Giri"	"Mohammad.Afzal.Painther"	"Shankar.Sinha"	"Chandr.ika.Prasad"	"Zahid"	"Dinesh.Prasad"	"Pappu.Kumar.Mishra"	"Mukesh.Kumar.Gupta"	"Total"
"1"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"194"	"101"	"1"	"22"	"60"	"154"	"3"	"2"	"4"	"0"	"1"	"1"	"1"	"1"	"351"
"210"	"195"	"204"	"10"	"111"	"60"	"56"	"2"	"2"	"10"	"4"	"0"	"2"	"1"	"5"	"467"
"211"	"196"	"242"	"27"	"112"	"21"	"41"	"4"	"8"	"21"	"5"	"1"	"2"	"1"	"0"	"485"
"212"	"197"	"322"	"3"	"19"	"10"	"29"	"2"	"1"	"6"	"0"	"1"	"0"	"0"	"2"	"395"
"213"	"198"	"410"	"17"	"52"	"39"	"1"	"2"	"5"	"9"	"3"	"3"	"2"	"0"	"0"	"543"
"214"	"199"	"342"	"70"	"19"	"36"	"4"	"3"	"2"	"9"	"6"	"1"	"1"	"5"	"0"	"498"
"215"	"200"	"196"	"31"	"39"	"9"	"1"	"0"	"3"	"15"	"5"	"1"	"4"	"2"	"2"	"308"
"216"	"201"	"195"	"45"	"25"	"8"	"34"	"1"	"7"	"14"	"1"	"0"	"3"	"1"	"1"	"335"
"217"	"202"	"126"	"4"	"51"	"155"	"25"	"3"	"5"	"13"	"1"	"1"	"2"	"1"	"3"	"390"
"218"	"203"	"121"	"84"	"24"	"122"	"37"	"3"	"4"	"6"	"1"	"2"	"3"	"2"	"5"	"414"
"219"	"204"	"184"	"4"	"16"	"74"	"23"	"2"	"4"	"19"	"1"	"1"	"2"	"2"	"1"	"333"
"220"	"205"	"230"	"4"	"42"	"82"	"15"	"4"	"1"	"15"	"1"	"2"	"3"	"2"	"1"	"402"
"221"	"206"	"105"	"28"	"17"	"189"	"35"	"5"	"5"	"16"	"7"	"4"	"6"	"9"	"1"	"427"
"222"	"207"	"111"	"12"	"11"	"43"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"180"
"223"	"208"	"171"	"9"	"9"	"15"	"0"	"2"	"2"	"8"	"0"	"0"	"2"	"0"	"2"	"220"
"224"	"209"	"119"	"18"	"16"	"124"	"76"	"4"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"366"
"225"	"210"	"225"	"0"	"31"	"18"	"1"	"1"	"2"	"3"	"0"	"2"	"1"	"1"	"0"	"285"
"226"	"211"	"113"	"3"	"32"	"21"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"
"227"	"212"	"131"	"18"	"46"	"126"	"37"	"1"	"4"	"1"	"1"	"1"	"1"	"1"	"0"	"368"
"228"	"213"	"430"	"10"	"2"	"12"	"1"	"1"	"1"	"5"	"1"	"1"	"2"	"2"	"1"	"469"
"229"	"214"	"284"	"12"	"21"	"17"	"35"	"4"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"382"
"230"	"215"	"148"	"26"	"18"	"85"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"2"	"4"	"299"
"231"	"216"	"100"	"0"	"6"	"166"	"8"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"1"	"287"
"232"	"217"	"96"	"24"	"16"	"210"	"8"	"6"	"4"	"3"	"2"	"3"	"1"	"1"	"0"	"374"
"233"	"218"	"138"	"4"	"10"	"24"	"2"	"2"	"5"	"7"	"0"	"2"	"0"	"1"	"1"	"196"
"234"	"219"	"352"	"9"	"16"	"108"	"5"	"1"	"2"	"20"	"5"	"0"	"4"	"1"	"3"	"526"
"235"	"220"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"236"	"221"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"237"	"222"	"16"	"0"	"5"	"193"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"222"
"238"	"223"	"219"	"2"	"2"	"53"	"3"	"0"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"293"
"239"	"224"	"289"	"29"	"57"	"94"	"6"	"2"	"6"	"13"	"1"	"1"	"3"	"1"	"0"	"502"
"240"	"225"	"146"	"2"	"47"	"43"	"1"	"1"	"4"	"8"	"1"	"1"	"1"	"0"	"0"	"255"
"241"	"226"	"82"	"1"	"39"	"190"	"6"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"1"	"324"
"242"	"227"	"88"	"33"	"11"	"140"	"8"	"0"	"1"	"0"	"3"	"1"	"1"	"1"	"1"	"288"
"243"	"Total:"	"41040"	"2808"	"15963"	"19471"	"9749"	"341"	"478"	"1555"	"355"	"288"	"388"	"327"	"279"	"93042"
"244"	"Place: Sitamarhi                                                           Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"Date: 16/05/2009                                                 Assembly Constituency :028---SITAMARHI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar                    Page -1 of 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
