"Candidates.Name...........BOTH.NO.v"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"133"	"119"	"3"	"0"	"44"	"88"	"158"	"2"	"3"	"3"	"0"	"0"	"25"	"1"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"333"	""	"333"	""
"134"	"120"	"33"	"3"	"63"	"84"	"17"	"0"	"2"	"2"	"0"	"4"	"30"	"6"	"10"	"19"	"3"	"9"	"0"	"0"	"0"	"285"	""	"285"	""
"135"	"121"	"12"	"6"	"59"	"137"	"7"	"3"	"2"	"0"	"0"	"3"	"34"	"0"	"6"	"3"	"1"	"3"	"0"	"3"	"4"	"283"	""	"283"	""
"136"	"122"	"36"	"5"	"34"	"119"	"138"	"12"	"5"	"2"	"3"	"1"	"37"	"5"	"5"	"1"	"2"	"6"	"5"	"1"	"5"	"422"	""	"422"	""
"137"	"123"	"27"	"12"	"97"	"40"	"39"	"4"	"5"	"2"	"0"	"0"	"9"	"2"	"1"	"3"	"2"	"10"	"1"	"0"	"0"	"254"	""	"254"	""
"138"	"124"	"21"	"6"	"16"	"22"	"122"	"2"	"1"	"0"	"1"	"0"	"10"	"2"	"1"	"0"	"1"	"6"	"4"	"0"	"3"	"218"	""	"218"	""
"139"	"125"	"24"	"2"	"2"	"59"	"64"	"6"	"4"	"2"	"0"	"1"	"65"	"4"	"3"	"1"	"2"	"5"	"3"	"1"	"1"	"249"	""	"249"	""
"140"	"126"	"49"	"5"	"3"	"15"	"220"	"7"	"1"	"0"	"0"	"0"	"10"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"1"	"317"	""	"317"	""
"141"	"127"	"19"	"1"	"0"	"67"	"137"	"3"	"1"	"2"	"1"	"2"	"103"	"10"	"3"	"2"	"3"	"11"	"0"	"0"	"0"	"365"	""	"365"	""
"142"	"128"	"42"	"3"	"1"	"60"	"152"	"6"	"2"	"0"	"0"	"2"	"32"	"6"	"4"	"0"	"0"	"1"	"2"	"2"	"4"	"319"	""	"319"	""
"143"	"129"	"19"	"3"	"1"	"104"	"25"	"9"	"2"	"0"	"1"	"1"	"122"	"5"	"0"	"1"	"1"	"4"	"7"	"1"	"5"	"311"	""	"311"	""
"144"	"130"	"20"	"2"	"1"	"17"	"129"	"4"	"4"	"0"	"2"	"1"	"40"	"1"	"2"	"0"	"0"	"6"	"1"	"0"	"5"	"235"	""	"235"	""
"145"	"131"	"39"	"5"	"3"	"143"	"15"	"3"	"0"	"1"	"1"	"1"	"183"	"5"	"6"	"1"	"1"	"2"	"2"	"2"	"2"	"415"	""	"415"	""
"146"	"132"	"8"	"11"	"2"	"76"	"18"	"2"	"2"	"0"	"1"	"1"	"53"	"10"	"4"	"0"	"0"	"5"	"3"	"3"	"6"	"205"	""	"205"	""
"147"	"133"	"6"	"12"	"2"	"23"	"2"	"1"	"1"	"1"	"3"	"0"	"67"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"3"	"127"	""	"127"	""
"148"	"134"	"0"	"0"	"0"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"29"	""	"29"	""
"149"	"135"	"7"	"0"	"0"	"14"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"31"	""	"31"	""
"150"	"Candidates Name
-------->
BOTH NO
v"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"151"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"152"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"153"	"136"	"5"	"0"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"15"	""	"15"	""
"154"	"137"	"16"	"0"	"1"	"5"	"0"	"2"	"1"	"2"	"0"	"2"	"136"	"10"	"1"	"1"	"0"	"4"	"2"	"2"	"5"	"190"	""	"190"	""
"155"	"138"	"3"	"2"	"0"	"9"	"1"	"2"	"0"	"1"	"4"	"2"	"186"	"3"	"0"	"5"	"2"	"5"	"0"	"0"	"0"	"225"	""	"225"	""
"156"	"139"	"13"	"2"	"2"	"5"	"16"	"2"	"0"	"0"	"0"	"1"	"103"	"7"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"154"	""	"154"	""
"157"	"140"	"15"	"1"	"11"	"16"	"3"	"0"	"0"	"0"	"0"	"0"	"125"	"7"	"4"	"1"	"1"	"4"	"2"	"0"	"3"	"193"	""	"193"	""
"158"	"141"	"3"	"6"	"1"	"17"	"2"	"0"	"0"	"1"	"0"	"0"	"58"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"95"	""	"95"	""
"159"	"142"	"1"	"1"	"18"	"8"	"17"	"1"	"0"	"2"	"0"	"0"	"166"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	""	"214"	""
"160"	"143"	"7"	"0"	"3"	"76"	"4"	"3"	"2"	"0"	"0"	"0"	"44"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"4"	"148"	""	"148"	""
"161"	"144"	"13"	"4"	"1"	"99"	"107"	"1"	"0"	"0"	"0"	"2"	"45"	"6"	"3"	"1"	"1"	"1"	"1"	"1"	"2"	"288"	""	"288"	""
"162"	"145"	"6"	"1"	"63"	"29"	"5"	"0"	"0"	"1"	"0"	"1"	"50"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"160"	""	"160"	""
"163"	"146"	"0"	"2"	"1"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"112"	"8"	"1"	"2"	"1"	"5"	"4"	"1"	"6"	"150"	""	"150"	""
"164"	"147"	"22"	"1"	"0"	"63"	"10"	"3"	"0"	"0"	"0"	"0"	"90"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"196"	""	"196"	""
"165"	"148"	"23"	"3"	"4"	"116"	"11"	"5"	"2"	"2"	"1"	"2"	"265"	"7"	"2"	"3"	"1"	"7"	"3"	"0"	"1"	"458"	""	"458"	""
"166"	"149"	"12"	"2"	"0"	"24"	"11"	"3"	"2"	"1"	"2"	"2"	"136"	"9"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"211"	""	"211"	""
"167"	"150"	"106"	"9"	"2"	"52"	"1"	"3"	"0"	"0"	"0"	"0"	"33"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	""	"207"	""
"168"	"151"	"8"	"0"	"0"	"44"	"15"	"0"	"1"	"1"	"0"	"3"	"308"	"4"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"389"	""	"389"	""
"169"	"152"	"26"	"6"	"59"	"70"	"13"	"3"	"2"	"1"	"1"	"0"	"72"	"6"	"3"	"1"	"0"	"6"	"0"	"5"	"0"	"274"	""	"274"	""
"170"	"153"	"11"	"8"	"104"	"51"	"11"	"4"	"5"	"4"	"0"	"1"	"137"	"5"	"5"	"3"	"6"	"5"	"2"	"4"	"3"	"369"	""	"369"	""
"171"	"154"	"6"	"0"	"2"	"33"	"2"	"0"	"0"	"0"	"1"	"0"	"119"	"3"	"1"	"0"	"1"	"4"	"2"	"1"	"5"	"180"	""	"180"	""
"172"	"155"	"9"	"2"	"2"	"7"	"10"	"3"	"3"	"0"	"1"	"5"	"167"	"6"	"0"	"0"	"3"	"0"	"2"	"0"	"2"	"222"	""	"222"	""
"173"	"156"	"21"	"3"	"1"	"3"	"16"	"4"	"0"	"0"	"0"	"7"	"201"	"7"	"2"	"0"	"1"	"4"	"3"	"0"	"0"	"273"	""	"273"	""
"174"	"157"	"9"	"0"	"3"	"37"	"20"	"1"	"0"	"2"	"1"	"3"	"146"	"7"	"3"	"1"	"2"	"8"	"14"	"5"	"16"	"278"	""	"278"	""
"175"	"158"	"6"	"2"	"5"	"89"	"5"	"1"	"2"	"0"	"0"	"0"	"60"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"172"	""	"172"	""
"176"	"159"	"12"	"3"	"0"	"20"	"122"	"5"	"3"	"1"	"3"	"1"	"29"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"2"	"208"	""	"208"	""
"177"	"160"	"6"	"2"	"3"	"79"	"53"	"7"	"1"	"1"	"4"	"7"	"56"	"5"	"3"	"1"	"1"	"0"	"1"	"0"	"0"	"230"	""	"230"	""
"178"	"161"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"1"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"42"	""	"42"	""
"179"	"162"	"16"	"2"	"4"	"25"	"57"	"7"	"1"	"2"	"2"	"2"	"85"	"3"	"0"	"1"	"0"	"2"	"3"	"1"	"2"	"215"	""	"215"	""
"180"	"Candidates Name
-------->
BOTH NO
v"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"181"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"182"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"183"	"163"	"57"	"6"	"0"	"18"	"76"	"3"	"5"	"2"	"4"	"2"	"54"	"7"	"3"	"1"	"3"	"14"	"1"	"1"	"2"	"259"	""	"259"	""
"184"	"164"	"52"	"8"	"5"	"85"	"39"	"2"	"0"	"1"	"3"	"5"	"104"	"8"	"6"	"3"	"1"	"11"	"16"	"5"	"12"	"366"	""	"366"	""
"185"	"165"	"117"	"10"	"3"	"35"	"53"	"8"	"2"	"3"	"2"	"5"	"145"	"4"	"2"	"1"	"6"	"5"	"12"	"2"	"7"	"422"	""	"422"	""
"186"	"166"	"119"	"3"	"1"	"44"	"57"	"1"	"5"	"2"	"1"	"3"	"37"	"2"	"2"	"0"	"2"	"4"	"2"	"2"	"4"	"291"	""	"291"	""
"187"	"167"	"57"	"11"	"42"	"60"	"22"	"7"	"2"	"0"	"2"	"3"	"24"	"3"	"2"	"2"	"3"	"13"	"3"	"4"	"10"	"270"	""	"270"	""
"188"	"168"	"45"	"1"	"2"	"24"	"61"	"2"	"2"	"2"	"1"	"3"	"18"	"3"	"3"	"0"	"2"	"4"	"10"	"2"	"8"	"193"	""	"193"	""
"189"	"169"	"19"	"33"	"19"	"39"	"34"	"1"	"2"	"2"	"5"	"0"	"36"	"3"	"3"	"0"	"1"	"12"	"6"	"3"	"12"	"230"	""	"230"	""
"190"	"170"	"74"	"24"	"9"	"113"	"101"	"14"	"5"	"3"	"3"	"5"	"44"	"4"	"8"	"3"	"4"	"9"	"0"	"0"	"1"	"424"	""	"424"	""
"191"	"171"	"67"	"9"	"22"	"82"	"20"	"4"	"2"	"0"	"2"	"0"	"31"	"5"	"10"	"1"	"3"	"6"	"23"	"9"	"11"	"307"	""	"307"	""
"192"	"172"	"71"	"18"	"4"	"28"	"36"	"7"	"1"	"0"	"1"	"2"	"11"	"9"	"7"	"2"	"0"	"16"	"10"	"4"	"6"	"233"	""	"233"	""
"193"	"173"	"58"	"7"	"3"	"57"	"26"	"5"	"0"	"2"	"0"	"1"	"60"	"7"	"7"	"4"	"5"	"17"	"9"	"1"	"1"	"270"	""	"270"	""
"194"	"174"	"243"	"2"	"0"	"5"	"51"	"2"	"0"	"0"	"1"	"0"	"13"	"0"	"1"	"0"	"0"	"4"	"0"	"2"	"0"	"324"	""	"324"	""
"195"	"175"	"98"	"10"	"1"	"51"	"45"	"7"	"4"	"1"	"1"	"4"	"86"	"5"	"5"	"6"	"7"	"32"	"3"	"1"	"3"	"370"	""	"370"	""
"196"	"176"	"12"	"0"	"0"	"73"	"25"	"1"	"1"	"1"	"3"	"1"	"78"	"4"	"1"	"1"	"1"	"8"	"4"	"2"	"3"	"219"	""	"219"	""
"197"	"177"	"67"	"4"	"1"	"38"	"59"	"6"	"0"	"0"	"0"	"1"	"11"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"190"	""	"190"	""
"198"	"178"	"27"	"3"	"39"	"56"	"95"	"3"	"14"	"2"	"1"	"1"	"75"	"6"	"1"	"0"	"2"	"3"	"4"	"3"	"5"	"340"	""	"340"	""
"199"	"179"	"18"	"3"	"1"	"24"	"65"	"2"	"3"	"0"	"0"	"0"	"184"	"3"	"1"	"0"	"0"	"1"	"3"	"1"	"0"	"309"	""	"309"	""
"200"	"180"	"9"	"1"	"0"	"48"	"130"	"5"	"0"	"1"	"0"	"0"	"89"	"6"	"2"	"3"	"1"	"3"	"3"	"0"	"0"	"301"	""	"301"	""
"201"	"181"	"54"	"5"	"10"	"24"	"106"	"5"	"4"	"4"	"4"	"5"	"42"	"8"	"8"	"7"	"5"	"20"	"4"	"4"	"3"	"322"	""	"322"	""
"202"	"182"	"46"	"10"	"0"	"18"	"103"	"4"	"3"	"2"	"3"	"6"	"70"	"2"	"2"	"3"	"2"	"3"	"1"	"1"	"3"	"282"	""	"282"	""
"203"	"183"	"11"	"3"	"3"	"74"	"42"	"5"	"2"	"0"	"4"	"3"	"49"	"5"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"206"	""	"206"	""
"204"	"184"	"13"	"0"	"44"	"63"	"15"	"1"	"0"	"0"	"1"	"1"	"101"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"242"	""	"242"	""
"205"	"185"	"19"	"3"	"1"	"100"	"22"	"4"	"0"	"0"	"0"	"1"	"44"	"3"	"5"	"2"	"1"	"1"	"1"	"1"	"2"	"210"	""	"210"	""
"206"	"186"	"169"	"2"	"2"	"130"	"18"	"1"	"1"	"1"	"0"	"0"	"43"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"371"	""	"371"	""
"207"	"187"	"44"	"7"	"13"	"57"	"181"	"7"	"3"	"3"	"2"	"10"	"13"	"3"	"4"	"0"	"2"	"5"	"3"	"0"	"2"	"359"	""	"359"	""
"208"	"188"	"142"	"3"	"0"	"28"	"60"	"2"	"1"	"1"	"0"	"1"	"68"	"2"	"2"	"0"	"0"	"3"	"0"	"0"	"2"	"315"	""	"315"	""
"209"	"189"	"35"	"2"	"0"	"58"	"46"	"4"	"1"	"1"	"1"	"0"	"63"	"3"	"3"	"0"	"0"	"2"	"2"	"0"	"0"	"221"	""	"221"	""
"210"	"Candidates Name
-------->
BOTH NO
v"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"211"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"212"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"213"	"190"	"4"	"1"	"86"	"63"	"9"	"1"	"2"	"2"	"1"	"3"	"14"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"192"	""	"192"	""
"214"	"191"	"8"	"2"	"2"	"106"	"13"	"2"	"1"	"1"	"0"	"1"	"41"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"180"	""	"180"	""
"215"	"192"	"35"	"5"	"21"	"148"	"121"	"7"	"8"	"3"	"3"	"6"	"65"	"5"	"7"	"2"	"1"	"3"	"5"	"2"	"9"	"456"	""	"456"	""
"216"	"193"	"53"	"8"	"48"	"246"	"20"	"4"	"1"	"2"	"0"	"3"	"43"	"5"	"8"	"1"	"0"	"2"	"0"	"4"	"3"	"451"	""	"451"	""
"217"	"194"	"32"	"7"	"3"	"90"	"141"	"7"	"2"	"1"	"1"	"0"	"24"	"2"	"2"	"1"	"0"	"1"	"6"	"1"	"1"	"322"	""	"322"	""
"218"	"195"	"16"	"1"	"1"	"121"	"7"	"1"	"0"	"3"	"1"	"1"	"49"	"4"	"2"	"1"	"1"	"4"	"1"	"0"	"0"	"214"	""	"214"	""
"219"	"196"	"35"	"4"	"30"	"289"	"46"	"5"	"7"	"1"	"2"	"1"	"83"	"7"	"15"	"4"	"1"	"1"	"3"	"0"	"0"	"534"	""	"534"	""
"220"	"197"	"5"	"2"	"7"	"129"	"15"	"1"	"6"	"2"	"3"	"0"	"169"	"2"	"8"	"1"	"0"	"1"	"3"	"0"	"1"	"355"	""	"355"	""
"221"	"198"	"2"	"0"	"0"	"42"	"12"	"2"	"1"	"0"	"0"	"1"	"203"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	""	"269"	""
"222"	"199"	"5"	"1"	"1"	"92"	"25"	"4"	"1"	"2"	"1"	"1"	"263"	"4"	"6"	"0"	"2"	"1"	"0"	"0"	"1"	"410"	""	"410"	""
"223"	"200"	"41"	"6"	"10"	"223"	"63"	"17"	"5"	"4"	"3"	"3"	"100"	"9"	"15"	"2"	"2"	"4"	"4"	"2"	"1"	"514"	""	"514"	""
"224"	"201"	"18"	"6"	"1"	"193"	"36"	"3"	"5"	"4"	"0"	"3"	"151"	"18"	"16"	"6"	"3"	"26"	"3"	"1"	"3"	"496"	""	"496"	""
"225"	"202"	"24"	"2"	"117"	"20"	"2"	"0"	"1"	"0"	"0"	"0"	"21"	"0"	"3"	"0"	"0"	"4"	"1"	"0"	"1"	"196"	""	"196"	""
"226"	"203"	"86"	"8"	"5"	"34"	"13"	"3"	"1"	"1"	"0"	"1"	"135"	"5"	"1"	"0"	"1"	"3"	"0"	"0"	"1"	"298"	""	"298"	""
"227"	"204"	"19"	"3"	"2"	"105"	"56"	"7"	"1"	"2"	"2"	"2"	"59"	"5"	"5"	"2"	"1"	"5"	"1"	"1"	"3"	"281"	""	"281"	""
"228"	"205"	"73"	"13"	"72"	"74"	"8"	"6"	"3"	"4"	"1"	"2"	"48"	"6"	"4"	"2"	"2"	"5"	"1"	"0"	"2"	"326"	""	"326"	""
"229"	"206"	"61"	"6"	"5"	"128"	"10"	"5"	"2"	"1"	"2"	"4"	"150"	"5"	"5"	"0"	"1"	"4"	"0"	"0"	"0"	"389"	""	"389"	""
"230"	"207"	"20"	"5"	"8"	"127"	"31"	"5"	"2"	"2"	"3"	"2"	"148"	"12"	"6"	"3"	"3"	"7"	"5"	"0"	"6"	"395"	""	"395"	""
"231"	"208"	"38"	"1"	"0"	"37"	"74"	"4"	"1"	"0"	"0"	"0"	"35"	"1"	"2"	"1"	"0"	"4"	"1"	"0"	"0"	"199"	""	"199"	""
"232"	"209"	"86"	"3"	"4"	"116"	"6"	"2"	"2"	"0"	"1"	"2"	"43"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	""	"267"	""
"233"	"210"	"53"	"7"	"121"	"28"	"32"	"3"	"0"	"2"	"2"	"0"	"15"	"3"	"1"	"0"	"2"	"1"	"1"	"1"	"1"	"273"	""	"273"	""
"234"	"211"	"25"	"2"	"3"	"93"	"84"	"6"	"1"	"4"	"1"	"9"	"99"	"10"	"15"	"5"	"4"	"17"	"19"	"2"	"11"	"410"	""	"410"	""
"235"	"212"	"50"	"5"	"26"	"61"	"63"	"5"	"0"	"5"	"2"	"0"	"47"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"270"	""	"270"	""
"236"	"213"	"11"	"2"	"7"	"84"	"26"	"7"	"0"	"1"	"3"	"1"	"105"	"9"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"262"	""	"262"	""
"237"	"214"	"9"	"0"	"0"	"149"	"16"	"0"	"1"	"0"	"0"	"0"	"18"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	""	"194"	""
"238"	"215"	"20"	"2"	"2"	"11"	"116"	"5"	"3"	"0"	"0"	"0"	"9"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"174"	""	"174"	""
"239"	"216"	"57"	"2"	"1"	"38"	"82"	"2"	"0"	"0"	"0"	"0"	"30"	"4"	"2"	"0"	"0"	"5"	"4"	"2"	"3"	"232"	""	"232"	""
"240"	"Candidates Name
-------->
BOTH NO
v"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"241"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"242"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"243"	"217"	"35"	"6"	"120"	"105"	"5"	"3"	"4"	"1"	"2"	"1"	"46"	"2"	"1"	"1"	"0"	"3"	"2"	"35"	"0"	"372"	""	"372"	""
"244"	"218"	"25"	"40"	"24"	"67"	"12"	"3"	"0"	"1"	"1"	"0"	"16"	"0"	"1"	"2"	"1"	"3"	"2"	"2"	"2"	"202"	""	"202"	""
"245"	"219"	"8"	"1"	"23"	"50"	"217"	"2"	"0"	"0"	"0"	"0"	"33"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"340"	""	"340"	""
"246"	"220"	"33"	"13"	"57"	"238"	"4"	"0"	"2"	"1"	"3"	"4"	"77"	"3"	"8"	"3"	"1"	"8"	"7"	"2"	"8"	"472"	""	"472"	""
"247"	"221"	"2"	"0"	"0"	"4"	"301"	"1"	"0"	"0"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"324"	""	"324"	""
"248"	"222"	"8"	"7"	"0"	"43"	"44"	"6"	"0"	"0"	"0"	"2"	"11"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"125"	""	"125"	""
"249"	"223"	"78"	"58"	"35"	"46"	"23"	"2"	"1"	"3"	"2"	"1"	"31"	"2"	"1"	"2"	"1"	"8"	"1"	"1"	"4"	"300"	""	"300"	""
"250"	"224"	"6"	"0"	"3"	"105"	"13"	"3"	"1"	"2"	"0"	"1"	"67"	"3"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"209"	""	"209"	""
"251"	"225"	"39"	"1"	"5"	"118"	"7"	"2"	"1"	"0"	"0"	"0"	"25"	"1"	"4"	"1"	"0"	"3"	"2"	"0"	"1"	"210"	""	"210"	""
"252"	"226"	"39"	"2"	"15"	"89"	"69"	"3"	"1"	"2"	"0"	"4"	"258"	"10"	"5"	"0"	"2"	"2"	"2"	"2"	"6"	"511"	""	"511"	""
"253"	"227"	"3"	"1"	"38"	"119"	"147"	"5"	"1"	"2"	"0"	"0"	"84"	"7"	"2"	"0"	"1"	"1"	"2"	"0"	"3"	"416"	""	"416"	""
"254"	"228"	"12"	"0"	"31"	"253"	"6"	"4"	"0"	"0"	"0"	"2"	"29"	"2"	"8"	"1"	"1"	"4"	"8"	"6"	"5"	"372"	""	"372"	""
"255"	"229"	"1"	"0"	"1"	"89"	"5"	"2"	"0"	"0"	"1"	"0"	"24"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"127"	""	"127"	""
"256"	"230"	"4"	"1"	"100"	"22"	"26"	"2"	"3"	"1"	"3"	"1"	"36"	"3"	"3"	"4"	"2"	"1"	"5"	"0"	"3"	"220"	""	"220"	""
"257"	"231"	"4"	"0"	"2"	"3"	"3"	"112"	"0"	"4"	"0"	"0"	"2"	"6"	"234"	"10"	"3"	"25"	"0"	"0"	"1"	"409"	""	"409"	""
"258"	"232"	"32"	"0"	"2"	"132"	"10"	"1"	"0"	"0"	"0"	"0"	"100"	"4"	"1"	"0"	"1"	"1"	"3"	"1"	"3"	"291"	""	"291"	""
"259"	"233"	"23"	"15"	"8"	"92"	"29"	"5"	"2"	"1"	"1"	"1"	"132"	"9"	"5"	"1"	"1"	"14"	"8"	"2"	"9"	"358"	""	"358"	""
"260"	"234"	"18"	"3"	"1"	"254"	"26"	"2"	"1"	"1"	"3"	"1"	"93"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"2"	"410"	""	"410"	""
"261"	"235"	"10"	"1"	"2"	"71"	"22"	"6"	"4"	"1"	"0"	"2"	"139"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"261"	""	"261"	""
"262"	"236"	"23"	"2"	"1"	"51"	"13"	"5"	"0"	"0"	"0"	"2"	"79"	"3"	"0"	"0"	"0"	"1"	"7"	"0"	"4"	"191"	""	"191"	""
"263"	"237"	"40"	"5"	"3"	"79"	"58"	"1"	"0"	"0"	"1"	"4"	"133"	"1"	"2"	"4"	"0"	"1"	"1"	"0"	"1"	"334"	""	"334"	""
"264"	"238"	"12"	"1"	"2"	"101"	"22"	"5"	"1"	"4"	"3"	"3"	"116"	"3"	"2"	"0"	"0"	"2"	"2"	"0"	"2"	"281"	""	"281"	""
"265"	"239"	"13"	"4"	"1"	"63"	"10"	"0"	"2"	"2"	"0"	"1"	"80"	"4"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"185"	""	"185"	""
"266"	"240"	"4"	"1"	"1"	"19"	"45"	"3"	"0"	"0"	"1"	"1"	"209"	"5"	"3"	"0"	"2"	"4"	"0"	"0"	"1"	"299"	""	"299"	""
"267"	"241"	"40"	"6"	"37"	"206"	"10"	"5"	"2"	"0"	"2"	"2"	"154"	"3"	"7"	"0"	"0"	"3"	"4"	"2"	"6"	"489"	""	"489"	""
"268"	"242"	"2"	"0"	"0"	"54"	"2"	"1"	"0"	"2"	"0"	"2"	"109"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"177"	""	"177"	""
