"X.v...k....XIV..i.kj.k.26.9.."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"QkeZ & 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"v afr e  i fj . kke  Ik="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu; e  56 C (2) nsf[ k, ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"34&l kl kj ke l al nh;  fuokZpu {ks= l s yksd  l Hkk ds fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Hkkx  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"fo/kku l Hkk fuokZpu {ks= esa fuokZpdksa dh dqy  l a[ ; k 233833"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"132"	"93"	"55"	"395"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"453"	""	"453"	""
"133"	"94"	"166"	"36"	"160"	"87"	"2"	"3"	"71"	"3"	"2"	"0"	"0"	"4"	"3"	"5"	"4"	"15"	"561"	""	"561"	""
"134"	"95"	"23"	"212"	"156"	"33"	"1"	"1"	"0"	"0"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"439"	""	"439"	""
"135"	"96"	"214"	"69"	"146"	"21"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"458"	""	"458"	""
"136"	"97"	"44"	"259"	"4"	"34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"342"	""	"342"	""
"137"	"98"	"58"	"213"	"33"	"52"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"5"	"369"	""	"369"	""
"138"	"TOTAL"	"11977"	"10605"	"10432"	"4716"	"242"	"301"	"659"	"89"	"73"	"87"	"67"	"50"	"132"	"206"	"120"	"310"	"40066"	"0"	"40066"	"0"
"139"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"141"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"142"	"BF"	"11977"	"10605"	"10432"	"4716"	"242"	"301"	"659"	"89"	"73"	"87"	"67"	"50"	"132"	"206"	"120"	"310"	"40066"	"0"	"40066"	"0"
"143"	"99"	"133"	"34"	"197"	"13"	"2"	"0"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"390"	""	"390"	""
"144"	"100"	"95"	"107"	"54"	"37"	"2"	"2"	"0"	"3"	"1"	"3"	"1"	"2"	"4"	"7"	"6"	"9"	"333"	""	"333"	""
"145"	"101"	"4"	"151"	"25"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"249"	""	"249"	""
"146"	"102"	"145"	"213"	"124"	"22"	"1"	"1"	"0"	"1"	"3"	"1"	"2"	"0"	"1"	"3"	"3"	"5"	"525"	""	"525"	""
"147"	"103"	"162"	"104"	"324"	"16"	"4"	"3"	"1"	"1"	"2"	"2"	"0"	"1"	"2"	"3"	"4"	"7"	"636"	""	"636"	""
"148"	"104"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"149"	"105"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"150"	"106"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"151"	"107"	"43"	"81"	"410"	"45"	"6"	"2"	"1"	"0"	"1"	"2"	"0"	"5"	"0"	"5"	"4"	"14"	"619"	""	"619"	""
"152"	"108"	"282"	"107"	"106"	"110"	"7"	"2"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"4"	"2"	"2"	"629"	""	"629"	""
"153"	"109"	"129"	"113"	"183"	"38"	"2"	"0"	"1"	"3"	"6"	"0"	"6"	"2"	"1"	"3"	"5"	"16"	"508"	""	"508"	""
"154"	"110"	"193"	"83"	"104"	"40"	"6"	"3"	"34"	"2"	"2"	"4"	"1"	"0"	"4"	"3"	"3"	"8"	"490"	""	"490"	""
"155"	"111"	"177"	"213"	"150"	"21"	"47"	"9"	"2"	"4"	"0"	"0"	"0"	"1"	"3"	"1"	"4"	"6"	"638"	""	"638"	""
"156"	"112"	"87"	"120"	"109"	"53"	"1"	"6"	"2"	"3"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"1"	"388"	""	"388"	""
"157"	"TOTAL"	"13427"	"11931"	"12218"	"5178"	"320"	"329"	"709"	"107"	"89"	"100"	"80"	"63"	"150"	"235"	"155"	"380"	"45471"	"0"	"45471"	"0"
"158"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"160"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"161"	"BF"	"13427"	"11931"	"12218"	"5178"	"320"	"329"	"709"	"107"	"89"	"100"	"80"	"63"	"150"	"235"	"155"	"380"	"45471"	"0"	"45471"	"0"
"162"	"113"	"19"	"280"	"17"	"14"	"1"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"363"	""	"363"	""
"163"	"114"	"184"	"83"	"76"	"32"	"8"	"26"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"4"	"4"	"7"	"429"	""	"429"	""
"164"	"115"	"36"	"147"	"125"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"323"	""	"323"	""
"165"	"116"	"233"	"66"	"51"	"15"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"4"	"0"	"0"	"4"	"378"	""	"378"	""
"166"	"117"	"19"	"197"	"208"	"12"	"0"	"9"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"455"	""	"455"	""
"167"	"118"	"132"	"280"	"140"	"55"	"2"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"3"	"3"	"2"	"624"	""	"624"	""
"168"	"119"	"92"	"116"	"220"	"71"	"6"	"14"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"4"	"0"	"1"	"529"	""	"529"	""
"169"	"120"	"107"	"141"	"160"	"56"	"1"	"6"	"1"	"1"	"1"	"0"	"1"	"2"	"3"	"1"	"0"	"3"	"484"	""	"484"	""
"170"	"121"	"6"	"82"	"109"	"6"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"1"	"4"	"217"	""	"217"	""
"171"	"122"	"37"	"183"	"139"	"18"	"3"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"387"	""	"387"	""
"172"	"123"	"9"	"34"	"179"	"19"	"8"	"1"	"4"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"2"	"262"	""	"262"	""
"173"	"124"	"90"	"7"	"228"	"55"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"382"	""	"382"	""
"174"	"125"	"99"	"198"	"141"	"16"	"1"	"15"	"5"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"1"	"3"	"487"	""	"487"	""
"175"	"126"	"57"	"186"	"9"	"70"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"329"	""	"329"	""
"176"	"TOTAL"	"14547"	"13931"	"14020"	"5626"	"355"	"435"	"727"	"115"	"95"	"110"	"89"	"71"	"163"	"258"	"166"	"412"	"51120"	"0"	"51120"	"0"
"177"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"178"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"179"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"180"	"BF"	"14547"	"13931"	"14020"	"5626"	"355"	"435"	"727"	"115"	"95"	"110"	"89"	"71"	"163"	"258"	"166"	"412"	"51120"	"0"	"51120"	"0"
"181"	"127"	"21"	"140"	"84"	"25"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"281"	""	"281"	""
"182"	"128"	"22"	"154"	"139"	"19"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"335"	""	"335"	""
"183"	"129"	"36"	"117"	"124"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"286"	""	"286"	""
"184"	"130"	"51"	"204"	"121"	"36"	"2"	"15"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"3"	"1"	"7"	"446"	""	"446"	""
"185"	"131"	"56"	"284"	"90"	"32"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"5"	"3"	"12"	"490"	""	"490"	""
"186"	"132"	"19"	"191"	"118"	"68"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"398"	""	"398"	""
"187"	"133"	"227"	"159"	"66"	"30"	"3"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"9"	"501"	""	"501"	""
"188"	"134"	"252"	"232"	"40"	"41"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"575"	""	"575"	""
"189"	"135"	"278"	"47"	"42"	"22"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"392"	""	"392"	""
"190"	"136"	"31"	"84"	"33"	"84"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	""	"236"	""
"191"	"137"	"15"	"374"	"44"	"66"	"8"	"43"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"3"	"3"	"2"	"564"	""	"564"	""
"192"	"138"	"24"	"124"	"148"	"66"	"2"	"3"	"1"	"3"	"1"	"1"	"3"	"2"	"3"	"3"	"0"	"2"	"386"	""	"386"	""
"193"	"139"	"168"	"11"	"156"	"64"	"4"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"2"	"4"	"417"	""	"417"	""
"194"	"140"	"124"	"25"	"77"	"42"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"4"	"278"	""	"278"	""
"195"	"TOTAL"	"15871"	"16077"	"15302"	"6224"	"385"	"508"	"739"	"123"	"99"	"116"	"95"	"75"	"174"	"280"	"181"	"456"	"56705"	"0"	"56705"	"0"
"196"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"198"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"199"	"BF"	"15871"	"16077"	"15302"	"6224"	"385"	"508"	"739"	"123"	"99"	"116"	"95"	"75"	"174"	"280"	"181"	"456"	"56705"	"0"	"56705"	"0"
"200"	"141"	"53"	"65"	"188"	"61"	"26"	"1"	"2"	"3"	"2"	"2"	"4"	"4"	"5"	"10"	"3"	"8"	"437"	""	"437"	""
"201"	"142"	"89"	"26"	"191"	"113"	"2"	"1"	"1"	"0"	"1"	"0"	"3"	"0"	"5"	"9"	"3"	"6"	"450"	""	"450"	""
"202"	"143"	"10"	"19"	"85"	"127"	"6"	"1"	"3"	"3"	"0"	"0"	"1"	"0"	"3"	"3"	"1"	"1"	"263"	""	"263"	""
"203"	"144"	"29"	"41"	"92"	"53"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"2"	"3"	"1"	"2"	"226"	""	"226"	""
"204"	"145"	"175"	"96"	"227"	"90"	"1"	"3"	"8"	"1"	"1"	"1"	"2"	"0"	"5"	"3"	"2"	"1"	"616"	""	"616"	""
"205"	"146"	"221"	"246"	"85"	"63"	"2"	"1"	"0"	"7"	"4"	"2"	"0"	"1"	"1"	"3"	"3"	"5"	"644"	""	"644"	""
"206"	"147"	"201"	"150"	"65"	"41"	"3"	"0"	"4"	"0"	"0"	"2"	"0"	"0"	"4"	"0"	"2"	"2"	"474"	""	"474"	""
"207"	"148"	"106"	"232"	"223"	"68"	"10"	"2"	"4"	"1"	"1"	"1"	"2"	"2"	"3"	"6"	"3"	"19"	"683"	""	"683"	""
"208"	"149"	"62"	"335"	"35"	"58"	"0"	"9"	"1"	"2"	"2"	"2"	"3"	"1"	"0"	"2"	"4"	"7"	"523"	""	"523"	""
"209"	"150"	"67"	"111"	"95"	"49"	"3"	"0"	"1"	"2"	"5"	"2"	"0"	"1"	"1"	"4"	"0"	"3"	"344"	""	"344"	""
"210"	"151"	"47"	"103"	"126"	"90"	"1"	"2"	"5"	"1"	"5"	"0"	"3"	"2"	"7"	"5"	"7"	"15"	"419"	""	"419"	""
"211"	"152"	"11"	"53"	"44"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"120"	""	"120"	""
"212"	"153"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"213"	"154"	"40"	"156"	"63"	"56"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"319"	""	"319"	""
"214"	"TOTAL"	"16982"	"17710"	"16821"	"7099"	"439"	"529"	"769"	"143"	"122"	"128"	"115"	"86"	"211"	"331"	"211"	"527"	"62223"	"0"	"62223"	"0"
"215"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"217"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"218"	"BF"	"16982"	"17710"	"16821"	"7099"	"439"	"529"	"769"	"143"	"122"	"128"	"115"	"86"	"211"	"331"	"211"	"527"	"62223"	"0"	"62223"	"0"
"219"	"155"	"235"	"133"	"71"	"39"	"14"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"501"	""	"501"	""
"220"	"156"	"15"	"93"	"68"	"91"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"274"	""	"274"	""
"221"	"157"	"36"	"142"	"17"	"36"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"234"	""	"234"	""
"222"	"158"	"172"	"124"	"178"	"95"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"580"	""	"580"	""
"223"	"159"	"90"	"300"	"45"	"9"	"0"	"32"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"2"	"483"	""	"483"	""
"224"	"160"	"202"	"69"	"79"	"28"	"0"	"1"	"1"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"1"	"2"	"389"	""	"389"	""
"225"	"161"	"106"	"9"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"5"	"129"	""	"129"	""
"226"	"162"	"179"	"128"	"93"	"62"	"3"	"1"	"11"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"2"	"2"	"487"	""	"487"	""
"227"	"163"	"54"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	""	"60"	""
"228"	"164"	"300"	"172"	"27"	"88"	"1"	"21"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"615"	""	"615"	""
"229"	"165"	"31"	"65"	"5"	"125"	"2"	"2"	"2"	"0"	"1"	"2"	"1"	"1"	"3"	"2"	"1"	"0"	"243"	""	"243"	""
"230"	"166"	"112"	"272"	"86"	"90"	"4"	"3"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"583"	""	"583"	""
"231"	"167"	"214"	"139"	"31"	"45"	"11"	"6"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"1"	"4"	"458"	""	"458"	""
"232"	"168"	"91"	"92"	"27"	"5"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"222"	""	"222"	""
"233"	"TOTAL"	"18819"	"19450"	"17558"	"7812"	"482"	"599"	"787"	"147"	"128"	"138"	"121"	"89"	"220"	"353"	"225"	"553"	"67481"	"0"	"67481"	"0"
"234"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"236"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"237"	"BF"	"18819"	"19450"	"17558"	"7812"	"482"	"599"	"787"	"147"	"128"	"138"	"121"	"89"	"220"	"353"	"225"	"553"	"67481"	"0"	"67481"	"0"
"238"	"169"	"19"	"110"	"143"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"294"	""	"294"	""
"239"	"170"	"351"	"229"	"13"	"15"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"3"	"2"	"3"	"625"	""	"625"	""
"240"	"171"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"241"	"172"	"113"	"13"	"5"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"142"	""	"142"	""
"242"	"173"	"123"	"12"	"70"	"16"	"1"	"1"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"234"	""	"234"	""
"243"	"174"	"229"	"68"	"74"	"15"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"2"	"0"	"0"	"9"	"404"	""	"404"	""
"244"	"175"	"239"	"70"	"26"	"31"	"1"	"2"	"17"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"7"	"405"	""	"405"	""
"245"	"176"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"246"	"177"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"247"	"178"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"248"	"179"	"59"	"50"	"179"	"170"	"8"	"5"	"4"	"2"	"2"	"1"	"0"	"0"	"4"	"7"	"1"	"4"	"496"	""	"496"	""
"249"	"180"	"95"	"18"	"119"	"41"	"1"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"4"	"4"	"0"	"5"	"295"	""	"295"	""
"250"	"181"	"19"	"11"	"104"	"28"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"3"	"2"	"6"	"179"	""	"179"	""
"251"	"182"	"22"	"299"	"123"	"32"	"8"	"18"	"2"	"0"	"3"	"3"	"1"	"3"	"3"	"7"	"7"	"17"	"548"	""	"548"	""
"252"	"TOTAL"	"20088"	"20330"	"18414"	"8191"	"506"	"629"	"817"	"155"	"139"	"147"	"129"	"95"	"235"	"380"	"240"	"608"	"71103"	"0"	"71103"	"0"
"253"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 206&pSui qj   fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"255"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"256"	"BF"	"20088"	"20330"	"18414"	"8191"	"506"	"629"	"817"	"155"	"139"	"147"	"129"	"95"	"235"	"380"	"240"	"608"	"71103"	"0"	"71103"	"0"
"257"	"183"	"213"	"147"	"86"	"146"	"12"	"11"	"4"	"2"	"4"	"2"	"0"	"0"	"6"	"15"	"0"	"0"	"648"	""	"648"	""
"258"	"184"	"101"	"130"	"46"	"13"	"1"	"12"	"4"	"0"	"3"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"319"	""	"319"	""
"259"	"185"	"22"	"75"	"33"	"70"	"6"	"5"	"0"	"0"	"3"	"5"	"1"	"0"	"6"	"7"	"5"	"19"	"257"	""	"257"	""
"260"	"186"	"102"	"53"	"26"	"30"	"2"	"57"	"1"	"0"	"2"	"1"	"1"	"1"	"0"	"2"	"0"	"2"	"280"	""	"280"	""
"261"	"187"	"84"	"471"	"114"	"16"	"2"	"3"	"0"	"1"	"2"	"1"	"1"	"2"	"5"	"0"	"7"	"5"	"714"	""	"714"	""
"262"	"188"	"122"	"270"	"148"	"110"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"3"	"4"	"664"	""	"664"	""
