"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :46---Narpatganj                                                                                                                                        No of Voters :226970"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"149"	"135"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"
"150"	"136"	"9"	"331"	""	"10"	""	"5"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"358"
"151"	"137"	"116"	"174"	""	"6"	""	"32"	""	"2"	""	"1"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"3"	"1"	""	"339"
"152"	"138"	"27"	"296"	""	"3"	""	"44"	""	"1"	""	"0"	""	"0"	""	"1"	""	"3"	""	"3"	""	"0"	""	"0"	"1"	""	"379"
"153"	"139"	"60"	"187"	""	"3"	""	"27"	""	"0"	""	"0"	""	"4"	""	"0"	""	"1"	""	"3"	""	"1"	""	"1"	"1"	""	"288"
"154"	"140"	"24"	"412"	""	"11"	""	"6"	""	"0"	""	"2"	""	"5"	""	"3"	""	"1"	""	"3"	""	"2"	""	"2"	"2"	""	"473"
"155"	"141"	"199"	"184"	""	"2"	""	"1"	""	"0"	""	"1"	""	"2"	""	"0"	""	"3"	""	"0"	""	"1"	""	"2"	"0"	""	"395"
"156"	"142"	"161"	"77"	""	"4"	""	"6"	""	"2"	""	"1"	""	"6"	""	"5"	""	"3"	""	"1"	""	"0"	""	"1"	"1"	""	"268"
"157"	"143"	"205"	"139"	""	"5"	""	"6"	""	"6"	""	"2"	""	"7"	""	"2"	""	"5"	""	"2"	""	"2"	""	"2"	"0"	""	"383"
"158"	"144"	"90"	"403"	""	"8"	""	"36"	""	"2"	""	"1"	""	"5"	""	"3"	""	"4"	""	"1"	""	"0"	""	"2"	"2"	""	"557"
"159"	"145"	"26"	"579"	""	"18"	""	"10"	""	"0"	""	"3"	""	"4"	""	"3"	""	"5"	""	"4"	""	"4"	""	"3"	"5"	""	"664"
"160"	"146"	"38"	"257"	""	"9"	""	"5"	""	"2"	""	"0"	""	"2"	""	"0"	""	"8"	""	"2"	""	"0"	""	"0"	"1"	""	"324"
"161"	"147"	"79"	"272"	""	"9"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"8"	""	"1"	""	"0"	""	"2"	"1"	""	"374"
"162"	"148"	"184"	"196"	""	"4"	""	"8"	""	"8"	""	"2"	""	"4"	""	"1"	""	"15"	""	"2"	""	"9"	""	"2"	"12"	""	"447"
"163"	"149"	"12"	"447"	""	"11"	""	"3"	""	"3"	""	"1"	""	"1"	""	"0"	""	"3"	""	"1"	""	"0"	""	"1"	"1"	""	"484"
"164"	"150"	"95"	"411"	""	"36"	""	"10"	""	"9"	""	"3"	""	"7"	""	"9"	""	"12"	""	"5"	""	"3"	""	"0"	"1"	""	"601"
"165"	"151"	"155"	"533"	""	"24"	""	"7"	""	"6"	""	"3"	""	"3"	""	"3"	""	"12"	""	"2"	""	"2"	""	"1"	"2"	""	"753"
"166"	"152"	"40"	"300"	""	"15"	""	"3"	""	"0"	""	"2"	""	"2"	""	"2"	""	"5"	""	"0"	""	"2"	""	"6"	"3"	""	"380"
"167"	"153"	"63"	"448"	""	"13"	""	"10"	""	"1"	""	"1"	""	"2"	""	"2"	""	"4"	""	"2"	""	"1"	""	"3"	"3"	""	"553"
"168"	"154"	"53"	"242"	""	"4"	""	"32"	""	"2"	""	"2"	""	"2"	""	"1"	""	"8"	""	"3"	""	"3"	""	"0"	"3"	""	"355"
"169"	"155"	"267"	"313"	""	"10"	""	"12"	""	"3"	""	"1"	""	"1"	""	"3"	""	"6"	""	"4"	""	"2"	""	"1"	"1"	""	"624"
"170"	"156"	"83"	"399"	""	"19"	""	"15"	""	"2"	""	"2"	""	"5"	""	"3"	""	"5"	""	"2"	""	"5"	""	"3"	"4"	""	"547"
"171"	"157"	"58"	"621"	""	"15"	""	"5"	""	"1"	""	"1"	""	"0"	""	"1"	""	"9"	""	"2"	""	"4"	""	"3"	"1"	""	"721"
"172"	"158"	"70"	"515"	""	"17"	""	"23"	""	"0"	""	"0"	""	"6"	""	"1"	""	"13"	""	"1"	""	"2"	""	"1"	"1"	""	"650"
"173"	"159"	"220"	"245"	""	"8"	""	"43"	""	"3"	""	"2"	""	"2"	""	"2"	""	"7"	""	"2"	""	"4"	""	"3"	"1"	""	"542"
"174"	"160"	"221"	"267"	""	"1"	""	"23"	""	"2"	""	"1"	""	"1"	""	"1"	""	"9"	""	"2"	""	"0"	""	"1"	"0"	""	"529"
"175"	"161"	"259"	"370"	""	"8"	""	"1"	""	"5"	""	"1"	""	"0"	""	"3"	""	"2"	""	"0"	""	"0"	""	"2"	"6"	""	"657"
"176"	"162"	"42"	"652"	""	"41"	""	"10"	""	"0"	""	"13"	""	"7"	""	"2"	""	"2"	""	"3"	""	"1"	""	"0"	"2"	""	"775"
"177"	"163"	"325"	"277"	""	"3"	""	"2"	""	"5"	""	"0"	""	"1"	""	"0"	""	"4"	""	"0"	""	"2"	""	"1"	"0"	""	"620"
"178"	"164"	"29"	"621"	""	"15"	""	"20"	""	"2"	""	"5"	""	"3"	""	"1"	""	"5"	""	"2"	""	"0"	""	"2"	"1"	""	"706"
"179"	"165"	"50"	"580"	""	"11"	""	"7"	""	"4"	""	"14"	""	"4"	""	"4"	""	"4"	""	"2"	""	"3"	""	"1"	"8"	""	"692"
"180"	"166"	"153"	"205"	""	"5"	""	"15"	""	"1"	""	"3"	""	"0"	""	"10"	""	"10"	""	"2"	""	"1"	""	"2"	"4"	""	"411"
"181"	"167"	"48"	"321"	""	"9"	""	"4"	""	"5"	""	"1"	""	"5"	""	"13"	""	"8"	""	"4"	""	"0"	""	"4"	"4"	""	"426"
"182"	"168"	"300"	"241"	""	"11"	""	"7"	""	"6"	""	"4"	""	"1"	""	"5"	""	"5"	""	"1"	""	"0"	""	"2"	"1"	""	"584"
"183"	"169"	"357"	"140"	""	"4"	""	"11"	""	"10"	""	"2"	""	"2"	""	"3"	""	"5"	""	"2"	""	"0"	""	"1"	"3"	""	"540"
"184"	"170"	"190"	"295"	""	"6"	""	"20"	""	"3"	""	"28"	""	"5"	""	"4"	""	"8"	""	"4"	""	"1"	""	"2"	"7"	""	"573"
"185"	"171"	"138"	"174"	""	"13"	""	"78"	""	"8"	""	"6"	""	"1"	""	"4"	""	"8"	""	"4"	""	"4"	""	"3"	"9"	""	"450"
"186"	"172"	"47"	"469"	""	"13"	""	"10"	""	"1"	""	"2"	""	"1"	""	"4"	""	"7"	""	"4"	""	"2"	""	"3"	"5"	""	"568"
"187"	"173"	"23"	"573"	""	"16"	""	"2"	""	"0"	""	"0"	""	"2"	""	"3"	""	"7"	""	"0"	""	"0"	""	"0"	"0"	""	"626"
"188"	"174"	"12"	"298"	""	"1"	""	"24"	""	"0"	""	"2"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"339"
"189"	"175"	"57"	"327"	""	"12"	""	"28"	""	"2"	""	"3"	""	"1"	""	"2"	""	"7"	""	"1"	""	"1"	""	"2"	"3"	""	"446"
"190"	"176"	"182"	"653"	""	"30"	""	"37"	""	"4"	""	"5"	""	"12"	""	"4"	""	"8"	""	"2"	""	"4"	""	"1"	"1"	""	"943"
"191"	"177"	"208"	"321"	""	"14"	""	"51"	""	"4"	""	"2"	""	"2"	""	"0"	""	"7"	""	"0"	""	"1"	""	"7"	"1"	""	"618"
"192"	"178"	"29"	"304"	""	"11"	""	"54"	""	"6"	""	"1"	""	"1"	""	"0"	""	"2"	""	"3"	""	"0"	""	"3"	"1"	""	"415"
"193"	"179"	"250"	"298"	""	"10"	""	"5"	""	"6"	""	"0"	""	"2"	""	"4"	""	"3"	""	"1"	""	"4"	""	"0"	"7"	""	"590"
"194"	"180"	"44"	"234"	""	"5"	""	"16"	""	"1"	""	"0"	""	"2"	""	"0"	""	"2"	""	"2"	""	"0"	""	"1"	"1"	""	"308"
"195"	"181"	"226"	"260"	""	"14"	""	"59"	""	"6"	""	"4"	""	"2"	""	"3"	""	"10"	""	"1"	""	"2"	""	"3"	"4"	""	"594"
"196"	"182"	"46"	"339"	""	"39"	""	"129"	""	"3"	""	"4"	""	"1"	""	"4"	""	"6"	""	"2"	""	"0"	""	"1"	"1"	""	"575"
"197"	"183"	"11"	"146"	""	"9"	""	"16"	""	"2"	""	"0"	""	"1"	""	"3"	""	"4"	""	"4"	""	"1"	""	"1"	"7"	""	"205"
"198"	"184"	"22"	"354"	""	"24"	""	"12"	""	"4"	""	"2"	""	"2"	""	"1"	""	"7"	""	"5"	""	"1"	""	"2"	"6"	""	"442"
"199"	"185"	"81"	"284"	""	"15"	""	"32"	""	"5"	""	"1"	""	"3"	""	"2"	""	"8"	""	"3"	""	"3"	""	"1"	"3"	""	"441"
"200"	"186"	"45"	"315"	""	"8"	""	"36"	""	"2"	""	"3"	""	"3"	""	"1"	""	"3"	""	"3"	""	"1"	""	"1"	"4"	""	"425"
"201"	"187"	"129"	"407"	""	"14"	""	"24"	""	"5"	""	"3"	""	"7"	""	"7"	""	"10"	""	"3"	""	"1"	""	"2"	"4"	""	"616"
"202"	"188"	"313"	"125"	""	"3"	""	"56"	""	"2"	""	"3"	""	"2"	""	"2"	""	"6"	""	"0"	""	"4"	""	"0"	"2"	""	"518"
"203"	"189"	"225"	"263"	""	"14"	""	"48"	""	"7"	""	"10"	""	"3"	""	"5"	""	"16"	""	"4"	""	"1"	""	"4"	"4"	""	"604"
"204"	"190"	"103"	"265"	""	"5"	""	"67"	""	"4"	""	"8"	""	"1"	""	"3"	""	"6"	""	"0"	""	"1"	""	"0"	"5"	""	"468"
"205"	"191"	"94"	"457"	""	"15"	""	"15"	""	"4"	""	"7"	""	"4"	""	"3"	""	"10"	""	"1"	""	"0"	""	"0"	"2"	""	"612"
"206"	"192"	"98"	"405"	""	"19"	""	"53"	""	"3"	""	"1"	""	"4"	""	"1"	""	"6"	""	"1"	""	"1"	""	"3"	"2"	""	"597"
"207"	"193"	"37"	"349"	""	"6"	""	"35"	""	"3"	""	"12"	""	"2"	""	"2"	""	"5"	""	"4"	""	"3"	""	"2"	"3"	""	"463"
"208"	"194"	"119"	"82"	""	"5"	""	"23"	""	"4"	""	"6"	""	"6"	""	"3"	""	"11"	""	"2"	""	"1"	""	"1"	"2"	""	"265"
"209"	"195"	"171"	"381"	""	"11"	""	"13"	""	"3"	""	"4"	""	"1"	""	"2"	""	"6"	""	"1"	""	"0"	""	"1"	"2"	""	"596"
"210"	"196"	"166"	"283"	""	"11"	""	"5"	""	"3"	""	"5"	""	"1"	""	"3"	""	"6"	""	"4"	""	"4"	""	"1"	"5"	""	"497"
"211"	"197"	"85"	"344"	""	"8"	""	"6"	""	"2"	""	"11"	""	"1"	""	"1"	""	"4"	""	"0"	""	"2"	""	"1"	"4"	""	"469"
"212"	"198"	"251"	"277"	""	"11"	""	"6"	""	"4"	""	"5"	""	"0"	""	"5"	""	"8"	""	"0"	""	"0"	""	"0"	"1"	""	"568"
"213"	"199"	"206"	"208"	""	"8"	""	"8"	""	"4"	""	"7"	""	"2"	""	"2"	""	"3"	""	"3"	""	"0"	""	"2"	"2"	""	"455"
"214"	"200"	"264"	"190"	""	"1"	""	"4"	""	"3"	""	"0"	""	"0"	""	"1"	""	"2"	""	"1"	""	"1"	""	"0"	"1"	""	"468"
"215"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"216"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"217"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"218"	"201"	"117"	"433"	""	"17"	""	"11"	""	"5"	""	"4"	""	"1"	""	"1"	""	"5"	""	"3"	""	"0"	""	"2"	"0"	""	"599"
"219"	"202"	"209"	"162"	""	"8"	""	"9"	""	"5"	""	"0"	""	"1"	""	"1"	""	"8"	""	"2"	""	"0"	""	"1"	"1"	""	"407"
"220"	"203"	"100"	"446"	""	"6"	""	"4"	""	"2"	""	"4"	""	"0"	""	"1"	""	"2"	""	"2"	""	"3"	""	"2"	"0"	""	"572"
"221"	"204"	"62"	"529"	""	"12"	""	"27"	""	"1"	""	"10"	""	"4"	""	"1"	""	"3"	""	"0"	""	"1"	""	"3"	"1"	""	"654"
"222"	"205"	"214"	"168"	""	"16"	""	"12"	""	"3"	""	"61"	""	"3"	""	"6"	""	"7"	""	"9"	""	"0"	""	"5"	"4"	""	"508"
"223"	"206"	"77"	"325"	""	"15"	""	"3"	""	"4"	""	"4"	""	"2"	""	"2"	""	"8"	""	"4"	""	"1"	""	"2"	"1"	""	"448"
"224"	"207"	"61"	"464"	""	"9"	""	"1"	""	"3"	""	"2"	""	"2"	""	"1"	""	"4"	""	"0"	""	"0"	""	"1"	"1"	""	"549"
"225"	"208"	"68"	"651"	""	"10"	""	"71"	""	"8"	""	"12"	""	"1"	""	"3"	""	"7"	""	"2"	""	"2"	""	"2"	"0"	""	"837"
"226"	"209"	"116"	"345"	""	"12"	""	"26"	""	"6"	""	"2"	""	"4"	""	"7"	""	"10"	""	"7"	""	"1"	""	"2"	"3"	""	"541"
"227"	"210"	"104"	"357"	""	"19"	""	"6"	""	"1"	""	"1"	""	"8"	""	"6"	""	"4"	""	"1"	""	"5"	""	"4"	"8"	""	"524"
"228"	"211"	"214"	"160"	""	"14"	""	"11"	""	"4"	""	"12"	""	"4"	""	"2"	""	"14"	""	"3"	""	"5"	""	"2"	"4"	""	"449"
"229"	"212"	"430"	"106"	""	"9"	""	"53"	""	"8"	""	"10"	""	"1"	""	"3"	""	"5"	""	"3"	""	"0"	""	"0"	"1"	""	"629"
"230"	"213"	"117"	"338"	""	"5"	""	"32"	""	"2"	""	"1"	""	"3"	""	"2"	""	"5"	""	"8"	""	"1"	""	"2"	"9"	""	"525"
"231"	"214"	"100"	"171"	""	"11"	""	"15"	""	"0"	""	"1"	""	"3"	""	"5"	""	"9"	""	"6"	""	"0"	""	"3"	"6"	""	"330"
"232"	"215"	"41"	"332"	""	"17"	""	"4"	""	"0"	""	"0"	""	"1"	""	"0"	""	"3"	""	"6"	""	"2"	""	"3"	"4"	""	"413"
"233"	"216"	"238"	"200"	""	"13"	""	"10"	""	"8"	""	"2"	""	"1"	""	"4"	""	"8"	""	"7"	""	"1"	""	"1"	"1"	""	"494"
"234"	"217"	"225"	"247"	""	"8"	""	"16"	""	"5"	""	"3"	""	"0"	""	"4"	""	"11"	""	"2"	""	"0"	""	"2"	"0"	""	"523"
"235"	"218"	"216"	"50"	""	"6"	""	"15"	""	"7"	""	"4"	""	"1"	""	"5"	""	"14"	""	"9"	""	"0"	""	"4"	"3"	""	"334"
"236"	"Total:"	"41313"	"69104"	""	"2600"	""	"4470"	""	"758"	""	"611"	""	"778"	""	"614"	""	"1235"	""	"499"	""	"318"	""	"355"	"570"	""	"######"
"237"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"Date: 16/05/2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"Assembly Constituency :46---Narpatganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"Parliament Constituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"Form-20  (Part-I-B)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Assembly Constituency :46---Narpatganj                                                                                                                                        No of Voters :226970"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"Candidates Name
----->
BOOTH NO"	"Brough forward from TOTAL  (Part-I-A)"	""	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"
"248"	""	""	""	"NITYA NAND BISHWAS"	""	"PRAMOD SINGH YADAV"	""	"PRINCE VICTOR"	""	"LAXMI SADA"	""	"VIJAY SAH"	""	"SANJAY KUMAR JHA"	""	"D. SAJJAD"	""	"SATYA NARAYAN WRITER"	""	"SADA NAND CHOUDHARY"	""	"SADHANA DEVI"	"SUKDEO PASWAN"	""	"MOHAMMED SAIFUR RAB"	""
"249"	"1"	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	"22"	""	"23"	""	"24"	""	"25"	"26"	""	"27"	"28"
"250"	"1"	"740"	""	"7"	""	"3"	""	"11"	""	"21"	""	"8"	""	"7"	""	"12"	""	"14"	""	"19"	""	"26"	"13"	""	"20"	"901"
"251"	"2"	"769"	""	"0"	""	"4"	""	"6"	""	"11"	""	"1"	""	"0"	""	"3"	""	"8"	""	"4"	""	"2"	"2"	""	"15"	"825"
"252"	"3"	"519"	""	"5"	""	"2"	""	"8"	""	"7"	""	"2"	""	"2"	""	"3"	""	"6"	""	"6"	""	"2"	"3"	""	"10"	"575"
"253"	"4"	"832"	""	"4"	""	"11"	""	"34"	""	"9"	""	"11"	""	"1"	""	"5"	""	"1"	""	"4"	""	"3"	"8"	""	"4"	"927"
"254"	"5"	"770"	""	"6"	""	"11"	""	"60"	""	"15"	""	"5"	""	"1"	""	"1"	""	"0"	""	"2"	""	"6"	"6"	""	"7"	"890"
"255"	"6"	"574"	""	"1"	""	"2"	""	"19"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	"1"	""	"2"	"603"
"256"	"7"	"286"	""	"0"	""	"0"	""	"0"	""	"6"	""	"1"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	"0"	""	"5"	"301"
"257"	"8"	"599"	""	"1"	""	"5"	""	"2"	""	"8"	""	"4"	""	"3"	""	"1"	""	"2"	""	"3"	""	"4"	"46"	""	"3"	"681"
"258"	"9"	"349"	""	"4"	""	"4"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	"2"	""	"2"	""	"0"	"22"	""	"2"	"390"
"259"	"10"	"573"	""	"4"	""	"8"	""	"33"	""	"9"	""	"9"	""	"2"	""	"2"	""	"5"	""	"5"	""	"6"	"12"	""	"7"	"675"
"260"	"11"	"704"	""	"10"	""	"5"	""	"42"	""	"9"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"3"	""	"7"	"783"
"261"	"12"	"629"	""	"1"	""	"1"	""	"12"	""	"19"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	"1"	""	"2"	"669"
"262"	"13"	"582"	""	"7"	""	"9"	""	"16"	""	"13"	""	"2"	""	"4"	""	"5"	""	"9"	""	"4"	""	"8"	"8"	""	"3"	"670"
"263"	"14"	"704"	""	"3"	""	"2"	""	"13"	""	"4"	""	"3"	""	"4"	""	"0"	""	"1"	""	"0"	""	"2"	"4"	""	"2"	"742"
"264"	"15"	"707"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"2"	"712"
"265"	"16"	"650"	""	"0"	""	"0"	""	"3"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"0"	"655"
"266"	"17"	"578"	""	"3"	""	"3"	""	"4"	""	"7"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	"1"	""	"2"	"601"
"267"	"18"	"607"	""	"5"	""	"11"	""	"28"	""	"16"	""	"1"	""	"0"	""	"1"	""	"2"	""	"1"	""	"2"	"1"	""	"4"	"679"
"268"	"19"	"462"	""	"0"	""	"0"	""	"0"	""	"9"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"0"	"473"
"269"	"20"	"636"	""	"3"	""	"3"	""	"29"	""	"8"	""	"6"	""	"3"	""	"3"	""	"5"	""	"7"	""	"7"	"2"	""	"9"	"721"
"270"	"21"	"552"	""	"5"	""	"16"	""	"38"	""	"8"	""	"3"	""	"3"	""	"0"	""	"6"	""	"8"	""	"16"	"24"	""	"12"	"691"
"271"	"22"	"377"	""	"5"	""	"6"	""	"3"	""	"2"	""	"6"	""	"1"	""	"1"	""	"3"	""	"3"	""	"12"	"2"	""	"5"	"426"
"272"	"23"	"637"	""	"9"	""	"15"	""	"14"	""	"12"	""	"8"	""	"4"	""	"0"	""	"7"	""	"7"	""	"22"	"19"	""	"16"	"770"
"273"	"24"	"447"	""	"3"	""	"4"	""	"15"	""	"14"	""	"4"	""	"5"	""	"3"	""	"9"	""	"10"	""	"12"	"19"	""	"10"	"555"
"274"	"25"	"515"	""	"11"	""	"7"	""	"21"	""	"9"	""	"2"	""	"4"	""	"3"	""	"4"	""	"2"	""	"4"	"15"	""	"13"	"610"
"275"	"26"	"399"	""	"2"	""	"3"	""	"1"	""	"4"	""	"1"	""	"3"	""	"0"	""	"3"	""	"1"	""	"0"	"2"	""	"0"	"419"
"276"	"27"	"498"	""	"1"	""	"2"	""	"8"	""	"5"	""	"0"	""	"0"	""	"2"	""	"2"	""	"1"	""	"1"	"14"	""	"2"	"536"
"277"	"28"	"568"	""	"1"	""	"1"	""	"6"	""	"5"	""	"3"	""	"0"	""	"0"	""	"5"	""	"12"	""	"12"	"11"	""	"9"	"633"
"278"	"29"	"617"	""	"4"	""	"2"	""	"13"	""	"26"	""	"2"	""	"2"	""	"4"	""	"6"	""	"5"	""	"5"	"16"	""	"12"	"714"
"279"	"30"	"613"	""	"6"	""	"2"	""	"10"	""	"26"	""	"8"	""	"6"	""	"2"	""	"11"	""	"7"	""	"13"	"15"	""	"13"	"732"
"280"	"31"	"651"	""	"5"	""	"10"	""	"4"	""	"1"	""	"2"	""	"1"	""	"1"	""	"8"	""	"3"	""	"2"	"19"	""	"7"	"714"
"281"	"32"	"682"	""	"11"	""	"6"	""	"26"	""	"2"	""	"0"	""	"4"	""	"0"	""	"3"	""	"3"	""	"5"	"29"	""	"3"	"774"
"282"	"33"	"717"	""	"2"	""	"3"	""	"10"	""	"2"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	"15"	""	"2"	"757"
"283"	"34"	"713"	""	"2"	""	"5"	""	"2"	""	"2"	""	"2"	""	"1"	""	"0"	""	"2"	""	"0"	""	"1"	"15"	""	"0"	"745"
"284"	"35"	"617"	""	"2"	""	"2"	""	"8"	""	"2"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"1"	"8"	""	"4"	"648"
"285"	"36"	"774"	""	"7"	""	"10"	""	"59"	""	"7"	""	"6"	""	"2"	""	"1"	""	"2"	""	"4"	""	"1"	"21"	""	"4"	"898"
"286"	"37"	"791"	""	"6"	""	"11"	""	"14"	""	"4"	""	"0"	""	"4"	""	"0"	""	"5"	""	"0"	""	"3"	"8"	""	"5"	"851"
"287"	"38"	"897"	""	"5"	""	"10"	""	"26"	""	"10"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"3"	"0"	""	"2"	"955"
"288"	"39"	"497"	""	"2"	""	"4"	""	"3"	""	"1"	""	"0"	""	"3"	""	"2"	""	"2"	""	"2"	""	"2"	"2"	""	"1"	"521"
"289"	"40"	"847"	""	"2"	""	"5"	""	"6"	""	"8"	""	"1"	""	"1"	""	"1"	""	"1"	""	"6"	""	"4"	"9"	""	"10"	"901"
"290"	"41"	"711"	""	"11"	""	"11"	""	"46"	""	"12"	""	"3"	""	"4"	""	"0"	""	"5"	""	"3"	""	"9"	"20"	""	"6"	"841"
"291"	"42"	"590"	""	"5"	""	"4"	""	"12"	""	"1"	""	"2"	""	"1"	""	"2"	""	"8"	""	"0"	""	"2"	"10"	""	"1"	"638"
"292"	"43"	"465"	""	"3"	""	"2"	""	"2"	""	"10"	""	"2"	""	"1"	""	"5"	""	"5"	""	"9"	""	"7"	"4"	""	"10"	"525"
"293"	"44"	"741"	""	"2"	""	"4"	""	"4"	""	"1"	""	"0"	""	"2"	""	"0"	""	"5"	""	"2"	""	"3"	"19"	""	"2"	"785"
"294"	"45"	"749"	""	"1"	""	"8"	""	"5"	""	"8"	""	"5"	""	"2"	""	"1"	""	"4"	""	"2"	""	"2"	"1"	""	"2"	"790"
"295"	"46"	"662"	""	"3"	""	"0"	""	"2"	""	"9"	""	"4"	""	"2"	""	"3"	""	"8"	""	"6"	""	"6"	"22"	""	"2"	"729"
"296"	"47"	"838"	""	"3"	""	"5"	""	"0"	""	"6"	""	"1"	""	"0"	""	"1"	""	"3"	""	"0"	""	"2"	"7"	""	"1"	"867"
"297"	"48"	"668"	""	"0"	""	"1"	""	"5"	""	"12"	""	"3"	""	"3"	""	"0"	""	"1"	""	"0"	""	"3"	"5"	""	"3"	"704"
"298"	"49"	"720"	""	"5"	""	"11"	""	"19"	""	"6"	""	"3"	""	"3"	""	"1"	""	"6"	""	"2"	""	"5"	"18"	""	"3"	"802"
"299"	"50"	"713"	""	"2"	""	"2"	""	"14"	""	"3"	""	"3"	""	"3"	""	"2"	""	"2"	""	"2"	""	"5"	"4"	""	"3"	"758"
"300"	"51"	"572"	""	"4"	""	"3"	""	"5"	""	"26"	""	"7"	""	"10"	""	"3"	""	"17"	""	"9"	""	"20"	"18"	""	"17"	"711"
"301"	"52"	"547"	""	"1"	""	"3"	""	"11"	""	"4"	""	"4"	""	"2"	""	"1"	""	"4"	""	"4"	""	"3"	"15"	""	"4"	"603"
