"X..usDpj....XLI"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"¼v/; k; & XIV  i kj k 26.9 ½ QkeZ & 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"v afr e  i fj . kke  Ik="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu; e  56 C (2) nsf[ k, ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"34&l kl kj ke l al nh;  fuokZpu {ks= l s yksd  l Hkk ds fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Hkkx  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"pØ  l añ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"fo/kku l Hkk fuokZpu {ks= esa fuokZpdksa dh dqy  l a[ ; k 201376"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"130"	"90"	"38"	"307"	"199"	"10"	"2"	"19"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"579"	""	"579"	""
"131"	"91"	"9"	"190"	"236"	"58"	"4"	"24"	"3"	"3"	"0"	"0"	"1"	"0"	"4"	"2"	"0"	"1"	"535"	""	"535"	""
"132"	"92"	"109"	"141"	"63"	"111"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"5"	"4"	"3"	"5"	"14"	"475"	""	"475"	""
"133"	"93"	"4"	"194"	"60"	"22"	"0"	"7"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"293"	""	"293"	""
"134"	"94"	"9"	"104"	"173"	"8"	"1"	"12"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"314"	""	"314"	""
"135"	"95"	"90"	"244"	"219"	"24"	"1"	"2"	"1"	"2"	"3"	"3"	"0"	"1"	"1"	"0"	"0"	"2"	"593"	""	"593"	""
"136"	"96"	"56"	"48"	"74"	"51"	"2"	"165"	"5"	"0"	"0"	"3"	"1"	"1"	"2"	"1"	"0"	"2"	"411"	""	"411"	""
"137"	"97"	"3"	"32"	"4"	"23"	"2"	"188"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	""	"258"	""
"138"	"98"	"40"	"208"	"37"	"125"	"1"	"145"	"0"	"1"	"0"	"1"	"3"	"0"	"2"	"3"	"2"	"7"	"575"	""	"575"	""
"139"	"TOTAL"	"8006"	"10624"	"8145"	"5332"	"866"	"2694"	"314"	"102"	"104"	"235"	"95"	"71"	"142"	"221"	"108"	"343"	"37402"	"0"	"37402"	"0"
"140"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"142"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"143"	"BF"	"8006"	"10624"	"8145"	"5332"	"866"	"2694"	"314"	"102"	"104"	"235"	"95"	"71"	"142"	"221"	"108"	"343"	"37402"	"0"	"37402"	"0"
"144"	"99"	"29"	"210"	"27"	"19"	"126"	"203"	"1"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"3"	"628"	""	"628"	""
"145"	"100"	"40"	"60"	"10"	"38"	"58"	"127"	"0"	"2"	"2"	"2"	"3"	"1"	"0"	"0"	"1"	"0"	"344"	""	"344"	""
"146"	"101"	"29"	"110"	"19"	"14"	"53"	"132"	"4"	"2"	"0"	"3"	"0"	"2"	"1"	"1"	"1"	"1"	"372"	""	"372"	""
"147"	"102"	"39"	"39"	"28"	"4"	"92"	"51"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"255"	""	"255"	""
"148"	"103"	"18"	"58"	"36"	"51"	"87"	"26"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"3"	"285"	""	"285"	""
"149"	"104"	"9"	"24"	"59"	"121"	"1"	"11"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"1"	"0"	"1"	"232"	""	"232"	""
"150"	"105"	"48"	"27"	"6"	"31"	"1"	"87"	"4"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"211"	""	"211"	""
"151"	"106"	"58"	"124"	"234"	"48"	"5"	"88"	"2"	"1"	"2"	"1"	"1"	"2"	"4"	"1"	"5"	"7"	"583"	""	"583"	""
"152"	"107"	"80"	"231"	"76"	"80"	"7"	"129"	"4"	"2"	"2"	"4"	"4"	"1"	"6"	"5"	"4"	"16"	"651"	""	"651"	""
"153"	"108"	"45"	"260"	"4"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"335"	""	"335"	""
"154"	"109"	"9"	"258"	"6"	"38"	"0"	"3"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"2"	"0"	"321"	""	"321"	""
"155"	"110"	"131"	"42"	"139"	"44"	"1"	"5"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"3"	"1"	"0"	"371"	""	"371"	""
"156"	"111"	"11"	"227"	"49"	"38"	"4"	"61"	"7"	"1"	"3"	"2"	"2"	"3"	"7"	"6"	"4"	"6"	"431"	""	"431"	""
"157"	"112"	"89"	"144"	"80"	"37"	"3"	"38"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"5"	"4"	"7"	"415"	""	"415"	""
"158"	"TOTAL"	"8641"	"12438"	"8918"	"5920"	"1304"	"3655"	"338"	"117"	"119"	"251"	"113"	"86"	"167"	"246"	"135"	"388"	"42836"	"0"	"42836"	"0"
"159"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"161"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"162"	"BF"	"8641"	"12438"	"8918"	"5920"	"1304"	"3655"	"338"	"117"	"119"	"251"	"113"	"86"	"167"	"246"	"135"	"388"	"42836"	"0"	"42836"	"0"
"163"	"113"	"100"	"96"	"67"	"15"	"2"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"289"	""	"289"	""
"164"	"114"	"84"	"176"	"145"	"17"	"2"	"51"	"0"	"4"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"1"	"489"	""	"489"	""
"165"	"115"	"198"	"148"	"112"	"45"	"5"	"34"	"3"	"1"	"2"	"1"	"1"	"0"	"2"	"1"	"2"	"4"	"559"	""	"559"	""
"166"	"116"	"13"	"154"	"170"	"20"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"363"	""	"363"	""
"167"	"117"	"33"	"143"	"119"	"21"	"5"	"56"	"1"	"0"	"1"	"3"	"0"	"0"	"5"	"2"	"1"	"7"	"397"	""	"397"	""
"168"	"118"	"219"	"199"	"82"	"97"	"4"	"0"	"0"	"0"	"0"	"4"	"3"	"3"	"2"	"4"	"6"	"2"	"625"	""	"625"	""
"169"	"119"	"13"	"258"	"308"	"39"	"2"	"12"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"640"	""	"640"	""
"170"	"120"	"329"	"346"	"31"	"20"	"10"	"3"	"0"	"3"	"0"	"3"	"2"	"2"	"1"	"0"	"2"	"2"	"754"	""	"754"	""
"171"	"121"	"97"	"188"	"119"	"42"	"0"	"13"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"462"	""	"462"	""
"172"	"122"	"28"	"91"	"29"	"94"	"5"	"108"	"1"	"0"	"7"	"1"	"1"	"0"	"2"	"3"	"2"	"3"	"375"	""	"375"	""
"173"	"123"	"118"	"197"	"65"	"86"	"3"	"47"	"2"	"2"	"3"	"4"	"5"	"3"	"4"	"5"	"0"	"2"	"546"	""	"546"	""
"174"	"124"	"18"	"327"	"13"	"52"	"2"	"40"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"5"	"2"	"1"	"463"	""	"463"	""
"175"	"125"	"51"	"198"	"56"	"76"	"2"	"2"	"2"	"1"	"3"	"21"	"0"	"0"	"0"	"3"	"0"	"1"	"416"	""	"416"	""
"176"	"126"	"122"	"42"	"89"	"192"	"4"	"0"	"2"	"1"	"1"	"0"	"3"	"1"	"1"	"1"	"2"	"6"	"467"	""	"467"	""
"177"	"TOTAL"	"10064"	"15001"	"10323"	"6736"	"1351"	"4023"	"351"	"133"	"139"	"295"	"129"	"99"	"187"	"272"	"157"	"421"	"49681"	"0"	"49681"	"0"
"178"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"180"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"181"	"BF"	"10064"	"15001"	"10323"	"6736"	"1351"	"4023"	"351"	"133"	"139"	"295"	"129"	"99"	"187"	"272"	"157"	"421"	"49681"	"0"	"49681"	"0"
"182"	"127"	"174"	"114"	"14"	"44"	"2"	"44"	"2"	"1"	"1"	"0"	"1"	"1"	"2"	"2"	"2"	"1"	"405"	""	"405"	""
"183"	"128"	"5"	"139"	"68"	"302"	"2"	"16"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"3"	"4"	"6"	"551"	""	"551"	""
"184"	"129"	"80"	"167"	"147"	"58"	"1"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"3"	"4"	"3"	"3"	"472"	""	"472"	""
"185"	"130"	"44"	"131"	"95"	"66"	"2"	"5"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"8"	"355"	""	"355"	""
"186"	"131"	"6"	"53"	"31"	"57"	"2"	"10"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"1"	"1"	"0"	"166"	""	"166"	""
"187"	"132"	"15"	"89"	"31"	"40"	"1"	"35"	"1"	"1"	"0"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"219"	""	"219"	""
"188"	"133"	"89"	"132"	"67"	"50"	"7"	"58"	"5"	"1"	"3"	"3"	"3"	"0"	"2"	"2"	"5"	"6"	"433"	""	"433"	""
"189"	"134"	"63"	"197"	"46"	"82"	"3"	"8"	"0"	"2"	"2"	"4"	"0"	"0"	"3"	"2"	"2"	"13"	"427"	""	"427"	""
"190"	"135"	"90"	"216"	"51"	"21"	"8"	"3"	"2"	"4"	"2"	"2"	"0"	"1"	"1"	"2"	"1"	"9"	"413"	""	"413"	""
"191"	"136"	"118"	"130"	"63"	"191"	"5"	"6"	"43"	"5"	"4"	"0"	"1"	"2"	"9"	"9"	"5"	"6"	"597"	""	"597"	""
"192"	"137"	"26"	"69"	"31"	"262"	"4"	"2"	"1"	"1"	"0"	"3"	"3"	"1"	"7"	"10"	"2"	"16"	"438"	""	"438"	""
"193"	"138"	"74"	"97"	"77"	"21"	"5"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"280"	""	"280"	""
"194"	"139"	"7"	"227"	"54"	"13"	"4"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"308"	""	"308"	""
"195"	"140"	"8"	"254"	"56"	"55"	"1"	"2"	"0"	"2"	"2"	"1"	"0"	"1"	"2"	"3"	"5"	"2"	"394"	""	"394"	""
"196"	"TOTAL"	"10863"	"17016"	"11154"	"7998"	"1398"	"4215"	"407"	"152"	"157"	"316"	"140"	"109"	"222"	"312"	"188"	"492"	"55139"	"0"	"55139"	"0"
"197"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"199"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"200"	"BF"	"10863"	"17016"	"11154"	"7998"	"1398"	"4215"	"407"	"152"	"157"	"316"	"140"	"109"	"222"	"312"	"188"	"492"	"55139"	"0"	"55139"	"0"
"201"	"141"	"6"	"220"	"34"	"11"	"2"	"1"	"0"	"2"	"0"	"6"	"0"	"1"	"1"	"2"	"2"	"6"	"294"	""	"294"	""
"202"	"142"	"6"	"225"	"65"	"144"	"1"	"4"	"2"	"3"	"4"	"2"	"2"	"1"	"3"	"5"	"1"	"2"	"470"	""	"470"	""
"203"	"143"	"0"	"87"	"1"	"112"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	""	"201"	""
"204"	"144"	"7"	"32"	"2"	"147"	"1"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"198"	""	"198"	""
"205"	"145"	"239"	"187"	"73"	"25"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"536"	""	"536"	""
"206"	"146"	"55"	"193"	"21"	"120"	"4"	"32"	"2"	"0"	"0"	"5"	"4"	"2"	"1"	"9"	"2"	"5"	"455"	""	"455"	""
"207"	"147"	"144"	"332"	"68"	"17"	"1"	"23"	"2"	"2"	"6"	"1"	"1"	"2"	"1"	"2"	"0"	"5"	"607"	""	"607"	""
"208"	"148"	"163"	"375"	"118"	"10"	"0"	"37"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"709"	""	"709"	""
"209"	"149"	"79"	"351"	"102"	"14"	"8"	"2"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"3"	"564"	""	"564"	""
"210"	"150"	"17"	"193"	"31"	"50"	"6"	"83"	"2"	"0"	"2"	"3"	"1"	"1"	"1"	"1"	"1"	"0"	"392"	""	"392"	""
"211"	"151"	"42"	"228"	"140"	"11"	"1"	"1"	"1"	"1"	"1"	"3"	"0"	"1"	"0"	"3"	"0"	"3"	"436"	""	"436"	""
"212"	"152"	"19"	"103"	"15"	"164"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"2"	"0"	"309"	""	"309"	""
"213"	"153"	"12"	"66"	"12"	"149"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	""	"248"	""
"214"	"154"	"21"	"355"	"102"	"63"	"3"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"7"	"12"	"5"	"6"	"579"	""	"579"	""
"215"	"TOTAL"	"11673"	"19963"	"11938"	"9035"	"1440"	"4406"	"419"	"163"	"170"	"339"	"151"	"119"	"238"	"353"	"204"	"526"	"61137"	"0"	"61137"	"0"
"216"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"218"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"219"	"BF"	"11673"	"19963"	"11938"	"9035"	"1440"	"4406"	"419"	"163"	"170"	"339"	"151"	"119"	"238"	"353"	"204"	"526"	"61137"	"0"	"61137"	"0"
"220"	"155"	"9"	"70"	"19"	"224"	"0"	"16"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"3"	"1"	"3"	"349"	""	"349"	""
"221"	"156"	"40"	"141"	"22"	"122"	"3"	"1"	"3"	"0"	"2"	"7"	"1"	"1"	"4"	"9"	"8"	"14"	"378"	""	"378"	""
"222"	"157"	"14"	"122"	"64"	"44"	"0"	"1"	"0"	"1"	"4"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"253"	""	"253"	""
"223"	"158"	"280"	"140"	"25"	"3"	"2"	"3"	"0"	"1"	"0"	"6"	"1"	"0"	"0"	"0"	"1"	"0"	"462"	""	"462"	""
"224"	"159"	"68"	"102"	"31"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"205"	""	"205"	""
"225"	"160"	"153"	"191"	"98"	"8"	"2"	"3"	"2"	"0"	"2"	"43"	"0"	"0"	"2"	"0"	"3"	"0"	"507"	""	"507"	""
"226"	"161"	"65"	"86"	"46"	"73"	"7"	"160"	"6"	"0"	"2"	"1"	"0"	"0"	"6"	"6"	"4"	"6"	"468"	""	"468"	""
"227"	"162"	"118"	"10"	"58"	"65"	"2"	"5"	"0"	"0"	"0"	"3"	"2"	"1"	"3"	"3"	"1"	"5"	"276"	""	"276"	""
"228"	"163"	"9"	"268"	"13"	"28"	"1"	"32"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"3"	"361"	""	"361"	""
"229"	"164"	"30"	"269"	"283"	"35"	"60"	"9"	"5"	"2"	"1"	"0"	"1"	"4"	"1"	"1"	"1"	"0"	"702"	""	"702"	""
"230"	"165"	"21"	"188"	"123"	"5"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"344"	""	"344"	""
"231"	"166"	"51"	"49"	"17"	"76"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"197"	""	"197"	""
"232"	"167"	"64"	"494"	"90"	"81"	"4"	"1"	"3"	"1"	"2"	"1"	"2"	"1"	"1"	"3"	"3"	"6"	"757"	""	"757"	""
"233"	"168"	"6"	"220"	"22"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"292"	""	"292"	""
"234"	"TOTAL"	"12601"	"22313"	"12849"	"9841"	"1524"	"4639"	"439"	"169"	"183"	"403"	"161"	"129"	"259"	"382"	"230"	"566"	"66688"	"0"	"66688"	"0"
"235"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"237"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"238"	"BF"	"12601"	"22313"	"12849"	"9841"	"1524"	"4639"	"439"	"169"	"183"	"403"	"161"	"129"	"259"	"382"	"230"	"566"	"66688"	"0"	"66688"	"0"
"239"	"169"	"55"	"80"	"78"	"27"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	""	"241"	""
"240"	"170"	"37"	"153"	"21"	"68"	"6"	"80"	"3"	"0"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"2"	"378"	""	"378"	""
"241"	"171"	"7"	"26"	"139"	"38"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"218"	""	"218"	""
"242"	"172"	"23"	"117"	"76"	"43"	"5"	"99"	"2"	"0"	"2"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"373"	""	"373"	""
"243"	"173"	"10"	"187"	"36"	"96"	"5"	"60"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"404"	""	"404"	""
"244"	"174"	"64"	"62"	"64"	"14"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"206"	""	"206"	""
"245"	"175"	"3"	"21"	"201"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	""	"230"	""
"246"	"176"	"89"	"167"	"64"	"57"	"3"	"1"	"3"	"0"	"3"	"2"	"0"	"0"	"2"	"2"	"1"	"2"	"396"	""	"396"	""
"247"	"177"	"0"	"83"	"181"	"115"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"397"	""	"397"	""
"248"	"178"	"83"	"284"	"24"	"46"	"5"	"1"	"3"	"3"	"1"	"0"	"1"	"3"	"2"	"0"	"0"	"4"	"460"	""	"460"	""
"249"	"179"	"15"	"207"	"105"	"73"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"3"	"409"	""	"409"	""
"250"	"180"	"36"	"155"	"85"	"56"	"42"	"4"	"1"	"8"	"3"	"0"	"2"	"1"	"3"	"1"	"1"	"4"	"402"	""	"402"	""
"251"	"181"	"192"	"251"	"57"	"57"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"4"	"3"	"8"	"579"	""	"579"	""
"252"	"182"	"5"	"81"	"28"	"16"	"2"	"51"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"187"	""	"187"	""
"253"	"TOTAL"	"13220"	"24187"	"14008"	"10552"	"1608"	"4945"	"456"	"184"	"196"	"408"	"166"	"136"	"274"	"396"	"240"	"592"	"71568"	"0"	"71568"	"0"
"254"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 204&eksgfu; ka  ¼v ñt kñ½  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"256"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"257"	"BF"	"13220"	"24187"	"14008"	"10552"	"1608"	"4945"	"456"	"184"	"196"	"408"	"166"	"136"	"274"	"396"	"240"	"592"	"71568"	"0"	"71568"	"0"
"258"	"183"	"15"	"218"	"266"	"88"	"51"	"3"	"1"	"4"	"4"	"1"	"2"	"0"	"3"	"7"	"2"	"3"	"668"	""	"668"	""
