"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"105"	"72"	"137"	"48"	"4"	"73"	"6"	"3"	"1"	"71"	"9"	"2"	"4"	"0"	"3"	"1"	"1"	"12"	"30"	"13"	"6"	"23"	"8"	"15"	"470"	"0"	"470"	"0"
"106"	"73"	"174"	"89"	"4"	"3"	"5"	"1"	"2"	"38"	"10"	"9"	"4"	"0"	"3"	"7"	"7"	"13"	"12"	"8"	"2"	"2"	"2"	"4"	"399"	"0"	"399"	"0"
"107"	"74"	"195"	"123"	"16"	"2"	"22"	"1"	"3"	"61"	"4"	"11"	"3"	"3"	"31"	"5"	"7"	"11"	"4"	"0"	"1"	"2"	"0"	"2"	"507"	"0"	"507"	"0"
"108"	"75"	"304"	"93"	"12"	"4"	"14"	"0"	"2"	"82"	"8"	"2"	"2"	"0"	"1"	"2"	"0"	"12"	"5"	"0"	"0"	"0"	"0"	"1"	"544"	"0"	"544"	"0"
"109"	"76"	"184"	"87"	"9"	"4"	"7"	"10"	"3"	"63"	"7"	"10"	"2"	"0"	"1"	"3"	"4"	"4"	"3"	"4"	"0"	"2"	"1"	"3"	"411"	"0"	"411"	"0"
"110"	"77"	"121"	"36"	"4"	"2"	"7"	"10"	"1"	"45"	"1"	"4"	"3"	"2"	"1"	"3"	"3"	"16"	"7"	"5"	"1"	"3"	"25"	"13"	"313"	"0"	"313"	"0"
"111"	"78"	"191"	"230"	"15"	"3"	"7"	"2"	"4"	"62"	"9"	"7"	"2"	"3"	"3"	"9"	"14"	"39"	"6"	"10"	"4"	"4"	"0"	"9"	"633"	"0"	"633"	"0"
"112"	"79"	"49"	"195"	"5"	"2"	"29"	"0"	"0"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"7"	"6"	"1"	"2"	"0"	"2"	"311"	"0"	"311"	"0"
"113"	"80"	"103"	"178"	"14"	"4"	"8"	"1"	"8"	"26"	"7"	"2"	"2"	"3"	"63"	"2"	"4"	"3"	"2"	"1"	"1"	"8"	"2"	"1"	"443"	"0"	"443"	"0"
"114"	"81"	"89"	"207"	"14"	"98"	"27"	"4"	"3"	"36"	"7"	"1"	"6"	"1"	"9"	"9"	"10"	"23"	"6"	"4"	"4"	"7"	"2"	"6"	"573"	"0"	"573"	"0"
"115"	"82"	"76"	"411"	"15"	"8"	"20"	"3"	"3"	"21"	"1"	"2"	"4"	"3"	"4"	"6"	"9"	"13"	"12"	"15"	"8"	"15"	"8"	"7"	"664"	"0"	"664"	"0"
"116"	"83"	"15"	"352"	"1"	"1"	"7"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"393"	"0"	"393"	"0"
"117"	"l hV  dk
; ksx"	"1840"	"2310"	"128"	"210"	"212"	"37"	"31"	"586"	"74"	"72"	"33"	"20"	"120"	"54"	"62"	"153"	"114"	"74"	"30"	"79"	"53"	"69"	"6361"	"0"	"6361"	"0"
"118"	"d qy  &"	"15405"	"10495"	"1168"	"756"	"1194"	"126"	"151"	"3369"	"425"	"351"	"318"	"120"	"637"	"299"	"378"	"1028"	"788"	"391"	"119"	"217"	"157"	"346"	"38238"	"0"	"38238"	"0"
"119"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"120"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"121"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"122"	"i woZ  dk
; ksx&"	"15405"	"10495"	"1168"	"756"	"1194"	"126"	"151"	"3369"	"425"	"351"	"318"	"120"	"637"	"299"	"378"	"1028"	"788"	"391"	"119"	"217"	"157"	"346"	"38238"	"0"	"38238"	"0"
"123"	"84"	"134"	"98"	"7"	"3"	"30"	"0"	"5"	"41"	"3"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"3"	"0"	"0"	"2"	"1"	"1"	"334"	"0"	"334"	"0"
"124"	"85"	"78"	"105"	"9"	"3"	"20"	"1"	"1"	"32"	"8"	"12"	"1"	"6"	"154"	"7"	"9"	"7"	"20"	"13"	"12"	"31"	"11"	"18"	"558"	"0"	"558"	"0"
"125"	"86"	"85"	"141"	"16"	"16"	"13"	"0"	"3"	"43"	"5"	"5"	"1"	"4"	"2"	"6"	"5"	"16"	"16"	"8"	"7"	"8"	"2"	"8"	"410"	"0"	"410"	"0"
"126"	"87"	"240"	"68"	"18"	"9"	"51"	"7"	"2"	"43"	"6"	"1"	"5"	"2"	"3"	"6"	"8"	"41"	"7"	"0"	"2"	"2"	"1"	"5"	"527"	"0"	"527"	"0"
"127"	"88"	"78"	"179"	"5"	"42"	"59"	"6"	"3"	"38"	"3"	"12"	"7"	"5"	"8"	"7"	"11"	"23"	"10"	"9"	"1"	"2"	"1"	"13"	"522"	"0"	"522"	"0"
"128"	"89"	"122"	"252"	"15"	"2"	"13"	"2"	"0"	"31"	"5"	"4"	"1"	"4"	"28"	"5"	"10"	"13"	"4"	"5"	"3"	"1"	"3"	"2"	"525"	"0"	"525"	"0"
"129"	"90"	"94"	"107"	"24"	"19"	"4"	"10"	"5"	"56"	"7"	"8"	"5"	"10"	"44"	"5"	"11"	"15"	"7"	"120"	"7"	"6"	"11"	"17"	"592"	"0"	"592"	"0"
"130"	"91"	"205"	"221"	"24"	"3"	"19"	"3"	"3"	"53"	"8"	"3"	"3"	"1"	"1"	"4"	"2"	"7"	"20"	"5"	"4"	"7"	"4"	"12"	"612"	"0"	"612"	"0"
"131"	"92"	"180"	"39"	"23"	"30"	"105"	"3"	"3"	"53"	"6"	"2"	"7"	"0"	"5"	"6"	"5"	"14"	"33"	"15"	"14"	"17"	"14"	"18"	"592"	"0"	"592"	"0"
"132"	"93"	"50"	"53"	"4"	"1"	"154"	"6"	"3"	"15"	"3"	"3"	"1"	"0"	"0"	"1"	"4"	"2"	"2"	"1"	"1"	"1"	"3"	"4"	"312"	"0"	"312"	"0"
"133"	"94"	"96"	"43"	"14"	"5"	"78"	"4"	"0"	"40"	"7"	"5"	"2"	"1"	"7"	"6"	"6"	"23"	"7"	"2"	"2"	"5"	"5"	"4"	"362"	"0"	"362"	"0"
"134"	"95"	"93"	"72"	"11"	"4"	"84"	"3"	"1"	"48"	"9"	"3"	"6"	"9"	"43"	"14"	"10"	"32"	"9"	"4"	"2"	"6"	"2"	"3"	"468"	"0"	"468"	"0"
"135"	"96"	"318"	"34"	"8"	"14"	"16"	"0"	"0"	"85"	"15"	"2"	"1"	"1"	"0"	"7"	"3"	"6"	"16"	"6"	"7"	"2"	"5"	"15"	"561"	"0"	"561"	"0"
"136"	"97"	"203"	"111"	"12"	"9"	"9"	"1"	"0"	"31"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"2"	"386"	"0"	"386"	"0"
"137"	"l hV  dk
; ksx"	"1976"	"1523"	"190"	"160"	"655"	"46"	"29"	"609"	"87"	"62"	"41"	"43"	"295"	"74"	"86"	"201"	"156"	"189"	"63"	"91"	"63"	"122"	"6761"	"0"	"6761"	"0"
"138"	"d qy  &"	"17381"	"12018"	"1358"	"916"	"1849"	"172"	"180"	"3978"	"512"	"413"	"359"	"163"	"932"	"373"	"464"	"1229"	"944"	"580"	"182"	"308"	"220"	"468"	"44999"	"0"	"44999"	"0"
"139"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"140"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"141"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"142"	"i woZ  dk
; ksx&"	"17381"	"12018"	"1358"	"916"	"1849"	"172"	"180"	"3978"	"512"	"413"	"359"	"163"	"932"	"373"	"464"	"1229"	"944"	"580"	"182"	"308"	"220"	"468"	"44999"	"0"	"44999"	"0"
"143"	"98"	"232"	"93"	"12"	"3"	"13"	"1"	"1"	"41"	"4"	"3"	"3"	"0"	"0"	"1"	"1"	"5"	"8"	"0"	"1"	"0"	"1"	"0"	"423"	"0"	"423"	"0"
"144"	"99"	"446"	"112"	"15"	"10"	"8"	"0"	"1"	"47"	"9"	"1"	"0"	"2"	"3"	"2"	"1"	"4"	"9"	"3"	"2"	"4"	"1"	"1"	"681"	"0"	"681"	"0"
"145"	"100"	"316"	"65"	"12"	"6"	"8"	"2"	"3"	"32"	"8"	"3"	"1"	"0"	"5"	"1"	"0"	"10"	"4"	"0"	"1"	"0"	"0"	"0"	"477"	"0"	"477"	"0"
"146"	"101"	"302"	"74"	"7"	"6"	"4"	"1"	"3"	"30"	"2"	"1"	"0"	"0"	"3"	"3"	"4"	"11"	"5"	"2"	"1"	"1"	"1"	"2"	"463"	"0"	"463"	"0"
"147"	"102"	"237"	"182"	"10"	"43"	"5"	"0"	"0"	"63"	"11"	"4"	"0"	"0"	"4"	"5"	"0"	"5"	"10"	"1"	"3"	"7"	"2"	"2"	"594"	"0"	"594"	"0"
"148"	"103"	"329"	"68"	"23"	"2"	"20"	"2"	"2"	"57"	"10"	"6"	"4"	"5"	"8"	"16"	"10"	"44"	"17"	"4"	"1"	"1"	"1"	"4"	"634"	"0"	"634"	"0"
"149"	"104"	"137"	"64"	"10"	"21"	"8"	"3"	"4"	"91"	"13"	"3"	"3"	"2"	"35"	"19"	"12"	"16"	"5"	"3"	"0"	"4"	"2"	"3"	"458"	"0"	"458"	"0"
"150"	"105"	"180"	"66"	"19"	"4"	"24"	"3"	"6"	"92"	"9"	"7"	"4"	"3"	"53"	"10"	"13"	"44"	"9"	"4"	"1"	"5"	"3"	"7"	"566"	"0"	"566"	"0"
"151"	"106"	"351"	"52"	"8"	"6"	"12"	"2"	"0"	"58"	"7"	"1"	"1"	"1"	"0"	"4"	"6"	"14"	"19"	"1"	"0"	"0"	"0"	"3"	"546"	"0"	"546"	"0"
"152"	"107"	"249"	"164"	"9"	"1"	"6"	"1"	"1"	"27"	"0"	"0"	"1"	"0"	"1"	"4"	"3"	"22"	"19"	"9"	"1"	"2"	"1"	"1"	"522"	"0"	"522"	"0"
"153"	"108"	"180"	"82"	"23"	"3"	"29"	"5"	"2"	"48"	"7"	"1"	"6"	"3"	"4"	"8"	"4"	"15"	"5"	"6"	"3"	"0"	"1"	"3"	"438"	"0"	"438"	"0"
"154"	"109"	"62"	"233"	"18"	"37"	"22"	"3"	"3"	"17"	"4"	"3"	"3"	"3"	"4"	"9"	"19"	"23"	"5"	"2"	"3"	"3"	"1"	"2"	"479"	"0"	"479"	"0"
"155"	"110"	"33"	"133"	"8"	"53"	"38"	"3"	"1"	"8"	"7"	"12"	"38"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"340"	"0"	"340"	"0"
"156"	"111"	"80"	"45"	"7"	"8"	"20"	"2"	"1"	"17"	"2"	"4"	"24"	"0"	"0"	"5"	"1"	"6"	"4"	"2"	"2"	"6"	"1"	"14"	"251"	"0"	"251"	"0"
"157"	"l hV  dk
; ksx"	"3134"	"1433"	"181"	"203"	"217"	"28"	"28"	"628"	"93"	"49"	"88"	"20"	"121"	"87"	"74"	"219"	"120"	"37"	"20"	"35"	"15"	"42"	"6872"	"0"	"6872"	"0"
"158"	"d qy  &"	"20515"	"13451"	"1539"	"1119"	"2066"	"200"	"208"	"4606"	"605"	"462"	"447"	"183"	"1053"	"460"	"538"	"1448"	"1064"	"617"	"202"	"343"	"235"	"510"	"51871"	"0"	"51871"	"0"
"159"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"160"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"161"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"162"	"i woZ  dk
; ksx&"	"20515"	"13451"	"1539"	"1119"	"2066"	"200"	"208"	"4606"	"605"	"462"	"447"	"183"	"1053"	"460"	"538"	"1448"	"1064"	"617"	"202"	"343"	"235"	"510"	"51871"	"0"	"51871"	"0"
"163"	"112"	"74"	"86"	"14"	"83"	"11"	"2"	"3"	"45"	"10"	"4"	"1"	"4"	"4"	"4"	"3"	"16"	"6"	"4"	"2"	"4"	"1"	"6"	"387"	"0"	"387"	"0"
"164"	"113"	"436"	"101"	"15"	"7"	"21"	"1"	"3"	"42"	"8"	"5"	"3"	"3"	"5"	"4"	"4"	"12"	"12"	"2"	"1"	"2"	"2"	"8"	"697"	"0"	"697"	"0"
"165"	"114"	"179"	"268"	"26"	"4"	"12"	"3"	"1"	"101"	"7"	"0"	"0"	"1"	"1"	"5"	"3"	"7"	"8"	"5"	"0"	"4"	"5"	"5"	"645"	"0"	"645"	"0"
"166"	"115"	"258"	"63"	"44"	"23"	"28"	"2"	"4"	"63"	"8"	"1"	"0"	"2"	"5"	"5"	"6"	"13"	"14"	"3"	"2"	"10"	"2"	"1"	"557"	"0"	"557"	"0"
"167"	"116"	"380"	"57"	"23"	"12"	"15"	"4"	"2"	"73"	"14"	"6"	"3"	"0"	"0"	"2"	"1"	"8"	"5"	"1"	"2"	"0"	"0"	"7"	"615"	"0"	"615"	"0"
"168"	"117"	"202"	"24"	"12"	"11"	"12"	"2"	"0"	"35"	"16"	"2"	"2"	"5"	"6"	"8"	"5"	"25"	"17"	"3"	"1"	"1"	"0"	"7"	"396"	"0"	"396"	"0"
"169"	"118"	"288"	"81"	"15"	"6"	"3"	"1"	"2"	"37"	"6"	"2"	"1"	"1"	"0"	"2"	"1"	"1"	"14"	"3"	"1"	"2"	"0"	"2"	"469"	"0"	"469"	"0"
"170"	"119"	"291"	"144"	"18"	"7"	"8"	"2"	"0"	"39"	"1"	"2"	"0"	"0"	"0"	"2"	"1"	"8"	"9"	"1"	"0"	"1"	"1"	"1"	"536"	"0"	"536"	"0"
"171"	"120"	"208"	"118"	"35"	"7"	"10"	"4"	"2"	"125"	"7"	"5"	"4"	"4"	"8"	"11"	"6"	"27"	"12"	"7"	"2"	"6"	"4"	"9"	"621"	"0"	"621"	"0"
"172"	"121"	"122"	"94"	"6"	"1"	"14"	"0"	"2"	"31"	"6"	"2"	"1"	"0"	"3"	"3"	"0"	"5"	"3"	"2"	"2"	"1"	"1"	"1"	"300"	"0"	"300"	"0"
"173"	"122"	"143"	"90"	"14"	"1"	"11"	"1"	"1"	"31"	"2"	"2"	"0"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"0"	"0"	"0"	"1"	"308"	"0"	"308"	"0"
"174"	"123"	"180"	"44"	"9"	"38"	"18"	"2"	"1"	"80"	"8"	"5"	"0"	"6"	"11"	"3"	"10"	"20"	"20"	"5"	"4"	"10"	"2"	"9"	"485"	"0"	"485"	"0"
"175"	"124"	"273"	"63"	"8"	"2"	"2"	"2"	"0"	"72"	"13"	"1"	"0"	"0"	"2"	"4"	"2"	"15"	"9"	"3"	"0"	"2"	"1"	"6"	"480"	"0"	"480"	"0"
"176"	"125"	"256"	"82"	"9"	"1"	"4"	"1"	"1"	"51"	"11"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"2"	"1"	"0"	"1"	"0"	"2"	"429"	"0"	"429"	"0"
"177"	"l hV  dk
; ksx"	"3290"	"1315"	"248"	"203"	"169"	"27"	"22"	"825"	"117"	"38"	"15"	"27"	"47"	"55"	"43"	"164"	"133"	"42"	"17"	"44"	"19"	"65"	"6925"	"0"	"6925"	"0"
"178"	"d qy  &"	"23805"	"14766"	"1787"	"1322"	"2235"	"227"	"230"	"5431"	"722"	"500"	"462"	"210"	"1100"	"515"	"581"	"1612"	"1197"	"659"	"219"	"387"	"254"	"575"	"58796"	"0"	"58796"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"180"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"182"	"i woZ  dk
; ksx&"	"23805"	"14766"	"1787"	"1322"	"2235"	"227"	"230"	"5431"	"722"	"500"	"462"	"210"	"1100"	"515"	"581"	"1612"	"1197"	"659"	"219"	"387"	"254"	"575"	"58796"	"0"	"58796"	"0"
"183"	"126"	"174"	"96"	"9"	"1"	"24"	"4"	"2"	"46"	"11"	"1"	"3"	"0"	"1"	"2"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"382"	"0"	"382"	"0"
"184"	"127"	"102"	"228"	"14"	"4"	"56"	"2"	"2"	"44"	"4"	"3"	"1"	"0"	"1"	"4"	"1"	"10"	"6"	"14"	"1"	"5"	"2"	"5"	"509"	"0"	"509"	"0"
"185"	"128"	"97"	"102"	"16"	"2"	"55"	"1"	"1"	"41"	"2"	"4"	"3"	"0"	"0"	"5"	"4"	"32"	"19"	"8"	"3"	"6"	"7"	"12"	"420"	"0"	"420"	"0"
"186"	"129"	"326"	"252"	"12"	"3"	"12"	"3"	"1"	"26"	"2"	"1"	"2"	"0"	"3"	"7"	"4"	"21"	"17"	"9"	"4"	"3"	"1"	"6"	"715"	"0"	"715"	"0"
"187"	"130"	"275"	"130"	"10"	"6"	"21"	"2"	"2"	"23"	"4"	"4"	"2"	"2"	"0"	"5"	"1"	"10"	"0"	"4"	"1"	"1"	"2"	"2"	"507"	"0"	"507"	"0"
"188"	"131"	"278"	"231"	"19"	"14"	"29"	"7"	"8"	"39"	"5"	"2"	"7"	"1"	"1"	"0"	"3"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"659"	"0"	"659"	"0"
"189"	"132"	"109"	"70"	"12"	"1"	"15"	"2"	"0"	"43"	"7"	"7"	"2"	"1"	"1"	"5"	"16"	"151"	"8"	"2"	"5"	"4"	"2"	"7"	"470"	"0"	"470"	"0"
"190"	"133"	"115"	"140"	"11"	"2"	"62"	"1"	"0"	"16"	"2"	"5"	"2"	"5"	"4"	"4"	"6"	"33"	"5"	"8"	"3"	"3"	"1"	"4"	"432"	"0"	"432"	"0"
"191"	"134"	"78"	"215"	"7"	"5"	"82"	"5"	"0"	"30"	"10"	"16"	"6"	"1"	"2"	"5"	"6"	"39"	"9"	"13"	"2"	"2"	"4"	"13"	"550"	"0"	"550"	"0"
"192"	"135"	"56"	"118"	"3"	"4"	"20"	"2"	"0"	"22"	"4"	"2"	"2"	"2"	"0"	"3"	"11"	"29"	"1"	"3"	"0"	"0"	"0"	"3"	"285"	"0"	"285"	"0"
"193"	"136"	"130"	"197"	"11"	"1"	"27"	"2"	"3"	"24"	"6"	"1"	"0"	"2"	"1"	"4"	"3"	"7"	"0"	"1"	"0"	"1"	"1"	"0"	"422"	"0"	"422"	"0"
"194"	"137"	"190"	"158"	"7"	"1"	"7"	"1"	"0"	"31"	"3"	"7"	"1"	"0"	"0"	"4"	"1"	"14"	"4"	"5"	"0"	"3"	"2"	"1"	"440"	"0"	"440"	"0"
"195"	"138"	"125"	"117"	"28"	"5"	"14"	"0"	"2"	"74"	"9"	"8"	"7"	"1"	"3"	"8"	"11"	"51"	"17"	"6"	"3"	"10"	"5"	"11"	"515"	"0"	"515"	"0"
"196"	"139"	"193"	"176"	"21"	"6"	"18"	"2"	"4"	"99"	"11"	"10"	"4"	"0"	"6"	"8"	"11"	"22"	"4"	"6"	"1"	"3"	"2"	"4"	"611"	"0"	"611"	"0"
"197"	"l hV  dk
; ksx"	"2248"	"2230"	"180"	"55"	"442"	"34"	"25"	"558"	"80"	"71"	"42"	"15"	"23"	"64"	"79"	"438"	"93"	"79"	"23"	"41"	"29"	"68"	"6917"	"0"	"6917"	"0"
"198"	"d qy  &"	"26053"	"16996"	"1967"	"1377"	"2677"	"261"	"255"	"5989"	"802"	"571"	"504"	"225"	"1123"	"579"	"660"	"2050"	"1290"	"738"	"242"	"428"	"283"	"643"	"65713"	"0"	"65713"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"200"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"202"	"i woZ  dk
; ksx&"	"26053"	"16996"	"1967"	"1377"	"2677"	"261"	"255"	"5989"	"802"	"571"	"504"	"225"	"1123"	"579"	"660"	"2050"	"1290"	"738"	"242"	"428"	"283"	"643"	"65713"	"0"	"65713"	"0"
"203"	"140"	"270"	"104"	"13"	"4"	"12"	"1"	"1"	"30"	"1"	"1"	"3"	"0"	"1"	"6"	"3"	"10"	"9"	"1"	"1"	"1"	"0"	"1"	"473"	"0"	"473"	"0"
"204"	"141"	"296"	"87"	"7"	"2"	"11"	"1"	"0"	"13"	"5"	"1"	"4"	"1"	"1"	"4"	"3"	"6"	"5"	"3"	"0"	"0"	"3"	"1"	"454"	"0"	"454"	"0"
"205"	"142"	"113"	"101"	"10"	"5"	"46"	"2"	"1"	"31"	"1"	"8"	"3"	"4"	"1"	"7"	"3"	"8"	"6"	"7"	"0"	"1"	"1"	"6"	"365"	"0"	"365"	"0"
"206"	"143"	"136"	"93"	"4"	"1"	"83"	"2"	"1"	"6"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"335"	"0"	"335"	"0"
"207"	"144"	"236"	"287"	"19"	"5"	"17"	"5"	"2"	"84"	"8"	"6"	"2"	"3"	"5"	"12"	"10"	"10"	"23"	"8"	"2"	"12"	"0"	"8"	"764"	"0"	"764"	"0"
"208"	"145"	"96"	"216"	"15"	"20"	"18"	"2"	"3"	"37"	"5"	"6"	"1"	"1"	"3"	"8"	"5"	"8"	"10"	"8"	"1"	"13"	"2"	"6"	"484"	"0"	"484"	"0"
"209"	"146"	"4"	"182"	"0"	"0"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"0"	"197"	"0"
"210"	"147"	"297"	"91"	"26"	"5"	"20"	"1"	"2"	"119"	"10"	"5"	"0"	"2"	"1"	"7"	"2"	"4"	"9"	"1"	"0"	"2"	"1"	"0"	"605"	"0"	"605"	"0"
"211"	"148"	"57"	"328"	"22"	"7"	"45"	"1"	"2"	"36"	"7"	"1"	"2"	"2"	"3"	"3"	"14"	"13"	"17"	"41"	"9"	"26"	"10"	"18"	"664"	"0"	"664"	"0"
"212"	"149"	"157"	"217"	"15"	"4"	"19"	"7"	"1"	"41"	"6"	"7"	"2"	"2"	"5"	"13"	"11"	"22"	"0"	"1"	"1"	"1"	"0"	"1"	"533"	"0"	"533"	"0"
