"Total.No..of.Electors.in.Assembly.Constituency.Segment..222459"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"187"	"90"	"655"	"166"	"50"	"1"	"2"	"2"	"4"	"2"	"3"	"0"	"3"	"3"	"891"	"0"	"891"	"0"
"188"	"91"	"316"	"13"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"3"	"336"	"0"	"336"	"0"
"189"	"92"	"337"	"69"	"15"	"2"	"0"	"0"	"2"	"1"	"2"	"3"	"5"	"10"	"446"	"0"	"446"	"0"
"190"	"93"	"276"	"146"	"36"	"3"	"2"	"1"	"10"	"2"	"2"	"4"	"2"	"9"	"493"	"0"	"493"	"0"
"191"	"94"	"80"	"420"	"73"	"4"	"1"	"2"	"4"	"1"	"1"	"0"	"2"	"0"	"588"	"0"	"588"	"0"
"192"	"95"	"375"	"171"	"22"	"3"	"5"	"1"	"2"	"1"	"3"	"3"	"3"	"5"	"594"	"0"	"594"	"0"
"193"	"96"	"636"	"38"	"20"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"702"	"0"	"702"	"0"
"194"	"97"	"189"	"266"	"23"	"3"	"0"	"2"	"4"	"0"	"0"	"2"	"7"	"8"	"504"	"0"	"504"	"0"
"195"	"98"	"223"	"233"	"45"	"3"	"1"	"0"	"5"	"1"	"1"	"1"	"10"	"6"	"529"	"0"	"529"	"0"
"196"	"Total"	"4473"	"2298"	"578"	"34"	"17"	"19"	"58"	"17"	"24"	"22"	"47"	"64"	"7651"	"0"	"7651"	"0"
"197"	"B.F."	"18825"	"16991"	"3389"	"231"	"123"	"131"	"394"	"165"	"170"	"164"	"424"	"532"	"41539"	"0"	"41539"	"0"
"198"	"G. Total"	"23298"	"19289"	"3967"	"265"	"140"	"150"	"452"	"182"	"194"	"186"	"471"	"596"	"49190"	"0"	"49190"	"0"
"199"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"200"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"202"	"99"	"201"	"56"	"14"	"2"	"0"	"0"	"3"	"2"	"1"	"1"	"2"	"4"	"286"	"0"	"286"	"0"
"203"	"100"	"240"	"389"	"30"	"5"	"5"	"3"	"22"	"7"	"7"	"5"	"14"	"40"	"767"	"0"	"767"	"0"
"204"	"101"	"154"	"443"	"20"	"4"	"4"	"3"	"9"	"3"	"4"	"9"	"37"	"16"	"706"	"0"	"706"	"0"
"205"	"102"	"106"	"277"	"33"	"1"	"1"	"1"	"0"	"5"	"1"	"2"	"8"	"13"	"448"	"0"	"448"	"0"
"206"	"103"	"154"	"284"	"29"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"4"	"6"	"483"	"0"	"483"	"0"
"207"	"104"	"13"	"392"	"4"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"415"	"0"	"415"	"0"
"208"	"105"	"133"	"99"	"89"	"6"	"1"	"0"	"1"	"3"	"3"	"2"	"2"	"7"	"346"	"0"	"346"	"0"
"209"	"106"	"58"	"156"	"53"	"3"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"277"	"0"	"277"	"0"
"210"	"107"	"220"	"334"	"45"	"4"	"0"	"1"	"3"	"4"	"4"	"1"	"5"	"5"	"626"	"0"	"626"	"0"
"211"	"108"	"261"	"195"	"9"	"5"	"3"	"1"	"4"	"2"	"3"	"2"	"2"	"2"	"489"	"0"	"489"	"0"
"212"	"109"	"23"	"202"	"6"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"235"	"0"	"235"	"0"
"213"	"110"	"353"	"140"	"54"	"4"	"2"	"3"	"5"	"3"	"6"	"3"	"16"	"23"	"612"	"0"	"612"	"0"
"214"	"111"	"282"	"417"	"28"	"6"	"2"	"1"	"6"	"4"	"0"	"0"	"14"	"11"	"771"	"0"	"771"	"0"
"215"	"112"	"213"	"120"	"30"	"6"	"2"	"0"	"3"	"3"	"2"	"2"	"1"	"14"	"396"	"0"	"396"	"0"
"216"	"Total"	"2411"	"3504"	"444"	"49"	"22"	"15"	"60"	"38"	"35"	"28"	"108"	"143"	"6857"	"0"	"6857"	"0"
"217"	"B.F."	"23298"	"19289"	"3967"	"265"	"140"	"150"	"452"	"182"	"194"	"186"	"471"	"596"	"49190"	"0"	"49190"	"0"
"218"	"G. Total"	"25709"	"22793"	"4411"	"314"	"162"	"165"	"512"	"220"	"229"	"214"	"579"	"739"	"56047"	"0"	"56047"	"0"
"219"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"220"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"222"	"113"	"254"	"127"	"105"	"6"	"1"	"0"	"5"	"2"	"1"	"2"	"1"	"0"	"504"	"0"	"504"	"0"
"223"	"114"	"134"	"158"	"17"	"1"	"0"	"1"	"6"	"4"	"3"	"1"	"6"	"11"	"342"	"0"	"342"	"0"
"224"	"115"	"226"	"133"	"40"	"4"	"1"	"2"	"3"	"3"	"3"	"2"	"8"	"18"	"443"	"0"	"443"	"0"
"225"	"116"	"5"	"315"	"8"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"8"	"1"	"341"	"0"	"341"	"0"
"226"	"117"	"123"	"269"	"16"	"7"	"3"	"4"	"8"	"5"	"9"	"0"	"25"	"13"	"482"	"0"	"482"	"0"
"227"	"118"	"52"	"211"	"61"	"4"	"0"	"1"	"5"	"0"	"1"	"2"	"7"	"5"	"349"	"0"	"349"	"0"
"228"	"119"	"323"	"118"	"48"	"2"	"0"	"2"	"0"	"9"	"5"	"8"	"2"	"13"	"530"	"0"	"530"	"0"
"229"	"120"	"252"	"47"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	"307"	"0"	"307"	"0"
"230"	"121"	"130"	"290"	"9"	"1"	"2"	"1"	"4"	"2"	"0"	"4"	"0"	"6"	"449"	"0"	"449"	"0"
"231"	"122"	"126"	"332"	"65"	"4"	"1"	"1"	"11"	"0"	"0"	"4"	"1"	"3"	"548"	"0"	"548"	"0"
"232"	"123"	"301"	"81"	"64"	"1"	"1"	"2"	"0"	"0"	"1"	"2"	"2"	"5"	"460"	"0"	"460"	"0"
"233"	"124"	"156"	"160"	"84"	"4"	"4"	"0"	"3"	"1"	"6"	"2"	"6"	"6"	"432"	"0"	"432"	"0"
"234"	"125"	"362"	"139"	"17"	"3"	"1"	"1"	"5"	"1"	"2"	"0"	"0"	"9"	"540"	"0"	"540"	"0"
"235"	"126"	"379"	"160"	"19"	"1"	"1"	"2"	"2"	"1"	"0"	"1"	"0"	"2"	"568"	"0"	"568"	"0"
"236"	"Total"	"2823"	"2540"	"554"	"39"	"16"	"17"	"53"	"31"	"34"	"29"	"67"	"92"	"6295"	"0"	"6295"	"0"
"237"	"B.F."	"25709"	"22793"	"4411"	"314"	"162"	"165"	"512"	"220"	"229"	"214"	"579"	"739"	"56047"	"0"	"56047"	"0"
"238"	"G. Total"	"28532"	"25333"	"4965"	"353"	"178"	"182"	"565"	"251"	"263"	"243"	"646"	"831"	"62342"	"0"	"62342"	"0"
"239"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"240"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"242"	"127"	"217"	"354"	"15"	"1"	"2"	"1"	"3"	"1"	"1"	"0"	"4"	"9"	"608"	"0"	"608"	"0"
"243"	"128"	"139"	"809"	"11"	"0"	"4"	"3"	"6"	"0"	"0"	"1"	"23"	"5"	"1001"	"0"	"1001"	"0"
"244"	"129"	"582"	"70"	"36"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"6"	"7"	"706"	"0"	"706"	"0"
"245"	"130"	"310"	"24"	"4"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"3"	"18"	"364"	"0"	"364"	"0"
"246"	"131"	"157"	"375"	"11"	"4"	"2"	"1"	"3"	"2"	"3"	"1"	"7"	"11"	"577"	"0"	"577"	"0"
"247"	"132"	"277"	"345"	"27"	"5"	"0"	"1"	"9"	"5"	"6"	"6"	"14"	"27"	"722"	"0"	"722"	"0"
"248"	"133"	"121"	"475"	"21"	"1"	"1"	"0"	"4"	"1"	"1"	"0"	"4"	"5"	"634"	"0"	"634"	"0"
"249"	"134"	"203"	"181"	"6"	"2"	"2"	"1"	"3"	"3"	"5"	"3"	"8"	"10"	"427"	"0"	"427"	"0"
"250"	"135"	"247"	"5"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"255"	"0"	"255"	"0"
"251"	"136"	"446"	"120"	"10"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"4"	"586"	"0"	"586"	"0"
"252"	"137"	"157"	"175"	"55"	"0"	"2"	"2"	"5"	"2"	"3"	"2"	"5"	"3"	"411"	"0"	"411"	"0"
"253"	"138"	"182"	"316"	"7"	"6"	"0"	"2"	"4"	"0"	"1"	"0"	"5"	"3"	"526"	"0"	"526"	"0"
"254"	"139"	"330"	"50"	"4"	"1"	"1"	"10"	"0"	"0"	"1"	"0"	"1"	"3"	"401"	"0"	"401"	"0"
"255"	"140"	"322"	"38"	"17"	"2"	"0"	"4"	"1"	"1"	"0"	"2"	"1"	"4"	"392"	"0"	"392"	"0"
"256"	"Total"	"3690"	"3337"	"225"	"27"	"14"	"25"	"43"	"20"	"22"	"15"	"83"	"109"	"7610"	"0"	"7610"	"0"
"257"	"B.F."	"28532"	"25333"	"4965"	"353"	"178"	"182"	"565"	"251"	"263"	"243"	"646"	"831"	"62342"	"0"	"62342"	"0"
"258"	"G. Total"	"32222"	"28670"	"5190"	"380"	"192"	"207"	"608"	"271"	"285"	"258"	"729"	"940"	"69952"	"0"	"69952"	"0"
"259"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"260"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"262"	"141"	"324"	"64"	"9"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"405"	"0"	"405"	"0"
"263"	"142"	"276"	"56"	"11"	"0"	"1"	"6"	"3"	"1"	"0"	"0"	"1"	"1"	"356"	"0"	"356"	"0"
"264"	"143"	"261"	"23"	"15"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"303"	"0"	"303"	"0"
"265"	"144"	"102"	"271"	"44"	"7"	"2"	"5"	"16"	"0"	"0"	"6"	"5"	"9"	"467"	"0"	"467"	"0"
"266"	"145"	"228"	"127"	"51"	"5"	"0"	"1"	"0"	"2"	"2"	"0"	"6"	"3"	"425"	"0"	"425"	"0"
"267"	"146"	"438"	"97"	"7"	"1"	"0"	"4"	"4"	"2"	"0"	"1"	"5"	"6"	"565"	"0"	"565"	"0"
"268"	"147"	"411"	"27"	"12"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"452"	"0"	"452"	"0"
"269"	"148"	"167"	"192"	"7"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"374"	"0"	"374"	"0"
"270"	"149"	"160"	"219"	"70"	"2"	"2"	"1"	"5"	"1"	"2"	"0"	"6"	"3"	"471"	"0"	"471"	"0"
"271"	"150"	"113"	"339"	"21"	"5"	"0"	"2"	"2"	"1"	"2"	"3"	"6"	"7"	"501"	"0"	"501"	"0"
"272"	"151"	"175"	"248"	"70"	"4"	"1"	"0"	"4"	"1"	"3"	"0"	"2"	"3"	"511"	"0"	"511"	"0"
"273"	"152"	"240"	"211"	"38"	"6"	"1"	"2"	"12"	"1"	"3"	"2"	"3"	"2"	"521"	"0"	"521"	"0"
"274"	"153"	"170"	"190"	"16"	"2"	"2"	"1"	"3"	"6"	"4"	"3"	"4"	"4"	"405"	"0"	"405"	"0"
"275"	"154"	"80"	"218"	"19"	"4"	"2"	"3"	"3"	"2"	"0"	"3"	"3"	"3"	"340"	"0"	"340"	"0"
"276"	"Total"	"3145"	"2282"	"390"	"39"	"12"	"29"	"54"	"20"	"17"	"18"	"47"	"43"	"6096"	"0"	"6096"	"0"
"277"	"B.F."	"32222"	"28670"	"5190"	"380"	"192"	"207"	"608"	"271"	"285"	"258"	"729"	"940"	"69952"	"0"	"69952"	"0"
"278"	"G. Total"	"35367"	"30952"	"5580"	"419"	"204"	"236"	"662"	"291"	"302"	"276"	"776"	"983"	"76048"	"0"	"76048"	"0"
"279"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"280"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"281"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"282"	"155"	"100"	"255"	"8"	"1"	"0"	"2"	"3"	"1"	"0"	"6"	"13"	"16"	"405"	"0"	"405"	"0"
"283"	"156"	"230"	"88"	"8"	"4"	"1"	"0"	"7"	"1"	"1"	"0"	"0"	"0"	"340"	"0"	"340"	"0"
"284"	"157"	"188"	"135"	"10"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"3"	"2"	"341"	"0"	"341"	"0"
"285"	"158"	"230"	"344"	"77"	"4"	"1"	"5"	"8"	"2"	"5"	"3"	"10"	"6"	"695"	"0"	"695"	"0"
"286"	"159"	"196"	"171"	"63"	"8"	"4"	"14"	"13"	"2"	"4"	"2"	"3"	"3"	"483"	"0"	"483"	"0"
"287"	"160"	"155"	"134"	"22"	"0"	"2"	"4"	"9"	"1"	"3"	"4"	"2"	"2"	"338"	"0"	"338"	"0"
"288"	"161"	"620"	"72"	"3"	"1"	"0"	"24"	"0"	"0"	"0"	"0"	"1"	"0"	"721"	"0"	"721"	"0"
"289"	"162"	"148"	"320"	"5"	"0"	"2"	"2"	"1"	"1"	"0"	"3"	"2"	"7"	"491"	"0"	"491"	"0"
"290"	"163"	"336"	"275"	"110"	"3"	"2"	"3"	"7"	"3"	"0"	"1"	"1"	"2"	"743"	"0"	"743"	"0"
"291"	"164"	"275"	"333"	"14"	"1"	"1"	"2"	"8"	"1"	"3"	"3"	"9"	"7"	"657"	"0"	"657"	"0"
"292"	"165"	"218"	"165"	"33"	"3"	"1"	"0"	"3"	"2"	"0"	"0"	"1"	"1"	"427"	"0"	"427"	"0"
"293"	"166"	"99"	"195"	"36"	"2"	"1"	"0"	"2"	"1"	"1"	"1"	"9"	"6"	"353"	"0"	"353"	"0"
"294"	"167"	"463"	"171"	"8"	"1"	"2"	"2"	"2"	"2"	"3"	"1"	"9"	"13"	"677"	"0"	"677"	"0"
"295"	"168"	"157"	"424"	"34"	"2"	"3"	"4"	"4"	"5"	"4"	"6"	"12"	"18"	"673"	"0"	"673"	"0"
"296"	"Total"	"3415"	"3082"	"431"	"30"	"20"	"62"	"69"	"22"	"25"	"30"	"75"	"83"	"7344"	"0"	"7344"	"0"
"297"	"B.F."	"35367"	"30952"	"5580"	"419"	"204"	"236"	"662"	"291"	"302"	"276"	"776"	"983"	"76048"	"0"	"76048"	"0"
"298"	"G. Total"	"38782"	"34034"	"6011"	"449"	"224"	"298"	"731"	"313"	"327"	"306"	"851"	"1066"	"83392"	"0"	"83392"	"0"
"299"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"300"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"301"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"302"	"169"	"237"	"213"	"9"	"4"	"3"	"1"	"5"	"1"	"3"	"0"	"8"	"11"	"495"	"0"	"495"	"0"
"303"	"170"	"227"	"160"	"14"	"6"	"1"	"3"	"3"	"2"	"3"	"1"	"0"	"1"	"421"	"0"	"421"	"0"
"304"	"171"	"66"	"63"	"29"	"1"	"0"	"0"	"4"	"0"	"2"	"2"	"0"	"6"	"173"	"0"	"173"	"0"
"305"	"172"	"235"	"188"	"17"	"1"	"0"	"1"	"6"	"4"	"2"	"5"	"16"	"18"	"493"	"0"	"493"	"0"
"306"	"173"	"14"	"568"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"590"	"0"	"590"	"0"
"307"	"174"	"148"	"322"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"4"	"479"	"0"	"479"	"0"
"308"	"175"	"29"	"857"	"14"	"2"	"2"	"0"	"1"	"3"	"0"	"0"	"2"	"4"	"914"	"0"	"914"	"0"
"309"	"176"	"150"	"284"	"4"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"445"	"0"	"445"	"0"
"310"	"177"	"28"	"466"	"24"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"3"	"526"	"0"	"526"	"0"
"311"	"178"	"0"	"398"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"401"	"0"	"401"	"0"
"312"	"179"	"87"	"588"	"11"	"6"	"1"	"2"	"9"	"0"	"0"	"1"	"7"	"10"	"722"	"0"	"722"	"0"
"313"	"180"	"49"	"515"	"14"	"2"	"1"	"0"	"4"	"0"	"3"	"2"	"12"	"3"	"605"	"0"	"605"	"0"
"314"	"181"	"17"	"358"	"4"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"1"	"2"	"387"	"0"	"387"	"0"
"315"	"182"	"10"	"462"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"475"	"0"	"475"	"0"
"316"	"Total"	"1297"	"5442"	"152"	"23"	"11"	"8"	"40"	"12"	"13"	"13"	"51"	"64"	"7126"	"0"	"7126"	"0"
"317"	"B.F."	"38782"	"34034"	"6011"	"449"	"224"	"298"	"731"	"313"	"327"	"306"	"851"	"1066"	"83392"	"0"	"83392"	"0"
"318"	"G. Total"	"40079"	"39476"	"6163"	"472"	"235"	"306"	"771"	"325"	"340"	"319"	"902"	"1130"	"90518"	"0"	"90518"	"0"
"319"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"320"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"321"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"322"	"183"	"83"	"590"	"26"	"3"	"2"	"2"	"2"	"2"	"1"	"4"	"14"	"10"	"739"	"0"	"739"	"0"
"323"	"184"	"20"	"597"	"10"	"1"	"0"	"1"	"2"	"0"	"0"	"2"	"3"	"4"	"640"	"0"	"640"	"0"
"324"	"185"	"10"	"425"	"6"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"6"	"452"	"0"	"452"	"0"
"325"	"186"	"29"	"430"	"11"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"475"	"0"	"475"	"0"
"326"	"187"	"16"	"445"	"7"	"2"	"3"	"0"	"2"	"1"	"1"	"1"	"8"	"5"	"491"	"0"	"491"	"0"
"327"	"188"	"92"	"524"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"4"	"627"	"0"	"627"	"0"
"328"	"189"	"67"	"85"	"4"	"1"	"3"	"3"	"1"	"1"	"0"	"4"	"1"	"3"	"173"	"0"	"173"	"0"
"329"	"190"	"157"	"30"	"8"	"3"	"2"	"3"	"2"	"0"	"2"	"2"	"4"	"6"	"219"	"0"	"219"	"0"
"330"	"191"	"30"	"80"	"4"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"1"	"1"	"121"	"0"	"121"	"0"
"331"	"192"	"105"	"292"	"10"	"2"	"1"	"5"	"10"	"6"	"7"	"5"	"20"	"37"	"500"	"0"	"500"	"0"
"332"	"193"	"29"	"616"	"13"	"1"	"3"	"2"	"2"	"2"	"3"	"0"	"13"	"11"	"695"	"0"	"695"	"0"
"333"	"194"	"67"	"318"	"7"	"1"	"1"	"1"	"1"	"2"	"3"	"0"	"4"	"11"	"416"	"0"	"416"	"0"
"334"	"195"	"32"	"360"	"5"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"4"	"0"	"404"	"0"	"404"	"0"
"335"	"196"	"138"	"514"	"13"	"8"	"1"	"1"	"6"	"2"	"1"	"1"	"3"	"3"	"691"	"0"	"691"	"0"
"336"	"Total"	"875"	"5306"	"125"	"27"	"16"	"20"	"33"	"17"	"22"	"19"	"81"	"102"	"6643"	"0"	"6643"	"0"
"337"	"B.F."	"40079"	"39476"	"6163"	"472"	"235"	"306"	"771"	"325"	"340"	"319"	"902"	"1130"	"90518"	"0"	"90518"	"0"
"338"	"G. Total"	"40954"	"44782"	"6288"	"499"	"251"	"326"	"804"	"342"	"362"	"338"	"983"	"1232"	"97161"	"0"	"97161"	"0"
"339"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"340"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"Kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"341"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"342"	"197"	"559"	"42"	"4"	"0"	"0"	"0"	"2"	"0"	"3"	"0"	"2"	"3"	"615"	"0"	"615"	"0"
"343"	"198"	"280"	"50"	"7"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"4"	"345"	"0"	"345"	"0"
"344"	"199"	"177"	"308"	"14"	"3"	"4"	"1"	"9"	"3"	"8"	"6"	"7"	"16"	"556"	"0"	"556"	"0"
"345"	"200"	"124"	"158"	"223"	"3"	"0"	"3"	"5"	"4"	"3"	"1"	"5"	"5"	"534"	"0"	"534"	"0"
"346"	"201"	"4"	"702"	"4"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"714"	"0"	"714"	"0"
"347"	"202"	"22"	"613"	"4"	"1"	"1"	"2"	"4"	"2"	"0"	"0"	"1"	"2"	"652"	"0"	"652"	"0"
"348"	"203"	"47"	"448"	"5"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"5"	"2"	"512"	"0"	"512"	"0"
"349"	"204"	"16"	"388"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"412"	"0"	"412"	"0"
"350"	"205"	"49"	"553"	"7"	"5"	"2"	"0"	"5"	"2"	"2"	"1"	"3"	"11"	"640"	"0"	"640"	"0"
"351"	"206"	"69"	"340"	"31"	"2"	"0"	"0"	"7"	"1"	"1"	"3"	"4"	"7"	"465"	"0"	"465"	"0"
"352"	"207"	"131"	"236"	"17"	"2"	"0"	"1"	"1"	"1"	"5"	"3"	"7"	"8"	"412"	"0"	"412"	"0"
"353"	"208"	"268"	"228"	"91"	"2"	"1"	"0"	"2"	"3"	"2"	"2"	"3"	"6"	"608"	"0"	"608"	"0"
"354"	"209"	"308"	"37"	"49"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"396"	"0"	"396"	"0"
"355"	"210"	"215"	"53"	"69"	"3"	"1"	"3"	"2"	"2"	"0"	"0"	"0"	"1"	"349"	"0"	"349"	"0"
"356"	"Total"	"2269"	"4156"	"527"	"23"	"9"	"11"	"42"	"21"	"25"	"17"	"40"	"70"	"7210"	"0"	"7210"	"0"
"357"	"B.F."	"40954"	"44782"	"6288"	"499"	"251"	"326"	"804"	"342"	"362"	"338"	"983"	"1232"	"97161"	"0"	"97161"	"0"
"358"	"G. Total"	"43223"	"48938"	"6815"	"522"	"260"	"337"	"846"	"363"	"387"	"355"	"1023"	"1302"	"104371"	"0"	"104371"	"0"
"359"	"Place- BAZAR SAMITI, SANDHA, CHAPRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"Date - 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
