"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:- 255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"148"	"73"	"103"	"86"	"3"	""	"3"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"4"	"3"	"210"	"0"	"210"	"0"
"149"	"74"	"197"	"248"	"33"	""	"3"	"0"	"9"	"1"	"1"	"3"	"6"	"0"	"2"	"4"	"0"	"5"	"5"	"517"	"0"	"517"	"0"
"150"	"75"	"102"	"195"	"35"	""	"2"	"0"	"2"	"1"	"1"	"1"	"4"	"2"	"2"	"3"	"4"	"8"	"2"	"364"	"0"	"364"	"0"
"151"	"76"	"106"	"119"	"20"	""	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"256"	"0"	"256"	"0"
"152"	"77"	"230"	"94"	"32"	""	"7"	"2"	"4"	"0"	"1"	"3"	"2"	"1"	"3"	"3"	"1"	"6"	"7"	"396"	"0"	"396"	"0"
"153"	"78"	"214"	"100"	"13"	""	"2"	"3"	"5"	"0"	"1"	"0"	"3"	"2"	"0"	"2"	"2"	"2"	"5"	"354"	"0"	"354"	"0"
"154"	"79"	"225"	"55"	"20"	""	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"4"	"2"	"0"	"1"	"2"	"313"	"0"	"313"	"0"
"155"	"80"	"226"	"55"	"28"	""	"0"	"3"	"1"	"0"	"1"	"1"	"4"	"2"	"1"	"1"	"6"	"2"	"7"	"338"	"0"	"338"	"0"
"156"	"81"	"74"	"89"	"25"	""	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"1"	"195"	"0"	"195"	"0"
"157"	"82"	"156"	"63"	"23"	""	"0"	"3"	"2"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"4"	"256"	"0"	"256"	"0"
"158"	"83"	"119"	"56"	"20"	""	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"199"	"0"	"199"	"0"
"159"	"84"	"358"	"135"	"40"	""	"2"	"0"	"3"	"2"	"0"	"0"	"4"	"2"	"5"	"0"	"3"	"2"	"2"	"558"	"0"	"558"	"0"
"160"	"Total :-"	"2398"	"1499"	"318"	""	"28"	"20"	"30"	"9"	"7"	"13"	"41"	"10"	"32"	"22"	"22"	"37"	"50"	"4536"	"0"	"4536"	"0"
"161"	"Total upto Last Round:-"	"8637"	"12767"	"1255"	""	"492"	"92"	"115"	"42"	"40"	"64"	"116"	"36"	"104"	"93"	"143"	"456"	"465"	"24917"	"0"	"24917"	"0"
"162"	"Grand Total :-"	"11035"	"14266"	"1573"	""	"520"	"112"	"145"	"51"	"47"	"77"	"157"	"46"	"136"	"115"	"165"	"493"	"515"	"29453"	"0"	"29453"	"0"
"163"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"ROUND  7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"178"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"179"	"85"	"131"	"226"	"29"	""	"2"	"3"	"3"	"0"	"1"	"3"	"4"	"0"	"5"	"5"	"1"	"6"	"8"	"427"	"0"	"427"	"0"
"180"	"86"	"196"	"36"	"11"	""	"1"	"1"	"1"	"0"	"1"	"0"	"5"	"2"	"1"	"4"	"0"	"2"	"5"	"266"	"0"	"266"	"0"
"181"	"87"	"249"	"67"	"31"	""	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"1"	"0"	"2"	"356"	"0"	"356"	"0"
"182"	"88"	"317"	"87"	"43"	""	"3"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"5"	"1"	"2"	"0"	"2"	"464"	"0"	"464"	"0"
"183"	"89"	"267"	"130"	"29"	""	"8"	"1"	"2"	"1"	"0"	"1"	"1"	"4"	"7"	"8"	"0"	"6"	"12"	"477"	"0"	"477"	"0"
"184"	"90"	"80"	"370"	"33"	""	"4"	"0"	"1"	"1"	"2"	"2"	"6"	"0"	"0"	"2"	"3"	"9"	"9"	"522"	"0"	"522"	"0"
"185"	"91"	"169"	"162"	"21"	""	"11"	"4"	"4"	"2"	"0"	"1"	"5"	"0"	"2"	"6"	"0"	"3"	"2"	"392"	"0"	"392"	"0"
"186"	"92"	"268"	"130"	"51"	""	"1"	"3"	"3"	"1"	"0"	"2"	"2"	"0"	"2"	"5"	"2"	"1"	"8"	"479"	"0"	"479"	"0"
"187"	"93"	"195"	"118"	"149"	""	"8"	"3"	"6"	"1"	"1"	"2"	"11"	"1"	"3"	"3"	"3"	"2"	"3"	"509"	"0"	"509"	"0"
"188"	"94"	"236"	"131"	"101"	""	"5"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"2"	"2"	"2"	"3"	"9"	"496"	"0"	"496"	"0"
"189"	"95"	"493"	"102"	"41"	""	"4"	"2"	"6"	"0"	"3"	"0"	"7"	"2"	"5"	"7"	"1"	"2"	"9"	"684"	"0"	"684"	"0"
"190"	"96"	"543"	"73"	"31"	""	"3"	"3"	"2"	"0"	"3"	"2"	"9"	"2"	"2"	"4"	"3"	"2"	"6"	"688"	"0"	"688"	"0"
"191"	"97"	"414"	"30"	"19"	""	"1"	"0"	"2"	"0"	"2"	"1"	"4"	"0"	"3"	"4"	"2"	"2"	"4"	"488"	"0"	"488"	"0"
"192"	"98"	"192"	"63"	"10"	""	"1"	"1"	"2"	"0"	"2"	"1"	"1"	"0"	"4"	"3"	"1"	"0"	"2"	"283"	"0"	"283"	"0"
"193"	"Total :-"	"3750"	"1725"	"599"	""	"53"	"22"	"34"	"8"	"15"	"15"	"59"	"13"	"43"	"55"	"21"	"38"	"81"	"6531"	"0"	"6531"	"0"
"194"	"Total upto Last Round:-"	"11035"	"14266"	"1573"	""	"520"	"112"	"145"	"51"	"47"	"77"	"157"	"46"	"136"	"115"	"165"	"493"	"515"	"29453"	"0"	"29453"	"0"
"195"	"Grand Total :-"	"14785"	"15991"	"2172"	""	"573"	"134"	"179"	"59"	"62"	"92"	"216"	"59"	"179"	"170"	"186"	"531"	"596"	"35984"	"0"	"35984"	"0"
"196"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"206"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"ROUND  8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"211"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"212"	"99"	"510"	"63"	"21"	""	"2"	"3"	"0"	"2"	"1"	"4"	"5"	"0"	"2"	"1"	"3"	"1"	"5"	"623"	"0"	"623"	"0"
"213"	"100"	"93"	"137"	"8"	""	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"245"	"0"	"245"	"0"
"214"	"101"	"215"	"82"	"8"	""	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"314"	"0"	"314"	"0"
"215"	"102"	"351"	"224"	"65"	""	"2"	"1"	"3"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"1"	"2"	"4"	"660"	"0"	"660"	"0"
"216"	"103"	"230"	"113"	"33"	""	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"1"	"2"	"2"	"392"	"0"	"392"	"0"
"217"	"104"	"224"	"85"	"113"	""	"9"	"1"	"0"	"1"	"0"	"1"	"3"	"4"	"2"	"2"	"1"	"2"	"4"	"452"	"0"	"452"	"0"
"218"	"105"	"296"	"91"	"22"	""	"3"	"1"	"3"	"1"	"2"	"2"	"10"	"1"	"4"	"1"	"7"	"1"	"3"	"448"	"0"	"448"	"0"
"219"	"106"	"197"	"64"	"28"	""	"9"	"2"	"2"	"0"	"0"	"1"	"10"	"0"	"2"	"0"	"4"	"2"	"6"	"327"	"0"	"327"	"0"
"220"	"107"	"100"	"65"	"16"	""	"2"	"1"	"3"	"4"	"0"	"0"	"4"	"3"	"2"	"3"	"3"	"2"	"5"	"213"	"0"	"213"	"0"
"221"	"108"	"258"	"74"	"10"	""	"6"	"7"	"2"	"2"	"1"	"0"	"3"	"1"	"6"	"1"	"1"	"2"	"4"	"378"	"0"	"378"	"0"
"222"	"109"	"228"	"56"	"18"	""	"8"	"0"	"1"	"0"	"0"	"0"	"8"	"2"	"2"	"4"	"1"	"3"	"1"	"332"	"0"	"332"	"0"
"223"	"110"	"254"	"87"	"14"	""	"1"	"1"	"2"	"1"	"1"	"0"	"11"	"1"	"3"	"4"	"2"	"2"	"7"	"391"	"0"	"391"	"0"
"224"	"111"	"71"	"215"	"47"	""	"1"	"2"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"3"	"4"	"2"	"4"	"354"	"0"	"354"	"0"
"225"	"112"	"299"	"89"	"22"	""	"9"	"1"	"4"	"7"	"2"	"2"	"7"	"5"	"4"	"4"	"2"	"3"	"13"	"473"	"0"	"473"	"0"
"226"	"Total :-"	"3326"	"1445"	"425"	""	"58"	"22"	"22"	"20"	"9"	"12"	"65"	"21"	"32"	"31"	"30"	"25"	"59"	"5602"	"0"	"5602"	"0"
"227"	"Total upto Last Round:-"	"14785"	"15991"	"2172"	""	"573"	"134"	"179"	"59"	"62"	"92"	"216"	"59"	"179"	"170"	"186"	"531"	"596"	"35984"	"0"	"35984"	"0"
"228"	"Grand Total :-"	"18111"	"17436"	"2597"	""	"631"	"156"	"201"	"79"	"71"	"104"	"281"	"80"	"211"	"201"	"216"	"556"	"655"	"41586"	"0"	"41586"	"0"
"229"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"ROUND  9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"238"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"239"	"113"	"272"	"87"	"19"	""	"5"	"3"	"5"	"1"	"2"	"2"	"8"	"1"	"1"	"2"	"2"	"2"	"8"	"420"	"0"	"420"	"0"
"240"	"114"	"339"	"104"	"25"	""	"4"	"4"	"2"	"2"	"0"	"0"	"10"	"1"	"4"	"6"	"3"	"2"	"8"	"514"	"0"	"514"	"0"
"241"	"115"	"177"	"175"	"22"	""	"12"	"4"	"3"	"2"	"2"	"3"	"6"	"3"	"5"	"2"	"3"	"4"	"12"	"435"	"0"	"435"	"0"
"242"	"116"	"195"	"101"	"28"	""	"8"	"3"	"6"	"0"	"2"	"0"	"1"	"1"	"10"	"2"	"2"	"3"	"6"	"368"	"0"	"368"	"0"
"243"	"117"	"232"	"160"	"30"	""	"4"	"2"	"0"	"1"	"3"	"0"	"8"	"0"	"5"	"3"	"2"	"1"	"5"	"456"	"0"	"456"	"0"
"244"	"118"	"208"	"129"	"13"	""	"0"	"0"	"3"	"1"	"0"	"2"	"1"	"2"	"4"	"3"	"1"	"2"	"9"	"378"	"0"	"378"	"0"
"245"	"119"	"40"	"225"	"9"	""	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"280"	"0"	"280"	"0"
"246"	"120"	"301"	"77"	"7"	""	"2"	"1"	"2"	"2"	"0"	"1"	"2"	"2"	"2"	"4"	"4"	"5"	"7"	"419"	"0"	"419"	"0"
"247"	"121"	"202"	"107"	"8"	""	"0"	"0"	"0"	"0"	"2"	"4"	"2"	"1"	"2"	"1"	"1"	"5"	"5"	"340"	"0"	"340"	"0"
"248"	"122"	"134"	"155"	"10"	""	"2"	"0"	"2"	"2"	"1"	"3"	"1"	"2"	"1"	"1"	"0"	"6"	"3"	"323"	"0"	"323"	"0"
"249"	"123"	"200"	"212"	"68"	""	"33"	"2"	"3"	"1"	"4"	"5"	"4"	"6"	"4"	"7"	"3"	"7"	"16"	"575"	"0"	"575"	"0"
"250"	"124"	"136"	"319"	"15"	""	"5"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"8"	"8"	"503"	"0"	"503"	"0"
"251"	"125"	"137"	"104"	"4"	""	"4"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"4"	"1"	"260"	"0"	"260"	"0"
"252"	"126"	"295"	"84"	"8"	""	"2"	"2"	"3"	"0"	"0"	"2"	"1"	"3"	"3"	"1"	"0"	"0"	"0"	"404"	"0"	"404"	"0"
"253"	"Total :-"	"2868"	"2039"	"266"	""	"81"	"23"	"31"	"12"	"17"	"25"	"50"	"22"	"44"	"33"	"25"	"51"	"88"	"5675"	"0"	"5675"	"0"
"254"	"Total upto Last Round:-"	"18111"	"17436"	"2597"	""	"631"	"156"	"201"	"79"	"71"	"104"	"281"	"80"	"211"	"201"	"216"	"556"	"655"	"41586"	"0"	"41586"	"0"
"255"	"Grand Total :-"	"20979"	"19475"	"2863"	""	"712"	"179"	"232"	"91"	"88"	"129"	"331"	"102"	"255"	"234"	"241"	"607"	"743"	"47261"	"0"	"47261"	"0"
"256"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"ROUND  10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"265"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"266"	"127"	"120"	"27"	"22"	""	"1"	"0"	"3"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"182"	"0"	"182"	"0"
"267"	"128"	"250"	"74"	"42"	""	"13"	"2"	"1"	"0"	"0"	"2"	"4"	"0"	"0"	"3"	"2"	"0"	"10"	"403"	"0"	"403"	"0"
"268"	"129"	"147"	"51"	"8"	""	"15"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"2"	"231"	"0"	"231"	"0"
"269"	"130"	"175"	"94"	"14"	""	"15"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"0"	"2"	"3"	"2"	"312"	"0"	"312"	"0"
"270"	"131"	"185"	"142"	"16"	""	"2"	"0"	"4"	"1"	"1"	"1"	"2"	"0"	"1"	"2"	"0"	"4"	"4"	"365"	"0"	"365"	"0"
"271"	"132"	"182"	"12"	"11"	""	"0"	"0"	"3"	"0"	"0"	"0"	"6"	"0"	"0"	"1"	"1"	"0"	"2"	"218"	"0"	"218"	"0"
"272"	"133"	"327"	"21"	"11"	""	"4"	"0"	"1"	"1"	"1"	"1"	"14"	"0"	"2"	"3"	"1"	"3"	"4"	"394"	"0"	"394"	"0"
"273"	"134"	"281"	"66"	"18"	""	"1"	"2"	"2"	"0"	"0"	"0"	"2"	"2"	"3"	"2"	"5"	"4"	"9"	"397"	"0"	"397"	"0"
"274"	"135"	"296"	"81"	"20"	""	"2"	"3"	"8"	"2"	"0"	"3"	"8"	"2"	"4"	"5"	"2"	"4"	"8"	"448"	"0"	"448"	"0"
"275"	"136"	"195"	"92"	"27"	""	"4"	"3"	"2"	"0"	"1"	"0"	"5"	"0"	"2"	"3"	"5"	"2"	"11"	"352"	"0"	"352"	"0"
"276"	"137"	"242"	"10"	"6"	""	"5"	"1"	"1"	"3"	"0"	"0"	"21"	"1"	"3"	"1"	"0"	"1"	"3"	"298"	"0"	"298"	"0"
"277"	"138"	"181"	"22"	"14"	""	"1"	"1"	"2"	"1"	"0"	"0"	"26"	"1"	"2"	"1"	"1"	"0"	"1"	"254"	"0"	"254"	"0"
"278"	"139"	"193"	"36"	"8"	""	"5"	"1"	"1"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"5"	"255"	"0"	"255"	"0"
"279"	"140"	"92"	"43"	"35"	""	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"2"	"1"	"2"	"179"	"0"	"179"	"0"
"280"	"Total :-"	"2866"	"771"	"252"	""	"68"	"14"	"29"	"10"	"6"	"7"	"99"	"6"	"24"	"22"	"24"	"25"	"65"	"4288"	"0"	"4288"	"0"
"281"	"Total upto Last Round:-"	"20979"	"19475"	"2863"	""	"712"	"179"	"232"	"91"	"88"	"129"	"331"	"102"	"255"	"234"	"241"	"607"	"743"	"47261"	"0"	"47261"	"0"
"282"	"Grand Total :-"	"23845"	"20246"	"3115"	""	"780"	"193"	"261"	"101"	"94"	"136"	"430"	"108"	"279"	"256"	"265"	"632"	"808"	"51549"	"0"	"51549"	"0"
"283"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"ROUND  11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"292"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"293"	"141"	"463"	"55"	"13"	""	"6"	"1"	"2"	"1"	"0"	"1"	"2"	"2"	"2"	"1"	"0"	"3"	"4"	"556"	"0"	"556"	"0"
"294"	"142"	"253"	"39"	"23"	""	"0"	"4"	"3"	"1"	"0"	"1"	"4"	"0"	"0"	"1"	"2"	"1"	"4"	"336"	"0"	"336"	"0"
"295"	"143"	"314"	"50"	"20"	""	"3"	"4"	"1"	"0"	"2"	"2"	"5"	"0"	"6"	"3"	"2"	"2"	"5"	"419"	"0"	"419"	"0"
"296"	"144"	"210"	"57"	"16"	""	"3"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"3"	"0"	"4"	"301"	"0"	"301"	"0"
"297"	"145"	"163"	"56"	"8"	""	"2"	"1"	"1"	"0"	"2"	"3"	"3"	"0"	"0"	"3"	"0"	"0"	"4"	"246"	"0"	"246"	"0"
"298"	"146"	"138"	"134"	"14"	""	"4"	"3"	"1"	"0"	"1"	"2"	"2"	"2"	"3"	"1"	"3"	"7"	"8"	"323"	"0"	"323"	"0"
"299"	"147"	"107"	"120"	"16"	""	"1"	"2"	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"6"	"2"	"264"	"0"	"264"	"0"
