"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :47---Raniganj (SC)                                                                                                                                   No of Voters :224217"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"149"	"135"	"17"	"502"	""	"20"	""	"15"	""	"3"	""	"3"	""	"2"	""	"3"	""	"3"	""	"0"	""	"8"	""	"88"	"6"	""	"670"
"150"	"136"	"219"	"107"	""	"5"	""	"61"	""	"3"	""	"2"	""	"5"	""	"2"	""	"4"	""	"0"	""	"1"	""	"0"	"1"	""	"410"
"151"	"137"	"102"	"173"	""	"2"	""	"13"	""	"4"	""	"1"	""	"3"	""	"0"	""	"3"	""	"4"	""	"5"	""	"17"	"4"	""	"331"
"152"	"138"	"273"	"212"	""	"9"	""	"19"	""	"3"	""	"0"	""	"2"	""	"2"	""	"8"	""	"2"	""	"2"	""	"20"	"3"	""	"555"
"153"	"139"	"93"	"264"	""	"7"	""	"7"	""	"1"	""	"0"	""	"3"	""	"1"	""	"5"	""	"1"	""	"1"	""	"0"	"0"	""	"383"
"154"	"140"	"174"	"357"	""	"6"	""	"29"	""	"1"	""	"0"	""	"2"	""	"3"	""	"1"	""	"0"	""	"0"	""	"1"	"1"	""	"575"
"155"	"141"	"117"	"168"	""	"11"	""	"39"	""	"5"	""	"1"	""	"2"	""	"2"	""	"1"	""	"1"	""	"1"	""	"1"	"0"	""	"349"
"156"	"142"	"126"	"133"	""	"4"	""	"32"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"296"
"157"	"143"	"128"	"205"	""	"8"	""	"23"	""	"8"	""	"1"	""	"1"	""	"2"	""	"4"	""	"0"	""	"2"	""	"0"	"0"	""	"382"
"158"	"144"	"34"	"537"	""	"12"	""	"10"	""	"2"	""	"1"	""	"2"	""	"3"	""	"2"	""	"1"	""	"3"	""	"0"	"1"	""	"608"
"159"	"145"	"43"	"214"	""	"9"	""	"3"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"271"
"160"	"146"	"10"	"209"	""	"90"	""	"14"	""	"0"	""	"2"	""	"0"	""	"1"	""	"3"	""	"3"	""	"1"	""	"0"	"0"	""	"333"
"161"	"147"	"297"	"57"	""	"3"	""	"10"	""	"6"	""	"1"	""	"0"	""	"2"	""	"2"	""	"1"	""	"1"	""	"1"	"0"	""	"381"
"162"	"148"	"134"	"347"	""	"20"	""	"30"	""	"5"	""	"2"	""	"0"	""	"11"	""	"6"	""	"7"	""	"0"	""	"0"	"5"	""	"567"
"163"	"149"	"289"	"10"	""	"3"	""	"168"	""	"9"	""	"7"	""	"5"	""	"55"	""	"4"	""	"4"	""	"2"	""	"0"	"2"	""	"558"
"164"	"150"	"308"	"35"	""	"1"	""	"89"	""	"4"	""	"2"	""	"1"	""	"11"	""	"4"	""	"2"	""	"2"	""	"0"	"3"	""	"462"
"165"	"151"	"261"	"74"	""	"4"	""	"173"	""	"2"	""	"0"	""	"0"	""	"2"	""	"3"	""	"1"	""	"2"	""	"1"	"1"	""	"524"
"166"	"152"	"188"	"237"	""	"8"	""	"7"	""	"0"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	"0"	""	"444"
"167"	"153"	"304"	"40"	""	"3"	""	"30"	""	"1"	""	"0"	""	"0"	""	"2"	""	"4"	""	"0"	""	"0"	""	"0"	"2"	""	"386"
"168"	"154"	"122"	"318"	""	"9"	""	"10"	""	"5"	""	"0"	""	"2"	""	"4"	""	"5"	""	"4"	""	"2"	""	"2"	"2"	""	"485"
"169"	"155"	"117"	"308"	""	"13"	""	"103"	""	"6"	""	"0"	""	"1"	""	"2"	""	"4"	""	"2"	""	"0"	""	"0"	"1"	""	"557"
"170"	"156"	"236"	"61"	""	"4"	""	"14"	""	"2"	""	"2"	""	"2"	""	"0"	""	"5"	""	"0"	""	"1"	""	"1"	"1"	""	"329"
"171"	"157"	"38"	"555"	""	"5"	""	"16"	""	"0"	""	"0"	""	"0"	""	"3"	""	"1"	""	"1"	""	"3"	""	"2"	"2"	""	"626"
"172"	"158"	"436"	"146"	""	"10"	""	"43"	""	"7"	""	"1"	""	"4"	""	"5"	""	"3"	""	"0"	""	"1"	""	"1"	"2"	""	"659"
"173"	"159"	"129"	"565"	""	"15"	""	"39"	""	"3"	""	"5"	""	"2"	""	"4"	""	"5"	""	"1"	""	"0"	""	"1"	"0"	""	"769"
"174"	"160"	"623"	"69"	""	"6"	""	"22"	""	"4"	""	"3"	""	"4"	""	"4"	""	"2"	""	"2"	""	"1"	""	"0"	"1"	""	"741"
"175"	"161"	"268"	"28"	""	"0"	""	"12"	""	"0"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	"0"	""	"312"
"176"	"162"	"300"	"441"	""	"10"	""	"8"	""	"5"	""	"15"	""	"0"	""	"5"	""	"5"	""	"2"	""	"1"	""	"1"	"5"	""	"798"
"177"	"163"	"63"	"199"	""	"10"	""	"7"	""	"2"	""	"2"	""	"1"	""	"2"	""	"4"	""	"0"	""	"4"	""	"3"	"2"	""	"299"
"178"	"164"	"34"	"364"	""	"11"	""	"19"	""	"7"	""	"107"	""	"15"	""	"3"	""	"10"	""	"6"	""	"5"	""	"11"	"14"	""	"606"
"179"	"165"	"7"	"215"	""	"4"	""	"14"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"242"
"180"	"166"	"151"	"378"	""	"10"	""	"16"	""	"4"	""	"2"	""	"1"	""	"6"	""	"7"	""	"0"	""	"3"	""	"3"	"3"	""	"584"
"181"	"167"	"55"	"427"	""	"18"	""	"16"	""	"2"	""	"7"	""	"3"	""	"4"	""	"6"	""	"2"	""	"1"	""	"1"	"0"	""	"542"
"182"	"168"	"60"	"328"	""	"11"	""	"12"	""	"3"	""	"1"	""	"0"	""	"2"	""	"2"	""	"0"	""	"1"	""	"0"	"1"	""	"421"
"183"	"169"	"71"	"297"	""	"4"	""	"5"	""	"2"	""	"2"	""	"1"	""	"1"	""	"3"	""	"1"	""	"0"	""	"0"	"0"	""	"387"
"184"	"170"	"12"	"197"	""	"8"	""	"1"	""	"0"	""	"1"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	""	"1"	"0"	""	"225"
"185"	"171"	"134"	"270"	""	"14"	""	"3"	""	"3"	""	"1"	""	"3"	""	"6"	""	"10"	""	"4"	""	"1"	""	"2"	"0"	""	"451"
"186"	"172"	"374"	"331"	""	"9"	""	"7"	""	"4"	""	"3"	""	"3"	""	"9"	""	"7"	""	"1"	""	"0"	""	"1"	"3"	""	"752"
"187"	"173"	"85"	"414"	""	"10"	""	"2"	""	"5"	""	"0"	""	"1"	""	"4"	""	"4"	""	"1"	""	"1"	""	"1"	"2"	""	"530"
"188"	"174"	"109"	"307"	""	"11"	""	"10"	""	"1"	""	"5"	""	"6"	""	"4"	""	"8"	""	"2"	""	"0"	""	"1"	"1"	""	"465"
"189"	"175"	"85"	"340"	""	"19"	""	"9"	""	"8"	""	"2"	""	"0"	""	"3"	""	"11"	""	"6"	""	"4"	""	"3"	"8"	""	"498"
"190"	"176"	"49"	"506"	""	"15"	""	"17"	""	"9"	""	"0"	""	"3"	""	"3"	""	"1"	""	"3"	""	"0"	""	"0"	"0"	""	"606"
"191"	"177"	"92"	"322"	""	"10"	""	"13"	""	"2"	""	"0"	""	"2"	""	"2"	""	"5"	""	"1"	""	"1"	""	"1"	"1"	""	"452"
"192"	"178"	"44"	"254"	""	"14"	""	"7"	""	"2"	""	"0"	""	"0"	""	"1"	""	"3"	""	"2"	""	"0"	""	"1"	"3"	""	"331"
"193"	"179"	"34"	"245"	""	"8"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"3"	""	"0"	""	"0"	"0"	""	"293"
"194"	"180"	"173"	"77"	""	"8"	""	"4"	""	"3"	""	"0"	""	"3"	""	"2"	""	"7"	""	"5"	""	"2"	""	"2"	"7"	""	"293"
"195"	"181"	"110"	"137"	""	"9"	""	"15"	""	"2"	""	"1"	""	"2"	""	"5"	""	"6"	""	"4"	""	"1"	""	"0"	"3"	""	"295"
"196"	"182"	"97"	"143"	""	"9"	""	"6"	""	"0"	""	"2"	""	"2"	""	"5"	""	"9"	""	"1"	""	"2"	""	"1"	"3"	""	"280"
"197"	"183"	"129"	"243"	""	"21"	""	"5"	""	"6"	""	"2"	""	"3"	""	"1"	""	"2"	""	"6"	""	"1"	""	"3"	"6"	""	"428"
"198"	"184"	"105"	"185"	""	"4"	""	"8"	""	"2"	""	"1"	""	"0"	""	"2"	""	"6"	""	"0"	""	"2"	""	"1"	"3"	""	"319"
"199"	"185"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"
"200"	"186"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"
"201"	"187"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"
"202"	"188"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"
"203"	"189"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"
"204"	"190"	"60"	"3"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"66"
"205"	"191"	"52"	"242"	""	"4"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"5"	""	"0"	""	"0"	""	"0"	"0"	""	"306"
"206"	"192"	"204"	"172"	""	"8"	""	"8"	""	"3"	""	"2"	""	"3"	""	"4"	""	"9"	""	"1"	""	"4"	""	"4"	"8"	""	"430"
"207"	"193"	"172"	"152"	""	"9"	""	"2"	""	"5"	""	"7"	""	"3"	""	"9"	""	"18"	""	"4"	""	"2"	""	"5"	"6"	""	"394"
"208"	"194"	"180"	"99"	""	"6"	""	"23"	""	"2"	""	"0"	""	"1"	""	"4"	""	"9"	""	"9"	""	"1"	""	"2"	"1"	""	"337"
"209"	"195"	"30"	"455"	""	"20"	""	"9"	""	"2"	""	"2"	""	"0"	""	"1"	""	"5"	""	"0"	""	"1"	""	"0"	"0"	""	"525"
"210"	"196"	"159"	"255"	""	"4"	""	"8"	""	"13"	""	"1"	""	"2"	""	"10"	""	"16"	""	"9"	""	"3"	""	"3"	"7"	""	"490"
"211"	"197"	"133"	"444"	""	"13"	""	"10"	""	"4"	""	"2"	""	"4"	""	"6"	""	"4"	""	"2"	""	"2"	""	"0"	"3"	""	"627"
"212"	"198"	"43"	"332"	""	"10"	""	"6"	""	"1"	""	"2"	""	"3"	""	"1"	""	"3"	""	"0"	""	"1"	""	"1"	"2"	""	"405"
"213"	"199"	"117"	"229"	""	"8"	""	"4"	""	"5"	""	"1"	""	"2"	""	"6"	""	"8"	""	"2"	""	"2"	""	"2"	"7"	""	"393"
"214"	"200"	"154"	"197"	""	"4"	""	"4"	""	"2"	""	"0"	""	"0"	""	"1"	""	"4"	""	"2"	""	"1"	""	"2"	"3"	""	"374"
"215"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"216"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"217"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"218"	"201"	"209"	"263"	""	"8"	""	"39"	""	"5"	""	"4"	""	"4"	""	"5"	""	"4"	""	"3"	""	"2"	""	"2"	"1"	""	"549"
"219"	"202"	"15"	"352"	""	"6"	""	"18"	""	"1"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	""	"1"	""	"0"	"0"	""	"396"
"220"	"203"	"154"	"383"	""	"11"	""	"7"	""	"3"	""	"4"	""	"0"	""	"0"	""	"4"	""	"3"	""	"1"	""	"0"	"1"	""	"571"
"221"	"204"	"70"	"412"	""	"20"	""	"1"	""	"3"	""	"0"	""	"2"	""	"3"	""	"3"	""	"2"	""	"1"	""	"2"	"2"	""	"521"
"222"	"205"	"21"	"361"	""	"9"	""	"16"	""	"2"	""	"1"	""	"1"	""	"0"	""	"5"	""	"0"	""	"1"	""	"1"	"2"	""	"420"
"223"	"206"	"44"	"302"	""	"8"	""	"12"	""	"1"	""	"3"	""	"4"	""	"2"	""	"2"	""	"2"	""	"2"	""	"0"	"5"	""	"387"
"224"	"207"	"38"	"327"	""	"14"	""	"46"	""	"1"	""	"1"	""	"3"	""	"3"	""	"12"	""	"7"	""	"5"	""	"3"	"9"	""	"469"
"225"	"208"	"22"	"123"	""	"5"	""	"14"	""	"0"	""	"0"	""	"1"	""	"0"	""	"2"	""	"0"	""	"1"	""	"2"	"0"	""	"170"
"226"	"209"	"107"	"326"	""	"6"	""	"16"	""	"1"	""	"1"	""	"4"	""	"3"	""	"10"	""	"4"	""	"4"	""	"3"	"6"	""	"491"
"227"	"210"	"87"	"648"	""	"18"	""	"33"	""	"5"	""	"2"	""	"1"	""	"8"	""	"9"	""	"5"	""	"1"	""	"3"	"1"	""	"821"
"228"	"211"	"55"	"453"	""	"13"	""	"3"	""	"4"	""	"6"	""	"3"	""	"3"	""	"3"	""	"1"	""	"1"	""	"3"	"2"	""	"550"
"229"	"212"	"171"	"373"	""	"12"	""	"18"	""	"2"	""	"2"	""	"3"	""	"4"	""	"11"	""	"2"	""	"2"	""	"0"	"2"	""	"602"
"230"	"213"	"34"	"720"	""	"24"	""	"22"	""	"1"	""	"3"	""	"3"	""	"0"	""	"1"	""	"3"	""	"2"	""	"1"	"0"	""	"814"
"231"	"214"	"56"	"485"	""	"15"	""	"3"	""	"4"	""	"5"	""	"2"	""	"2"	""	"3"	""	"1"	""	"0"	""	"3"	"2"	""	"581"
"232"	"215"	"223"	"275"	""	"17"	""	"15"	""	"3"	""	"1"	""	"1"	""	"2"	""	"7"	""	"5"	""	"3"	""	"2"	"1"	""	"555"
"233"	"216"	"32"	"294"	""	"5"	""	"18"	""	"3"	""	"3"	""	"2"	""	"1"	""	"2"	""	"1"	""	"1"	""	"1"	"1"	""	"364"
"234"	"217"	"35"	"378"	""	"13"	""	"33"	""	"0"	""	"0"	""	"1"	""	"1"	""	"3"	""	"3"	""	"5"	""	"2"	"3"	""	"477"
"235"	"218"	"55"	"411"	""	"19"	""	"21"	""	"1"	""	"3"	""	"2"	""	"1"	""	"4"	""	"2"	""	"2"	""	"1"	"1"	""	"523"
"236"	"219"	"20"	"219"	""	"11"	""	"4"	""	"2"	""	"1"	""	"0"	""	"1"	""	"4"	""	"2"	""	"0"	""	"0"	"1"	""	"265"
"237"	"220"	"498"	"13"	""	"1"	""	"9"	""	"4"	""	"0"	""	"1"	""	"1"	""	"7"	""	"1"	""	"0"	""	"3"	"4"	""	"542"
"238"	"221"	"56"	"392"	""	"11"	""	"26"	""	"6"	""	"3"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	"0"	""	"498"
"239"	"222"	"298"	"26"	""	"0"	""	"15"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"4"	""	"344"
"240"	"223"	"320"	"102"	""	"9"	""	"16"	""	"3"	""	"2"	""	"2"	""	"7"	""	"5"	""	"5"	""	"2"	""	"0"	"2"	""	"475"
"241"	"224"	"414"	"9"	""	"0"	""	"25"	""	"1"	""	"0"	""	"0"	""	"5"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"455"
"242"	"225"	"25"	"443"	""	"8"	""	"13"	""	"1"	""	"3"	""	"5"	""	"0"	""	"5"	""	"0"	""	"2"	""	"0"	"2"	""	"507"
"243"	"Total:"	"39669"	"55988"	""	"1951"	""	"3691"	""	"532"	""	"422"	""	"363"	""	"549"	""	"800"	""	"377"	""	"273"	""	"451"	"424"	""	"#####"
"244"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"Date: 16/05/2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"Assembly Constituency : 47---Raniganj (SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Parliament Constituency : 9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"Form-20  (Part-I-B)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"Assembly Constituency :47---Raniganj (SC)                                                                                                                                   No of Voters :224217"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"Candidates Name
----->
BOOTH NO"	"Brough forward from TOTAL  (Part-I-A)"	""	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"
"255"	""	""	""	"NITYA NAND BISHWAS"	""	"PRAMOD SINGH YADAV"	""	"PRINCE VICTOR"	""	"LAXMI SADA"	""	"VIJAY SAH"	""	"SANJAY KUMAR JHA"	""	"D. SAJJAD"	""	"SATYA NARAYAN WRITER"	""	"SADA NAND CHOUDHARY"	""	"SADHANA DEVI"	"SUKDEO PASWAN"	""	"MOHAMMED SAIFUR RAB"	""
"256"	"1"	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	"22"	""	"23"	""	"24"	""	"25"	"26"	""	"27"	"28"
"257"	"1"	"577"	""	"1"	""	"6"	""	"1"	""	"4"	""	"3"	""	"0"	""	"1"	""	"9"	""	"4"	""	"6"	"4"	""	"3"	"619"
"258"	"2"	"398"	""	"3"	""	"3"	""	"4"	""	"12"	""	"8"	""	"1"	""	"4"	""	"9"	""	"5"	""	"5"	"7"	""	"17"	"476"
"259"	"3"	"418"	""	"0"	""	"2"	""	"4"	""	"0"	""	"1"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"3"	""	"0"	"430"
"260"	"4"	"377"	""	"3"	""	"4"	""	"1"	""	"13"	""	"2"	""	"4"	""	"1"	""	"7"	""	"7"	""	"17"	"8"	""	"7"	"451"
"261"	"5"	"300"	""	"1"	""	"1"	""	"16"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"0"	"322"
"262"	"6"	"448"	""	"2"	""	"3"	""	"3"	""	"0"	""	"7"	""	"1"	""	"0"	""	"2"	""	"0"	""	"2"	"4"	""	"0"	"472"
"263"	"7"	"478"	""	"0"	""	"0"	""	"1"	""	"1"	""	"2"	""	"1"	""	"0"	""	"4"	""	"0"	""	"0"	"0"	""	"0"	"487"
"264"	"8"	"457"	""	"4"	""	"7"	""	"4"	""	"9"	""	"7"	""	"1"	""	"0"	""	"1"	""	"2"	""	"1"	"3"	""	"1"	"497"
"265"	"9"	"274"	""	"0"	""	"3"	""	"3"	""	"6"	""	"4"	""	"0"	""	"0"	""	"2"	""	"1"	""	"5"	"1"	""	"2"	"301"
"266"	"10"	"523"	""	"0"	""	"3"	""	"3"	""	"17"	""	"3"	""	"3"	""	"2"	""	"4"	""	"0"	""	"1"	"3"	""	"7"	"569"
"267"	"11"	"595"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"0"	"598"
"268"	"12"	"301"	""	"1"	""	"3"	""	"18"	""	"2"	""	"6"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	"2"	""	"5"	"341"
"269"	"13"	"603"	""	"0"	""	"0"	""	"3"	""	"9"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	"1"	""	"11"	"631"
"270"	"14"	"381"	""	"0"	""	"0"	""	"6"	""	"14"	""	"3"	""	"0"	""	"3"	""	"3"	""	"1"	""	"3"	"2"	""	"4"	"420"
"271"	"15"	"527"	""	"5"	""	"9"	""	"46"	""	"4"	""	"6"	""	"3"	""	"2"	""	"5"	""	"4"	""	"2"	"4"	""	"9"	"626"
"272"	"16"	"127"	""	"0"	""	"0"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"4"	"0"	""	"0"	"134"
"273"	"17"	"472"	""	"2"	""	"1"	""	"11"	""	"8"	""	"3"	""	"0"	""	"0"	""	"5"	""	"0"	""	"0"	"2"	""	"4"	"508"
"274"	"18"	"491"	""	"1"	""	"0"	""	"7"	""	"4"	""	"1"	""	"0"	""	"2"	""	"4"	""	"0"	""	"0"	"0"	""	"11"	"521"
"275"	"19"	"447"	""	"1"	""	"2"	""	"3"	""	"12"	""	"4"	""	"5"	""	"0"	""	"8"	""	"0"	""	"8"	"3"	""	"6"	"499"
"276"	"20"	"247"	""	"1"	""	"0"	""	"10"	""	"14"	""	"8"	""	"1"	""	"0"	""	"2"	""	"4"	""	"7"	"6"	""	"7"	"307"
"277"	"21"	"641"	""	"7"	""	"25"	""	"44"	""	"15"	""	"4"	""	"0"	""	"0"	""	"4"	""	"0"	""	"2"	"2"	""	"4"	"748"
"278"	"22"	"575"	""	"1"	""	"3"	""	"5"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	"0"	""	"3"	"592"
"279"	"23"	"294"	""	"0"	""	"2"	""	"11"	""	"10"	""	"3"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	"3"	""	"16"	"343"
"280"	"24"	"381"	""	"0"	""	"1"	""	"2"	""	"22"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	"4"	""	"12"	"426"
"281"	"25"	"458"	""	"7"	""	"8"	""	"37"	""	"12"	""	"2"	""	"1"	""	"0"	""	"3"	""	"2"	""	"0"	"1"	""	"5"	"536"
"282"	"26"	"566"	""	"3"	""	"1"	""	"18"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"3"	"595"
"283"	"27"	"378"	""	"0"	""	"0"	""	"5"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"1"	"385"
"284"	"28"	"522"	""	"0"	""	"1"	""	"4"	""	"4"	""	"1"	""	"1"	""	"0"	""	"2"	""	"1"	""	"0"	"1"	""	"5"	"542"
"285"	"29"	"280"	""	"0"	""	"1"	""	"4"	""	"9"	""	"0"	""	"0"	""	"2"	""	"1"	""	"1"	""	"0"	"4"	""	"7"	"309"
"286"	"30"	"261"	""	"0"	""	"3"	""	"1"	""	"6"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	"2"	""	"4"	"279"
"287"	"31"	"286"	""	"9"	""	"3"	""	"22"	""	"4"	""	"21"	""	"0"	""	"2"	""	"7"	""	"3"	""	"5"	"15"	""	"3"	"380"
"288"	"32"	"384"	""	"1"	""	"1"	""	"0"	""	"7"	""	"3"	""	"3"	""	"1"	""	"7"	""	"2"	""	"6"	"7"	""	"3"	"425"
"289"	"33"	"571"	""	"0"	""	"5"	""	"5"	""	"7"	""	"1"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	"4"	""	"0"	"595"
"290"	"34"	"561"	""	"2"	""	"5"	""	"20"	""	"8"	""	"0"	""	"2"	""	"1"	""	"3"	""	"0"	""	"0"	"0"	""	"0"	"602"
"291"	"35"	"426"	""	"4"	""	"6"	""	"9"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	"0"	""	"1"	"450"
"292"	"36"	"434"	""	"0"	""	"3"	""	"6"	""	"7"	""	"6"	""	"1"	""	"1"	""	"8"	""	"2"	""	"2"	"1"	""	"2"	"473"
"293"	"37"	"676"	""	"2"	""	"4"	""	"3"	""	"6"	""	"2"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	"2"	""	"2"	"700"
"294"	"38"	"305"	""	"7"	""	"12"	""	"90"	""	"17"	""	"2"	""	"1"	""	"1"	""	"3"	""	"1"	""	"1"	"5"	""	"6"	"451"
"295"	"39"	"423"	""	"4"	""	"1"	""	"120"	""	"9"	""	"1"	""	"1"	""	"4"	""	"4"	""	"3"	""	"4"	"7"	""	"16"	"597"
"296"	"40"	"434"	""	"10"	""	"13"	""	"3"	""	"2"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"1"	"468"
"297"	"41"	"448"	""	"6"	""	"0"	""	"23"	""	"4"	""	"0"	""	"4"	""	"2"	""	"4"	""	"3"	""	"0"	"8"	""	"8"	"510"
"298"	"42"	"440"	""	"2"	""	"4"	""	"7"	""	"11"	""	"3"	""	"2"	""	"1"	""	"3"	""	"3"	""	"4"	"6"	""	"11"	"497"
"299"	"43"	"564"	""	"2"	""	"1"	""	"2"	""	"12"	""	"4"	""	"3"	""	"1"	""	"2"	""	"1"	""	"5"	"5"	""	"8"	"610"
"300"	"44"	"582"	""	"0"	""	"3"	""	"7"	""	"18"	""	"7"	""	"1"	""	"1"	""	"2"	""	"3"	""	"3"	"2"	""	"3"	"632"
"301"	"45"	"470"	""	"7"	""	"17"	""	"151"	""	"12"	""	"2"	""	"2"	""	"1"	""	"4"	""	"3"	""	"4"	"1"	""	"7"	"681"
