"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"105"	"73"	"118"	"141"	"66"	"12"	"10"	"1"	"2"	"51"	"5"	"7"	"2"	"1"	"8"	"14"	"8"	"23"	"24"	"12"	"5"	"8"	"2"	"5"	"525"	"0"	"525"	"0"
"106"	"74"	"151"	"252"	"111"	"12"	"19"	"5"	"6"	"58"	"11"	"2"	"3"	"2"	"6"	"16"	"12"	"12"	"4"	"6"	"8"	"3"	"2"	"4"	"705"	"0"	"705"	"0"
"107"	"75"	"114"	"113"	"184"	"14"	"12"	"0"	"3"	"54"	"2"	"3"	"5"	"3"	"5"	"15"	"10"	"27"	"18"	"12"	"17"	"7"	"2"	"14"	"634"	"0"	"634"	"0"
"108"	"76"	"179"	"221"	"101"	"5"	"6"	"1"	"1"	"90"	"5"	"4"	"3"	"3"	"2"	"21"	"12"	"25"	"13"	"6"	"1"	"3"	"3"	"4"	"709"	"0"	"709"	"0"
"109"	"77"	"141"	"126"	"22"	"7"	"22"	"2"	"0"	"18"	"3"	"3"	"1"	"0"	"3"	"1"	"4"	"4"	"11"	"6"	"2"	"4"	"2"	"3"	"385"	"0"	"385"	"0"
"110"	"78"	"98"	"172"	"169"	"23"	"115"	"5"	"6"	"64"	"10"	"5"	"5"	"5"	"4"	"19"	"4"	"30"	"11"	"17"	"16"	"14"	"15"	"10"	"817"	"0"	"817"	"0"
"111"	"79"	"108"	"149"	"142"	"6"	"37"	"2"	"1"	"47"	"3"	"2"	"3"	"0"	"0"	"4"	"2"	"0"	"3"	"2"	"1"	"0"	"0"	"2"	"514"	"0"	"514"	"0"
"112"	"80"	"290"	"105"	"132"	"5"	"22"	"0"	"2"	"35"	"4"	"2"	"2"	"0"	"5"	"11"	"8"	"21"	"10"	"2"	"1"	"3"	"1"	"9"	"670"	"0"	"670"	"0"
"113"	"81"	"96"	"272"	"160"	"3"	"40"	"2"	"2"	"14"	"4"	"3"	"0"	"0"	"0"	"7"	"2"	"1"	"4"	"6"	"3"	"2"	"0"	"1"	"622"	"0"	"622"	"0"
"114"	"82"	"112"	"71"	"172"	"15"	"6"	"2"	"2"	"16"	"1"	"1"	"0"	"2"	"0"	"6"	"2"	"2"	"3"	"3"	"2"	"4"	"2"	"3"	"427"	"0"	"427"	"0"
"115"	"83"	"24"	"133"	"82"	"4"	"33"	"4"	"0"	"21"	"1"	"1"	"0"	"2"	"2"	"7"	"10"	"8"	"2"	"7"	"4"	"2"	"1"	"3"	"351"	"0"	"351"	"0"
"116"	"84"	"113"	"95"	"104"	"1"	"14"	"1"	"0"	"35"	"6"	"2"	"1"	"3"	"1"	"8"	"4"	"1"	"16"	"8"	"5"	"9"	"1"	"4"	"432"	"0"	"432"	"0"
"117"	"l hV dk
; ksx"	"1749"	"2210"	"1629"	"128"	"363"	"27"	"31"	"551"	"58"	"39"	"27"	"25"	"38"	"145"	"87"	"175"	"127"	"100"	"73"	"70"	"32"	"63"	"7747"	"0"	"7747"	"0"
"118"	"d qy  &"	"11293"	"10385"	"9500"	"798"	"2962"	"166"	"169"	"2808"	"304"	"182"	"145"	"117"	"198"	"671"	"338"	"762"	"628"	"418"	"316"	"341"	"171"	"310"	"42982"	"0"	"42982"	"0"
"119"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"120"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"121"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"122"	"i woZ  dk
; ksx&"	"11293"	"10385"	"9500"	"798"	"2962"	"166"	"169"	"2808"	"304"	"182"	"145"	"117"	"198"	"671"	"338"	"762"	"628"	"418"	"316"	"341"	"171"	"310"	"42982"	"0"	"42982"	"0"
"123"	"85"	"80"	"69"	"257"	"7"	"51"	"1"	"1"	"33"	"3"	"4"	"1"	"1"	"3"	"12"	"2"	"9"	"2"	"3"	"2"	"1"	"0"	"3"	"545"	"0"	"545"	"0"
"124"	"86"	"81"	"170"	"146"	"4"	"3"	"0"	"1"	"26"	"2"	"1"	"1"	"3"	"3"	"15"	"6"	"9"	"5"	"4"	"7"	"8"	"0"	"6"	"501"	"0"	"501"	"0"
"125"	"87"	"61"	"195"	"304"	"11"	"7"	"1"	"2"	"17"	"1"	"0"	"0"	"0"	"1"	"6"	"6"	"3"	"6"	"8"	"8"	"1"	"0"	"0"	"638"	"0"	"638"	"0"
"126"	"88"	"105"	"107"	"81"	"2"	"47"	"2"	"3"	"44"	"2"	"0"	"0"	"0"	"0"	"4"	"0"	"2"	"7"	"8"	"10"	"7"	"2"	"1"	"434"	"0"	"434"	"0"
"127"	"89"	"92"	"113"	"158"	"8"	"15"	"0"	"2"	"36"	"3"	"2"	"3"	"0"	"0"	"6"	"1"	"2"	"11"	"10"	"6"	"7"	"4"	"7"	"486"	"0"	"486"	"0"
"128"	"90"	"246"	"43"	"84"	"7"	"21"	"1"	"3"	"102"	"7"	"1"	"1"	"3"	"1"	"4"	"0"	"3"	"2"	"1"	"0"	"0"	"1"	"4"	"535"	"0"	"535"	"0"
"129"	"91"	"139"	"70"	"24"	"9"	"21"	"1"	"2"	"48"	"4"	"1"	"0"	"0"	"0"	"10"	"4"	"17"	"3"	"1"	"4"	"1"	"1"	"2"	"362"	"0"	"362"	"0"
"130"	"92"	"115"	"71"	"55"	"0"	"9"	"2"	"1"	"62"	"10"	"2"	"3"	"1"	"3"	"6"	"3"	"24"	"7"	"1"	"2"	"5"	"1"	"6"	"389"	"0"	"389"	"0"
"131"	"93"	"156"	"131"	"136"	"14"	"32"	"0"	"2"	"74"	"10"	"2"	"3"	"4"	"2"	"7"	"6"	"5"	"9"	"6"	"4"	"6"	"1"	"3"	"613"	"0"	"613"	"0"
"132"	"94"	"224"	"87"	"95"	"6"	"26"	"2"	"2"	"54"	"3"	"1"	"0"	"0"	"2"	"5"	"1"	"6"	"5"	"1"	"0"	"2"	"2"	"1"	"525"	"0"	"525"	"0"
"133"	"95"	"351"	"169"	"53"	"3"	"17"	"1"	"1"	"108"	"6"	"1"	"0"	"0"	"0"	"7"	"2"	"8"	"8"	"1"	"3"	"3"	"3"	"2"	"747"	"0"	"747"	"0"
"134"	"96"	"231"	"163"	"195"	"10"	"10"	"3"	"5"	"52"	"9"	"2"	"3"	"5"	"6"	"11"	"4"	"8"	"5"	"6"	"2"	"5"	"0"	"0"	"735"	"0"	"735"	"0"
"135"	"97"	"203"	"136"	"281"	"15"	"6"	"1"	"5"	"29"	"3"	"4"	"1"	"2"	"2"	"11"	"1"	"8"	"6"	"4"	"6"	"7"	"1"	"2"	"734"	"0"	"734"	"0"
"136"	"98"	"95"	"38"	"172"	"6"	"29"	"1"	"3"	"19"	"6"	"1"	"3"	"0"	"1"	"8"	"2"	"8"	"2"	"0"	"2"	"2"	"0"	"1"	"399"	"0"	"399"	"0"
"137"	"l hV dk
; ksx"	"2179"	"1562"	"2041"	"102"	"294"	"16"	"33"	"704"	"69"	"22"	"19"	"19"	"24"	"112"	"38"	"112"	"78"	"54"	"56"	"55"	"16"	"38"	"7643"	"0"	"7643"	"0"
"138"	"d qy  &"	"13472"	"11947"	"11541"	"900"	"3256"	"182"	"202"	"3512"	"373"	"204"	"164"	"136"	"222"	"783"	"376"	"874"	"706"	"472"	"372"	"396"	"187"	"348"	"50625"	"0"	"50625"	"0"
"139"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"140"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"141"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"142"	"i woZ  dk
; ksx&"	"13472"	"11947"	"11541"	"900"	"3256"	"182"	"202"	"3512"	"373"	"204"	"164"	"136"	"222"	"783"	"376"	"874"	"706"	"472"	"372"	"396"	"187"	"348"	"50625"	"0"	"50625"	"0"
"143"	"99"	"302"	"38"	"25"	"2"	"71"	"0"	"1"	"33"	"5"	"2"	"1"	"0"	"2"	"2"	"1"	"4"	"12"	"3"	"2"	"2"	"0"	"6"	"514"	"0"	"514"	"0"
"144"	"100"	"209"	"45"	"39"	"4"	"16"	"1"	"0"	"70"	"6"	"5"	"2"	"1"	"2"	"5"	"0"	"5"	"8"	"6"	"2"	"2"	"2"	"8"	"438"	"0"	"438"	"0"
"145"	"101"	"188"	"82"	"13"	"2"	"9"	"0"	"3"	"48"	"3"	"0"	"1"	"1"	"0"	"1"	"3"	"2"	"4"	"0"	"1"	"1"	"0"	"0"	"362"	"0"	"362"	"0"
"146"	"102"	"139"	"47"	"218"	"6"	"49"	"4"	"4"	"66"	"4"	"4"	"1"	"3"	"5"	"14"	"5"	"15"	"5"	"0"	"7"	"5"	"1"	"3"	"605"	"0"	"605"	"0"
"147"	"103"	"254"	"117"	"79"	"6"	"7"	"0"	"1"	"49"	"0"	"3"	"1"	"0"	"0"	"4"	"0"	"3"	"2"	"1"	"1"	"0"	"1"	"0"	"529"	"0"	"529"	"0"
"148"	"104"	"29"	"27"	"270"	"6"	"3"	"0"	"1"	"23"	"2"	"1"	"1"	"1"	"1"	"2"	"0"	"1"	"3"	"0"	"3"	"2"	"2"	"1"	"379"	"0"	"379"	"0"
"149"	"105"	"28"	"88"	"313"	"4"	"2"	"0"	"1"	"11"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"458"	"0"	"458"	"0"
"150"	"106"	"104"	"48"	"236"	"10"	"31"	"2"	"0"	"30"	"3"	"4"	"4"	"1"	"3"	"4"	"1"	"3"	"4"	"3"	"12"	"5"	"1"	"8"	"517"	"0"	"517"	"0"
"151"	"107"	"69"	"58"	"169"	"7"	"0"	"0"	"0"	"21"	"1"	"1"	"1"	"1"	"0"	"13"	"6"	"8"	"4"	"3"	"6"	"3"	"1"	"2"	"374"	"0"	"374"	"0"
"152"	"108"	"115"	"132"	"234"	"2"	"7"	"2"	"0"	"18"	"2"	"1"	"1"	"1"	"0"	"2"	"4"	"6"	"9"	"4"	"5"	"10"	"4"	"7"	"566"	"0"	"566"	"0"
"153"	"109"	"52"	"186"	"254"	"5"	"2"	"1"	"1"	"20"	"0"	"0"	"0"	"2"	"3"	"12"	"7"	"7"	"1"	"9"	"11"	"4"	"0"	"2"	"579"	"0"	"579"	"0"
"154"	"110"	"83"	"73"	"489"	"11"	"12"	"5"	"0"	"13"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"1"	"697"	"0"	"697"	"0"
"155"	"111"	"145"	"69"	"437"	"9"	"9"	"2"	"4"	"28"	"5"	"0"	"0"	"0"	"4"	"8"	"6"	"9"	"15"	"5"	"6"	"9"	"3"	"7"	"780"	"0"	"780"	"0"
"156"	"112"	"114"	"82"	"24"	"8"	"37"	"3"	"3"	"43"	"8"	"0"	"3"	"6"	"1"	"6"	"12"	"23"	"10"	"2"	"2"	"2"	"2"	"6"	"397"	"0"	"397"	"0"
"157"	"l hV dk
; ksx"	"1831"	"1092"	"2800"	"82"	"255"	"20"	"19"	"473"	"41"	"22"	"17"	"17"	"24"	"75"	"47"	"87"	"77"	"37"	"59"	"48"	"20"	"52"	"7195"	"0"	"7195"	"0"
"158"	"d qy  &"	"15303"	"13039"	"14341"	"982"	"3511"	"202"	"221"	"3985"	"414"	"226"	"181"	"153"	"246"	"858"	"423"	"961"	"783"	"509"	"431"	"444"	"207"	"400"	"57820"	"0"	"57820"	"0"
"159"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"160"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"161"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"162"	"i woZ  dk
; ksx&"	"15303"	"13039"	"14341"	"982"	"3511"	"202"	"221"	"3985"	"414"	"226"	"181"	"153"	"246"	"858"	"423"	"961"	"783"	"509"	"431"	"444"	"207"	"400"	"57820"	"0"	"57820"	"0"
"163"	"113"	"34"	"172"	"27"	"4"	"16"	"0"	"1"	"9"	"2"	"2"	"2"	"0"	"1"	"6"	"5"	"10"	"11"	"9"	"3"	"6"	"1"	"10"	"331"	"0"	"331"	"0"
"164"	"114"	"51"	"58"	"233"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"2"	"8"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"364"	"0"	"364"	"0"
"165"	"115"	"58"	"133"	"247"	"9"	"4"	"2"	"2"	"16"	"2"	"2"	"1"	"0"	"0"	"14"	"5"	"11"	"3"	"2"	"2"	"3"	"2"	"0"	"518"	"0"	"518"	"0"
"166"	"116"	"107"	"100"	"120"	"2"	"2"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"342"	"0"	"342"	"0"
"167"	"117"	"81"	"244"	"21"	"15"	"30"	"2"	"0"	"13"	"4"	"0"	"2"	"2"	"0"	"1"	"2"	"2"	"5"	"5"	"1"	"5"	"3"	"1"	"439"	"0"	"439"	"0"
"168"	"118"	"69"	"205"	"14"	"16"	"27"	"0"	"2"	"19"	"2"	"1"	"4"	"1"	"0"	"1"	"2"	"3"	"3"	"8"	"3"	"2"	"0"	"4"	"386"	"0"	"386"	"0"
"169"	"119"	"156"	"300"	"98"	"4"	"11"	"1"	"1"	"23"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"3"	"6"	"3"	"2"	"4"	"3"	"3"	"624"	"0"	"624"	"0"
"170"	"120"	"221"	"186"	"20"	"13"	"77"	"2"	"0"	"38"	"12"	"3"	"2"	"0"	"15"	"1"	"6"	"4"	"4"	"3"	"3"	"0"	"0"	"3"	"613"	"0"	"613"	"0"
"171"	"121"	"65"	"75"	"142"	"6"	"0"	"1"	"0"	"4"	"2"	"0"	"1"	"2"	"1"	"13"	"5"	"14"	"5"	"5"	"11"	"3"	"1"	"5"	"361"	"0"	"361"	"0"
"172"	"122"	"179"	"5"	"39"	"21"	"31"	"0"	"1"	"47"	"5"	"0"	"1"	"1"	"0"	"4"	"1"	"5"	"5"	"2"	"3"	"0"	"4"	"2"	"356"	"0"	"356"	"0"
"173"	"123"	"89"	"80"	"88"	"29"	"6"	"2"	"3"	"55"	"2"	"0"	"1"	"0"	"0"	"3"	"1"	"3"	"2"	"1"	"0"	"1"	"0"	"0"	"366"	"0"	"366"	"0"
"174"	"124"	"128"	"17"	"198"	"11"	"194"	"5"	"2"	"43"	"5"	"4"	"7"	"1"	"5"	"12"	"4"	"5"	"8"	"5"	"17"	"3"	"3"	"8"	"685"	"0"	"685"	"0"
"175"	"125"	"146"	"24"	"171"	"15"	"73"	"0"	"1"	"36"	"2"	"0"	"3"	"6"	"0"	"6"	"2"	"5"	"11"	"2"	"9"	"3"	"3"	"5"	"523"	"0"	"523"	"0"
"176"	"126"	"93"	"48"	"72"	"21"	"15"	"1"	"0"	"33"	"3"	"0"	"1"	"1"	"2"	"12"	"5"	"20"	"3"	"2"	"3"	"0"	"0"	"4"	"339"	"0"	"339"	"0"
"177"	"l hV dk
; ksx"	"1477"	"1647"	"1490"	"167"	"486"	"16"	"13"	"346"	"41"	"13"	"25"	"14"	"28"	"86"	"40"	"89"	"67"	"48"	"58"	"31"	"20"	"45"	"6247"	"0"	"6247"	"0"
"178"	"d qy  &"	"16780"	"14686"	"15831"	"1149"	"3997"	"218"	"234"	"4331"	"455"	"239"	"206"	"167"	"274"	"944"	"463"	"1050"	"850"	"557"	"489"	"475"	"227"	"445"	"64067"	"0"	"64067"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"180"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"182"	"i woZ  dk
; ksx&"	"16780"	"14686"	"15831"	"1149"	"3997"	"218"	"234"	"4331"	"455"	"239"	"206"	"167"	"274"	"944"	"463"	"1050"	"850"	"557"	"489"	"475"	"227"	"445"	"64067"	"0"	"64067"	"0"
"183"	"127"	"155"	"8"	"62"	"4"	"67"	"2"	"0"	"39"	"5"	"1"	"0"	"0"	"1"	"6"	"0"	"2"	"14"	"1"	"5"	"5"	"3"	"6"	"386"	"0"	"386"	"0"
"184"	"128"	"71"	"41"	"192"	"15"	"29"	"1"	"1"	"18"	"6"	"1"	"2"	"0"	"0"	"3"	"1"	"6"	"2"	"2"	"5"	"2"	"1"	"2"	"401"	"0"	"401"	"0"
"185"	"129"	"85"	"2"	"163"	"10"	"26"	"2"	"1"	"18"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"317"	"0"	"317"	"0"
"186"	"130"	"112"	"67"	"233"	"10"	"66"	"3"	"4"	"55"	"9"	"7"	"5"	"4"	"9"	"39"	"9"	"38"	"5"	"3"	"5"	"5"	"2"	"3"	"693"	"0"	"693"	"0"
"187"	"131"	"140"	"26"	"24"	"9"	"69"	"4"	"1"	"58"	"7"	"0"	"1"	"1"	"2"	"6"	"2"	"15"	"10"	"0"	"2"	"0"	"1"	"2"	"380"	"0"	"380"	"0"
"188"	"132"	"153"	"12"	"110"	"8"	"25"	"0"	"0"	"36"	"4"	"1"	"1"	"1"	"1"	"4"	"6"	"12"	"3"	"0"	"2"	"0"	"0"	"3"	"382"	"0"	"382"	"0"
"189"	"133"	"104"	"25"	"73"	"3"	"34"	"0"	"0"	"19"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"264"	"0"	"264"	"0"
"190"	"134"	"93"	"113"	"131"	"10"	"2"	"0"	"3"	"18"	"1"	"0"	"3"	"0"	"4"	"7"	"7"	"12"	"9"	"6"	"8"	"5"	"2"	"3"	"437"	"0"	"437"	"0"
"191"	"135"	"94"	"133"	"320"	"8"	"3"	"2"	"2"	"11"	"0"	"2"	"0"	"0"	"1"	"6"	"2"	"2"	"1"	"2"	"3"	"0"	"0"	"1"	"593"	"0"	"593"	"0"
"192"	"136"	"23"	"49"	"132"	"30"	"6"	"1"	"1"	"11"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"1"	"0"	"261"	"0"	"261"	"0"
"193"	"137"	"171"	"102"	"203"	"34"	"35"	"3"	"2"	"22"	"5"	"2"	"2"	"3"	"5"	"13"	"5"	"26"	"6"	"10"	"9"	"7"	"1"	"7"	"673"	"0"	"673"	"0"
"194"	"138"	"32"	"236"	"273"	"5"	"13"	"0"	"0"	"8"	"2"	"1"	"2"	"1"	"3"	"22"	"21"	"8"	"4"	"9"	"9"	"1"	"0"	"2"	"652"	"0"	"652"	"0"
"195"	"139"	"73"	"89"	"415"	"11"	"19"	"4"	"1"	"20"	"2"	"3"	"2"	"0"	"3"	"6"	"5"	"0"	"0"	"1"	"3"	"5"	"4"	"2"	"668"	"0"	"668"	"0"
"196"	"140"	"39"	"36"	"143"	"5"	"122"	"10"	"2"	"40"	"4"	"3"	"4"	"4"	"5"	"24"	"7"	"21"	"1"	"3"	"6"	"5"	"1"	"2"	"487"	"0"	"487"	"0"
"197"	"l hV dk
; ksx"	"1345"	"939"	"2474"	"162"	"516"	"32"	"18"	"373"	"47"	"22"	"22"	"14"	"37"	"141"	"65"	"143"	"57"	"37"	"64"	"36"	"16"	"34"	"6594"	"0"	"6594"	"0"
"198"	"d qy  &"	"18125"	"15625"	"18305"	"1311"	"4513"	"250"	"252"	"4704"	"502"	"261"	"228"	"181"	"311"	"1085"	"528"	"1193"	"907"	"594"	"553"	"511"	"243"	"479"	"70661"	"0"	"70661"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"200"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"202"	"i woZ  dk
; ksx&"	"18125"	"15625"	"18305"	"1311"	"4513"	"250"	"252"	"4704"	"502"	"261"	"228"	"181"	"311"	"1085"	"528"	"1193"	"907"	"594"	"553"	"511"	"243"	"479"	"70661"	"0"	"70661"	"0"
"203"	"141"	"152"	"48"	"23"	"2"	"78"	"4"	"1"	"23"	"3"	"3"	"3"	"2"	"6"	"2"	"3"	"14"	"2"	"1"	"1"	"1"	"1"	"2"	"375"	"0"	"375"	"0"
"204"	"142"	"116"	"33"	"184"	"11"	"70"	"4"	"1"	"38"	"4"	"4"	"1"	"3"	"2"	"12"	"11"	"9"	"8"	"4"	"7"	"2"	"3"	"8"	"535"	"0"	"535"	"0"
"205"	"143"	"56"	"57"	"187"	"67"	"27"	"1"	"1"	"26"	"0"	"3"	"0"	"3"	"3"	"5"	"2"	"11"	"4"	"3"	"8"	"7"	"3"	"3"	"477"	"0"	"477"	"0"
"206"	"144"	"44"	"45"	"304"	"9"	"72"	"6"	"1"	"14"	"3"	"3"	"1"	"9"	"7"	"33"	"4"	"21"	"3"	"1"	"4"	"2"	"3"	"3"	"592"	"0"	"592"	"0"
"207"	"145"	"9"	"120"	"65"	"2"	"48"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"258"	"0"	"258"	"0"
"208"	"146"	"100"	"57"	"356"	"13"	"28"	"4"	"3"	"35"	"0"	"2"	"4"	"4"	"6"	"20"	"5"	"17"	"5"	"3"	"11"	"2"	"3"	"5"	"683"	"0"	"683"	"0"
"209"	"147"	"21"	"37"	"454"	"12"	"35"	"2"	"3"	"15"	"4"	"4"	"2"	"4"	"4"	"18"	"0"	"13"	"0"	"0"	"9"	"2"	"1"	"4"	"644"	"0"	"644"	"0"
"210"	"148"	"228"	"1"	"22"	"2"	"38"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"307"	"0"	"307"	"0"
"211"	"149"	"63"	"44"	"406"	"14"	"43"	"0"	"0"	"35"	"1"	"0"	"2"	"0"	"5"	"21"	"3"	"6"	"13"	"17"	"17"	"5"	"2"	"1"	"698"	"0"	"698"	"0"
"212"	"150"	"32"	"9"	"282"	"6"	"71"	"1"	"2"	"20"	"2"	"2"	"1"	"0"	"0"	"5"	"2"	"2"	"7"	"1"	"4"	"1"	"4"	"5"	"459"	"0"	"459"	"0"
