"Candidates.Name.."	"Arjun.Roy"	"Maya.Shankar.Sharan"	"Samir.Kumar.Mahas.eth"	"Sitaram.Yadav"	"S..Abu.Dauja.na"	"Chitar.anjan.Giri"	"Mohammad.Afzal.Painther"	"Shankar.Sinha"	"Chandrika.Prasad"	"Zahid"	"Dinesh.Prasad"	"Pappu.Kumar.Mishra"	"Mukesh.Kumar.Gupta"	"Total"
"1"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"194"	"157"	"4"	"124"	"149"	"3"	"1"	"3"	"6"	"3"	"3"	"5"	"2"	"5"	"465"
"210"	"195"	"312"	"6"	"29"	"30"	"2"	"1"	"4"	"6"	"5"	"0"	"0"	"0"	"0"	"395"
"211"	"196"	"254"	"7"	"120"	"89"	"2"	"5"	"0"	"8"	"4"	"0"	"0"	"2"	"0"	"491"
"212"	"197"	"61"	"2"	"184"	"65"	"2"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"2"	"323"
"213"	"198"	"135"	"10"	"9"	"206"	"4"	"1"	"6"	"1"	"2"	"2"	"0"	"0"	"4"	"380"
"214"	"199"	"230"	"6"	"64"	"112"	"6"	"0"	"3"	"6"	"1"	"0"	"1"	"2"	"2"	"433"
"215"	"200"	"319"	"8"	"59"	"62"	"2"	"0"	"5"	"18"	"3"	"2"	"1"	"3"	"3"	"485"
"216"	"201"	"229"	"0"	"27"	"42"	"37"	"2"	"0"	"4"	"3"	"0"	"0"	"0"	"1"	"345"
"217"	"202"	"123"	"4"	"198"	"56"	"2"	"2"	"0"	"9"	"3"	"2"	"2"	"0"	"2"	"403"
"218"	"203"	"220"	"6"	"139"	"174"	"4"	"2"	"1"	"4"	"2"	"3"	"1"	"1"	"1"	"558"
"219"	"204"	"195"	"3"	"93"	"135"	"17"	"3"	"4"	"7"	"2"	"3"	"1"	"0"	"1"	"464"
"220"	"205"	"201"	"11"	"11"	"64"	"2"	"1"	"2"	"12"	"3"	"1"	"2"	"1"	"3"	"314"
"221"	"206"	"193"	"5"	"13"	"112"	"3"	"0"	"4"	"6"	"1"	"1"	"1"	"0"	"1"	"340"
"222"	"207"	"88"	"3"	"13"	"54"	"1"	"1"	"1"	"5"	"0"	"0"	"0"	"1"	"0"	"167"
"223"	"208"	"79"	"5"	"53"	"228"	"9"	"1"	"2"	"5"	"4"	"2"	"4"	"2"	"1"	"395"
"224"	"209"	"158"	"3"	"40"	"376"	"15"	"3"	"3"	"6"	"8"	"3"	"4"	"9"	"12"	"640"
"225"	"210"	"269"	"12"	"69"	"145"	"7"	"3"	"7"	"16"	"6"	"2"	"1"	"1"	"1"	"539"
"226"	"211"	"160"	"1"	"69"	"110"	"2"	"3"	"4"	"5"	"1"	"0"	"3"	"1"	"1"	"360"
"227"	"212"	"525"	"5"	"11"	"33"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"580"
"228"	"213"	"79"	"2"	"31"	"76"	"2"	"1"	"0"	"9"	"0"	"1"	"2"	"1"	"1"	"205"
"229"	"214"	"131"	"5"	"72"	"48"	"3"	"1"	"9"	"10"	"3"	"3"	"1"	"2"	"1"	"289"
"230"	"215"	"287"	"7"	"13"	"61"	"4"	"3"	"2"	"12"	"2"	"2"	"0"	"0"	"0"	"393"
"231"	"216"	"324"	"5"	"52"	"153"	"4"	"1"	"6"	"14"	"3"	"0"	"3"	"3"	"3"	"571"
"232"	"217"	"241"	"11"	"51"	"177"	"13"	"5"	"5"	"14"	"3"	"4"	"6"	"4"	"7"	"541"
"233"	"218"	"46"	"2"	"49"	"46"	"5"	"0"	"1"	"7"	"1"	"2"	"3"	"1"	"1"	"164"
"234"	"219"	"108"	"9"	"80"	"63"	"17"	"1"	"2"	"4"	"1"	"2"	"0"	"0"	"0"	"287"
"235"	"220"	"83"	"0"	"26"	"294"	"6"	"1"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"416"
"236"	"221"	"144"	"7"	"67"	"73"	"6"	"0"	"3"	"6"	"3"	"0"	"3"	"1"	"1"	"314"
"237"	"222"	"132"	"1"	"62"	"20"	"4"	"3"	"1"	"9"	"5"	"2"	"3"	"1"	"1"	"244"
"238"	"223"	"139"	"4"	"62"	"20"	"2"	"0"	"2"	"4"	"1"	"1"	"2"	"1"	"0"	"238"
"239"	"224"	"209"	"0"	"27"	"5"	"1"	"0"	"1"	"20"	"2"	"0"	"0"	"0"	"1"	"266"
"240"	"225"	"264"	"6"	"154"	"205"	"11"	"3"	"7"	"13"	"6"	"2"	"1"	"2"	"3"	"677"
"241"	"226"	"158"	"11"	"105"	"24"	"7"	"1"	"3"	"14"	"3"	"1"	"2"	"2"	"0"	"331"
"242"	"227"	"346"	"2"	"148"	"56"	"1"	"0"	"1"	"2"	"1"	"0"	"4"	"1"	"0"	"562"
"243"	"228"	"218"	"1"	"30"	"20"	"3"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"276"
"244"	"229"	"275"	"6"	"65"	"42"	"0"	"1"	"0"	"3"	"3"	"0"	"0"	"1"	"1"	"397"
"245"	"230"	"190"	"4"	"188"	"115"	"0"	"1"	"1"	"7"	"0"	"1"	"0"	"1"	"0"	"508"
"246"	"231"	"275"	"2"	"89"	"29"	"0"	"1"	"2"	"9"	"0"	"0"	"0"	"1"	"2"	"410"
"247"	"232"	"305"	"1"	"47"	"30"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"385"
"248"	"233"	"165"	"1"	"124"	"26"	"1"	"0"	"1"	"10"	"0"	"0"	"0"	"1"	"0"	"329"
"249"	"234"	"275"	"1"	"111"	"22"	"1"	"0"	"3"	"12"	"0"	"0"	"1"	"0"	"0"	"426"
"250"	"235"	"250"	"2"	"93"	"16"	"1"	"2"	"1"	"12"	"4"	"0"	"4"	"1"	"1"	"387"
"251"	"Total:"	"47928"	"2755"	"17363"	"21698"	"3230"	"458"	"674"	"1927"	"561"	"369"	"428"	"394"	"446"	"98231"
"252"	"Place: Sitamarhi                                                          Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"Date: 16/05/2009                                                  Assembly Constituency :026---SURSAND"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar                            Page -1 of 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
