"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"178"	"d qy  &"	"8903"	"25974"	"17946"	"814"	"742"	"1391"	"1220"	"849"	"1180"	"739"	"1524"	"61282"	"0"	"61282"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"180"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"182"	"i woZ  dk
; ksx&"	"8903"	"25974"	"17946"	"814"	"742"	"1391"	"1220"	"849"	"1180"	"739"	"1524"	"61282"	"0"	"61282"	"0"
"183"	"127"	"40"	"271"	"161"	"25"	"4"	"5"	"11"	"7"	"9"	"10"	"19"	"562"	""	"562"	""
"184"	"128"	"36"	"87"	"60"	"3"	"4"	"1"	"3"	"7"	"7"	"3"	"19"	"230"	""	"230"	""
"185"	"129"	"113"	"182"	"92"	"11"	"4"	"3"	"5"	"1"	"4"	"1"	"1"	"417"	""	"417"	""
"186"	"130"	"24"	"363"	"84"	"6"	"2"	"7"	"3"	"9"	"1"	"1"	"2"	"502"	""	"502"	""
"187"	"131"	"81"	"95"	"119"	"1"	"2"	"0"	"4"	"2"	"0"	"0"	"4"	"308"	""	"308"	""
"188"	"132"	"28"	"173"	"218"	"9"	"8"	"7"	"8"	"3"	"6"	"2"	"6"	"468"	""	"468"	""
"189"	"133"	"7"	"359"	"126"	"10"	"1"	"1"	"0"	"1"	"4"	"1"	"3"	"513"	""	"513"	""
"190"	"134"	"72"	"409"	"242"	"17"	"8"	"8"	"16"	"5"	"8"	"2"	"9"	"796"	""	"796"	""
"191"	"135"	"37"	"347"	"193"	"15"	"7"	"5"	"15"	"11"	"19"	"9"	"16"	"674"	""	"674"	""
"192"	"136"	"58"	"346"	"23"	"2"	"2"	"5"	"12"	"2"	"6"	"13"	"16"	"485"	""	"485"	""
"193"	"137"	"10"	"189"	"11"	"2"	"0"	"0"	"3"	"2"	"1"	"2"	"0"	"220"	""	"220"	""
"194"	"138"	"27"	"444"	"13"	"1"	"1"	"2"	"8"	"1"	"1"	"4"	"8"	"510"	""	"510"	""
"195"	"139"	"36"	"354"	"53"	"8"	"8"	"15"	"5"	"7"	"1"	"5"	"8"	"500"	""	"500"	""
"196"	"140"	"44"	"246"	"120"	"5"	"5"	"6"	"12"	"7"	"12"	"6"	"14"	"477"	""	"477"	""
"197"	"l hV dk
; ksx"	"613"	"3865"	"1515"	"115"	"56"	"65"	"105"	"65"	"79"	"59"	"125"	"6662"	"0"	"6662"	"0"
"198"	"d qy  &"	"9516"	"29839"	"19461"	"929"	"798"	"1456"	"1325"	"914"	"1259"	"798"	"1649"	"67944"	"0"	"67944"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"200"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"202"	"i woZ  dk
; ksx&"	"9516"	"29839"	"19461"	"929"	"798"	"1456"	"1325"	"914"	"1259"	"798"	"1649"	"67944"	"0"	"67944"	"0"
"203"	"141"	"14"	"348"	"46"	"1"	"5"	"4"	"10"	"4"	"3"	"10"	"10"	"455"	""	"455"	""
"204"	"142"	"70"	"350"	"105"	"7"	"15"	"3"	"31"	"10"	"16"	"9"	"41"	"657"	""	"657"	""
"205"	"143"	"43"	"475"	"92"	"9"	"7"	"13"	"29"	"15"	"11"	"14"	"20"	"728"	""	"728"	""
"206"	"144"	"64"	"230"	"73"	"2"	"4"	"3"	"5"	"1"	"2"	"4"	"9"	"397"	""	"397"	""
"207"	"145"	"23"	"155"	"304"	"23"	"4"	"2"	"12"	"9"	"44"	"10"	"32"	"618"	""	"618"	""
"208"	"146"	"48"	"234"	"89"	"2"	"0"	"1"	"8"	"1"	"8"	"2"	"5"	"398"	""	"398"	""
"209"	"147"	"36"	"145"	"282"	"7"	"9"	"6"	"7"	"7"	"23"	"12"	"15"	"549"	""	"549"	""
"210"	"148"	"16"	"45"	"332"	"9"	"6"	"3"	"9"	"12"	"23"	"6"	"11"	"472"	""	"472"	""
"211"	"149"	"25"	"246"	"121"	"6"	"4"	"3"	"6"	"5"	"8"	"6"	"7"	"437"	""	"437"	""
"212"	"150"	"36"	"65"	"502"	"14"	"4"	"6"	"4"	"5"	"12"	"8"	"13"	"669"	""	"669"	""
"213"	"151"	"14"	"38"	"174"	"7"	"4"	"2"	"3"	"4"	"22"	"7"	"19"	"294"	""	"294"	""
"214"	"152"	"135"	"119"	"56"	"5"	"1"	"1"	"3"	"3"	"3"	"0"	"7"	"333"	""	"333"	""
"215"	"153"	"39"	"199"	"113"	"8"	"6"	"1"	"8"	"5"	"1"	"1"	"7"	"388"	""	"388"	""
"216"	"154"	"87"	"239"	"177"	"10"	"3"	"14"	"20"	"4"	"11"	"8"	"30"	"603"	""	"603"	""
"217"	"l hV dk
; ksx"	"650"	"2888"	"2466"	"110"	"72"	"62"	"155"	"85"	"187"	"97"	"226"	"6998"	"0"	"6998"	"0"
"218"	"d qy  &"	"10166"	"32727"	"21927"	"1039"	"870"	"1518"	"1480"	"999"	"1446"	"895"	"1875"	"74942"	"0"	"74942"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"220"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"222"	"i woZ  dk
; ksx&"	"10166"	"32727"	"21927"	"1039"	"870"	"1518"	"1480"	"999"	"1446"	"895"	"1875"	"74942"	"0"	"74942"	"0"
"223"	"155"	"162"	"267"	"64"	"6"	"10"	"2"	"9"	"1"	"2"	"1"	"5"	"529"	""	"529"	""
"224"	"156"	"120"	"128"	"89"	"6"	"4"	"3"	"3"	"9"	"17"	"6"	"17"	"402"	""	"402"	""
"225"	"157"	"133"	"73"	"113"	"4"	"2"	"1"	"4"	"1"	"9"	"8"	"18"	"366"	""	"366"	""
"226"	"158"	"105"	"41"	"200"	"3"	"7"	"3"	"5"	"16"	"21"	"9"	"24"	"434"	""	"434"	""
"227"	"159"	"89"	"151"	"211"	"5"	"10"	"6"	"6"	"8"	"7"	"1"	"8"	"502"	""	"502"	""
"228"	"160"	"85"	"436"	"98"	"5"	"7"	"10"	"19"	"4"	"15"	"20"	"29"	"728"	""	"728"	""
"229"	"161"	"72"	"283"	"147"	"10"	"5"	"7"	"15"	"4"	"5"	"4"	"2"	"554"	""	"554"	""
"230"	"162"	"81"	"157"	"297"	"11"	"11"	"8"	"11"	"11"	"10"	"5"	"15"	"617"	""	"617"	""
"231"	"163"	"178"	"238"	"99"	"5"	"2"	"4"	"7"	"1"	"7"	"8"	"9"	"558"	""	"558"	""
"232"	"164"	"132"	"118"	"53"	"4"	"8"	"4"	"9"	"1"	"3"	"8"	"15"	"355"	""	"355"	""
"233"	"165"	"64"	"88"	"133"	"4"	"29"	"4"	"5"	"4"	"7"	"2"	"15"	"355"	""	"355"	""
"234"	"166"	"107"	"180"	"61"	"2"	"15"	"2"	"13"	"8"	"1"	"8"	"16"	"413"	""	"413"	""
"235"	"167"	"55"	"171"	"43"	"3"	"6"	"9"	"9"	"1"	"8"	"3"	"17"	"325"	""	"325"	""
"236"	"168"	"154"	"229"	"114"	"8"	"3"	"4"	"17"	"9"	"13"	"13"	"33"	"597"	""	"597"	""
"237"	"l hV dk
; ksx"	"1537"	"2560"	"1722"	"76"	"119"	"67"	"132"	"78"	"125"	"96"	"223"	"6735"	"0"	"6735"	"0"
"238"	"d qy  &"	"11703"	"35287"	"23649"	"1115"	"989"	"1585"	"1612"	"1077"	"1571"	"991"	"2098"	"81677"	"0"	"81677"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"240"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"242"	"i woZ  dk
; ksx&"	"11703"	"35287"	"23649"	"1115"	"989"	"1585"	"1612"	"1077"	"1571"	"991"	"2098"	"81677"	"0"	"81677"	"0"
"243"	"169"	"210"	"80"	"98"	"9"	"14"	"11"	"6"	"8"	"4"	"7"	"16"	"463"	""	"463"	""
"244"	"170"	"286"	"250"	"32"	"6"	"8"	"44"	"12"	"2"	"1"	"3"	"9"	"653"	""	"653"	""
"245"	"171"	"133"	"316"	"182"	"7"	"8"	"61"	"13"	"11"	"22"	"13"	"32"	"798"	""	"798"	""
"246"	"172"	"75"	"265"	"124"	"7"	"10"	"15"	"6"	"3"	"8"	"9"	"22"	"544"	""	"544"	""
"247"	"173"	"28"	"285"	"60"	"5"	"5"	"4"	"9"	"1"	"5"	"3"	"13"	"418"	""	"418"	""
"248"	"174"	"83"	"263"	"430"	"7"	"7"	"5"	"8"	"1"	"11"	"2"	"4"	"821"	""	"821"	""
"249"	"175"	"61"	"275"	"182"	"10"	"8"	"6"	"5"	"3"	"10"	"1"	"4"	"565"	""	"565"	""
"250"	"176"	"37"	"145"	"388"	"7"	"6"	"5"	"2"	"11"	"8"	"3"	"12"	"624"	""	"624"	""
"251"	"177"	"195"	"188"	"133"	"8"	"2"	"8"	"2"	"6"	"15"	"5"	"6"	"568"	""	"568"	""
"252"	"178"	"168"	"157"	"101"	"9"	"3"	"5"	"10"	"7"	"10"	"9"	"9"	"488"	""	"488"	""
"253"	"179"	"240"	"464"	"36"	"6"	"10"	"32"	"22"	"9"	"6"	"13"	"22"	"860"	""	"860"	""
"254"	"180"	"189"	"167"	"48"	"4"	"3"	"4"	"2"	"0"	"2"	"1"	"4"	"424"	""	"424"	""
"255"	"181"	"196"	"304"	"76"	"7"	"12"	"0"	"15"	"0"	"1"	"0"	"8"	"619"	""	"619"	""
"256"	"182"	"274"	"178"	"217"	"12"	"37"	"24"	"24"	"19"	"28"	"10"	"34"	"857"	""	"857"	""
"257"	"l hV dk
; ksx"	"2175"	"3337"	"2107"	"104"	"133"	"224"	"136"	"81"	"131"	"79"	"195"	"8702"	"0"	"8702"	"0"
"258"	"d qy  &"	"13878"	"38624"	"25756"	"1219"	"1122"	"1809"	"1748"	"1158"	"1702"	"1070"	"2293"	"90379"	"0"	"90379"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"260"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"262"	"i woZ  dk
; ksx&"	"13878"	"38624"	"25756"	"1219"	"1122"	"1809"	"1748"	"1158"	"1702"	"1070"	"2293"	"90379"	"0"	"90379"	"0"
"263"	"183"	"55"	"58"	"115"	"6"	"2"	"0"	"4"	"4"	"4"	"2"	"4"	"254"	""	"254"	""
"264"	"184"	"158"	"326"	"164"	"5"	"15"	"13"	"14"	"11"	"20"	"3"	"14"	"743"	""	"743"	""
"265"	"185"	"65"	"151"	"307"	"4"	"3"	"7"	"9"	"2"	"9"	"0"	"8"	"565"	""	"565"	""
"266"	"186"	"34"	"244"	"43"	"1"	"3"	"4"	"11"	"3"	"2"	"3"	"8"	"356"	""	"356"	""
"267"	"187"	"44"	"170"	"234"	"17"	"23"	"25"	"19"	"12"	"18"	"12"	"21"	"595"	""	"595"	""
"268"	"188"	"26"	"298"	"125"	"7"	"8"	"7"	"14"	"11"	"16"	"12"	"22"	"546"	""	"546"	""
"269"	"189"	"39"	"305"	"121"	"5"	"4"	"59"	"5"	"8"	"9"	"7"	"16"	"578"	""	"578"	""
"270"	"190"	"153"	"254"	"116"	"10"	"8"	"30"	"17"	"6"	"18"	"10"	"32"	"654"	""	"654"	""
"271"	"191"	"56"	"190"	"90"	"8"	"4"	"2"	"17"	"6"	"10"	"10"	"8"	"401"	""	"401"	""
"272"	"192"	"101"	"106"	"45"	"0"	"1"	"3"	"4"	"2"	"4"	"6"	"16"	"288"	""	"288"	""
"273"	"193"	"200"	"283"	"69"	"5"	"3"	"5"	"8"	"2"	"3"	"5"	"8"	"591"	""	"591"	""
"274"	"194"	"163"	"141"	"154"	"6"	"7"	"4"	"3"	"4"	"7"	"3"	"9"	"501"	""	"501"	""
"275"	"195"	"20"	"107"	"210"	"6"	"6"	"3"	"5"	"6"	"14"	"4"	"16"	"397"	""	"397"	""
"276"	"196"	"12"	"131"	"409"	"5"	"3"	"3"	"1"	"3"	"7"	"7"	"3"	"584"	""	"584"	""
"277"	"l hV dk
; ksx"	"1126"	"2764"	"2202"	"85"	"90"	"165"	"131"	"80"	"141"	"84"	"185"	"7053"	"0"	"7053"	"0"
"278"	"d qy  &"	"15004"	"41388"	"27958"	"1304"	"1212"	"1974"	"1879"	"1238"	"1843"	"1154"	"2478"	"97432"	"0"	"97432"	"0"
"279"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"280"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"281"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"282"	"i woZ  dk
; ksx&"	"15004"	"41388"	"27958"	"1304"	"1212"	"1974"	"1879"	"1238"	"1843"	"1154"	"2478"	"97432"	"0"	"97432"	"0"
"283"	"197"	"153"	"152"	"54"	"7"	"10"	"108"	"5"	"2"	"3"	"2"	"1"	"497"	""	"497"	""
"284"	"198"	"152"	"254"	"31"	"6"	"13"	"75"	"23"	"10"	"5"	"5"	"20"	"594"	""	"594"	""
"285"	"199"	"51"	"181"	"143"	"1"	"2"	"18"	"3"	"7"	"5"	"6"	"9"	"426"	""	"426"	""
"286"	"200"	"189"	"139"	"116"	"4"	"1"	"1"	"9"	"4"	"11"	"1"	"12"	"487"	""	"487"	""
"287"	"201"	"131"	"349"	"90"	"2"	"1"	"3"	"6"	"4"	"5"	"5"	"8"	"604"	""	"604"	""
"288"	"202"	"146"	"194"	"103"	"5"	"4"	"2"	"8"	"1"	"3"	"0"	"3"	"469"	""	"469"	""
"289"	"203"	"100"	"270"	"143"	"7"	"11"	"7"	"7"	"2"	"4"	"1"	"3"	"555"	""	"555"	""
"290"	"204"	"118"	"180"	"156"	"12"	"31"	"7"	"11"	"8"	"18"	"5"	"22"	"568"	""	"568"	""
"291"	"205"	"76"	"297"	"157"	"10"	"25"	"21"	"10"	"2"	"6"	"1"	"6"	"611"	""	"611"	""
"292"	"206"	"105"	"327"	"158"	"7"	"8"	"22"	"11"	"5"	"12"	"6"	"22"	"683"	""	"683"	""
"293"	"207"	"96"	"401"	"117"	"8"	"8"	"32"	"33"	"6"	"22"	"16"	"49"	"788"	""	"788"	""
"294"	"208"	"128"	"131"	"40"	"4"	"5"	"26"	"3"	"5"	"4"	"9"	"10"	"365"	""	"365"	""
"295"	"209"	"111"	"75"	"80"	"7"	"8"	"25"	"6"	"6"	"5"	"0"	"9"	"332"	""	"332"	""
"296"	"210"	"129"	"86"	"113"	"4"	"8"	"41"	"10"	"9"	"11"	"7"	"27"	"445"	""	"445"	""
"297"	"l hV dk
; ksx"	"1685"	"3036"	"1501"	"84"	"135"	"388"	"145"	"71"	"114"	"64"	"201"	"7424"	"0"	"7424"	"0"
"298"	"d qy  &"	"16689"	"44424"	"29459"	"1388"	"1347"	"2362"	"2024"	"1309"	"1957"	"1218"	"2679"	"104856"	"0"	"104856"	"0"
"299"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"300"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"301"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"302"	"i woZ  dk
; ksx&"	"16689"	"44424"	"29459"	"1388"	"1347"	"2362"	"2024"	"1309"	"1957"	"1218"	"2679"	"104856"	"0"	"104856"	"0"
"303"	"211"	"123"	"162"	"53"	"3"	"4"	"22"	"4"	"4"	"5"	"7"	"9"	"396"	""	"396"	""
"304"	"212"	"92"	"205"	"79"	"3"	"3"	"9"	"4"	"1"	"1"	"6"	"4"	"407"	""	"407"	""
"305"	"213"	"25"	"208"	"303"	"8"	"8"	"36"	"5"	"4"	"12"	"3"	"6"	"618"	""	"618"	""
"306"	"214"	"85"	"263"	"147"	"5"	"7"	"38"	"14"	"5"	"9"	"12"	"41"	"626"	""	"626"	""
"307"	"215"	"174"	"77"	"30"	"4"	"14"	"16"	"8"	"5"	"4"	"5"	"7"	"344"	""	"344"	""
"308"	"216"	"90"	"119"	"134"	"8"	"155"	"32"	"9"	"4"	"8"	"4"	"15"	"578"	""	"578"	""
"309"	"217"	"52"	"282"	"60"	"6"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"405"	""	"405"	""
"310"	"218"	"45"	"245"	"138"	"11"	"10"	"3"	"17"	"9"	"14"	"14"	"50"	"556"	""	"556"	""
"311"	"219"	"60"	"83"	"132"	"11"	"7"	"3"	"5"	"4"	"17"	"8"	"19"	"349"	""	"349"	""
"312"	"220"	"119"	"208"	"62"	"7"	"12"	"7"	"10"	"1"	"2"	"4"	"2"	"434"	""	"434"	""
"313"	"221"	"89"	"179"	"60"	"5"	"6"	"10"	"4"	"2"	"2"	"0"	"3"	"360"	""	"360"	""
"314"	"222"	"14"	"323"	"97"	"2"	"3"	"14"	"10"	"4"	"5"	"5"	"14"	"491"	""	"491"	""
"315"	"223"	"33"	"37"	"154"	"6"	"10"	"2"	"3"	"3"	"5"	"0"	"4"	"257"	""	"257"	""
"316"	"224"	"33"	"251"	"47"	"5"	"5"	"4"	"13"	"4"	"6"	"9"	"20"	"397"	""	"397"	""
"317"	"l hV dk
; ksx"	"1034"	"2642"	"1496"	"84"	"247"	"198"	"106"	"50"	"90"	"77"	"194"	"6218"	"0"	"6218"	"0"
"318"	"d qy  &"	"17723"	"47066"	"30955"	"1472"	"1594"	"2560"	"2130"	"1359"	"2047"	"1295"	"2873"	"111074"	"0"	"111074"	"0"
"319"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"320"	""	"Mk0 v' kksd  dqekj"	"egs' oj  gt kj h"	"j ke pUnz i kl oku"	"foUns' oj  j ke"	"mi sUnz i kl oku"	"t hcN i kl oku"	"j .kohj  i kl oku"	"j kt k j ke nkl"	"j s[ kk dqekj h"	"f' kopUnz i kl oku"	"l r h' k egr ks"	""	""	""	""
"321"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"322"	"i woZ  dk
; ksx&"	"17723"	"47066"	"30955"	"1472"	"1594"	"2560"	"2130"	"1359"	"2047"	"1295"	"2873"	"111074"	"0"	"111074"	"0"
"323"	"225"	"35"	"359"	"25"	"2"	"6"	"1"	"13"	"4"	"5"	"0"	"7"	"457"	""	"457"	""
"324"	"226"	"127"	"78"	"230"	"5"	"14"	"7"	"9"	"8"	"20"	"9"	"13"	"520"	""	"520"	""
"325"	"227"	"82"	"148"	"263"	"15"	"18"	"13"	"12"	"9"	"16"	"6"	"17"	"599"	""	"599"	""
"326"	"228"	"38"	"68"	"301"	"3"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"414"	""	"414"	""
"327"	"229"	"50"	"31"	"274"	"5"	"4"	"1"	"3"	"4"	"4"	"1"	"5"	"382"	""	"382"	""
"328"	"230"	"64"	"193"	"78"	"6"	"15"	"4"	"14"	"2"	"1"	"7"	"15"	"399"	""	"399"	""
"329"	"231"	"52"	"164"	"82"	"10"	"2"	"1"	"3"	"3"	"2"	"5"	"9"	"333"	""	"333"	""
"330"	"232"	"225"	"199"	"65"	"5"	"6"	"9"	"17"	"3"	"3"	"3"	"13"	"548"	""	"548"	""
"331"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"332"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"l hV dk
; ksx"	"673"	"1240"	"1318"	"51"	"67"	"36"	"72"	"33"	"52"	"31"	"79"	"3652"	"0"	"3652"	"0"
"338"	"d qy  &"	"18396"	"48306"	"32273"	"1523"	"1661"	"2596"	"2202"	"1392"	"2099"	"1326"	"2952"	"114726"	"0"	"114726"	"0"
