"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :51---Sikti                                                                                                                                                   No of Voters :202234"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"146"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"	""
"147"	"133"	"48"	"167"	""	"2"	""	"106"	""	"2"	""	"0"	""	"1"	""	"4"	""	"1"	""	"2"	""	"2"	""	"55"	"2"	""	"392"	""
"148"	"134"	"128"	"69"	""	"3"	""	"267"	""	"10"	""	"0"	""	"2"	""	"2"	""	"6"	""	"4"	""	"3"	""	"4"	"6"	""	"504"	""
"149"	"135"	"266"	"131"	""	"8"	""	"8"	""	"3"	""	"0"	""	"0"	""	"5"	""	"3"	""	"1"	""	"6"	""	"144"	"4"	""	"579"	""
"150"	"136"	"66"	"179"	""	"5"	""	"25"	""	"4"	""	"4"	""	"6"	""	"4"	""	"4"	""	"0"	""	"11"	""	"267"	"3"	""	"578"	""
"151"	"137"	"30"	"90"	""	"4"	""	"5"	""	"3"	""	"5"	""	"3"	""	"1"	""	"1"	""	"2"	""	"15"	""	"275"	"7"	""	"441"	""
"152"	"138"	"62"	"245"	""	"5"	""	"32"	""	"6"	""	"1"	""	"3"	""	"2"	""	"0"	""	"2"	""	"13"	""	"331"	"3"	""	"705"	""
"153"	"139"	"22"	"416"	""	"6"	""	"14"	""	"3"	""	"0"	""	"5"	""	"1"	""	"1"	""	"0"	""	"0"	""	"41"	"0"	""	"509"	""
"154"	"140"	"60"	"97"	""	"4"	""	"60"	""	"2"	""	"1"	""	"2"	""	"3"	""	"1"	""	"4"	""	"19"	""	"429"	"9"	""	"691"	""
"155"	"141"	"50"	"57"	""	"0"	""	"15"	""	"1"	""	"2"	""	"4"	""	"3"	""	"2"	""	"7"	""	"33"	""	"527"	"5"	""	"706"	""
"156"	"142"	"22"	"108"	""	"2"	""	"22"	""	"3"	""	"2"	""	"4"	""	"5"	""	"2"	""	"1"	""	"9"	""	"211"	"1"	""	"392"	""
"157"	"143"	"418"	"7"	""	"1"	""	"12"	""	"2"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"1"	""	"10"	"0"	""	"453"	""
"158"	"144"	"26"	"339"	""	"12"	""	"13"	""	"3"	""	"2"	""	"0"	""	"1"	""	"3"	""	"5"	""	"11"	""	"200"	"4"	""	"619"	""
"159"	"145"	"36"	"93"	""	"20"	""	"19"	""	"2"	""	"0"	""	"1"	""	"2"	""	"2"	""	"6"	""	"13"	""	"421"	"4"	""	"619"	""
"160"	"146"	"100"	"110"	""	"13"	""	"39"	""	"6"	""	"6"	""	"0"	""	"3"	""	"1"	""	"2"	""	"9"	""	"206"	"0"	""	"495"	""
"161"	"147"	"41"	"63"	""	"1"	""	"2"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"10"	""	"250"	"4"	""	"375"	""
"162"	"148"	"57"	"261"	""	"4"	""	"12"	""	"4"	""	"0"	""	"1"	""	"0"	""	"1"	""	"3"	""	"1"	""	"75"	"1"	""	"420"	""
"163"	"149"	"13"	"476"	""	"9"	""	"25"	""	"2"	""	"2"	""	"3"	""	"1"	""	"3"	""	"1"	""	"4"	""	"49"	"3"	""	"591"	""
"164"	"150"	"217"	"23"	""	"5"	""	"76"	""	"5"	""	"2"	""	"4"	""	"4"	""	"4"	""	"1"	""	"1"	""	"4"	"4"	""	"350"	""
"165"	"151"	"56"	"151"	""	"2"	""	"88"	""	"9"	""	"2"	""	"3"	""	"2"	""	"5"	""	"2"	""	"2"	""	"49"	"1"	""	"372"	""
"166"	"152"	"291"	"27"	""	"2"	""	"35"	""	"4"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"2"	""	"5"	"2"	""	"371"	""
"167"	"153"	"164"	"199"	""	"11"	""	"29"	""	"6"	""	"1"	""	"3"	""	"4"	""	"2"	""	"3"	""	"7"	""	"60"	"5"	""	"494"	""
"168"	"154"	"144"	"150"	""	"2"	""	"34"	""	"2"	""	"3"	""	"2"	""	"3"	""	"2"	""	"3"	""	"4"	""	"130"	"3"	""	"482"	""
"169"	"155"	"226"	"228"	""	"12"	""	"153"	""	"11"	""	"4"	""	"4"	""	"5"	""	"2"	""	"2"	""	"5"	""	"15"	"3"	""	"670"	""
"170"	"156"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"	""
"171"	"157"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"	""
"172"	"158"	"47"	"133"	""	"2"	""	"18"	""	"1"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"2"	""	"18"	"0"	""	"224"	""
"173"	"159"	"337"	"317"	""	"15"	""	"51"	""	"9"	""	"0"	""	"4"	""	"6"	""	"6"	""	"1"	""	"2"	""	"5"	"4"	""	"757"	""
"174"	"160"	"94"	"230"	""	"2"	""	"47"	""	"5"	""	"1"	""	"2"	""	"2"	""	"2"	""	"1"	""	"2"	""	"91"	"1"	""	"480"	""
"175"	"161"	"303"	"5"	""	"0"	""	"31"	""	"2"	""	"0"	""	"0"	""	"3"	""	"3"	""	"2"	""	"2"	""	"2"	"2"	""	"355"	""
"176"	"162"	"293"	"5"	""	"1"	""	"32"	""	"2"	""	"0"	""	"0"	""	"1"	""	"4"	""	"2"	""	"1"	""	"1"	"0"	""	"342"	""
"177"	"163"	"204"	"64"	""	"3"	""	"65"	""	"3"	""	"2"	""	"2"	""	"1"	""	"2"	""	"1"	""	"1"	""	"60"	"3"	""	"411"	""
"178"	"164"	"405"	"35"	""	"4"	""	"34"	""	"7"	""	"1"	""	"0"	""	"3"	""	"4"	""	"1"	""	"0"	""	"1"	"1"	""	"496"	""
"179"	"165"	"340"	"59"	""	"7"	""	"48"	""	"2"	""	"2"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	""	"2"	"0"	""	"462"	""
"180"	"166"	"198"	"40"	""	"2"	""	"211"	""	"5"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	"2"	""	"463"	""
"181"	"167"	"247"	"4"	""	"1"	""	"193"	""	"4"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"450"	""
"182"	"168"	"101"	"143"	""	"5"	""	"199"	""	"6"	""	"1"	""	"4"	""	"1"	""	"3"	""	"1"	""	"4"	""	"3"	"3"	""	"474"	""
"183"	"169"	"67"	"270"	""	"8"	""	"123"	""	"1"	""	"3"	""	"2"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	"0"	""	"479"	""
"184"	"170"	"91"	"196"	""	"15"	""	"228"	""	"16"	""	"1"	""	"2"	""	"4"	""	"6"	""	"5"	""	"2"	""	"2"	"5"	""	"573"	""
"185"	"171"	"45"	"489"	""	"5"	""	"36"	""	"3"	""	"5"	""	"2"	""	"2"	""	"4"	""	"0"	""	"3"	""	"1"	"0"	""	"595"	""
"186"	"172"	"33"	"421"	""	"14"	""	"18"	""	"2"	""	"1"	""	"3"	""	"0"	""	"6"	""	"0"	""	"5"	""	"37"	"4"	""	"544"	""
"187"	"173"	"91"	"197"	""	"6"	""	"63"	""	"8"	""	"1"	""	"1"	""	"7"	""	"7"	""	"1"	""	"1"	""	"4"	"4"	""	"391"	""
"188"	"174"	"35"	"111"	""	"2"	""	"49"	""	"1"	""	"0"	""	"8"	""	"1"	""	"0"	""	"2"	""	"2"	""	"20"	"4"	""	"235"	""
"189"	"175"	"310"	"13"	""	"5"	""	"47"	""	"7"	""	"1"	""	"1"	""	"7"	""	"6"	""	"3"	""	"1"	""	"0"	"3"	""	"404"	""
"190"	"176"	"209"	"4"	""	"1"	""	"63"	""	"2"	""	"1"	""	"1"	""	"8"	""	"2"	""	"2"	""	"0"	""	"0"	"1"	""	"294"	""
"191"	"177"	"246"	"12"	""	"5"	""	"160"	""	"5"	""	"3"	""	"2"	""	"3"	""	"2"	""	"0"	""	"1"	""	"1"	"2"	""	"442"	""
"192"	"178"	"213"	"93"	""	"2"	""	"182"	""	"12"	""	"0"	""	"2"	""	"0"	""	"4"	""	"0"	""	"0"	""	"13"	"4"	""	"525"	""
"193"	"179"	"268"	"16"	""	"2"	""	"72"	""	"7"	""	"3"	""	"3"	""	"3"	""	"4"	""	"0"	""	"1"	""	"0"	"4"	""	"383"	""
"194"	"180"	"188"	"201"	""	"7"	""	"65"	""	"4"	""	"3"	""	"1"	""	"4"	""	"2"	""	"2"	""	"3"	""	"8"	"1"	""	"489"	""
"195"	"181"	"57"	"324"	""	"8"	""	"126"	""	"2"	""	"2"	""	"1"	""	"1"	""	"5"	""	"4"	""	"2"	""	"59"	"1"	""	"592"	""
"196"	"182"	"28"	"295"	""	"7"	""	"33"	""	"2"	""	"1"	""	"4"	""	"1"	""	"3"	""	"3"	""	"1"	""	"7"	"1"	""	"386"	""
"197"	"183"	"125"	"290"	""	"11"	""	"24"	""	"0"	""	"2"	""	"0"	""	"3"	""	"5"	""	"1"	""	"1"	""	"61"	"3"	""	"526"	""
"198"	"184"	"143"	"240"	""	"11"	""	"64"	""	"3"	""	"2"	""	"6"	""	"0"	""	"12"	""	"1"	""	"6"	""	"141"	"3"	""	"632"	""
"199"	"185"	"103"	"78"	""	"2"	""	"146"	""	"8"	""	"4"	""	"3"	""	"1"	""	"1"	""	"3"	""	"3"	""	"17"	"11"	""	"380"	""
"200"	"186"	"15"	"311"	""	"6"	""	"15"	""	"5"	""	"3"	""	"2"	""	"2"	""	"1"	""	"0"	""	"4"	""	"93"	"3"	""	"460"	""
"201"	"187"	"21"	"148"	""	"0"	""	"5"	""	"0"	""	"1"	""	"0"	""	"2"	""	"1"	""	"1"	""	"11"	""	"285"	"4"	""	"479"	""
"202"	"188"	"18"	"120"	""	"12"	""	"168"	""	"8"	""	"1"	""	"2"	""	"1"	""	"6"	""	"2"	""	"10"	""	"58"	"2"	""	"408"	""
"203"	"189"	"21"	"261"	""	"4"	""	"47"	""	"8"	""	"3"	""	"5"	""	"3"	""	"0"	""	"0"	""	"9"	""	"148"	"4"	""	"513"	""
"204"	"190"	"9"	"152"	""	"11"	""	"43"	""	"2"	""	"3"	""	"1"	""	"1"	""	"0"	""	"0"	""	"6"	""	"111"	"2"	""	"341"	""
"205"	"191"	"22"	"13"	""	"8"	""	"133"	""	"6"	""	"2"	""	"1"	""	"2"	""	"2"	""	"0"	""	"1"	""	"0"	"0"	""	"190"	""
"206"	"192"	"150"	"122"	""	"2"	""	"42"	""	"0"	""	"1"	""	"2"	""	"2"	""	"2"	""	"1"	""	"0"	""	"5"	"1"	""	"330"	""
"207"	"193"	"207"	"10"	""	"3"	""	"101"	""	"7"	""	"0"	""	"1"	""	"6"	""	"2"	""	"1"	""	"0"	""	"3"	"1"	""	"342"	""
"208"	"194"	"498"	"18"	""	"8"	""	"165"	""	"4"	""	"1"	""	"1"	""	"3"	""	"4"	""	"1"	""	"2"	""	"1"	"0"	""	"706"	""
"209"	"195"	"115"	"21"	""	"5"	""	"300"	""	"7"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"4"	"0"	""	"456"	""
"210"	"196"	"93"	"347"	""	"8"	""	"17"	""	"2"	""	"0"	""	"2"	""	"3"	""	"2"	""	"0"	""	"0"	""	"9"	"1"	""	"484"	""
"211"	"197"	"167"	"215"	""	"1"	""	"103"	""	"7"	""	"2"	""	"0"	""	"1"	""	"2"	""	"0"	""	"1"	""	"1"	"0"	""	"500"	""
"212"	"198"	"39"	"345"	""	"4"	""	"75"	""	"3"	""	"0"	""	"1"	""	"2"	""	"0"	""	"2"	""	"6"	""	"192"	"1"	""	"670"	""
"213"	"199"	"134"	"124"	""	"20"	""	"8"	""	"3"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"98"	"2"	""	"392"	""
"214"	"200"	"20"	"584"	""	"3"	""	"16"	""	"2"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"6"	""	"98"	"0"	""	"732"	""
"215"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"216"	""	"ZAKIR HUSSAIN KHAN"	""	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	"DINESH RATHOUR"	""	"NAND LAL PASWAN"	""	""
"217"	"1"	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	""	"15"
"218"	"201"	"87"	""	"466"	""	"12"	""	"100"	""	"7"	""	"2"	""	"5"	""	"1"	""	"6"	""	"3"	""	"6"	"116"	""	"2"	""	"813"
"219"	"202"	"111"	""	"8"	""	"2"	""	"268"	""	"8"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	"1"	""	"1"	""	"401"
"220"	"203"	"114"	""	"8"	""	"7"	""	"173"	""	"9"	""	"4"	""	"2"	""	"1"	""	"5"	""	"0"	""	"2"	"3"	""	"5"	""	"333"
"221"	"Total:"	"32322"	""	"40645"	""	"1721"	""	"10713"	""	"838"	""	"354"	""	"655"	""	"527"	""	"649"	""	"361"	""	"1021"	"16087"	""	"560"	""	"106453"
"222"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"Date: 16/05/2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"Assembly Constituency : 51---Sikti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"Parliament Constituency : 9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Form-20  (Part-I-B)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Assembly Constituency :51---Sikti                                                                                                                                                   No of Voters :202234"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Candidates Name
----->
BOOTH NO"	"Brough forward from TOTAL  (Part-I-A)"	""	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""
"233"	""	""	""	"NITYA NAND BISHWAS"	""	"PRAMOD SINGH YADAV"	""	"PRINCE VICTOR"	""	"LAXMI SADA"	""	"VIJAY SAH"	""	"SANJAY KUMAR JHA"	""	"D. SAJJAD"	""	"SATYA NARAYAN WRITER"	""	"SADA NAND CHOUDHARY"	""	"SADHANA DEVI"	"SUKDEO PASWAN"	""	"MOHAMMED SAIFUR RAB"	""	""
"234"	"1"	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	"22"	""	"23"	""	"24"	""	"25"	"26"	""	"27"	"28"	""
"235"	"1"	"579"	""	"0"	""	"2"	""	"30"	""	"5"	""	"0"	""	"2"	""	"0"	""	"2"	""	"1"	""	"1"	"1"	""	"2"	"625"	""
"236"	"2"	"607"	""	"1"	""	"2"	""	"8"	""	"8"	""	"0"	""	"0"	""	"0"	""	"3"	""	"0"	""	"0"	"3"	""	"3"	"635"	""
"237"	"3"	"468"	""	"0"	""	"0"	""	"1"	""	"3"	""	"0"	""	"0"	""	"0"	""	"2"	""	"2"	""	"1"	"1"	""	"2"	"480"	""
"238"	"4"	"516"	""	"0"	""	"0"	""	"0"	""	"9"	""	"0"	""	"0"	""	"2"	""	"3"	""	"0"	""	"3"	"0"	""	"7"	"540"	""
"239"	"5"	"789"	""	"1"	""	"5"	""	"29"	""	"4"	""	"6"	""	"1"	""	"0"	""	"3"	""	"1"	""	"3"	"10"	""	"3"	"855"	""
"240"	"6"	"765"	""	"4"	""	"4"	""	"3"	""	"19"	""	"3"	""	"1"	""	"1"	""	"8"	""	"6"	""	"5"	"14"	""	"8"	"841"	""
"241"	"7"	"717"	""	"9"	""	"8"	""	"32"	""	"4"	""	"3"	""	"2"	""	"2"	""	"2"	""	"5"	""	"2"	"24"	""	"6"	"816"	""
"242"	"8"	"616"	""	"1"	""	"0"	""	"6"	""	"3"	""	"1"	""	"2"	""	"3"	""	"4"	""	"1"	""	"1"	"10"	""	"7"	"655"	""
"243"	"9"	"451"	""	"2"	""	"2"	""	"10"	""	"9"	""	"3"	""	"0"	""	"2"	""	"7"	""	"8"	""	"6"	"37"	""	"22"	"559"	""
"244"	"10"	"463"	""	"1"	""	"1"	""	"1"	""	"5"	""	"3"	""	"0"	""	"0"	""	"4"	""	"2"	""	"0"	"7"	""	"5"	"492"	""
"245"	"11"	"655"	""	"9"	""	"20"	""	"42"	""	"7"	""	"2"	""	"2"	""	"2"	""	"2"	""	"4"	""	"4"	"55"	""	"8"	"812"	""
"246"	"12"	"420"	""	"5"	""	"6"	""	"22"	""	"6"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	"24"	""	"1"	"486"	""
"247"	"13"	"416"	""	"0"	""	"2"	""	"0"	""	"3"	""	"3"	""	"0"	""	"0"	""	"3"	""	"2"	""	"4"	"61"	""	"6"	"500"	""
"248"	"14"	"420"	""	"5"	""	"6"	""	"16"	""	"9"	""	"3"	""	"1"	""	"0"	""	"1"	""	"2"	""	"2"	"1"	""	"4"	"470"	""
"249"	"15"	"460"	""	"10"	""	"17"	""	"25"	""	"10"	""	"7"	""	"1"	""	"1"	""	"9"	""	"10"	""	"6"	"11"	""	"15"	"582"	""
"250"	"16"	"626"	""	"2"	""	"3"	""	"32"	""	"28"	""	"4"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	"2"	""	"11"	"711"	""
"251"	"17"	"709"	""	"6"	""	"8"	""	"12"	""	"6"	""	"6"	""	"1"	""	"3"	""	"8"	""	"1"	""	"3"	"7"	""	"5"	"775"	""
"252"	"18"	"764"	""	"6"	""	"7"	""	"20"	""	"3"	""	"4"	""	"0"	""	"3"	""	"8"	""	"6"	""	"2"	"5"	""	"5"	"833"	""
"253"	"19"	"507"	""	"4"	""	"7"	""	"20"	""	"0"	""	"3"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	"2"	""	"2"	"548"	""
"254"	"20"	"690"	""	"5"	""	"11"	""	"25"	""	"19"	""	"4"	""	"4"	""	"3"	""	"1"	""	"2"	""	"8"	"17"	""	"7"	"796"	""
"255"	"21"	"355"	""	"2"	""	"6"	""	"7"	""	"5"	""	"2"	""	"1"	""	"3"	""	"2"	""	"0"	""	"0"	"2"	""	"2"	"387"	""
"256"	"22"	"309"	""	"2"	""	"2"	""	"8"	""	"14"	""	"2"	""	"3"	""	"1"	""	"5"	""	"2"	""	"3"	"9"	""	"19"	"379"	""
"257"	"23"	"715"	""	"2"	""	"1"	""	"8"	""	"2"	""	"2"	""	"1"	""	"3"	""	"3"	""	"3"	""	"2"	"7"	""	"2"	"751"	""
"258"	"24"	"741"	""	"1"	""	"7"	""	"23"	""	"7"	""	"3"	""	"3"	""	"2"	""	"5"	""	"3"	""	"3"	"20"	""	"8"	"826"	""
"259"	"25"	"869"	""	"2"	""	"3"	""	"6"	""	"4"	""	"1"	""	"1"	""	"1"	""	"3"	""	"1"	""	"0"	"6"	""	"2"	"899"	""
"260"	"26"	"759"	""	"1"	""	"8"	""	"9"	""	"17"	""	"9"	""	"1"	""	"5"	""	"12"	""	"1"	""	"6"	"8"	""	"11"	"847"	""
"261"	"27"	"904"	""	"10"	""	"13"	""	"12"	""	"5"	""	"3"	""	"4"	""	"0"	""	"3"	""	"1"	""	"0"	"6"	""	"3"	"964"	""
"262"	"28"	"588"	""	"1"	""	"6"	""	"14"	""	"3"	""	"2"	""	"3"	""	"1"	""	"6"	""	"0"	""	"8"	"19"	""	"8"	"659"	""
"263"	"29"	"750"	""	"5"	""	"14"	""	"13"	""	"4"	""	"6"	""	"1"	""	"3"	""	"2"	""	"1"	""	"1"	"7"	""	"1"	"808"	""
"264"	"30"	"694"	""	"2"	""	"13"	""	"42"	""	"11"	""	"11"	""	"2"	""	"2"	""	"2"	""	"1"	""	"4"	"8"	""	"12"	"804"	""
"265"	"31"	"622"	""	"4"	""	"4"	""	"15"	""	"1"	""	"1"	""	"2"	""	"1"	""	"1"	""	"1"	""	"3"	"5"	""	"3"	"663"	""
"266"	"32"	"551"	""	"9"	""	"11"	""	"10"	""	"5"	""	"4"	""	"0"	""	"2"	""	"7"	""	"3"	""	"2"	"1"	""	"8"	"613"	""
"267"	"33"	"705"	""	"1"	""	"0"	""	"3"	""	"2"	""	"0"	""	"3"	""	"2"	""	"1"	""	"1"	""	"0"	"4"	""	"3"	"725"	""
"268"	"34"	"607"	""	"6"	""	"10"	""	"22"	""	"11"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	"2"	""	"6"	"667"	""
"269"	"35"	"492"	""	"2"	""	"2"	""	"4"	""	"1"	""	"1"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	"15"	""	"2"	"522"	""
"270"	"36"	"356"	""	"2"	""	"14"	""	"10"	""	"10"	""	"3"	""	"2"	""	"1"	""	"9"	""	"5"	""	"6"	"19"	""	"17"	"454"	""
"271"	"37"	"564"	""	"9"	""	"9"	""	"38"	""	"5"	""	"6"	""	"2"	""	"3"	""	"3"	""	"4"	""	"7"	"52"	""	"3"	"705"	""
"272"	"38"	"413"	""	"1"	""	"1"	""	"4"	""	"1"	""	"4"	""	"1"	""	"1"	""	"0"	""	"2"	""	"0"	"9"	""	"7"	"444"	""
"273"	"39"	"500"	""	"2"	""	"2"	""	"6"	""	"11"	""	"2"	""	"1"	""	"0"	""	"6"	""	"2"	""	"0"	"24"	""	"2"	"558"	""
"274"	"40"	"706"	""	"1"	""	"9"	""	"4"	""	"8"	""	"5"	""	"0"	""	"2"	""	"3"	""	"1"	""	"1"	"6"	""	"2"	"748"	""
"275"	"41"	"428"	""	"0"	""	"2"	""	"6"	""	"8"	""	"3"	""	"2"	""	"0"	""	"3"	""	"0"	""	"0"	"6"	""	"1"	"459"	""
"276"	"42"	"870"	""	"9"	""	"17"	""	"30"	""	"6"	""	"15"	""	"4"	""	"9"	""	"4"	""	"1"	""	"5"	"10"	""	"12"	"992"	""
"277"	"43"	"368"	""	"4"	""	"1"	""	"7"	""	"2"	""	"2"	""	"1"	""	"0"	""	"7"	""	"2"	""	"2"	"9"	""	"2"	"407"	""
"278"	"44"	"734"	""	"5"	""	"10"	""	"46"	""	"29"	""	"4"	""	"3"	""	"5"	""	"3"	""	"2"	""	"1"	"9"	""	"22"	"873"	""
"279"	"45"	"573"	""	"5"	""	"8"	""	"49"	""	"32"	""	"3"	""	"4"	""	"0"	""	"7"	""	"4"	""	"4"	"25"	""	"22"	"736"	""
"280"	"46"	"452"	""	"0"	""	"7"	""	"11"	""	"8"	""	"5"	""	"2"	""	"1"	""	"6"	""	"5"	""	"3"	"5"	""	"3"	"508"	""
"281"	"47"	"337"	""	"2"	""	"1"	""	"6"	""	"8"	""	"1"	""	"11"	""	"2"	""	"2"	""	"2"	""	"7"	"113"	""	"11"	"503"	""
"282"	"48"	"235"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	""	"2"	"33"	""	"4"	"279"	""
"283"	"49"	"413"	""	"3"	""	"2"	""	"5"	""	"2"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	"6"	""	"3"	"437"	""
"284"	"50"	"671"	""	"2"	""	"3"	""	"5"	""	"10"	""	"11"	""	"3"	""	"1"	""	"6"	""	"7"	""	"14"	"25"	""	"11"	"769"	""
"285"	"51"	"673"	""	"2"	""	"16"	""	"9"	""	"3"	""	"7"	""	"3"	""	"1"	""	"0"	""	"0"	""	"1"	"6"	""	"2"	"723"	""
"286"	"52"	"805"	""	"3"	""	"6"	""	"15"	""	"9"	""	"2"	""	"3"	""	"1"	""	"2"	""	"5"	""	"3"	"2"	""	"8"	"864"	""
"287"	"53"	"533"	""	"0"	""	"2"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"17"	""	"3"	"557"	""
"288"	"54"	"427"	""	"1"	""	"2"	""	"2"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	"1"	""	"1"	"438"	""
"289"	"55"	"752"	""	"2"	""	"3"	""	"8"	""	"6"	""	"2"	""	"0"	""	"0"	""	"0"	""	"3"	""	"0"	"4"	""	"0"	"780"	""
"290"	"56"	"642"	""	"3"	""	"7"	""	"25"	""	"8"	""	"4"	""	"3"	""	"5"	""	"2"	""	"1"	""	"4"	"21"	""	"7"	"732"	""
"291"	"57"	"505"	""	"1"	""	"2"	""	"2"	""	"9"	""	"2"	""	"2"	""	"1"	""	"1"	""	"1"	""	"4"	"12"	""	"1"	"543"	""
"292"	"58"	"337"	""	"4"	""	"1"	""	"19"	""	"3"	""	"7"	""	"1"	""	"2"	""	"1"	""	"2"	""	"1"	"7"	""	"3"	"388"	""
"293"	"59"	"423"	""	"2"	""	"10"	""	"20"	""	"2"	""	"4"	""	"0"	""	"1"	""	"4"	""	"2"	""	"1"	"37"	""	"10"	"516"	""
"294"	"60"	"316"	""	"0"	""	"3"	""	"12"	""	"3"	""	"0"	""	"3"	""	"0"	""	"1"	""	"1"	""	"0"	"11"	""	"0"	"350"	""
"295"	"61"	"702"	""	"2"	""	"5"	""	"18"	""	"5"	""	"1"	""	"3"	""	"0"	""	"6"	""	"4"	""	"3"	"12"	""	"8"	"769"	""
