"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"105"	"73"	"235"	"125"	"9"	"32"	"39"	"3"	"0"	"35"	"6"	"1"	"1"	"1"	"0"	"5"	"6"	"3"	"13"	"3"	"0"	"3"	"0"	"4"	"524"	"0"	"524"	"0"
"106"	"74"	"125"	"85"	"43"	"3"	"8"	"1"	"1"	"25"	"8"	"1"	"0"	"1"	"4"	"4"	"1"	"7"	"7"	"1"	"1"	"4"	"2"	"5"	"337"	"0"	"337"	"0"
"107"	"75"	"83"	"111"	"54"	"3"	"37"	"1"	"3"	"31"	"8"	"2"	"2"	"0"	"0"	"10"	"1"	"6"	"7"	"4"	"4"	"4"	"2"	"1"	"374"	"0"	"374"	"0"
"108"	"76"	"256"	"48"	"20"	"2"	"45"	"4"	"0"	"13"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"5"	"0"	"0"	"1"	"0"	"1"	"405"	"0"	"405"	"0"
"109"	"77"	"134"	"367"	"37"	"1"	"22"	"1"	"2"	"28"	"4"	"2"	"2"	"2"	"3"	"13"	"6"	"11"	"4"	"2"	"1"	"0"	"0"	"1"	"643"	"0"	"643"	"0"
"110"	"78"	"36"	"315"	"20"	"6"	"26"	"0"	"1"	"12"	"0"	"1"	"0"	"1"	"15"	"2"	"3"	"4"	"6"	"7"	"1"	"6"	"2"	"2"	"466"	"0"	"466"	"0"
"111"	"79"	"67"	"166"	"78"	"28"	"22"	"2"	"2"	"36"	"8"	"1"	"1"	"0"	"1"	"3"	"2"	"4"	"11"	"5"	"5"	"8"	"3"	"1"	"454"	"0"	"454"	"0"
"112"	"80"	"67"	"144"	"31"	"4"	"95"	"5"	"3"	"23"	"5"	"5"	"0"	"2"	"0"	"8"	"4"	"10"	"14"	"11"	"9"	"7"	"9"	"9"	"465"	"0"	"465"	"0"
"113"	"81"	"221"	"161"	"46"	"3"	"10"	"2"	"2"	"30"	"13"	"8"	"4"	"2"	"9"	"7"	"5"	"22"	"19"	"12"	"4"	"11"	"4"	"13"	"608"	"0"	"608"	"0"
"114"	"82"	"80"	"194"	"30"	"2"	"50"	"2"	"2"	"21"	"5"	"4"	"1"	"3"	"88"	"3"	"8"	"9"	"18"	"13"	"12"	"16"	"11"	"5"	"577"	"0"	"577"	"0"
"115"	"83"	"229"	"144"	"50"	"5"	"38"	"1"	"1"	"33"	"7"	"11"	"0"	"0"	"48"	"3"	"1"	"6"	"15"	"8"	"5"	"12"	"0"	"5"	"622"	"0"	"622"	"0"
"116"	"84"	"119"	"171"	"8"	"1"	"17"	"0"	"0"	"28"	"2"	"6"	"0"	"2"	"13"	"1"	"1"	"4"	"13"	"3"	"1"	"4"	"0"	"2"	"396"	"0"	"396"	"0"
"117"	"l hV dk
; ksx"	"1899"	"2172"	"456"	"98"	"535"	"28"	"18"	"353"	"75"	"44"	"14"	"19"	"185"	"66"	"45"	"98"	"137"	"69"	"44"	"79"	"34"	"55"	"6523"	"0"	"6523"	"0"
"118"	"d qy  &"	"16484"	"10477"	"2292"	"577"	"4485"	"169"	"121"	"2985"	"390"	"229"	"98"	"108"	"523"	"334"	"218"	"624"	"693"	"306"	"173"	"287"	"186"	"316"	"42075"	"0"	"42075"	"0"
"119"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"120"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"121"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"122"	"i woZ  dk
; ksx&"	"16484"	"10477"	"2292"	"577"	"4485"	"169"	"121"	"2985"	"390"	"229"	"98"	"108"	"523"	"334"	"218"	"624"	"693"	"306"	"173"	"287"	"186"	"316"	"42075"	"0"	"42075"	"0"
"123"	"85"	"19"	"198"	"9"	"2"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"240"	"0"	"240"	"0"
"124"	"86"	"206"	"171"	"15"	"7"	"97"	"8"	"6"	"54"	"11"	"9"	"3"	"3"	"9"	"2"	"5"	"3"	"7"	"2"	"1"	"5"	"1"	"5"	"630"	"0"	"630"	"0"
"125"	"87"	"271"	"121"	"17"	"1"	"43"	"2"	"1"	"89"	"3"	"10"	"1"	"0"	"2"	"9"	"1"	"6"	"16"	"8"	"3"	"12"	"3"	"16"	"635"	"0"	"635"	"0"
"126"	"88"	"223"	"158"	"28"	"5"	"71"	"4"	"2"	"32"	"7"	"8"	"3"	"2"	"4"	"1"	"5"	"12"	"7"	"3"	"0"	"3"	"1"	"8"	"587"	"0"	"587"	"0"
"127"	"89"	"187"	"107"	"7"	"13"	"19"	"0"	"1"	"27"	"4"	"2"	"3"	"0"	"2"	"33"	"1"	"3"	"13"	"0"	"0"	"2"	"2"	"2"	"428"	"0"	"428"	"0"
"128"	"90"	"55"	"116"	"9"	"19"	"74"	"2"	"2"	"16"	"5"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"305"	"0"	"305"	"0"
"129"	"91"	"330"	"40"	"9"	"1"	"10"	"0"	"0"	"26"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"419"	"0"	"419"	"0"
"130"	"92"	"341"	"54"	"7"	"2"	"18"	"1"	"0"	"27"	"4"	"0"	"0"	"1"	"12"	"2"	"1"	"3"	"2"	"0"	"1"	"0"	"3"	"4"	"483"	"0"	"483"	"0"
"131"	"93"	"99"	"97"	"11"	"133"	"204"	"4"	"2"	"45"	"3"	"6"	"2"	"1"	"1"	"1"	"2"	"0"	"3"	"4"	"0"	"2"	"4"	"6"	"630"	"0"	"630"	"0"
"132"	"94"	"184"	"40"	"4"	"7"	"90"	"4"	"2"	"49"	"6"	"2"	"1"	"2"	"3"	"47"	"3"	"6"	"14"	"5"	"4"	"5"	"3"	"6"	"487"	"0"	"487"	"0"
"133"	"95"	"182"	"77"	"14"	"2"	"46"	"2"	"1"	"78"	"3"	"1"	"1"	"3"	"25"	"6"	"5"	"4"	"9"	"2"	"1"	"5"	"1"	"6"	"474"	"0"	"474"	"0"
"134"	"96"	"162"	"83"	"10"	"11"	"32"	"0"	"2"	"27"	"3"	"0"	"0"	"0"	"93"	"1"	"2"	"4"	"10"	"4"	"0"	"2"	"2"	"3"	"451"	"0"	"451"	"0"
"135"	"97"	"201"	"100"	"8"	"1"	"25"	"0"	"4"	"48"	"5"	"1"	"0"	"3"	"64"	"4"	"4"	"3"	"7"	"1"	"1"	"4"	"1"	"1"	"486"	"0"	"486"	"0"
"136"	"98"	"178"	"126"	"16"	"5"	"32"	"3"	"1"	"75"	"4"	"1"	"1"	"1"	"3"	"2"	"0"	"1"	"5"	"3"	"3"	"5"	"7"	"2"	"474"	"0"	"474"	"0"
"137"	"l hV dk
; ksx"	"2638"	"1488"	"164"	"209"	"763"	"30"	"24"	"595"	"60"	"41"	"16"	"16"	"219"	"109"	"30"	"46"	"95"	"36"	"14"	"46"	"29"	"61"	"6729"	"0"	"6729"	"0"
"138"	"d qy  &"	"19122"	"11965"	"2456"	"786"	"5248"	"199"	"145"	"3580"	"450"	"270"	"114"	"124"	"742"	"443"	"248"	"670"	"788"	"342"	"187"	"333"	"215"	"377"	"48804"	"0"	"48804"	"0"
"139"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"140"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"141"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"142"	"i woZ  dk
; ksx&"	"19122"	"11965"	"2456"	"786"	"5248"	"199"	"145"	"3580"	"450"	"270"	"114"	"124"	"742"	"443"	"248"	"670"	"788"	"342"	"187"	"333"	"215"	"377"	"48804"	"0"	"48804"	"0"
"143"	"99"	"36"	"163"	"6"	"0"	"5"	"1"	"2"	"12"	"1"	"0"	"0"	"2"	"76"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"309"	"0"	"309"	"0"
"144"	"100"	"205"	"57"	"25"	"0"	"31"	"1"	"0"	"12"	"1"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"0"	"344"	"0"	"344"	"0"
"145"	"101"	"73"	"116"	"17"	"7"	"60"	"2"	"2"	"67"	"5"	"3"	"0"	"3"	"91"	"2"	"2"	"4"	"3"	"4"	"1"	"7"	"1"	"2"	"472"	"0"	"472"	"0"
"146"	"102"	"143"	"64"	"23"	"7"	"57"	"3"	"1"	"46"	"4"	"6"	"1"	"0"	"1"	"6"	"6"	"10"	"24"	"9"	"2"	"6"	"4"	"19"	"442"	"0"	"442"	"0"
"147"	"103"	"86"	"137"	"65"	"34"	"105"	"1"	"1"	"11"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"1"	"2"	"0"	"0"	"0"	"451"	"0"	"451"	"0"
"148"	"104"	"123"	"149"	"11"	"7"	"36"	"2"	"2"	"23"	"1"	"1"	"1"	"1"	"1"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"368"	"0"	"368"	"0"
"149"	"105"	"61"	"78"	"10"	"10"	"46"	"4"	"1"	"18"	"3"	"4"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"4"	"0"	"1"	"0"	"0"	"246"	"0"	"246"	"0"
"150"	"106"	"111"	"68"	"13"	"8"	"63"	"4"	"4"	"46"	"9"	"4"	"3"	"3"	"5"	"9"	"3"	"14"	"3"	"3"	"1"	"1"	"1"	"6"	"382"	"0"	"382"	"0"
"151"	"107"	"152"	"156"	"22"	"10"	"27"	"0"	"5"	"64"	"9"	"4"	"5"	"1"	"2"	"3"	"5"	"4"	"42"	"21"	"3"	"14"	"4"	"8"	"561"	"0"	"561"	"0"
"152"	"108"	"177"	"84"	"12"	"0"	"4"	"0"	"1"	"54"	"1"	"0"	"0"	"0"	"4"	"3"	"3"	"6"	"19"	"2"	"1"	"3"	"2"	"4"	"380"	"0"	"380"	"0"
"153"	"109"	"224"	"97"	"15"	"6"	"9"	"0"	"1"	"65"	"3"	"1"	"3"	"1"	"3"	"2"	"1"	"5"	"12"	"7"	"3"	"1"	"2"	"3"	"464"	"0"	"464"	"0"
"154"	"110"	"208"	"51"	"26"	"2"	"49"	"7"	"4"	"94"	"10"	"6"	"5"	"4"	"4"	"10"	"11"	"48"	"11"	"0"	"5"	"1"	"3"	"6"	"565"	"0"	"565"	"0"
"155"	"111"	"26"	"124"	"31"	"2"	"17"	"3"	"4"	"10"	"3"	"3"	"2"	"3"	"1"	"15"	"7"	"12"	"6"	"12"	"5"	"2"	"0"	"8"	"296"	"0"	"296"	"0"
"156"	"112"	"153"	"198"	"26"	"6"	"43"	"1"	"3"	"65"	"3"	"1"	"0"	"0"	"1"	"5"	"0"	"1"	"6"	"3"	"4"	"1"	"4"	"1"	"525"	"0"	"525"	"0"
"157"	"l hV dk
; ksx"	"1778"	"1542"	"302"	"99"	"552"	"29"	"31"	"587"	"54"	"35"	"21"	"19"	"193"	"65"	"45"	"108"	"132"	"67"	"28"	"39"	"21"	"58"	"5805"	"0"	"5805"	"0"
"158"	"d qy  &"	"20900"	"13507"	"2758"	"885"	"5800"	"228"	"176"	"4167"	"504"	"305"	"135"	"143"	"935"	"508"	"293"	"778"	"920"	"409"	"215"	"372"	"236"	"435"	"54609"	"0"	"54609"	"0"
"159"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"160"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"161"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"162"	"i woZ  dk
; ksx&"	"20900"	"13507"	"2758"	"885"	"5800"	"228"	"176"	"4167"	"504"	"305"	"135"	"143"	"935"	"508"	"293"	"778"	"920"	"409"	"215"	"372"	"236"	"435"	"54609"	"0"	"54609"	"0"
"163"	"113"	"100"	"13"	"12"	"2"	"7"	"0"	"0"	"19"	"2"	"2"	"0"	"0"	"1"	"3"	"1"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"168"	"0"	"168"	"0"
"164"	"114"	"65"	"145"	"2"	"3"	"28"	"0"	"1"	"10"	"2"	"2"	"0"	"0"	"0"	"0"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"266"	"0"	"266"	"0"
"165"	"115"	"157"	"31"	"174"	"10"	"14"	"0"	"3"	"81"	"6"	"4"	"1"	"1"	"4"	"14"	"1"	"6"	"18"	"4"	"16"	"16"	"4"	"8"	"573"	"0"	"573"	"0"
"166"	"116"	"241"	"14"	"56"	"9"	"19"	"3"	"5"	"65"	"7"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"6"	"2"	"0"	"0"	"0"	"3"	"435"	"0"	"435"	"0"
"167"	"117"	"291"	"23"	"39"	"8"	"15"	"0"	"0"	"80"	"4"	"1"	"0"	"0"	"0"	"5"	"2"	"0"	"8"	"7"	"5"	"1"	"3"	"5"	"497"	"0"	"497"	"0"
"168"	"118"	"186"	"163"	"25"	"6"	"25"	"4"	"4"	"60"	"7"	"4"	"2"	"3"	"26"	"7"	"6"	"7"	"13"	"6"	"4"	"7"	"2"	"13"	"580"	"0"	"580"	"0"
"169"	"119"	"298"	"126"	"13"	"6"	"17"	"1"	"2"	"30"	"1"	"0"	"2"	"0"	"2"	"3"	"0"	"1"	"8"	"2"	"2"	"4"	"1"	"2"	"521"	"0"	"521"	"0"
"170"	"120"	"228"	"44"	"41"	"4"	"1"	"0"	"1"	"57"	"3"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"387"	"0"	"387"	"0"
"171"	"121"	"245"	"35"	"15"	"4"	"4"	"2"	"1"	"49"	"4"	"1"	"0"	"0"	"1"	"2"	"2"	"8"	"1"	"1"	"1"	"0"	"0"	"3"	"379"	"0"	"379"	"0"
"172"	"122"	"205"	"68"	"13"	"2"	"21"	"0"	"1"	"47"	"5"	"4"	"0"	"3"	"1"	"4"	"0"	"13"	"3"	"0"	"0"	"1"	"0"	"4"	"395"	"0"	"395"	"0"
"173"	"123"	"228"	"106"	"29"	"7"	"13"	"3"	"7"	"71"	"8"	"3"	"8"	"3"	"4"	"15"	"6"	"9"	"24"	"7"	"1"	"6"	"6"	"12"	"576"	"0"	"576"	"0"
"174"	"124"	"90"	"14"	"3"	"0"	"2"	"0"	"0"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"9"	"1"	"1"	"1"	"0"	"1"	"144"	"0"	"144"	"0"
"175"	"125"	"179"	"38"	"42"	"5"	"15"	"0"	"0"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"307"	"0"	"307"	"0"
"176"	"126"	"215"	"18"	"28"	"0"	"6"	"0"	"1"	"53"	"4"	"1"	"0"	"1"	"2"	"8"	"0"	"11"	"21"	"6"	"3"	"4"	"1"	"7"	"390"	"0"	"390"	"0"
"177"	"l hV dk
; ksx"	"2728"	"838"	"492"	"66"	"187"	"13"	"26"	"665"	"55"	"24"	"13"	"12"	"42"	"63"	"25"	"61"	"121"	"37"	"33"	"41"	"17"	"59"	"5618"	"0"	"5618"	"0"
"178"	"d qy  &"	"23628"	"14345"	"3250"	"951"	"5987"	"241"	"202"	"4832"	"559"	"329"	"148"	"155"	"977"	"571"	"318"	"839"	"1041"	"446"	"248"	"413"	"253"	"494"	"60227"	"0"	"60227"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"180"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"182"	"i woZ  dk
; ksx&"	"23628"	"14345"	"3250"	"951"	"5987"	"241"	"202"	"4832"	"559"	"329"	"148"	"155"	"977"	"571"	"318"	"839"	"1041"	"446"	"248"	"413"	"253"	"494"	"60227"	"0"	"60227"	"0"
"183"	"127"	"116"	"93"	"108"	"4"	"15"	"0"	"0"	"27"	"1"	"0"	"1"	"0"	"0"	"8"	"0"	"2"	"4"	"1"	"3"	"0"	"0"	"0"	"383"	"0"	"383"	"0"
"184"	"128"	"68"	"207"	"6"	"1"	"99"	"0"	"0"	"8"	"1"	"1"	"2"	"0"	"1"	"1"	"5"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"406"	"0"	"406"	"0"
"185"	"129"	"46"	"123"	"6"	"2"	"69"	"3"	"0"	"41"	"2"	"4"	"1"	"2"	"19"	"2"	"3"	"3"	"6"	"5"	"3"	"4"	"4"	"1"	"349"	"0"	"349"	"0"
"186"	"130"	"91"	"47"	"111"	"6"	"15"	"0"	"5"	"37"	"1"	"1"	"1"	"0"	"0"	"3"	"1"	"3"	"4"	"1"	"2"	"1"	"1"	"1"	"332"	"0"	"332"	"0"
"187"	"131"	"74"	"191"	"88"	"8"	"34"	"3"	"2"	"31"	"4"	"4"	"3"	"4"	"5"	"23"	"18"	"14"	"7"	"1"	"6"	"2"	"1"	"3"	"526"	"0"	"526"	"0"
"188"	"132"	"42"	"91"	"4"	"2"	"60"	"2"	"2"	"23"	"2"	"1"	"0"	"2"	"14"	"1"	"1"	"1"	"3"	"1"	"0"	"2"	"5"	"2"	"261"	"0"	"261"	"0"
"189"	"133"	"13"	"201"	"11"	"3"	"68"	"5"	"4"	"6"	"2"	"5"	"1"	"2"	"0"	"1"	"0"	"1"	"5"	"3"	"1"	"6"	"4"	"1"	"343"	"0"	"343"	"0"
"190"	"134"	"14"	"97"	"3"	"2"	"15"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"1"	"3"	"0"	"2"	"8"	"4"	"5"	"1"	"1"	"161"	"0"	"161"	"0"
"191"	"135"	"47"	"210"	"14"	"6"	"18"	"4"	"3"	"18"	"3"	"7"	"2"	"2"	"3"	"4"	"5"	"16"	"16"	"6"	"1"	"6"	"8"	"11"	"410"	"0"	"410"	"0"
"192"	"136"	"120"	"122"	"113"	"21"	"17"	"0"	"0"	"40"	"1"	"3"	"2"	"1"	"1"	"6"	"0"	"1"	"7"	"4"	"4"	"2"	"3"	"1"	"469"	"0"	"469"	"0"
"193"	"137"	"129"	"84"	"40"	"2"	"12"	"0"	"1"	"26"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"3"	"2"	"2"	"6"	"1"	"2"	"317"	"0"	"317"	"0"
"194"	"138"	"58"	"104"	"8"	"1"	"3"	"0"	"3"	"15"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"7"	"1"	"7"	"2"	"4"	"222"	"0"	"222"	"0"
"195"	"139"	"74"	"29"	"0"	"2"	"25"	"0"	"1"	"15"	"2"	"4"	"0"	"1"	"1"	"1"	"3"	"5"	"4"	"3"	"0"	"0"	"1"	"0"	"171"	"0"	"171"	"0"
"196"	"140"	"125"	"243"	"19"	"6"	"81"	"5"	"3"	"51"	"31"	"11"	"6"	"3"	"52"	"6"	"13"	"22"	"5"	"2"	"0"	"4"	"1"	"3"	"692"	"0"	"692"	"0"
"197"	"l hV dk
; ksx"	"1017"	"1842"	"531"	"66"	"531"	"22"	"24"	"338"	"53"	"44"	"24"	"17"	"96"	"57"	"53"	"71"	"75"	"45"	"28"	"45"	"32"	"31"	"5042"	"0"	"5042"	"0"
"198"	"d qy  &"	"24645"	"16187"	"3781"	"1017"	"6518"	"263"	"226"	"5170"	"612"	"373"	"172"	"172"	"1073"	"628"	"371"	"910"	"1116"	"491"	"276"	"458"	"285"	"525"	"65269"	"0"	"65269"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"200"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"202"	"i woZ  dk
; ksx&"	"24645"	"16187"	"3781"	"1017"	"6518"	"263"	"226"	"5170"	"612"	"373"	"172"	"172"	"1073"	"628"	"371"	"910"	"1116"	"491"	"276"	"458"	"285"	"525"	"65269"	"0"	"65269"	"0"
"203"	"141"	"113"	"103"	"13"	"3"	"3"	"0"	"6"	"25"	"8"	"2"	"0"	"1"	"147"	"3"	"7"	"12"	"5"	"3"	"1"	"3"	"0"	"2"	"460"	"0"	"460"	"0"
"204"	"142"	"105"	"67"	"6"	"4"	"0"	"0"	"0"	"14"	"0"	"4"	"3"	"3"	"56"	"5"	"5"	"7"	"3"	"3"	"2"	"4"	"0"	"0"	"291"	"0"	"291"	"0"
"205"	"143"	"102"	"156"	"16"	"2"	"70"	"3"	"3"	"47"	"7"	"5"	"4"	"7"	"34"	"5"	"6"	"7"	"13"	"3"	"0"	"2"	"3"	"2"	"497"	"0"	"497"	"0"
"206"	"144"	"76"	"9"	"16"	"3"	"12"	"0"	"1"	"39"	"8"	"1"	"1"	"0"	"16"	"4"	"3"	"6"	"15"	"4"	"3"	"6"	"1"	"5"	"229"	"0"	"229"	"0"
"207"	"145"	"87"	"50"	"2"	"0"	"10"	"0"	"0"	"49"	"2"	"3"	"1"	"1"	"48"	"1"	"3"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"263"	"0"	"263"	"0"
"208"	"146"	"125"	"169"	"25"	"5"	"46"	"2"	"4"	"67"	"8"	"7"	"4"	"4"	"12"	"9"	"15"	"19"	"12"	"10"	"1"	"1"	"1"	"9"	"555"	"0"	"555"	"0"
"209"	"147"	"118"	"107"	"4"	"1"	"44"	"7"	"4"	"38"	"6"	"6"	"5"	"1"	"5"	"7"	"11"	"15"	"4"	"2"	"1"	"0"	"1"	"8"	"395"	"0"	"395"	"0"
"210"	"148"	"66"	"119"	"7"	"2"	"21"	"2"	"3"	"22"	"5"	"2"	"5"	"6"	"39"	"5"	"6"	"9"	"3"	"4"	"0"	"0"	"0"	"1"	"327"	"0"	"327"	"0"
"211"	"149"	"60"	"250"	"13"	"4"	"114"	"6"	"1"	"19"	"3"	"5"	"2"	"1"	"2"	"3"	"11"	"19"	"20"	"13"	"5"	"6"	"5"	"5"	"567"	"0"	"567"	"0"
"212"	"150"	"121"	"191"	"12"	"1"	"114"	"2"	"1"	"50"	"4"	"1"	"0"	"1"	"5"	"8"	"1"	"2"	"3"	"0"	"0"	"3"	"1"	"0"	"521"	"0"	"521"	"0"
