"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"151"	"161"	"140"	"10"	"42"	"153"	"2"	"2"	"7"	"2"	"1"	"4"	"0"	"30"	"2"	"9"	"217"	"32"	"1"	"514"	"NIL"
"152"	"161"	"141"	"13"	"13"	"201"	"1"	"5"	"0"	"1"	"3"	"3"	"2"	"55"	"0"	"8"	"178"	"14"	"7"	"504"	"NIL"
"153"	"161"	"142"	"4"	"769"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1"	"0"	"788"	"NIL"
"154"	"161"	"143"	"4"	"120"	"55"	"2"	"19"	"1"	"2"	"1"	"0"	"0"	"31"	"2"	"7"	"53"	"9"	"4"	"310"	"NIL"
"155"	"161"	"144"	"23"	"71"	"105"	"132"	"7"	"1"	"4"	"3"	"2"	"2"	"39"	"6"	"8"	"198"	"38"	"17"	"656"	"NIL"
"156"	"161"	"145"	"8"	"11"	"51"	"0"	"5"	"4"	"0"	"2"	"0"	"1"	"5"	"1"	"3"	"352"	"25"	"6"	"474"	"NIL"
"157"	"161"	"146"	"4"	"11"	"98"	"0"	"17"	"1"	"1"	"0"	"1"	"0"	"28"	"6"	"12"	"230"	"22"	"32"	"463"	"NIL"
"158"	"161"	"147"	"9"	"61"	"34"	"1"	"2"	"2"	"3"	"1"	"2"	"1"	"26"	"1"	"9"	"294"	"37"	"11"	"494"	"NIL"
"159"	"161"	"148"	"20"	"43"	"43"	"3"	"1"	"1"	"0"	"0"	"1"	"4"	"11"	"6"	"3"	"258"	"34"	"11"	"439"	"NIL"
"160"	"161"	"149"	"35"	"24"	"10"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"4"	"0"	"3"	"177"	"37"	"150"	"446"	"NIL"
"161"	"161"	"150"	"11"	"36"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"3"	"93"	"21"	"115"	"285"	"NIL"
"162"	"161"	"151"	"8"	"11"	"102"	"4"	"3"	"0"	"1"	"3"	"3"	"2"	"38"	"5"	"3"	"166"	"35"	"24"	"408"	"NIL"
"163"	"161"	"152"	"4"	"40"	"233"	"5"	"4"	"0"	"1"	"1"	"0"	"1"	"8"	"2"	"1"	"134"	"10"	"3"	"447"	"NIL"
"164"	"161"	"153"	"3"	"76"	"123"	"4"	"18"	"0"	"1"	"0"	"2"	"2"	"9"	"0"	"5"	"114"	"21"	"14"	"392"	"NIL"
"165"	"161"	"154"	"2"	"32"	"134"	"0"	"10"	"2"	"0"	"3"	"0"	"2"	"19"	"2"	"8"	"103"	"14"	"6"	"337"	"NIL"
"166"	"161"	"155"	"13"	"201"	"31"	"2"	"69"	"3"	"0"	"0"	"0"	"0"	"9"	"2"	"15"	"335"	"22"	"5"	"707"	"NIL"
"167"	"161"	"156"	"3"	"23"	"5"	"1"	"4"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"1"	"140"	"10"	"13"	"206"	"NIL"
"168"	"161"	"157"	"10"	"39"	"133"	"3"	"19"	"2"	"0"	"0"	"0"	"1"	"16"	"3"	"18"	"33"	"2"	"2"	"281"	"NIL"
"169"	"161"	"158"	"7"	"300"	"92"	"3"	"17"	"1"	"1"	"1"	"0"	"2"	"15"	"4"	"6"	"52"	"18"	"8"	"527"	"NIL"
"170"	"161"	"159"	"6"	"5"	"23"	"3"	"9"	"1"	"0"	"0"	"0"	"0"	"5"	"1"	"3"	"128"	"9"	"3"	"196"	"NIL"
"171"	"161"	"160"	"8"	"7"	"23"	"1"	"15"	"2"	"0"	"0"	"0"	"1"	"4"	"0"	"4"	"132"	"15"	"21"	"233"	"NIL"
"172"	"161"	"161"	"6"	"25"	"26"	"3"	"13"	"1"	"2"	"0"	"2"	"1"	"8"	"3"	"1"	"98"	"10"	"5"	"204"	"NIL"
"173"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"174"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHW AR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"175"	"161"	"162"	"2"	"6"	"42"	"1"	"35"	"1"	"0"	"1"	"0"	"1"	"8"	"2"	"2"	"232"	"20"	"3"	"356"	"NIL"
"176"	"161"	"163"	"4"	"11"	"73"	"5"	"92"	"4"	"2"	"0"	"1"	"2"	"17"	"7"	"3"	"324"	"31"	"12"	"588"	"NIL"
"177"	"161"	"164"	"18"	"49"	"44"	"3"	"118"	"3"	"3"	"1"	"1"	"1"	"10"	"3"	"8"	"262"	"34"	"38"	"596"	"NIL"
"178"	"161"	"165"	"28"	"70"	"70"	"4"	"105"	"5"	"2"	"0"	"2"	"2"	"19"	"1"	"7"	"152"	"28"	"3"	"498"	"NIL"
"179"	"161"	"166"	"9"	"128"	"71"	"3"	"142"	"3"	"4"	"3"	"4"	"0"	"23"	"3"	"9"	"247"	"41"	"7"	"697"	"NIL"
"180"	"161"	"167"	"35"	"150"	"36"	"3"	"16"	"3"	"0"	"4"	"0"	"0"	"7"	"3"	"6"	"160"	"14"	"12"	"449"	"NIL"
"181"	"161"	"168"	"18"	"271"	"35"	"5"	"5"	"2"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"95"	"5"	"56"	"498"	"NIL"
"182"	"161"	"169"	"11"	"109"	"52"	"49"	"4"	"1"	"0"	"1"	"0"	"0"	"32"	"1"	"3"	"125"	"15"	"11"	"414"	"NIL"
"183"	"161"	"170"	"32"	"102"	"111"	"6"	"11"	"3"	"1"	"3"	"3"	"0"	"22"	"8"	"11"	"275"	"28"	"74"	"690"	"NIL"
"184"	"161"	"171"	"96"	"169"	"168"	"1"	"2"	"2"	"1"	"2"	"4"	"1"	"16"	"1"	"5"	"74"	"14"	"120"	"676"	"NIL"
"185"	"161"	"172"	"28"	"154"	"120"	"2"	"4"	"3"	"0"	"0"	"1"	"1"	"26"	"5"	"7"	"69"	"14"	"22"	"456"	"NIL"
"186"	"161"	"173"	"4"	"4"	"7"	"0"	"18"	"2"	"1"	"0"	"0"	"1"	"17"	"4"	"0"	"206"	"12"	"4"	"280"	"NIL"
"187"	"161"	"174"	"27"	"29"	"269"	"3"	"2"	"1"	"0"	"0"	"1"	"2"	"43"	"0"	"9"	"187"	"11"	"20"	"604"	"NIL"
"188"	"161"	"175"	"20"	"19"	"201"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"15"	"1"	"3"	"248"	"20"	"11"	"542"	"NIL"
"189"	"161"	"176"	"12"	"85"	"201"	"2"	"2"	"1"	"0"	"4"	"2"	"5"	"34"	"3"	"7"	"136"	"16"	"6"	"516"	"NIL"
"190"	"161"	"177"	"28"	"73"	"29"	"0"	"4"	"2"	"2"	"1"	"0"	"0"	"11"	"2"	"2"	"192"	"24"	"74"	"444"	"NIL"
"191"	"161"	"178"	"22"	"8"	"6"	"0"	"20"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"8"	"179"	"10"	"76"	"332"	"NIL"
"192"	"161"	"179"	"70"	"79"	"17"	"3"	"4"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"6"	"191"	"23"	"280"	"680"	"NIL"
"193"	"161"	"180"	"3"	"55"	"26"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"6"	"1"	"8"	"158"	"7"	"1"	"270"	"NIL"
"194"	"161"	"181"	"15"	"220"	"14"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"3"	"47"	"4"	"26"	"335"	"NIL"
"195"	"161"	"182"	"34"	"120"	"43"	"36"	"5"	"4"	"6"	"3"	"3"	"2"	"13"	"4"	"7"	"334"	"43"	"9"	"666"	"NIL"
"196"	"161"	"183"	"37"	"50"	"9"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"6"	"204"	"18"	"118"	"447"	"NIL"
"197"	"161"	"184"	"12"	"112"	"10"	"5"	"7"	"1"	"2"	"1"	"1"	"0"	"2"	"1"	"6"	"70"	"24"	"170"	"424"	"NIL"
"198"	"161"	"185"	"10"	"82"	"5"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"6"	"66"	"17"	"200"	"391"	"NIL"
"199"	"161"	"186"	"3"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"809"	"7"	"34"	"863"	"NIL"
"200"	"161"	"187"	"20"	"120"	"30"	"1"	"12"	"1"	"2"	"1"	"1"	"2"	"23"	"3"	"9"	"100"	"56"	"181"	"562"	"NIL"
"201"	"161"	"188"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"5"	"2"	"244"	"NIL"
"202"	"161"	"189"	"5"	"3"	"52"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"9"	"1"	"5"	"105"	"6"	"2"	"195"	"NIL"
"203"	"161"	"190"	"64"	"131"	"27"	"0"	"1"	"4"	"0"	"1"	"1"	"0"	"8"	"1"	"0"	"208"	"33"	"296"	"775"	"NIL"
"204"	"161"	"191"	"43"	"113"	"41"	"2"	"71"	"2"	"0"	"1"	"1"	"0"	"14"	"1"	"2"	"116"	"15"	"5"	"427"	"NIL"
"205"	"161"	"192"	"75"	"33"	"10"	"0"	"23"	"3"	"2"	"2"	"2"	"0"	"5"	"6"	"21"	"437"	"36"	"73"	"728"	"NIL"
"206"	"161"	"193"	"13"	"162"	"24"	"1"	"22"	"1"	"0"	"1"	"2"	"1"	"9"	"0"	"3"	"124"	"21"	"6"	"390"	"NIL"
"207"	"161"	"194"	"19"	"71"	"165"	"10"	"52"	"5"	"1"	"1"	"2"	"1"	"27"	"0"	"11"	"276"	"29"	"8"	"678"	"NIL"
"208"	"161"	"195"	"46"	"38"	"41"	"2"	"3"	"1"	"0"	"1"	"1"	"0"	"6"	"0"	"2"	"185"	"15"	"44"	"385"	"NIL"
"209"	"161"	"196"	"20"	"120"	"195"	"2"	"28"	"2"	"0"	"3"	"2"	"1"	"52"	"2"	"2"	"88"	"9"	"4"	"530"	"NIL"
"210"	"161"	"197"	"31"	"56"	"209"	"18"	"8"	"1"	"1"	"0"	"5"	"3"	"50"	"4"	"8"	"99"	"15"	"6"	"514"	"NIL"
"211"	"161"	"198"	"52"	"201"	"51"	"1"	"13"	"1"	"1"	"0"	"4"	"3"	"19"	"2"	"10"	"171"	"31"	"251"	"811"	"NIL"
"212"	"161"	"199"	"19"	"90"	"391"	"7"	"4"	"1"	"4"	"2"	"3"	"5"	"80"	"13"	"21"	"49"	"14"	"27"	"730"	"NIL"
"213"	"161"	"200"	"27"	"244"	"35"	"2"	"45"	"2"	"0"	"1"	"4"	"3"	"27"	"7"	"12"	"177"	"33"	"86"	"705"	"NIL"
"214"	"161"	"201"	"3"	"14"	"153"	"4"	"4"	"1"	"0"	"0"	"1"	"0"	"50"	"4"	"14"	"75"	"3"	"6"	"332"	"NIL"
"215"	"161"	"202"	"22"	"375"	"35"	"2"	"103"	"1"	"0"	"1"	"1"	"3"	"8"	"3"	"1"	"7"	"9"	"6"	"577"	"NIL"
"216"	"161"	"203"	"14"	"19"	"11"	"2"	"250"	"5"	"1"	"0"	"0"	"0"	"4"	"5"	"3"	"117"	"6"	"13"	"450"	"NIL"
"217"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"218"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHW AR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"219"	"161"	"204"	"2"	"41"	"149"	"5"	"3"	"1"	"0"	"0"	"3"	"1"	"34"	"4"	"8"	"230"	"13"	"10"	"504"	"NIL"
"220"	"161"	"205"	"7"	"2"	"55"	"1"	"6"	"2"	"0"	"1"	"0"	"0"	"29"	"3"	"5"	"92"	"8"	"4"	"215"	"NIL"
"221"	"161"	"206"	"6"	"79"	"20"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"1"	"2"	"130"	"5"	"3"	"253"	"NIL"
"222"	"161"	"207"	"9"	"6"	"50"	"4"	"3"	"4"	"1"	"2"	"0"	"1"	"16"	"1"	"8"	"274"	"38"	"5"	"422"	"NIL"
"223"	"161"	"208"	"21"	"144"	"78"	"49"	"20"	"1"	"3"	"1"	"1"	"2"	"40"	"7"	"10"	"130"	"31"	"20"	"558"	"NIL"
"224"	"161"	"209"	"19"	"109"	"71"	"2"	"5"	"5"	"1"	"2"	"1"	"0"	"7"	"0"	"2"	"239"	"22"	"3"	"488"	"NIL"
"225"	"161"	"210"	"1"	"5"	"8"	"0"	"32"	"1"	"0"	"0"	"0"	"1"	"6"	"1"	"1"	"149"	"15"	"6"	"226"	"NIL"
"226"	"161"	"211"	"10"	"7"	"153"	"4"	"132"	"4"	"0"	"1"	"2"	"1"	"27"	"3"	"1"	"49"	"6"	"2"	"402"	"NIL"
"227"	"161"	"212"	"5"	"2"	"186"	"2"	"3"	"3"	"0"	"1"	"0"	"0"	"26"	"1"	"2"	"110"	"7"	"4"	"352"	"NIL"
"228"	"161"	"213"	"13"	"17"	"93"	"5"	"147"	"3"	"2"	"0"	"0"	"0"	"26"	"1"	"6"	"126"	"23"	"7"	"469"	"NIL"
"229"	"161"	"214"	"4"	"80"	"28"	"0"	"37"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"3"	"68"	"6"	"4"	"236"	"NIL"
"230"	"161"	"215"	"5"	"11"	"39"	"1"	"75"	"2"	"1"	"0"	"0"	"0"	"12"	"0"	"3"	"54"	"7"	"2"	"212"	"NIL"
"231"	"161"	"216"	"7"	"69"	"74"	"101"	"11"	"1"	"0"	"0"	"1"	"0"	"11"	"5"	"7"	"158"	"7"	"9"	"461"	"NIL"
"232"	"161"	"217"	"15"	"85"	"151"	"4"	"2"	"0"	"0"	"3"	"1"	"1"	"61"	"4"	"13"	"267"	"25"	"14"	"646"	"NIL"
"233"	"161"	"218"	"18"	"38"	"247"	"4"	"3"	"2"	"2"	"1"	"0"	"2"	"22"	"2"	"5"	"228"	"16"	"3"	"593"	"NIL"
"234"	"161"	"219"	"16"	"159"	"67"	"45"	"40"	"2"	"0"	"1"	"6"	"3"	"24"	"7"	"7"	"146"	"20"	"31"	"574"	"NIL"
"235"	"161"	"220"	"5"	"171"	"93"	"0"	"1"	"0"	"2"	"0"	"3"	"1"	"30"	"1"	"3"	"48"	"20"	"4"	"382"	"NIL"
"236"	"161"	"221"	"2"	"68"	"72"	"6"	"32"	"1"	"0"	"1"	"0"	"1"	"17"	"2"	"31"	"114"	"14"	"26"	"387"	"NIL"
"237"	"161"	"222"	"6"	"50"	"42"	"0"	"3"	"3"	"0"	"1"	"0"	"2"	"10"	"1"	"9"	"305"	"25"	"26"	"483"	"NIL"
"238"	"161"	"223"	"17"	"76"	"41"	"14"	"7"	"3"	"1"	"0"	"1"	"1"	"21"	"5"	"8"	"260"	"26"	"20"	"501"	"NIL"
"239"	"161"	"224"	"7"	"144"	"14"	"0"	"15"	"3"	"0"	"1"	"1"	"0"	"2"	"2"	"2"	"50"	"11"	"16"	"268"	"NIL"
"240"	"161"	"225"	"2"	"11"	"38"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"9"	"2"	"8"	"269"	"14"	"4"	"362"	"NIL"
"241"	"161"	"226"	"7"	"4"	"61"	"2"	"7"	"4"	"0"	"1"	"0"	"0"	"27"	"0"	"33"	"411"	"16"	"5"	"578"	"NIL"
"242"	"161"	"227"	"1"	"6"	"20"	"0"	"25"	"2"	"1"	"2"	"1"	"0"	"12"	"3"	"9"	"197"	"23"	"13"	"315"	"NIL"
"243"	"161"	"228"	"11"	"98"	"41"	"1"	"36"	"0"	"0"	"0"	"0"	"0"	"8"	"2"	"2"	"76"	"12"	"7"	"294"	"NIL"
"244"	"161"	"229"	"38"	"71"	"12"	"1"	"4"	"0"	"0"	"2"	"1"	"1"	"15"	"3"	"1"	"71"	"8"	"167"	"395"	"NIL"
"245"	"Total No. of votes recorded at Polling
Stations."	""	"5133"	"22735"	"11897"	"1685"	"3008"	"421"	"240"	"213"	"277"	"263"	"2941"	"528"	"1889"	"44491"	"4912"	"7409"	"108042"	"NIL"
"246"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"27- Banka P.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"-Cum- D. M. Banka"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
