"Total.No..of.Electors.in.Assembly.Constituency.Segment..196842"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"188"	"90"	"266"	"291"	"67"	"3"	"0"	"1"	"4"	"1"	"4"	"2"	"4"	"7"	"650"	"0"	"650"	"0"
"189"	"91"	"52"	"257"	"71"	"4"	"0"	"2"	"6"	"1"	"1"	"3"	"3"	"7"	"407"	"0"	"407"	"0"
"190"	"92"	"102"	"273"	"46"	"5"	"1"	"2"	"6"	"5"	"2"	"7"	"11"	"17"	"477"	"0"	"477"	"0"
"191"	"93"	"140"	"167"	"13"	"0"	"2"	"3"	"7"	"4"	"6"	"6"	"8"	"19"	"375"	"0"	"375"	"0"
"192"	"94"	"83"	"32"	"33"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"151"	"0"	"151"	"0"
"193"	"95"	"34"	"324"	"37"	"4"	"0"	"2"	"10"	"3"	"2"	"0"	"7"	"4"	"427"	"0"	"427"	"0"
"194"	"96"	"96"	"584"	"12"	"1"	"2"	"3"	"7"	"1"	"1"	"2"	"2"	"1"	"712"	"0"	"712"	"0"
"195"	"97"	"15"	"443"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"465"	"0"	"465"	"0"
"196"	"98"	"43"	"261"	"24"	"1"	"4"	"1"	"2"	"2"	"4"	"2"	"9"	"7"	"360"	"0"	"360"	"0"
"197"	"Total"	"1327"	"3592"	"553"	"33"	"18"	"27"	"70"	"34"	"30"	"34"	"66"	"95"	"5879"	"0"	"5879"	"0"
"198"	"B.F."	"12570"	"17178"	"3646"	"290"	"154"	"136"	"479"	"206"	"240"	"207"	"462"	"810"	"36378"	"0"	"36378"	"0"
"199"	"G. Total"	"13897"	"20770"	"4199"	"323"	"172"	"163"	"549"	"240"	"270"	"241"	"528"	"905"	"42257"	"0"	"42257"	"0"
"200"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"201"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"203"	"99"	"323"	"59"	"9"	"2"	"0"	"0"	"3"	"1"	"2"	"2"	"3"	"6"	"410"	"0"	"410"	"0"
"204"	"100"	"41"	"315"	"14"	"2"	"6"	"1"	"14"	"7"	"0"	"2"	"8"	"6"	"416"	"0"	"416"	"0"
"205"	"101"	"147"	"213"	"50"	"6"	"4"	"4"	"7"	"5"	"5"	"4"	"3"	"0"	"448"	"0"	"448"	"0"
"206"	"102"	"311"	"339"	"25"	"5"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"1"	"687"	"0"	"687"	"0"
"207"	"103"	"30"	"665"	"26"	"0"	"0"	"2"	"2"	"3"	"1"	"0"	"1"	"1"	"731"	"0"	"731"	"0"
"208"	"104"	"41"	"266"	"6"	"5"	"0"	"0"	"4"	"1"	"0"	"4"	"7"	"7"	"341"	"0"	"341"	"0"
"209"	"105"	"95"	"239"	"15"	"3"	"3"	"3"	"12"	"3"	"1"	"2"	"5"	"8"	"389"	"0"	"389"	"0"
"210"	"106"	"127"	"119"	"5"	"0"	"0"	"1"	"5"	"1"	"1"	"2"	"7"	"5"	"273"	"0"	"273"	"0"
"211"	"107"	"75"	"220"	"38"	"4"	"1"	"0"	"4"	"0"	"2"	"0"	"5"	"1"	"350"	"0"	"350"	"0"
"212"	"108"	"174"	"234"	"133"	"5"	"2"	"5"	"11"	"2"	"2"	"0"	"3"	"5"	"576"	"0"	"576"	"0"
"213"	"109"	"93"	"167"	"7"	"2"	"1"	"1"	"3"	"1"	"1"	"2"	"4"	"9"	"291"	"0"	"291"	"0"
"214"	"110"	"40"	"238"	"51"	"4"	"1"	"0"	"4"	"2"	"1"	"1"	"4"	"1"	"347"	"0"	"347"	"0"
"215"	"111"	"110"	"94"	"35"	"0"	"2"	"0"	"1"	"1"	"3"	"1"	"4"	"6"	"257"	"0"	"257"	"0"
"216"	"112"	"21"	"428"	"10"	"3"	"0"	"1"	"3"	"0"	"0"	"1"	"2"	"1"	"470"	"0"	"470"	"0"
"217"	"Total"	"1628"	"3596"	"424"	"41"	"20"	"19"	"73"	"29"	"20"	"21"	"58"	"57"	"5986"	"0"	"5986"	"0"
"218"	"B.F."	"13897"	"20770"	"4199"	"323"	"172"	"163"	"549"	"240"	"270"	"241"	"528"	"905"	"42257"	"0"	"42257"	"0"
"219"	"G. Total"	"15525"	"24366"	"4623"	"364"	"192"	"182"	"622"	"269"	"290"	"262"	"586"	"962"	"48243"	"0"	"48243"	"0"
"220"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"221"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"223"	"113"	"21"	"64"	"83"	"6"	"1"	"1"	"4"	"1"	"1"	"0"	"2"	"2"	"186"	"0"	"186"	"0"
"224"	"114"	"196"	"168"	"40"	"3"	"1"	"2"	"1"	"1"	"1"	"1"	"5"	"6"	"425"	"0"	"425"	"0"
"225"	"115"	"74"	"335"	"42"	"3"	"4"	"0"	"9"	"1"	"1"	"3"	"8"	"10"	"490"	"0"	"490"	"0"
"226"	"116"	"221"	"236"	"34"	"3"	"3"	"4"	"18"	"4"	"2"	"3"	"2"	"9"	"539"	"0"	"539"	"0"
"227"	"117"	"54"	"352"	"145"	"2"	"1"	"1"	"5"	"2"	"3"	"3"	"2"	"4"	"574"	"0"	"574"	"0"
"228"	"118"	"182"	"220"	"26"	"5"	"3"	"4"	"13"	"4"	"3"	"7"	"8"	"30"	"505"	"0"	"505"	"0"
"229"	"119"	"155"	"57"	"31"	"3"	"1"	"0"	"1"	"1"	"0"	"2"	"4"	"4"	"259"	"0"	"259"	"0"
"230"	"120"	"175"	"162"	"98"	"4"	"4"	"1"	"2"	"2"	"0"	"9"	"7"	"17"	"481"	"0"	"481"	"0"
"231"	"121"	"41"	"376"	"10"	"3"	"1"	"0"	"10"	"2"	"1"	"2"	"18"	"12"	"476"	"0"	"476"	"0"
"232"	"122"	"178"	"53"	"18"	"3"	"0"	"0"	"4"	"1"	"1"	"0"	"2"	"0"	"260"	"0"	"260"	"0"
"233"	"123"	"326"	"290"	"27"	"2"	"1"	"4"	"20"	"4"	"1"	"2"	"8"	"1"	"686"	"0"	"686"	"0"
"234"	"124"	"173"	"271"	"12"	"1"	"0"	"0"	"4"	"3"	"1"	"2"	"4"	"12"	"483"	"0"	"483"	"0"
"235"	"125"	"120"	"189"	"13"	"1"	"1"	"4"	"4"	"1"	"5"	"3"	"4"	"17"	"362"	"0"	"362"	"0"
"236"	"126"	"52"	"179"	"34"	"0"	"0"	"2"	"2"	"1"	"5"	"3"	"4"	"10"	"292"	"0"	"292"	"0"
"237"	"Total"	"1968"	"2952"	"613"	"39"	"21"	"23"	"97"	"28"	"25"	"40"	"78"	"134"	"6018"	"0"	"6018"	"0"
"238"	"B.F."	"15525"	"24366"	"4623"	"364"	"192"	"182"	"622"	"269"	"290"	"262"	"586"	"962"	"48243"	"0"	"48243"	"0"
"239"	"G. Total"	"17493"	"27318"	"5236"	"403"	"213"	"205"	"719"	"297"	"315"	"302"	"664"	"1096"	"54261"	"0"	"54261"	"0"
"240"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"241"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"242"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"243"	"127"	"93"	"139"	"87"	"7"	"3"	"0"	"7"	"2"	"3"	"2"	"5"	"6"	"354"	"0"	"354"	"0"
"244"	"128"	"100"	"133"	"21"	"4"	"1"	"0"	"2"	"0"	"3"	"2"	"1"	"3"	"270"	"0"	"270"	"0"
"245"	"129"	"70"	"573"	"5"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"3"	"4"	"659"	"0"	"659"	"0"
"246"	"130"	"7"	"727"	"9"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"4"	"1"	"751"	"0"	"751"	"0"
"247"	"131"	"314"	"42"	"31"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"398"	"0"	"398"	"0"
"248"	"132"	"435"	"83"	"5"	"1"	"0"	"1"	"2"	"1"	"2"	"1"	"3"	"3"	"537"	"0"	"537"	"0"
"249"	"133"	"210"	"138"	"212"	"9"	"4"	"1"	"10"	"2"	"2"	"2"	"6"	"7"	"603"	"0"	"603"	"0"
"250"	"134"	"35"	"423"	"12"	"1"	"0"	"0"	"2"	"1"	"0"	"3"	"5"	"7"	"489"	"0"	"489"	"0"
"251"	"135"	"158"	"445"	"99"	"1"	"1"	"1"	"4"	"0"	"4"	"2"	"3"	"4"	"722"	"0"	"722"	"0"
"252"	"136"	"221"	"138"	"13"	"2"	"1"	"2"	"5"	"5"	"3"	"4"	"7"	"10"	"411"	"0"	"411"	"0"
"253"	"137"	"449"	"185"	"44"	"3"	"0"	"3"	"15"	"9"	"4"	"7"	"15"	"17"	"751"	"0"	"751"	"0"
"254"	"138"	"238"	"98"	"26"	"2"	"0"	"0"	"7"	"2"	"5"	"1"	"6"	"15"	"400"	"0"	"400"	"0"
"255"	"139"	"202"	"68"	"5"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"4"	"284"	"0"	"284"	"0"
"256"	"140"	"168"	"92"	"13"	"1"	"0"	"0"	"4"	"3"	"2"	"2"	"10"	"14"	"309"	"0"	"309"	"0"
"257"	"Total"	"2700"	"3284"	"582"	"36"	"11"	"10"	"63"	"26"	"29"	"28"	"70"	"99"	"6938"	"0"	"6938"	"0"
"258"	"B.F."	"17493"	"27318"	"5236"	"403"	"213"	"205"	"719"	"297"	"315"	"302"	"664"	"1096"	"54261"	"0"	"54261"	"0"
"259"	"G. Total"	"20193"	"30602"	"5818"	"439"	"224"	"215"	"782"	"323"	"344"	"330"	"734"	"1195"	"61199"	"0"	"61199"	"0"
"260"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"261"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"263"	"141"	"88"	"167"	"96"	"11"	"2"	"1"	"11"	"3"	"3"	"4"	"11"	"11"	"408"	"0"	"408"	"0"
"264"	"142"	"43"	"320"	"47"	"2"	"0"	"1"	"0"	"3"	"2"	"0"	"3"	"0"	"421"	"0"	"421"	"0"
"265"	"143"	"76"	"338"	"14"	"2"	"0"	"1"	"3"	"3"	"2"	"4"	"9"	"12"	"464"	"0"	"464"	"0"
"266"	"144"	"191"	"204"	"8"	"3"	"1"	"0"	"8"	"1"	"3"	"1"	"1"	"1"	"422"	"0"	"422"	"0"
"267"	"145"	"145"	"267"	"59"	"2"	"3"	"3"	"7"	"2"	"4"	"2"	"12"	"33"	"539"	"0"	"539"	"0"
"268"	"146"	"360"	"173"	"8"	"0"	"3"	"4"	"3"	"6"	"3"	"4"	"10"	"22"	"596"	"0"	"596"	"0"
"269"	"147"	"181"	"190"	"49"	"4"	"1"	"3"	"4"	"0"	"2"	"3"	"7"	"6"	"450"	"0"	"450"	"0"
"270"	"148"	"150"	"73"	"24"	"4"	"1"	"2"	"0"	"5"	"0"	"1"	"2"	"6"	"268"	"0"	"268"	"0"
"271"	"149"	"146"	"48"	"5"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"2"	"3"	"208"	"0"	"208"	"0"
"272"	"150"	"217"	"88"	"28"	"3"	"1"	"1"	"1"	"3"	"1"	"1"	"3"	"2"	"349"	"0"	"349"	"0"
"273"	"151"	"231"	"29"	"46"	"2"	"0"	"4"	"3"	"2"	"3"	"0"	"4"	"31"	"355"	"0"	"355"	"0"
"274"	"152"	"489"	"15"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"507"	"0"	"507"	"0"
"275"	"153"	"507"	"88"	"39"	"3"	"2"	"0"	"3"	"1"	"3"	"5"	"5"	"12"	"668"	"0"	"668"	"0"
"276"	"154"	"169"	"67"	"115"	"3"	"3"	"2"	"6"	"2"	"3"	"2"	"3"	"18"	"393"	"0"	"393"	"0"
"277"	"Total"	"2993"	"2067"	"538"	"39"	"18"	"22"	"51"	"33"	"31"	"27"	"72"	"157"	"6048"	"0"	"6048"	"0"
"278"	"B.F."	"20193"	"30602"	"5818"	"439"	"224"	"215"	"782"	"323"	"344"	"330"	"734"	"1195"	"61199"	"0"	"61199"	"0"
"279"	"G. Total"	"23186"	"32669"	"6356"	"478"	"242"	"237"	"833"	"356"	"375"	"357"	"806"	"1352"	"67247"	"0"	"67247"	"0"
"280"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"281"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"282"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"283"	"155"	"62"	"361"	"10"	"6"	"4"	"4"	"6"	"2"	"4"	"2"	"13"	"22"	"496"	"0"	"496"	"0"
"284"	"156"	"235"	"97"	"64"	"5"	"0"	"3"	"10"	"2"	"2"	"6"	"11"	"16"	"451"	"0"	"451"	"0"
"285"	"157"	"33"	"360"	"13"	"4"	"0"	"1"	"2"	"0"	"1"	"0"	"3"	"5"	"422"	"0"	"422"	"0"
"286"	"158"	"160"	"117"	"35"	"1"	"2"	"0"	"6"	"1"	"1"	"2"	"4"	"5"	"334"	"0"	"334"	"0"
"287"	"159"	"192"	"167"	"2"	"1"	"1"	"1"	"4"	"0"	"3"	"0"	"3"	"2"	"376"	"0"	"376"	"0"
"288"	"160"	"547"	"56"	"5"	"2"	"1"	"2"	"0"	"1"	"4"	"0"	"1"	"5"	"624"	"0"	"624"	"0"
"289"	"161"	"3"	"641"	"5"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"653"	"0"	"653"	"0"
"290"	"162"	"159"	"113"	"87"	"2"	"0"	"0"	"3"	"1"	"3"	"0"	"2"	"6"	"376"	"0"	"376"	"0"
"291"	"163"	"252"	"215"	"93"	"8"	"7"	"2"	"15"	"5"	"1"	"2"	"8"	"11"	"619"	"0"	"619"	"0"
"292"	"164"	"121"	"177"	"29"	"3"	"2"	"0"	"5"	"5"	"4"	"4"	"4"	"13"	"367"	"0"	"367"	"0"
"293"	"165"	"187"	"163"	"32"	"6"	"2"	"3"	"2"	"3"	"6"	"1"	"10"	"14"	"429"	"0"	"429"	"0"
"294"	"166"	"263"	"158"	"22"	"0"	"1"	"3"	"2"	"3"	"0"	"2"	"4"	"7"	"465"	"0"	"465"	"0"
"295"	"167"	"149"	"326"	"60"	"5"	"2"	"0"	"4"	"3"	"1"	"0"	"4"	"13"	"567"	"0"	"567"	"0"
"296"	"168"	"144"	"155"	"27"	"4"	"1"	"1"	"4"	"1"	"0"	"3"	"2"	"9"	"351"	"0"	"351"	"0"
"297"	"Total"	"2507"	"3106"	"484"	"47"	"23"	"20"	"65"	"28"	"30"	"22"	"69"	"129"	"6530"	"0"	"6530"	"0"
"298"	"B.F."	"23186"	"32669"	"6356"	"478"	"242"	"237"	"833"	"356"	"375"	"357"	"806"	"1352"	"67247"	"0"	"67247"	"0"
"299"	"G. Total"	"25693"	"35775"	"6840"	"525"	"265"	"257"	"898"	"384"	"405"	"379"	"875"	"1481"	"73777"	"0"	"73777"	"0"
"300"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"301"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"302"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"303"	"169"	"52"	"288"	"4"	"2"	"0"	"0"	"4"	"0"	"0"	"1"	"2"	"2"	"355"	"0"	"355"	"0"
"304"	"170"	"182"	"273"	"68"	"8"	"1"	"0"	"14"	"3"	"7"	"5"	"2"	"12"	"575"	"0"	"575"	"0"
"305"	"171"	"232"	"190"	"37"	"4"	"2"	"0"	"3"	"3"	"2"	"1"	"8"	"16"	"498"	"0"	"498"	"0"
"306"	"172"	"56"	"214"	"25"	"2"	"3"	"4"	"5"	"0"	"1"	"3"	"3"	"12"	"328"	"0"	"328"	"0"
"307"	"173"	"106"	"191"	"6"	"3"	"0"	"2"	"6"	"3"	"2"	"5"	"2"	"12"	"338"	"0"	"338"	"0"
"308"	"174"	"245"	"86"	"35"	"2"	"1"	"4"	"4"	"3"	"5"	"3"	"9"	"10"	"407"	"0"	"407"	"0"
"309"	"175"	"110"	"375"	"6"	"2"	"1"	"1"	"5"	"2"	"2"	"1"	"2"	"0"	"507"	"0"	"507"	"0"
"310"	"176"	"125"	"413"	"10"	"2"	"2"	"4"	"6"	"0"	"4"	"0"	"0"	"1"	"567"	"0"	"567"	"0"
"311"	"177"	"120"	"244"	"53"	"1"	"0"	"0"	"6"	"4"	"2"	"2"	"2"	"15"	"449"	"0"	"449"	"0"
"312"	"178"	"53"	"394"	"18"	"1"	"0"	"0"	"11"	"1"	"1"	"1"	"2"	"4"	"486"	"0"	"486"	"0"
"313"	"179"	"96"	"442"	"24"	"1"	"5"	"0"	"4"	"0"	"1"	"0"	"9"	"9"	"591"	"0"	"591"	"0"
"314"	"180"	"188"	"134"	"3"	"0"	"0"	"5"	"0"	"2"	"0"	"1"	"0"	"8"	"341"	"0"	"341"	"0"
"315"	"181"	"49"	"158"	"8"	"3"	"0"	"0"	"3"	"3"	"1"	"5"	"9"	"12"	"251"	"0"	"251"	"0"
"316"	"182"	"583"	"135"	"43"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"3"	"4"	"772"	"0"	"772"	"0"
"317"	"Total"	"2197"	"3537"	"340"	"31"	"15"	"20"	"72"	"25"	"29"	"29"	"53"	"117"	"6465"	"0"	"6465"	"0"
"318"	"B.F."	"25693"	"35775"	"6840"	"525"	"265"	"257"	"898"	"384"	"405"	"379"	"875"	"1481"	"73777"	"0"	"73777"	"0"
"319"	"G. Total"	"27890"	"39312"	"7180"	"556"	"280"	"277"	"970"	"409"	"434"	"408"	"928"	"1598"	"80242"	"0"	"80242"	"0"
"320"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"321"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"322"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"323"	"183"	"205"	"215"	"11"	"1"	"0"	"6"	"15"	"5"	"2"	"4"	"12"	"14"	"490"	"0"	"490"	"0"
"324"	"184"	"128"	"286"	"60"	"5"	"1"	"4"	"9"	"5"	"2"	"3"	"12"	"2"	"517"	"0"	"517"	"0"
"325"	"185"	"85"	"404"	"21"	"4"	"3"	"3"	"10"	"4"	"3"	"4"	"15"	"11"	"567"	"0"	"567"	"0"
"326"	"186"	"265"	"128"	"51"	"2"	"0"	"0"	"3"	"4"	"2"	"4"	"4"	"9"	"472"	"0"	"472"	"0"
"327"	"187"	"107"	"276"	"21"	"0"	"0"	"0"	"3"	"0"	"3"	"1"	"4"	"1"	"416"	"0"	"416"	"0"
"328"	"188"	"15"	"428"	"4"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"450"	"0"	"450"	"0"
"329"	"189"	"450"	"128"	"4"	"1"	"0"	"0"	"2"	"0"	"2"	"1"	"2"	"12"	"602"	"0"	"602"	"0"
"330"	"190"	"202"	"136"	"13"	"3"	"3"	"0"	"3"	"3"	"3"	"3"	"8"	"11"	"388"	"0"	"388"	"0"
"331"	"191"	"177"	"159"	"22"	"6"	"3"	"3"	"4"	"4"	"8"	"5"	"4"	"13"	"408"	"0"	"408"	"0"
"332"	"192"	"53"	"364"	"44"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"467"	"0"	"467"	"0"
"333"	"193"	"167"	"253"	"34"	"3"	"5"	"2"	"6"	"5"	"0"	"3"	"12"	"20"	"510"	"0"	"510"	"0"
"334"	"194"	"121"	"369"	"30"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"524"	"0"	"524"	"0"
"335"	"195"	"79"	"306"	"19"	"2"	"2"	"0"	"2"	"0"	"2"	"0"	"3"	"8"	"423"	"0"	"423"	"0"
"336"	"196"	"446"	"159"	"36"	"3"	"3"	"2"	"7"	"6"	"3"	"8"	"9"	"19"	"701"	"0"	"701"	"0"
"337"	"Total"	"2500"	"3611"	"370"	"32"	"21"	"20"	"66"	"37"	"33"	"37"	"85"	"123"	"6935"	"0"	"6935"	"0"
"338"	"B.F."	"27890"	"39312"	"7180"	"556"	"280"	"277"	"970"	"409"	"434"	"408"	"928"	"1598"	"80242"	"0"	"80242"	"0"
"339"	"G. Total"	"30390"	"42923"	"7550"	"588"	"301"	"297"	"1036"	"446"	"467"	"445"	"1013"	"1721"	"87177"	"0"	"87177"	"0"
"340"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"341"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"342"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"343"	"197"	"269"	"241"	"39"	"1"	"1"	"2"	"9"	"2"	"6"	"0"	"6"	"7"	"583"	"0"	"583"	"0"
"344"	"198"	"157"	"84"	"69"	"3"	"3"	"5"	"8"	"9"	"6"	"8"	"11"	"26"	"389"	"0"	"389"	"0"
"345"	"199"	"66"	"108"	"50"	"1"	"2"	"0"	"2"	"2"	"2"	"1"	"5"	"7"	"246"	"0"	"246"	"0"
"346"	"Total"	"492"	"433"	"158"	"5"	"6"	"7"	"19"	"13"	"14"	"9"	"22"	"40"	"1218"	"0"	"1218"	"0"
"347"	"B.F."	"30390"	"42923"	"7550"	"588"	"301"	"297"	"1036"	"446"	"467"	"445"	"1013"	"1721"	"87177"	"0"	"87177"	"0"
"348"	"G. Total"	"30882"	"43356"	"7708"	"593"	"307"	"304"	"1055"	"459"	"481"	"454"	"1035"	"1761"	"88395"	"0"	"88395"	"0"
"349"	"Place- BAZAR SAMITI, SANDHA, CHAPRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Date - 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
