"PC.No."	"AC.No."	"BOOTH.No."	"BOOTH.EXT"	"ARCHN.A.CHAND.RA"	"NIKHIL.KUMAR"	"SHAKIL.AHMAD.KHAN"	"SUSHIL.KUMAR.SINGH"	"ANIL.KUMAR.SINGH"	"AMERIK.A.MAHTO"	"RAM.KUMAR.MEHTA"	"VIJAY.PASWA.N"	"ASLAM.ANSARI"	"INDRA.DEO.RAM"	"UDAY.PASWAN"	"PUNA.DAS"	"RANJEET.KUMAR"	"RAJEND.RA.YADAV"	"RAMSWA.RUP.PRASAD.YADAV"	"SANTOS.H.KUMAR"	"TOTAL"
"286"	37	231	278	""	1	9	85	123	2	0	0	0	0	1	0	1	0	0	0	0	222
"287"	37	231	279	""	1	24	52	51	5	2	1	2	0	0	0	4	2	0	1	3	148
"288"	37	231	280	""	13	38	164	146	4	3	11	1	0	0	4	8	7	5	5	7	416
"289"	37	231	281	""	10	17	180	158	3	3	2	2	1	0	1	4	7	0	0	5	393
"290"	37	231	282	""	23	35	219	182	2	5	3	8	3	4	1	7	4	4	3	7	510
"291"	37	231	283	""	0	1	9	541	0	0	0	0	0	0	0	0	0	0	0	0	551
"292"	37	231	284	""	0	4	475	19	1	0	1	0	0	0	0	0	1	0	0	0	501
"293"	37	231	285	""	64	3	56	102	1	3	1	3	2	1	1	9	2	1	5	8	262
"294"	37	231	286	""	0	4	408	19	0	0	0	1	0	0	0	1	0	0	0	2	435
"295"	37	231	287	""	4	8	84	147	2	3	1	6	0	3	1	3	8	5	2	1	278
"296"	37	231	288	""	38	22	98	158	3	4	0	2	1	4	0	3	3	2	1	10	349
"297"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"298"	37	231	289	""	46	16	12	347	2	0	1	0	0	0	0	2	1	0	0	1	428
"299"	37	231	290	""	0	27	0	414	3	0	0	0	0	0	0	1	0	0	0	0	445
"300"	37	231	291	""	25	10	58	409	1	0	1	1	0	0	0	4	1	0	0	0	510
"301"	37	231	292	""	18	18	282	24	3	1	0	1	0	0	1	2	1	2	1	2	356
"302"	37	231	293	""	71	27	120	33	1	3	1	0	4	3	2	3	1	2	3	13	287
"303"	37	231	294	""	0	48	3	448	0	0	1	0	0	0	0	1	0	0	0	0	501
"304"	37	231	295	""	1	14	11	667	1	1	0	0	0	0	0	0	0	0	0	0	695
"305"	37	231	296	""	4	16	2	134	3	2	1	0	0	0	0	5	5	0	2	3	177
"306"	37	231	297	""	42	36	391	53	1	0	1	0	0	0	0	0	0	1	0	1	526
"307"	37	231	298	""	6	20	170	190	1	0	0	0	0	0	3	1	0	4	0	2	397
"308"	37	231	299	""	6	42	19	184	0	0	0	0	0	0	0	0	0	0	0	0	251
"309"	37	231	300	""	95	16	196	49	1	0	1	0	0	0	0	0	0	0	0	0	358
"310"	37	231	301	""	5	66	129	55	1	3	0	0	0	1	1	5	2	2	0	2	272
"311"	37	231	302	""	71	38	208	253	4	2	1	5	1	2	1	5	4	4	2	2	603
"312"	37	231	303	""	44	4	198	69	4	5	0	1	1	4	3	7	8	5	4	7	364
"313"	37	231	304	""	25	12	82	160	0	3	2	0	3	2	0	1	8	5	1	11	315
"314"	37	231	305	""	36	2	23	335	7	7	1	3	0	2	0	9	2	1	2	11	441
"315"	37	231	306	""	4	2	364	58	3	2	0	2	0	0	4	5	3	15	1	1	464
"316"	37	231	307	""	9	65	18	163	5	5	1	1	2	0	5	7	15	5	3	7	311
"317"	37	231	308	""	10	22	120	199	5	4	8	4	3	2	0	10	10	1	5	7	410
"318"	37	231	309	""	0	6	603	62	1	1	1	4	2	1	1	1	2	4	0	2	691
"319"	37	231	310	""	47	6	171	69	2	2	1	15	1	1	0	4	1	0	0	1	321
"320"	37	231	311	""	39	6	132	82	1	7	5	3	1	4	2	5	2	4	1	16	310
"321"	37	231	312	""	12	84	171	76	2	5	3	2	3	2	2	4	6	4	2	2	380
"322"	37	231	313	""	4	17	919	15	0	0	0	0	0	0	0	1	0	0	0	0	956
"323"	37	231	314	""	11	6	79	104	5	1	0	2	2	0	3	10	5	2	2	7	239
"324"	37	231	315	""	1	5	154	26	0	0	0	1	2	0	0	1	0	0	0	0	190
"325"	37	231	316	""	2	4	579	32	0	0	0	0	1	1	0	0	0	0	0	0	619
"326"	37	231	317	""	3	2	157	47	0	1	1	0	0	0	0	1	0	0	0	1	213
"327"	NA	NA	NA	""	5417	5604	32666	43608	544	430	400	312	193	169	222	809	604	485	352	858	92673
