"X.v...k....XIV..i.kj.k.26.9.."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"QkeZ & 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"v afr e  i fj . kke  Ik="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu; e  56 C (2) nsf[ k, ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"34&l kl kj ke l al nh;  fuokZpu {ks= l s yksd  l Hkk ds fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Hkkx  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"fo/kku l Hkk fuokZpu {ks= esa fuokZpdksa dh dqy  l a[ ; k 282099"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"131"	"91"	"30"	"28"	"104"	"18"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"3"	"192"	""	"192"	""
"132"	"92"	"17"	"69"	"109"	"28"	"3"	"3"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"2"	"1"	"2"	"239"	""	"239"	""
"133"	"93"	"8"	"169"	"106"	"23"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"3"	"2"	"317"	""	"317"	""
"134"	"94"	"10"	"178"	"61"	"31"	"1"	"2"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"4"	"0"	"4"	"298"	""	"298"	""
"135"	"95"	"7"	"189"	"96"	"11"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"0"	"3"	"2"	"315"	""	"315"	""
"136"	"96"	"2"	"154"	"114"	"20"	"0"	"4"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"6"	"3"	"7"	"321"	""	"321"	""
"137"	"97"	"23"	"118"	"118"	"100"	"3"	"0"	"0"	"2"	"2"	"4"	"3"	"1"	"6"	"14"	"3"	"7"	"404"	""	"404"	""
"138"	"TOTAL"	"3573"	"8474"	"8065"	"8275"	"308"	"475"	"68"	"76"	"83"	"99"	"71"	"100"	"249"	"284"	"133"	"306"	"30639"	"0"	"30639"	"0"
"139"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"141"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"142"	"BF"	"3573"	"8474"	"8065"	"8275"	"308"	"475"	"68"	"76"	"83"	"99"	"71"	"100"	"249"	"284"	"133"	"306"	"30639"	"0"	"30639"	"0"
"143"	"98"	"2"	"67"	"174"	"31"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"276"	""	"276"	""
"144"	"99"	"4"	"226"	"123"	"20"	"0"	"2"	"1"	"3"	"0"	"2"	"1"	"1"	"4"	"3"	"3"	"9"	"402"	""	"402"	""
"145"	"100"	"0"	"31"	"184"	"10"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"230"	""	"230"	""
"146"	"101"	"1"	"59"	"232"	"7"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"308"	""	"308"	""
"147"	"102"	"4"	"82"	"240"	"17"	"0"	"18"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"370"	""	"370"	""
"148"	"103"	"4"	"176"	"68"	"11"	"1"	"38"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"306"	""	"306"	""
"149"	"104"	"5"	"104"	"69"	"71"	"1"	"47"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"1"	"1"	"305"	""	"305"	""
"150"	"105"	"1"	"129"	"161"	"47"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"342"	""	"342"	""
"151"	"106"	"3"	"68"	"193"	"59"	"2"	"5"	"1"	"1"	"0"	"0"	"0"	"1"	"6"	"0"	"0"	"1"	"340"	""	"340"	""
"152"	"107"	"0"	"45"	"53"	"96"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"199"	""	"199"	""
"153"	"108"	"10"	"138"	"178"	"33"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"369"	""	"369"	""
"154"	"109"	"7"	"76"	"216"	"28"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"3"	"337"	""	"337"	""
"155"	"110"	"11"	"96"	"135"	"31"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"1"	"3"	"282"	""	"282"	""
"156"	"111"	"5"	"41"	"133"	"14"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"198"	""	"198"	""
"157"	"TOTAL"	"3630"	"9812"	"10224"	"8750"	"321"	"589"	"75"	"82"	"87"	"107"	"78"	"108"	"265"	"298"	"143"	"334"	"34903"	"0"	"34903"	"0"
"158"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"160"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"161"	"BF"	"3630"	"9812"	"10224"	"8750"	"321"	"589"	"75"	"82"	"87"	"107"	"78"	"108"	"265"	"298"	"143"	"334"	"34903"	"0"	"34903"	"0"
"162"	"112"	"2"	"45"	"148"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	""	"218"	""
"163"	"113"	"120"	"69"	"110"	"11"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"16"	"338"	""	"338"	""
"164"	"114"	"29"	"74"	"95"	"15"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"218"	""	"218"	""
"165"	"115"	"2"	"76"	"173"	"5"	"0"	"9"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"273"	""	"273"	""
"166"	"116"	"7"	"43"	"158"	"18"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"228"	""	"228"	""
"167"	"117"	"11"	"98"	"196"	"19"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"328"	""	"328"	""
"168"	"118"	"1"	"66"	"149"	"20"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"241"	""	"241"	""
"169"	"118 A"	"1"	"78"	"92"	"18"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"195"	""	"195"	""
"170"	"119"	"8"	"181"	"211"	"17"	"2"	"3"	"0"	"2"	"1"	"2"	"1"	"3"	"6"	"2"	"2"	"4"	"445"	""	"445"	""
"171"	"120"	"20"	"99"	"93"	"77"	"2"	"3"	"0"	"0"	"2"	"1"	"0"	"1"	"2"	"2"	"1"	"4"	"307"	""	"307"	""
"172"	"121"	"32"	"125"	"180"	"26"	"0"	"2"	"1"	"1"	"2"	"2"	"1"	"5"	"5"	"7"	"3"	"1"	"393"	""	"393"	""
"173"	"122"	"12"	"213"	"40"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"276"	""	"276"	""
"174"	"123"	"3"	"156"	"77"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"249"	""	"249"	""
"175"	"124"	"14"	"163"	"136"	"20"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"4"	"2"	"6"	"5"	"357"	""	"357"	""
"176"	"TOTAL"	"3892"	"11298"	"12082"	"9035"	"327"	"614"	"78"	"90"	"97"	"113"	"83"	"120"	"286"	"320"	"164"	"370"	"38969"	"0"	"38969"	"0"
"177"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"178"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"179"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"180"	"BF"	"3892"	"11298"	"12082"	"9035"	"327"	"614"	"78"	"90"	"97"	"113"	"83"	"120"	"286"	"320"	"164"	"370"	"38969"	"0"	"38969"	"0"
"181"	"125"	"16"	"183"	"150"	"63"	"8"	"3"	"0"	"0"	"3"	"3"	"3"	"3"	"3"	"7"	"5"	"11"	"461"	""	"461"	""
"182"	"126"	"33"	"322"	"138"	"59"	"4"	"5"	"1"	"4"	"2"	"3"	"1"	"2"	"10"	"7"	"3"	"3"	"597"	""	"597"	""
"183"	"127"	"10"	"161"	"129"	"20"	"8"	"6"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"3"	"1"	"1"	"343"	""	"343"	""
"184"	"128"	"10"	"207"	"179"	"59"	"1"	"32"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"1"	"7"	"502"	""	"502"	""
"185"	"129"	"12"	"81"	"110"	"42"	"2"	"23"	"2"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"2"	"279"	""	"279"	""
"186"	"129 A"	"3"	"84"	"60"	"10"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	""	"165"	""
"187"	"130"	"22"	"115"	"133"	"14"	"0"	"4"	"0"	"0"	"2"	"3"	"0"	"2"	"1"	"1"	"1"	"0"	"298"	""	"298"	""
"188"	"131"	"0"	"29"	"94"	"13"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	""	"139"	""
"189"	"132"	"3"	"102"	"105"	"33"	"0"	"8"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"4"	"261"	""	"261"	""
"190"	"133"	"24"	"218"	"99"	"142"	"8"	"4"	"0"	"3"	"0"	"2"	"0"	"1"	"8"	"2"	"3"	"6"	"520"	""	"520"	""
"191"	"134"	"30"	"28"	"53"	"165"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"3"	"2"	"4"	"2"	"0"	"293"	""	"293"	""
"192"	"135"	"2"	"157"	"52"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"3"	"5"	"235"	""	"235"	""
"193"	"136"	"5"	"183"	"44"	"28"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"2"	"3"	"2"	"275"	""	"275"	""
"194"	"137"	"4"	"228"	"35"	"81"	"2"	"4"	"1"	"3"	"1"	"3"	"0"	"2"	"3"	"7"	"2"	"4"	"380"	""	"380"	""
"195"	"TOTAL"	"4066"	"13396"	"13463"	"9775"	"369"	"709"	"82"	"103"	"107"	"130"	"94"	"139"	"326"	"355"	"188"	"415"	"43717"	"0"	"43717"	"0"
"196"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"198"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"199"	"BF"	"4066"	"13396"	"13463"	"9775"	"369"	"709"	"82"	"103"	"107"	"130"	"94"	"139"	"326"	"355"	"188"	"415"	"43717"	"0"	"43717"	"0"
"200"	"138"	"8"	"320"	"78"	"93"	"0"	"3"	"1"	"2"	"1"	"1"	"1"	"1"	"3"	"1"	"0"	"1"	"514"	""	"514"	""
"201"	"139"	"6"	"146"	"133"	"27"	"2"	"11"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"332"	""	"332"	""
"202"	"140"	"17"	"271"	"145"	"128"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"1"	"5"	"1"	"1"	"1"	"576"	""	"576"	""
"203"	"141"	"6"	"165"	"51"	"17"	"6"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"247"	""	"247"	""
"204"	"142"	"86"	"49"	"58"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"203"	""	"203"	""
"205"	"143"	"1"	"179"	"52"	"11"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"247"	""	"247"	""
"206"	"144"	"4"	"148"	"82"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"253"	""	"253"	""
"207"	"145"	"10"	"173"	"89"	"29"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"309"	""	"309"	""
"208"	"146"	"25"	"118"	"88"	"27"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"266"	""	"266"	""
"209"	"147"	"6"	"267"	"24"	"36"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"342"	""	"342"	""
"210"	"148"	"6"	"253"	"23"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"304"	""	"304"	""
"211"	"149"	"6"	"337"	"141"	"27"	"3"	"0"	"0"	"3"	"1"	"0"	"2"	"0"	"5"	"4"	"1"	"8"	"538"	""	"538"	""
"212"	"150"	"4"	"171"	"48"	"15"	"0"	"1"	"1"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"248"	""	"248"	""
"213"	"151"	"7"	"203"	"4"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"228"	""	"228"	""
"214"	"TOTAL"	"4258"	"16196"	"14479"	"10233"	"384"	"736"	"86"	"119"	"112"	"135"	"99"	"145"	"349"	"370"	"195"	"428"	"48324"	"0"	"48324"	"0"
"215"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"217"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"218"	"BF"	"4258"	"16196"	"14479"	"10233"	"384"	"736"	"86"	"119"	"112"	"135"	"99"	"145"	"349"	"370"	"195"	"428"	"48324"	"0"	"48324"	"0"
"219"	"152"	"14"	"421"	"167"	"66"	"4"	"16"	"2"	"3"	"1"	"1"	"1"	"0"	"4"	"10"	"4"	"6"	"720"	""	"720"	""
"220"	"153"	"21"	"88"	"106"	"21"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"4"	"246"	""	"246"	""
"221"	"154"	"11"	"111"	"108"	"18"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"5"	"258"	""	"258"	""
"222"	"155"	"2"	"316"	"157"	"9"	"2"	"10"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"0"	"4"	"507"	""	"507"	""
"223"	"156"	"6"	"172"	"76"	"23"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"284"	""	"284"	""
"224"	"157"	"4"	"125"	"66"	"22"	"1"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"3"	"1"	"228"	""	"228"	""
"225"	"158"	"11"	"187"	"119"	"13"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"337"	""	"337"	""
"226"	"159"	"4"	"188"	"137"	"7"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"342"	""	"342"	""
"227"	"160"	"17"	"218"	"197"	"22"	"3"	"1"	"1"	"2"	"0"	"2"	"2"	"2"	"2"	"4"	"2"	"5"	"480"	""	"480"	""
"228"	"161"	"11"	"228"	"18"	"23"	"0"	"0"	"3"	"0"	"2"	"1"	"0"	"1"	"1"	"2"	"2"	"0"	"292"	""	"292"	""
"229"	"162"	"6"	"161"	"20"	"10"	"2"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"3"	"4"	"213"	""	"213"	""
"230"	"163"	"10"	"260"	"36"	"15"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"329"	""	"329"	""
"231"	"164"	"3"	"147"	"48"	"38"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"4"	"247"	""	"247"	""
"232"	"165"	"3"	"226"	"49"	"15"	"0"	"4"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"306"	""	"306"	""
"233"	"TOTAL"	"4381"	"19044"	"15783"	"10535"	"403"	"776"	"99"	"129"	"119"	"143"	"110"	"152"	"363"	"397"	"215"	"464"	"53113"	"0"	"53113"	"0"
"234"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"236"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"237"	"BF"	"4381"	"19044"	"15783"	"10535"	"403"	"776"	"99"	"129"	"119"	"143"	"110"	"152"	"363"	"397"	"215"	"464"	"53113"	"0"	"53113"	"0"
"238"	"166"	"3"	"217"	"148"	"22"	"2"	"0"	"1"	"3"	"2"	"1"	"1"	"4"	"3"	"1"	"2"	"5"	"415"	""	"415"	""
"239"	"167"	"7"	"164"	"175"	"32"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"4"	"388"	""	"388"	""
"240"	"168"	"17"	"177"	"120"	"13"	"0"	"2"	"2"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"338"	""	"338"	""
"241"	"169"	"11"	"271"	"155"	"26"	"10"	"26"	"4"	"0"	"0"	"1"	"4"	"5"	"5"	"3"	"4"	"4"	"529"	""	"529"	""
"242"	"170"	"15"	"201"	"186"	"23"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"433"	""	"433"	""
"243"	"171"	"8"	"168"	"231"	"27"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"443"	""	"443"	""
"244"	"172"	"2"	"126"	"110"	"53"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"2"	"1"	"298"	""	"298"	""
"245"	"173"	"5"	"91"	"93"	"24"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"216"	""	"216"	""
"246"	"174"	"54"	"96"	"243"	"11"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"415"	""	"415"	""
"247"	"175"	"49"	"291"	"203"	"37"	"7"	"6"	"1"	"2"	"2"	"3"	"1"	"3"	"4"	"7"	"3"	"9"	"628"	""	"628"	""
"248"	"176"	"1"	"188"	"137"	"18"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"347"	""	"347"	""
"249"	"177"	"61"	"155"	"91"	"70"	"4"	"86"	"3"	"3"	"2"	"3"	"3"	"1"	"3"	"3"	"2"	"3"	"493"	""	"493"	""
"250"	"178"	"8"	"169"	"101"	"15"	"5"	"29"	"3"	"1"	"3"	"1"	"2"	"2"	"0"	"1"	"2"	"2"	"344"	""	"344"	""
"251"	"179"	"2"	"182"	"65"	"22"	"0"	"23"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"301"	""	"301"	""
"252"	"TOTAL"	"4624"	"21540"	"17841"	"10928"	"433"	"957"	"114"	"144"	"135"	"156"	"125"	"170"	"384"	"419"	"234"	"497"	"58701"	"0"	"58701"	"0"
"253"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 208&l kl kj ke  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"255"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"256"	"BF"	"4624"	"21540"	"17841"	"10928"	"433"	"957"	"114"	"144"	"135"	"156"	"125"	"170"	"384"	"419"	"234"	"497"	"58701"	"0"	"58701"	"0"
"257"	"180"	"4"	"97"	"201"	"6"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"314"	""	"314"	""
"258"	"181"	"18"	"117"	"230"	"30"	"2"	"1"	"3"	"0"	"1"	"1"	"2"	"3"	"1"	"3"	"3"	"3"	"418"	""	"418"	""
"259"	"182"	"7"	"264"	"42"	"64"	"4"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"388"	""	"388"	""
"260"	"183"	"7"	"265"	"17"	"46"	"2"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"3"	"0"	"3"	"348"	""	"348"	""
"261"	"184"	"9"	"275"	"36"	"34"	"2"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"5"	"3"	"373"	""	"373"	""
