"PC.No."	"AC.No."	"BOOTH.No."	"BOOTH.EXT"	"ARCHN.A.CHAND.RA"	"NIKHIL.KUMAR"	"SHAKIL.AHMAD.KHAN"	"SUSHIL.KUMAR.SINGH"	"ANIL.KUMAR.SINGH"	"AMERIK.A.MAHTO"	"RAM.KUMAR.MEHTA"	"VIJAY.PASWA.N"	"ASLAM.ANSARI"	"INDRA.DEO.RAM"	"UDAY.PASWAN"	"PUNA.DAS"	"RANJEET.KUMAR"	"RAJEND.RA.YADAV"	"RAMSWA.RUP.PRASAD.YADAV"	"SANTOS.H.KUMAR"	"TOTAL"
"286"	37	225	278	""	3	3	73	253	3	0	2	0	0	0	1	2	1	2	0	1	344
"287"	37	225	279	""	0	100	6	274	1	0	0	1	1	0	1	0	0	0	0	1	385
"288"	37	225	280	""	26	12	200	98	5	4	2	4	1	0	1	3	0	4	1	7	368
"289"	37	225	281	""	53	7	234	212	2	0	1	1	0	0	0	4	2	1	0	1	518
"290"	37	225	282	""	3	0	235	2	0	0	0	0	0	0	0	0	0	0	0	0	240
"291"	37	225	283	""	4	5	189	75	3	2	1	3	1	0	3	13	6	2	5	6	318
"292"	37	225	284	""	9	12	104	131	10	5	1	0	0	0	3	3	3	3	1	3	288
"293"	37	225	285	""	2	61	128	23	0	0	1	1	0	1	0	0	2	1	1	3	224
"294"	37	225	286	""	2	27	131	76	1	2	0	0	0	0	1	2	1	0	1	1	245
"295"	37	225	287	""	5	15	49	64	3	2	3	0	0	0	0	3	0	0	2	2	148
"296"	37	225	288	""	1	14	56	153	3	1	2	1	0	0	1	1	7	2	2	4	248
"297"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"298"	37	225	289	""	6	2	173	63	2	2	4	1	0	0	1	3	2	1	1	3	264
"299"	37	225	290	""	16	7	100	150	4	3	3	2	1	0	0	4	4	4	2	1	301
"300"	37	225	291	""	2	2	121	105	1	0	0	0	0	0	0	0	0	0	0	0	231
"301"	37	225	292	""	0	19	12	347	1	0	0	0	0	0	0	0	0	0	1	0	380
"302"	37	225	293	""	6	4	80	342	4	7	27	1	3	0	4	8	7	2	3	5	503
"303"	37	225	294	""	53	5	6	184	7	6	1	1	0	1	2	14	3	4	4	4	295
"304"	37	225	295	""	5	18	97	61	3	8	5	1	0	1	0	3	3	3	5	0	213
"305"	37	225	296	""	13	17	61	172	4	5	3	4	2	1	3	9	1	2	3	3	303
"306"	37	225	297	""	2	14	25	276	2	6	2	3	1	0	0	7	2	0	0	0	340
"307"	37	225	298	""	12	4	36	263	2	4	2	1	1	0	3	8	1	3	4	5	349
"308"	37	225	299	""	32	5	83	70	1	1	1	0	0	0	0	2	1	3	1	0	200
"309"	NA	NA	NA	""	7242	5130	26641	37797	598	574	345	509	206	152	246	797	646	726	408	845	82862
