"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"151"	"162"	"140"	"41"	"135"	"13"	"1"	"5"	"3"	"1"	"2"	"3"	"1"	"7"	"3"	"1"	"104"	"29"	"77"	"426"	"NIL"
"152"	"162"	"141"	"40"	"241"	"39"	"2"	"23"	"5"	"2"	"1"	"0"	"0"	"4"	"2"	"3"	"166"	"42"	"138"	"708"	"NIL"
"153"	"162"	"142"	"33"	"8"	"42"	"3"	"4"	"0"	"0"	"0"	"1"	"0"	"14"	"2"	"10"	"177"	"25"	"120"	"439"	"NIL"
"154"	"162"	"143"	"40"	"58"	"11"	"51"	"1"	"0"	"1"	"3"	"4"	"0"	"0"	"3"	"3"	"58"	"22"	"356"	"611"	"NIL"
"155"	"162"	"144"	"22"	"9"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"47"	"15"	"347"	"449"	"NIL"
"156"	"162"	"145"	"35"	"15"	"8"	"0"	"7"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"49"	"8"	"302"	"428"	"NIL"
"157"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"158"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"159"	"162"	"146"	"39"	"85"	"68"	"0"	"16"	"4"	"4"	"9"	"2"	"1"	"16"	"5"	"10"	"204"	"54"	"205"	"722"	"NIL"
"160"	"162"	"147"	"60"	"101"	"41"	"4"	"2"	"2"	"1"	"1"	"2"	"2"	"4"	"2"	"9"	"173"	"24"	"8"	"436"	"NIL"
"161"	"162"	"148"	"18"	"48"	"26"	"60"	"5"	"4"	"0"	"0"	"0"	"2"	"3"	"2"	"3"	"140"	"11"	"4"	"326"	"NIL"
"162"	"162"	"149"	"18"	"70"	"13"	"4"	"3"	"3"	"3"	"2"	"1"	"1"	"5"	"2"	"4"	"305"	"54"	"6"	"494"	"NIL"
"163"	"162"	"150"	"18"	"129"	"53"	"2"	"7"	"3"	"2"	"6"	"0"	"4"	"8"	"1"	"15"	"130"	"40"	"3"	"421"	"NIL"
"164"	"162"	"151"	"87"	"38"	"12"	"3"	"10"	"2"	"0"	"0"	"0"	"2"	"2"	"5"	"19"	"412"	"42"	"50"	"684"	"NIL"
"165"	"162"	"152"	"6"	"15"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"85"	"4"	"52"	"171"	"NIL"
"166"	"162"	"153"	"25"	"33"	"68"	"26"	"4"	"6"	"3"	"1"	"3"	"3"	"24"	"4"	"40"	"306"	"65"	"8"	"619"	"NIL"
"167"	"162"	"154"	"19"	"32"	"7"	"2"	"3"	"3"	"0"	"2"	"0"	"2"	"0"	"2"	"1"	"105"	"23"	"156"	"357"	"NIL"
"168"	"162"	"155"	"70"	"189"	"35"	"18"	"18"	"7"	"2"	"3"	"6"	"2"	"10"	"7"	"13"	"295"	"64"	"15"	"754"	"NIL"
"169"	"162"	"156"	"46"	"80"	"13"	"5"	"26"	"2"	"1"	"2"	"0"	"1"	"9"	"1"	"1"	"44"	"10"	"1"	"242"	"NIL"
"170"	"162"	"157"	"43"	"47"	"29"	"4"	"12"	"1"	"0"	"1"	"0"	"0"	"8"	"2"	"6"	"144"	"21"	"5"	"323"	"NIL"
"171"	"162"	"158"	"7"	"66"	"4"	"4"	"44"	"2"	"2"	"0"	"2"	"3"	"8"	"6"	"10"	"193"	"35"	"14"	"400"	"NIL"
"172"	"162"	"159"	"20"	"68"	"23"	"1"	"20"	"7"	"4"	"2"	"4"	"4"	"8"	"0"	"4"	"119"	"14"	"1"	"299"	"NIL"
"173"	"162"	"160"	"17"	"6"	"23"	"3"	"4"	"1"	"3"	"0"	"2"	"2"	"7"	"2"	"47"	"222"	"19"	"11"	"369"	"NIL"
"174"	"162"	"161"	"11"	"27"	"13"	"0"	"3"	"3"	"2"	"0"	"0"	"2"	"8"	"4"	"11"	"268"	"34"	"4"	"390"	"NIL"
"175"	"162"	"162"	"32"	"101"	"12"	"6"	"2"	"2"	"2"	"1"	"4"	"2"	"2"	"2"	"14"	"193"	"22"	"55"	"452"	"NIL"
"176"	"162"	"163"	"40"	"27"	"42"	"9"	"2"	"1"	"1"	"0"	"0"	"0"	"30"	"6"	"15"	"313"	"47"	"19"	"552"	"NIL"
"177"	"162"	"164"	"47"	"81"	"24"	"4"	"9"	"3"	"1"	"2"	"2"	"3"	"16"	"4"	"12"	"309"	"45"	"19"	"581"	"NIL"
"178"	"162"	"165"	"66"	"179"	"15"	"42"	"4"	"1"	"2"	"1"	"2"	"0"	"1"	"2"	"3"	"87"	"14"	"6"	"425"	"NIL"
"179"	"162"	"166"	"20"	"63"	"3"	"0"	"27"	"1"	"1"	"1"	"1"	"1"	"3"	"1"	"3"	"43"	"12"	"136"	"316"	"NIL"
"180"	"162"	"167"	"41"	"237"	"12"	"0"	"5"	"4"	"3"	"4"	"6"	"3"	"1"	"2"	"4"	"73"	"35"	"11"	"441"	"NIL"
"181"	"162"	"168"	"13"	"122"	"10"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"4"	"1"	"5"	"176"	"13"	"8"	"358"	"NIL"
"182"	"162"	"169"	"107"	"170"	"9"	"0"	"32"	"0"	"2"	"1"	"1"	"1"	"2"	"6"	"5"	"52"	"28"	"9"	"425"	"NIL"
"183"	"162"	"170"	"36"	"106"	"11"	"10"	"9"	"4"	"0"	"1"	"1"	"2"	"6"	"1"	"8"	"225"	"27"	"22"	"469"	"NIL"
"184"	"162"	"171"	"30"	"36"	"16"	"0"	"11"	"1"	"4"	"15"	"1"	"3"	"10"	"2"	"4"	"179"	"39"	"118"	"469"	"NIL"
"185"	"162"	"172"	"47"	"66"	"1"	"1"	"1"	"1"	"3"	"4"	"4"	"1"	"0"	"0"	"5"	"148"	"27"	"44"	"353"	"NIL"
"186"	"162"	"173"	"47"	"2"	"4"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"162"	"17"	"2"	"243"	"NIL"
"187"	"162"	"174"	"72"	"13"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"85"	"12"	"6"	"197"	"NIL"
"188"	"162"	"175"	"55"	"9"	"26"	"0"	"1"	"3"	"5"	"3"	"1"	"2"	"18"	"2"	"8"	"282"	"46"	"5"	"466"	"NIL"
"189"	"162"	"176"	"14"	"57"	"30"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"7"	"2"	"5"	"175"	"35"	"139"	"467"	"NIL"
"190"	"162"	"177"	"52"	"3"	"5"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"123"	"7"	"1"	"200"	"NIL"
"191"	"162"	"178"	"116"	"25"	"6"	"3"	"48"	"1"	"2"	"1"	"1"	"3"	"4"	"2"	"9"	"139"	"34"	"6"	"400"	"NIL"
"192"	"162"	"179"	"106"	"132"	"12"	"2"	"9"	"2"	"0"	"2"	"1"	"1"	"3"	"3"	"3"	"102"	"22"	"31"	"431"	"NIL"
"193"	"162"	"180"	"21"	"2"	"6"	"2"	"0"	"1"	"1"	"17"	"1"	"0"	"2"	"4"	"9"	"114"	"17"	"3"	"200"	"NIL"
"194"	"162"	"181"	"75"	"6"	"26"	"3"	"4"	"1"	"2"	"0"	"0"	"1"	"7"	"0"	"4"	"286"	"37"	"10"	"462"	"NIL"
"195"	"162"	"182"	"18"	"3"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"9"	"175"	"11"	"1"	"225"	"NIL"
"196"	"162"	"183"	"7"	"43"	"19"	"0"	"1"	"2"	"0"	"0"	"3"	"3"	"3"	"1"	"10"	"237"	"28"	"64"	"421"	"NIL"
"197"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"198"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"199"	"162"	"184"	"23"	"69"	"3"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"9"	"233"	"23"	"2"	"368"	"NIL"
"200"	"162"	"185"	"46"	"125"	"9"	"0"	"25"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"32"	"5"	"5"	"255"	"NIL"
"201"	"162"	"186"	"35"	"162"	"3"	"0"	"5"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"40"	"8"	"3"	"262"	"NIL"
"202"	"162"	"187"	"60"	"112"	"3"	"3"	"9"	"1"	"1"	"0"	"1"	"1"	"4"	"3"	"1"	"129"	"27"	"44"	"399"	"NIL"
"203"	"162"	"188"	"13"	"105"	"10"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"69"	"11"	"6"	"218"	"NIL"
"204"	"162"	"189"	"14"	"28"	"8"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"107"	"7"	"7"	"179"	"NIL"
"205"	"162"	"190"	"78"	"90"	"10"	"2"	"24"	"2"	"0"	"3"	"1"	"1"	"2"	"1"	"2"	"154"	"29"	"11"	"410"	"NIL"
"206"	"162"	"191"	"17"	"54"	"39"	"2"	"3"	"2"	"0"	"0"	"1"	"0"	"14"	"1"	"9"	"189"	"27"	"3"	"361"	"NIL"
"207"	"162"	"192"	"30"	"18"	"8"	"1"	"4"	"1"	"0"	"1"	"2"	"3"	"8"	"6"	"13"	"273"	"32"	"20"	"420"	"NIL"
"208"	"162"	"193"	"57"	"10"	"9"	"1"	"16"	"1"	"1"	"0"	"1"	"2"	"5"	"2"	"5"	"181"	"25"	"9"	"325"	"NIL"
"209"	"162"	"194"	"20"	"17"	"7"	"2"	"8"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"158"	"21"	"2"	"242"	"NIL"
"210"	"162"	"195"	"27"	"96"	"23"	"2"	"10"	"0"	"2"	"1"	"0"	"1"	"25"	"0"	"4"	"137"	"19"	"3"	"350"	"NIL"
"211"	"162"	"196"	"20"	"30"	"35"	"2"	"66"	"5"	"4"	"0"	"4"	"2"	"23"	"9"	"15"	"288"	"30"	"9"	"542"	"NIL"
"212"	"162"	"197"	"64"	"9"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"7"	"1"	"3"	"99"	"24"	"8"	"224"	"NIL"
"213"	"162"	"198"	"55"	"52"	"20"	"0"	"11"	"0"	"1"	"1"	"3"	"2"	"3"	"1"	"12"	"203"	"34"	"8"	"406"	"NIL"
"214"	"162"	"199"	"144"	"120"	"18"	"5"	"14"	"7"	"3"	"5"	"7"	"4"	"0"	"2"	"8"	"131"	"25"	"6"	"499"	"NIL"
"215"	"162"	"200"	"128"	"36"	"5"	"3"	"9"	"1"	"0"	"3"	"2"	"1"	"8"	"1"	"6"	"96"	"23"	"8"	"330"	"NIL"
"216"	"162"	"201"	"137"	"120"	"8"	"6"	"6"	"0"	"1"	"0"	"2"	"4"	"3"	"2"	"8"	"85"	"19"	"21"	"422"	"NIL"
"217"	"162"	"202"	"66"	"144"	"35"	"3"	"2"	"2"	"2"	"2"	"3"	"4"	"11"	"1"	"2"	"53"	"17"	"8"	"355"	"NIL"
"218"	"162"	"203"	"194"	"101"	"40"	"6"	"4"	"5"	"2"	"3"	"1"	"2"	"9"	"4"	"7"	"233"	"54"	"83"	"748"	"NIL"
"219"	"162"	"204"	"188"	"19"	"15"	"4"	"6"	"7"	"4"	"3"	"2"	"1"	"5"	"3"	"6"	"258"	"49"	"28"	"598"	"NIL"
"220"	"Total No. of votes recorded at Polling Stations."	""	"11085"	"20472"	"5912"	"1474"	"1559"	"481"	"307"	"287"	"331"	"290"	"2107"	"497"	"1412"	"30979"	"5303"	"6215"	"88711"	"NIL"
"221"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	"27- Banka P.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"-Cum- D. M. Banka"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
